,A,MetJ
ecoli_00199,-1.1764384592,-0.344982973
ecoli_00200,-3.3801774763,-0.274119535
ecoli_00201,-6.3599828126,-0.56226698
ecoli_00202,-5.450722709,-0.520788475
ecoli_00203,1.9190689336000002,0.636965434
ecoli_00204,1.1435417567,0.405553117
ecoli_00205,-6.929497282,-0.7066596980000001
ecoli_00206,-5.2298719645,-0.43147073300000005
ecoli_00207,-3.247486675,-0.0079323
ecoli_00208,-2.7242368571,-0.17752972
ecoli_00209,0.1265297532,-0.11405503300000001
ecoli_00210,0.0513512579,0.057289001000000006
ecoli_00211,-1.9446246066000001,-0.408183995
ecoli_00212,-1.2382630627,-0.327280122
ecoli_00213,-6.6523770308,-0.609958173
ecoli_00214,-7.0165725902,-0.6405262580000001
ecoli_00215,0.3046677444,-0.132641595
ecoli_00216,0.4097272395,-0.011261237
ecoli_00217,-5.1210312678,-0.7648103310000001
ecoli_00218,-7.4787546523,-1.226674469
ecoli_00219,0.1131848148,-0.280803271
ecoli_00220,-0.042442922,-0.23168976400000002
ecoli_00221,-2.4512455576,-0.6993854420000001
ecoli_00222,-1.7355032503,-0.348992216
ecoli_00223,-6.9165292134000005,-0.78845547
ecoli_00224,-6.9577990684,-0.8496633720000001
ecoli_00225,-7.5550685771,-0.9025355960000001
ecoli_00226,-6.682179412,-0.684057694
ecoli_00227,-0.24215149230000002,0.23683890700000002
ecoli_00228,-0.0363633198,0.27139538700000004
ecoli_00229,-0.7236214379,0.623920271
ecoli_00230,-0.48865597400000005,0.610507381
ecoli_00231,7.1915078698,1.334657511
ecoli_00232,7.2075086357,1.228158871
ecoli_00233,-0.4464953655,0.301799541
ecoli_00234,0.6867747511000001,0.211982628
ecoli_00235,0.8585064135,0.5469159100000001
ecoli_00236,0.8897570923,0.45810437600000004
ecoli_00237,-1.1142094804,0.10223633300000001
ecoli_00238,-0.6198220126,0.064114907
ecoli_00239,-0.6382892714,0.070975407
ecoli_00240,-0.6330191009,-0.042080516000000005
ecoli_00241,-2.6228492647,-0.313122405
ecoli_00242,-1.6907322934,-0.481459811
ecoli_00243,-1.2942294635,-0.32434187200000003
ecoli_00244,-0.6222724361,-0.212637769
ecoli_00245,-1.8828107049,-0.5094646890000001
ecoli_00246,-0.06685946150000001,-0.13184810800000002
ecoli_00247,-0.0541695041,-0.066057478
ecoli_00248,-1.8375871468,-0.658294143
ecoli_00249,-1.1800862701,-0.039975416
ecoli_00250,-0.8812383647,-0.055180689000000005
ecoli_00251,-0.2034434779,-0.20061584300000002
ecoli_00252,0.49693197,-0.18123023900000002
ecoli_00253,-1.978664728,-0.24391846500000003
ecoli_00254,-1.0598752284,0.033541568
ecoli_00255,-3.7884273629000003,-0.656700853
ecoli_00256,-7.6659865286,-1.005344753
ecoli_00257,-2.6289886611,-0.49136677100000004
ecoli_00258,-2.7633820291999998,-0.5773227590000001
ecoli_00259,-3.7184276006,-0.284297379
ecoli_00260,-4.2842934778,-0.29726288700000003
ecoli_00261,-1.3430709835,-0.037396511
ecoli_00262,-1.8585101741,0.30362935500000005
ecoli_00263,-1.7598311586,-0.015403202000000001
ecoli_00264,-1.8059943936,-0.40608662900000003
ecoli_00265,2.638987254,0.093654445
ecoli_00266,2.1564476202,-0.012016671000000001
ecoli_00267,-9.6124611195,-1.7023522020000001
ecoli_00268,-10.1500719917,-1.732899819
ecoli_00269,-8.6952216198,-1.8437379740000002
ecoli_00270,-9.2356195775,-1.774571876
ecoli_00271,0.2351773878,-0.040453431000000005
ecoli_00272,-0.1055609451,-0.21350954
ecoli_00273,-2.0736512928,-0.399267052
ecoli_00274,-2.4912957788,-0.40751448500000004
ecoli_00275,-2.1970847546,-0.21568978800000002
ecoli_00276,-1.8715209151,-0.17379986700000002
ecoli_00277,-5.226406077,-0.5127722760000001
ecoli_00278,-6.2187728155,-0.752336749
ecoli_00279,7.6524840168,0.70326604
ecoli_00280,8.4840661283,0.8450186160000001
ecoli_00281,0.6678372828,-0.80712421
ecoli_00282,2.2762275996,-0.480794743
ecoli_00283,-1.8838641778,-0.860919595
ecoli_00284,-2.3821794964,-0.56191104
ecoli_00285,0.9384718957,0.047238124000000006
ecoli_00286,1.3425419577,0.169934468
ecoli_00287,-2.6040171296,-0.009230376
ecoli_00288,-0.86005367,0.24985273300000002
ecoli_00289,1.7422047287,0.09865644100000001
ecoli_00290,2.1159646443,0.08126918400000001
ecoli_00291,-1.6874691282,-0.259066892
ecoli_00292,-1.6141762874999999,-0.22799912600000002
ecoli_00293,-2.8619937225000003,-0.438846375
ecoli_00294,-2.3792255276,-0.517766111
ecoli_00295,-2.3770136423,-0.6113159060000001
ecoli_00296,-1.862765869,-0.7549023450000001
ecoli_00297,-2.4192369165,-0.40565195600000004
ecoli_00298,-2.7276069033,-0.37170529100000005
ecoli_00299,0.4013884152,-0.158199588
ecoli_00300,0.22603736570000002,-0.153036165
ecoli_00301,2.0602199688,0.0768717
ecoli_00302,-1.6233354331,-0.45874553500000004
ecoli_00303,-0.6266013247000001,0.006312975
ecoli_00304,-0.35798678,-0.10864913600000001
ecoli_00305,-8.1400189992,-1.798630055
ecoli_00306,-8.4298077323,-2.090951517
ecoli_00307,-9.7098116409,-1.920534642
ecoli_00308,-9.6002631877,-2.001931695
ecoli_00309,-9.5336640716,-1.669193339
ecoli_00310,-9.4783814902,-1.7767728850000002
ecoli_00311,-10.8468325656,-1.747156064
ecoli_00312,-9.8660323765,-1.925258554
ecoli_00313,-0.4294612278,-0.145051244
ecoli_00314,-0.004626325000000001,-0.07791738200000001
ecoli_00315,-8.8282595465,-1.497029806
ecoli_00316,-8.698671733,-1.361782336
ecoli_00317,-8.3976955974,-1.392880493
ecoli_00318,-8.4483809038,-1.64467735
ecoli_00319,2.1542863496,0.035231934
ecoli_00320,1.7510650015,0.060007529000000004
ecoli_00321,-9.3145809947,-1.5773682999999998
ecoli_00322,-10.3357822476,-1.584784733
ecoli_00323,0.3821713854,0.06977194
ecoli_00324,0.7202972835,0.123479321
ecoli_00325,-0.3944588,-0.02499386
ecoli_00326,-0.8590028376000001,-0.12779331700000002
ecoli_00327,-2.9989135921,-0.158154182
ecoli_00328,-1.041735026,-0.032186363
ecoli_00329,-2.6728937905,-0.142895499
ecoli_00330,1.6321957654,0.371797547
ecoli_00331,1.8807858353,0.252619714
ecoli_00332,2.7020206141000003,0.48453277200000006
ecoli_00333,-0.0601266426,-0.049874783000000006
ecoli_00334,3.273663169,0.5206564340000001
ecoli_00335,0.2806187935,-0.37160961400000003
ecoli_00336,1.6841185801,0.12303938900000001
ecoli_00337,2.5376241127,0.278108787
ecoli_00338,2.1556532584,0.172791095
ecoli_00339,0.9313562453,-0.059796627000000005
ecoli_00340,-0.1207251808,-0.235424036
ecoli_00341,1.6551097114000002,-0.12920273000000002
ecoli_00342,1.5898266535999999,-0.072277381
ecoli_00343,5.1342675043,0.431750391
ecoli_00344,4.2902254472,0.23442797
ecoli_00345,3.4879156122,0.339181536
ecoli_00346,3.7561773350000003,0.45246455900000004
ecoli_00347,-0.472189063,0.07789443800000001
ecoli_00348,-0.675413118,0.116821056
ecoli_00349,-0.11318044370000001,0.23702170700000003
ecoli_00350,-0.043919797000000003,0.176640714
ecoli_00351,-1.332569248,0.110971731
ecoli_00352,0.43255320410000003,0.178238543
ecoli_00353,-0.6811024999999999,-0.021651441
ecoli_00354,-0.0843528347,-0.110980403
ecoli_00355,-1.5830920873,-0.023023404
ecoli_00356,-1.4446807012,0.022108577
ecoli_00357,-1.7522591642,0.014382303
ecoli_00358,-1.6765571469,-0.053308358
ecoli_00359,0.6017409593,0.053836205000000005
ecoli_00360,0.7388255487000001,0.20454265900000002
ecoli_00361,0.6151897338,0.042464928000000006
ecoli_00362,0.3826960169,0.38397341100000004
ecoli_00363,-7.7889893363,-1.448171092
ecoli_00364,-7.1906264516,-1.186189295
ecoli_00365,-14.5677704865,-0.252636625
ecoli_00366,-14.4463172226,-0.50238846
ecoli_00367,-13.4095858848,-1.256312439
ecoli_00368,-13.714041966,-1.10334011
ecoli_00369,-9.6820641804,-1.467249901
ecoli_00370,-9.201242347200001,-1.739966069
ecoli_00371,-14.7991049149,-0.8757687510000001
ecoli_00372,-14.910287093,-0.701015389
ecoli_00373,-14.2244025071,-1.598369265
ecoli_00374,-13.9167201535,-1.679380691
ecoli_00375,-13.7168043794,-2.366703517
ecoli_00376,-13.3909447634,-2.5849792799999998
ecoli_00377,-11.96187724,-1.289832499
ecoli_00378,-12.147761446,-1.4236525819999999
ecoli_00379,-13.1513556617,-1.377456032
ecoli_00380,-12.8715562043,-1.376064022
ecoli_00381,-12.2474032725,-2.173942189
ecoli_00382,-12.891219327,-2.329147748
ecoli_00383,-11.9320822042,-1.636210914
ecoli_00384,-11.7785172904,-1.726050963
ecoli_00385,-13.2823250144,-1.854441991
ecoli_00386,-13.0917684713,-1.791802528
ecoli_00387,-9.829071079,-2.201583167
ecoli_00388,-10.6624609143,-2.254622523
ecoli_00389,-12.1792815589,-1.390222898
ecoli_00390,-11.5290770714,-1.023121436
ecoli_00391,-14.3330083809,-1.744766839
ecoli_00392,-14.1183818227,-1.528530371
ecoli_00393,1.4076490910000001,0.041938708000000005
ecoli_00394,0.8203328873,0.09227252400000001
ecoli_00395,-0.0741544937,0.298338596
ecoli_00396,0.0820430392,0.14687164800000002
ecoli_00397,2.0726619088,0.783649139
ecoli_00398,3.5312535029000003,1.012877206
ecoli_00399,7.4791325833,0.6516553700000001
ecoli_00400,6.929539616,0.720776476
ecoli_00401,7.0323832402,0.826632612
ecoli_00402,6.5365436141,0.721328737
ecoli_00403,2.6707618776,1.062861686
ecoli_00404,1.6683513997000001,1.141610948
ecoli_00405,7.515771739,0.7447747650000001
ecoli_00406,8.3352054031,0.752820044
ecoli_00407,6.6428738849,0.7596491
ecoli_00408,6.7762748939,0.801880086
ecoli_00409,1.5102178245,1.082853883
ecoli_00410,1.8077112191,0.924867238
ecoli_00411,0.9408534526000001,-0.043774595
ecoli_00412,1.0292463713,-0.0028410220000000003
ecoli_00413,1.9613610386,0.439105006
ecoli_00414,2.1117881289,0.444812847
ecoli_00415,-1.1019419129,0.37954336
ecoli_00416,-0.0821855135,0.482198088
ecoli_00417,-1.0575215277,-0.166804015
ecoli_00418,-0.3909670791,-0.23549261400000002
ecoli_00419,1.2386894434,0.171369563
ecoli_00420,1.2443759404,0.21414670200000002
ecoli_00421,-0.7639002452,0.39242988900000003
ecoli_00422,-1.674647083,0.23741356200000002
ecoli_00423,-0.9331385262,0.09738265600000001
ecoli_00424,-0.6416630119,0.046367141
ecoli_00425,1.6704383831,0.13633535400000002
ecoli_00426,1.9138329089,0.059222354000000005
ecoli_00427,-0.5759831080000001,0.07296005500000001
ecoli_00428,-0.4452551778,0.21165533
ecoli_00429,1.2870159988,0.068000063
ecoli_00430,1.2972178857,0.12854896400000002
ecoli_00431,-0.6383965829,0.498205683
ecoli_00432,1.8770106210000002,0.8658400770000001
ecoli_00433,3.3643736763,0.717242962
ecoli_00434,3.4910871671,0.9410435960000001
ecoli_00435,4.8001444327,-0.147349633
ecoli_00436,4.9660889634,-0.173656517
ecoli_00437,3.9140617449,-0.06754791
ecoli_00438,4.040609538,-0.05177777
ecoli_00439,0.8715025942,0.7822672350000001
ecoli_00440,0.034685215400000004,0.564455371
ecoli_00441,10.0480858131,1.264765621
ecoli_00442,9.9181869958,1.222469301
ecoli_00443,9.2010679192,1.520488721
ecoli_00444,9.2546500252,1.485551631
ecoli_00445,6.5678383809,1.936998261
ecoli_00446,6.059360283,2.094899501
ecoli_00447,-4.1440325956,-0.263595169
ecoli_00448,-4.3602788155,-0.3066962
ecoli_00449,-6.2130819121,-0.32248139600000003
ecoli_00450,-2.5961152071,0.029607206
ecoli_00451,-4.9287889133,-0.0857498
ecoli_00452,-5.2291727955,-0.14584603000000002
ecoli_00453,-6.1425053119,-0.24591389900000002
ecoli_00454,-6.6586643169,-0.607455548
ecoli_00455,-11.1667700445,-1.8425007230000001
ecoli_00456,-10.7728537141,-1.752561188
ecoli_00457,-11.2899701861,-1.619979102
ecoli_00458,-11.4869849319,-1.566668746
ecoli_00459,-11.9404478301,-1.6527300070000002
ecoli_00460,-11.6711554752,-1.544035571
ecoli_00461,-16.6045157796,-1.970027873
ecoli_00462,-16.6210766966,-1.8937176980000001
ecoli_00463,-13.7489826409,-0.823526238
ecoli_00464,-14.0447716738,-0.9447045650000001
ecoli_00465,-12.5071373294,-0.48034563300000005
ecoli_00466,-12.2343203997,-0.46595659700000003
ecoli_00467,-15.988600015,-1.297675657
ecoli_00468,-15.8941524345,-1.345598976
ecoli_00469,-12.8265315262,-0.250829071
ecoli_00470,-12.5439698115,-0.31553627300000003
ecoli_00471,-16.9318298059,-1.602558844
ecoli_00472,-16.7847236866,-1.854537211
ecoli_00473,-13.8037191034,-1.012078016
ecoli_00474,-14.086208507,-0.8082469160000001
ecoli_00475,-14.3442816497,-0.981160259
ecoli_00476,-14.297954436,-0.9538945550000001
ecoli_00477,-15.0337007769,-1.8663223310000001
ecoli_00478,-15.3662606464,-1.801782918
ecoli_00479,-5.2857693331,-0.514092214
ecoli_00480,-5.8432961347,-0.47425617800000003
ecoli_00481,-5.0019296652,-0.829773559
ecoli_00482,-5.6619032739,-0.8805742630000001
ecoli_00483,-8.0998971091,-1.403273865
ecoli_00484,-8.6015316357,-1.225570077
ecoli_00485,-15.0137655439,-1.776224756
ecoli_00486,-15.1418736862,-1.746437644
ecoli_00487,-15.3329492999,-1.9052571999999999
ecoli_00488,-15.6685956331,-1.9636630840000002
ecoli_00489,-14.592036299,-0.850063458
ecoli_00490,-14.3466554634,-0.8388224710000001
ecoli_00491,-14.7115942142,-1.206896715
ecoli_00492,-14.4529521521,-1.377299837
ecoli_00493,-14.0796448331,-1.201923498
ecoli_00494,-14.1294770325,-1.09386342
ecoli_00495,-4.4641677949,-0.15920245
ecoli_00496,-4.9366232999,-0.35209742200000005
ecoli_00497,-11.1181008629,-0.33629398600000004
ecoli_00498,-10.8243253831,-0.366809661
ecoli_00499,-2.6226392657,-0.665771176
ecoli_00500,-3.3244267634,-0.8466241950000001
ecoli_00501,-13.294353162,-1.527321733
ecoli_00502,-13.8892396016,-1.387117763
ecoli_00503,-15.8789021944,-1.95111806
ecoli_00504,-15.7954975566,-1.809657869
ecoli_00505,-14.7353643166,-0.440567818
ecoli_00506,-14.5105492711,-0.45694735500000006
ecoli_00507,-9.829110074799999,-1.584962742
ecoli_00508,-10.1812226829,-1.674288028
ecoli_00509,-10.5833749204,-1.943937899
ecoli_00510,-10.6803035781,-1.923635584
ecoli_00511,-14.9450672165,-1.527616635
ecoli_00512,-14.9492256319,-1.703298476
ecoli_00513,-11.2139861723,-0.40443186600000003
ecoli_00514,-11.2652640958,-0.33012369900000005
ecoli_00515,-13.6225836196,-1.352215156
ecoli_00516,-13.7155759265,-1.306824793
ecoli_00517,-3.4059829997,-2.133687258
ecoli_00518,-3.4113894271,-2.195969583
ecoli_00519,-4.621522562,-2.308566897
ecoli_00520,-4.0345063196,-2.064988353
ecoli_00521,-5.0713923603,-2.190077359
ecoli_00522,-5.3694983758,-2.073686849
ecoli_00523,-6.9649423611,-2.343208734
ecoli_00524,-1.7258816803,0.33441993200000003
ecoli_00525,-1.6545546888,0.35816385100000003
ecoli_00526,-1.7524712807,0.42437773300000003
ecoli_00527,-1.630062759,0.37644566900000004
ecoli_00528,-2.9505275921000003,-0.726958729
ecoli_00529,-12.3868876663,-2.098332247
ecoli_00530,-13.0278059158,-1.845005846
ecoli_00531,-14.0303389772,-2.199334645
ecoli_00532,-7.5358817726,-1.5796468510000001
ecoli_00533,-8.0289269174,-1.375593005
ecoli_00534,-7.2324888325,-1.66946582
ecoli_00535,-7.6424589163,-1.269072364
ecoli_00536,-8.3300606176,-1.883450735
ecoli_00537,-8.474323109,-1.908028365
ecoli_00538,-7.3898286564,-1.646055988
ecoli_00539,-8.0149542836,-1.5815097370000002
ecoli_00540,-13.105055304,-2.366612638
ecoli_00541,-13.3853117361,-2.1470321820000002
ecoli_00542,-12.9987945458,-2.1945406370000002
ecoli_00543,-12.4204692857,-2.232777481
ecoli_00544,-13.3814255153,-2.099367312
ecoli_00545,-13.654119960100001,-2.520742315
ecoli_00546,-10.1411649759,-1.524439737
ecoli_00547,-10.0503646651,-1.453018496
ecoli_00548,-10.1383436206,-1.681766093
ecoli_00549,-10.3417060255,-1.6085862930000001
ecoli_00550,-10.7929376743,-1.674083806
ecoli_00551,-10.2883802244,-1.642445966
ecoli_00552,-13.7535929985,-2.034350306
ecoli_00553,-13.7449537096,-1.840446961
ecoli_00554,-13.0844916721,-1.696652402
ecoli_00555,-13.1170972924,-1.5235653880000002
ecoli_00556,-12.5565801727,-1.571663137
ecoli_00557,-12.1541888834,-1.513188358
ecoli_00558,-11.6110440745,-1.718598658
ecoli_00559,-11.4234163877,-1.694303368
ecoli_00560,-13.4255515036,-1.99442845
ecoli_00561,-13.2173218447,-1.927084293
ecoli_00562,-14.3253500271,-1.551984155
ecoli_00563,-13.8919368565,-1.8439351
ecoli_00564,-6.5037982418,-0.5869128410000001
ecoli_00565,-6.3182487032,-0.6163917170000001
ecoli_00566,-9.2383139333,-1.450411347
ecoli_00567,-9.9341381389,-1.457871884
ecoli_00568,-0.1708596101,-0.25909324100000003
ecoli_00569,-0.2589358953,-0.24426241
ecoli_00570,-0.6501443652000001,-0.578285597
ecoli_00571,-0.275451852,-0.386639516
ecoli_00572,-5.4874022172,-1.31787454
ecoli_00573,-5.6073513093,-1.5079894440000001
ecoli_00574,-12.2887784342,-1.090023261
ecoli_00575,-12.5647093362,-1.3641515800000001
ecoli_00576,-13.8087131031,-1.7081213860000002
ecoli_00577,-13.3851804135,-1.773781343
ecoli_00578,-13.2759525832,-1.8034056230000002
ecoli_00579,-13.2290328862,-1.817088481
ecoli_00580,-14.3840805187,-1.641237324
ecoli_00581,-14.5003508452,-1.643946936
ecoli_00582,-7.0927468196,-0.9287964270000001
ecoli_00583,-6.766772132,-0.977304661
ecoli_00584,-6.7961324271,-2.116408341
ecoli_00585,-7.4442134299,-2.081468709
ecoli_00586,2.0136180759,-0.842809797
ecoli_00587,2.9674583871999998,-1.041668462
ecoli_00588,2.6762004193999998,-1.072006124
ecoli_00589,2.3931192312,-1.010437872
ecoli_00590,-6.7952914484,-1.376750145
ecoli_00591,-6.9456035535,-1.324450948
ecoli_00592,-13.8735687084,-1.20189659
ecoli_00593,-14.048180566,-1.47136531
ecoli_00594,-13.6797350503,-1.866445965
ecoli_00595,-13.2879072088,-1.79057141
ecoli_00596,-14.8955660392,-1.740704021
ecoli_00597,-14.0690385838,-1.936006458
ecoli_00598,-14.2162941052,-2.160623434
ecoli_00599,-13.6232020689,-2.761802194
ecoli_00600,-7.5255622956,-1.173753623
ecoli_00601,-9.5864230847,-1.5232736770000002
ecoli_00602,-9.9260804378,-1.348459181
ecoli_00603,-10.6869753056,-1.545741244
ecoli_00604,-9.156551903,-1.73389071
