,b4488_2
minspan__bw_delcra_glc__2,9.5270150935
minspan__bw_delcra_trp__1,9.3900634333
minspan__bw_delmntr__1,9.3849352391
minspan__bw_delnac_ade__1,10.5331055908
minspan__bw_delnac_glc__1,7.020939126
cra_crp__wt_ac__1,6.8751816966
cra_crp__wt_ac__2,6.8923208621
cra_crp__wt_fru__1,8.1529252196
cra_crp__wt_fru__2,8.1872038438
cra_crp__delcra_ac__1,5.3317863428
cra_crp__delcra_ac__2,5.1851734666
cra_crp__delcra_fru__1,8.0308188844
cra_crp__delcra_fru__2,8.179140762
cra_crp__delcra_glc__1,7.8776816333
cra_crp__delcra_glc__2,7.6193149804
rpoB__wt_031__1,7.4390027399
rpoB__wt_044__1,7.7028784579
rpoB__wt_lb__1,2.8829061962
rpoB__wt_lb__2,2.957489683
rpoB__rpoBE546V_031__1,6.7614686045
rpoB__rpoBE546V_044__1,6.7284123542
rpoB__rpoBE546V_lb__1,4.2793082253
rpoB__rpoBE546V_lb__2,4.912055669
rpoB__rpoBE546V_glc__1,7.1302453951
rpoB__rpoBE672K_glc__1,7.1855645244
rpoB__rpoBE672K_glc__2,7.1556163109
rpoB__rpoBE672K_lb__1,4.3428910015
rpoB__rpoBE672K_lb__2,5.0618213923
crp__wt_fru__1,6.9929654878
crp__wt_glyc__1,7.0762700818
crp__wt_glyc__2,7.058515615
crp__delar1_glyc__1,8.0239706286
crp__delar1_glyc__2,7.8355220109
crp__delar1ar2_glyc__1,7.157497877
crp__delar1ar2_glyc__2,6.9812222464
crp__delar1ar2_glyc__3,6.9128080256
crp__delar2_glyc__1,6.755256235
crp__delar2_glyc__2,6.7014875393
crp__delar2_glyc__3,6.7543247651
crp__delcrp_fru__1,6.3442916992
crp__delcrp_fru__2,6.5275766795
crp__delcrp_fru__3,6.4215856315
crp__delcrp_glc__1,6.5967651611
crp__delcrp_glc__2,6.4638443419
crp__delcrp_glc__3,6.4610171465
crp__delcrp_glyc__1,7.5716743513
crp__delcrp_glyc__2,7.807540033
crp__delcrp_glyc__3,8.0520990525
glu__glu_ale3__1,10.0546278829
glu__glu_ale4__1,7.5689423718
glu__glu_ale5__1,7.49615799
glu__glu_ale6__1,6.5826620411
glu__glu_ale8__1,10.7089093397
glu__glu_ale9__1,9.3293911957
glu__glu_ale10__1,10.2174012018
42c__wt_42c__1,8.4119034428
42c__42c_ale1__1,8.4991749856
42c__42c_ale2__1,8.5971507625
42c__42c_ale3__1,9.4038998896
42c__42c_ale4__1,8.7313552261
42c__42c_ale5__1,8.5800989617
42c__42c_ale6__1,11.1498732251
42c__42c_ale8__1,9.2346536846
42c__42c_ale9__1,8.0746975925
42c__42c_ale10__1,9.4873367661
ssw__wt_ac__1,4.451476323
ssw__wt_glc__1,7.1436435497
ssw__wt_glyc__1,6.1043566241
ssw__wt_xyl__1,10.3807262653
ssw__glc_ale1__1,8.751880823
ssw__glc_ale2__1,9.1461464129
ssw__glc_ale3__1,8.3028984011
ssw__glyc_ale1__1,8.4299077114
ssw__glyc_ale2__1,7.4467342564
ssw__xyl_ale1__1,7.9952098686
ssw__xyl_ale2__1,7.3525081075
ssw__xyl_ale3__1,7.9210825308
ssw__glc_ac_ac2__1,6.230603528
ssw__glc_ac_glc1__1,8.3456186105
ssw__glc_ac_glc2__1,7.487854223
ssw__glc_glyc_glc__1,8.6189007263
ssw__glc_glyc_glyc__1,7.3962941723
ssw__glc_xyl_glc__1,7.5252286647
ssw__glc_xyl_xyl__1,6.8082342174
pgi__glu4_delpgi__1,6.459508919
pgi__pgi_ale1__1,7.2713013698
pgi__pgi_ale2__1,7.2659217123
pgi__pgi_ale3__1,7.532480786
pgi__pgi_ale5__1,7.1871332074
pgi__pgi_ale6__1,7.4679670401
pgi__pgi_ale7__1,7.4900848705
pgi__pgi_ale8__1,7.6084421494
ica__wt_glc__1,7.0510097659
ica__wt_glc__2,7.2350254503
ica__wt_glc__3,7.9595369125
ica__wt_glc__4,7.9372025547
ica__arg_sbt__1,8.14092467
ica__arg_sbt__2,7.7442556766
ica__cytd_rib__1,4.1745342638
ica__cytd_rib__2,3.9958483745
ica__gth__1,6.940167524
ica__gth__2,7.3478111708
ica__leu_glcr__1,8.7648620933
ica__leu_glcr__2,8.7369939945
ica__met_glc__1,6.9713019556999996
ica__met_glc__2,6.9250294532000005
ica__no3_anaero__1,7.7854924874
ica__no3_anaero__2,7.6972046688999995
ica__phe_acgam__1,6.9380733845
ica__phe_acgam__2,7.0232704587
ica__thm_gal__1,7.0669906718
ica__thm_gal__2,6.9360649911
ica__tyr_glcn__1,6.8947812171
ica__tyr_glcn__2,6.9122180295
ica__ura_pyr__1,8.2313839599
ica__ura_pyr__2,8.1810106206
ica__wt_glc__5,7.774255728
ica__wt_glc__6,7.640794467
ica__bw_delpurR_cytd__1,7.9187321354
ica__bw_delpurR_cytd__2,7.6477816207
ica__ade_glc__1,7.4138395157
ica__ade_glc__2,7.6131807919
ytf__wt_glc__1,7.5500602526
ytf__wt_glc__2,7.8126291097
ytf__delyafC__1,6.7296970135
ytf__delyafC__2,6.462165069
ytf__delyeiE__1,7.5068869751000005
ytf__delyeiE__2,7.1758788818
ytf__delyiaJ__1,7.2819285611
ytf__delyiaJ__2,7.5656241644
ytf__delyieP__1,8.1004248486
ytf__delyieP__2,8.6190384809
ytf__wt_ph5__1,7.9893921096
ytf__wt_ph5__2,7.8440137755
ytf__wt_ph8__1,7.7549253824
ytf__wt_ph8__2,7.3587267121
ytf__delybaO__1,7.1272344974
ytf__delybaO__2,6.9275948691
ytf__delybaQ__1,7.7843241004
ytf__delybaQ__2,7.7029627834
ytf__delybiH__1,8.1043297946
ytf__delybiH__2,8.4537510355
ytf__delydcI_ph5__1,7.863033652
ytf__delydcI_ph5__2,7.6370148218
ytf__delydcI_ph8__1,7.261997318
ytf__delydcI_ph8__2,7.306586375
ytf__delyddM__1,7.4675581818
ytf__delyddM__2,7.493930076
ytf__delyheO__1,6.8099727398
ytf__delyheO__2,6.8097993354
fps__bw_glc__1,7.9445082393
fps__bw_glc__2,7.9456530214
fps__fps_thrA_ale1__1,9.6419841135
fps__fps_thrA_ale1__2,9.6048496453
fps__fps_thrA_ale2__1,9.4574037393
fps__fps_thrA_ale2__2,9.5797645033
fps__fps_serB_ale1__1,6.8380884245
fps__fps_serB_ale1__2,6.8974405104
fps__fps_serB_ale4__1,6.3976266351
fps__fps_serB_ale4__2,6.4677866253000005
fps__fps_ptsI_ale1__1,7.3223001635
fps__fps_ptsI_ale1__2,7.3083289151
fps__fps_ptsI_ale3__1,7.170779484
fps__fps_ptsI_ale3__2,7.3950757841
pal__lyx_ale2_f6__1,7.5138527962
pal__lyx_ale2__1,7.1184184569
pal__lyx_ale2__2,7.0793710594
pal__lyx_ale4__1,7.1184184569
pal__lyx_ale4__2,7.0793710594
pal__5drib_ale10_f18__1,7.6688812226
pal__5drib_ale10_f18__2,7.7318705749
pal__5drib_ale10__1,7.5113861645
pal__arab_ale14_f9__1,7.660804293
pal__arab_ale14_f9__2,7.5561133132
pal__arab_ale14__1,8.4324611085
pal__arab_ale14__2,8.1483953654
pal__arab_ale16__1,8.3050477419
pal__arab_ale16__2,7.6351678646
pal__tartr_ale26_f10__1,6.3127364758
pal__tartr_ale26_f10__2,5.2310372012
pal__tartr_ale26__1,7.7695642697
pal__tartr_ale26__2,7.9371153273
pal__tartr_ale28_f10__1,6.7277318433
pal__tartr_ale28_f10__2,6.3073480631
pal__tartr_ale28__1,7.3743503791
pal__tartr_ale28__2,7.3758325011
efeU__delmenFentC_citr__1,6.9507651165
efeU__delmenFentC_citr__2,6.9335437103
efeU__delmenFentC__1,8.5696049614
efeU__delmenFentC__2,8.6388181728
efeU__menFentC_ale39__1,7.9545485511
efeU__menFentC_ale39__2,7.6948279847
efeU__menFentC_ale29__1,8.359586004
efeU__menFentC_ale29__2,8.4427593714
efeU__menFentC_ale30__1,7.1788860897
efeU__menFentC_ale30__2,7.3082651909
efeU__menFentCubiC_ale36__1,7.51813381
efeU__menFentCubiC_ale36__2,7.595724992
efeU__menFentCubiC_ale37__1,8.3916015077
efeU__menFentCubiC_ale37__2,8.4242066255
efeU__menFentCubiC_ale38__1,7.0038755498
efeU__menFentCubiC_ale38__2,6.9534217142
