,A,FucR,ExuR
cck_pts__pts_ale2__2,0.0238182525,-0.35549096300000005,-0.6012283700000001
cck_pts__pts_ale2__1,0.2663418283,-0.38747669500000004,-0.7154668550000001
cck_pts__pts_ale3__2,0.589500172,-1.05096487,-0.920067395
cck_pts__pts_ale3__1,0.41355457560000003,-0.9474032280000001,-0.83261193
cck_pts__pts_ale4__2,-0.1749989619,-0.48131946900000006,-0.6929320290000001
cck_pts__pts_ale4__1,0.06317347870000001,-0.14918361,-0.55094145
cck_gnd__gmos_delgnd__1,1.3439215319,0.372196369,0.15038858200000002
cck_gnd__gmos_delgnd__2,1.5866861716,-0.08602967,0.10342216100000001
cck_gnd__gnd_ale1__1,-0.2187658735,-0.48921095900000006,-0.416917384
cck_gnd__gnd_ale1__2,-0.3024829308,-0.24470386400000002,-0.382447197
cck_gnd__gnd_ale2__1,-0.0053739659,-0.24673581700000002,-0.53825592
cck_gnd__gnd_ale2__2,-0.4210367716,-0.019336459,-0.522789642
cck_gnd__gnd_ale3__1,-0.1502076624,-0.39268827300000003,-0.535486403
cck_gnd__gnd_ale3__2,0.20357116500000003,-0.23026384900000002,-0.576963711
cck_tpiA__gmos_deltpiA__1,3.9344087634,1.356901056,0.496416363
cck_tpiA__gmos_deltpiA__2,2.781424985,1.407462641,0.207034571
cck_tpiA__tpiA_ale1__1,0.3776328694,0.48386766900000006,-0.317447341
cck_tpiA__tpiA_ale1__2,0.6107995312,0.5498302810000001,-0.39950477500000003
cck_tpiA__tpiA_ale2__1,1.0531517277,0.8221191170000001,-0.273676207
cck_tpiA__tpiA_ale2__2,1.7473823132000001,0.784232511,-0.18192239600000001
cck_tpiA__tpiA_ale3__1,0.7463727123,0.332223794,-0.132418859
cck_tpiA__tpiA_ale3__2,0.17380652060000001,0.32132378300000003,0.042173839000000005
cck_tpiA__tpiA_ale4__1,1.4534522572,0.445145467,-0.106184866
cck_tpiA__tpiA_ale4__2,1.6817660889,0.445541234,-0.056576945000000003
acid_tale__acid_ale1_pH7__1,0.1907326462,-0.306192369,-0.29498696500000005
acid_tale__acid_ale1_pH7__2,0.7986789242000001,-0.47218533,-0.25119013100000004
acid_tale__acid_ale1_pH5__1,0.2563967693,-0.581171466,0.272870885
acid_tale__acid_ale1_pH5__2,0.1232223033,-0.386440434,0.25664521300000004
acid_tale__acid_ale2_pH7__1,1.0482054664,-0.06669166700000001,-0.265526321
acid_tale__acid_ale2_pH7__2,0.8906786727,-0.044952118000000006,-0.22449111600000002
acid_tale__acid_ale2_pH5__1,-0.5760098786,-0.19916150200000002,-0.164175562
acid_tale__acid_ale2_pH5__2,0.7360418078000001,-0.11352793400000001,0.143333381
acid_tale__low_Mg_ale_pH7__1,0.9568658211000001,-0.07665345800000001,0.191175114
acid_tale__low_Mg_ale_pH7__2,0.5582381642,-0.13601754300000002,0.118933203
acid_tale__low_Mg_ale_pH5__1,-0.9489822839000001,0.021093712,0.19198600200000002
acid_tale__low_Mg_ale_pH5__2,-0.44452024490000003,-0.125005621,0.066580868
acid_tale__MES_ale_pH7__1,0.21171272670000002,-0.038307772000000004,-0.34093390300000004
acid_tale__MES_ale_pH7__2,0.2288954283,-0.112382145,-0.198328009
acid_tale__MES_ale_pH5__1,-1.1864925173,-0.125338354,-0.411191425
acid_tale__MES_ale_pH5__2,-0.9067731021000001,0.053778651000000004,-0.058477321000000006
acid_tale__gmos_pH7__1,0.5836178396,-0.146166169,-0.27595194
acid_tale__gmos_pH7__2,0.2329844549,-0.16592252500000002,-0.238824574
acid_tale__gmos_pH5__1,-0.32899077930000004,0.126823347,-0.08815336
acid_tale__gmos_pH5__2,-0.5601388472000001,0.145035255,-0.11880855300000001
adnB__wt_adn__1,-2.0243256275,0.070389809,0.5679727050000001
adnB__wt_adn__2,-2.732218311,0.26353822,-0.42265424300000004
adnB__delydhB_adn__1,-1.9061837264000001,0.14570760500000002,0.21001419200000002
adnB__delydhB_adn__2,-0.5345129892,0.065748208,0.6508107280000001
ytf2__wt_glc__1,-0.3821136148,0.274003163,0.39521436200000004
ytf2__wt_glc__2,-0.6597461859,0.006246073,0.253347814
ytf2__ybcM_glc__1,0.9589992908,0.40236997300000005,0.976173786
ytf2__ybcM_glc__2,0.9005161236,0.437525904,1.13022741
ytf2__ydhB_glc__1,0.4557592527,0.20995829,0.227238991
ytf2__ydhB_glc__2,-0.1411903364,0.21403539700000002,0.219884407
ytf2__yfeC_glc__1,-0.43484888390000004,-0.029430269000000002,0.289646985
ytf2__yfeC_glc__2,0.3187705208,0.215963905,0.087593048
ytf2__yciT_glc__1,-0.2532322396,0.180661491,0.12602628100000002
ytf2__yciT_glc__2,0.0355754929,0.24203427400000002,0.08276021700000001
ytf2__ydiZ_glc__1,-0.0623362961,0.275674587,0.22310844500000002
ytf2__ydiZ_glc__2,-0.8046983829000001,0.0723371,0.212093324
ytf2__ynfL_glc__1,-0.2237174894,0.158804503,0.31388453800000005
ytf2__ynfL_glc__2,-0.3829683696,0.32694463100000004,0.367809671
misc2__dellon_glc__1,-0.9169785192000001,-0.323553085,1.11293171
misc2__dellon_glc__2,-0.6723005778000001,-0.60394211,1.035460695
ytf3__wt_glc2__1,0.2454210024,0.087468946,0.00928535
ytf3__wt_glc2__2,0.0934220759,0.31345994,0.14233139
ytf3__wt_pH7_lactate__1,0.0704204565,0.100715249,-0.075638333
ytf3__wt_pH7_lactate__2,-0.48386464700000004,0.13888622,-0.130606721
ytf3__wt_pH55_lactate__1,-0.09204699870000001,0.33801240400000004,-0.06495903800000001
ytf3__wt_pH55_lactate__2,0.1135230795,0.17110972800000002,-0.052273432
ytf3__wt_pH55_HCl__1,-0.4187554464,0.12141974900000001,0.11576146100000001
ytf3__wt_pH55_HCl__2,-0.5352780234,-0.043894534000000006,0.156742252
ytf3__dyieP_pH7__1,0.012881214600000001,0.136602797,0.11199811400000001
ytf3__dyieP_pH7__2,0.3462954715,0.125653107,0.100467477
ytf3__dyieP_pH55__1,-0.26666175270000003,0.293170081,-0.04935148
ytf3__dyieP_pH55__2,0.4315712397,0.407760453,0.17492733400000002
