,A,FucR,ExuR
omics__bw_glc__1,-0.059848706300000006,0.5522416480000001,0.455765811
omics__bw_glc__2,-0.6232038185000001,0.37700977700000005,0.400685734
omics__bw_pyr__1,1.2751962953,1.852541048,-0.043616629000000004
omics__bw_pyr__2,1.5106859385,2.024864544,-0.12560748
ompr__wt_nacl__1,2.4535044854,-1.669947679,0.13101448000000002
ompr__wt_nacl__2,2.9011935019,-1.522227133,0.25234264900000003
ompr__bw_delompr_nacl__1,0.5402925080000001,-2.077753343,-0.968322694
ompr__bw_delompr_nacl__2,0.7179360233000001,-2.004657832,-0.83652996
minspan__wt_ade__1,-0.38887988830000003,0.31547361300000004,0.15299378500000002
minspan__wt_glc__2,-0.2187758136,0.209200402,-0.619594634
minspan__wt_glc__3,-0.6582442214,0.15643020200000002,-0.531580687
minspan__wt_glc__4,-0.4106120586,0.16104981000000002,-0.640006987
minspan__wt_glc_anaero__1,0.5140959636,0.23088191800000002,-0.39910083700000004
minspan__wt_glc_anaero__2,-0.8325228203,0.392094092,-0.42542222100000004
minspan__wt_trp__1,3.2219101374,1.5002252980000002,0.089987837
minspan__bw_delcra_glc__2,3.1387733316,0.9471924340000001,-0.033138276
minspan__bw_delcra_trp__1,3.0562154252,1.002617307,-0.07624489999999999
minspan__bw_delmntr__1,2.995771981,1.197372284,0.079428565
minspan__bw_delnac_ade__1,-2.5796293335,0.18655953,0.05423487900000001
minspan__bw_delnac_glc__1,-1.515991621,0.135409305,-0.5407658280000001
cra_crp__wt_ac__1,4.2237025761,1.8938748950000002,0.284271229
cra_crp__wt_ac__2,4.3554557173,1.887043602,0.219972826
cra_crp__wt_fru__1,3.0974834597,1.385024424,0.276373864
cra_crp__wt_fru__2,2.899457112,1.4768416370000002,0.33745813900000005
cra_crp__delcra_ac__1,4.1900873697,1.7271234180000001,0.618977018
cra_crp__delcra_ac__2,4.4702363388,1.8051656440000001,0.553978645
cra_crp__delcra_fru__1,0.37815046280000003,-0.005805501,-0.013632069
cra_crp__delcra_fru__2,-0.26727147300000004,-0.000684073,0.155959217
cra_crp__delcra_glc__1,0.6678860608,-0.143053791,0.000173969
cra_crp__delcra_glc__2,0.2080105001,-0.001564124,-0.060449451
rpoB__wt_031__1,3.2873070568,1.631142641,0.093445649
rpoB__wt_044__1,0.7740238404,0.11683331100000001,-0.204303536
rpoB__wt_lb__1,6.523953404,2.2064169,-0.418105748
rpoB__wt_lb__2,7.1013732763,2.300229883,-0.41778582400000003
rpoB__rpoBE546V_031__1,2.2709342522,1.017917653,0.122612998
rpoB__rpoBE546V_044__1,2.8008076602000003,0.42522311700000004,-0.079567626
rpoB__rpoBE546V_lb__1,5.1108143579,1.548186215,-0.37805287
rpoB__rpoBE546V_lb__2,4.5994526074,1.5765559599999999,-0.22626796600000001
rpoB__rpoBE546V_glc__1,-1.0326532715,-0.40676732800000004,-0.31265717800000004
rpoB__rpoBE672K_glc__1,-0.0271256759,-0.6286323020000001,-0.573622698
rpoB__rpoBE672K_glc__2,-0.336820599,-0.7764553940000001,-0.42460479700000003
rpoB__rpoBE672K_lb__1,3.3627894771999998,0.212367837,-0.544907844
rpoB__rpoBE672K_lb__2,4.0658355584,0.01059118,-0.49631488300000004
crp__wt_fru__1,1.5376437124,0.975182972,-0.283887013
crp__wt_glyc__1,2.8018070258,1.2557653530000001,-0.346917856
crp__wt_glyc__2,2.5753868575,1.305678394,-0.32687417100000005
crp__delar1_glyc__1,1.3096909854,0.779683216,1.024525985
crp__delar1_glyc__2,2.3431575927,1.047775934,1.016313001
crp__delar1ar2_glyc__1,0.142277003,0.12270821400000001,0.098521283
crp__delar1ar2_glyc__2,-0.1255822044,0.163928239,0.204727698
crp__delar1ar2_glyc__3,-0.9207898969,0.25767605600000004,0.15701978700000002
crp__delar2_glyc__1,6.5719002778,1.8155253720000002,0.254904185
crp__delar2_glyc__2,5.8069865317,1.914991214,0.24180024500000002
crp__delar2_glyc__3,5.7648265028,1.858553574,0.38002887700000004
crp__delcrp_fru__1,-0.0014120343,0.060681267000000004,0.052125728
crp__delcrp_fru__2,0.6968002238000001,0.032509327000000005,0.040225792
crp__delcrp_fru__3,-0.5199134769,0.140620133,-0.010417472
crp__delcrp_glc__1,0.38864064,-0.005261771,0.11910807400000001
crp__delcrp_glc__2,-0.0556057965,-0.027840574000000003,0.089396189
crp__delcrp_glc__3,-0.21068735030000002,-0.06405753,0.121759501
crp__delcrp_glyc__1,0.48036102020000004,-0.11987568,0.062972206
crp__delcrp_glyc__2,0.7304043656,0.002774284,0.054712666
crp__delcrp_glyc__3,0.072018713,-0.017478649000000002,0.041417334
glu__glu_ale3__1,3.3171960627,0.632236519,1.4068053090000001
glu__glu_ale4__1,0.6566844018,-0.087121444,-0.25339237600000003
glu__glu_ale5__1,1.3317307425,-0.038123357000000004,-0.230590536
glu__glu_ale6__1,-0.3617055547,-0.930320922,-0.426789264
glu__glu_ale8__1,3.0428631641,1.052385909,1.393459265
glu__glu_ale9__1,1.3472196285,0.09728687700000001,1.075437222
glu__glu_ale10__1,1.0718567881,0.32846510900000003,1.20025588
42c__wt_42c__1,1.8882280672,0.510106122,-0.026437767
42c__42c_ale1__1,5.200363852,1.40758578,0.640652984
42c__42c_ale2__1,1.1553378891000001,0.443506958,0.46509699800000004
42c__42c_ale3__1,0.0531364937,0.38081237,0.130670286
42c__42c_ale4__1,1.7437558625,0.329088366,1.6545640910000001
42c__42c_ale5__1,-0.014070152700000001,0.25278346300000004,-0.255161609
42c__42c_ale6__1,5.2536168895,1.113389582,0.9189626870000001
42c__42c_ale8__1,0.9011115890000001,0.7657249260000001,1.819636289
42c__42c_ale9__1,0.29313868860000003,0.5838763690000001,0.007157358000000001
42c__42c_ale10__1,2.8797653043,0.7628274730000001,1.527218037
ssw__wt_ac__1,3.022935595,1.095577233,0.08673973600000001
ssw__wt_glc__1,-1.2496902639,-0.20323489600000003,-0.14366098200000002
ssw__wt_glyc__1,6.0336365254,1.218091872,0.590051051
ssw__wt_xyl__1,2.3962924202,0.38755958700000004,0.752115375
ssw__glc_ale1__1,4.6347640387,1.078150993,0.27877143
ssw__glc_ale2__1,1.1065699501,0.08818550700000001,0.5372553720000001
ssw__glc_ale3__1,1.2907452392,0.16236913800000002,0.231943626
ssw__glyc_ale1__1,2.5434139752,1.072676473,0.410277918
ssw__glyc_ale2__1,0.48470721200000005,0.330127168,-0.018311039
ssw__xyl_ale1__1,1.5959291382,0.9048957510000001,0.362331059
ssw__xyl_ale2__1,2.3422258079000002,1.219263394,0.22382692
ssw__xyl_ale3__1,2.8870128261,0.6815218310000001,0.31381167600000004
ssw__glc_ac_ac2__1,4.7538594544,0.419401982,-0.05402225
ssw__glc_ac_glc1__1,-0.8911831353,-0.24813652600000002,0.278486191
ssw__glc_glyc_glc__1,1.4286561988,0.30901304900000004,0.8162505720000001
ssw__glc_glyc_glyc__1,2.6586503218,1.101024688,0.598499073
ssw__glc_xyl_glc__1,1.3466702123,-0.11236285900000001,0.114799939
ssw__glc_xyl_xyl__1,1.6941929474,0.429471934,-0.45166161800000004
ica__wt_glc__1,0.39507450980000003,-0.180322443,-0.369479596
ica__wt_glc__2,0.1529560228,-0.23633747500000002,-0.293677974
ica__wt_glc__3,-0.3837569804,-0.0019886780000000002,-0.235340821
ica__wt_glc__4,-0.4857950868,0.127730371,-0.207042734
ica__arg_sbt__1,3.3693914165,1.028973714,0.061058849000000005
ica__arg_sbt__2,2.9128511896,1.21899009,0.28742074300000003
ica__cytd_rib__1,7.4259162947,2.123605923,0.053541949000000005
ica__cytd_rib__2,6.6449367502,2.047168357,0.021540419
ica__gth__1,-0.6171438496,-0.313515735,0.106956828
ica__gth__2,-0.024518568100000002,-0.681044351,-0.0416994
ica__leu_glcr__1,0.9484905441,0.538146829,-0.252315744
ica__leu_glcr__2,0.7308829360000001,0.498248458,-0.38263861800000004
ica__met_glc__1,-0.7719059788,-0.440551328,-0.566137903
ica__met_glc__2,-0.9791586454000001,-0.649089902,-0.595864721
ica__no3_anaero__1,-0.7595362563,-0.164478611,-0.178871946
ica__no3_anaero__2,-1.5207076372000001,-0.209483876,-0.143089389
ica__phe_acgam__1,-0.0540058359,0.001305132,-0.38722815400000005
ica__phe_acgam__2,-0.3913446769,0.10486582100000001,-0.35883843
ica__thm_gal__1,3.4732667653,1.1393297900000001,-0.176180904
ica__thm_gal__2,3.1738035688,1.109519871,-0.155425844
ica__tyr_glcn__1,0.8591074713,-0.035235731,-0.49717711800000003
ica__tyr_glcn__2,0.5546900792,0.08541349100000001,-0.41371786
ica__ura_pyr__1,1.1035294282,0.989829394,-0.337224104
ica__ura_pyr__2,1.9088676732,1.732936508,-0.51956209
ica__wt_glc__5,0.5363642116,0.006117947,-0.214732838
ica__wt_glc__6,0.5687712555000001,0.070730004,-0.265717873
ica__bw_delpurR_cytd__1,0.2850744939,-0.144379009,-0.319764498
ica__bw_delpurR_cytd__2,-0.9559180747,0.256215597,-0.083458499
ica__ade_glc__1,-1.0340491682,0.361094874,-0.18475997200000002
ica__ade_glc__2,0.41977064420000004,-0.36104842800000003,-0.14853612300000002
ytf__wt_glc__1,0.2926741848,0.072495817,0.62957006
ytf__wt_glc__2,1.2357669697,0.682569192,0.799228067
ytf__delyafC__1,3.143964718,0.7594330370000001,0.386311163
ytf__delyafC__2,2.9712444658,0.836642262,0.440975059
ytf__delyeiE__1,1.405359492,0.437636399,0.15824057300000002
ytf__delyeiE__2,0.8950504538,0.102488411,-0.059598409000000005
ytf__delyiaJ__1,2.0057657405,0.7907963950000001,0.428315302
ytf__delyiaJ__2,2.0507169491,0.534848627,0.58307262
ytf__delyieP__1,0.8728744131,0.9297543570000001,0.541301487
ytf__delyieP__2,0.9761010480000001,0.5325879840000001,0.673550328
ytf__wt_ph5__1,-0.0886543228,0.033031797,-0.07680042100000001
ytf__wt_ph5__2,0.0744821271,0.072078267,0.0009145
ytf__wt_ph8__1,0.5501610692000001,0.12243654100000001,0.11252587200000001
ytf__wt_ph8__2,0.0606466187,0.362980299,0.179571812
ytf__delybaO__1,3.7814690134999998,1.149067444,0.401006185
ytf__delybaO__2,3.6661243743,1.415273191,0.46497223600000004
ytf__delybaQ__1,0.0861185592,-0.061013828000000006,-0.138670551
ytf__delybaQ__2,-0.048601073,0.05525335,-0.175025806
ytf__delybiH__1,1.1883663745,0.44027175900000004,1.024841186
ytf__delybiH__2,1.9396497112,0.7999109480000001,0.996832087
ytf__delydcI_ph5__1,-0.2132625832,0.0033258460000000004,-0.18564934
ytf__delydcI_ph5__2,-0.4886700431,-0.17213264,-0.232851152
ytf__delydcI_ph8__1,0.6282853035,0.089596775,0.31929287100000003
ytf__delydcI_ph8__2,0.3076669649,0.265479204,0.120461494
ytf__delyddM__1,-0.0140169008,0.14384385200000002,-0.049241275
ytf__delyddM__2,-0.0637375339,0.133324662,-0.02174808
ytf__delyheO__1,3.3168998826,0.864606768,0.22406979900000001
ytf__delyheO__2,3.7345255757,1.28142394,0.472213547
fps__bw_glc__1,-0.3607156581,0.020350212000000003,0.046614763000000004
fps__bw_glc__2,0.1840480401,-0.024265712000000002,6.9474e-05
fps__fps_thrA_ale1__1,-0.27372288370000003,0.30641021900000004,0.070647128
fps__fps_thrA_ale1__2,-0.36808510180000004,0.520138428,-0.003993465
fps__fps_thrA_ale2__1,-1.0297674842,0.364481229,-0.174842302
fps__fps_thrA_ale2__2,-0.5704299340000001,0.41363025200000003,0.00982184
fps__fps_serB_ale1__1,-0.8777213654,0.299898196,-0.00119683
fps__fps_serB_ale1__2,-1.0793864439,0.219799286,0.011082924000000001
fps__fps_serB_ale4__1,-1.2255208655,0.260813479,0.126282514
fps__fps_serB_ale4__2,-0.9737495918,0.07160045500000001,0.30320318500000004
fps__fps_ptsI_ale1__1,2.7983471388,1.638785521,-0.22791670800000002
fps__fps_ptsI_ale1__2,3.1418396865,1.6452385070000002,-0.203484025
fps__fps_ptsI_ale3__1,2.3175268019,1.309780234,-0.237088021
fps__fps_ptsI_ale3__2,2.5830836176,1.255938739,-0.14913521500000002
pal__lyx_ale2_f6__1,5.0246147753,2.036780581,0.46542135900000003
pal__lyx_ale2__1,4.4037229455,1.5923879969999999,0.13882255400000001
pal__lyx_ale2__2,3.9365641007,1.551532349,0.24017370200000002
pal__lyx_ale4__1,4.8559029472,1.409342381,-0.17649836700000002
pal__lyx_ale4__2,5.120539365,1.216190004,-0.27749682800000003
pal__5drib_ale10_f18__1,6.8298506714,2.509456639,0.772117652
pal__5drib_ale10_f18__2,6.7030420068000005,2.421720808,0.7843016690000001
pal__5drib_ale10__1,5.8511046036,2.37690214,0.23692467800000003
pal__arab_ale14_f9__1,28.0845599583,2.368434581,1.635441573
pal__arab_ale14_f9__2,29.2214507439,2.384379559,1.734503544
pal__arab_ale14__1,22.2670541011,1.941577926,0.371585178
pal__arab_ale14__2,22.46457194,1.7644073040000001,0.5267652810000001
pal__arab_ale16__1,21.4054493107,4.534117698,0.608630809
pal__arab_ale16__2,22.6777834354,4.559281553,0.9775755960000001
pal__tartr_ale26_f10__1,6.1755726653,2.101794694,0.029142011000000002
pal__tartr_ale26_f10__2,6.3853731657,2.050749552,0.12117375200000001
pal__tartr_ale26__1,4.5614727593,1.823674835,-0.020027991000000002
pal__tartr_ale26__2,4.3152950848,1.820427923,-0.157051475
pal__tartr_ale28_f10__1,4.1798510524,1.526248458,0.178863406
pal__tartr_ale28_f10__2,3.7724600125,1.64487285,0.19364203200000002
pal__tartr_ale28__1,3.8977743497,1.203341804,0.202957077
pal__tartr_ale28__2,2.8691101207000003,1.48117098,0.30778341400000003
efeU__delmenFentC_citr__1,0.2201529166,-0.11783061900000001,-0.150636612
efeU__delmenFentC_citr__2,0.2107634175,-0.08885789,0.23074243
efeU__delmenFentC__1,0.4216219836,-0.270754204,0.360504759
efeU__delmenFentC__2,0.2739211614,-0.274666426,0.37120740100000005
efeU__menFentC_ale39__1,2.72133381,0.42613184600000004,0.586921445
efeU__menFentC_ale39__2,3.4889305181,0.493128854,0.5200505980000001
efeU__menFentC_ale29__1,3.2958185709,-0.020630303000000003,1.146126704
efeU__menFentC_ale29__2,3.3013341702,-0.120535579,1.209384219
efeU__menFentC_ale30__1,1.0323598474,-0.468895335,-0.303996865
efeU__menFentC_ale30__2,0.5878515495000001,-0.45088783400000004,-0.291366819
efeU__menFentCubiC_ale36__1,-0.1145874676,0.306188183,-0.204501711
efeU__menFentCubiC_ale36__2,-0.052732448800000005,0.12067797300000001,-0.12486440200000001
efeU__menFentCubiC_ale37__1,-0.46124438040000004,0.26780302100000003,-0.07396127100000001
efeU__menFentCubiC_ale37__2,0.0552816854,0.375941544,-0.11009497100000001
efeU__menFentCubiC_ale38__1,-0.2029301692,-0.262435072,-0.17222462900000002
efeU__menFentCubiC_ale38__2,0.0277580085,-0.405828728,-0.261421398
misc2__salc_glc__1,0.882911223,-0.40388652300000005,1.185984035
misc2__salc_glc__2,0.3809378026,-0.367212272,1.303993302
misc2__dbcn_glc__1,-1.1348275114,-0.82953174,-0.113346317
misc2__dbcn_glc__2,-0.5166105204,-0.582727172,-0.156657865
misc2__tyr_glc__1,0.1845161197,-0.11784507200000001,0.036855076
misc2__tyr_glc__2,0.16195416170000002,0.142880894,0.14780062600000002
misc2__arg_cytd__1,0.5126219252,-0.10126460500000001,-0.347194078
misc2__arg_cytd__2,0.5284872712,-0.290497563,-0.206740527
misc2__delyheO_pyr__1,2.5683358212,1.3790160120000001,-0.400346091
misc2__delyheO_pyr__2,2.2715624113,1.29715094,-0.36252350800000005
nquinone__delubiC__1,-0.4240143649,0.0792316,-0.5417355890000001
nquinone__delubiC__2,-0.5897051586000001,0.16567952100000002,-0.35923311300000005
nquinone__ubiC_ale1__1,-0.0056010177000000005,0.223050136,-0.342105327
nquinone__ubiC_ale1__2,-0.4944834174,-0.0035837190000000004,-0.41357964
nquinone__ubiC_ale2__1,-0.3126449315,0.203236987,-0.552966988
nquinone__ubiC_ale2__2,-0.1876924519,0.23347246,-0.425420173
nquinone__ubiC_ale3__1,0.14075716530000001,-0.435511454,-0.528953527
nquinone__ubiC_ale3__2,0.4337208388,-0.6483124,-0.47883845100000005
nquinone__ubiC_ale4__1,-0.5297432973,0.10269734200000001,-0.359365392
nquinone__ubiC_ale4__2,-0.1500652787,0.153704371,-0.38992642200000005
nquinone__delpdhR__1,0.3039267718,-0.132406896,-0.20920618100000002
nquinone__delpdhR__2,-0.3630929691,-0.066567555,-0.121426265
quinone__glu_ale4__1,0.027484727100000002,-0.26902053400000003,-0.48706977900000004
quinone__glu_ale4__2,1.4519536258,0.24774125900000002,0.18343335400000002
quinone__delmenF__1,-0.2105013231,-0.00166139,-0.171493855
quinone__delmenF__2,0.698297954,-0.055128127000000006,-0.10505030700000001
quinone__menF_ale5__1,1.8738412225,0.715228101,0.9024895390000001
quinone__menF_ale5__2,1.6392156427,0.36537733,0.84335137
quinone__menF_ale6__1,2.2907580263,0.7213511,0.69015246
quinone__menF_ale6__2,2.4615021736,0.747703306,0.651379475
quinone__menF_ale7__1,4.1408156426,1.335035975,0.461407787
quinone__menF_ale7__2,4.3047115168,1.202463488,0.57656861
quinone__menF_ale8__1,4.3306682962,0.251499277,0.64372295
quinone__menF_ale8__2,3.1787580174,0.30921008,0.782094036
quinone__delmenFubiC__1,-0.4287298141,0.11202344700000001,-0.10789383400000001
quinone__delmenFubiC__2,-0.6313152433,0.317215966,-0.05399612
quinone__menFubiC_ale1__1,1.5733078415000001,0.36935575800000003,0.096600527
quinone__menFubiC_ale1__2,3.0333593643,0.23757781400000003,-0.085231154
quinone__menFubiC_ale2__1,2.3551937904,0.186096128,0.06631793600000001
quinone__menFubiC_ale2__2,2.3392995884,0.180528564,-0.03178841
quinone__menFubiC_ale3__1,0.3513758685,-0.332263197,-0.47241748100000003
quinone__menFubiC_ale3__2,0.1126089866,-0.199575929,-0.40014628900000004
quinone__menFubiC_ale4__1,2.4333678174,0.39688688600000005,0.934443184
quinone__menFubiC_ale4__2,1.915814351,0.664008915,0.9222091750000001
oxyR__wt_glc__1,-0.09873068680000001,-0.06169939,-0.49369284100000005
oxyR__wt_glc__2,-0.20342464910000002,-0.287145688,-0.45669867300000005
oxyR__wt_h2o2__1,-0.1080429542,-0.197011333,-0.407535083
oxyR__wt_h2o2__2,-0.10621318610000001,-0.08377076700000001,-0.297441714
oxyR__glu_ale4__1,0.7297083095,-0.155961858,-0.16117271800000002
oxyR__glu_ale4__2,0.0398409552,-0.227076785,-0.22112621600000001
oxyR__glu_ale4_h2o2__1,0.7162772309000001,0.0072667090000000005,0.178354578
oxyR__glu_ale4_h2o2__2,0.19461143150000002,-0.145606651,0.033683747
oxyR__oxyR_ale17__1,-0.17348017370000002,-0.13045584200000002,-0.030434693000000002
oxyR__oxyR_ale17__2,0.32573243550000003,-0.41392799900000005,-0.18411683
oxyR__oxyR_ale17_h2o2__1,0.4492701418,-0.165125602,0.02030398
oxyR__oxyR_ale17_h2o2__2,-0.7873771201,-0.572546711,-0.353077297
oxyR__oxyR_ale18__1,0.1778695807,-0.572746305,-0.733067405
oxyR__oxyR_ale18__2,-0.059412077,-0.342525499,-0.490812462
oxyR__oxyR_ale18_h2o2__1,-0.1487726972,-0.169919508,-0.338689305
oxyR__oxyR_ale18_h2o2__2,0.199759553,0.09939951,-0.30757768500000005
oxyR__oxyR_ale19__1,-0.2417707774,-0.607696315,-0.5383068550000001
oxyR__oxyR_ale19__2,1.060909931,-0.277081776,-0.48174374000000003
oxyR__oxyR_ale19_h2o2__1,-0.1256020528,-0.645081169,-0.400233037
oxyR__oxyR_ale19_h2o2__2,-0.3486335946,-0.504617917,-0.551975204
oxyR__oxyR_ale20__1,-0.2985540243,-0.325139587,-0.318326587
oxyR__oxyR_ale20__2,0.0200152935,-0.44381014900000004,-0.4491498
oxyR__oxyR_ale20_h2o2__1,-0.211459533,-0.21859061800000001,-0.288626467
oxyR__oxyR_ale20_h2o2__2,-0.021724637300000002,-0.201615484,-0.287262242
svns_pgi__BmePgi24_15__1,0.0795874063,0.066830872,-0.058325092
svns_pgi__BmePgi24_15__2,0.1599308606,-0.07098439000000001,-0.11915993500000001
svns_pgi__BmePgi24_26__1,0.468171636,-0.018603425,-0.14069025000000002
svns_pgi__BmePgi24_26__2,0.5408524471,-0.0076445540000000005,-0.058761988
svns_pgi__BmePgi24_41__1,1.8528122618,-0.10475864500000001,0.09560521500000001
svns_pgi__BmePgi24_41__2,0.7425585760000001,-0.310020149,-0.044345112000000006
svns_pgi__BmePgi24_52__1,0.9385289011,-0.078836024,-0.112282908
svns_pgi__BmePgi24_52__2,0.5877055394,-0.174257515,-0.190172384
svns_pgi__PaePgi2_34__1,0.06480980110000001,0.635619371,0.273452034
svns_pgi__PaePgi2_34__2,0.0947790422,0.566894255,0.274678994
svns_pgi__PaePgi2_63__1,0.09269710510000001,0.40550143600000005,0.309716959
svns_pgi__PaePgi2_63__2,0.5150932668,0.32809596900000004,0.296213404
svns_pgi__PaePgi24_54__1,0.068574752,0.547121009,0.23049333600000002
svns_pgi__PaePgi24_54__2,-0.3593410992,0.430286822,0.377893189
svns_pgi__PaePgi24_90__1,-0.3589080347,-0.046550226,0.43454673800000004
svns_pgi__PaePgi24_90__2,-0.5625153607,0.22080495500000002,0.44845986200000004
abx_media__m9_ctrl__1,-1.8803618153000001,-0.7752859990000001,0.423628471
abx_media__m9_ctrl__2,-1.7504537729,-0.5388369670000001,0.691099425
abx_media__rpmi_ctrl__1,-0.31625123120000004,-0.19180865500000002,0.6259158610000001
abx_media__rpmi_ctrl__2,1.0639056159,-0.105275266,0.9394304840000001
abx_media__camhb_ctrl__1,-1.01357158,-1.494173796,-0.311888641
abx_media__camhb_ctrl__2,-0.9502187129,-1.6734230399999999,-0.6609310350000001
abx_media__m9_mero__1,-2.5372374658,-0.854479673,0.9764390340000001
abx_media__m9_mero__2,-1.5241427318,-0.8589943750000001,0.357654062
abx_media__rpmi_mero__1,0.6221325995,-0.661190358,0.6788858470000001
abx_media__rpmi_mero__2,0.3918580585,-0.19745663100000002,0.576407431
abx_media__camhb_mero__1,-1.761467165,-2.227340272,-0.867334405
abx_media__camhb_mero__2,-0.6145456476000001,-2.407831931,-0.8596323140000001
abx_media__m9_trisulf__1,-1.6914111261,-0.40415812300000004,0.21017412700000002
abx_media__m9_trisulf__2,-1.190227522,-0.786995191,0.143526292
abx_media__rpmi_trisulf__1,-1.2652750347000001,-1.276904965,-0.150171315
abx_media__rpmi_trisulf__2,-0.7952651829,-1.579756675,-0.08994534900000001
abx_media__camhb_trisulf__1,-1.030282719,-1.063567549,0.590614235
abx_media__camhb_trisulf__2,-1.2167807214,-1.334157217,0.547997195
abx_media__m9_cef__1,-1.7224576713,-0.926348931,-0.30436618
abx_media__m9_cef__2,-1.00484421,-1.08878332,-0.29742327
abx_media__rpmi_cef__1,0.6496039847,-1.610837433,1.245367878
abx_media__rpmi_cef__2,0.2545346646,-1.5358132480000002,1.405349527
abx_media__camhb_cef__1,-0.48566209250000003,-1.754957351,0.283768676
abx_media__camhb_cef__2,-0.532197655,-1.794195104,0.24770708700000002
abx_media__m9_cipro__1,-1.5392988324,-0.9893970110000001,0.501229209
abx_media__m9_cipro__2,-1.1868701912,-0.8732091590000001,0.620364384
