,A,CcpA
S. pyogenes_THY_WT_vs_Del_covR:THY_None_WT_late-exponential:2.0,-0.4313962234,0.0194160586
S. pyogenes_THY_WT_vs_Del_covR:THY_None_WT_late-exponential:3.0,1.5841099281000002,0.0915139277
S. pyogenes_THY_WT_vs_Del_covR:THY_None_WT_late-exponential:4.0,-0.133971332,-0.0074878196
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covR-D53A_late-exponential:1.0,8.2711621477,0.1372728148
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covR-D53A_late-exponential:2.0,6.7037180988,0.035238501900000004
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covR-D53A_late-exponential:3.0,6.9369995571,0.15375065770000002
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covR-D53A_late-exponential:4.0,7.5057366397,0.1654719487
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-E281A_late-exponential:1.0,6.5702229493,-0.1148828987
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-E281A_late-exponential:2.0,5.9582164388,-0.131243836
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-E281A_late-exponential:3.0,5.8524577797,-0.0132266394
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-E281A_late-exponential:4.0,5.4676832582,0.0145377868
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-T284A_late-exponential:1.0,-0.5363537791,0.2550816269
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-T284A_late-exponential:2.0,-1.3564020929,0.2394274663
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-T284A_late-exponential:3.0,-2.1934887787,-0.0682860286
S. pyogenes_THY_WT_vs_Del_covR:THY_None_covS-T284A_late-exponential:4.0,-1.7910166547,0.0246158109
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_mid-exponential:1.0,1.3054371606,0.059819230800000005
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_mid-exponential:2.0,1.5273824778,0.1416722897
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_mid-exponential:3.0,1.5830676264,0.16476836020000002
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_early-stationary:1.0,25.8012283886,1.1420998735
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_early-stationary:2.0,24.2355570817,1.1894051263
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_early-stationary:3.0,25.9206508614,1.2431356953
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_Del_dahA_mid-exponential:1.0,-0.3531983057,-0.1852279617
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_Del_dahA_early-stationary:1.0,26.5679904152,0.21632817710000002
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_Del_dahA_mid-exponential:2.0,0.0668251383,0.2448431391
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_Del_dahA_early-stationary:2.0,26.372015966,0.31855820090000003
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_Del_dahA_mid-exponential:3.0,-0.3235400627,-0.19661285790000002
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_Del_dahA_early-stationary:3.0,27.2630615908,0.0417758217
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_mid-exponential:4.0,-1.3396915701,-0.4114742388
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_early-stationary:4.0,17.9805650815,0.4536113335
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_mid-exponential:5.0,-1.7412170906000002,0.043828151
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_early-stationary:5.0,17.7486131352,0.3241518785
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_mid-exponential:6.0,-1.334978604,0.0013862071
S. pyogenes_THY_WT_vs_Del_dahA:THY_None_WT_early-stationary:6.0,19.5622515916,0.1387152634
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_WT_mid-exponential_OD1.0:1.0,2.6897119162000003,0.0682546362
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_WT_mid-exponential_OD1.0:2.0,-7.7034748871000005,-0.1684760952
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_WT_mid-exponential_OD1.0:3.0,5.0137629709,0.10022145900000001
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_Del_fabT_mid-exponential_OD1.0:1.0,-8.00049212,-0.2553564199
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_Del_fabT_mid-exponential_OD1.0:2.0,-8.0498992506,-0.3096911211
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_Del_fabT_mid-exponential_OD1.0:3.0,-8.4329050301,-0.23521648820000002
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_WT_mid-exponential_OD1.0:1.0,-11.3793418325,-0.4663711862
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_WT_mid-exponential_OD1.0:2.0,-12.7939060701,-0.7469496539
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_WT_mid-exponential_OD1.0:3.0,-1.0299578858,-0.4761240473
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_Del_fabT_mid-exponential_OD1.0:1.0,-10.4949545127,-0.6097591229
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_Del_fabT_mid-exponential_OD1.0:2.0,-9.6601476082,-0.6473846431
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_Del_fabT_mid-exponential_OD1.0:3.0,-9.6994563541,-0.7103435252
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_WT_stationary:1.0,16.8019351066,-0.1775808555
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_WT_stationary:2.0,17.1349748491,-0.23294320270000002
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_WT_stationary:3.0,16.8868580738,-0.18928924830000002
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_Del_fabT_stationary:1.0,13.1474526021,0.1206859958
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_Del_fabT_stationary:2.0,11.5829293683,-0.0197910029
S. pyogenes_THY_WT_vs_Del_fabT:THY_35°C_Del_fabT_stationary:3.0,11.9797891122,-0.0164295779
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_WT_stationary:1.0,13.5251702546,-0.297172998
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_WT_stationary:2.0,14.6604968657,-0.3873160862
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_WT_stationary:3.0,13.8040597758,-0.3803638367
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_Del_fabT_stationary:1.0,12.689851911,-0.2231052396
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_Del_fabT_stationary:2.0,11.4318238352,-0.3844492338
S. pyogenes_THY_WT_vs_Del_fabT:THY_40°C_Del_fabT_stationary:3.0,13.7889786742,-0.6384012189
