,A,TreR
ecoli_00435,-0.8010058944,-0.4001346485
ecoli_00436,-0.5557396335,-0.6921575085
ecoli_00437,-0.0472740085,-0.3971001455
ecoli_00438,0.0843293058,-0.3310058865
ecoli_00439,0.8619609867,0.45415243650000003
ecoli_00440,0.8678866474,0.40831261350000003
ecoli_00441,0.0234694155,-0.6982626235
ecoli_00442,-0.07735532070000001,-0.5328187335
ecoli_00443,0.1448698821,-0.4105884965
ecoli_00444,0.45232432100000003,-0.32846883450000003
ecoli_00445,0.40924584700000005,0.5384618945
ecoli_00446,0.2856551133,0.5154449505
ecoli_00447,-0.40793663960000004,-0.5878796965
ecoli_00448,-0.6089054947,-0.5918285235
ecoli_00449,-0.7807544566,-0.7025153755
ecoli_00450,-0.5177649498,-0.2968438385
ecoli_00451,-0.6192566056000001,-0.3900587645
ecoli_00452,-0.7614578167,-0.4168260935
ecoli_00453,-0.2671362846,-0.4203477635
ecoli_00454,-0.101917989,-0.5477155845
ecoli_00455,-0.0147035137,-0.8710599945
ecoli_00456,0.015906814300000002,-0.6575378205
ecoli_00457,0.9449275658,-0.7935807315000001
ecoli_00458,0.9806287536,-0.5173497605
ecoli_00459,0.6555475704,-0.6104706855
ecoli_00460,0.7826894646,-0.7275485245000001
ecoli_00461,15.2983690644,-0.1862454975
ecoli_00462,15.4444300022,-0.2348589445
ecoli_00463,13.5611873744,-0.9634905495
ecoli_00464,13.3294475024,-1.1099030435
ecoli_00465,3.8621688966,-1.2753240845
ecoli_00466,1.5150730898,-1.3723688265
ecoli_00467,12.3747234066,-0.8446551765
ecoli_00468,12.1587982718,-0.9511038875000001
ecoli_00469,1.3316207588,-1.3432641675
ecoli_00470,1.6492860826,-1.2180716215
ecoli_00471,14.2576290242,-0.6043338255
ecoli_00472,14.6642994227,-0.5025090615
ecoli_00473,13.2632258475,-0.9263741145000001
ecoli_00474,13.571280335299999,-0.9832448805
ecoli_00475,12.603199702,-0.7949353555
ecoli_00476,12.5950799707,-0.8707128675
ecoli_00477,13.7713798398,-1.0048361915
ecoli_00478,13.6231214029,-1.0462184325
ecoli_00479,1.4818594543,-0.5201880785
ecoli_00480,1.4061910702,-0.4313922455
ecoli_00481,-1.1136717189,-0.9268889175
ecoli_00482,-1.1860846323,-1.0047745345
ecoli_00483,0.1866836661,-0.6060053905
ecoli_00484,0.3573925243,-0.6734074935000001
ecoli_00485,-0.5963225193,1.1561731285
ecoli_00486,-0.2326990608,1.2245585855
ecoli_00487,15.3546036715,-0.5376414835000001
ecoli_00488,15.538291814699999,-0.3262753525
ecoli_00489,14.3905033752,-1.2284232035
ecoli_00490,14.3795281485,-1.2435421085
ecoli_00491,12.3144625781,-0.8397324575
ecoli_00492,12.1759400415,-1.0870692485
ecoli_00493,12.0181952386,-0.9705979635
ecoli_00494,12.2031956766,-0.9351008095000001
ecoli_00495,2.2740909499,-0.9338354415000001
ecoli_00496,2.3730391361,-0.8323117385000001
ecoli_00497,2.0215999965,-1.3263789765
ecoli_00498,2.2038042943,-1.5420031615
ecoli_00499,-1.2768721329,-0.9655526075
ecoli_00500,-1.108452283,-0.9538043475
ecoli_00501,14.5041133021,-1.0456930425
ecoli_00502,14.471497925,-1.0995144305
ecoli_00503,14.7166134793,-0.5629618035
ecoli_00504,14.9032776597,-0.6921579185000001
ecoli_00505,12.495228494100001,-1.2264848685
ecoli_00506,12.4129890905,-1.0314827815
ecoli_00507,0.5051786124000001,-0.6072237455
ecoli_00508,0.5580579472,-0.8538068105000001
ecoli_00509,0.5001643376,-0.7503702885
ecoli_00510,0.7149031562,-0.7687112165000001
ecoli_00511,-1.4577303938,1.2152653265
ecoli_00512,-0.9047637787,1.2344205365
ecoli_00513,2.6059943475000003,-1.5944434635
ecoli_00514,2.2725296029,-1.6603481135
ecoli_00515,12.0276867726,-0.9654873795000001
ecoli_00516,12.0731867116,-1.1470179695
ecoli_00517,0.9544499644000001,-2.3388494865
ecoli_00518,0.4827981791,-2.1639390225
ecoli_00519,-1.5822233311,-2.3120349625
ecoli_00520,-0.9159020807,-1.9956379485000002
ecoli_00521,-0.6793516171,-2.0759443755
ecoli_00522,-1.0796340515,-1.9840372205
ecoli_00523,-1.0145288642,-2.3226759045
ecoli_00524,1.9286057016,0.045358524500000004
ecoli_00525,2.0638818906,0.10680326450000001
ecoli_00526,1.6412686978000002,-0.023994605500000002
ecoli_00527,1.6266028128999999,0.17784916350000002
ecoli_00528,0.6455072918,-0.6605941015
ecoli_00529,1.05912213,-0.47693627450000003
ecoli_00530,0.36216748530000004,-0.9169261485
ecoli_00531,-0.055662202800000005,-0.4497128005
ecoli_00532,0.9087568563,-0.6928012985
ecoli_00533,0.5403236859,-0.4187112915
ecoli_00534,1.2966826212,-0.5922962675
ecoli_00535,0.5675766274,-0.5358902515
ecoli_00536,0.4674774839,-1.3464423395
ecoli_00537,0.2633142878,-0.9539320955
ecoli_00538,0.1281029173,-1.4140901835
ecoli_00539,0.749772157,-1.2948085685000001
ecoli_00540,2.8519990438000002,-0.3211760805
ecoli_00541,3.203540372,-0.3834986895
ecoli_00542,2.8486188143,-0.7826217565
ecoli_00543,2.1579060035,-0.7085851175
ecoli_00544,3.1664739409,-0.6430409095
ecoli_00545,3.335481627,-0.9670555205
ecoli_00546,-0.6055294354,-2.1704388095000002
ecoli_00547,-0.5815472345,-2.0923073495
ecoli_00548,-0.9098403108,-2.0850111015
ecoli_00549,-1.049850098,-2.2321117155
ecoli_00550,-0.9467866178000001,-1.9371823545
ecoli_00551,-1.0996445795,-1.7925327385
ecoli_00552,-0.8060380789,-2.1129213705
ecoli_00553,-0.17247571180000001,-2.1765494545
ecoli_00554,-0.7798276972,-1.7057914685000002
ecoli_00555,-0.56213117,-1.6326535385
ecoli_00556,-0.6792900203000001,-1.7887402825
ecoli_00557,-0.5896303345,-2.0708290995
ecoli_00558,0.6594242818,-1.4587395265
ecoli_00559,1.1453087964,-0.8268418415000001
ecoli_00560,0.3654591981,-0.6706567755
ecoli_00561,0.1695888528,-0.6088282625
ecoli_00562,1.278741574,-0.21620895850000002
ecoli_00563,0.76186399,0.0859871215
ecoli_00564,3.9658710385,-0.8343258655
ecoli_00565,3.798018437,-0.6805315085
ecoli_00566,0.3892422297,-1.9037262575
ecoli_00567,0.39272589290000004,-1.6442557025
ecoli_00568,0.7771693111,-0.9505434245000001
ecoli_00569,0.9698817111,-0.8522302225
ecoli_00570,0.0679277227,-0.8918552945
ecoli_00571,0.1413979146,-0.6434685505000001
ecoli_00572,0.3548770349,-2.2334173285
ecoli_00573,0.0683097045,-1.6789996375
ecoli_00574,-1.3779926983,-1.1699263915
ecoli_00575,-2.1832953427,-1.2991288415
ecoli_00576,-1.609237717,-1.7963856455
ecoli_00577,-1.6342945118999999,-1.4779123995
ecoli_00578,-1.7058496521,-1.7818298765
ecoli_00579,-0.8211557169,-1.2014813775
ecoli_00580,-1.6090149614,-1.2928462135
ecoli_00581,-1.5589582377,-1.2225865235
ecoli_00582,1.6657367829,-0.3077538595
ecoli_00583,2.3520755412,-0.4304866195
ecoli_00584,-0.45929526340000004,-1.9954681465
ecoli_00585,-0.4302774796,-2.1443733895
ecoli_00586,0.4735336151,-1.0626072755
ecoli_00587,0.9344643143,-1.1123963875
ecoli_00588,0.31993303,-0.7115101335
ecoli_00589,0.16516146850000002,-1.2880967564999999
ecoli_00590,-0.7952621472,-1.7417758175
ecoli_00591,-1.2468902296,-1.8793317685000002
ecoli_00592,-1.7754600388,-1.1814208085
ecoli_00593,-2.2811558211,-1.2786574045
ecoli_00594,-2.2802461199,-1.1908779865
ecoli_00595,-2.5017642164,-1.1968704975
ecoli_00596,-2.3236408564,-0.8891533845
ecoli_00597,-1.7298038691,-1.4717429485
ecoli_00598,-1.6333024035,-1.0624480355
ecoli_00599,-1.0711042877999999,-2.1263030975
ecoli_00600,1.2509482111999999,-0.9999990095000001
ecoli_00601,0.4006819138,-1.2947950225
ecoli_00602,0.18962918680000002,-1.1698808835
ecoli_00603,-0.1493845521,-1.0447529325
ecoli_00604,0.7709621555,-0.9230557685
ecoli_00605,0.0497487753,-1.3051142845
ecoli_00606,1.4896289788,-2.5013630265
ecoli_00607,0.4680860033,-1.8810258135
ecoli_00608,0.2034185654,-2.3804464715
ecoli_00609,0.1228177174,-2.3962177865
ecoli_00610,0.4314076258,-2.0031550015
ecoli_00611,-0.5277589813,-1.8443736925
ecoli_00612,0.7116343581,-2.0508451845
ecoli_00613,-0.0161773966,-1.8940895675
ecoli_00614,0.0833893088,-1.6625952165
ecoli_00615,1.0071816859,-2.1216248425
ecoli_00616,0.49736872270000004,-1.6676178915
ecoli_00617,0.2722468548,-1.7009507925
ecoli_00618,0.5109762713,-0.9346331705
ecoli_00619,1.0504259733,-1.0851113255
ecoli_00620,-0.40799962100000003,-0.16343424650000002
ecoli_00621,-0.6238905944,-0.2156760345
ecoli_00622,-0.8641070402000001,0.036396885500000004
ecoli_00623,-0.7578147243000001,-0.035205571500000005
ecoli_00624,0.0256507644,-0.0215122235
ecoli_00625,0.05972166,-0.12673992450000002
ecoli_00626,-0.1566386545,-0.0231967945
ecoli_00627,-0.1925652683,-0.0650210445
ecoli_00628,0.0260924605,0.4321965305
ecoli_00629,-0.0252620554,0.5706165625
ecoli_00630,-0.7285460695,-0.2057614805
ecoli_00631,-0.4565030222,-0.2298641615
ecoli_00632,-0.2209140215,-0.31257837450000003
ecoli_00633,-0.3632356178,-0.3086377685
ecoli_00634,-0.17657424600000002,-0.1657108155
ecoli_00635,-0.6348461448,-0.1926643035
ecoli_00636,-0.9268481372,-0.2115936185
ecoli_00637,-0.9329038556,0.0450806495
ecoli_00638,-0.6352534676,0.0965130045
ecoli_00639,-0.8795273494,0.0108936185
ecoli_00640,-0.5354067179,0.0093752785
ecoli_00641,-0.525482307,0.0997945895
ecoli_00642,-0.5909256912,0.0248489585
ecoli_00643,-0.6851739204,0.0854469355
ecoli_00644,-0.2434821004,-0.0696543985
ecoli_00645,-0.6657428094000001,0.0306158355
ecoli_00646,-0.8318772229,0.0008538715
ecoli_00647,-0.8375464517000001,-0.0045041025
ecoli_00648,0.06021292,0.0923261425
ecoli_00649,-0.24372265710000002,-0.0204134545
ecoli_00650,-0.23025883500000002,-0.31680548750000004
ecoli_00651,-0.45040994040000004,-0.2626783905
ecoli_00652,-0.24870460300000002,-0.0526952815
ecoli_00653,-0.42710383020000003,0.1155456205
ecoli_00654,-0.0104356003,-0.1501544165
ecoli_00655,-0.1529827309,-0.11858136450000001
ecoli_00656,-0.8460354169000001,-0.0705750815
ecoli_00657,-0.7081300008,-0.18155967650000002
ecoli_00658,-0.4902566873,-0.3430941065
ecoli_00659,-0.2784031313,-0.2173443025
ecoli_00660,-0.5544723914,0.0437870525
ecoli_00661,-0.6969598914,-0.0043199685
ecoli_00662,-0.17324435130000002,-0.14753050950000002
ecoli_00663,-0.019490746,-0.45915275050000004
ecoli_00664,0.017367427300000002,0.08719178150000001
ecoli_00665,-0.3616013045,0.11838733750000001
ecoli_00666,-0.6040537891000001,-0.2800433525
ecoli_00667,-0.27429397440000003,0.0095718165
ecoli_00668,0.1590484286,0.033525624500000004
ecoli_00669,-0.4783911455,-0.1953323835
ecoli_00670,-0.6564126998,-0.0576533345
ecoli_00671,-0.5468634629,-0.1067515445
ecoli_00672,-0.8071779166,-0.3700008695
ecoli_00673,-0.1094570596,-0.0554939085
ecoli_00674,0.43677805270000003,-0.2162121355
ecoli_00675,0.2739037644,-0.2014075675
ecoli_00676,-0.39310535020000004,-0.1670556065
ecoli_00677,-0.5532539873,0.0042150915
ecoli_00678,-0.1475720299,0.1696167975
ecoli_00679,-0.37468598080000004,0.1433376075
ecoli_00680,0.5605371721,-0.0554968715
ecoli_00681,0.5777869001,0.18144868150000001
ecoli_00682,-0.3846894878,-0.0683211385
ecoli_00683,-0.2379914793,-0.0867354135
ecoli_00684,-0.20708930120000002,0.0293671385
ecoli_00685,-0.161598755,0.29357454050000004
ecoli_00686,0.6608652602,-0.3551820345
ecoli_00687,1.0458774383,-0.0100430645
ecoli_00688,-0.338432287,-0.2322654945
ecoli_00689,-0.33832694620000003,-0.2036781325
ecoli_00690,-0.304457168,-0.1512021285
ecoli_00691,-0.0669941161,-0.1654214225
ecoli_00692,-0.6196956172,-0.10985768850000001
ecoli_00693,-0.220995668,-0.08806314550000001
ecoli_00694,0.1609972908,0.1042362815
ecoli_00695,0.9266104801,-0.2074296465
ecoli_00696,-0.5556094788,-0.0623615885
ecoli_00697,-0.43692108830000004,-0.3349281705
ecoli_00698,0.8716710555,-0.1309123525
ecoli_00699,1.3999248377,0.021323618500000002
ecoli_00700,-0.2717198113,-0.1688153215
ecoli_00701,-0.27761685950000003,-0.11982583050000001
ecoli_00702,-0.0979166283,0.1708343455
ecoli_00703,0.3385342054,0.23741745050000002
ecoli_00704,-0.694913444,-0.0263704755
ecoli_00705,-1.1072304001,0.0636615915
ecoli_00706,0.0325211056,-0.1374092305
ecoli_00707,-0.13339444,-0.2335647405
ecoli_00708,-0.2348960353,-0.1143724735
ecoli_00709,-0.26241345180000003,-0.0058758875
ecoli_00710,0.07656814420000001,-0.3029591185
ecoli_00711,0.0721423145,0.0136746495
ecoli_00712,-0.3626539325,-0.029393093500000002
ecoli_00713,-0.5934022701,-0.016815035500000002
ecoli_00714,-0.6647411995,0.058052545500000004
ecoli_00715,-0.8751682135000001,0.1075418875
ecoli_00716,0.623337943,0.4051259635
ecoli_00717,0.767053395,-0.4206351755
ecoli_00718,0.8953556754,-0.1866642255
ecoli_00719,0.948862881,-0.0187206555
ecoli_00720,1.1218450691,-0.30854563150000003
ecoli_00721,1.2079712753,-0.1449746715
ecoli_00722,4.1481552379,-0.6330966565
ecoli_00723,5.5115409248,-0.08733872250000001
ecoli_00724,4.0311236499,0.1609920075
ecoli_00725,3.4212365526,-0.4529376915
ecoli_00727,4.010561473,-0.3352795355
ecoli_00728,3.2065102224,0.060188239500000004
ecoli_00729,2.5659727576,-0.4851889615
ecoli_00730,1.8869273255,0.6887022435
ecoli_00731,2.1073687302,-0.3261161785
ecoli_00732,1.5268159663,0.0299153695
ecoli_00733,3.3134795673,0.4488162765
ecoli_00734,3.1446580928,-0.1464808015
ecoli_00735,2.8695920429,0.3166534425
ecoli_00736,3.1715820913,0.0023229935
ecoli_00737,1.8314782181,0.0615031425
ecoli_00738,1.5142760956,-0.44834230950000004
ecoli_00739,2.3935494838,0.5182567375
ecoli_00740,2.091678,-0.018739876500000002
ecoli_00741,0.8015236286,-0.43223713150000004
ecoli_00742,-0.44138232050000004,-0.2597380185
ecoli_00743,0.141927187,0.6291872595
ecoli_00744,-0.26269554770000003,0.40328017850000003
ecoli_00745,-0.1590880784,0.37058723050000003
ecoli_00746,-0.0823731878,0.3711002685
ecoli_00747,0.5851213808,0.1823242135
ecoli_00748,0.3474871135,0.1936297975
ecoli_00749,0.8995025677,2.8556778005
ecoli_00750,0.81347821,3.3425423155000002
ecoli_00751,1.3278953429,3.2460638455
ecoli_00752,1.6838481382000001,3.3736073805
ecoli_00753,0.9024017036,1.8707394755000002
ecoli_00754,1.0849066788,1.9394333495
ecoli_00755,0.7020960832,2.3497497075
ecoli_00756,0.7617792747000001,2.5523411325
ecoli_00757,1.4819102405,-0.6306361605
ecoli_00758,1.1510710113,-0.45247041050000003
ecoli_00759,0.6002898889,-0.43552702050000003
ecoli_00760,-0.3293337192,-0.1376056585
ecoli_00761,0.3884522775,-0.0098167555
ecoli_00762,0.7878575750000001,0.1808779355
ecoli_00763,0.694697545,-0.2498668865
ecoli_00764,0.7729679534,-0.3635028575
ecoli_00765,0.7799312701000001,0.3197154975
ecoli_00766,0.7102148682,0.1488558605
ecoli_00767,6.325058654,0.1711960585
ecoli_00768,5.3752038511,-0.1194522315
ecoli_00769,0.8651778875,0.2243351345
ecoli_00770,1.1580289628,-0.0340084785
ecoli_00771,2.6042556327,-0.21654786450000002
ecoli_00772,2.4537335692,-0.7863278885
ecoli_00773,0.9858061754,-0.0443333895
ecoli_00774,1.1921233233,-0.0007522675
ecoli_00775,1.2552098702,-0.0164224005
ecoli_00776,1.0697801781,-0.0967649685
ecoli_00777,0.849331269,-0.6362110635
ecoli_00778,1.1249273471,-0.7349725525
ecoli_00779,-1.4269440348,-1.3443823325
ecoli_00780,-1.2693762848,-1.1962580465000001
ecoli_00781,1.5216993776,-0.9237772105000001
ecoli_00782,1.7179980019,-0.8222945645
ecoli_00783,0.5518911688,-0.8621793505
ecoli_00784,1.103097369,-0.3859290375
ecoli_00785,1.3863299535,-0.7461792175
ecoli_00786,1.2647525272,-0.7635942805
ecoli_00787,-0.1069383113,-0.4657705265
ecoli_00788,-0.0191437908,-0.5881464345
ecoli_00789,1.5533088027000002,-0.9374204955000001
ecoli_00790,1.4080858166999999,-0.7896718875000001
ecoli_00791,-0.39818815300000004,-0.6314017785
ecoli_00792,-0.5841369093000001,-0.7251293965000001
ecoli_00793,1.3937148449,-0.8442833165
ecoli_00794,1.0958537221,-0.7629480205
ecoli_00795,0.5811137980000001,-0.5782742625
ecoli_00796,0.19907091100000002,-0.5416101105000001
ecoli_00797,-0.056400860500000004,-1.0270137945
ecoli_00798,0.34578025090000003,-1.0230571405
ecoli_00799,0.13417857500000002,-1.2124308145
ecoli_00800,-0.1163264482,-0.7142179445
ecoli_00818,-0.3335191273,-0.21009157150000002
ecoli_00819,-0.6678299176,-0.23327468850000002
ecoli_00820,0.7419550409,-0.3428383615
ecoli_00821,1.0221576145,-0.19244453250000002
ecoli_00822,-0.014804622600000001,-0.7028147705000001
ecoli_00823,-0.1464059604,-0.6656616145
ecoli_00824,-0.3556937438,-0.5021727915
ecoli_00825,0.1417400472,-0.5526321385
ecoli_00826,-0.3661536946,-0.6113818955
ecoli_00827,-0.2566080122,-0.2842226255
ecoli_00828,0.0399877828,-0.4278954735
ecoli_00829,-0.0383435996,-0.4155095305
ecoli_00830,-0.3549929643,-0.3799289275
ecoli_00831,-0.2877164609,-0.4416238725
ecoli_00832,0.3538603746,-0.0626000845
ecoli_00833,0.27138843300000004,-0.3190393755
ecoli_00834,1.1843403442,-0.3840790525
ecoli_00835,0.8249663669,-0.1677277765
ecoli_00836,1.202643627,-0.4535752335
ecoli_00837,1.1818348185,-0.3353832175
ecoli_00838,0.42827556240000003,-0.19666015050000002
ecoli_00839,0.3901418862,-0.0453283695
ecoli_00840,0.6813192854,-0.1114849915
ecoli_00841,0.4096378854,-0.37963695550000004
ecoli_00842,0.9581911826,-0.2755933405
ecoli_00843,0.6944471057,-0.3176721155
ecoli_00844,1.5809890538,-0.5233916505
ecoli_00845,1.6710541589,-0.3383319625
