,A,ZraR
time_course__lb_8hr__1,-3.7648727327,-1.1931174961
time_course__lb_8hr__2,-4.5534588048,-1.0954292907
time_course__lb_8hr__3,-3.675024742,-1.0422812694
time_course__lb_24hr__1,-2.5775747038,-1.438650975
time_course__lb_24hr__2,-3.5356437657,-1.3538500092999999
time_course__lb_24hr__3,-3.2962647154,-1.7787043401
time_course__lb_72hr__1,-4.5806270822,-0.7668620190000001
time_course__lb_72hr__2,-5.0167990967,-0.8085840498
time_course__lb_72hr__3,-4.249925264,-0.6339876366
time_course__lb_144hr__1,-4.2764470927,-1.1584428818
time_course__lb_144hr__2,-5.0725703665,-1.0633188142
time_course__lb_144hr__3,-4.4642827556,-1.4389985116
time_course__lb_192hr__1,-4.4278914108,-1.1371375604
time_course__lb_192hr__2,-5.0949146882,-0.8892249661
time_course__lb_192hr__3,-4.7375441519,-1.2448049386
triclosan__wt__1,0.1327338885,-0.1112628568
triclosan__wt__2,0.2791151944,-0.08851038300000001
triclosan__wt__3,-0.4118490829,0.1997732398
triclosan__evo_amx_tcs__1,-1.8474713451,-0.3696732473
triclosan__evo_amx_tcs__2,-4.6981421484,-0.0465907972
triclosan__evo_amx_tcs__3,-1.8635613707,-0.8794508669000001
triclosan__evo_chl_tcs__1,2.3157256336,0.3688839882
triclosan__evo_chl_tcs__2,0.4315701216,-0.1590335478
triclosan__evo_chl_tcs__3,0.5184555374,-0.3450970269
triclosan__evo_tet_tcs__1,-0.253566239,0.0640799143
triclosan__evo_tet_tcs__2,-2.1025013249,-0.6037220624
truHMM__48C_15m__1,1.7467583413,0.0731365593
truHMM__48C_15m__2,1.3501056423,-0.0985882198
truHMM__48C_15m__3,3.0182778825,-0.06437678770000001
truHMM__48C_30m__1,0.3380730241,-0.5475218734
truHMM__48C_30m__2,0.5187093244000001,-0.7439382925
truHMM__48C_60m__1,0.0512177573,-0.2259665791
truHMM__48C_60m__2,0.0983043636,-0.2291237461
truHMM__phos_0h__1,0.1895549983,-0.1502747359
truHMM__phos_0h__2,-0.1895549983,0.1502747359
truHMM__phos_2h__1,4.5035475084000005,-0.8546871278
truHMM__phos_2h__2,4.5995716688,-0.7883421296
truHMM__phos_4h__1,2.4678557991,0.0401612525
truHMM__phos_4h__2,2.4797305323,0.1078149808
truHMM__phos_4h__3,3.3992658651,0.18451778800000002
control__wt_glc__1,0.1443751824,-0.1197934985
control__wt_glc__2,-0.1443751824,0.1197934985
fur__wt_dpd__1,0.7668474879,1.0777894475
fur__wt_dpd__2,0.6394417676,1.1696869775
fur__wt_fe__1,-0.33884927070000004,-0.0503492075
fur__wt_fe__2,-0.8162523304,-0.1118354445
fur__delfur_dpd__1,0.0720032458,0.9946059855
fur__delfur_dpd__2,-0.3868367736,0.8839931195
fur__delfur_fe2__1,-0.6185128193,0.5520079535
fur__delfur_fe2__2,-0.8630810979,0.5311670515
acid__wt_ph5__1,-0.49329900990000003,0.1790428605
acid__wt_ph5__2,-0.46120138920000003,0.4564931645
acid__delgadx_ph5__1,-0.4590416886,0.3602207955
acid__delgadw_ph5__1,-0.1012054917,0.31033333350000003
acid__delgadw_ph5__2,-0.2819546959,0.0554684495
acid__delgade_ph5__1,-0.7097816799000001,0.38318953850000004
acid__delgade_ph5__2,-0.6195039352,0.45947694050000004
oxidative__wt_pq__1,0.6361034542,1.1710205645
oxidative__wt_pq__2,0.22268528040000002,0.9933383565
oxidative__deloxyr_pq__1,1.0488655218,1.0859950095
oxidative__deloxyr_pq__2,0.4566607609,0.7089857255
oxidative__delsoxr_pq__1,0.0594077773,0.9408809465
oxidative__delsoxr_pq__2,0.0040488769,1.0385414545
oxidative__delsoxs_pq__1,0.19448175510000001,1.3137889665
oxidative__delsoxs_pq__2,-0.1503194386,1.5182807665
nac_ntrc__wt_csn__1,3.7454943167,1.1275883435
nac_ntrc__wt_csn__2,3.4914105955,1.0451250405
nac_ntrc__wt_cytd__1,4.3582556745,0.6248152065
nac_ntrc__wt_cytd__2,3.8929466195,0.6780817865000001
nac_ntrc__wt_gln__1,5.637618882,0.7300808745
nac_ntrc__wt_gln__2,5.2877314854,0.8971738375
nac_ntrc__bw_delnac_csn__1,4.1426462089000005,2.2938932045
nac_ntrc__bw_delnac_csn__2,4.5565815326,2.5470936025
nac_ntrc__bw_delnac_cytd__1,5.0102484631,1.3659594645
nac_ntrc__bw_delnac_cytd__2,4.9219228013,1.2644529855
nac_ntrc__bw_delnac_gln__1,5.6768540399,1.5011438295000001
nac_ntrc__bw_delnac_gln__2,5.6553965043000005,1.8360132655
nac_ntrc__bw_delnac_nh4__1,0.9762692831,0.6691066645
nac_ntrc__bw_delnac_nh4__2,-0.5000664592,0.28259071150000004
misc__wt_no_te__1,-0.1666510021,0.1140084935
misc__wt_no_te__2,-0.2738956965,0.4774200655
misc__bw_delcbl__1,-0.9777021877000001,0.5051284225
misc__bw_delcbl__2,-0.6242609314,0.2080307245
misc__bw_delfabr__1,-0.3482139105,-0.1381402615
misc__bw_delfabr__2,-0.7633848773,0.1089937695
misc__bw_delfadr__1,-0.7325336401,0.1378214915
misc__bw_delfadr__2,-0.47518167440000003,0.2501529825
misc__nitr_031__1,2.7570972104,0.7985825895
omics__wt_glu__1,-1.1546212517,-0.6415226905
omics__wt_glu__2,-1.4689255065,-0.0690681635
omics__wt_gly__1,-1.2502401816,0.35342147150000003
omics__wt_gly__2,-1.0996992758,0.4956499455
omics__wt_thr__1,1.0374066211,1.7767058924999999
omics__wt_thr__2,-0.2019385068,1.2596142145
omics__bw_ac__1,-0.6129463658000001,1.0511390895
omics__bw_ac__2,-0.0030819145,0.8902470355000001
omics__bw_fum__1,1.0189115504,1.2615102235
omics__bw_fum__2,0.7710373340000001,0.9903054735000001
omics__bw_glc__1,0.2494685346,0.6104010855
omics__bw_glc__2,0.0419176454,0.6855783565
omics__bw_pyr__1,-0.6550310185,0.9855685625
omics__bw_pyr__2,1.0049374539,0.5643266195000001
ompr__wt_nacl__1,-1.072444303,0.2175155765
ompr__wt_nacl__2,-0.5855434070000001,0.3833712925
ompr__bw_delompr_nacl__1,-1.6489490963,-0.3412684275
ompr__bw_delompr_nacl__2,-2.2504430860999998,-0.0915037185
minspan__wt_ade__1,-1.345270995,-0.7836084025000001
minspan__wt_glc__1,-1.5602323710000001,-0.11636819250000001
minspan__wt_glc__2,-0.7426404615000001,-0.1473138805
minspan__wt_glc__3,-1.3743066641000001,0.1341345135
minspan__wt_glc_anaero__1,1.1566176379,0.8087432985
minspan__wt_glc_anaero__2,-1.4544952455,1.2284026325
minspan__wt_trp__1,1.5604235213000002,-0.0143071085
minspan__bw_delcra_glc__1,-0.8501586062,0.8662137345
minspan__bw_delcra_trp__1,3.9544691228,0.9400030865000001
minspan__bw_delmntr__1,-0.5646600382,0.8687772845
minspan__bw_delnac_ade__1,-0.2416352192,0.0856586015
minspan__bw_delnac_glc__1,-0.1887449168,-0.0549156845
cra_crp__wt_ac__1,-0.5906871239,0.3639884825
cra_crp__wt_ac__2,-1.1808115165,0.3685714835
cra_crp__wt_fru__1,-0.8408037672,0.0007586025
cra_crp__wt_fru__2,-0.9688805898,0.2014774915
cra_crp__delcra_ac__1,0.6076733172000001,1.3176351995
cra_crp__delcra_ac__2,0.7691152129000001,1.1303200285
cra_crp__delcra_fru__1,0.8047520732000001,0.5572880725
cra_crp__delcra_fru__2,0.7964210744,0.49673946550000003
cra_crp__delcra_glc__1,0.0516503262,0.3034278875
cra_crp__delcra_glc__2,0.5138194094,0.4048731245
rpoB__wt_031__1,0.9389769691000001,0.3042957315
rpoB__wt_044__1,1.1379775905,0.4585172145
rpoB__wt_lb__1,-0.1075168282,0.15744563350000002
rpoB__wt_lb__2,-1.1583343364,0.5502712615
rpoB__rpoBE546V_031__1,2.4453052003,0.2911566725
rpoB__rpoBE546V_044__1,2.7000759801000003,-0.1816661565
rpoB__rpoBE546V_lb__1,-0.3617331268,0.3127098095
rpoB__rpoBE546V_lb__2,0.3121561566,0.5992027455
rpoB__rpoBE546V_glc__1,0.32618818400000005,0.7040229215
rpoB__rpoBE672K_glc__1,-0.2988845438,-0.4638448935
rpoB__rpoBE672K_glc__2,-1.7580272403000001,-0.5586258205
rpoB__rpoBE672K_lb__1,2.094386156,0.4443052825
rpoB__rpoBE672K_lb__2,0.8492149862,0.5505176215
crp__wt_fru__1,-0.7116704188,0.2562219515
crp__wt_glyc__1,0.2725931153,0.5774267415000001
crp__wt_glyc__2,-0.0346093013,0.2243669885
crp__delar1_glyc__1,-1.1169376812,1.0810214275
crp__delar1_glyc__2,-0.4671376628,1.2540350555
crp__delar1ar2_glyc__1,-0.0750666968,0.4634471685
crp__delar1ar2_glyc__2,-0.8161633285000001,0.1269162205
crp__delar1ar2_glyc__3,-0.026928066900000002,0.4050998745
crp__delar2_glyc__1,0.5425005073,0.8698026365
crp__delar2_glyc__2,0.2964906227,0.7756711815
crp__delar2_glyc__3,0.6554597107,0.7785581955
crp__delcrp_fru__1,-0.9569041076,0.5031777065
crp__delcrp_fru__2,-1.6633369264,0.6400392655
crp__delcrp_fru__3,-0.5747602032,0.6100283765
crp__delcrp_glc__1,-0.039991932,0.7781065195
crp__delcrp_glc__2,-0.4701143723,0.5877617655
crp__delcrp_glc__3,-0.6852617667,0.6286551635000001
crp__delcrp_glyc__1,0.6648453096,0.8874430545
crp__delcrp_glyc__2,0.2750058899,0.9456287605
crp__delcrp_glyc__3,1.1038159575,0.9583687435
glu__glu_ale3__1,1.3516684584,1.2332643075
glu__glu_ale4__1,-0.3381422667,0.6233953805
glu__glu_ale5__1,0.11778063250000001,0.3445031175
glu__glu_ale6__1,-0.960232517,-0.0167731355
glu__glu_ale8__1,1.1108363873,0.5032379415
glu__glu_ale9__1,0.40687947820000003,1.0180261305
glu__glu_ale10__1,-0.3164013898,0.8760479475
42c__wt_42c__1,-0.2333030788,0.3921471945
42c__42c_ale1__1,3.7118100337,1.2440899865000001
42c__42c_ale2__1,1.1905763434,1.2538609575
42c__42c_ale3__1,-0.2222213942,0.8321440375
42c__42c_ale4__1,-0.3447722881,1.5199494465
42c__42c_ale5__1,0.24874152200000002,0.33834587650000003
42c__42c_ale6__1,5.5258294688,1.4394745115
42c__42c_ale8__1,2.1412985445,1.3785485215
42c__42c_ale9__1,0.2746305798,0.1467709185
42c__42c_ale10__1,1.9381401766000002,1.2672536505
ssw__wt_ac__1,1.0692732882,0.9168922975
ssw__wt_glc__1,2.2231145965,-0.4427037855
ssw__wt_glyc__1,0.5293320065,1.9314587185
ssw__wt_xyl__1,0.7853727693,1.1817088035
ssw__glc_ale1__1,1.5127124310000002,1.0166816235
ssw__glc_ale2__1,-0.43917745280000003,0.7404301935000001
ssw__glc_ale3__1,0.6154521709,0.7381298925
ssw__glyc_ale1__1,1.8571928670000002,1.1394452375
ssw__glyc_ale2__1,1.0174172345,0.8565388855
ssw__xyl_ale1__1,1.3316993800999999,1.4756931115
ssw__xyl_ale2__1,0.7769674259,1.1125436965
ssw__xyl_ale3__1,0.5568076819000001,1.2447273405
ssw__glc_ac_ac2__1,2.4145404559,0.4030326275
ssw__glc_ac_glc1__1,-0.2096743242,0.7317533585
ssw__glc_glyc_glc__1,0.6055933099,0.1668252725
ssw__glc_glyc_glyc__1,1.1325759146,1.1707111305
ssw__glc_xyl_glc__1,1.1166423288,0.2140844745
ssw__glc_xyl_xyl__1,0.036981972700000004,-0.0788909285
ica__wt_glc__1,-0.6813762853,-0.3202986915
ica__wt_glc__2,-0.525301667,-0.4213143435
ica__wt_glc__3,-0.28572271180000003,-0.0145870605
ica__wt_glc__4,-0.8911299555000001,0.0166163715
ica__arg_sbt__1,-0.31383649210000003,0.6352271245000001
ica__arg_sbt__2,-0.7198247050000001,0.1930641005
ica__cytd_rib__1,-0.3733946065,0.6305057135000001
ica__cytd_rib__2,-0.5553520275,0.6100557085
ica__gth__1,0.5974959528,0.2496388155
ica__gth__2,0.8424558606,-0.0666738075
ica__leu_glcr__1,-1.3635463372,-0.3994991945
ica__leu_glcr__2,-1.3736606081,-0.30668065850000004
ica__met_glc__1,-0.47839053210000004,-1.0129332555
ica__met_glc__2,0.0627276759,-0.3244237345
ica__no3_anaero__1,1.8067746693000002,0.1926492405
ica__no3_anaero__2,2.0297145815,0.2610913405
ica__phe_acgam__1,-0.0399480966,-0.2365855365
ica__phe_acgam__2,-0.2761718362,-0.1737265325
ica__thm_gal__1,0.0014233671,0.2632169585
ica__thm_gal__2,-0.16379817060000001,0.4396307165
ica__tyr_glcn__1,-0.11519696980000001,-0.4708348745
ica__tyr_glcn__2,0.2831324886,-0.3675969425
ica__ura_pyr__1,0.6288550456,0.0496028075
ica__ura_pyr__2,2.119219388,-0.1983675375
ica__wt_glc__5,-0.45543592310000003,-0.21942290250000002
ica__wt_glc__6,0.1064201052,-0.0255311595
ica__bw_delpurR_cytd__1,0.1974408147,-0.3827643425
ica__bw_delpurR_cytd__2,0.20953303880000002,0.3496326905
ica__ade_glc__1,0.1300310991,0.3556289735
ica__ade_glc__2,0.8977821993,-1.0660956745
ytf__wt_glc__1,0.5821066082,0.1513277905
ytf__wt_glc__2,0.3891789648,0.2237101115
ytf__delyafC__1,7.8689759947999995,0.8103945145
ytf__delyafC__2,7.5519789263,1.1185656865
ytf__delyeiE__1,7.0291426792,0.3537389165
ytf__delyeiE__2,7.2567063423,0.0200228815
ytf__delyiaJ__1,6.1337359101,0.4582003865
ytf__delyiaJ__2,5.0205155751,0.5432186615
ytf__delyieP__1,1.8553483206,0.7095995505
ytf__delyieP__2,0.793015566,0.6214403885
ytf__wt_ph5__1,1.0456672303,-0.10410936250000001
ytf__wt_ph5__2,0.8263286874,0.3698682505
ytf__wt_ph8__1,0.4172617086,0.3926991655
ytf__wt_ph8__2,0.5616683174,0.2170212605
ytf__delybaO__1,5.9789437415,0.7532146985
ytf__delybaO__2,5.335066012,0.9006560695
ytf__delybaQ__1,-0.7580107463,0.0084697965
ytf__delybaQ__2,-1.1012605954,-0.0394552725
ytf__delybiH__1,0.35243226920000004,0.1368135745
ytf__delybiH__2,1.9448590799,0.9476855755
ytf__delydcI_ph5__1,0.4293316048,0.4224337655
ytf__delydcI_ph5__2,0.342585804,0.21747963750000002
ytf__delydcI_ph8__1,-0.2075455079,0.2978338265
ytf__delydcI_ph8__2,0.1995156073,-0.43507429950000004
ytf__delyddM__1,3.637505071,0.43095844050000004
ytf__delyddM__2,3.7386121247,0.2583139125
ytf__delyheO__1,6.4795556027,0.7291162165
ytf__delyheO__2,5.3672834698,0.7543262795
fps__bw_glc__1,-0.7989541581,-0.08962703250000001
fps__bw_glc__2,-0.5280390796000001,-0.40792876850000004
fps__fps_thrA_ale1__1,-1.3252487596,0.2806935645
fps__fps_thrA_ale1__2,-1.8211244816,-0.1018935425
fps__fps_thrA_ale2__1,-1.093734013,0.1291602405
fps__fps_thrA_ale2__2,-0.5202962686,-0.21922879550000002
fps__fps_serB_ale1__1,-0.9454231472,0.0615579645
fps__fps_serB_ale1__2,-0.915960211,0.18432613050000002
fps__fps_serB_ale4__1,-1.2071279612,0.2903571815
fps__fps_serB_ale4__2,-0.8641736640000001,0.0353347475
fps__fps_ptsI_ale1__1,-1.2421876476,0.2400098605
fps__fps_ptsI_ale1__2,-1.6348436015,0.0704826535
fps__fps_ptsI_ale3__1,-1.2244856696,-0.1292363275
fps__fps_ptsI_ale3__2,-0.8747188521,-0.1204975615
pal__lyx_ale2_f6__1,-1.3340572137,0.9405079815
pal__lyx_ale2__1,-1.3212181573000001,0.7121573205
pal__lyx_ale2__2,-0.9704968024,1.0013793705
pal__lyx_ale4__1,-0.6683955592,0.1437107035
pal__lyx_ale4__2,-1.6780684251,0.0909273035
pal__5drib_ale10_f18__1,-0.26102066830000004,1.2602464465
pal__5drib_ale10_f18__2,-0.1743889182,1.5845299005
pal__5drib_ale10__1,-0.5278082538000001,1.5417686055000002
pal__arab_ale14_f9__1,0.2517906217,0.7788927035000001
pal__arab_ale14_f9__2,-0.1927850925,0.6571185695
pal__arab_ale14__1,-0.1383957703,0.2297023675
pal__arab_ale14__2,0.10323794530000001,0.4040341425
pal__arab_ale16__1,-0.8117388784,1.1018853025
pal__arab_ale16__2,0.5124323135000001,1.1718680445
pal__tartr_ale26_f10__1,0.6051087729,1.4337770805
pal__tartr_ale26_f10__2,-0.5456705458000001,1.6560886045
pal__tartr_ale26__1,0.3545135701,1.2940659075
pal__tartr_ale26__2,1.0200455839,1.4153519175
pal__tartr_ale28_f10__1,-1.5876347397,0.8638151385
pal__tartr_ale28_f10__2,0.22242666590000001,0.6763207795
pal__tartr_ale28__1,0.2214368934,0.6542133445
pal__tartr_ale28__2,0.512926933,0.7826152365
efeU__delmenFentC_citr__1,-1.8247224419,-0.0872282675
efeU__delmenFentC_citr__2,-1.8782094677,-0.5008924065
efeU__delmenFentC__1,-1.1974697376,0.3892483265
efeU__delmenFentC__2,-0.7933448362000001,0.3763499615
efeU__menFentC_ale39__1,-0.1871290062,0.39839607850000003
efeU__menFentC_ale39__2,0.0012193126,0.2325924725
efeU__menFentC_ale29__1,0.1095611308,0.5350805595
efeU__menFentC_ale29__2,0.3663100533,0.6444307865000001
efeU__menFentC_ale30__1,0.5709213933,0.2197646395
efeU__menFentC_ale30__2,0.3674471137,0.0264985405
efeU__menFentCubiC_ale36__1,0.1256179395,-0.11382742550000001
efeU__menFentCubiC_ale36__2,-0.27616748820000003,0.0217592795
efeU__menFentCubiC_ale37__1,-0.3119449848,0.5846606955
efeU__menFentCubiC_ale37__2,-0.1969329065,0.19079170850000002
efeU__menFentCubiC_ale38__1,0.9276432289000001,0.7842129975000001
efeU__menFentCubiC_ale38__2,0.8654778741,0.8447236825000001
misc2__salc_glc__1,2.5343123563,0.0991619665
misc2__salc_glc__2,2.7868908788,0.3596215665
misc2__dbcn_glc__1,1.7084846906000002,-1.3060457905
misc2__dbcn_glc__2,0.8851470526,-0.7479352555000001
misc2__tyr_glc__1,-0.37777601510000003,0.4183367555
misc2__tyr_glc__2,0.1944788623,0.3620726835
misc2__arg_cytd__1,-0.38527387020000003,-0.2123299945
misc2__arg_cytd__2,0.1250900076,-0.21877888250000002
misc2__delyheO_pyr__1,0.3222018121,0.4887559175
misc2__delyheO_pyr__2,0.6226477543000001,0.2441922555
nquinone__delubiC__1,0.7134203816,-0.1227344185
nquinone__delubiC__2,0.7676203374,-0.2888132845
nquinone__ubiC_ale1__1,0.34357486600000003,0.23813749750000002
nquinone__ubiC_ale1__2,0.2428917301,-0.14996254050000002
nquinone__ubiC_ale2__1,-0.2212085906,0.5522110675
nquinone__ubiC_ale2__2,-0.2872590349,0.12449610750000001
nquinone__ubiC_ale3__1,1.0728934213,-0.11979516650000001
nquinone__ubiC_ale3__2,0.5082408975,-0.4224440305
nquinone__ubiC_ale4__1,-0.0503296749,0.0106055815
nquinone__ubiC_ale4__2,0.1274191258,0.1902068475
nquinone__delpdhR__1,-0.0676804391,-0.7073524985
nquinone__delpdhR__2,0.4218203043,-0.3997929095
quinone__glu_ale4__1,-0.9637180352,-0.3118387395
quinone__glu_ale4__2,-0.305423908,0.21075893750000002
quinone__delmenF__1,-0.6635487312,0.0099844365
quinone__delmenF__2,-1.0578773358,0.1132165245
quinone__menF_ale5__1,-0.6745041991,0.2004748345
quinone__menF_ale5__2,-0.4274469809,0.7403356575000001
quinone__menF_ale6__1,-0.41056114660000004,0.36149725450000003
quinone__menF_ale6__2,-0.5858094138000001,0.1965738495
quinone__menF_ale7__1,0.1425359592,0.9569780925
quinone__menF_ale7__2,0.40250948880000004,1.0191114205
quinone__menF_ale8__1,0.1086027864,0.6625656165
quinone__menF_ale8__2,0.1684225873,0.33061035050000004
quinone__delmenFubiC__1,0.15687441200000002,0.5723277715
quinone__delmenFubiC__2,0.6688526643,0.3369585035
quinone__menFubiC_ale1__1,0.9579230091000001,0.8341187295
quinone__menFubiC_ale1__2,1.1275009418,0.8977082175000001
quinone__menFubiC_ale2__1,0.44134614980000003,0.5102364265
quinone__menFubiC_ale2__2,1.1238102384,0.6817921155000001
quinone__menFubiC_ale3__1,0.464414861,0.0888943095
quinone__menFubiC_ale3__2,-0.2576755035,-0.1247173495
quinone__menFubiC_ale4__1,0.6731700041,0.6354820335
quinone__menFubiC_ale4__2,0.204776116,0.6376515045000001
oxyR__wt_glc__1,-0.9460818581,1.4360146435
oxyR__wt_glc__2,-0.8964303426,1.4371827315
oxyR__wt_h2o2__1,-0.44177480010000003,1.4759827865
oxyR__wt_h2o2__2,-0.8497393471,1.5804461365
oxyR__glu_ale4__1,-0.3077639025,2.1064853575
oxyR__glu_ale4__2,0.3782906862,1.8903518835000002
oxyR__glu_ale4_h2o2__1,0.1523266033,2.1756912275
oxyR__glu_ale4_h2o2__2,-0.1561208454,2.0076928305
oxyR__oxyR_ale17__1,0.6273877007,1.9782175775000002
oxyR__oxyR_ale17__2,0.3534273323,1.9797130105
oxyR__oxyR_ale17_h2o2__1,0.23733837430000002,2.0239952285
oxyR__oxyR_ale17_h2o2__2,0.29582241070000004,1.6838746494999999
oxyR__oxyR_ale18__1,-0.31214209130000004,1.4983279895
oxyR__oxyR_ale18__2,0.1254877723,1.3431692855000001
oxyR__oxyR_ale18_h2o2__1,-0.2194280119,1.8902026805
oxyR__oxyR_ale18_h2o2__2,0.0850413982,1.8725501125
oxyR__oxyR_ale19__1,0.3469176269,1.3962840235
oxyR__oxyR_ale19__2,0.2324583412,1.6219931255
oxyR__oxyR_ale19_h2o2__1,-0.4899455975,1.6430358485
oxyR__oxyR_ale19_h2o2__2,-0.42084335380000004,1.3776526735
oxyR__oxyR_ale20__1,1.9905552777,1.7928674925
oxyR__oxyR_ale20__2,2.0607831899,1.8297954575
oxyR__oxyR_ale20_h2o2__1,0.5983696049,1.6041786945
oxyR__oxyR_ale20_h2o2__2,1.6868225825,1.8570822205000002
svns_pgi__BmePgi24_15__1,-0.8668463069000001,1.6740058645
svns_pgi__BmePgi24_15__2,-0.8939221919,1.7043059425
svns_pgi__BmePgi24_26__1,-0.6213116254000001,1.5647121395
svns_pgi__BmePgi24_26__2,-0.5379718560000001,1.7896941035
svns_pgi__BmePgi24_41__1,-0.0620688297,1.8915443165
svns_pgi__BmePgi24_41__2,-0.26778072010000004,1.5613306974999999
svns_pgi__BmePgi24_52__1,-0.4209950563,1.5902884585
svns_pgi__BmePgi24_52__2,-0.17821759210000002,1.6520584935
svns_pgi__PaePgi2_34__1,-0.43460848020000004,1.8460814855
svns_pgi__PaePgi2_34__2,-0.8155894857,1.7949832465000002
svns_pgi__PaePgi2_63__1,-0.1853398721,1.9682001945
svns_pgi__PaePgi2_63__2,-0.9936955417000001,1.7706783935
svns_pgi__PaePgi24_54__1,-0.46426241960000003,2.0387415515
svns_pgi__PaePgi24_54__2,-0.1917376271,2.0562107425
svns_pgi__PaePgi24_90__1,-0.24880812260000001,1.8668346845000001
svns_pgi__PaePgi24_90__2,-0.5510284121,2.1187200835
abx_media__m9_ctrl__1,-2.7701654343,0.8019621645
abx_media__m9_ctrl__2,-2.340273568,0.6774090095
abx_media__rpmi_ctrl__1,1.0484934906,1.1318773725
abx_media__rpmi_ctrl__2,1.0355901112,1.4910088155
abx_media__camhb_ctrl__1,-1.1813133925,0.07870969950000001
abx_media__camhb_ctrl__2,-0.0640055086,0.44201431950000003
abx_media__m9_mero__1,-1.7077160157,0.3687657245
abx_media__m9_mero__2,-1.8140691447,0.7135238595000001
abx_media__rpmi_mero__1,0.2933162354,0.7990291565000001
abx_media__rpmi_mero__2,0.7647852179,1.1185537065
abx_media__camhb_mero__1,0.4186297505,-0.18286884250000002
abx_media__camhb_mero__2,0.1216850366,0.2298402565
abx_media__m9_trisulf__1,-1.8885568551,0.8615072235000001
abx_media__m9_trisulf__2,-0.8304783184000001,0.6651345575000001
abx_media__rpmi_trisulf__1,0.38001441820000004,0.5539214035
abx_media__rpmi_trisulf__2,0.2930445944,0.9112576005
abx_media__camhb_trisulf__1,0.0943570111,1.3155958955
abx_media__camhb_trisulf__2,-0.6801536986000001,1.1165653365
abx_media__m9_cef__1,-1.2252251039,0.7469363585000001
abx_media__m9_cef__2,-1.0847172322,0.5281644015
abx_media__rpmi_cef__1,-0.2920385994,1.4931637175
abx_media__rpmi_cef__2,-0.9846163934000001,1.3339383255000001
abx_media__camhb_cef__1,-1.0231156329,0.8177512485
abx_media__camhb_cef__2,-1.2492013854,0.7193563335000001
abx_media__m9_cipro__1,-1.291777484,0.9733516155
abx_media__m9_cipro__2,-1.2511387641,0.7284703155000001
abx_media__rpmi_cipro__1,0.08718115750000001,1.5114358485000001
abx_media__rpmi_cipro__2,0.5051640967000001,1.6855531845
abx_media__camhb_cipro__1,-0.3777789481,0.6395705255
abx_media__camhb_cipro__2,-0.6344130329000001,0.8236882065000001
hot_tale__42c_ale3_30c__1,-0.2846516435,-0.9615564045
hot_tale__42c_ale3_30c__2,-0.0647466161,-0.0890400375
hot_tale__42c_ale3_37c__1,0.5981222262,-0.1903655655
hot_tale__42c_ale3_37c__2,0.6250031514000001,-0.0215755625
hot_tale__42c_ale3_44c__1,0.3813317404,1.0956796085
hot_tale__42c_ale3_44c__2,0.4734024093,1.3350368325
hot_tale__hot_ale3_mid_30c__1,-0.18468746930000002,-0.2858271965
hot_tale__hot_ale3_mid_30c__2,0.251454027,-0.4883976075
hot_tale__hot_ale3_mid_37c__1,-0.1333200293,-0.25225349550000004
hot_tale__hot_ale3_mid_37c__2,-0.0352429462,-0.3954028275
hot_tale__hot_ale3_mid_44c__1,-2.8122862531,2.7385727075
hot_tale__hot_ale3_mid_44c__2,0.0656620323,0.5414260945
hot_tale__hot_ale3_30c__1,-0.37871643590000004,-0.0405940235
hot_tale__hot_ale3_30c__2,-0.74631308,-0.21327692850000002
hot_tale__hot_ale3_37c__1,-0.7226853064000001,-0.0822806965
hot_tale__hot_ale3_37c__2,0.2145959416,0.3790595205
hot_tale__hot_ale3_44c__1,0.9775431835,0.5737010955
hot_tale__hot_ale3_44c__2,0.7009114921,0.7754023575000001
hot_tale__hot_ale4_30c__1,-0.3585857341,-0.9883429425
hot_tale__hot_ale4_30c__2,-0.024570540300000002,-0.6165331005
hot_tale__hot_ale4_37c__1,-0.5348033265000001,-0.1569978485
hot_tale__hot_ale4_37c__2,0.0579778114,-0.29480799950000003
hot_tale__hot_ale4_44c__1,-0.42026708230000004,0.7673456385
hot_tale__hot_ale4_44c__2,0.3147233814,0.6326973485
hot_tale__hot_ale8_30c__1,0.5260098634,-0.0364849445
hot_tale__hot_ale8_30c__2,-0.4436055384,-0.6171105305
hot_tale__hot_ale8_37c__1,-0.3087117502,0.053438664500000004
hot_tale__hot_ale8_37c__2,0.3128340723,-0.0697756085
hot_tale__hot_ale8_44c__1,0.31238791460000004,0.9339658955000001
hot_tale__hot_ale8_44c__2,-0.2633075482,1.1120306105
hot_tale__hot_ale9_mid_30c__1,-1.3674884764,-0.4899542485
hot_tale__hot_ale9_mid_30c__2,-0.5446397639,-0.17555017650000002
hot_tale__hot_ale9_30c__1,-0.3936095975,-0.9475705885000001
hot_tale__hot_ale9_30c__2,-0.023754216,-0.4516172585
hot_tale__hot_ale9_mid_37c__1,-0.3387248317,-0.12032669850000001
hot_tale__hot_ale9_mid_37c__2,-0.2632199106,-0.26404054250000003
hot_tale__hot_ale9_37c__1,-0.2322083445,-0.2849580215
hot_tale__hot_ale9_37c__2,-0.0629529644,-0.4918608155
hot_tale__hot_ale9_mid_44c__1,-0.5850798677,0.7612833255
hot_tale__hot_ale9_mid_44c__2,-0.0656827812,0.7026910155
hot_tale__hot_ale9_44c__1,-0.5800866386,0.8740687795000001
hot_tale__hot_ale9_44c__2,-0.1970647716,1.0802002535
hot_tale__hot_ale10_30c__1,-0.0027529122000000002,-0.6983436815
