,A,NagC
ecoli_00287,2.0059495759,-0.2663514875
ecoli_00288,1.9157650448,-0.2796540095
ecoli_00289,0.2876445782,-0.1013557795
ecoli_00290,-0.025188788400000002,-0.09488772250000001
ecoli_00291,0.1420925606,-0.24550931450000002
ecoli_00292,0.38611551590000004,-0.1961000515
ecoli_00293,-0.0573623314,-0.3888251395
ecoli_00294,0.1531852434,-0.2916062565
ecoli_00295,0.7712840027000001,-0.6468871525000001
ecoli_00296,0.8866530840000001,-0.6026076855
ecoli_00297,0.22653976820000002,-0.3128572905
ecoli_00298,0.4215253376,-0.0192769205
ecoli_00299,0.23054164700000002,-0.7472513105
ecoli_00300,0.49729814650000004,-0.7365982075
ecoli_00301,0.20904208430000001,-0.6394104335
ecoli_00302,1.5940312424,-0.3301120175
ecoli_00303,0.8730566812,-0.2236662915
ecoli_00304,0.6555822655,-0.2473424965
ecoli_00305,1.4326760932,0.2677789505
ecoli_00306,1.4119316251,0.3904121245
ecoli_00307,1.6335211772,0.3131953725
ecoli_00308,1.6706898456000001,0.3651795305
ecoli_00309,2.5809801835,0.1553053275
ecoli_00310,2.907683295,0.21851001050000002
ecoli_00311,3.2083927141,-0.024936800500000002
ecoli_00312,3.2662205425,0.06796173750000001
ecoli_00313,-0.0897902787,0.0020540135
ecoli_00314,-0.4339607616,-0.0464816065
ecoli_00315,1.5644753877,-0.0648356575
ecoli_00316,1.7926776189,-0.13667808950000002
ecoli_00317,0.8131336063,0.0144665105
ecoli_00318,1.0393683221,0.1381240675
ecoli_00319,0.4102248798,-0.3415205615
ecoli_00320,0.7516081295,-0.35493838450000004
ecoli_00321,1.4980306676000001,-0.3889455505
ecoli_00322,1.3471137934000001,-0.1388327815
ecoli_00323,0.6881085597000001,-0.3873455615
ecoli_00324,0.2440568405,-0.31850430750000003
ecoli_00325,0.2348867715,-0.3582634455
ecoli_00326,0.2520969414,-0.2274165945
ecoli_00327,0.7364340065,-0.2234645425
ecoli_00328,0.36770521910000004,-0.0800270715
ecoli_00329,0.5472656618,-0.2088893545
ecoli_00330,0.1230725112,-0.0872074615
ecoli_00331,0.2608960188,-0.1317339595
ecoli_00332,-0.0777500642,-0.2343103035
ecoli_00333,0.8740534090000001,-0.2304931445
ecoli_00334,0.19961182970000002,-0.15569710850000001
ecoli_00335,0.2201775933,-0.49329081750000003
ecoli_00336,0.2660807331,-0.44813033550000003
ecoli_00337,-0.5185632245,-0.027686639500000002
ecoli_00338,-0.4876097062,-0.0693436405
ecoli_00339,0.7693987743,-0.6578797315
ecoli_00340,0.459937735,-0.3362819845
ecoli_00341,0.2343733265,-0.6065219555
ecoli_00342,0.1787806472,-0.5699366375
ecoli_00343,-0.8125836096,-0.2182746325
ecoli_00344,-1.0553577067,-0.2293396095
ecoli_00345,-1.0359698334,-0.030304986500000002
ecoli_00346,-0.8183284668,-0.00014168550000000002
ecoli_00347,0.8573672898,-0.3278997265
ecoli_00348,1.0167178001,-0.35008997950000004
ecoli_00349,2.0133955708,-0.6877026615
ecoli_00350,1.9141408171,-0.5554691085
ecoli_00351,1.8142582485,-0.7307318635000001
ecoli_00352,1.8372668609,-0.7387214635
ecoli_00353,1.9890989438000002,-0.5278438745
ecoli_00354,1.645783851,-0.3920389825
ecoli_00355,-0.49544345640000004,0.0021175695
ecoli_00356,-0.5041422079,0.0091336035
ecoli_00357,0.2520670413,-0.2820940695
ecoli_00358,-0.1325453751,-0.33014146450000004
ecoli_00359,0.2223557273,-0.055846821500000005
ecoli_00360,0.0429366631,-0.08648486550000001
ecoli_00361,0.5652198458000001,-0.2352072225
ecoli_00362,0.7714730915,-0.1809255405
ecoli_00363,0.5210474536,-0.5540504545
ecoli_00364,0.13262283730000002,-1.0911554035
ecoli_00365,-0.6857599386000001,-1.9128626575
ecoli_00366,-0.44306207350000004,-0.8316521375
ecoli_00367,1.1879804887,-1.7433744965
ecoli_00368,0.9228120874,-1.4892305125
ecoli_00369,1.1462110935,-2.3504294465
ecoli_00370,1.2067277701,-1.0925270745
ecoli_00371,1.3569419044,-1.3083345005
ecoli_00372,1.1626737176,-1.4639827115
ecoli_00373,1.9410945018999999,-2.1411487645
ecoli_00374,2.5753133939,-1.6696497415
ecoli_00375,0.3848681445,-0.5431866775
ecoli_00376,0.3998968386,-0.4279444365
ecoli_00377,-1.2508791309,-0.7378384975000001
ecoli_00378,-0.9681892299,-0.7426334835
ecoli_00379,-1.5319916349,-0.7715467515000001
ecoli_00380,-1.3504972255,-0.7755856395
ecoli_00381,1.3494608418,-0.34863338050000003
ecoli_00382,1.4377867011,-0.3668294375
ecoli_00383,2.4244063719,-0.5748038885
ecoli_00384,2.0772473665,-0.5692606485
ecoli_00385,0.771967135,-0.6700241155000001
ecoli_00386,0.6505874363,-0.7933170485000001
ecoli_00387,0.1195966396,-0.1823415865
ecoli_00388,0.4477004382,-0.1640788315
ecoli_00389,-0.5441612969,-0.9583020985
ecoli_00390,-0.6129953675,-0.8773645675
ecoli_00391,-0.6425566381000001,-0.49746616050000003
ecoli_00392,-0.7817413854,-0.5389802085000001
ecoli_00393,0.3840980389,-0.5253366935
ecoli_00394,0.8505141121,-0.5912937025
ecoli_00395,0.530342192,-0.3481293615
ecoli_00396,0.5701331907,-0.3594633245
ecoli_00397,-0.18176818890000002,0.0629958305
ecoli_00398,-0.0643758796,-0.0027527255000000003
ecoli_00399,-0.1848651308,-0.6241428835
ecoli_00400,0.6875597618,-0.3610711035
ecoli_00401,0.6528275391,-0.3722667445
ecoli_00402,0.6899692234,-0.4643861615
ecoli_00403,0.9026747215,-0.1214352955
ecoli_00404,0.126577151,-0.0826418595
ecoli_00405,0.047600701,-0.3796796075
ecoli_00406,0.1431463748,-0.3128323995
ecoli_00407,0.36525884000000003,-0.4539448565
ecoli_00408,-0.1277449206,-0.3976207365
ecoli_00409,-0.4468035295,0.0537525895
ecoli_00410,-0.5137584358,-0.048663476500000004
ecoli_00411,-0.08305530950000001,-0.5894665365
ecoli_00412,0.5496368747,-0.5513829595
ecoli_00413,0.335582337,-0.5398995195
ecoli_00414,0.3070918395,-0.47281091550000004
ecoli_00415,-0.253682731,0.28791096050000003
ecoli_00416,-0.2200629332,0.1187872575
ecoli_00417,0.4307785376,-0.5011766565
ecoli_00418,0.5112134957,-0.5072756725
ecoli_00419,0.4180137689,-0.45875965550000003
ecoli_00420,0.0316704327,-0.4249543195
ecoli_00421,-0.985038968,0.2175616635
ecoli_00422,-1.0719443974,0.13484160250000002
ecoli_00423,0.8004103421000001,-0.6391512235
ecoli_00424,1.0898330726,-0.5433682495000001
ecoli_00425,1.5966973977,-0.7599070915
ecoli_00426,1.2361146298,-0.6600971835
ecoli_00427,0.8788213236,-0.4953680855
ecoli_00428,0.7405329989,-0.5076478305000001
ecoli_00429,0.5699306698000001,-0.4412500165
ecoli_00430,0.4197153557,-0.4656922885
ecoli_00431,-0.3597645062,0.1316158815
ecoli_00432,-0.06725495940000001,0.1221201685
ecoli_00433,-0.7850889879,0.2163786335
ecoli_00434,-0.7331891789,0.1881306825
ecoli_00435,0.1504509867,-0.49023658350000004
ecoli_00436,-0.0859431122,-0.5849985755
ecoli_00437,0.5461007233,-0.4760709145
ecoli_00438,0.4687888503,-0.5779385405
ecoli_00439,-0.4549426292,-0.2363092085
ecoli_00440,-0.4523117613,-0.0184694715
ecoli_00441,0.2870699433,-0.7200021645
ecoli_00442,0.0808430452,-0.5192467685000001
ecoli_00443,0.0818183735,-0.5476107045
ecoli_00444,0.2821001711,-0.4520141555
ecoli_00445,-0.4811647679,0.0383309795
ecoli_00446,-0.4875936153,0.1579619075
ecoli_00447,1.1319477547,-0.6308228935
ecoli_00448,0.6690413692,-0.6713980005
ecoli_00449,1.5033185268,-0.4923005345
ecoli_00450,0.7578074985000001,-0.37388422250000003
ecoli_00451,0.022379415,-0.5031346865
ecoli_00452,0.3845159823,-0.6588522005
ecoli_00453,1.4986773694,-0.4885472375
ecoli_00454,1.0527181553,-0.6330975955
ecoli_00455,1.1009855975,-0.2069375065
ecoli_00456,1.1716204556,-0.1644334295
ecoli_00457,1.4480653631,-0.10672904550000001
ecoli_00458,1.4230296358,-0.0709186485
ecoli_00459,1.9654490614000002,-0.2069142995
ecoli_00460,1.7796855806,-0.1621494075
ecoli_00461,15.1701328589,0.9043162595
ecoli_00462,14.8078523093,1.0850213925
ecoli_00463,9.9135142733,-0.0525509095
ecoli_00464,9.7925512497,-0.0995196785
ecoli_00465,3.4313532106,-0.6938329605
ecoli_00466,3.094182054,-0.6914044335
ecoli_00467,7.6597948030000005,0.2179323085
ecoli_00468,7.6322293767,0.2735490015
ecoli_00469,3.0353473335,-0.7980833355
ecoli_00470,2.8354009060000003,-0.7619662675000001
ecoli_00471,13.4399149506,0.9485739735000001
ecoli_00472,13.7677887945,1.0062833685
ecoli_00473,10.5424509204,0.1485746875
ecoli_00474,10.3855771667,0.1949681115
ecoli_00475,6.5309665867,0.1856661885
ecoli_00476,6.433128107,0.47873590250000003
ecoli_00477,9.622267446,0.7331419345
ecoli_00478,9.3226006284,0.6064785175
ecoli_00479,0.27381192800000004,-0.45183916150000003
ecoli_00480,0.1487160192,-0.3971663695
ecoli_00481,0.7378005945,-0.0493193435
ecoli_00482,0.9387225212,0.0755317545
ecoli_00483,1.2589178239,-0.2857296775
ecoli_00484,1.1709742032000001,-0.23897481650000002
ecoli_00485,0.6050265845,-2.5529772485
ecoli_00486,0.5969847512,-2.6094006315
ecoli_00487,15.0631545396,1.0006794195
ecoli_00488,14.9117405404,1.0487890285
ecoli_00489,9.4471437209,0.1150939765
ecoli_00490,9.398412696,0.1381384635
ecoli_00491,5.0338414371,-0.6617905695
ecoli_00492,4.936954365,-0.5781465985
ecoli_00493,6.263090509,0.0692783205
ecoli_00494,6.3736444241,0.0049104485
ecoli_00495,1.2014095456,-0.4206730705
ecoli_00496,0.6404084899,-0.3634234745
ecoli_00497,3.028591484,-0.6153074535
ecoli_00498,3.2189043645,-0.7756228045
ecoli_00499,0.7838323030000001,0.1089214855
ecoli_00500,0.9217163671,0.0544170085
ecoli_00501,6.9626778559,-0.1308665165
ecoli_00502,7.1925058081,-0.0799002885
ecoli_00503,13.5977016463,0.8186241525
ecoli_00504,13.555098235700001,0.8644409195
ecoli_00505,7.0509732804,-0.2196828505
ecoli_00506,7.4559123429,-0.2789631695
ecoli_00507,0.5176575474,-0.1496306445
ecoli_00508,0.6268023478,-0.1341641285
ecoli_00509,0.7966340126,-0.0293464365
ecoli_00510,1.0294929,-0.1094408525
ecoli_00511,0.9087204944,-2.1068189385
ecoli_00512,0.6424278091,-2.1682301325
ecoli_00513,3.6163609931,-0.6374787815
ecoli_00514,3.1515379579,-0.6678728855
ecoli_00515,5.9044284052,-0.21416766450000002
ecoli_00516,5.7335779516,-0.19566574350000002
ecoli_00517,0.42995673640000004,-0.7098277305
ecoli_00518,0.10502123840000001,-0.4997555065
ecoli_00519,-0.1817983371,-0.5130662555000001
ecoli_00520,-0.2219740254,-0.7341975155
ecoli_00521,0.1277406008,-0.7115345365
ecoli_00522,0.5079311691,-0.9062135525
ecoli_00523,-0.08728787460000001,-0.7494354785
ecoli_00524,0.8660512854,-0.8777051125
ecoli_00525,1.0326041868,-0.7907577105
ecoli_00526,1.2292128779,-0.9017586285
ecoli_00527,1.0501295838,-0.6349441945000001
ecoli_00528,-0.0202317287,-0.8932391355
ecoli_00529,0.2543751492,-1.0194418315
ecoli_00530,0.21551615030000001,-1.0015523405
ecoli_00531,0.2951952867,-1.0040124785
ecoli_00532,-0.3056027505,-1.2328731545
ecoli_00533,-0.4328187994,-0.7673863475
ecoli_00534,-0.5563089786000001,-1.0956795765
ecoli_00535,-0.7103203533,-0.5938808765
ecoli_00536,0.37624668980000003,-1.1624217065
ecoli_00537,0.908838443,-1.2511832165
ecoli_00538,0.44264112790000004,-1.3318625645
ecoli_00539,0.5721226649,-1.2384633985
ecoli_00540,-0.4425415338,-0.6501787265
ecoli_00541,-0.4437115923,-0.6711292165
ecoli_00542,-1.0398423811,-0.4934454715
ecoli_00543,-1.2593113915,-0.8105486435
ecoli_00544,-0.6460981237,-0.7104010715
ecoli_00545,-0.7041737778,-0.5358087815
ecoli_00546,-0.1849802817,-0.9376385595000001
ecoli_00547,-0.1438150506,-0.9496888715
ecoli_00548,-0.4053181771,-0.9827955745
ecoli_00549,-0.37703910560000004,-1.1945615965
ecoli_00550,-0.0571749535,-1.0530169825
ecoli_00551,-0.21008731530000002,-1.6069308985
ecoli_00552,2.1364899876,-1.1510232325
ecoli_00553,1.5001771334,-1.0238941615
ecoli_00554,2.0493825486,-1.0702612045
ecoli_00555,2.4219894834,-0.9226786595
ecoli_00556,2.3234212598,-0.8372108325000001
ecoli_00557,2.1451287086,-1.1285650405
ecoli_00558,-0.46896339130000003,-0.6231298915
ecoli_00559,-0.9348085673000001,-0.5016275315000001
ecoli_00560,-0.9545775,-0.45561963050000004
ecoli_00561,-1.0928699131,-0.28418479150000003
ecoli_00562,0.2506351096,-0.3803417865
ecoli_00563,0.9535140059,-0.5133823075
ecoli_00564,2.2948453486,-0.44717177550000003
ecoli_00565,2.0678169769,-0.49623682550000003
ecoli_00566,1.665270824,-1.1746290295
ecoli_00567,1.1856445942,-0.8337912425
ecoli_00568,1.4233064002,-0.7026389145
ecoli_00569,1.2706869254,-0.6231649715
ecoli_00570,1.6187716714,-0.5550897565
ecoli_00571,1.3770187597999999,-0.5286644725
ecoli_00572,3.1763495376,-0.9947030965
ecoli_00573,2.8129543633000003,-0.9612538415
ecoli_00574,3.66833335,-2.2172040485
ecoli_00575,3.471586718,-1.8919699145000002
ecoli_00576,3.1886494102,-0.6488127055
ecoli_00577,2.8612109538,-0.4524935385
ecoli_00578,2.8528930580000003,-0.3353784205
ecoli_00579,2.5116106058,0.013555085500000001
ecoli_00580,3.8966416738,-0.8851373975
ecoli_00581,3.3714606383,-1.1952317595
ecoli_00582,2.3715416298,-0.1686536145
ecoli_00583,2.724741513,-0.3711495325
ecoli_00584,0.9551210446,-0.8846468265
ecoli_00585,0.9537978615,-1.0607951625
ecoli_00586,0.7415220784000001,-0.7792724655000001
ecoli_00587,0.6162054976,-0.45084468850000003
ecoli_00588,1.6218088926,-0.46880338650000003
ecoli_00589,1.5714441606,-0.5338031685
ecoli_00590,3.4715329882,0.3177384075
ecoli_00591,3.906181381,0.4217876685
ecoli_00592,1.5348522820000001,-1.1273810975
ecoli_00593,2.2323456633,-0.8144308465000001
ecoli_00594,1.7031846247,-0.4002299925
ecoli_00595,2.0073601964,-0.21327113150000002
ecoli_00596,2.7566991694,-0.44143174150000003
ecoli_00597,1.9225181120000001,-0.6922589445
ecoli_00598,2.1220555733,-0.1290430225
ecoli_00599,1.0654764847,-0.6629639725
ecoli_00600,-1.2386454948,-1.1379774715
