,A,NarL,Fnr
oxidative__delsoxr_pq__2,3.422633661074419,0.8354505564999997,-0.4755742960000013
oxidative__delsoxs_pq__1,3.813660927285064,1.2055026184999995,-0.1387633190000006
oxidative__delsoxs_pq__2,3.3343180294137755,1.1488311055000002,-0.1421156520000011
nac_ntrc__wt_csn__1,2.8597517466800304,-0.07344860249999917,-0.1587119630000018
nac_ntrc__wt_csn__2,2.5521441793192343,-0.10560864150000082,-0.2040164890000007
nac_ntrc__wt_cytd__1,1.4092380333554595,0.09312365450000026,-0.2233020650000004
nac_ntrc__wt_cytd__2,1.3926198120718536,0.11562003450000002,-0.14878209200000114
nac_ntrc__wt_gln__1,3.0139020308124347,0.3107882125000003,-0.1339289860000008
nac_ntrc__wt_gln__2,3.132971277544105,0.4495536754999998,-0.07252378100000101
nac_ntrc__bw_delnac_csn__1,3.4698883349430214,0.2402466455000001,-0.17298681200000132
nac_ntrc__bw_delnac_csn__2,3.631134905526858,0.15004977349999926,-0.2073357070000004
nac_ntrc__bw_delnac_cytd__1,0.8741231365604681,0.4465692275000004,-0.3990849310000009
nac_ntrc__bw_delnac_cytd__2,1.0145405558071146,0.4666444895000002,-0.4580705310000006
nac_ntrc__bw_delnac_gln__1,1.6582485332615624,0.6344954094999986,-0.3877521210000019
nac_ntrc__bw_delnac_gln__2,2.0998754566334434,0.6517965395000003,-0.3182893920000005
nac_ntrc__bw_delnac_nh4__1,-0.3889559408175047,0.049252151500000174,-0.4074629840000004
nac_ntrc__bw_delnac_nh4__2,-0.1071257150279914,0.09158619050000016,-0.4319254960000016
misc__wt_no_te__1,1.3818959364998658,0.8055963485,-0.5747228530000008
misc__wt_no_te__2,1.1494596831813118,0.7341074955,-0.4345764080000016
misc__bw_delcbl__1,-0.1849461034706089,0.035281455499999836,-0.5447975610000011
misc__bw_delcbl__2,-0.2323674327781047,0.0774423845000003,-0.5101214760000019
misc__bw_delfabr__1,-1.190490018957716,-0.1645777104999997,-0.5468835700000003
misc__bw_delfabr__2,-1.0250427114029113,-0.3014689524999996,-0.5969020620000016
misc__bw_delfadr__1,-0.3870192375719359,0.0227612465,-0.6318394690000009
misc__bw_delfadr__2,-0.5263523504637735,0.08063040849999936,-0.5991148660000007
misc__nitr_031__1,1.1239717724742897,0.3691834524999997,-0.4462157430000016
omics__wt_glu__1,1.3159233911885695,0.4817487815000003,0.6836297179999988
omics__wt_glu__2,1.0664611059867526,0.3933811924999997,0.7885854679999991
omics__wt_gly__1,-0.2835344343865271,-0.050986039499999684,0.206760040999999
omics__wt_gly__2,0.2587900791898511,-0.023109983499999487,0.1833143229999994
omics__wt_thr__1,8.176281760064274,0.5990756294999997,-0.542585261000001
omics__wt_thr__2,8.403823939212591,0.5218365345000002,-0.6071561150000004
omics__bw_ac__1,-0.3079465429800063,-0.5340536034999994,0.045715160999998616
omics__bw_ac__2,-0.8400255775079747,-0.4149396495,0.09762738399999904
omics__bw_fum__1,-0.3074670605874424,-0.8381361135000001,-0.1884815580000012
omics__bw_fum__2,0.2590513413446864,-0.9121125334999984,-0.2422709619999992
omics__bw_glc__1,0.5509309139324652,-0.35132409249999963,-0.2345112470000004
omics__bw_glc__2,0.6443423052887794,-0.4675586545000003,-0.2088260980000012
omics__bw_pyr__1,-0.2890072366158264,-1.2049065184999996,0.08724294099999952
omics__bw_pyr__2,0.0187498768827389,-0.5649073274999994,0.02212409499999879
ompr__wt_nacl__1,1.0814326313128717,0.5331391284999993,-0.7696515920000007
ompr__wt_nacl__2,0.6760593722644825,0.5641948175000007,-0.6463673310000004
ompr__bw_delompr_nacl__1,-1.0789614957615488,0.07354963949999949,-1.035417797000001
ompr__bw_delompr_nacl__2,-0.7455574030198957,0.05694921849999979,-0.9836439900000008
minspan__wt_ade__1,0.900901338224106,0.4253597615000002,-0.579642380000001
minspan__wt_glc__2,0.5564868463273657,-0.10022184849999947,-0.946672155
minspan__wt_glc__3,-0.5241984168963577,-0.03482806650000025,-0.702451240000002
minspan__wt_glc__4,-0.8966515114786968,-0.12163705150000048,-0.6560544730000011
minspan__wt_glc_anaero__1,7.38719049901114,-0.1538379884999994,-1.3752412100000004
minspan__wt_glc_anaero__2,7.867502744296232,-0.36792119249999894,-1.5192858430000022
minspan__wt_trp__1,6.996391342110835,0.4121324694999986,-1.8579653490000012
minspan__bw_delcra_glc__2,4.983736989029884,0.3630780825000004,-1.774069647000001
minspan__bw_delcra_trp__1,7.781043152576785,0.6441685144999987,-1.6792622710000007
minspan__bw_delmntr__1,4.305539064895288,-0.10895602949999984,-1.529694333000002
minspan__bw_delnac_ade__1,5.962410565505582,0.0731933895000001,-0.24103003300000125
minspan__bw_delnac_glc__1,-0.6335010249760035,-0.18664946849999972,-0.7240322750000008
cra_crp__wt_ac__1,0.9888666187388636,0.10308692949999987,0.5630292579999985
cra_crp__wt_ac__2,1.266822387848328,0.18241066449999987,0.5452901479999994
cra_crp__wt_fru__1,-0.6102426512170249,0.2525159454999999,0.574998437999998
cra_crp__wt_fru__2,-0.9356231118624752,0.17281035049999982,0.5622400479999996
cra_crp__delcra_ac__1,0.0634253597426986,0.09591121550000016,-0.3505163840000005
cra_crp__delcra_ac__2,-0.1697860510930182,-0.051466273499999986,-0.29769803800000183
cra_crp__delcra_fru__1,0.9532768461471552,0.4381540525000007,-0.4862878060000018
cra_crp__delcra_fru__2,1.3050991717536515,0.5490068335,-0.5381468600000012
cra_crp__delcra_glc__1,0.6936721756335056,0.2574579395000001,-0.5029783950000013
cra_crp__delcra_glc__2,0.7003967581929728,0.2698259865000017,-0.5727874140000004
rpoB__wt_031__1,0.0290658571272929,-0.3415813295000003,-0.4392632620000008
rpoB__wt_044__1,0.923823902185404,0.11219308750000057,-0.35546248300000194
rpoB__wt_lb__1,2.8745495945145896,0.5881046484999999,-0.4312754440000006
rpoB__wt_lb__2,2.94455450924607,0.4456274494999999,-0.4756920160000018
rpoB__rpoBE546V_031__1,0.5900872070039113,-0.10447847550000056,-0.2190748840000012
rpoB__rpoBE546V_044__1,0.239817498781731,-0.08270643449999948,-0.29527451800000115
rpoB__rpoBE546V_lb__1,4.375090677143132,0.3906797055000002,-0.1772575130000007
rpoB__rpoBE546V_lb__2,4.328699259965677,0.44091671450000014,-0.1896798920000009
rpoB__rpoBE546V_glc__1,-0.6380777902778214,-0.3587007084999998,-0.13970386800000156
rpoB__rpoBE672K_glc__1,-1.7644122858667293,-0.8582225215000001,-0.2144874060000017
rpoB__rpoBE672K_glc__2,-2.8180972794633576,-0.6973849044999998,-0.2133236690000011
rpoB__rpoBE672K_lb__1,5.4488489636638695,0.12599003650000018,-0.31724649200000066
rpoB__rpoBE672K_lb__2,5.18318112979372,0.15349259949999985,-0.3099385020000014
crp__wt_fru__1,-0.5996763091710691,-0.4725241865000003,-0.2229942960000013
crp__wt_glyc__1,0.0984524452863947,-0.4338023084999998,-0.17428477600000036
crp__wt_glyc__2,0.3723469304950216,-0.4517896045000001,-0.08995859500000059
crp__delar1_glyc__1,8.835316063373744,0.7869022914999997,-1.2857264020000017
crp__delar1_glyc__2,12.088292542232924,1.0605303565000002,-1.5015297130000018
crp__delar1ar2_glyc__1,0.8766756068221829,0.4460130265000002,-0.15562998200000067
crp__delar1ar2_glyc__2,0.2522955515411451,0.4088875744999987,-0.11493448800000115
crp__delar1ar2_glyc__3,1.126313293516753,0.4974127275000004,-0.1471097530000005
crp__delar2_glyc__1,13.151823945128346,1.2369219454999998,-1.2714837790000022
crp__delar2_glyc__2,12.303928700768042,0.8874602844999986,-1.1773514360000004
crp__delar2_glyc__3,12.650448498667096,1.0767604395,-1.1748534320000008
crp__delcrp_fru__1,3.5479910905910983,0.5996688084999997,-0.24670364600000205
crp__delcrp_fru__2,3.158204998279796,0.5703166005,-0.21771090100000198
crp__delcrp_fru__3,3.391027466160653,0.5036175315000015,-0.34636329800000176
crp__delcrp_glc__1,1.380674347744439,0.2273135154999997,-0.14795257000000106
crp__delcrp_glc__2,1.9388511229184688,0.3345255854999998,-0.1338359880000013
crp__delcrp_glc__3,1.721913092599829,0.4058469044999997,-0.2458932260000015
crp__delcrp_glyc__1,0.4804949218189526,0.4500058444999997,-0.17621799900000035
crp__delcrp_glyc__2,1.0300566755716842,0.3381277484999998,-0.25661334000000124
crp__delcrp_glyc__3,1.1663535262316684,0.4754143025000008,-0.2795685010000017
glu__glu_ale3__1,2.713972418483499,-0.4428699924999995,-1.5312083710000015
glu__glu_ale4__1,0.0703113614618194,-0.2461249024999992,-0.3330961230000007
glu__glu_ale5__1,-0.5442151223195091,-0.6606236855000001,-0.7786549400000009
glu__glu_ale6__1,-0.9760719443510306,-0.7887084074999997,-0.12059369700000032
glu__glu_ale8__1,4.0217638841095935,0.2722742915000005,-1.378413375000001
glu__glu_ale9__1,1.267798439698744,-0.2739036004999997,-0.7807343670000009
glu__glu_ale10__1,1.82891363848454,-0.7454388865000006,-1.3600023360000009
42c__wt_42c__1,1.2886744578209557,-0.06704781849999986,-1.0145581910000008
42c__42c_ale1__1,7.738385652948129,0.1811508085,-1.8717782250000008
42c__42c_ale2__1,-0.5109264966854796,-0.3306118815000003,-0.4431280230000017
42c__42c_ale3__1,0.1548184954742359,-0.1838051574999993,-0.1727305000000019
42c__42c_ale4__1,2.7486665262669376,0.4484809985,-0.3207554420000012
42c__42c_ale5__1,0.5742644235784476,0.3130631115,-0.5273028440000012
42c__42c_ale6__1,5.946730476749552,-0.049182822499999716,-1.720490645
42c__42c_ale8__1,4.896444477783858,-0.09290142249999978,-0.7990813750000001
42c__42c_ale9__1,-0.3198944765452619,-0.05750777349999936,-0.4473727390000004
42c__42c_ale10__1,5.224982836981608,-0.008791543499998333,-0.9696312210000002
ssw__wt_ac__1,1.7630589021506855,-0.8583090594999998,-0.8082528600000014
ssw__wt_glc__1,-0.3308577206486929,0.0038348415000015726,-0.2496041240000011
ssw__wt_glyc__1,2.111055537655084,-0.7905101045,-0.3966449650000019
ssw__wt_xyl__1,1.1920605455376514,-0.6531480724999996,0.2157472579999986
ssw__glc_ale1__1,1.2759123681093043,-0.5733266404999995,-0.4638172160000007
ssw__glc_ale2__1,4.104238760290398,-0.3617682765000003,-1.507022258000001
ssw__glc_ale3__1,3.8609035285046094,-0.38723354150000056,-1.2375372210000002
ssw__glyc_ale1__1,1.0646155659241046,-0.0020606384999997123,-0.391325409000002
ssw__glyc_ale2__1,3.3139484726414694,-0.3970384554999997,-1.296498570000001
ssw__xyl_ale1__1,7.246643388026353,-0.6818209104999999,-0.9544926520000008
ssw__xyl_ale2__1,4.270385147302775,-0.34240253650000074,-0.6357546720000009
ssw__xyl_ale3__1,4.607271415683903,-0.08376697150000023,-0.9828595450000002
ssw__glc_ac_ac2__1,4.766052591181878,-0.4176094644999999,-2.2943992480000013
ssw__glc_ac_glc1__1,0.4911035240494619,-0.8176861595,-0.3561024360000005
ssw__glc_glyc_glc__1,3.911731841124714,-0.3219710434999996,-1.4659991440000013
ssw__glc_glyc_glyc__1,4.184440416082705,-0.38845042949999975,-0.5806601790000006
ssw__glc_xyl_glc__1,3.025042814002091,-1.3542981185,-1.242127184000001
ssw__glc_xyl_xyl__1,0.3109297845909664,-0.4038016254999999,-0.7752710380000014
ica__wt_glc__1,-0.3957568304578606,-1.2482984155,-0.7268877690000011
ica__wt_glc__2,0.2428690318761869,-1.0586845324999992,-0.7699083190000007
ica__wt_glc__3,0.5082817008140452,-0.7520441115000001,-0.5550889640000012
ica__wt_glc__4,1.1931066556965966,-0.8188419215000007,-0.701890070000001
ica__arg_sbt__1,6.362100705983436,-0.2863410384999998,-0.9857155870000014
ica__arg_sbt__2,5.445132221247436,-0.468019407499999,-0.8052297820000014
ica__cytd_rib__1,1.183737902357888,-0.4358049355000002,-0.6435942390000005
ica__cytd_rib__2,1.1322355508527997,-0.6309743794999996,-0.6875447610000016
ica__gth__1,6.330623368424622,-0.7184819784999998,-0.8140340760000004
ica__gth__2,6.464792828932591,-0.7504386355000001,-0.9197743240000024
ica__leu_glcr__1,1.0919741886451515,-0.5791105414999995,-0.5381583960000018
ica__leu_glcr__2,1.122599428684517,-0.6834166564999995,-0.5397882840000019
ica__met_glc__1,1.0788847747844967,-0.9902756455000016,-0.7339297900000012
ica__met_glc__2,0.3814731721208653,-1.2867556815000007,-0.7304694330000014
ica__no3_anaero__1,25.419356824260905,-0.32411681550000004,-0.7996812930000008
ica__no3_anaero__2,24.235097307602658,-0.5466204944999999,-0.7648052850000013
ica__phe_acgam__1,0.4565800912265683,-0.9350117724999992,-0.5583355860000019
ica__phe_acgam__2,0.4020542265986366,-1.1942437415000002,-0.4918045360000018
ica__thm_gal__1,3.922543690084064,-0.010120483499999722,-0.6206503470000015
ica__thm_gal__2,3.930881209228603,0.05020451349999977,-0.6047507440000004
ica__tyr_glcn__1,2.3413370189115468,-0.5662972534999984,-0.6034127080000005
ica__tyr_glcn__2,4.25125775239119,-0.4109628755000001,-0.6014504730000017
ica__ura_pyr__1,0.7309189753184017,-0.8255950734999997,-0.5894554290000009
ica__ura_pyr__2,0.7199064616880289,-0.8005288574999998,-0.5449526920000007
ica__wt_glc__5,4.173729858748769,-0.5925904434999998,-0.6705241160000011
ica__wt_glc__6,3.8221903923059646,-0.5365248515000003,-0.6067997510000005
ica__bw_delpurR_cytd__1,1.9307022755765595,-1.150300382499999,-0.7190110720000007
ica__bw_delpurR_cytd__2,0.2809623836607574,-1.1125573584999984,-0.6968049610000016
ica__ade_glc__1,0.377051077621123,-0.9379271884999998,-0.6706830310000012
ica__ade_glc__2,0.8694104784108689,-0.8743913924999998,-0.7218945370000007
ytf__wt_glc__1,2.5824045394240738,-0.12357321249999932,-1.0162461270000005
ytf__wt_glc__2,2.576154297559654,-0.15965931849999834,-1.3082336250000015
ytf__delyafC__1,13.355216232914856,0.8482297725000008,-1.7164273530000018
ytf__delyafC__2,13.04406545119925,0.7273271894999986,-1.6210117860000004
ytf__delyeiE__1,6.991012871319816,0.4105892334999988,-0.1461128140000003
ytf__delyeiE__2,5.79808331164274,-0.05585968050000023,-0.4326376600000009
ytf__delyiaJ__1,7.08678796501599,0.43253308550000025,-1.55639051
ytf__delyiaJ__2,7.704211791893756,0.5352296384999997,-0.8717574610000014
ytf__delyieP__1,9.528595912034886,0.19399182650000046,-1.347170503000001
ytf__delyieP__2,8.783439381220706,0.13679431949999987,-1.305195932000002
ytf__wt_ph5__1,4.4670520592468606,-0.21598817950000004,-0.5570430830000017
ytf__wt_ph5__2,4.1959892813834845,-0.19248613749999954,-0.5606580010000021
ytf__wt_ph8__1,-0.2074728121831119,-0.35995393949999954,-0.5787427820000008
ytf__wt_ph8__2,1.4472871706712718,-0.27431484150000074,-0.3957363220000012
ytf__delybaO__1,10.571497420564985,0.4246207255000005,-1.6552725600000002
ytf__delybaO__2,11.250480698959294,0.5214714285000001,-1.410532003000002
ytf__delybaQ__1,-0.2757978775232486,-0.2681458604999998,-0.606795733000002
ytf__delybaQ__2,-0.1405890684257915,-0.2141154734999997,-0.5836305950000007
ytf__delybiH__1,3.837347049808931,-0.021794833499999555,-0.9780890030000008
ytf__delybiH__2,8.871314617483183,0.20510170549999973,-1.476111577000001
ytf__delydcI_ph5__1,3.2471187658420435,-0.3228478054999995,-0.6045711670000014
ytf__delydcI_ph5__2,2.838376910696626,-0.4355703905000015,-0.612837080000002
ytf__delydcI_ph8__1,0.5019940923749351,-0.23065727849999984,-0.4941553620000008
ytf__delydcI_ph8__2,-0.3141629266727249,-0.3051913155000001,-0.6297628440000018
ytf__delyddM__1,1.9978198299784544,0.11745116450000025,-0.5226934970000006
ytf__delyddM__2,0.5694776604746432,0.07583943649999991,-0.4254320210000007
ytf__delyheO__1,9.909235225015664,0.3870393585,-1.8218537240000008
ytf__delyheO__2,11.540612736728567,0.3588376784999987,-1.8295830700000009
fps__bw_glc__1,0.0606440242844099,-0.7943733424999992,-0.6606700440000015
fps__bw_glc__2,0.7115542523177897,-0.6581343165,-0.7722607140000015
fps__fps_thrA_ale1__1,0.577640372504642,-0.2444576485000001,-0.5674762880000017
fps__fps_thrA_ale1__2,0.8205253106303155,-0.22257904050000032,-0.7100081640000013
fps__fps_thrA_ale2__1,0.6168710078737394,-0.3165566974999994,-0.7084273220000004
fps__fps_thrA_ale2__2,1.1270966884514342,-0.2330808065000003,-0.6741296350000017
fps__fps_serB_ale1__1,1.0758830728506394,-0.42182246549999997,-0.7472038340000005
fps__fps_serB_ale1__2,2.079175888801069,-0.2425066065000001,-0.6559473680000014
fps__fps_serB_ale4__1,2.202318364173116,-0.7474121245000003,-1.1846466490000012
fps__fps_serB_ale4__2,1.200875219576731,-0.4772296524999993,-1.019253874000002
fps__fps_ptsI_ale1__1,0.5108664426448242,-0.9798916594999998,-0.9269502930000008
fps__fps_ptsI_ale1__2,0.0126826566086667,-0.9160638715000003,-0.8308143870000021
fps__fps_ptsI_ale3__1,0.2074147186821587,-1.0673735244999998,-0.8180644960000016
fps__fps_ptsI_ale3__2,0.5981247223839782,-0.9897267365000006,-0.8140812820000018
pal__lyx_ale2_f6__1,0.732008883137932,-0.8733868394999984,-0.4994335160000016
pal__lyx_ale2__1,0.2598023834818039,-0.5212098915000007,-0.5389567430000017
pal__lyx_ale2__2,0.6581013492243835,-0.43257182249999904,-0.5235788160000006
pal__lyx_ale4__1,-1.588124443618478,-1.2860029674999989,-0.7789653710000017
pal__lyx_ale4__2,0.2256968105262084,-0.9581307365000002,-0.7546695460000006
pal__5drib_ale10_f18__1,5.353203490614103,-0.7201649965000003,-0.8584368649999998
pal__5drib_ale10_f18__2,5.223986803000396,-0.6814127944999999,-0.7536076010000006
pal__5drib_ale10__1,4.204160060342034,-0.1758722205000005,-0.6081119500000014
pal__arab_ale14_f9__1,1.9854630959359425,-0.07170880249999902,-0.6507291250000016
pal__arab_ale14_f9__2,1.666240705614917,0.05077463449999975,-0.5790906580000019
pal__arab_ale14__1,2.345167161947885,-0.31848850949999985,-0.5612669600000011
pal__arab_ale14__2,1.1263791934292595,-0.6615002365000002,-0.6327277780000014
pal__arab_ale16__1,3.895430385271224,0.5829491044999999,-0.6648468970000003
pal__arab_ale16__2,5.809454557283788,0.5586155835000001,-0.6864830750000017
pal__tartr_ale26_f10__1,1.4047940844531803,-0.8698164945000002,-0.703734273000002
pal__tartr_ale26_f10__2,0.8805564234466157,-0.6115317274999992,-0.6609027810000008
pal__tartr_ale26__1,0.2432250329210522,-0.7410600384999997,-0.7898414690000024
pal__tartr_ale26__2,0.7057404029624204,-0.7062647344999995,-0.7943045050000013
pal__tartr_ale28_f10__1,2.050079304325706,-0.7938215304999998,-0.6169361680000005
pal__tartr_ale28_f10__2,3.539680878201623,-0.9818579145,-0.6927632880000019
pal__tartr_ale28__1,0.954507089782345,-0.7693066324999993,-0.7137339220000012
pal__tartr_ale28__2,0.8866102501476035,-0.8011193074999996,-0.6521569950000004
efeU__delmenFentC_citr__1,3.655329296139111,-0.0938442644999995,-1.164833993000002
efeU__delmenFentC_citr__2,3.921861802010692,-0.2117927454999995,-1.2848913940000024
efeU__delmenFentC__1,2.0469673150052734,0.19650876050000046,-0.5161069770000015
efeU__delmenFentC__2,1.4566629644255649,0.1538504965000005,-0.5080433480000011
efeU__menFentC_ale39__1,10.477138467331434,0.1517904105000003,-2.109849670000001
efeU__menFentC_ale39__2,10.920573974032276,0.3921516294999998,-2.0968477890000026
efeU__menFentC_ale29__1,9.310288349694094,-0.4200080484999997,-2.366996998000001
efeU__menFentC_ale29__2,8.794610427114664,-0.5188053044999998,-2.3954243040000014
efeU__menFentC_ale30__1,0.6600643626596293,-0.7710836915000003,-0.5423336000000011
efeU__menFentC_ale30__2,0.587098431459026,-0.6546561955000003,-0.4112517400000009
efeU__menFentCubiC_ale36__1,1.2219050085862135,0.10485902650000156,-0.4590538350000006
efeU__menFentCubiC_ale36__2,1.1343123428626196,-0.2659715915000005,-0.5276504510000013
efeU__menFentCubiC_ale37__1,0.9739669007431888,-0.3369691674999995,-0.4292119980000013
efeU__menFentCubiC_ale37__2,1.1742206104197968,-0.21318631050000025,-0.37967822400000095
efeU__menFentCubiC_ale38__1,1.308893007143297,-0.1927905494999997,-0.4036745170000007
efeU__menFentCubiC_ale38__2,1.661607859190825,-0.1314762604999995,-0.3732575010000012
misc2__salc_glc__1,2.994537627014884,0.04884142349999987,-0.22932395800000194
misc2__salc_glc__2,3.4457236621159946,-0.05881932949999946,-0.03345726400000082
misc2__dbcn_glc__1,1.4575369014467878,-1.3161856565,-0.7301900130000014
misc2__dbcn_glc__2,-0.1653715125285864,-0.9762902215000002,-0.8092735110000007
misc2__tyr_glc__1,0.609507467589849,-0.29137660349999983,-0.5575643070000016
misc2__tyr_glc__2,1.064855586622152,-0.2493271774999997,-0.5539005700000015
misc2__arg_cytd__1,4.600502129664169,-0.7299638994999995,-1.1034638080000008
misc2__arg_cytd__2,1.7080827451567355,-0.7226907684999997,-0.7432087820000017
misc2__delyheO_pyr__1,6.490870575382267,-0.16499258649999948,-0.7526202150000003
misc2__delyheO_pyr__2,2.424228120959403,-0.3955289274999991,-0.4191611070000008
misc2__dellon_glc__1,1.1911843279807024,-0.4105492865000002,0.3493916779999981
misc2__dellon_glc__2,0.2434416900775445,-0.7020863384999999,0.5194171779999994
nquinone__delubiC__1,0.4568778808224057,-0.4614789295000001,-0.6095067330000017
nquinone__delubiC__2,0.6963308585292064,-0.25647179449999946,-0.6044100700000019
nquinone__ubiC_ale1__1,1.3902619148274178,-0.05616607949999963,-0.4323583200000005
nquinone__ubiC_ale1__2,0.4213249688223119,-0.09777098249999927,-0.6067025980000018
nquinone__ubiC_ale2__1,1.1356872727038034,0.043204039499999965,-0.5499352390000016
nquinone__ubiC_ale2__2,1.0450191569784282,-0.025497963499999443,-0.5028724020000013
nquinone__ubiC_ale3__1,0.9030251619269788,-0.8959829054999995,-0.5823368140000014
nquinone__ubiC_ale3__2,1.0299628937392649,-0.9659653554999998,-0.5599778960000013
nquinone__ubiC_ale4__1,1.0679344595936986,0.006563358499999339,-0.6001517920000019
nquinone__ubiC_ale4__2,1.3515407922895624,0.20412599849999946,-0.5363889490000009
nquinone__delpdhR__1,0.5078390415342531,-1.1638198045,-0.8817682130000009
nquinone__delpdhR__2,0.2421196039784172,-1.2477763024999993,-0.8676659450000006
quinone__glu_ale4__1,0.5121775034955064,-0.6137973695000003,-0.7937296570000019
quinone__glu_ale4__2,7.692944367390667,0.08294221950000047,-1.3345289250000008
quinone__delmenF__1,1.2166786100703624,-0.0494158054999998,-0.6263961320000018
quinone__delmenF__2,0.6472995537409929,-0.06627740650000025,-0.5904860330000012
quinone__menF_ale5__1,7.169346383798712,0.03095992349999932,-1.5730570960000012
quinone__menF_ale5__2,7.426755812375389,-0.001696112499999458,-1.5773257790000024
quinone__menF_ale6__1,8.17306390155055,-0.04363322650000079,-2.032580734000001
quinone__menF_ale6__2,8.446019500270223,0.05963873849999945,-2.029661312000001
quinone__menF_ale7__1,10.297466888157244,0.2125941684999999,-2.266448492000001
quinone__menF_ale7__2,8.848704477896625,0.20252375549999968,-2.358642473000001
quinone__menF_ale8__1,10.964478021025544,0.3216119255000001,-2.309375750000001
quinone__menF_ale8__2,6.631506861835955,0.30951476250000104,-0.8210202880000015
quinone__delmenFubiC__1,2.176316325265974,0.0021142935000000307,-0.5446679390000018
quinone__delmenFubiC__2,2.151189339546984,0.13728447050000006,-0.5307565460000011
quinone__menFubiC_ale1__1,16.265547969690534,0.7491145084999999,-2.5481107570000012
quinone__menFubiC_ale1__2,15.921301082146943,0.6345051144999987,-2.5745257670000012
quinone__menFubiC_ale2__1,16.711907529362183,0.9392737994999996,-2.5041279210000007
quinone__menFubiC_ale2__2,17.236967118103195,1.0102653854999994,-2.4451129780000027
quinone__menFubiC_ale3__1,2.6015045614290155,-0.1866845735,-0.5054432390000017
quinone__menFubiC_ale3__2,3.44969431816648,-0.2045876594999996,-0.5051048730000005
quinone__menFubiC_ale4__1,9.854057242551145,0.22164052750000085,-1.639778015000001
quinone__menFubiC_ale4__2,9.172371040941693,0.12060501250000046,-1.525707863000001
oxyR__wt_glc__1,0.6711622146599531,-1.1792619845,-0.8089780310000005
oxyR__wt_glc__2,0.3751743783076757,-1.2122088054999995,-0.6878140150000007
oxyR__wt_h2o2__1,1.3684582328056614,-1.2092205445,-0.7709993870000016
oxyR__wt_h2o2__2,1.3613013389692457,-0.7819696074999998,-0.5165665970000006
oxyR__glu_ale4__1,2.2921272141546964,-0.4191883424999992,-0.4998186800000006
oxyR__glu_ale4__2,3.276951082888408,-0.44187062549999995,-1.0535432470000003
oxyR__glu_ale4_h2o2__1,3.3919857506941646,-0.3740276255000001,-0.8761725550000001
oxyR__glu_ale4_h2o2__2,3.9980412006923256,-0.3782253115000005,-1.0044108940000012
oxyR__oxyR_ale17__1,5.262664736300536,-0.7739573244999995,-0.9421467330000012
oxyR__oxyR_ale17__2,5.92073216709822,-0.8888965104999995,-1.093086918000001
oxyR__oxyR_ale17_h2o2__1,4.892597580519875,-0.9141537815000004,-0.9796284760000002
oxyR__oxyR_ale17_h2o2__2,2.1603590451505035,-1.1604518145,-0.5898082770000013
oxyR__oxyR_ale18__1,2.229362814702571,-1.5072900634999984,-1.166562635
oxyR__oxyR_ale18__2,1.7677859072832915,-1.4919827405,-0.6725769710000016
oxyR__oxyR_ale18_h2o2__1,5.0607037014576175,-0.9541385955,-1.0918933600000005
oxyR__oxyR_ale18_h2o2__2,4.827824303905971,-1.0521794555,-1.1393528260000014
oxyR__oxyR_ale19__1,1.1273953283960785,-1.6118221615,-1.0451964960000009
oxyR__oxyR_ale19__2,4.39814008234237,-1.4187666805,-0.725073354000001
oxyR__oxyR_ale19_h2o2__1,0.2383493076197639,-1.5853093895,-0.7358367710000007
