,A,NarL,Fnr
pcoli__hsTPH_E2K_N91I_P99C__1,1.9807438597663696,-0.7407224924999998,-0.3295064520000004
pcoli__hsTPH_E2K_N91I_P99C__2,1.053693204050692,-0.7195519345000001,-0.4272124510000008
pcoli__hsTPH_N158trunc__1,1.7068346002200696,-0.3692697815000008,-0.04011854100000178
pcoli__hsTPH_N158trunc__2,1.8779165682040055,-0.4899277475000003,-0.0891516370000005
pcoli__hsTPH_N174trunc__1,1.6241316003871489,-0.5297338444999999,-0.4509407600000017
pcoli__hsTPH_N174trunc__2,1.2694215754846354,-0.5399660135000001,-0.2544656520000004
pcoli__hsTPH_Ntermtrunc__1,2.0730920208511296,0.43524424449999977,0.08120852199999895
pcoli__hsTPH_Ntermtrunc__2,3.00931214896803,0.6075804584999993,-0.3630076400000011
pcoli__hsTPH1__1,1.6622839205681943,-0.2607317304999999,-0.4578139740000005
pcoli__hsTPH1__2,1.617568535397107,-0.27928310450000016,-0.4164835860000018
pcoli__MBP__1,3.6027814798045608,-0.7889837015000003,-0.9117002910000008
pcoli__MBP__2,2.168503501709394,-0.29348330249999943,-0.3261531160000004
pcoli__msCOMT__1,1.224911446693135,-0.5418198754999999,-0.4175279690000018
pcoli__msCOMT__2,1.145234187761268,-0.5107075374999992,-0.3509913490000009
pcoli__ocAANAT__1,1.2108557465233114,-0.6138434604999999,-0.3931989210000015
pcoli__ocAANAT__2,1.0268816673155805,-0.6652457934999996,-0.40912006900000186
pcoli__osTDC_K374H__1,2.2910447460604826,0.3972365025000002,-0.4867337290000009
pcoli__osTDC_K374H__2,2.841724236641745,0.5434466144999988,-0.5400144710000011
pcoli__osTDC_K374L__1,1.4108654335768045,-0.2198352054999999,-0.3414374370000015
pcoli__osTDC_K374L__2,0.9220259056766326,-0.14079581050000026,-0.2780145520000019
pcoli__osTDC_K374Q__1,1.5584749113803695,-0.2760847524999992,-0.5542566460000007
pcoli__osTDC_K374Q__2,1.862358199013884,-0.12585417549999978,-0.5038226680000015
pcoli__osTDC_L360V__1,2.0476390881989386,-0.7044672034999984,-0.5578479170000019
pcoli__osTDC_L360V__2,1.9352823016771608,-0.6702064145000001,-0.4621018020000012
pcoli__pmTPH__1,0.4981383936816302,-0.8203616895000003,-0.3615149380000009
pcoli__pmTPH__2,-0.1064284620853614,-0.5814454734999996,-0.25580899000000196
pcoli__RFC__1,1.481645538932267,-0.7457907865000006,-0.3978887450000013
pcoli__RFC__2,1.2101613006350322,-0.8047283165000003,-0.3922490920000019
pcoli__RFCctrl__1,2.920542682637677,-0.011515938499999656,-0.44447988700000174
pcoli__RFCctrl__2,3.294670003505701,-0.033051968499999695,-0.4408784980000018
pcoli__RFCnopause__1,1.6916503587827754,0.11185093150000024,-0.2864244790000008
pcoli__RFCnopause__2,1.917677498084217,0.10091024750000076,-0.08273235300000081
pcoli__RFCpluspause__1,1.8889396981932045,0.2887766645000003,0.1545512699999989
pcoli__RFCpluspause__2,1.8411014072786305,0.3286167855000004,0.07042016199999956
pcoli__rnCOMT_sol__1,2.4757247678036074,0.2604318434999993,-0.17274806600000048
pcoli__rnCOMT_sol__2,2.5678183461442714,0.14479610750000038,-0.4337834540000003
pcoli__rnPNMT__1,0.5694419503604169,-0.6503718574999997,-0.3179635610000009
pcoli__rnPNMT__2,0.3609823509013917,-0.5710341855000003,-0.18763661800000087
pcoli__rnTDC__1,1.339038237448804,-0.8034015284999994,-0.42691140300000185
pcoli__rnTDC__2,2.5753887286859207,-0.5989118515000005,-0.3748737990000013
pcoli__rnTDC_trunc__1,1.7038616066649768,-0.1505094954999997,-0.4044171730000006
pcoli__rnTDC_trunc__2,1.857454255434979,-0.13359554450000033,-0.4447234620000007
pcoli__saCOMT_T2A__1,1.1419776450122174,-0.5705627094999999,-0.42860287400000097
pcoli__saCOMT_T2A__2,1.826576680636249,-0.5225363465000008,-0.3781226900000014
pcoli__sfCOMT__1,0.7808411401391944,-0.8298738904999999,-0.44960219400000057
pcoli__sfCOMT__2,0.9447548205919252,-0.8771755674999993,-0.5031535040000019
pcoli__sgAANAT_D63G__1,0.9898187327497232,-0.7726151815000001,-0.504442709000001
pcoli__sgAANAT_D63G__2,1.9333843374365511,-0.6505942794999999,-0.505781927000001
pcoli__ssDDC__1,1.612382641780447,-0.4901580805000005,-0.4876204370000004
pcoli__ssDDC__2,1.7948939513310185,-0.41093302949999977,-0.4406569140000016
pcoli__TP53B__1,1.8563829057699055,-0.31459414650000017,-0.3751957170000004
pcoli__TP53B__2,2.0417034237874465,-0.41722876849999935,-0.3936893330000011
pcoli__WT__1,2.3999174849523675,0.38078835949999856,-0.017957380000000356
pcoli__WT__2,2.426047052130349,0.3210873534999994,0.0652472039999985
cck__glu_ale4__1,0.4463861940898176,-0.022228270500000317,-0.35945235700000033
cck__glu_ale4__2,1.614783160842967,-0.3838881334999984,-0.8305684780000018
cck__cck_ale1__1,0.7707336564153289,-0.4706912815000006,-0.961059598000002
cck__cck_ale1__2,0.3431797215324236,-0.3814748984999996,-0.9317755310000012
cck__cck_ale2__1,0.7377151840623447,-0.5828621515000005,-0.9685375080000008
cck__cck_ale2__2,0.8149766755226281,-0.3574557165000005,-0.981337131
cck_pgi__gmos_delpgi__1,4.964746170872132,0.033470925500000526,-0.4628090460000021
cck_pgi__gmos_delpgi__2,5.734316027784145,0.16535923949999987,-0.16406430800000038
cck_pgi__pgi_ale1__1,-0.2902715147232683,0.1535600155000001,-0.4282732630000013
cck_pgi__pgi_ale1__2,0.4963234706794781,-0.05100116050000025,-0.7639974080000016
cck_pgi__pgi_ale2__2,1.6682870823589928,0.3477169765000001,-0.7069345330000019
cck_pgi__pgi_ale3__1,-0.1898926667259802,0.08478161150000041,-0.32058263600000103
cck_pgi__pgi_ale3__2,-0.0011558819533631,-0.07014522249999901,-0.8465770460000002
cck_pgi__pgi_ale4__1,0.377226771753694,0.06682618650000016,-0.4595983030000017
cck_pgi__pgi_ale4__2,0.128179404641656,-0.4949047524999992,-1.1191339210000013
cck_pgi__pgi_ale4__3,2.8891729010032123,-0.4233367555000003,-1.0593002560000002
cck_pgi__pgi_ale5__1,-0.3087137695223402,0.09654271349999988,-0.2288642010000004
cck_pgi__pgi_ale5__2,0.1669171996789621,-0.1690726394999995,-0.6986040670000015
cck_pgi__pgi_ale6__1,-0.1787993392301451,0.2727998925000001,-0.39119517000000137
cck_pgi__pgi_ale6__2,0.6244191715141199,-0.1189925504999998,-0.8692978560000011
cck_pgi__pgi_ale7__1,-0.0118307133785181,0.11700101550000053,-0.3554688520000013
cck_pgi__pgi_ale7__2,0.4998175993984518,-0.12247535749999905,-0.7888647680000016
cck_pgi__pgi_ale8__1,0.9823310335044068,0.09809573949999972,-0.15190588100000113
cck_pgi__pgi_ale8__2,1.1260958498735536,-0.1403017965000002,-0.5813522750000004
cck_sdh__gmos_delsdhCB__1,7.515912272937472,0.9577260554999992,-2.153072614000002
cck_sdh__gmos_delsdhCB__2,14.03710999299733,1.2829432884999994,-1.8334584040000024
cck_sdh__sdh_ale1__1,3.3613160303011576,0.16627008849999925,-0.8717332860000013
cck_sdh__sdh_ale1__2,5.694111979503609,0.3032121315000005,-0.8320163940000018
cck_sdh__sdh_ale2__1,2.0321772463394225,0.06055213150000061,-0.879391827000001
cck_sdh__sdh_ale3__2,1.8724319857051197,0.1116408455000002,-0.7810000100000014
cck_sdh__sdh_ale3__1,1.7908467375294583,-0.08640840849999963,-0.9420971550000008
cck_sdh__sdh_ale3__3,1.4042764128651877,-0.11876943150000052,-0.8912833380000009
cck_pts__gmos_delptsHIcrr__2,10.797511638849176,-0.09096552749999988,-1.3678671840000014
cck_pts__gmos_delptsHIcrr__1,10.785928484422076,-0.13545914449999952,-1.1230291300000008
cck_pts__pts_ale1__2,2.937993931491325,-0.2160116335,-0.9976202350000012
cck_pts__pts_ale1__1,2.4613373539483248,-0.29661428050000005,-0.9334525690000016
cck_pts__pts_ale2__2,-0.9550864730454668,-0.7527068004999995,-1.3677769430000009
cck_pts__pts_ale2__1,-0.917760057587736,-0.6565486024999991,-1.413098574000001
cck_pts__pts_ale3__2,1.918795451900912,-0.9239654305,-1.1207950990000022
cck_pts__pts_ale3__1,3.2284629014860005,-0.6381105895000001,-1.1338764010000002
cck_pts__pts_ale4__2,-0.8675777839632487,-0.6865628524999998,-0.7097418820000012
cck_pts__pts_ale4__1,-0.221767698913995,-0.7730456334999998,-0.7506745410000004
cck_gnd__gmos_delgnd__1,4.901992381462089,0.7423524004999997,-1.7581264190000017
cck_gnd__gmos_delgnd__2,7.4652461551952705,0.9820097895000002,-1.7355426860000005
cck_gnd__gnd_ale1__1,1.2832178087361823,-0.5338358005000003,-0.9005377990000021
cck_gnd__gnd_ale1__2,1.4623316589693138,-0.3519824015000008,-0.9051531070000004
cck_gnd__gnd_ale2__1,1.7465149075405448,-0.4300432364999995,-0.8906716470000013
cck_gnd__gnd_ale2__2,2.399865593968236,-0.3637060365,-0.9525487850000012
cck_gnd__gnd_ale3__1,1.550062021995775,-0.3175386865000007,-0.8742065520000004
cck_gnd__gnd_ale3__2,4.001236101172544,-0.0969884814999995,-0.9746605950000014
cck_tpiA__gmos_deltpiA__1,1.3660797612663178,-0.035874482499999694,-0.2238339860000007
cck_tpiA__gmos_deltpiA__2,3.0401341848238834,-0.2372376455000005,-0.6193091200000005
cck_tpiA__tpiA_ale1__1,1.2940664625460507,-0.0046118424999992405,-0.4531617410000006
cck_tpiA__tpiA_ale1__2,1.111162193178276,0.11120117050000022,-0.4516763980000018
cck_tpiA__tpiA_ale2__1,0.8680265614296868,0.002010092500000837,-0.4059133790000011
cck_tpiA__tpiA_ale2__2,1.2096687569649824,-0.09773722749999968,-0.6912261780000009
cck_tpiA__tpiA_ale3__1,1.903949722860736,-0.06962666849999978,-0.8604532270000007
cck_tpiA__tpiA_ale3__2,2.4010020616858503,-0.02314525450000016,-0.875080285000001
cck_tpiA__tpiA_ale4__1,2.569714775157699,0.4562402624999997,-0.8669902390000015
cck_tpiA__tpiA_ale4__2,4.174201878954841,0.5276794544999985,-0.8701136720000004
acid_tale__acid_ale1_pH7__1,0.564023449762669,-0.3882596934999985,-0.6737216190000019
acid_tale__acid_ale1_pH7__2,0.3005487832490324,-0.4530958184999996,-0.7296190680000016
acid_tale__acid_ale1_pH5__1,14.148359487360922,0.040418519500000194,-1.6861938410000017
acid_tale__acid_ale1_pH5__2,16.848357429937455,0.4396251194999987,-1.8789758250000004
acid_tale__acid_ale2_pH7__1,0.1273647322149423,0.06826935849999938,-0.6239651440000014
acid_tale__acid_ale2_pH7__2,0.237772535734012,0.07051492349999933,-0.6028576310000009
acid_tale__acid_ale2_pH5__1,5.55876757423758,0.2923998865000001,-0.6197885530000011
acid_tale__acid_ale2_pH5__2,8.022961108977817,0.4249205595000003,-0.8739343050000006
acid_tale__low_Mg_ale_pH7__1,1.373806579137414,-0.7947534244999996,-0.8099119770000005
acid_tale__low_Mg_ale_pH7__2,1.2200898053519442,-0.5075561365000008,-0.798887112000001
acid_tale__low_Mg_ale_pH5__1,9.762969154423006,-0.07042689850000006,-0.6407058410000008
acid_tale__low_Mg_ale_pH5__2,10.69251906409212,0.038401639499999966,-0.6845121800000005
acid_tale__MES_ale_pH7__1,-0.5638944553906174,-0.6963044714999995,-0.7351243470000011
acid_tale__MES_ale_pH7__2,-0.1791073535628506,-0.6922107615000002,-0.7482274840000009
acid_tale__MES_ale_pH5__1,8.481056053197488,0.04706807150000003,-0.7733825330000013
acid_tale__MES_ale_pH5__2,12.201664106649474,0.47364752950000005,-0.9325602170000008
acid_tale__gmos_pH7__1,0.0113936763498298,-0.4407953934999984,-0.7014007320000015
acid_tale__gmos_pH7__2,-0.0389127803668034,-0.4829654065,-0.651219827000002
acid_tale__gmos_pH5__1,9.634671544342794,0.03020381450000009,-0.7339725590000015
acid_tale__gmos_pH5__2,7.9175197832127475,-0.1135068334999998,-0.6206115390000004
adnB__wt_adn__1,1.3503882541623342,-1.5303865944999997,-1.2661294560000016
adnB__wt_adn__2,6.16796286433218,-1.4267996655000001,-0.3508825320000017
adnB__delydhB_adn__1,3.771139183743332,-2.6117934965000003,-1.849478930000001
adnB__delydhB_adn__2,1.0387757653961742,-1.2349381365000005,-1.2124607080000018
ytf2__wt_glc__1,0.2922855021120983,-0.3962228974999995,-0.3691331690000013
ytf2__wt_glc__2,0.1345500160818303,-0.4647902934999984,-0.4314075400000004
ytf2__ybcM_glc__1,1.3254668396929057,-0.27864710650000024,-0.6108619550000007
ytf2__ybcM_glc__2,1.908596146620107,-0.3293468484999984,-0.4794716090000009
ytf2__ydhB_glc__1,0.4979414139582255,-0.2798938995000002,-0.4706409150000006
ytf2__ydhB_glc__2,0.8214749622625095,-0.3104366645000001,-0.4873095480000007
ytf2__yfeC_glc__1,0.1532555622351793,-0.4414590915000005,-0.5045418040000005
ytf2__yfeC_glc__2,0.256099358274263,-0.3999695005000001,-0.5076367540000017
ytf2__yciT_glc__1,0.0342148658776337,-0.6381665165000001,-0.5501008420000009
ytf2__yciT_glc__2,0.1751434717668236,-0.7197927745000001,-0.6373314050000012
ytf2__ydiZ_glc__1,0.171700360848972,-0.7677580274999993,-0.4731582590000016
ytf2__ydiZ_glc__2,-0.1019170326427418,-0.7151323414999995,-0.4264544480000012
ytf2__ynfL_glc__1,0.1584084053244498,-0.5126629765000006,-0.41808168900000103
ytf2__ynfL_glc__2,0.0474729063366582,-0.3685312105000005,-0.3342424490000013
ytf3__wt_glc2__1,-0.4330105525527922,-0.6001066655000002,-0.4855542560000004
ytf3__wt_glc2__2,-0.6068134182563858,-0.5297932524999993,-0.360020973000001
ytf3__wt_pH7_lactate__1,1.4492627876928177,-0.4450588374999995,-0.5143138700000005
ytf3__wt_pH7_lactate__2,1.3599416504121629,-0.4530281224999992,-0.5936096370000019
ytf3__wt_pH55_lactate__1,6.111072606379597,-0.5466195804999998,-0.6581930260000011
ytf3__wt_pH55_lactate__2,3.3125572530306893,-0.38416190650000015,-0.449162096000002
ytf3__wt_pH55_HCl__1,4.592797630763754,-0.3298288515000003,-0.5533519400000007
ytf3__wt_pH55_HCl__2,4.75556330774164,-0.3882837554999998,-0.6147100510000012
ytf3__dyieP_pH7__1,-0.5457816110119278,-0.6664045554999998,-0.4133001080000014
ytf3__dyieP_pH7__2,0.2787562993584784,-0.6698855994999997,-0.4512855060000014
ytf3__dyieP_pH55__1,0.2672244945322833,-0.7236744344999995,-0.3414837130000006
ytf3__dyieP_pH55__2,-0.1248612144457814,-0.4768536134999994,-0.3709732070000005
minicoli__aldA_f1c2__1,2.6836542914574157,-0.6646372784152028,-9.786193262000001
minicoli__aldA_minE__1,3.564694517544086,-0.6510117320200841,-9.786193262000001
minicoli__mg1655_glc__1,-1.4782833022099815,-1.7863855440399634,-0.4925999711224929
minicoli__mg1655_glc__2,-0.5911995248322003,-1.7879486365451136,-0.4426965789630497
minicoli__minE_cyt__1,2.279664939111203,-1.736789262142044,-9.786193262000001
minicoli__minE_cyt__2,2.339660946172593,-1.804702328034434,-9.786193262000001
minicoli__minE_fruc__1,1.6361748612714122,-1.6944704999917075,-9.786193262000001
minicoli__minE_fruc__2,1.73071745555736,-1.5995687582213511,-9.786193262000001
minicoli__minE_glc__1,1.606070879678079,-1.7125992067469182,-9.582201996938288
minicoli__minE_glc__2,1.5566001947586705,-2.009506038776748,-9.608680294899557
minicoli__minE_glyc__1,4.148101417156922,-0.8561682780608155,-9.786193262000001
minicoli__minE_glyc__2,3.735554223509496,-0.7197412222697857,-9.786193262000001
minicoli__minE_Fe_starve__1,2.6280503000029283,-1.4257779559296235,-9.786193262000001
minicoli__minE_Fe_starve__2,2.479059623717402,-1.6766659878815666,-9.786193262000001
minicoli__minE_LB__1,2.5366508371525858,-0.5929297289387234,-9.786193262000001
minicoli__minE_LB__2,2.9223543491593698,-0.3942607117869024,-9.786193262000001
minicoli__minE_N_starve__1,3.0034540660049154,-1.0940742887526698,-9.786193262000001
minicoli__minE_N_starve__2,3.222029986486759,-1.2890626028529866,-9.786193262000001
minicoli__minE_osm__1,2.469221755589293,-1.5791454665318412,-9.21671098929786
minicoli__minE_osm__2,2.6309384434511025,-1.4372746421796132,-9.786193262000001
minicoli__minE_ph5__1,3.7852477495429113,-1.0608804908595904,-9.786193262000001
minicoli__minE_ph5__2,4.278529413138944,-0.9169020491639728,-9.786193262000001
minicoli__minE-pyr__1,2.2300901180051955,-1.178043626699007,-9.242151312595263
minicoli__minE-pyr__2,3.434184033125203,-0.7641486321423931,-9.786193262000001
minicoli__minE_sorb__1,1.746113286168396,-2.1452843843996465,-9.786193262000001
minicoli__minE_sorb__2,1.733826007560773,-1.7708275542990188,-9.786193262000001
minicoli__minE_urid__1,2.2744459645498885,-1.8467239861019635,-9.786193262000001
minicoli__minE_urid__2,2.646759644865947,-1.784257951654996,-9.604310226459667
minicoli__W3110_cyt__1,-0.4075792368446531,-2.6100153482331416,-0.3790005245929926
minicoli__W3110_cyt__2,-1.062229385750206,-2.7148827092043613,-0.33943318284476304
minicoli__W3110_glc__1,-1.6855967134655074,-3.1719145007067744,-0.6997565216016763
minicoli__W3110_glc__2,-1.6969574231154692,-2.9126375683423653,-0.4698300880805899
minicoli__W3110_glyc__1,-0.7105121212957953,-2.7164001056044214,-0.4903957849926606
minicoli__W3110_glyc__2,-2.627425026965642,-2.6704172316077184,-0.3548259909876563
minicoli__W3110_Fe_starve__1,-0.2182606313422228,-1.7197103332867938,-0.29311769374505303
minicoli__W3110_Fe_starve__2,-0.5940282179177577,-1.7946303593140245,-0.4108350478991767
minicoli__W3110_LB__1,13.29377958441674,-1.6031581388446048,-1.2033078022406745
minicoli__W3110_LB__2,13.545158013485263,-1.3631601902325974,-1.1519650367707612
minicoli__W3110_N_starve__1,-0.7777376641864481,-2.471323865014164,-0.6890284809887444
minicoli__W3110_N_starve__2,-0.6162335526081559,-2.2767856018477515,-0.673008711639719
minicoli__W3110_osm__1,-2.3342333077522954,-1.6857337982612617,-0.16357747403278464
minicoli__W3110_osm__2,-1.8236042127693688,-2.080339584084336,-0.2170429222794379
minicoli__W3110_ph5__1,1.60984769890163,-1.4893757323792167,-0.4140827469116726
minicoli__W3110_ph5__2,0.9714298132231116,-1.3272432356717525,-0.32199725122365663
minicoli__W3110_pyr__1,-1.939899836460528,-2.1788036642197066,-0.6040596245724128
minicoli__W3110_pyr__2,-2.6608381886508323,-2.1165415455787784,-0.4630281738991684
minicoli__W3110_sorb__1,-2.351155762240115,-3.3033145932322125,-0.8924312154468836
minicoli__W3110_sorb__2,-2.765130881058274,-3.3278448574369563,-0.8744919306966636
minicoli__W3110_urid__1,-0.1458535830517037,-2.4496085736042157,-0.6351909018702973
minicoli__W3110_urid__2,-0.2402779072054789,-2.344035220836057,-0.44679111562213336
minicoli__W3110_WT_glc__1,-1.3664993896664268,-1.7847583968515464,-0.3902145680260212
minicoli__W3110_WT_glc__2,-1.7719739473795002,-1.9430609716043552,-0.5788841977804111
minicoli__W3110_WT_osm__1,-1.4188042118893385,-1.8533155734278512,-0.5432586775407415
minicoli__W3110_WT_osm__2,-1.6218668052422875,-1.647776353121894,-0.4889106524898388
eep__BOP27__1,0.6711622145127281,-1.179261984454377,-0.8089780310678396
eep__BOP27__2,0.3751743790149419,-1.2122088050089834,-0.687814014646035
eep__BOP1000__1,2.2921272142675564,-0.4191883427353522,-0.4998186804343057
eep__BOP1000__2,3.276951083019381,-0.4418706257874021,-1.053543247473005
eep__BOP27_ndh-cydB-appC__1,1.175277504129684,-0.16836405125297293,0.2557098619918552
eep__BOP27_ndh-cydB-appC__2,1.6449386347307495,0.0023569459387946523,0.3882705543893224
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,2.53346358784893,-1.3827629119328373,-1.1342815106932242
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,3.462451935448655,-1.3796943681877227,-1.0134002875068724
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,3.01487448968406,-0.5741088392469171,-1.2731941670217388
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,4.87630078478116,-0.5355559927238316,-2.1838044521226703
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,1.5677529312099805,-0.5489124311136697,-0.6206397884414869
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,5.6928947370188485,-0.5440891369767531,-1.1947115646517208
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,-0.8663850014923589,-1.3725831861132374,0.3114197801642451
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,0.009661625023517,-1.2866122052830713,0.21960832977562286
eep__BOP27_nuoB-cydB-appC__1,2.494636091936791,0.06958455131745023,0.4532670634177745
eep__BOP27_nuoB-cydB-appC__2,1.6326970621838868,-0.40104102141439213,0.1846776779085708
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,5.487078502187369,0.08848864210359153,-0.7514879565010979
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,2.860705202745255,-0.09016478177803933,-0.4210774816088367
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,6.433141407540057,0.14746069861948286,-0.9713535850843638
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,5.954250680052128,0.09479276391145053,-0.9316889443800402
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,3.152153917145766,-0.6115111786839886,-1.9299827648533172
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,2.8622824329752765,-0.6073162797760983,-1.7547847104954537
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,4.033155347956763,-0.5484497909321728,-2.370034697395769
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,3.565477904024052,-0.6177698482243175,-2.3719114646549477
eep__BOP27_ndh-cyoB__1,2.693701235025081,0.1307160101225513,-0.3316653974413377
eep__BOP27_ndh-cyoB__2,1.840743225547847,0.030458082306021875,-0.26074012429431903
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,1.8730904164939413,-0.7922840417529179,-1.320199240703264
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,2.422011522104023,-0.7781367159555623,-1.6020705671641178
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,5.192835921790066,-0.9011586199250524,-2.5039574374577995
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,5.839417435688582,-0.4865615559473184,-2.3596979325745018
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,3.98711302556879,-1.1371946041956216,-2.3343888429875554
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,3.946531414644919,-0.9134201433320436,-2.6227314413222884
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,2.387859762524009,-1.8419937915708768,-2.3393310206016693
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,2.6409864895018864,-1.9039858805432999,-2.3747539761447083
eep__BOP27_nuoB-cyoB__1,7.357088840738871,0.1395504310070237,-0.7554427222221687
eep__BOP27_nuoB-cyoB__2,4.546860085394794,-0.11088285471262972,-0.550605332615465
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,5.492289698334678,0.3298155095413753,-0.8067011488178153
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,4.236838722845532,0.05073721696692246,-0.8034164812511904
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,4.62445599336399,-0.13380660341976114,-1.2951941706647359
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,5.796519913231079,0.21364499707495369,-1.4410874878968354
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,7.403496110779815,0.01492615311600165,-1.2305446515527834
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,6.2351338463308,-0.16533714441089664,-1.2503553348944774
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,5.992171973461756,0.41302886912431536,-1.6867628682828926
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,6.643095667600241,0.3573486875059197,-1.528910987234941
eep__BOP27_ndh-cydB__1,4.222434869218219,0.0962480096971765,-0.19427216755860852
eep__BOP27_ndh-cydB__2,6.563145963080154,0.16590706003790068,-0.22270799028710364
eep__BOP27_nuoB-cydB__1,2.589957950534247,0.5361369980660822,-0.18761476591788906
eep__BOP27_nuoB-cydB__2,2.1817998534728917,0.4874765486348061,-0.0967738414621948
DDB2__PD-005_BW25113_Batch_6h__1,8.852526336451445,0.3427381635785478,-0.5001713878556657
DDB2__PD-005_BW25113_Batch_6h__2,8.849103401679884,0.21524851583929472,-0.3947884766244645
DDB2__PD-003_BW25113_Batch_9h__1,9.284176826171048,0.35556106994622283,-0.3968705810005329
DDB2__PD-003_BW25113_Batch_9h__2,8.95962541727965,0.08816072596166169,-0.6483659994534339
DDB2__PD-003_BW25113_Fed-batch_6h__1,-0.6339965320450396,-0.8852145722821607,-0.7850808665167595
DDB2__PD-003_BW25113_Fed-batch_6h__2,-0.0908715611178481,-0.6381234390004558,-0.6660578224841861
DDB2__PD-005_BW25113_Fed-batch_6h__1,-0.6295162200517969,-1.0531695102289502,-0.5402691410274976
DDB2__PD-005_BW25113_Fed-batch_6h__2,0.3527597966750659,-0.4762335669724465,-0.496228152063713
DDB2__PD-005_BW25113_Fed-batch_6h__3,-0.6755298927258386,-0.6864655612775437,-0.6012742004251326
DDB2__PD-005_BW25113_Fed-batch_15h__1,-1.073562186647823,-0.6004190099553792,-0.4449659826463748
DDB2__PD-005_BW25113_Fed-batch_15h__2,-1.03766684775253,-0.9724801100791424,-0.3735908998823128
DDB2__PD-003_BW25113_Fed-batch_21h__1,-0.8001745667228454,-1.1119770399906337,-0.436274338909362
DDB2__PD-003_BW25113_Fed-batch_21h__2,-0.7257974889448078,-0.9717129848916964,-0.4779244922466148
DDB2__PD-004_del-basS_Batch_6h__1,7.970396006452652,0.4458022000318307,-0.4127902717882286
DDB2__PD-004_del-basS_Batch_6h__2,7.279267434988756,0.2671291859845262,-0.4074536307185568
DDB2__PD-004_del-basS_Fed-batch_6h__1,-0.9863018791188548,-0.4316983777434471,-0.5182908708356528
DDB2__PD-004_del-basS_Fed-batch_6h__2,-0.1602699171235148,-0.3201910870759184,-0.7921424134886816
DDB2__PD-004_del-basS_Fed-batch_15h__1,-0.246611185299597,-0.4119076080956239,-0.6278103505736965
DDB2__PD-004_del-basS_Fed-batch_15h__2,-1.5070183310648957,-0.3831216870291216,-0.5727898254035129
DDB2__PD-004_del-kdpE_Batch_6h__1,7.506112181189272,0.2592418318138794,-0.2378739723905205
DDB2__PD-004_del-kdpE_Batch_6h__2,9.491989037945578,0.3587168868139701,-0.18604719606259398
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,-0.887720978555018,-1.2183099742800658,-0.2952656133610123
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,-0.3775893219801405,-1.0680805429527531,-0.3866463271839233
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,-1.3663488139862243,-1.160148109274977,-0.21859716417840147
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,-1.149967515011708,-0.9023362325059194,-0.39923843734823095
DDB2__PD-005_del-phoB_Batch_6h__1,7.833339190577872,0.4498558393265135,-0.2676979735206029
DDB2__PD-005_del-phoB_Batch_6h__2,8.212276895404758,0.14596885118058278,-0.475474041249111
DDB2__PD-005_del-phoB_Batch_6h__3,8.563175152303703,0.2494539907136781,-0.5264903237664775
DDB2__PD-003_del-phoB_Batch_9h__1,8.423329104829069,0.04372896667792059,-0.5964092496932611
DDB2__PD-003_del-phoB_Batch_9h__2,8.149717445243885,-0.06218356192382135,-0.5623644602412163
DDB2__PD-003_del-phoB_Fed-batch_6h__1,-1.604752887405579,-0.8828092815454367,-0.7144183196922604
