,A,FadR
ml_abx__ctrl__6,-0.382890118,0.026299509500000002
ml_abx__dox__1,0.6901746307000001,-0.5812301777000001
ml_abx__dox__2,0.8017783066,-0.6238069338000001
ml_abx__dox__3,1.0048291026,-0.8147676613
ml_abx__glob__1,-0.38637001860000003,0.195211938
ml_abx__glob__2,-1.1432170939,0.2896957264
ml_abx__glob__3,-1.1643189267,0.3041962982
ml_abx__lvx__1,0.1970939213,-0.17441218560000002
ml_abx__lvx__2,-0.0921538962,-0.3334573495
ml_abx__lvx__3,0.246322265,-0.1885854281
ml_abx__mec__1,0.08875717820000001,0.3231956641
ml_abx__mec__2,-0.7506631707,0.2577782377
ml_abx__mec__3,-0.9307509926,0.1147086841
ml_abx__mem__1,0.625172433,0.09348597680000001
ml_abx__mem__2,-0.5747006318,-0.0261447291
ml_abx__mem__3,-0.4724347063,0.0003554364
ml_abx__nit__1,1.1552320842000001,-0.4300068515
ml_abx__nit__2,1.5752967471,-0.6328189956
ml_abx__nit__3,1.3461892972,-0.5973449644000001
ml_abx__ntx__1,4.9170669509,-0.3886164064
ml_abx__ntx__2,5.8555358316,-0.0798807777
ml_abx__nor__1,0.35024502420000003,0.0888150717
ml_abx__nor__2,-0.0560286991,0.3661568307
ml_abx__nor__3,0.43537853330000004,0.30203265420000003
ml_abx__pb__1,0.6963497122,0.075945654
ml_abx__pb__2,0.7198201177,0.1109534705
ml_abx__pb__3,0.24280370140000002,0.4133871796
ml_abx__tmp__1,1.1884472932,-0.0623112018
ml_abx__tmp__2,3.0845000019,-0.5174230487
ml_abx__tmp__3,3.6833031073,-0.6885726934
mut_abx__del_mutS_000nor__1,1.1374476636,-0.0914738758
mut_abx__del_mutS_000nor__2,-0.3412981527,-0.16125570960000002
mut_abx__del_mutS_000nor__3,-0.7961495108000001,0.2527295854
mut_abx__del_mutS_125nor__1,0.9245569485,-0.016668281
mut_abx__del_mutS_125nor__2,1.4750849212000001,-0.2153256673
mut_abx__del_mutS_125nor__3,2.007856843,-0.0061419249
mut_abx__del_mutS_250nor__1,2.3610212133,0.0012504295000000001
mut_abx__del_mutS_250nor__2,1.0098148316,0.056732340900000004
mut_abx__del_mutS_250nor__3,2.6471897403,-0.40345824700000005
mut_abx__del_mutS_375nor__1,2.0582166963,0.2237575186
mut_abx__del_mutS_375nor__2,1.2075223865,0.1631024327
mut_abx__del_mutS_375nor__3,1.7484410722,0.32692626620000004
mut_abx__del_mutS_500nor__1,1.2785313629,0.5235953309
mut_abx__del_mutS_500nor__2,1.3507293544,0.5017482478
mut_abx__del_mutS_500nor__3,1.6887179938,0.3962576507
mut_abx__del_mutS_625nor__1,0.8131329832,0.3696986216
mut_abx__del_mutS_625nor__2,0.6266876244,0.6873088983
mut_abx__del_mutS_625nor__3,0.3396032893,1.2110179896
mut_abx__del_mutS_750nor__1,1.2253881139,1.1256820771
mut_abx__del_mutS_750nor__2,-0.5830061978000001,1.187668307
mut_abx__del_mutS_750nor__3,0.9692439939,0.9136967287000001
mut_abx__del_mutS_875nor__1,-1.8542627333000001,0.9801677296
mut_abx__del_mutS_875nor__2,0.4325676513,1.3304625024
mut_abx__del_mutS_875nor__3,-0.0937168697,0.7345569561
nit_yeaG__wt_Nminus__1,-1.7660028018,0.3605715701
nit_yeaG__wt_Nminus__2,1.7660028018,-0.3605715701
nit_yeaG__wt_Nplus__1,-2.4912475725,-0.4617106956
nit_yeaG__wt_Nplus__2,-0.0343553246,0.2715819688
nit_yeaG__del_yeaG_Nminus_24h__1,-0.2996297691,-1.4529408394
nit_yeaG__del_yeaG_Nminus_24h__2,0.5499717688,-0.0361021842
nit_yeaG__del_yeaG_Nminus_24h__3,-3.9587263221,0.9711874209
nit_yeaG__del_yeaG_Nminus__1,-1.4922147350000001,0.2633123598
nit_yeaG__del_yeaG_Nminus__2,0.9679511001000001,-0.4437481878
nit_yeaG__del_yeaG_Nplus__1,-2.885590923,-0.4764667917
nit_yeaG__del_yeaG_Nplus__2,-0.8737633714,0.0089193059
opex__amp__1,1.0345339077,0.29579747430000003
opex__amp__2,1.3576464149,0.0515324594
opex__amp__3,2.2278261088,0.3151066899
opex__bak_amp__1,3.1192299347,0.33017692130000004
opex__bak_amp__2,0.9801066705,0.7300929169
opex__bak_amp__3,1.2532526999,0.41706192880000004
opex__bak_kan__1,0.7211024698,0.6070451944
opex__bak_kan__2,2.8888549184,0.5396931151000001
opex__bak_kan__3,0.8806630462,0.6673676696
opex__bak_nor__1,2.4587952873,0.2818785029
opex__bak_nor__2,1.8586810772,0.2784786161
opex__bak_nor__3,1.8403230962000001,0.474109698
opex__bak_rif__1,2.8949497366,0.1279720158
opex__bak_rif__2,1.5444218803,0.2823289751
opex__bak_rif__3,3.3155055855,0.019520387900000002
opex__chx_amp__1,0.7611564537000001,0.2187242321
opex__chx_amp__2,0.8741861008,0.26340993
opex__chx_amp__3,0.6820005736,0.2283321663
opex__chx_kan__1,2.103572273,0.5082747658
opex__chx_kan__2,1.7589812554000002,0.4422202907
opex__chx_kan__3,0.8236158197000001,0.0163621029
opex__chx_nor__1,0.38617017880000004,0.3275211281
opex__chx_nor__2,0.8883552492000001,0.1520867717
opex__chx_nor__3,2.339043373,0.5809443912000001
opex__chx_rif__1,0.727835179,0.4778867654
opex__chx_rif__2,1.1359933325,0.47007151420000004
opex__chx_rif__3,1.3607375524,0.1173521884
opex__ctrl__1,-0.0784696944,-0.0586593887
opex__ctrl__2,0.7557574530000001,0.0477596719
opex__ctrl__3,-0.6772877586,0.0108997168
opex__etoh_amp__1,-1.7351922588000002,0.23014101320000002
opex__etoh_amp__2,-1.4201141299,0.3881392021
opex__etoh_amp__3,-1.6949256047999999,0.09299060420000001
opex__etoh_kan__1,-1.9672914178,0.0548891218
opex__etoh_kan__2,-0.8890191208,0.3060562577
opex__etoh_kan__3,-2.2407345054,0.2274903381
opex__etoh_nor__1,-1.8997221127000001,0.45734479180000004
opex__etoh_nor__2,-0.9686799746,0.1664813108
opex__etoh_nor__3,-0.5280642086,0.1231504161
opex__etoh_rif__1,-2.0485790967,-0.07898982410000001
opex__etoh_rif__2,-2.1989492375,0.1320824666
opex__etoh_rif__3,-0.8695013054,-0.0025668484
opex__glual_amp__1,2.5698506594,0.6477669641
opex__glual_amp__2,1.9595425607,0.8319444731000001
opex__glual_amp__3,1.9652920773,0.8317880439
opex__glual_kan__1,2.4327615687,0.8097252902000001
opex__glual_kan__2,1.9361915963,1.0035074298
opex__glual_kan__3,2.0271052447,0.8800884994
opex__glual_nor__1,2.0511282166,0.8363534960000001
opex__glual_nor__2,1.8428103195,0.872879575
opex__glual_nor__3,2.4006988539,0.6501636065
opex__glual_rif__1,1.9553819003,0.5021294352
opex__glual_rif__2,2.1092259186,0.36013734340000003
opex__glual_rif__3,2.4481525842,0.35821063200000003
opex__h2o2_amp__1,6.7549766572,-0.0470923441
opex__h2o2_amp__2,6.655820643,0.1682160583
opex__h2o2_amp__3,6.7580014247,0.1312956853
opex__h2o2_kan__1,6.1938864555,0.1429714014
opex__h2o2_kan__2,5.8079023272,0.021441899
opex__h2o2_kan__3,5.4671867131,0.3222911577
opex__h2o2_nor__1,7.0370194797,0.0427515276
opex__h2o2_nor__2,6.7581783243,0.1147777663
opex__h2o2_nor__3,5.9730447193,0.1643038591
opex__h2o2_rif__1,1.4316533902000002,-0.2012087759
opex__h2o2_rif__2,2.2878489977,-0.40800682590000004
opex__h2o2_rif__3,1.7371119342,-0.3079282808
opex__ippoh_amp__1,-0.7430524749,0.2895613716
opex__ippoh_amp__2,0.495757867,-0.1496482206
opex__ippoh_amp__3,-0.32850844770000004,0.4617426076
opex__ippoh_kan__1,-1.2256114027,0.419768016
opex__ippoh_kan__2,0.0405359852,-0.036779559
opex__ippoh_kan__3,-0.7643588228,0.25734917290000003
opex__ippoh_nor__1,-0.4544408513,0.2142157017
opex__ippoh_nor__2,-0.8384595942,-0.0116376964
opex__ippoh_nor__3,1.6804254607,0.4660845753
opex__ippoh_rif__1,-1.9285824947,0.0357939356
opex__ippoh_rif__2,-0.3242052741,0.0025706543
opex__ippoh_rif__3,-0.5639081857,-0.34363462300000003
opex__kan__1,1.106806828,-0.1154262781
opex__kan__2,1.9026857319000001,0.1550416322
opex__kan__3,0.9927501513,-0.10075495520000001
opex__nor__1,1.355211074,0.0513390652
opex__nor__2,2.2174339014,0.03169447
opex__nor__3,1.3504518787,-0.0572913028
opex__paa_amp__1,0.9380033028,0.0681336533
opex__paa_amp__2,1.2489566321,0.24217961270000002
opex__paa_amp__3,1.1128658739,0.0326636301
opex__paa_kan__1,2.0510393912,0.1246201516
opex__paa_kan__2,2.0713899283,0.1189395189
opex__paa_kan__3,1.7305152523,-0.0361715763
opex__paa_nor__1,0.7395967002,0.3401891908
opex__paa_nor__2,1.8486425780000002,0.4598798609
opex__paa_nor__3,1.2816031283,0.37010896060000004
opex__paa_rif__1,1.4721360486,-0.0630582358
opex__paa_rif__2,1.3938828188999999,0.046629700600000004
opex__paa_rif__3,1.5062594485,-0.0426202824
opex__phenol_amp__1,0.8225131306,0.1662455049
opex__phenol_amp__2,1.9637100747,0.3894006497
opex__phenol_amp__3,1.1478767757,0.4519664365
opex__phenol_kan__1,3.4732334645,0.38054381130000003
opex__phenol_kan__2,3.4436996689,0.4170770723
opex__phenol_kan__3,0.8618744345,0.6890119119
opex__phenol_nor__1,-0.3692651645,0.798966559
opex__phenol_nor__2,2.5062378769,0.3494223058
opex__phenol_nor__3,0.11768167160000001,0.7184628149000001
opex__phenol_rif__1,0.9957092032,0.0038268276000000003
opex__phenol_rif__2,2.1760307673,0.2072018267
opex__phenol_rif__3,1.4677637448,0.0496669161
opex__pvpi_amp__1,1.9826624138,0.3031270084
opex__pvpi_amp__2,3.1464992451000002,-0.0829638518
opex__pvpi_amp__3,1.8667507372,0.174460094
opex__pvpi_kan__1,1.1568507039,0.1959976091
opex__pvpi_kan__2,1.1369176999,0.0026344364
opex__pvpi_kan__3,1.2707440705,0.1826856348
opex__pvpi_nor__1,1.7981236413000001,-0.1601093475
opex__pvpi_nor__2,1.443842368,-0.21211815790000002
opex__pvpi_nor__3,0.9552188622000001,-0.0007508099
opex__pvpi_rif__1,0.8497589790000001,-0.0832396806
opex__pvpi_rif__2,0.8604469273,-0.1471917922
opex__pvpi_rif__3,0.4079258794,0.1016954219
opex__rif__1,1.7331825806999999,-0.1299781545
opex__rif__2,1.5646107747,-0.0348943544
opex__rif__3,1.1957530266,-0.24591185000000002
opex__naocl_amp__1,0.2737557536,0.1587913751
opex__naocl_amp__2,-0.1741986435,0.0599949201
opex__naocl_amp__3,-1.1174945766,0.25150878790000003
opex__naocl_kan__1,-0.2197054145,0.3321150967
opex__naocl_kan__2,-1.2239718684,0.0440989023
opex__naocl_kan__3,-0.5838388715,-0.0678003918
opex__naocl_nor__1,0.4078043,-0.1492344895
opex__naocl_nor__2,-0.6770407288,-0.130494357
opex__naocl_nor__3,-1.397263566,0.0230718954
opex__naocl_rif__1,0.8867053697,0.0904449434
opex__naocl_rif__2,1.7727576345,-0.004025637
opex__naocl_rif__3,1.0628786879,0.10073907780000001
phage_lysogen__wt_ctrl__1,0.2961180541,0.050660848800000005
phage_lysogen__wt_ctrl__2,-0.0876272265,0.0831008074
phage_lysogen__wt_ctrl__3,-0.2084908276,-0.1337616562
phage_lysogen__O104_H4__1,-0.933588642,-0.1766732955
phage_lysogen__O104_H4__2,-0.3434111441,-0.0928225547
phage_lysogen__O104_H4__3,-0.38364627640000004,0.10847682800000001
phage_lysogen__O157_H7_PA8__1,-1.0215788063,-0.1827328983
phage_lysogen__O157_H7_PA8__2,0.0109633317,-0.0939126783
phage_lysogen__O157_H7_PA8__3,-0.4666102218,0.0883837725
phage_resist__ygbE_oe__1,-1.2265041776,-0.29705777920000004
phage_resist__wt__1,-2.6732888991,-1.2291484628
phage_resist__wt__2,1.5248699668999999,0.4766906068
phage_resist__wt__3,0.5913753279,0.3753978981
phage_resist__wt__4,0.5570436043,0.37705995800000003
phage_resist__ygbE_oe__2,0.0029185171000000003,0.2026495909
phage_resist__ygbE_oe__3,0.6076207646,0.26348316250000003
phage_resist__ygbE_oe__4,0.09571893020000001,0.17359760670000002
phage_resist__yahA_oe__1,4.8388616064,0.0758369323
phage_resist__yahA_oe__2,5.1474901802,0.16530443960000002
phage_resist__yahA_oe__3,4.8813575967,0.1264603839
phage_resist__yrfF_ko__1,1.7396387107,0.5562854154
phage_resist__yrfF_ko__2,4.3940667438,0.5672550514
phage_resist__yrfF_ko__3,0.9910865898000001,0.4875582451
pollution__wt_ctrl__1,0.0975218558,0.0542175947
pollution__wt_ctrl__2,-0.0974179949,-0.0908188949
pollution__wt_ctrl__3,-0.00010386090000000001,0.0366013002
pollution__wt_urban__1,-0.9365511825,0.06731659100000001
pollution__wt_urban__2,-0.6958567516,-0.0018908157000000001
pollution__wt_urban__3,-0.07181394370000001,0.2130381121
pollution__wt_diesel__1,2.5991487675,-0.061305675500000004
pollution__wt_diesel__2,0.2055017973,-0.0419038068
pollution__wt_diesel__3,-0.0064703182,-0.07909518
pollution__evo_diesel__1,0.4070135419,-0.1138580373
pollution__evo_diesel__2,7.1428657678,0.1787805059
pollution__evo_diesel__3,6.0666306005,0.2111287443
ppGpp__wt_relAtrunc_00m__1,0.8753767076000001,-0.2692069555
ppGpp__wt_relAtrunc_00m__2,0.6499393373,-0.36265634010000003
ppGpp__mut_delrelA_10m__1,0.7041146481,-0.0565683908
ppGpp__mut_delrelA_05m__1,0.5243643779,-0.2408569008
ppGpp__mut_delrelA_10m__2,0.18283843,-0.49968173600000004
ppGpp__mut_delrelA_10m__3,0.0559396371,-0.124315118
ppGpp__mut_delrelA_00m__1,-0.0739055899,0.1700098519
ppGpp__mut_delrelA_00m__2,0.5851064180000001,-0.06527533940000001
ppGpp__mut_delrelA_05m__2,0.6504026196,-0.0934030498
ppGpp__mut_delrelA_05m__3,0.8937465158000001,-0.18235183670000002
ppGpp__mut_delrelA_00m__3,0.1572445206,-0.0260563722
ppGpp__wt_delrelA_10m__1,2.3109606156,-0.3818777407
ppGpp__wt_delrelA_05m__1,0.9387777263,-0.3119716917
ppGpp__wt_delrelA_05m__2,1.1623787759,-0.4073610516
ppGpp__wt_delrelA_10m__2,2.8894196055,-0.337439988
ppGpp__wt_delrelA_10m__3,2.821943373,-0.4098545664
ppGpp__wt_delrelA_00m__1,0.1290203571,-0.1285874212
ppGpp__wt_delrelA_00m__2,0.20863196220000002,0.15970924320000002
ppGpp__wt_delrelA_05m__3,1.5326915823,-0.3853485695
ppGpp__wt_delrelA_00m__3,-0.3376523193,-0.031121822
ppGpp__mut_relAtrunc_10m__1,0.41343661540000004,-0.1962839959
ppGpp__mut_relAtrunc_05m__1,-0.1785904867,-0.0849311769
ppGpp__mut_relAtrunc_05m__2,0.3446155233,-0.10757065290000001
ppGpp__wt_relAtrunc_10m__1,0.5586094697,-0.2325106188
ppGpp__wt_relAtrunc_10m__2,0.1599307349,-0.2226434633
ppGpp__wt_relAtrunc_10m__3,0.37512253230000003,-0.0831618127
ppGpp__mut_relAtrunc_00m__1,0.2402170931,0.1029132907
ppGpp__wt_relAtrunc_00m__3,0.5537089390000001,0.0249487904
ppGpp__wt_relAtrunc_05m__1,0.6253970455,-0.24160476700000003
ppGpp__wt_relAtrunc_05m__2,0.48542260470000004,-0.45447800260000004
ppGpp__wt_relAtrunc_05m__3,0.2339749189,0.0099912508
ppGpp__mut_relAtrunc_00m__2,0.8140675542,-0.1855460442
ppGpp__mut_relAtrunc_00m__3,-0.15267538890000001,-0.0157512518
ppGpp__mut_relAtrunc_10m__2,0.138751955,-0.3605726432
ppGpp__mut_relAtrunc_05m__3,0.5878561709,-0.2084770981
ppGpp__mut_relAtrunc_10m__3,0.1749917649,-0.033854370700000004
pressure__high_pressure__1,1.1514725627,-0.3104028055
pressure__high_pressure__2,-1.0572926556,-0.2030687371
pressure__low_pressure__1,-0.865134442,0.0016768528
pressure__low_pressure__2,0.865134442,-0.0016768528
quantum_dots__ctrl__1,0.0062732582,0.0709539066
quantum_dots__ctrl__2,-0.0062732582,-0.0709539066
quantum_dots__cdte_light__1,0.6898381534,0.017617072100000002
quantum_dots__cdte_light__2,0.5626676178000001,0.1378887687
quantum_dots__cdte_dark__1,-0.1528029374,0.1004551136
quantum_dots__cdte_dark__2,-0.3181276,0.142881265
quantum_dots__cdse_light__1,-0.0076529167,0.0620411736
quantum_dots__cdse_light__2,-0.36231100200000005,0.1079402309
quantum_dots__cdse_dark__1,-0.5889369345000001,0.20307726180000002
quantum_dots__cdse_dark__2,-1.0249213163,0.19547067710000002
raman__wt__1,0.7295680714,-0.8072263452
raman__del_cyaA__1,0.1610155455,-0.5960894382
raman__del_cyaA_01mM__1,0.978344482,-0.2531970608
raman__del_cyaA_05mM__1,0.0739487618,-0.6988056731000001
raman__del_cyaA_1mM__1,-2.2180988757,-0.6223659516000001
raman__wt__2,-0.2974382425,0.192820445
raman__del_cyaA__2,0.9131655845000001,-0.5307843289
raman__del_cyaA_01mM__2,0.30464253680000003,0.0333340959
raman__del_cyaA_05mM__2,-0.15468617710000002,-1.1560201908
raman__del_cyaA_1mM__2,-1.9293632456,-1.1621390321
raman__wt__3,-0.4321298289,0.6144059002000001
raman__del_cyaA__3,0.6575255452000001,-0.3538871673
raman__del_cyaA_01mM__3,0.4003118034,-0.0965660686
raman__del_cyaA_05mM__3,1.0169529778,-0.911108125
raman__del_cyaA_1mM__3,-2.0917510422,-1.067866234
rand_barrel__mut_nanE__1,2.9624842138,-0.1367750683
rand_barrel__mut_nanE__2,1.9881863067,0.2321086149
rand_barrel__mut_nanE__3,-5.7062839596,1.1219001701
rand_barrel__mut_pdxJ_1__1,3.2720406312,0.23379060240000002
rand_barrel__mut_pdxJ_1__2,2.1448004324,-0.1210224882
rand_barrel__mut_pdxJ_1__3,-4.0658178058,0.8844136442
rand_barrel__mut_pdxJ_2__1,2.6754811518,-0.0925396121
rand_barrel__mut_pdxJ_2__2,1.9700921377,-0.0232546779
rand_barrel__mut_pdxJ_3__1,3.0759339833,0.0016857179
rand_barrel__mut_pdxJ_3__2,2.9456750125,-0.1702857815
rand_barrel__del_serB__1,-0.6632021382000001,0.0456117139
rand_barrel__del_serB__2,0.6632021382000001,-0.0456117139
rockhopper__CV104_pHDB3__1,-5.0001180498,-0.4473070208
rockhopper__CV104_pHDB3__2,-5.1460546169,-0.44623808340000004
rockhopper__CV104_pHDB3__3,-5.0043948785,-0.4298955459
rockhopper__CV104_pLCV1__1,-4.7439336111,-0.4960299099
rockhopper__CV104_pLCV1__2,-4.4013984787,-0.6663209315
rockhopper__CV104_pLCV1__3,-4.4607920018,-0.4478114293
rockhopper__wt_lb__1,-5.4773871974,-0.7358161103
rockhopper__wt_lb__2,-5.5586083545000005,-0.8567283829000001
rockhopper__wt_lb__3,-6.7173968477,-0.631955237
rockhopper__wt_lb_aMG__1,-4.2702815569,-0.743655433
rockhopper__wt_lb_aMG__2,-5.3771010768,-0.9805717413
rockhopper__wt_lb_aMG__3,-5.4770567603,-0.7751438613
rockhopper__del_sgrR_lb_aMG__1,-5.9855213628,-0.8285156273000001
rockhopper__del_sgrR_lb_aMG__2,-6.0466967086,-0.3703049326
rockhopper__del_sgrR_lb_aMG__3,-5.8870283337,-0.33654455850000004
rockhopper__del_sgrS_glyc_aMG__1,-5.8912611227,-0.0927597633
rockhopper__del_sgrS_glyc_aMG__2,-7.0967356122,-0.5959763533
rockhopper__del_sgrS_glyc_aMG__3,-4.6870675471,-0.1404673789
rockhopper__del_sgrS_glyc__1,-2.7343881026,-1.4786430376
rockhopper__del_sgrS_glyc__2,-4.2293880467000005,-0.8080866417
rockhopper__del_sgrS_glyc__3,-3.2710856389,-1.0577332672
rockhopper__wt_lb_aMG__4,-5.7750601064,-0.0212558516
rockhopper__wt_lb_aMG__5,-5.6225953296,-0.5824791956
rockhopper__wt_lb_aMG__6,-5.9049516453,-0.4071369754
rockhopper__wt_glyc_aMG__1,-4.0201297059,-0.1410501911
rockhopper__wt_glyc_aMG__2,-5.1001386703,-0.8392753306
rockhopper__wt_glyc_aMG__3,-5.1529602337,-0.20596580420000002
rockhopper__wt_glyc__1,-4.4222341076,-0.7762182311
rockhopper__wt_glyc__2,-3.6732086388000003,-0.9198639165
rockhopper__wt_glyc__3,-4.0688914725,-0.7909825971000001
rockhopper__CV108_glyc_aMG__1,-1.8232133606,-0.8726659857
rockhopper__CV108_glyc_aMG__2,-2.3585547144,-0.9805049733000001
rockhopper__CV108_glyc_aMG__3,-2.7488755916,-0.4885835919
rockhopper__wt_glyc__4,2.0930109674,0.0083371815
rockhopper__wt_glyc__5,3.4436958211,-0.6666606207
rockhopper__wt_glyc__6,2.1024781304,0.7078563094
rockhopper__wt_glyc_aMG__4,-1.4613890414,-0.39306820340000004
rockhopper__wt_glyc_aMG__5,-2.2219646281,-0.7238867192
rockhopper__wt_glyc_aMG__6,-1.7866667893,-0.8585056256
rockhopper__wt_glyc__7,0.7557203537,0.4021356478
rockhopper__wt_glyc__8,-0.9423856970000001,-0.1700573662
rockhopper__wt_glyc__9,1.4796108126,0.4929771384
rockhopper__wt_glyc__10,2.0074320142,0.7958327219
rockhopper__wt_glyc__11,0.6225489977,0.5510638871
rockhopper__wt_glyc__12,0.6022228188000001,0.3655798455
rpoD__wt__1,0.13255682100000002,-0.12068002280000001
rpoD__wt__2,-0.1887772012,0.1999164491
rpoD__rpoD_mut__1,1.2746125645,0.8432662639
rpoD__rpoD_mut__2,0.0468046425,0.29338978590000003
rpoD__rpoD_mut__3,0.0178575831,0.5353062512
rpoD__wt__3,0.0562203802,-0.07923642630000001
rpoN_peptide__ctrl__1,0.2222617386,0.0841194064
rpoN_peptide__ctrl__2,0.032688429000000005,-0.0408345462
rpoN_peptide__ctrl__3,-0.2549501675,-0.043284860200000004
rpoN_peptide__nminus__1,0.1564796091,-0.1078933421
rpoN_peptide__nminus__2,0.2370330431,-0.1390800304
rpoN_peptide__nminus__3,-0.4190770567,-0.0773216406
rpoN_peptide__nplus__1,-2.362045646,0.3295426618
rpoN_peptide__nplus__2,-2.3555698424,0.2645941571
rpoN_peptide__nplus__3,-2.1554281334,0.17314305230000002
rpoN_peptide__s54_wt__1,0.40958804590000003,-0.1847441779
rpoN_peptide__s54_wt__2,0.3649155102,-0.099025076
rpoN_peptide__s54_wt__3,0.4698076894,-0.1637860162
rsd__wt_ee__1,-0.1262426963,-0.0073767368
rsd__wt_ee__2,0.1262426963,0.0073767368
rsd__del_rsd_ee__1,0.005010255700000001,0.1617841579
rsd__del_rsd_ee__2,-0.3242412351,-0.09390772950000001
rsd__del_ssrS_ee__1,-1.1477228053,1.0082843767
rsd__del_ssrS_ee__2,-0.9686527187,0.8192651808
rsd__del_rsd_ssrS_ee__1,-0.1437634012,0.25828524280000004
rsd__del_rsd_ssrS_ee__2,0.0966782979,0.3293501172
rsd__del_rpoS_ee__1,-0.0991372041,0.9310490922
rsd__del_rpoS_ee__2,-0.4753874971,0.9945221694
rsd__wt_me__1,0.2675053203,-0.4594312338
rsd__wt_me__2,0.6837482034,-0.5307482332
rsd__del_rpoS_me__1,0.1544659608,0.031180033200000002
rsd__del_rpoS_me__2,1.8418048229,0.17130868970000002
rsd__wt_ts__1,2.0161935013,-1.044314751
rsd__wt_ts__2,1.4990948388,-1.0073432972
rsd__del_rsd_ssrS_ts__1,2.8327971361,-0.33423130840000004
rsd__del_rsd_ssrS_ts__2,2.2592678241,-0.2766480316
rsd__del_rpoS_ts__1,-0.2731617193,-0.24529410980000002
rsd__del_rpoS_ts__2,-0.2638474375,-0.1114771437
rsd__wt_s__1,1.2202409896,-0.7403258339000001
rsd__wt_s__2,1.5817599249,-0.8819873522
rsd__del_rsd_s__1,1.8088436018,-0.8363782279
rsd__del_rsd_s__2,1.8858542108,-0.873457518
rsd__del_rsd_ssrS_s__1,3.0267622795,-0.9092805135
rsd__del_rsd_ssrS_s__2,3.7685715419,-0.7015915764
rsd__del_rsd_ls__1,1.9863181166000001,-1.542001564
rsd__del_rsd_ls__2,3.4185339082,-1.3609023815999999
rsd__del_ssrS_ls__1,1.9648842943,-1.8289504171000002
rsd__del_ssrS_ls__2,1.5738373194,-2.0016497363
rsd__del_rsd_ssrS_ls__1,2.9555752134,-0.5234808004
rsd__del_rsd_ssrS_ls__2,2.6316705883,-0.5290793799
rsd__del_rpoS_ls__1,7.4424191616,-0.3586116706
rsd__del_rpoS_ls__2,7.4239741571,-0.0569909918
sdsR_ryeA__wt_3h__1,3.8579133843,0.20284454440000002
sdsR_ryeA__wt_8h__1,1.9591301215999999,-0.3738426691
sdsR_ryeA__wt_3h__2,-3.8579133843,-0.20284454440000002
sdsR_ryeA__wt_8h__2,1.8495367296,-0.2050149058
starve_series__t00_growth1__1,-0.21634816,-0.0717285638
starve_series__t00_growth1__2,0.49862331660000003,-0.2133738752
starve_series__t00_growth1__3,-0.30839023120000003,-0.0221515468
starve_series__t00_growth1__4,0.0261150746,0.3072539858
starve_series__t01_starve__1,13.4100703023,0.0254651638
starve_series__t01_starve__2,13.1454775908,-0.4002300809
starve_series__t02_starve__1,21.0164781614,-1.2605656655
starve_series__t02_starve__2,20.4546540182,-1.6748916773
starve_series__t03_starve__1,16.9356740692,-1.5671523571
starve_series__t03_starve__2,17.3911305116,-1.5686279891
starve_series__t04_starve__1,16.2786844831,-1.3671192785000001
starve_series__t04_starve__2,16.5120806818,-1.661068564
starve_series__t05_starve__1,17.9216643987,-1.785560706
starve_series__t05_starve__2,18.3573126165,-2.2688923328
starve_series__t06_starve__1,16.9189210917,-1.7749957785000001
starve_series__t06_starve__2,16.6557184445,-1.8608632246
starve_series__t07_starve__1,15.633529426399999,-1.7195586714000002
starve_series__t07_starve__2,16.4517262551,-1.6247771267000002
starve_series__t08_starve__1,16.2578178729,-1.5073577710000001
starve_series__t08_starve__2,15.6458162979,-1.3800594491
starve_series__t09_starve__1,15.4273948209,-1.3579022587
starve_series__t09_starve__2,14.9928155941,-1.5837104667
starve_series__t10_starve__1,14.6817429253,-1.4395592349
starve_series__t10_starve__2,14.8234054461,-1.5234687427
starve_series__t11_starve__1,14.6731875717,-1.2712362869
starve_series__t11_starve__2,15.3569367117,-1.1628743086
starve_series__t12_starve__1,13.4067997258,-0.9214264765
starve_series__t12_starve__2,14.0706059204,-0.7931894367000001
starve_series__t14_starve__1,13.7022755814,-0.5936307780000001
starve_series__t14_starve__2,13.9113591749,-0.6724839561
starve_series__t16_starve__1,12.6550664636,-0.21854193630000002
starve_series__t16_starve__2,12.409049856,-0.057038877200000004
starve_series__t17_starve__1,11.9956748032,-0.1700723528
starve_series__t17_starve__2,12.6128077027,-0.0885542784
starve_series__t18_starve__1,12.0065398737,-0.0889004823
starve_series__t18_starve__2,11.2031605227,-0.19711454250000002
starve_series__t20_starve__1,-6.6517297671,0.3096829998
starve_series__t20_starve__2,-6.3160994007,0.2916514062
starve_series__t21_growth2__1,-6.0652486106,-0.2291400196
starve_series__t21_growth2__2,-4.9650646069,-0.1517969627
starve_series__t22_growth2__1,-4.0429331538,0.1529603908
starve_series__t22_growth2__2,-3.44530975,-0.5891460845000001
starve_series__t23_growth2__1,-5.8395115125,0.3412467993
starve_series__t23_growth2__2,-6.2030901976,0.2922864501
starve_series__t25_growth2__1,-2.0320351541,-0.0574242682
starve_series__t25_growth2__2,-2.0428505274,-0.1650456804
starve_series__t26_growth2__1,-0.4537508655,-0.1675095536
starve_series__t26_growth2__2,0.4571245792,-0.5994566846
starve_series__t27_growth2__1,0.8885815880000001,-0.2737048213
starve_series__t27_growth2__2,0.8366400513000001,-0.2367599833
starve_series__t28_growth2__1,0.12119989860000001,-0.22383079390000002
