,A,FadR
ackA_pta__dnaA46__1,0.14865760320000002,0.0247676793
ackA_pta__dnaA46__2,0.3812936082,-0.4729485593
ackA_pta__dnaA46__3,0.16659198520000001,-0.0389937634
ackA_pta__del_ackA__1,0.8977981698,0.1077064575
ackA_pta__del_ackA__2,5.5527946335,-0.1263502252
ackA_pta__del_ackA__3,0.4163684955,0.0631017728
ackA_pta__del_pta__1,0.0314638072,0.057970974700000004
ackA_pta__del_pta__2,2.8861117818,0.2228507085
ackA_pta__del_pta__3,0.9866428425,0.0717357116
ackA_pta__wt__1,0.1111257605,-0.1142397286
ackA_pta__wt__2,-0.0277900432,0.07784365
ackA_pta__wt__3,-0.0833357173,0.0363960785
anticancer__5fu__1,-1.8107719710999999,-0.5617064333
anticancer__5fu__2,-1.3048332862,-0.5120384998
anticancer__cap__1,-0.0074896368,-0.1812333917
anticancer__cap__2,-0.7227411995,-0.2376751429
anticancer__cap__3,-1.0549170996,-0.16770310800000002
anticancer__wt__1,-0.4855871738,-0.0010502333000000001
anticancer__wt__2,-0.1176581136,0.073760984
anticancer__wt__3,0.6032452875000001,-0.07271075070000001
anticancer__5fu__3,-1.33365268,-0.6785037665
bio_pln__aero_pln__1,0.2967235432,0.0392263837
bio_pln__aero_pln__2,-0.2967235432,-0.0392263837
bio_pln__anaero_pln__1,1.4577497299,0.053473519500000004
bio_pln__anaero_pln__2,-0.506940155,0.1701215101
biocide__bzcl_12h__1,1.4535046819000002,-0.0328856697
biocide__bzcl_12h__2,0.5673259159,-0.4176262866
biocide__bzcl_12h__3,0.9676222273,-0.3722989004
biocide__etoh_12h__1,-1.6016265961,0.31163269600000004
biocide__etoh_12h__2,-1.5613919686000002,0.2307066224
biocide__etoh_12h__3,-0.9992678712,0.303647067
biocide__gluald_12h__1,0.4757946344,-0.7508479385
biocide__gluald_12h__2,-0.2953697216,-0.4843657073
biocide__gluald_12h__3,0.7808701482,-0.23303891910000002
biocide__h2o2_12h__1,0.8653634498,-0.33143772250000003
biocide__h2o2_12h__2,0.32086904780000003,-0.2460236596
biocide__h2o2_12h__3,-2.3811059735,-0.2796259745
biocide__2ppoh_12h__1,1.2711704059,0.0925607017
biocide__2ppoh_12h__2,1.9514172268,-0.0791118008
biocide__2ppoh_12h__3,1.5192485150000001,-0.0838721639
biocide__paa_12h__1,-1.7123137715999999,-0.5681350719
biocide__paa_12h__2,-2.1386511469,-0.3316807543
biocide__paa_12h__3,-1.7382305903000002,-0.5306764963
biocide__phe_12h__1,-1.7458196342,-0.1464139578
biocide__phe_12h__2,-1.4783295645,-0.12250030220000001
biocide__phe_12h__3,-1.5251127848000001,-0.187857186
biocide__pvp-i_12h__1,-1.9613070658,-0.3838857143
biocide__pvp-i_12h__2,-1.8682082477000002,-0.1836888917
biocide__pvp-i_12h__3,-2.4752569963,-0.3588261135
biocide__bleach_12h__1,-2.3673041402,-0.3293233507
biocide__bleach_12h__2,-2.4839267346,-0.4522369255
biocide__bleach_12h__3,-3.0049357131,-0.3630667097
biocide__chx_12h__1,-2.5690718381,-0.2817580716
biocide__chx_12h__2,-1.9429884686,-0.4518915626
biocide__chx_12h__3,-2.2378281429,-0.3611831368
biocide__bzcl_30m__1,-0.8770369327,0.5951082383
biocide__bzcl_30m__2,-1.1780958525,0.6119016635
biocide__bzcl_30m__3,-1.0321958782,0.2265670787
biocide__phe_30m__1,0.43085011640000004,0.4218754457
biocide__phe_30m__2,0.6976454249,0.4459057095
biocide__phe_30m__3,-0.0034422531,0.5763759284000001
biocide__pvp-i_30m__1,-0.3932592318,0.1731520067
biocide__pvp-i_30m__2,-0.7025838042,-0.15372705550000001
biocide__pvp-i_30m__3,0.1061538009,0.2510077526
biocide__ctrl_12h__1,1.1899139985,-0.12780827720000001
biocide__ctrl_12h__2,0.6712484612,0.0918456239
biocide__ctrl_12h__3,0.7215945188,-0.20817650240000002
biocide__ctrl_30m__1,-0.36213526020000003,0.0225183603
biocide__ctrl_30m__2,0.1797942149,0.0279902372
biocide__ctrl_30m__3,0.1823410453,-0.0505085975
clpP__wt__1,0.0481290901,-0.1999539269
clpP__wt_DPTA__1,-3.666460627,0.133777947
clpP__wt__2,-0.5918001515,0.0185234466
clpP__wt_DPTA__2,-2.5012048445,-0.6213264390000001
clpP__wt__3,0.5436710614,0.1814304803
clpP__wt_DPTA__3,-2.2327976256,-0.3007768189
clpP__delclpP__1,-0.6047889527,-0.8673145995
clpP__delclpP_DPTA__1,-1.5496625268000002,-1.215591383
clpP__delclpP__2,-0.9634194799,-0.2026774889
clpP__delclpP_DPTA__2,-0.6581085608,-0.1725318607
clpP__delclpP__3,-0.8077439906,-0.1107465802
clpP__delclpP_DPTA__3,-0.8203042832,-0.1088187813
colombos2__delydcR__1,2.6780814613,-0.247610095
colombos2__delydcR__2,-0.2676118032,-0.49720202680000003
colombos2__delydcR__3,1.0379303396,-0.11604351140000001
colombos2__delyjiR__1,1.7449293012,-0.3042099527
colombos2__delyjiR__2,-1.4175072923,-0.2534861795
colombos2__delyjiR__3,-0.565455287,-0.0958489901
colombos2__wt__1,-1.4649310191,0.018872435
colombos2__wt__2,2.203997394,-0.12356156930000001
colombos2__wt__3,-0.7390663749,0.1046891343
crp_k100__ar1_ar2__1,1.6912303994,-1.6007294034
crp_k100__ar1_ar2__2,2.3525901428,-1.6324076824
crp_k100__ar1_ar2__3,-2.2593549685,-1.4670670625
crp_k100__wt__1,0.1718432048,0.0467372785
crp_k100__wt__2,0.2638888678,-0.10180942030000001
crp_k100__wt__3,-0.4357320726,0.0550721418
crp_k100__K100Q__1,3.7223754959,-0.3873699626
crp_k100__K100Q__2,3.366440929,-0.0555460684
crp_k100__K100R__1,-0.0076002344,0.325859347
crp_k100__K100R__2,-0.4150325274,-0.1686743516
crp_k100__K100R__3,0.1184034954,-0.0807474724
csrA__wt_t00__1,0.06296368840000001,-0.12497218580000001
csrA__wt_t02_30__1,2.3090976919,-2.4030037524
csrA__wt_t05__1,3.3835352809,-5.1254207701
csrA__wt_t10__1,1.3087231945,-4.2285427142
csrA__wt_t15__1,0.8125231732,-4.3933437306
csrA__delcsrA_t00__1,3.7000651695,-0.1261342853
csrA__delcsrA_t02_30__1,6.5991978624000005,-3.9260573146
csrA__delcsrA_t05__1,5.8125887908,-5.211722823
csrA__delcsrA_t10__1,2.9099988312000002,-3.8988067043
csrA__delcsrA_t15__1,1.7692490533,-3.2333252782
csrA__wt_t00__2,-0.06296368840000001,0.12497218580000001
csrA__wt_t02_30__2,3.7257387273,-2.9990866858
csrA__wt_t05__2,4.5714869171,-5.0639698238
csrA__wt_t10__2,1.9377670057,-4.1223331001
csrA__wt_t15__2,1.0264935359,-3.8828755329
csrA__delcsrA_t00__2,2.1281352062,-0.2680532017
csrA__delcsrA_t02_30__2,4.8561977956,-4.2932480373
csrA__delcsrA_t05__2,4.1993260214,-5.2074892187
csrA__delcsrA_t10__2,1.9821889074,-4.161190658
csrA__delcsrA_t15__2,-0.9707438764,-2.7886406141
cstr_pfr__str_0005m__1,0.9786436674000001,0.10214469030000001
cstr_pfr__str_0010m__1,0.8607969114,0.09623407590000001
cstr_pfr__str_0025m__1,-0.0130671196,0.1976176467
cstr_pfr__str_0045m__1,-0.3440582086,0.2791931159
cstr_pfr__str_0075m__1,-0.5366450891,0.16223278900000002
cstr_pfr__str_0120m__1,-0.7013627668,0.0893373382
cstr_pfr__str_0210m__1,-0.3298272062,0.1891588887
cstr_pfr__str_0330m__1,0.0963633738,0.21489487610000002
