,regulator,MG5005_TF_id,trn_type,gene_name,MG5005_gene_id,gene_id,TF_id,old_TF_id,old_gene_id,Ref,Ref genome,Note
29,Purine,SPy0824,RNA,xpt,SPy1136,SP5448_05310,SP5448_06370,,,RegPrecise,,
30,Purine,SPy0824,RNA,pbuX,SPy1137,SP5448_05305,SP5448_06370,,,RegPrecise,,
31,S15,SPy0824,RNA,rpsO,SPy1955,SP5448_08480,SP5448_06370,,,RegPrecise,,
32,Rex,SPy1120,TF,adhP,SPy0044,SP5448_00305,SP5448_05380,,,RegPrecise,,
33,Rex,SPy1120,TF,gap,SPy0274,SP5448_01320,SP5448_05380,,,RegPrecise,,
34,Rex,SPy1120,TF,pncB,SPy1653,SP5448_02765,SP5448_05380,,,RegPrecise,,
35,Rex,SPy1120,TF,nadE,SPy1652,SP5448_02770,SP5448_05380,,,RegPrecise,,
36,Rex,SPy1120,TF,rex,SPy1120,SP5448_05380,SP5448_05380,,,RegPrecise,,
37,Rex,SPy1120,TF,puuD,SPy1119,SP5448_05385,SP5448_05380,,,RegPrecise,,
38,Rex,SPy1120,TF,tpiA,SPy0613,SP5448_07010,SP5448_05380,,,RegPrecise,,
39,Rex,SPy1120,TF,noxE,SPy1150,SP5448_05240,SP5448_05380,,,RegPrecise,,
40,Rex,SPy1120,TF,ldh,SPy1151,SP5448_05235,SP5448_05380,,,RegPrecise,,
41,Rex,SPy1120,TF,ahpC,SPy2079,SP5448_08945,SP5448_05380,,,RegPrecise,,
42,Rex,SPy1120,TF,ahpF,SPy2080,SP5448_08950,SP5448_05380,,,RegPrecise,,
43,Rex,SPy1120,TF,focA,SPy1424,SP5448_03800,SP5448_05380,,,RegPrecise,,
44,Rex,SPy1120,TF,eno,SPy0731,SP5448_06770,SP5448_05380,,,RegPrecise,,
45,preQ1-II,SPy1120,RNA,ccl,SPy0749,SP5448_06690,SP5448_05380,,,RegPrecise,,
46,yybP-ykoY,SPy1120,RNA,pacL,SPy0623,SP5448_06975,SP5448_05380,,,RegPrecise,,
47,T-box(Ala),SPy1120,RNA,alaS,SPy1389,SP5448_03940,SP5448_05380,,,RegPrecise,,
48,T-box(Gly),SPy1120,RNA,glyQ,SPy1689,SP5448_02625,SP5448_05380,,,RegPrecise,,
49,T-box(Gly),SPy1120,RNA,glyS,SPy1688,SP5448_02630,SP5448_05380,,,RegPrecise,,
50,T-box(Gly),SPy1120,RNA,ynzC,SPy1687,SP5448_02635,SP5448_05380,,,RegPrecise,,
51,T-box(Ile),SPy1120,RNA,ileS,SPy1513,SP5448_03360,SP5448_05380,,,RegPrecise,,
52,T-box(Phe),SPy1120,RNA,pheS,SPy_0768,SP5448_06615,SP5448_05380,,,RegPrecise,,
53,T-box(Phe),SPy1120,RNA,pheT,SPy0769,SP5448_06610,SP5448_05380,,,RegPrecise,,
54,T-box(Ser),SPy1120,RNA,serS,SPy1742,SP5448_02120,SP5448_05380,,,RegPrecise,,
55,T-box(Thr),SPy1120,RNA,thrS,SPy0517,SP5448_07395,SP5448_05380,,,RegPrecise,,
56,T-box(Trp),SPy1120,RNA,trpS,SPy2207,SP5448_09400,SP5448_05380,,,RegPrecise,,
57,T-box(Val),SPy1120,RNA,rimL,SPy1570,SP5448_03115,SP5448_05380,,,RegPrecise,,
58,T-box(Val),SPy1120,RNA,SP_567,SPy1569,SP5448_03120,SP5448_05380,,,RegPrecise,,
59,T-box(Val),SPy1120,RNA,valS,SPy1568,SP5448_03125,SP5448_05380,,,RegPrecise,,
60,NagR,SPy1202,TF,nagB,SPy1399,SP5448_03905,SP5448_05025,,,RegPrecise,,
61,NagR,SPy1202,TF,glmS,SPy1280,SP5448_04695,SP5448_05025,,,RegPrecise,,
62,NagR,SPy1202,TF,nagA,SPy1694,SP5448_02610,SP5448_05025,,,RegPrecise,,
63,NanR,SPy0259,TF,nanE,SPy0251,SP5448_01210,SP5448_01245,,,RegPrecise,,
64,NanR,SPy0259,TF,nanU,SPy0252,SP5448_01215,SP5448_01245,,,RegPrecise,,
65,NanR,SPy0259,TF,nanV,SPy0254,SP5448_01220,SP5448_01245,,,RegPrecise,,
66,NanR,SPy0259,TF,nanW,SPy0255,SP5448_01225,SP5448_01245,,,RegPrecise,,
67,NanR,SPy0259,TF,SDEG_1954,SPy0256,SP5448_01230,SP5448_01245,,,RegPrecise,,
68,NanR,SPy0259,TF,nanH,SPy0257,SP5448_01235,SP5448_01245,,,RegPrecise,,
69,NanR,SPy0259,TF,glk,SPy0258,SP5448_01240,SP5448_01245,,,RegPrecise,,
70,NrdR,SPy0338,TF,nrdD,SPy2110,SP5448_09070,SP5448_08085,,,RegPrecise,,
71,NrdR,SPy0338,TF,yceM,SPy2107,SP5448_09060,SP5448_08085,,,RegPrecise,,
72,NrdR,SPy0338,TF,XK27_193,SPy2106,SP5448_09055,SP5448_08085,,,RegPrecise,,
73,NrdR,SPy0338,TF,nrdG,SPy2105,SP5448_09050,SP5448_08085,,,RegPrecise,,
74,NrdR,SPy0338,TF,nrdF,SPy0425,SP5448_07775,SP5448_08085,,,RegPrecise,,
75,NrdR,SPy0338,TF,nrdI,SPy0426,SP5448_07770,SP5448_08085,,,RegPrecise,,
76,NrdR,SPy0338,TF,nrdE,SPy0427,SP5448_07765,SP5448_08085,,,RegPrecise,,
77,NrdR,SPy0338,TF,nrdH,SPy1374,SP5448_03995,SP5448_08085,,,RegPrecise,,
78,NrdR,SPy0338,TF,nrdE,SPy1375,SP5448_03990,SP5448_08085,,,RegPrecise,,
79,NrdR,SPy0338,TF,nrdF,SPy1378,SP5448_03985,SP5448_08085,,,RegPrecise,,
80,CopR,SPy1717,TF,copY,SPy1717,SP5448_02520,SP5448_02520,,,RegPrecise,,
81,CopR,SPy1717,TF,copA,SPy1715,SP5448_02525,SP5448_02520,,,RegPrecise,,
82,CopR,SPy1717,TF,copZ,SPy1714,SP5448_02530,SP5448_02520,,,RegPrecise,,
83,MalR,SPy1293,TF,dexB,SPy1973,SP5448_08550,SP5448_04330,,,RegPrecise,,
84,MalR,SPy1293,TF,ptsG,SPy1986,SP5448_08595,SP5448_04330,,,RegPrecise,,
85,MalR,SPy1293,TF,rgfB,SPy1985,SP5448_08590,SP5448_04330,,,RegPrecise,,
86,MalR,SPy1293,TF,malR,SPy1293,SP5448_04330,SP5448_04330,,,RegPrecise,,
87,MalR,SPy1293,TF,pulA,SPy1972,SP5448_08545,SP5448_04330,,,RegPrecise,,
88,MalR,SPy1293,TF,malQ,SPy1292,SP5448_04335,SP5448_04330,,,RegPrecise,,
89,MalR,SPy1293,TF,glgP,SPy1291,SP5448_04340,SP5448_04330,,,RegPrecise,,
90,MalR,SPy1293,TF,malX,SPy1294,SP5448_04325,SP5448_04330,,,RegPrecise,,
91,MalR,SPy1293,TF,malF,SPy1295,SP5448_04320,SP5448_04330,,,RegPrecise,,
92,MalR,SPy1293,TF,malG,SPy1296,SP5448_04315,SP5448_04330,,,RegPrecise,,
93,GlnR,SPy1878,TF,glnR,SPy1878,SP5448_01570,SP5448_01570,,,RegPrecise,,
94,GlnR,SPy1878,TF,glnA,SPy1877,SP5448_01575,SP5448_01570,,,RegPrecise,,
95,GlnR,SPy1878,TF,glnP,SPy1315,SP5448_04225,SP5448_01570,,,RegPrecise,,
96,GlnR,SPy1878,TF,glnQ,SPy1316,SP5448_04220,SP5448_01570,,,RegPrecise,,
97,FabT,SPy1755,TF,fabK,SPy1751,SP5448_02075,SP5448_02060,,,RegPrecise,,
98,FabT,SPy1755,TF,fabD,SPy1750,SP5448_02080,SP5448_02060,,,RegPrecise,,
99,FabT,SPy1755,TF,fabG,SPy1749,SP5448_02085,SP5448_02060,,,RegPrecise,,
100,FabT,SPy1755,TF,fabF,SPy1748,SP5448_02090,SP5448_02060,,,RegPrecise,,
101,FabT,SPy1755,TF,accB,SPy1747,SP5448_02095,SP5448_02060,,,RegPrecise,,
102,FabT,SPy1755,TF,fabZ,SPy1746,SP5448_02100,SP5448_02060,,,RegPrecise,,
103,FabT,SPy1755,TF,accC,SPy1745,SP5448_02105,SP5448_02060,,,RegPrecise,,
104,FabT,SPy1755,TF,accD,SPy1744,SP5448_02110,SP5448_02060,,,RegPrecise,,
105,FabT,SPy1755,TF,accA,SPy1743,SP5448_02115,SP5448_02060,,,RegPrecise,,
106,FabT,SPy1755,TF,phaB,SPy1758,SP5448_02055,SP5448_02060,,,RegPrecise,,
107,FabT,SPy1755,TF,marR,SPy1755,SP5448_02060,SP5448_02060,,,RegPrecise,,
108,FabT,SPy1755,TF,fabH,SPy1754,SP5448_02065,SP5448_02060,,,RegPrecise,,
109,FabT,SPy1755,TF,acpP,SPy1753,SP5448_02070,SP5448_02060,,,RegPrecise,,
110,ScrR,SPy1817,TF,scrB,SPy1816,SP5448_01830,SP5448_01825,,,RegPrecise,,
111,ScrR,SPy1817,TF,scrR,SPy1817,SP5448_01825,SP5448_01825,,,RegPrecise,,
112,ScrR,SPy1817,TF,scrA,SPy1815,SP5448_01835,SP5448_01825,,,RegPrecise,,
113,SczA,SPy0846,TF,czcD,SPy0845,SP5448_06290,SP5448_06285,,,RegPrecise,,
114,SczA,SPy0846,TF,XK27_3525,SPy0846,SP5448_06285,SP5448_06285,,,RegPrecise,,
115,CcpA,SPy0514,TF,celC,SPy2052,SP5448_08855,SP5448_07415,,,RegPrecise,,
116,CcpA,SPy0514,TF,celA,SPy2051,SP5448_08850,SP5448_07415,,,RegPrecise,,
117,CcpA,SPy0514,TF,celB,SPy2050,SP5448_08845,SP5448_07415,,,RegPrecise,,
118,CcpA,SPy0514,TF,citM,SPy1180,SP5448_05105,SP5448_07415,,,RegPrecise,,
119,CcpA,SPy0514,TF,SPy1879,SPy1879,SP5448_01565,SP5448_07415,,,RegPrecise,,
120,CcpA,SPy0514,TF,aphA,SPy1113,SP5448_05415,SP5448_07415,,,RegPrecise,,
121,CcpA,SPy0514,TF,XK27_34,SPy0872,SP5448_06175,SP5448_07415,,,RegPrecise,,
122,CcpA,SPy0514,TF,atoE,SPy0137,SP5448_00760,SP5448_07415,,,RegPrecise,,
123,CcpA,SPy0514,TF,pepQ,SPy0513,SP5448_07420,SP5448_07415,,,RegPrecise,,
124,CcpA,SPy0514,TF,treB,SPy2097,SP5448_09025,SP5448_07415,,,RegPrecise,,
125,CcpA,SPy0514,TF,treC,SPy2096,SP5448_09020,SP5448_07415,,,RegPrecise,,
126,CcpA,SPy0514,TF,acoA,SPy1026,SP5448_05810,SP5448_07415,,,RegPrecise,,
127,CcpA,SPy0514,TF,acoB,SPy1028,SP5448_05805,SP5448_07415,,,RegPrecise,,
128,CcpA,SPy0514,TF,phnA,SPy1277,SP5448_04700,SP5448_07415,,,RegPrecise,,
129,CcpA,SPy0514,TF,cshA,SPy1415,SP5448_03835,SP5448_07415,,,RegPrecise,,
130,CcpA,SPy0514,TF,gatA,SPy1711,SP5448_02540,SP5448_07415,,,RegPrecise,,
131,CcpA,SPy0514,TF,gatB,SPy1710,SP5448_02545,SP5448_07415,,,RegPrecise,,
132,CcpA,SPy0514,TF,gatC,SPy1709,SP5448_02550,SP5448_07415,,,RegPrecise,,
133,CcpA,SPy0514,TF,rliB,SPy1602,SP5448_03010,SP5448_07415,,,RegPrecise,,
134,CcpA,SPy0514,TF,hyl,SPy1600,SP5448_03015,SP5448_07415,,,RegPrecise,,
135,CcpA,SPy0514,TF,bgl,SPy1599,SP5448_03020,SP5448_07415,,,RegPrecise,,
136,CcpA,SPy0514,TF,nanE,SPy0251,SP5448_01210,SP5448_07415,,,RegPrecise,,
137,CcpA,SPy0514,TF,nanU,SPy0252,SP5448_01215,SP5448_07415,,,RegPrecise,,
138,CcpA,SPy0514,TF,nanV,SPy0254,SP5448_01220,SP5448_07415,,,RegPrecise,,
139,CcpA,SPy0514,TF,nanW,SPy0255,SP5448_01225,SP5448_07415,,,RegPrecise,,
140,CcpA,SPy0514,TF,SPy256,SPy0256,SP5448_01230,SP5448_07415,,,RegPrecise,,
141,CcpA,SPy0514,TF,nanH,SPy0257,SP5448_01235,SP5448_07415,,,RegPrecise,,
142,CcpA,SPy0514,TF,glk,SPy0258,SP5448_01240,SP5448_07415,,,RegPrecise,,
143,CcpA,SPy0514,TF,rpiA,SPy0889,SP5448_06090,SP5448_07415,,,RegPrecise,,
144,CcpA,SPy0514,TF,deoB,SPy0890,SP5448_06085,SP5448_07415,,,RegPrecise,,
145,CcpA,SPy0514,TF,arsC,SPy0891,SP5448_06080,SP5448_07415,,,RegPrecise,,
146,CcpA,SPy0514,TF,punA,SPy0892,SP5448_06075,SP5448_07415,,,RegPrecise,,
147,CcpA,SPy0514,TF,manL,SPy1738,SP5448_02140,SP5448_07415,,,RegPrecise,,
148,CcpA,SPy0514,TF,manM,SPy1739,SP5448_02135,SP5448_07415,,,RegPrecise,,
149,CcpA,SPy0514,TF,manN,SPy1740,SP5448_02130,SP5448_07415,,,RegPrecise,,
150,CcpA,SPy0514,TF,manO,SPy1741,SP5448_02125,SP5448_07415,,,RegPrecise,,
151,CcpA,SPy0514,TF,ackA,SPy0109,SP5448_00645,SP5448_07415,,,RegPrecise,,
152,CcpA,SPy0514,TF,lacR,SPy1712,SP5448_02535,SP5448_07415,,,RegPrecise,,
153,CcpA,SPy0514,TF,cas5d,SPy1566,SP5448_03135,SP5448_07415,,,RegPrecise,,
154,CcpA,SPy0514,TF,csd1,SPy1565,SP5448_03140,SP5448_07415,,,RegPrecise,,
155,CcpA,SPy0514,TF,csd2,SPy1564,SP5448_03145,SP5448_07415,,,RegPrecise,,
156,CcpA,SPy0514,TF,cas1,SPy1562,SP5448_03155,SP5448_07415,,,RegPrecise,,
157,CcpA,SPy0514,TF,cas2,SPy1561,SP5448_03160,SP5448_07415,,,RegPrecise,,
158,CcpA,SPy0514,TF,glpK,SPy1684,SP5448_02645,SP5448_07415,,,RegPrecise,,
159,CcpA,SPy0514,TF,glpD,SPy1683,SP5448_02650,SP5448_07415,,,RegPrecise,,
160,CcpA,SPy0514,TF,glpF,SPy1682,SP5448_02655,SP5448_07415,,,RegPrecise,,
161,CcpA,SPy0514,TF,focA,SPy1424,SP5448_03800,SP5448_07415,,,RegPrecise,,
162,CcpA,SPy0514,TF,ldh,SPy1151,SP5448_05235,SP5448_07415,,,RegPrecise,,
163,CcpA,SPy0514,TF,kduD,SPy0636,SP5448_06935,SP5448_07415,,,RegPrecise,,
164,CcpA,SPy0514,TF,rpiB,SPy0637,SP5448_06930,SP5448_07415,,,RegPrecise,,
165,CcpA,SPy0514,TF,kdgK,SPy0638,SP5448_06925,SP5448_07415,,,RegPrecise,,
166,CcpA,SPy0514,TF,eda,SPy0639,SP5448_06920,SP5448_07415,,,RegPrecise,,
167,CcpA,SPy0514,TF,agaF,SPy0634,SP5448_06940,SP5448_07415,,,RegPrecise,,
168,CcpA,SPy0514,TF,ugl,SPy0632,SP5448_06945,SP5448_07415,,,RegPrecise,,
169,CcpA,SPy0514,TF,agaV,SPy0631,SP5448_06950,SP5448_07415,,,RegPrecise,,
170,CcpA,SPy0514,TF,hylF,SPy0630,SP5448_06955,SP5448_07415,,,RegPrecise,,
171,CcpA,SPy0514,TF,agaD,SPy0629,SP5448_06960,SP5448_07415,,,RegPrecise,,
172,CcpA,SPy0514,TF,ohl,SPy0628,SP5448_06965,SP5448_07415,,,RegPrecise,,
173,CcpA,SPy0514,TF,regR,SPy0627,SP5448_06970,SP5448_07415,,,RegPrecise,,
174,CcpA,SPy0514,TF,hylB,SPy1032,SP5448_05785,SP5448_07415,,,RegPrecise,,
175,CcpA,SPy0514,TF,mdxE,SPy1306,SP5448_04275,SP5448_07415,,,RegPrecise,,
176,CcpA,SPy0514,TF,amyB,SPy1304,SP5448_04285,SP5448_07415,,,RegPrecise,,
177,CcpA,SPy0514,TF,amyA,SPy1302,SP5448_04290,SP5448_07415,,,RegPrecise,,
178,CcpA,SPy0514,TF,malC,SPy1301,SP5448_04295,SP5448_07415,,,RegPrecise,,
179,CcpA,SPy0514,TF,malD,SPy1299,SP5448_04300,SP5448_07415,,,RegPrecise,,
180,CcpA,SPy0514,TF,malA,SPy1298,SP5448_04305,SP5448_07415,,,RegPrecise,,
181,CcpA,SPy0514,TF,ptsG,SPy1986,SP5448_08595,SP5448_07415,,,RegPrecise,,
182,CcpA,SPy0514,TF,rgfB,SPy1985,SP5448_08590,SP5448_07415,,,RegPrecise,,
183,CcpA,SPy0514,TF,celR,SPy1325,SP5448_04190,SP5448_07415,,,RegPrecise,,
184,CcpA,SPy0514,TF,licB_1,SPy1324,SP5448_04195,SP5448_07415,,,RegPrecise,,
185,CcpA,SPy0514,TF,chbA,SPy1323,SP5448_04200,SP5448_07415,,,RegPrecise,,
186,CcpA,SPy0514,TF,SPy1322,SPy1322,SP5448_04205,SP5448_07415,,,RegPrecise,,
187,CcpA,SPy0514,TF,fba,SPy1889,SP5448_01520,SP5448_07415,,,RegPrecise,,
188,CcpA,SPy0514,TF,treR,SPy2099,SP5448_09030,SP5448_07415,,,RegPrecise,,
189,CcpA,SPy0514,TF,codY,SPy1777,SP5448_01980,SP5448_07415,,,RegPrecise,,
190,CcpA,SPy0514,TF,pncA,SPy1776,SP5448_01985,SP5448_07415,,,RegPrecise,,
191,CcpA,SPy0514,TF,yqgQ,SPy1530,SP5448_03285,SP5448_07415,,,RegPrecise,,
192,CcpA,SPy0514,TF,glk,SPy1529,SP5448_03290,SP5448_07415,,,RegPrecise,,
193,CcpA,SPy0514,TF,yqhL,SPy1528,SP5448_03295,SP5448_07415,,,RegPrecise,,
194,CcpA,SPy0514,TF,ccpA,SPy0514,SP5448_07415,SP5448_07415,,,RegPrecise,,
195,CcpA,SPy0514,TF,malX,SPy1294,SP5448_04325,SP5448_07415,,,RegPrecise,,
196,CcpA,SPy0514,TF,malF,SPy1295,SP5448_04320,SP5448_07415,,,RegPrecise,,
197,CcpA,SPy0514,TF,malG,SPy1296,SP5448_04315,SP5448_07415,,,RegPrecise,,
198,CcpA,SPy0514,TF,hpf,SPy1613,SP5448_02935,SP5448_07415,,,RegPrecise,,
199,CcpA,SPy0514,TF,SAG273,SPy1870,SP5448_01610,SP5448_07415,,,RegPrecise,,
200,CcpA,SPy0514,TF,pgm,SPy1224,SP5448_04920,SP5448_07415,,,RegPrecise,,
201,CcpA,SPy0514,TF,adhP,SPy0044,SP5448_00305,SP5448_07415,,,RegPrecise,,
202,CcpA,SPy0514,TF,thlA,SPy1637,SP5448_02840,SP5448_07415,,,RegPrecise,,
203,CcpA,SPy0514,TF,ctfA,SPy1638,SP5448_02835,SP5448_07415,,,RegPrecise,,
204,CcpA,SPy0514,TF,ctfB,SPy1639,SP5448_02830,SP5448_07415,,,RegPrecise,,
205,CcpA,SPy0514,TF,bdhA,SPy1640,SP5448_02825,SP5448_07415,,,RegPrecise,,
206,CcpA,SPy0514,TF,XK27_5475,SPy1641,SP5448_02820,SP5448_07415,,,RegPrecise,,
207,CcpA,SPy0514,TF,thlA,SPy0140,SP5448_00770,SP5448_07415,,,RegPrecise,,
208,CcpA,SPy0514,TF,ctfA,SPy0141,SP5448_00775,SP5448_07415,,,RegPrecise,,
209,CcpA,SPy0514,TF,ctfB,SPy0142,SP5448_00780,SP5448_07415,,,RegPrecise,,
210,CcpA,SPy0514,TF,adh,SPy1111,SP5448_05420,SP5448_07415,,,RegPrecise,,
211,CcpA,SPy0514,TF,gabD,SPy1067,SP5448_05625,SP5448_07415,,,RegPrecise,,
212,CcpA,SPy0514,TF,pabB,SPy1990,SP5448_08615,SP5448_07415,,,RegPrecise,,
213,CcpA,SPy0514,TF,noxE,SPy1150,SP5448_05240,SP5448_07415,,,RegPrecise,,
214,CcpA,SPy0514,TF,ptsH,SPy1373,SP5448_04000,SP5448_07415,,,RegPrecise,,
215,CcpA,SPy0514,TF,ptsI,SPy1372,SP5448_04005,SP5448_07415,,,RegPrecise,,
216,CcpA,SPy0514,TF,pgi,SPy0215,SP5448_01085,SP5448_07415,,,RegPrecise,,
217,CcpA,SPy0514,TF,pflA,SPy0379,SP5448_07915,SP5448_07415,,,RegPrecise,,
218,CcpA,SPy0514,TF,licT,SPy0571,SP5448_07170,SP5448_07415,,,RegPrecise,,
219,CcpA,SPy0514,TF,bglP,SPy0572,SP5448_07165,SP5448_07415,,,RegPrecise,,
220,CcpA,SPy0514,TF,bglH,SPy0574,SP5448_07160,SP5448_07415,,,RegPrecise,,
221,CcpA,SPy0514,TF,fruR,SPy0853,SP5448_06255,SP5448_07415,,,RegPrecise,,
222,CcpA,SPy0514,TF,pfkB,SPy0854,SP5448_06250,SP5448_07415,,,RegPrecise,,
223,CcpA,SPy0514,TF,fruA,SPy0855,SP5448_06245,SP5448_07415,,,RegPrecise,,
224,CcpA,SPy0514,TF,pepX,SPy1858,SP5448_01665,SP5448_07415,,,RegPrecise,,
225,CcpA,SPy0514,TF,ptsA,SPy1057,SP5448_05675,SP5448_07415,,,RegPrecise,,
226,CcpA,SPy0514,TF,ptsB,SPy1058,SP5448_05670,SP5448_07415,,,RegPrecise,,
227,CcpA,SPy0514,TF,ptsC,SPy1059,SP5448_05665,SP5448_07415,,,RegPrecise,,
228,CcpA,SPy0514,TF,ptsD,SPy1060,SP5448_05660,SP5448_07415,,,RegPrecise,,
229,CcpA,SPy0514,TF,XK27_19,SPy1681,SP5448_02660,SP5448_07415,,,RegPrecise,,
230,CcpA,SPy0514,TF,XK27_195,SPy1680,SP5448_02665,SP5448_07415,,,RegPrecise,,
231,CcpA,SPy0514,TF,sagA,SPy0738,SP5448_06740,SP5448_07415,,,RegPrecise,,
232,CcpA,SPy0514,TF,sagB,SPy0739,SP5448_06735,SP5448_07415,,,RegPrecise,,
233,CcpA,SPy0514,TF,sagC,SPy0740,SP5448_06730,SP5448_07415,,,RegPrecise,,
234,CcpA,SPy0514,TF,sagD,SPy0741,SP5448_06725,SP5448_07415,,,RegPrecise,,
235,CcpA,SPy0514,TF,sagE,SPy0742,SP5448_06720,SP5448_07415,,,RegPrecise,,
236,CcpA,SPy0514,TF,sagF,SPy0743,SP5448_06715,SP5448_07415,,,RegPrecise,,
237,CcpA,SPy0514,TF,sagG,SPy0744,SP5448_06710,SP5448_07415,,,RegPrecise,,
238,CcpA,SPy0514,TF,sagH,SPy0745,SP5448_06705,SP5448_07415,,,RegPrecise,,
239,CcpA,SPy0514,TF,sagI,SPy0746,SP5448_06700,SP5448_07415,,,RegPrecise,,
240,CcpA,SPy0514,TF,sgaT,SPy0174,SP5448_00915,SP5448_07415,,,RegPrecise,,
241,CcpA,SPy0514,TF,sgaB,SPy0175,SP5448_00920,SP5448_07415,,,RegPrecise,,
242,CcpA,SPy0514,TF,ulaC,SPy0176,SP5448_00925,SP5448_07415,,,RegPrecise,,
243,CcpA,SPy0514,TF,ulaD,SPy0177,SP5448_00930,SP5448_07415,,,RegPrecise,,
244,CcpA,SPy0514,TF,ulaE,SPy0178,SP5448_00935,SP5448_07415,,,RegPrecise,,
245,CcpA,SPy0514,TF,araD,SPy0179,SP5448_00940,SP5448_07415,,,RegPrecise,,
246,CcpA,SPy0514,TF,tig,SPy1896,SP5448_01495,SP5448_07415,,,RegPrecise,,
247,CcpA,SPy0514,TF,eno,SPy0731,SP5448_06770,SP5448_07415,,,RegPrecise,,
248,CcpA,SPy0514,TF,yueI,SPy0729,SP5448_06775,SP5448_07415,,,RegPrecise,,
249,CcpA,SPy0514,TF,lctO,SPy0414,SP5448_07805,SP5448_07415,,,RegPrecise,,
250,CcpA,SPy0514,TF,tkt,SPy_1676,SP5448_02675,SP5448_07415,,,RegPrecise,,
251,CcpA,SPy0514,TF,coaA,SPy1233,SP5448_04885,SP5448_07415,,,RegPrecise,,
252,CcpA,SPy0514,TF,lacR,SPy1924,SP5448_08355,SP5448_07415,,,RegPrecise,,
253,CcpA,SPy0514,TF,SPy1339,SPy1339,SP5448_04140,SP5448_07415,,,RegPrecise,,
254,CcpA,SPy0514,TF,rnc,SPy0531,SP5448_07340,SP5448_07415,,,RegPrecise,,
255,CcpA,SPy0514,TF,smc,SPy0532,SP5448_07335,SP5448_07415,,,RegPrecise,,
256,CcpA,SPy0514,TF,pulA,SPy1972,SP5448_08545,SP5448_07415,,,RegPrecise,,
257,CcpA,SPy0514,TF,udp,SPy1869,SP5448_01615,SP5448_07415,,,RegPrecise,,
258,CcpA,SPy0514,TF,nupC,SPy1868,SP5448_01620,SP5448_07415,,,RegPrecise,,
259,CcpA,SPy0514,TF,deoC,SPy1867,SP5448_01625,SP5448_07415,,,RegPrecise,,
