,A,Cra,Mlc,Crp,NagC
nquinone__ubiC_ale3__2,-0.016207480700000002,-0.6278564055,-0.6799394675,0.09906102300000001,-0.6026076855
nquinone__ubiC_ale4__1,-0.3145175812,-0.0891983695,-0.17479632850000001,0.49321258300000004,-0.3128572905
nquinone__ubiC_ale4__2,-0.7409252827,-0.0803739825,0.033700904500000003,0.508607923,-0.0192769205
nquinone__delpdhR__1,0.2612772916,-0.2769369845,-0.2194734925,0.38566819300000005,-0.7472513105
nquinone__delpdhR__2,0.3174019937,-0.2938275845,-0.2075624405,0.362990173,-0.7365982075
quinone__glu_ale4__1,1.0681795891,-0.3001390625,-0.2419457025,0.36842613300000004,-0.6394104335
quinone__glu_ale4__2,2.8610102948,-0.4458674305,0.2752570915,0.736125773,-0.3301120175
quinone__delmenF__1,0.4586110426,-0.3317039425,-0.2514301715,0.553279673,-0.2236662915
quinone__delmenF__2,0.2830451144,-0.2140393105,-0.1102448825,0.42430167300000005,-0.2473424965
quinone__menF_ale5__1,2.4005963622,-0.3731903915,0.7392306815,0.904530523,0.2677789505
quinone__menF_ale5__2,2.7154722162000002,-0.39414975150000003,0.3989109715,0.929254393,0.3904121245
quinone__menF_ale6__1,2.8603207726,-0.3932079115,0.7813054225,0.9289372330000001,0.3131953725
quinone__menF_ale6__2,3.4138423469,-0.2942019615,0.9781797435,0.9358953230000001,0.3651795305
quinone__menF_ale7__1,4.4958799524,0.2206331685,1.2303809945,0.8647486830000001,0.1553053275
quinone__menF_ale7__2,4.1324265846,0.1118040455,1.3793098565,0.829767083,0.21851001050000002
quinone__menF_ale8__1,5.0846686944,-0.048174719500000004,0.9155680325000001,1.000233243,-0.024936800500000002
quinone__menF_ale8__2,3.6787188484,-0.3402880525,0.3113096815,0.9954071830000001,0.06796173750000001
quinone__delmenFubiC__1,-0.6804043029,-0.3092731875,-0.2703261265,0.503242803,0.0020540135
quinone__delmenFubiC__2,-0.9022118984,-0.17641565350000002,-0.3909713185,0.5733612730000001,-0.0464816065
quinone__menFubiC_ale1__1,3.5106109229999998,-0.06474065650000001,0.44002179350000004,0.688985203,-0.0648356575
quinone__menFubiC_ale1__2,4.0857998173,-0.1520650225,0.3033849185,0.689163233,-0.13667808950000002
quinone__menFubiC_ale2__1,3.0615166915,-0.2111487195,0.3316792375,0.566404903,0.0144665105
quinone__menFubiC_ale2__2,3.4396163773,-0.058635081500000005,0.2464566675,0.587592463,0.1381240675
quinone__menFubiC_ale3__1,1.9453260246,-0.0896427895,-0.3705373725,0.10847917900000001,-0.3415205615
quinone__menFubiC_ale3__2,1.606616834,-0.0698728435,-0.3944513435,0.14360144,-0.35493838450000004
quinone__menFubiC_ale4__1,2.2759422392,-0.6007593125,0.2312140195,1.042582673,-0.3889455505
quinone__menFubiC_ale4__2,2.4101986286,-0.5026456095,0.4726014375,1.027989663,-0.1388327815
oxyR__wt_glc__1,0.5421537262,-0.1736526655,0.5782819715,0.09382866100000001,-0.3873455615
oxyR__wt_glc__2,0.3275796286,-0.1066645425,0.5729729565,0.13043923,-0.31850430750000003
oxyR__wt_h2o2__1,0.5518948861,-0.1139529145,0.42602318450000004,0.057576022000000004,-0.3582634455
oxyR__wt_h2o2__2,-0.1526318063,0.0174592985,0.3975089155,0.46187418300000005,-0.2274165945
oxyR__glu_ale4__1,1.0651397692,0.4358023165,0.2740288325,0.7723290730000001,-0.2234645425
oxyR__glu_ale4__2,1.4034458927,0.1606344035,0.3623941645,0.495795953,-0.0800270715
oxyR__glu_ale4_h2o2__1,1.0753710147,0.3501225765,0.6822795465,0.621328373,-0.2088893545
oxyR__glu_ale4_h2o2__2,0.6581990191,0.3245514705,0.5286750245,0.486348433,-0.0872074615
oxyR__oxyR_ale17__1,1.0099444549,0.6820349205,0.6085704115,0.13801763,-0.1317339595
oxyR__oxyR_ale17__2,0.7819514835,0.6488653885,0.4485977195,0.15520324300000002,-0.2343103035
oxyR__oxyR_ale17_h2o2__1,1.9718493635,0.6121383695,0.7690387415000001,0.211227453,-0.2304931445
oxyR__oxyR_ale17_h2o2__2,0.27944113670000004,0.6900592575000001,0.2851588465,0.156206473,-0.15569710850000001
oxyR__oxyR_ale18__1,1.0006524539,-0.2568402815,0.3137431115,-0.23326590800000002,-0.49329081750000003
oxyR__oxyR_ale18__2,0.7815147657,-0.1528743355,0.3917391615,-0.08594182800000001,-0.44813033550000003
oxyR__oxyR_ale18_h2o2__1,0.0488573995,0.3295441655,0.27453096250000003,0.027939159,-0.027686639500000002
oxyR__oxyR_ale18_h2o2__2,0.5001553127,0.39825510550000004,0.2803169695,0.095125363,-0.0693436405
oxyR__oxyR_ale19__1,1.3189037177,-0.31673114350000003,0.5743410835,-0.186683067,-0.6578797315
oxyR__oxyR_ale19__2,1.5291110618000001,0.0385580375,0.5916405715,-0.08065952300000001,-0.3362819845
oxyR__oxyR_ale19_h2o2__1,1.3069813934,-0.34107716450000003,0.39424725850000003,-0.32169368600000003,-0.6065219555
oxyR__oxyR_ale19_h2o2__2,1.0332037771,-0.2926749605,0.3643650075,-0.22926116100000002,-0.5699366375
oxyR__oxyR_ale20__1,0.3155847017,0.3667620935,0.28227290650000003,-0.29073972200000003,-0.2182746325
oxyR__oxyR_ale20__2,0.2349552286,0.2693497675,0.2890999885,-0.328630297,-0.2293396095
oxyR__oxyR_ale20_h2o2__1,0.123632659,0.3920265375,0.4186292425,-0.103214605,-0.030304986500000002
oxyR__oxyR_ale20_h2o2__2,0.0478154925,0.37092413350000003,0.4165490455,-0.05797147800000001,-0.00014168550000000002
svns_pgi__BmePgi24_15__1,0.9779403653000001,-0.1015453585,0.6259079335000001,0.20789728300000002,-0.3278997265
svns_pgi__BmePgi24_15__2,0.7633518438,-0.3156219655,0.5713316835000001,0.288214413,-0.35008997950000004
svns_pgi__BmePgi24_26__1,1.761154699,-0.0694856845,0.7371282635,0.16856253300000001,-0.6877026615
svns_pgi__BmePgi24_26__2,1.4241755259,-0.0329812155,0.7902664215,0.144982372,-0.5554691085
svns_pgi__BmePgi24_41__1,0.9521447613,0.0900326495,0.44564034950000003,0.495849313,-0.7307318635000001
svns_pgi__BmePgi24_41__2,1.4315798764,0.0908492365,0.5255388495000001,0.08223337900000001,-0.7387214635
svns_pgi__BmePgi24_52__1,1.8644314624,0.2280290295,0.8545339665,0.260077643,-0.5278438745
svns_pgi__BmePgi24_52__2,1.5308527041,0.045015701500000005,0.8280587085000001,0.110092349,-0.3920389825
svns_pgi__PaePgi2_34__1,-0.9542822093000001,0.06744731250000001,0.9880900625000001,0.946417433,0.0021175695
svns_pgi__PaePgi2_34__2,-0.8817168944,0.0447984965,1.0123065505,0.980365153,0.0091336035
svns_pgi__PaePgi2_63__1,-0.8626415986,0.1602298815,1.0017268345,0.9986914830000001,-0.2820940695
svns_pgi__PaePgi2_63__2,-0.5446388346000001,0.1413458675,1.0668958925,0.9749593430000001,-0.33014146450000004
svns_pgi__PaePgi24_54__1,-1.30045775,0.1241862345,0.8896657355,0.830338573,-0.055846821500000005
svns_pgi__PaePgi24_54__2,-1.2683033777000001,0.1773132215,0.8882266875,0.926503413,-0.08648486550000001
svns_pgi__PaePgi24_90__1,-0.4437963601,0.3188783845,0.7065801085,0.8096897230000001,-0.2352072225
svns_pgi__PaePgi24_90__2,-0.7084845865,0.3431820045,0.7898476355,0.9991721830000001,-0.1809255405
abx_media__m9_ctrl__1,-0.9511057931,-0.3554692465,-0.6682153505,-0.219087253,-0.5540504545
abx_media__m9_ctrl__2,-0.5875143387,-0.2348982135,-0.8284626505,0.06872793,-1.0911554035
abx_media__rpmi_ctrl__1,1.8041738631,-0.8119926805000001,0.5089518595,0.181883243,-1.9128626575
abx_media__rpmi_ctrl__2,2.734062585,-0.8293008375,0.8723312655000001,0.46045822300000006,-0.8316521375
abx_media__camhb_ctrl__1,-2.3360892647,-1.3383975505,-0.2117808995,-1.466715649,-1.7433744965
abx_media__camhb_ctrl__2,-1.2110306599,-1.2419825195,-0.2284008535,-1.564214307,-1.4892305125
abx_media__m9_mero__1,-1.6495268994,-0.5594952585,-1.6093591875,0.10006032100000001,-2.3504294465
abx_media__m9_mero__2,-0.3689077249,-0.3955920685,-0.9992038895,-0.24440689100000001,-1.0925270745
abx_media__rpmi_mero__1,1.9762589537,-1.0346190905,0.3960276855,-0.15585906600000002,-1.3083345005
abx_media__rpmi_mero__2,2.6480948365,-0.8550190215,0.6446948085,0.12222331400000001,-1.4639827115
abx_media__camhb_mero__1,-5.7423358352000005,-1.9034436515,-2.0014796245,-2.568928611,-2.1411487645
abx_media__camhb_mero__2,-5.073220071,-1.8338377315,-1.5374313855000001,-2.37205329,-1.6696497415
abx_media__m9_trisulf__1,-1.5588349728000002,-0.4139257005,-1.3292524845,-0.13952741600000002,-0.5431866775
abx_media__m9_trisulf__2,-1.8323599669,-0.3658489225,-0.9500851475000001,-0.121563182,-0.4279444365
abx_media__rpmi_trisulf__1,-4.441541276,-1.1970739355,-1.1799596895,-1.138543574,-0.7378384975000001
abx_media__rpmi_trisulf__2,-4.3496678859,-1.1370689815,-1.0584404465,-1.125744815,-0.7426334835
abx_media__camhb_trisulf__1,-7.0018391665,-1.0500158225,-1.0107353085,-0.616348749,-0.7715467515000001
abx_media__camhb_trisulf__2,-6.6237494921,-1.1212806755,-1.1464530965,-0.651084973,-0.7755856395
abx_media__m9_cef__1,-1.0394316167,-0.1439478705,-0.7939195905,-0.424559634,-0.34863338050000003
abx_media__m9_cef__2,-0.8697312675000001,-0.36378928450000003,-0.9144575965,-0.35219075800000005,-0.3668294375
abx_media__rpmi_cef__1,-1.0949625037,-0.9479018825000001,-0.6032115995,0.17718560300000002,-0.5748038885
abx_media__rpmi_cef__2,-1.6590105857,-0.8289428295,-0.4601743205,0.253641923,-0.5692606485
abx_media__camhb_cef__1,-5.040633151,-0.9917317395,-1.1521591745,-0.8382274850000001,-0.6700241155000001
abx_media__camhb_cef__2,-5.5021441243,-1.0507998015,-1.1315288895,-0.903455694,-0.7933170485000001
abx_media__m9_cipro__1,-0.2653952187,-0.5461974325,-1.0887684955,-0.296102011,-0.1823415865
abx_media__m9_cipro__2,-0.3668851775,-0.6536082705,-1.2432874955,-0.23094071100000002,-0.1640788315
abx_media__rpmi_cipro__1,-2.3563378994,-1.2084995715,-0.5848139265,-0.708797459,-0.9583020985
abx_media__rpmi_cipro__2,-4.4737019643,-1.2680169395,-0.9888636385,-0.968107711,-0.8773645675
abx_media__camhb_cipro__1,-6.49582723,-1.6057893564999999,-1.3322423585,-1.356589447,-0.49746616050000003
abx_media__camhb_cipro__2,-6.537345063,-1.5622716605,-0.9733281845,-1.123683673,-0.5389802085000001
hot_tale__42c_ale3_30c__1,1.1045421079,-0.2280425985,-0.1574608325,0.062207968,-0.5253366935
hot_tale__42c_ale3_30c__2,0.9831601743,-0.4117478885,-0.3034863025,0.01735881,-0.5912937025
hot_tale__42c_ale3_37c__1,0.1026443863,-0.3369046925,-0.0356031875,0.43556652300000004,-0.3481293615
hot_tale__42c_ale3_37c__2,0.5354425196,-0.4763269895,-0.2317363755,0.40063680300000004,-0.3594633245
hot_tale__42c_ale3_44c__1,-2.7782819892,0.3283116975,0.35012985350000003,0.37188534300000003,0.0629958305
hot_tale__42c_ale3_44c__2,-3.3347668591,0.3002538615,0.35991745150000004,0.35534419300000003,-0.0027527255000000003
hot_tale__hot_ale3_mid_30c__1,-1.5480229905,0.1612692785,0.0445117285,0.739618883,-0.6241428835
hot_tale__hot_ale3_mid_30c__2,1.0118869049,0.0925173505,0.0664084895,0.562500333,-0.3610711035
hot_tale__hot_ale3_mid_37c__1,0.8198604563,-0.30707745950000004,0.1307651025,0.5847484430000001,-0.3722667445
hot_tale__hot_ale3_mid_37c__2,0.6194751391000001,-0.0948710745,-0.0052677635000000006,0.18943374300000002,-0.4643861615
hot_tale__hot_ale3_mid_44c__1,-0.12984446560000001,0.1357722605,0.7318589745,-0.071245341,-0.1214352955
hot_tale__hot_ale3_mid_44c__2,-0.6325029818,0.2854650045,0.6837766505,-0.002275453,-0.0826418595
hot_tale__hot_ale3_30c__1,1.2420976203,0.0888244745,-0.1153244445,0.515020333,-0.3796796075
hot_tale__hot_ale3_30c__2,1.6888835699,0.14737257750000002,-0.11350043950000001,0.5286701730000001,-0.3128323995
hot_tale__hot_ale3_37c__1,0.4713559594,-0.0341578565,-0.1552963015,0.349377103,-0.4539448565
hot_tale__hot_ale3_37c__2,0.4732568086,0.1189017955,-0.1456530265,0.396319383,-0.3976207365
hot_tale__hot_ale3_44c__1,-1.369718032,-0.12267522950000001,0.3157542205,0.286434483,0.0537525895
hot_tale__hot_ale3_44c__2,-2.1177607556,-0.1418937485,-0.2238833995,0.302318703,-0.048663476500000004
hot_tale__hot_ale4_30c__1,0.6522663654,-0.3591463355,-0.37238631650000004,-0.059878781000000006,-0.5894665365
hot_tale__hot_ale4_30c__2,0.8989009232,-0.2995226505,-0.2018947035,0.027680622000000002,-0.5513829595
hot_tale__hot_ale4_37c__1,-0.1182357155,-0.4472478575,-0.2458262525,-0.154360834,-0.5398995195
hot_tale__hot_ale4_37c__2,0.3967452121,-0.21439937050000002,-0.1554146295,-0.04945323,-0.47281091550000004
hot_tale__hot_ale4_44c__1,-1.390630799,0.1914428035,0.1434813535,0.164713793,0.28791096050000003
hot_tale__hot_ale4_44c__2,-1.3398492179,0.1219007205,0.4321065745,0.075804102,0.1187872575
hot_tale__hot_ale8_30c__1,0.7976658033,-0.058053794500000006,-0.0213864665,-0.056768665,-0.5011766565
hot_tale__hot_ale8_30c__2,1.0952067952,-0.1176217075,-0.0419754395,-0.10699186200000001,-0.5072756725
hot_tale__hot_ale8_37c__1,0.0077515871,-0.0756692025,0.18518364750000002,-0.007091699000000001,-0.45875965550000003
hot_tale__hot_ale8_37c__2,-0.30083607230000003,-0.0424388235,0.011485690500000001,-0.044047578000000004,-0.4249543195
hot_tale__hot_ale8_44c__1,-2.2227857291,0.3606678225,0.5258939485,0.07381628,0.2175616635
hot_tale__hot_ale8_44c__2,-2.5274828826,0.3881329455,0.5454274185,0.140506256,0.13484160250000002
hot_tale__hot_ale9_mid_30c__1,1.1188964863,-0.0171176545,-0.2901286725,0.119931675,-0.6391512235
hot_tale__hot_ale9_mid_30c__2,0.6586514226,0.024780219500000002,-0.2391877125,0.10594186400000001,-0.5433682495000001
hot_tale__hot_ale9_30c__1,2.080299379,-0.2434496105,-0.0716103365,0.057352916000000004,-0.7599070915
hot_tale__hot_ale9_30c__2,2.2297500421,-0.2171794655,-0.0209214275,0.174084083,-0.6600971835
hot_tale__hot_ale9_mid_37c__1,0.7392954903000001,-0.2633924185,-0.1426716995,-0.07088768,-0.4953680855
hot_tale__hot_ale9_mid_37c__2,0.0478951192,-0.1993657325,-0.0924255595,0.028525377,-0.5076478305000001
hot_tale__hot_ale9_37c__1,0.5588499075,-0.2251863155,0.0599627365,0.032825572000000004,-0.4412500165
hot_tale__hot_ale9_37c__2,0.0653655819,-0.3138012415,-0.0921965245,0.037217243000000004,-0.4656922885
hot_tale__hot_ale9_mid_44c__1,-1.8474676723,0.3286793945,0.1459125615,0.286125693,0.1316158815
hot_tale__hot_ale9_mid_44c__2,-1.9237044594000001,0.1371537125,0.2514675205,0.30561196300000004,0.1221201685
hot_tale__hot_ale9_44c__1,-2.103302264,0.2043196165,0.0857861615,-0.027297961000000003,0.2163786335
hot_tale__hot_ale9_44c__2,-1.7385869281000002,0.0383055815,0.1198745975,-0.086313521,0.1881306825
hot_tale__hot_ale10_30c__1,1.8420544043,0.1742360945,-0.2722035875,0.23749544300000003,-0.49023658350000004
hot_tale__hot_ale10_30c__2,1.888775711,0.2046892845,-0.26262306150000003,0.42203483300000005,-0.5849985755
hot_tale__hot_ale10_37c__1,1.030424757,-0.3254524895,-0.3311057555,0.06875389400000001,-0.4760709145
hot_tale__hot_ale10_37c__2,0.9949225250000001,-0.20625851950000001,-0.1929402415,0.12083432100000001,-0.5779385405
hot_tale__hot_ale10_44c__1,-0.3834949087,0.0072313685,0.8589412165,-0.035753444,-0.2363092085
hot_tale__hot_ale10_44c__2,-2.149945967,0.0135728445,0.7091891055,0.110043497,-0.0184694715
hot_tale__hot_ale16_30c__1,0.8916059814,0.061462300500000004,-0.3942029085,0.129309161,-0.7200021645
hot_tale__hot_ale16_30c__2,0.6683786127,0.0795101485,-0.3530813685,0.251086443,-0.5192467685000001
hot_tale__hot_ale16_37c__1,-0.3246843247,-0.0533457045,-0.1477465295,-0.022647861000000002,-0.5476107045
hot_tale__hot_ale16_37c__2,-0.6966400297,-0.11059279550000001,-0.20004741450000002,-0.007290675000000001,-0.4520141555
hot_tale__hot_ale16_44c__1,-1.7794681643999999,0.2498183645,0.6683485405,0.039920518,0.0383309795
hot_tale__hot_ale16_44c__2,-1.8933538068,0.4299435455,0.5350511335,0.206041613,0.1579619075
pdhr_ale__pdhR-13_51__1,-0.031823989500000004,-0.1282312575,0.3235984415,0.426042593,-0.6308228935
pdhr_ale__pdhR-13_51__2,0.21218992420000002,-0.0017489555000000001,0.2818722435,0.345369843,-0.6713980005
pdhr_ale__pdhR-14_46__1,0.48874580160000003,-0.1284979795,0.0841131215,0.413744223,-0.4923005345
pdhr_ale__pdhR-14_46__2,0.42051375500000004,-0.10850641250000001,0.18124560050000002,0.374689043,-0.37388422250000003
pdhr_ale__pdhR-15_51__1,-0.0266023411,-0.1142150975,0.07700235650000001,0.208151253,-0.5031346865
pdhr_ale__pdhR-15_51__2,0.051733513,-0.0220606105,0.1600117005,0.291227723,-0.6588522005
pdhr_ale__pdhR-16_49__1,1.1120515742000001,-0.0295689625,0.2884769505,0.35863981300000003,-0.4885472375
pdhr_ale__pdhR-16_49__2,0.07295106200000001,0.06996596050000001,-0.0993490885,0.29102474300000003,-0.6330975955
tcs__del_atoC_LiAcet__1,2.5427679813,0.11987262350000001,0.9654485635000001,0.372321163,-0.2069375065
tcs__del_atoC_LiAcet__2,2.899875406,0.31394053850000003,0.9946395915,0.554500683,-0.1644334295
tcs__del_atoC_LiCl__1,2.3313680606,0.1931644615,1.0495329355,0.729717593,-0.10672904550000001
tcs__del_atoC_LiCl__2,2.5050275039,0.2529109075,1.0456875535,0.8032040530000001,-0.0709186485
tcs__del_atoC_m9__1,2.48184697,0.13470229150000002,1.0911488355,0.699493633,-0.2069142995
tcs__del_atoC_m9__2,2.9036688273999998,0.2756682365,1.1208563665,0.8078232030000001,-0.1621494075
tcs__del_baeR_etoh__1,-0.7823421988,1.8335522395,1.2619247985,0.7253874130000001,0.9043162595
tcs__del_baeR_etoh__2,-0.5448085782000001,2.0021776035,1.1666416585000001,0.8432000030000001,1.0850213925
tcs__del_baeR_lb__1,2.4339986849,0.5279175545,1.9394383115,0.45295403300000003,-0.0525509095
tcs__del_baeR_lb__2,2.6700052157,0.5804894445000001,1.9124326925,0.513648663,-0.0995196785
tcs__del_btsR_01xlb__1,-2.8980290632,-1.5613833855,-0.3881506335,-1.00432669,-0.6938329605
tcs__del_btsR_01xlb__2,-2.9795468822,-1.3891346095000001,-0.6065731975,-1.132510871,-0.6914044335
tcs__del_btsR_lb__1,2.0689595322,1.2765130405,1.9266649195,0.905930643,0.2179323085
tcs__del_btsR_lb__2,2.0490356106,1.2704550625,1.9416889775000001,0.882795573,0.2735490015
tcs__del_btsR_pyruvate__1,-3.1765070497,-1.7581450445,-0.7596145245,-1.207481932,-0.7980833355
tcs__del_btsR_pyruvate__2,-3.1214109614,-1.7828460925,-0.7330567475,-1.260247428,-0.7619662675000001
tcs__del_cpxR_etoh__1,-1.0722807538,1.7925485945,1.3596971155,1.209290043,0.9485739735000001
tcs__del_cpxR_etoh__2,-1.1303047594,1.8005069615,1.3883868545,1.196778413,1.0062833685
tcs__del_cpxR_lb__1,2.731555189,0.7477895285,1.8463824625,0.560846033,0.1485746875
tcs__del_cpxR_lb__2,2.8638186917,0.7776630565,1.8517227995,0.640789563,0.1949681115
tcs__del_cusR_CuSO4__1,0.3878011535,0.0859257475,0.7645946045,1.046254113,0.1856661885
tcs__del_cusR_CuSO4__2,-0.0670369256,0.14349823350000002,0.9016305325,1.048489943,0.47873590250000003
tcs__del_cusR_lb__1,0.5020504611000001,0.9697545555,1.2302382375,0.995224693,0.7331419345
tcs__del_cusR_lb__2,0.9885839460000001,0.8775237925,1.3747890505,1.040602243,0.6064785175
tcs__del_kdpE_01-kcl__1,-1.7382551002,-0.4134206025,0.0231680365,0.088105161,-0.45183916150000003
tcs__del_kdpE_01-kcl__2,-1.5512100689000001,-0.4331493275,-0.0540656835,0.12273579200000001,-0.3971663695
tcs__del_kdpE_115-kcl__1,-0.511461562,-0.6108375715000001,0.1353363705,0.04519701,-0.0493193435
tcs__del_kdpE_115-kcl__2,-0.2412899016,-0.6956772725,0.12531026450000002,-0.003365355,0.0755317545
tcs__del_phoB_m9__1,0.694247909,-0.3885892615,0.5684826145,0.731063943,-0.2857296775
tcs__del_phoB_m9__2,0.8191373805000001,-0.4216058885,0.6825859375000001,0.757859213,-0.23897481650000002
tcs__del_phoB_m9p__1,0.4725383241,-1.5807294665,-1.4361777575,-0.51730162,-2.5529772485
tcs__del_phoB_m9p__2,0.37346599340000003,-1.5887457205,-1.3157891775000001,-0.48681598000000004,-2.6094006315
tcs__del_rcsB_etoh__1,-0.210153267,1.1254918015,2.4484266005,0.858421713,1.0006794195
tcs__del_rcsB_etoh__2,-0.5522457623,1.1849148595,2.4694355335,0.9214160130000001,1.0487890285
tcs__del_rcsB_lb__1,1.170981671,0.9924813635,1.7711357565,0.6655188230000001,0.1150939765
tcs__del_rcsB_lb__2,1.1517352502,1.0469467445,1.8359086315000002,0.700550933,0.1381384635
tcs__del_zraR_lb__1,2.2065997193,0.8747017505,2.5106558625,0.536767573,-0.6617905695
tcs__del_zraR_lb__2,2.195762737,0.8928557565,2.3986347525,0.5696375730000001,-0.5781465985
tcs__del_zraR_zncl2__1,-0.8302157695,0.3764783115,1.0607847305,0.833890483,0.0692783205
tcs__del_zraR_zncl2__2,-1.1358658311,0.3439924005,1.0083622375,0.8158754130000001,0.0049104485
tcs__wt_01-kcl__1,-1.6258675748,-0.9376892865,0.24954491050000002,-0.04219238,-0.4206730705
tcs__wt_01-kcl__2,-1.1291422244,-0.7406080245000001,0.1974986075,-0.041591509000000006,-0.3634234745
tcs__wt_01xlb__1,-3.0433747772,-1.3288956045,-0.2797419345,-1.18682151,-0.6153074535
tcs__wt_01xlb__2,-2.8268465123,-1.3977506645,-0.2033754825,-1.187464975,-0.7756228045
tcs__wt_115-kcl__1,-0.6433537656,-0.5887920295,0.2326269725,-0.09970663,0.1089214855
tcs__wt_115-kcl__2,-0.6168353835,-0.6511352485,0.13350490950000002,-0.12142913200000001,0.0544170085
tcs__wt_CuSO4__1,-0.053913544,0.4310718155,1.6415707615000001,0.733850203,-0.1308665165
tcs__wt_CuSO4__2,0.21513363060000001,0.4800872685,1.5961825405,0.730520613,-0.0799002885
tcs__wt_etoh__1,-0.7482627599,1.0921585605,1.9243286705,0.575463063,0.8186241525
tcs__wt_etoh__2,-0.7111236758,0.9909839125000001,1.9750181625,0.539484413,0.8644409195
tcs__wt_lb__1,-0.1089711396,0.0047461995,0.8052267745,0.9893765630000001,-0.2196828505
tcs__wt_lb__2,-0.0407217168,0.1492379845,0.8812808135,1.092255943,-0.2789631695
tcs__wt_LiAcet__1,1.5427670801,-0.16590414350000002,0.8399960475,0.649175273,-0.1496306445
tcs__wt_LiAcet__2,1.3352456613,-0.0736678875,0.9232794775000001,0.406217943,-0.1341641285
tcs__wt_LiCl__1,1.3205491785999999,-0.0815533715,1.0160809815,0.574315623,-0.0293464365
tcs__wt_LiCl__2,1.2120610408,-0.1015387645,0.9203270445,0.6016396030000001,-0.1094408525
tcs__wt_m9p__1,0.6626328261000001,-1.0628917865,-1.6635591955,-0.395497808,-2.1068189385
tcs__wt_m9p__2,0.2938492683,-0.9667578475,-1.6780890904999999,-0.420119436,-2.1682301325
tcs__wt_pyr__1,-2.4198910302,-1.5807947135,-0.36859171150000003,-1.287916309,-0.6374787815
tcs__wt_pyr__2,-2.8197938358,-1.6930221545,-0.1610052595,-1.163147485,-0.6678728855
tcs__wt_zncl2__1,0.8306913973000001,0.1924077455,1.5325853065000001,0.665530193,-0.21416766450000002
tcs__wt_zncl2__2,0.6461423269000001,0.21218892550000001,1.5429505795,0.6831118230000001,-0.19566574350000002
ros_tale__1_112_0pq__1,-2.0194802117,-0.3911114745,0.1975350325,0.040594261,-0.7098277305
ros_tale__1_112_0pq__2,-0.8074165148,-0.43659707550000004,0.1862801145,0.219280403,-0.4997555065
ros_tale__1_112_250pq__1,-1.1937234962,-0.9780583065,-0.1419673545,1.110700303,-0.5130662555000001
ros_tale__1_112_250pq__2,-2.0014464907,-1.2340217545,-0.1422205015,0.843117993,-0.7341975155
ros_tale__1_112_750pq__1,-1.631382005,-1.3495966115,-0.14878357250000002,0.9049245530000001,-0.7115345365
ros_tale__1_112_750pq__2,-1.5415553192,-1.4567954405,-0.1958292225,1.048487963,-0.9062135525
ros_tale__1_112_750pq__3,-1.9078642218000001,-1.2052133145,-0.1015418585,0.7018120830000001,-0.7494354785
ros_tale__3_76_0pq__1,-0.8617944643000001,-0.4323602815,0.5555057435,0.40668794300000005,-0.8777051125
ros_tale__3_76_0pq__2,-0.8540047002000001,-0.3449293645,0.6269013365,0.36532405300000004,-0.7907577105
ros_tale__3_76_0pq__3,-1.0496558185,-0.39805806250000003,0.9159736855,0.389190503,-0.9017586285
ros_tale__3_76_0pq__4,-0.7603449575,-0.5212387595,0.9843865445000001,0.43728822300000003,-0.6349441945000001
ros_tale__3_76_250pq__1,-5.83610669,-1.9343372025,-1.0230382275,-0.610562742,-0.8932391355
ros_tale__3_76_250pq__2,-2.6608701695,-1.5541468725,-1.1518582695,-0.773419076,-1.0194418315
ros_tale__3_76_750pq__1,-1.7086997831000001,-0.8570549475,-1.2773540265,0.051653856000000005,-1.0015523405
ros_tale__3_76_750pq__2,-2.7710502445,-1.4953728025,-1.5229182435,-0.9425002680000001,-1.0040124785
ros_tale__7_103_0pq__1,-1.2331109616,-1.0952503085,-0.3108723165,0.7026568830000001,-1.2328731545
ros_tale__7_103_0pq__2,-0.9630065564,-1.1767499755,0.0156985455,0.947477173,-0.7673863475
ros_tale__7_103_0pq__3,-0.752677865,-0.9968852115000001,-0.2862499615,0.7939082030000001,-1.0956795765
ros_tale__7_103_0pq__4,-0.6754448525,-1.1407109545,0.0402935575,1.056964733,-0.5938808765
ros_tale__7_103_250pq__1,-3.8444395387,-1.2742185335,-0.5539270265,-0.24247490100000002,-1.1624217065
ros_tale__7_103_250pq__2,-4.0907605687,-1.0188741495,-0.1421234415,-0.20438087800000002,-1.2511832165
ros_tale__7_103_750pq__1,-3.8611937164,-1.2752378375,-0.6196964465,0.088597729,-1.3318625645
ros_tale__7_103_750pq__2,-3.5990178545,-1.3016613505,-0.5236498055000001,0.14973729300000002,-1.2384633985
ros_tale__9_77_0pq__1,-4.0596807506,-2.2001054905,-1.1469544825,-0.7757600000000001,-0.6501787265
ros_tale__9_77_0pq__2,-3.7191925263,-1.8967164115,-1.0260357035,-0.573824628,-0.6711292165
ros_tale__9_77_250pq__1,-5.2768293896,-1.7169205225000002,-1.0058730335,-0.910153037,-0.4934454715
ros_tale__9_77_250pq__2,-6.5497621701,-2.0475571795,-1.1671725915,-0.9544832510000001,-0.8105486435
ros_tale__9_77_750pq__1,-3.2884376725,-1.8932122595,-1.2220962105,-0.588176502,-0.7104010715
ros_tale__9_77_750pq__2,-3.9065149872,-2.0322037935,-1.0483653175,-0.8824148350000001,-0.5358087815
ros_tale__11_83_0pq__1,-1.9241798902,-0.23276420750000001,-0.2862025485,0.767703793,-0.9376385595000001
