,A,MetJ
Carbons__M9Na_GlcNAc_Mid__1,-0.0304941322168609,0.4209122050000005
Carbons__M9Na_GlcNAc_Mid__2,-1.7264554025236671,0.3803806180000011
Carbons__M9Na_Gluconate_Mid__1,-7.472610752937865,1.160232413000001
Carbons__M9Na_Gluconate_Mid__2,18.460620539720487,0.1924845070000005
Carbons__M9Na_Glucosamine_Mid__1,7.314330589210041,-1.262053793999999
Carbons__M9Na_Glucosamine_Mid__2,4.849209887579684,-0.6947740749999989
Carbons__M9Na_Glycerol_Mid__1,4.048669812305543,-0.549865807999999
Carbons__M9Na_Glycerol_Mid__2,0.5711406742007445,-0.5880639209999989
Carbons__M9Na_Maltose_Mid__1,-8.486918506649978,0.1758727240000004
Carbons__M9Na_Maltose_Mid__2,-1.8165490463979552,0.8113323390000007
Carbons__M9Na_Mannitol_Mid__1,-6.432853637095228,-0.4009439229999989
Carbons__M9Na_Mannitol_Mid__2,-0.4739712395941167,-0.1904119859999991
Carbons__M9Na_Trehalose_Mid__1,-0.0873873368163432,0.7046375310000013
Carbons__M9Na_Trehalose_Mid__2,-4.3373257012572495,0.1196951450000005
Carbons__M9Na_ethanol_Mid__1,6.00455524759771,-0.4638111449999993
Carbons__M9Na_ethanol_Mid__2,7.21761481847405,-0.5730665499999992
Carbons__M9Na_fructose_Mid__1,0.0153950747877792,0.8403767380000007
Carbons__M9Na_fructose_Mid__2,-4.972597443900629,1.038902188000001
Carbons__M9Na_fumarate_Mid__1,3.459710581892536,-1.2722210159999996
Carbons__M9Na_fumarate_Mid__2,7.105844719547809,-0.6683366879999992
Carbons__M9Na_glucoseGrowth_Late__1,-0.9319779253925774,0.0126937130000008
Carbons__M9Na_glucoseGrowth_Late__2,-0.9954644382447227,-0.3753983269999992
Carbons__M9Na_glucoseGrowth_Mid__1,3.725441970763141,-0.3676052609999996
Carbons__M9Na_glucoseGrowth_Mid__2,-3.725441970763128,0.3676052610000004
Carbons__M9Na_glucoseGrowth_Stat__1,3.132639172084269,-0.4516750099999989
Carbons__M9Na_glucoseGrowth_Stat__2,3.520100600906788,-0.573186108999999
Carbons__M9Na_ribose_Mid__1,3.628612480748752,0.1163579830000012
Carbons__M9Na_ribose_Mid__2,5.480008535913455,0.7076428520000011
Carbons__M9Na_succinate_Mid__1,-1.5313519407760212,1.4066676030000007
Carbons__M9Na_succinate_Mid__2,-6.754150642280053,0.5890033940000006
Carbons__M9Na_sucrose_Mid__1,9.941174028588325,-0.3778352379999994
Carbons__M9Na_sucrose_Mid__2,11.667051913862084,-0.3855694159999991
Rich_TF_over_stress__LBv2_HapROver_Late__1,-3.596385030746505,0.7053909645000003
Rich_TF_over_stress__LBv2_HapROver_Late__2,-3.7454319452885048,0.8382343155000003
Rich_TF_over_stress__LBv2_HapROver_Mid__1,-0.8504001080378155,-0.0009813984999995
Rich_TF_over_stress__LBv2_HapROver_Mid__2,-2.0229415178853727,0.2752601485000001
Rich_TF_over_stress__LBv2_HapROver_Stat__1,-3.3134263909947803,-0.4398885984999996
Rich_TF_over_stress__LBv2_HapROver_Stat__2,-3.3787903471230463,-0.5767323264999993
Rich_TF_over_stress__LBv2_LuxOOver_Late__1,-2.796723387207886,-1.1863011114999995
Rich_TF_over_stress__LBv2_LuxOOver_Late__2,-1.991961129671545,-0.3913641354999999
Rich_TF_over_stress__LBv2_LuxOOver_Mid__1,-5.178365804382484,-0.9611961604999992
Rich_TF_over_stress__LBv2_LuxOOver_Mid__2,-5.353678312882395,0.4483544655000004
Rich_TF_over_stress__LBv2_LuxOOver_Stat__1,2.508019202899456,-1.0562661415
Rich_TF_over_stress__LBv2_LuxOOver_Stat__2,2.092105275598585,-0.5900990374999999
Rich_TF_over_stress__LBv2_QstROver_Late__1,-4.39855854948584,-1.1002333364999997
Rich_TF_over_stress__LBv2_QstROver_Late__2,-2.6748183098503104,-1.4908279594999998
Rich_TF_over_stress__LBv2_QstROver_Mid__1,-5.9126849531041925,-0.1084214534999992
Rich_TF_over_stress__LBv2_QstROver_Mid__2,-5.752925092492749,-0.1718136864999992
Rich_TF_over_stress__LBv2_QstROver_Stat__1,-1.9139722201789908,-0.6494932584999997
Rich_TF_over_stress__LBv2_QstROver_Stat__2,-0.555668144837495,-0.1010055454999996
Rich_TF_over_stress__LBv2_TfoXOver_Late__1,-3.013563923190237,-2.7056346535
Rich_TF_over_stress__LBv2_TfoXOver_Late__2,-2.722849857583254,-1.1967136724999996
Rich_TF_over_stress__LBv2_TfoXOver_Mid__1,-1.8972255440956167,0.7164703325000001
Rich_TF_over_stress__LBv2_TfoXOver_Mid__2,-2.719661976459071,0.5892796795000006
Rich_TF_over_stress__LBv2_TfoXOver_Stat__1,-2.222000056803056,-0.2460587154999993
Rich_TF_over_stress__LBv2_TfoXOver_Stat__2,-2.798012702947032,-0.6031186854999993
Salinity and Temperature Variations__20-300-T1__1,0.1765476569683682,0.1078222159999988
Salinity and Temperature Variations__20-300-T1__2,1.0987928457522742,0.615458856
Salinity and Temperature Variations__20-300-T2__1,-0.1765476569683657,-0.1078222160000006
Salinity and Temperature Variations__20-300-T2__2,0.3064017037453397,0.1841395069999993
Rich_TF_over_stress__LBv2_LowpH_Mid__1,0.9599660464284732,-0.8915116444999995
Rich_TF_over_stress__LBv2_LowpH_Mid__2,0.8542140745068285,-0.7922467424999997
Rich_TF_over_stress__LBv2_highSalt_Mid__1,0.5276360538146375,-1.6174537344999995
Rich_TF_over_stress__LBv2_highSalt_Mid__2,-0.592871335512056,-1.1463914734999996
Carbons__M9Na_glucoseKanamycin_Mid__1,7.650664402613051,0.3003719730000007
Carbons__M9Na_glucoseKanamycin_Mid__2,7.318668733042264,0.3194660890000005
microgravity__R_wt__1,0.0505410755623403,-0.0372820594999989
microgravity__R_wt__2,-0.0505410755623413,0.0372820595000007
microgravity__R_s__1,-0.3551971052953387,0.4830802864999999
microgravity__R_s__2,0.7032559290768055,0.6042690555000014
Competence_condition__OSS_TfoXOver_Stat__1,-7.277862521451031,1.8663418575
Competence_condition__OSS_TfoXOver_Stat__2,-6.941912442131354,1.4867070915000005
Competence_condition__OSS_VectorOnly_Stat__1,-0.3582993808187252,0.5089960895000001
Competence_condition__OSS_VectorOnly_Stat__2,0.3582993808187256,-0.5089960895000001
Competence_Recovery__LBv2_TfoXOver_Recov__1,1.308576476002807,1.5181155015000003
Competence_Recovery__LBv2_TfoXOver_Recov__2,4.098673267175984,1.5732446185000004
Competence_Recovery__LBv2_VectorOnly_Recov__1,1.027368648872814,0.4837286365000004
Competence_Recovery__LBv2_VectorOnly_Recov__2,-1.0273686488728109,-0.4837286364999995
