,A,GalS,GalR,Crp,RpoS
oxidative__wt_pq__1,-2.995672916115698,-0.998532523,0.20806291649999945,0.17662370300000066,2.4493267319999994
oxidative__wt_pq__2,-3.312714387560676,-1.4737610959999998,0.21340447749999925,0.24038529300000103,2.150239471999999
oxidative__deloxyr_pq__1,-3.3394833030187177,-1.0502166000000002,0.4820289524999994,0.5131550130000004,1.9186836320000005
oxidative__deloxyr_pq__2,-3.244060390018559,-1.178064613,0.5640549084999993,0.5363373029999998,1.8757188320000004
oxidative__delsoxr_pq__1,-3.657519500190188,-0.9334561419999998,0.26645677349999985,0.3346725330000009,2.1746498119999997
oxidative__delsoxr_pq__2,-3.3855687697328745,-1.089581486,0.22081860050000035,0.3870598730000001,2.132365622
oxidative__delsoxs_pq__1,-3.985616047752104,-1.04435545,0.4998542614999994,0.5134629630000003,2.4270615719999995
oxidative__delsoxs_pq__2,-2.7409550614888927,-1.3202059199999998,0.5127030244999995,0.5104807529999995,2.475274892
nac_ntrc__wt_csn__1,-1.869126273917702,-0.4762583039999999,0.30232555849999976,-0.0727968299999997,1.849426562
nac_ntrc__wt_csn__2,-1.4431815435533684,-0.4885716869999999,0.30314032049999984,-0.09324395099999984,1.8262455620000004
nac_ntrc__wt_cytd__1,-0.768959886745192,-0.8202180929999998,0.05173719450000025,-0.043119613,0.9658633820000002
nac_ntrc__wt_cytd__2,-1.5087631360787106,-0.6715078979999998,0.027601332499999742,-0.07348926000000056,0.8995555819999996
nac_ntrc__wt_gln__1,-1.299608244259443,-0.8523698610000001,0.2123202595000011,0.16383650300000066,1.143877011999999
nac_ntrc__wt_gln__2,-1.64405955978277,-0.7493000489999999,0.1673841144999999,0.11651884599999995,1.201356272
nac_ntrc__bw_delnac_csn__1,-2.921730461888123,-0.4304667740000001,0.3457177094999997,0.16921202300000004,2.1708239119999995
nac_ntrc__bw_delnac_csn__2,-2.0988792870340403,0.04310213900000015,0.3744664645000002,0.03216219000000109,2.3634965119999998
nac_ntrc__bw_delnac_cytd__1,-2.3245436561348147,-0.4702348060000001,0.18151225249999925,0.2936758630000007,1.560056101999999
nac_ntrc__bw_delnac_cytd__2,-1.8541835312357335,-0.4848635999999997,0.12762709049999987,0.2286386530000009,1.5728261719999992
nac_ntrc__bw_delnac_gln__1,-2.469510391422275,-0.5380481690000001,0.2827837354999998,0.5051051429999998,1.4617363419999998
nac_ntrc__bw_delnac_gln__2,-2.138755951889862,-0.9479672519999998,0.3933351795000002,0.563775123000001,1.4067977519999992
nac_ntrc__bw_delnac_nh4__1,-1.7203200884301404,-0.17102644200000006,-0.5829826054999998,0.3391651030000009,0.3601772620000005
nac_ntrc__bw_delnac_nh4__2,-1.3388149268699872,-0.18383381499999984,-0.28435347750000073,0.3602350630000011,0.3699574519999995
misc__wt_no_te__1,-2.0214681166437414,-1.0256333059999998,0.21815636849999984,0.3221691629999999,0.924456952
misc__wt_no_te__2,-1.6440865614881095,-0.3662682249999998,0.12135483050000052,0.3159875930000009,0.42003344199999937
misc__bw_delcbl__1,0.0514100276579826,-0.10929595499999943,0.07019493049999959,0.30577407300000026,0.244772523
misc__bw_delcbl__2,-0.5292025620995618,-0.2947889569999997,0.07281452249999898,0.3225694130000001,0.07157739500000028
misc__bw_delfabr__1,0.1421216933044344,-0.3220323399999998,-0.02279790449999997,0.1944652930000004,-0.2551086290000004
misc__bw_delfabr__2,0.2951038039133654,-0.311915951,-0.09585682650000038,0.13385438500000113,-0.16277256400000084
misc__bw_delfadr__1,-1.4272967407250443,-0.5447959239999998,-0.024045124500000625,0.325118883,0.10687962199999924
misc__bw_delfadr__2,-0.2566341180581995,-0.5005264490000001,0.006261045499999618,0.3434663330000003,0.19751071299999975
misc__nitr_031__1,-1.955591813631362,-0.21424146700000035,0.45455508549999996,0.2155988630000003,1.1360686920000005
omics__wt_glu__1,1.7076259591515697,0.38953040900000013,-0.237706342500001,0.3481259330000004,-0.23051727
omics__wt_glu__2,1.4797568586192085,0.2509958270000001,-0.12857567750000065,0.31989882300000083,0.043958795
omics__wt_gly__1,0.9536709914938624,-0.13397488499999974,-0.2961746034999999,0.3121818130000005,-0.016657597000000024
omics__wt_gly__2,0.3392803027997518,0.1096657539999999,-0.3163628335000004,0.3489800729999999,-0.015329333000000387
omics__wt_thr__1,-1.001682968364749,1.4305431330000005,0.2990915234999996,0.8835606830000007,-0.27653058900000005
omics__wt_thr__2,-0.6866942916474437,1.256519302,0.6972183424999994,1.127551423,-0.3382411019999996
omics__bw_ac__1,0.6425666945467534,3.1701694889999996,0.2242501094999998,0.4643589929999994,1.014675532
omics__bw_ac__2,1.3153211805506713,3.0667352800000005,0.5352600095000001,0.4618822229999999,0.9779118219999994
omics__bw_fum__1,-1.2659309987625464,2.766992236000001,-0.07722032450000071,0.446647853,0.7274200319999995
omics__bw_fum__2,-1.859595547015526,2.7668563940000004,-0.030158110500000387,0.4952586530000005,0.7373106620000005
omics__bw_glc__1,-2.945940134704163,0.2859654810000003,0.2393857764999989,0.31995135300000044,0.3882324019999999
omics__bw_glc__2,-3.020752184863432,0.1843688520000004,0.18551368450000005,0.3609335930000004,0.39518415200000057
omics__bw_pyr__1,-1.243692823895649,2.707484076000001,0.5084281944999995,0.8061810030000007,1.0398495719999996
omics__bw_pyr__2,-1.624086316787269,2.2049242300000005,0.19634287149999885,0.7644674929999997,1.1488143320000006
ompr__wt_nacl__1,-1.3401939313289088,-1.706519656,0.008003349500000034,-0.6865814769999989,1.6465871120000006
ompr__wt_nacl__2,-1.763854337026736,-1.6365008980000002,-0.023430985500000112,-0.620927,1.759748342
ompr__bw_delompr_nacl__1,-1.0245387210528214,-2.1695781530000002,-0.5174887775000006,-1.0462482019999992,0.7287601719999994
ompr__bw_delompr_nacl__2,-1.2578589539691662,-1.421881568,-0.4525106604999998,-1.071490686999999,0.5739272920000005
minspan__wt_ade__1,-3.452743621433037,-0.2820231839999998,0.35573530950000004,-0.09169608400000052,-0.41096649500000026
minspan__wt_glc__2,-1.7543933621451626,-0.57452653,-0.1243426904999998,-0.17147671399999884,0.11574757800000054
minspan__wt_glc__3,-2.019437393093606,-0.4068150529999999,-0.020020453499999924,-0.2165117989999992,0.02785716100000002
minspan__wt_glc__4,-1.3779593780519774,0.257873821,0.1685571244999995,-0.23779414300000035,0.04818290200000064
minspan__wt_glc_anaero__1,-4.546044986341658,-1.334724956,0.2079702155000005,0.09730802400000016,-0.27702965699999993
minspan__wt_glc_anaero__2,-5.741127276441295,-0.8161859119999999,0.7493883844999996,0.0007891440000005191,-0.08955874199999947
minspan__wt_trp__1,-2.3408695739308603,0.5469848239999999,0.7463551294999995,0.379309933,0.016084042999999326
minspan__bw_delcra_glc__2,-4.313268077573279,-0.8150626129999998,0.6718709755000001,0.2077464830000011,0.268831166
minspan__bw_delcra_trp__1,-4.055289996794607,-0.6606316729999997,0.3706388174999997,0.245706203000001,0.03030116299999896
minspan__bw_delmntr__1,-1.951412633194309,0.20740042900000025,0.7090802595000012,0.3950805430000006,0.12121000099999968
minspan__bw_delnac_ade__1,-3.956736982059744,0.551015391,0.4415837294999996,0.005806081999999435,0.08339037800000071
minspan__bw_delnac_glc__1,-2.827213147699451,-0.3489136799999999,-0.26045076950000023,0.19238992300000035,0.41288737200000014
cra_crp__wt_ac__1,3.2234390447834125,3.3194939810000013,-0.0392472245000004,0.7848307329999997,0.34391979199999945
cra_crp__wt_ac__2,3.412511684105456,3.397712178,-0.06215540050000001,0.774460393,0.2228516109999994
cra_crp__wt_fru__1,2.709263134515767,2.006096125,0.1649423944999997,0.3134937529999995,0.32115443200000016
cra_crp__wt_fru__2,2.3019026140605794,1.9852236010000004,-0.1207437795000006,0.3732440629999996,0.2865428439999995
cra_crp__delcra_ac__1,-0.8949430806999645,2.282014373,0.15578288050000033,0.20535391299999967,0.5809128020000003
cra_crp__delcra_ac__2,-0.8176398025380925,2.2625825070000003,-0.09607238049999987,0.15922527300000056,0.6237719419999994
cra_crp__delcra_fru__1,-2.0871520750245,-0.4158877109999999,0.2646517805000004,0.12650519299999985,0.4457110719999999
cra_crp__delcra_fru__2,-2.626571933575525,-0.8794790299999997,0.1861215284999993,0.1631474930000003,0.527806022
cra_crp__delcra_glc__1,-2.338372903570783,-1.0701870619999998,0.057616730499999484,0.046791002000000866,-0.06741425999999963
cra_crp__delcra_glc__2,-1.7307633744368107,-0.4720046469999999,0.10087487950000007,-0.014761103999999747,-0.00946141200000028
rpoB__wt_031__1,1.3656462935999567,3.2779838230000005,0.4550651265000001,0.271760703,0.4189900820000005
rpoB__wt_044__1,-0.0477379993162786,0.2360553000000003,0.2744781955000004,0.2048586730000004,-0.0027066280000003213
rpoB__wt_lb__1,3.976596775331484,3.996802208,0.08864172949999992,0.2472729529999995,0.5912388619999991
rpoB__wt_lb__2,4.89015393905714,3.953672757000001,0.051093380499999334,0.2041545229999997,0.5552148619999997
rpoB__rpoBE546V_031__1,0.5515481993583129,2.4096582590000004,-0.1156021555000004,0.4571714629999999,1.0753228020000003
rpoB__rpoBE546V_044__1,2.0787779031088727,2.052953909,-0.3561532705000001,0.37625628299999997,1.0465195620000003
rpoB__rpoBE546V_lb__1,3.6434086821985674,2.8993668930000003,-0.34651685850000025,0.1174804819999995,0.6638522620000007
rpoB__rpoBE546V_lb__2,2.2610327691036995,2.8776107019999992,-0.3403745515000001,0.1254229630000001,0.6135239919999993
rpoB__rpoBE546V_glc__1,1.235476391387233,0.40999321700000013,-0.4701867025000004,-0.004082425000000001,0.12999292800000006
rpoB__rpoBE672K_glc__1,0.2289073275079006,0.180965874,-0.5411945735000003,-0.6662891799999997,-0.9269440880000008
rpoB__rpoBE672K_glc__2,-0.0523749441590104,0.7332459159999999,-0.4219594525000003,-0.5708984560000001,-0.9221537669999992
rpoB__rpoBE672K_lb__1,1.7071835934051278,1.3985512570000005,-1.0124842785000006,-0.2288451829999989,-0.9664375940000004
rpoB__rpoBE672K_lb__2,1.2759009658737934,1.0570656090000004,-1.2034627484999998,-0.18410035800000024,-0.8909124800000008
crp__wt_fru__1,0.7923636995616328,1.9556751780000001,0.003864798499999544,-0.13483747499999946,-0.08924797200000079
crp__wt_glyc__1,2.305669963103804,2.353273268,-0.4501276285000007,-0.06971342199999953,0.382196532
crp__wt_glyc__2,2.3994900261499925,2.5398177150000016,-0.2641471735000005,0.000271048000000107,0.29671736199999893
crp__delar1_glyc__1,1.7779063108437358,-1.2481249679999995,0.4826181264999994,0.7684826630000003,0.457625371999999
crp__delar1_glyc__2,-0.4311794104051579,-1.7648996080000001,0.6864200474999995,0.9809746629999996,0.3320905520000004
crp__delar1ar2_glyc__1,-2.6167738352519403,-1.286549034,-0.08551975850000026,0.2916550830000002,0.19362971600000026
crp__delar1ar2_glyc__2,-2.117221977070705,-1.675743737,0.0006969154999998395,0.2567226429999998,0.33613993200000003
crp__delar1ar2_glyc__3,-1.9785771306800533,-1.143302241,0.025891030499999523,0.37124749300000026,0.2143648299999992
crp__delar2_glyc__1,-7.1902219871317525,-1.140942861,0.7982534755000001,1.4298253029999994,1.187215512
crp__delar2_glyc__2,-6.563316378816622,-1.025793631,0.8872066874999991,1.3004454830000007,1.0412096020000003
crp__delar2_glyc__3,-5.825906286199222,-1.6508698789999998,0.7891173895000012,1.2369035230000005,1.0004265120000009
crp__delcrp_fru__1,-2.211976851360302,-0.6297362089999998,0.4917915484999993,-9.852476477,1.4035451519999995
crp__delcrp_fru__2,-2.5842445827238287,-0.39049011,0.4127074124999997,-9.107951936000001,1.3121425020000004
crp__delcrp_fru__3,-2.7460436034401465,-0.593602545,0.5057677505000004,-9.852476477,1.3327748219999993
crp__delcrp_glc__1,-2.1339114195502638,-0.4071834110000001,0.30227745449999954,-9.025871704,1.2202025120000002
crp__delcrp_glc__2,-1.9078546292862644,-0.4907302659999999,0.2166833274999993,-9.566616581,1.232196922
crp__delcrp_glc__3,-1.4935773648969528,-1.1179432969999998,0.2714839964999989,-9.852476477,1.218558562
crp__delcrp_glyc__1,-3.008026137805171,-0.893344329,0.24209336349999955,-9.852476477,1.4730303219999996
crp__delcrp_glyc__2,-2.575798538406894,-1.1522011140000001,0.2412959624999997,-9.852476477,1.491695502000001
crp__delcrp_glyc__3,-2.371104316188301,-1.2978360129999995,0.36377809449999976,-9.852476477,1.4256353120000007
glu__glu_ale3__1,-1.914591757333609,-1.4916873819999998,1.2437532905,1.4385551630000002,0.7930836120000002
glu__glu_ale4__1,-0.0576515142646705,-0.5456071009999999,-0.2912324184999999,0.1237046330000009,-0.2613450630000003
glu__glu_ale5__1,2.5286558430063035,1.063677739,-0.6462178295000003,0.23737495299999975,-0.923966688
glu__glu_ale6__1,-0.0406919797390727,-0.3449592149999998,-0.3924932865000006,-0.2669721739999993,-1.0723884590000008
glu__glu_ale8__1,-2.877222653501058,-1.8040943230000002,0.9895550384999998,1.5517659029999995,0.8990942620000002
glu__glu_ale9__1,-1.0435636375440758,-1.0098809020000001,0.6727664845000012,0.736260553000001,-0.267016099000001
glu__glu_ale10__1,-2.58263058095047,-1.206667762,0.7494414655000003,1.2484999630000004,-0.0609958190000004
42c__wt_42c__1,1.2864777441519335,-0.111380343,-0.3644916795000004,-0.02289376299999901,-0.2815316019999994
42c__42c_ale1__1,-0.1506060375554958,1.1936766100000016,0.26257358350000004,0.578078713,-0.4853856130000001
42c__42c_ale2__1,0.2867186653989554,-0.653664348,-0.5108010075000005,-0.001157444000000396,-0.28717722000000023
42c__42c_ale3__1,0.7453116512891705,-0.5753228999999997,-0.6026238045000003,-0.16365086199999898,-0.5307598339999995
42c__42c_ale4__1,1.8118014823373991,0.927984533,-0.1919259405,0.18829674300000046,-0.06679679299999998
42c__42c_ale5__1,0.4232140334923429,-0.004098959999999874,-0.4062709365000004,-0.2550904079999992,-0.4238999000000003
42c__42c_ale6__1,-3.723016988745465,-2.202383443,0.13200978450000012,0.5847098129999999,-1.6790261920000005
42c__42c_ale8__1,-1.0590512692432723,-1.2576854720000001,0.4997467185,0.898060053,-0.6158962060000004
42c__42c_ale9__1,1.5415885470326274,0.24261951400000026,-0.13918190150000065,0.2344509129999999,-0.5299862819999994
42c__42c_ale10__1,-1.9326611107625775,-0.865490399,1.0251334855000005,0.5824345429999997,-0.5234000390000002
ssw__wt_ac__1,0.2314247434239876,2.0263926650000004,-0.28987212450000044,0.155824183,1.2230336019999992
ssw__wt_glc__1,-1.6110108390463609,-0.7155370159999999,-0.2922548935,0.08995910700000033,-0.6345283510000002
ssw__wt_glyc__1,0.7485461885445572,2.5248990750000004,1.0756560074999992,0.2646295629999997,-0.13753819100000084
ssw__wt_xyl__1,-2.334824513907476,1.948555303,1.3990723254999995,0.6151089029999994,0.2429983199999999
ssw__glc_ale1__1,0.3255633527126755,1.6694182509999995,0.16306650950000012,0.31199771300000023,0.7432752320000002
ssw__glc_ale2__1,-3.8677520438200887,-0.514204667,0.6969488504999992,0.5353218630000001,0.426754171999999
ssw__glc_ale3__1,-4.636661511308796,-0.2322817439999998,0.7609542855000004,0.4454840030000007,-0.5801338450000006
ssw__glyc_ale1__1,-0.3490664527755603,1.6551199820000004,0.1352391785,0.2988789030000003,0.2539637250000002
ssw__glyc_ale2__1,-3.95893539750258,-0.5604728679999997,0.7009586424999998,0.3021156230000006,-0.7526172219999996
ssw__xyl_ale1__1,-2.518825741318896,1.659405597,0.4774405114999993,-0.2147884219999998,0.07102489999999939
ssw__xyl_ale2__1,1.1684236455793475,2.9290954110000005,0.08670094550000051,0.026451148999999674,0.11657292900000014
ssw__xyl_ale3__1,-0.958188794865502,1.4287232780000003,0.8405874684999999,-0.3138359289999997,-0.2888721400000005
ssw__glc_ac_ac2__1,-6.754462458503727,-0.3171554209999998,0.6040810684999993,0.5069351229999999,-0.9307193809999994
ssw__glc_ac_glc1__1,-3.718340329908719,-0.329208553,0.3584636374999981,-0.42053636400000016,-0.209421098
ssw__glc_glyc_glc__1,-3.874475662507369,-0.5202045979999999,0.4936541905,0.565682133000001,0.5182240819999997
ssw__glc_glyc_glyc__1,-0.8167905329108899,2.737018548,0.9744601914999996,0.3070424930000009,0.4607958520000004
ssw__glc_xyl_glc__1,-5.068733642666524,-0.5899472210000001,-0.19264211349999985,0.029020071999999782,-0.6348894549999997
ssw__glc_xyl_xyl__1,-2.1565781194414213,1.3506084070000002,0.3659797184999993,-0.2438474470000003,-0.2640025520000009
ica__wt_glc__1,0.7774117758911966,0.05569514600000014,-0.2771641545000003,-0.02120516499999958,-0.7602189819999996
ica__wt_glc__2,0.7574748945155717,0.291691293,-0.2348433805000001,-0.013075077999999962,-0.8536889090000006
ica__wt_glc__3,0.3885844391682663,-0.09552925400000012,-0.1587803284999998,0.0930502690000008,0.049913985999999966
ica__wt_glc__4,-1.9465629048047857,-0.4652870379999996,-0.11583071350000028,0.399858493,0.09081191900000007
ica__arg_sbt__1,1.5600440680142822,2.4763654740000005,0.01135126049999968,0.17296083299999945,0.5891611220000001
ica__arg_sbt__2,1.8055963119388696,2.6295681879999995,-0.06182986850000027,0.4931735029999995,0.3881980019999993
ica__cytd_rib__1,5.417362697546472,4.193754703,0.26053195349999925,0.5032386530000004,0.765180341999999
ica__cytd_rib__2,4.694001078138433,3.991820852,0.3405339414999995,0.4864851229999996,0.6480234419999995
ica__gth__1,-5.664808245092713,-1.038197876,-0.0654087695000003,-0.3447319570000005,0.8912684019999997
ica__gth__2,-5.402306878284278,-1.0036575689999998,-0.14103206650000022,-0.5509396859999995,1.0063285620000002
ica__leu_glcr__1,-1.7986471436099023,0.7649077640000002,-0.3892616265000006,1.0260792930000004,-0.2369398530000009
ica__leu_glcr__2,-2.0168084124797385,0.692003798,-0.3893171265,0.964590953,-0.3034178609999998
ica__met_glc__1,-0.3754572118344145,-0.5333902450000001,-0.5784127645000003,-0.0020434050000002198,-1.022815705000001
ica__met_glc__2,-0.3157867266120427,-0.5537779829999998,-0.5544716935,-0.06998528999999998,-1.102207818
ica__no3_anaero__1,-5.115239720400405,-0.3029501699999999,0.40188073950000014,0.16601552300000044,-0.1954281790000003
ica__no3_anaero__2,-5.721275545606562,-0.21358643200000005,0.3448179714999995,0.1659366630000001,-0.12172514500000098
ica__phe_acgam__1,-1.4361795568928348,0.03158097500000023,-0.3461086105,0.08710832000000046,-0.4922668249999997
ica__phe_acgam__2,-1.2470629052552735,0.2726716750000002,-0.2518990325000008,0.07371453200000032,-0.5852651299999998
ica__thm_gal__1,11.403410935011973,4.650941356000001,0.5079855014999994,0.41909228299999945,0.6066152819999999
ica__thm_gal__2,11.432496540101624,4.822382262,0.5200504274999993,0.4125785030000007,0.668510972
ica__tyr_glcn__1,-0.8730775474537602,0.0987330430000002,-0.5585005075000007,0.211699823,-0.5756726790000002
ica__tyr_glcn__2,-1.295580506094672,-0.04617268799999996,-0.4617149345000007,0.2492893929999997,-0.5077214810000008
ica__ura_pyr__1,0.47729089162727,1.222320935,-0.1571888595000006,0.8236668229999999,0.20881733899999946
ica__ura_pyr__2,-0.5497381089617679,1.865943807,-0.2055669825000006,1.104333543000001,0.4469161219999993
ica__wt_glc__5,-1.239731041972145,-0.2085767279999997,-0.14843863950000016,0.3105034530000008,-0.443233116
ica__wt_glc__6,-1.353743091191496,-0.6566386739999999,-0.4009164275000003,0.3376528430000008,-0.3440205879999993
ica__bw_delpurR_cytd__1,-0.7134466556030002,-0.17858182199999995,-0.4678468375000007,-0.14178576699999998,-1.10661481
ica__bw_delpurR_cytd__2,-3.885797803185128,-0.14823731699999998,-0.3601305765000005,0.2554834630000009,-0.40072797000000016
ica__ade_glc__1,-3.7707203750320257,-0.6690540189999998,-0.2739805465000007,0.27079068299999953,-0.4128361290000005
ica__ade_glc__2,-0.5031168238103898,0.17491175700000028,-0.3056609615000001,-0.10748262699999957,-1.293643015999999
ytf__wt_glc__1,-0.9388909701125056,-0.36254274499999983,0.1441432264999989,0.34000217300000024,0.3419649420000006
ytf__wt_glc__2,-1.1798491800580322,-0.4007131020000001,0.3678887984999992,0.487174103000001,0.6804132620000001
ytf__delyafC__1,-3.7747994830294966,-0.391881111,0.26415139750000005,0.518280163,0.5565448419999992
ytf__delyafC__2,-4.274550637999096,-0.12336507099999985,0.3830321774999996,0.558626223000001,0.6846965419999993
ytf__delyeiE__1,-3.08625655731212,-0.6440582450000001,0.3713401185,0.4528218430000006,0.24851932099999985
ytf__delyeiE__2,-3.064477224168294,-0.6799590279999999,0.11502702149999955,0.3693801830000005,0.07231935399999934
ytf__delyiaJ__1,-3.960223233451857,-1.3332148389999998,0.5208826314999992,0.4900788630000008,0.6024993319999989
ytf__delyiaJ__2,-4.259419561286842,-1.289930715,0.3729081394999998,0.4743345229999996,0.775933062
ytf__delyieP__1,-3.4771630137671976,-0.297645223,0.6389699934999999,0.8306116230000011,0.6228551420000006
ytf__delyieP__2,-3.086236883864254,-0.6695705909999998,0.4741127494999997,0.7498248230000009,0.7701409819999991
ytf__wt_ph5__1,-0.3136628572556741,0.009189822000000179,0.03394815849999944,0.3985759630000008,0.4666802919999995
ytf__wt_ph5__2,-1.2433631135228886,-0.09152091999999977,0.05217345849999955,0.4747397030000009,0.4907947220000004
ytf__wt_ph8__1,-1.4176934812190418,-0.00958892099999975,-0.2820091835000005,0.2756429229999995,0.4135751320000001
ytf__wt_ph8__2,-1.564077394888174,-0.4334903749999999,-0.26481508550000044,0.2681548629999995,0.42222096199999903
ytf__delybaO__1,-2.3770299435841395,0.15370000000000014,0.3647801345000001,0.5823761830000009,0.3931707919999994
ytf__delybaO__2,-2.3772511162152465,0.005635529000000084,0.39605711550000056,0.6367440230000003,0.5098479620000003
ytf__delybaQ__1,-1.843712554837669,-0.15335907999999954,-0.04696913049999996,0.3329404930000006,0.1104798529999993
ytf__delybaQ__2,-1.4822718022094583,0.285665179,0.09403471949999977,0.3236855130000009,0.1918486270000006
ytf__delybiH__1,-1.8630815981727944,-0.8323698689999999,0.5848648474999996,0.6363319829999998,0.7546381320000002
ytf__delybiH__2,-3.585005264553495,-1.9040767490000001,0.5537337634999995,0.5546718429999995,0.8583397119999994
ytf__delydcI_ph5__1,0.5249880196797141,-0.04830287099999975,-0.03292785750000071,0.36809995299999976,0.2372309430000001
ytf__delydcI_ph5__2,-0.3801910640362507,-0.16722954299999993,-0.11312025150000073,0.4226014830000011,0.21605959200000055
ytf__delydcI_ph8__1,-1.2528391017353195,-0.6841374609999997,-0.22879070850000005,0.3631957630000002,0.5150319519999993
ytf__delydcI_ph8__2,-1.373506827526588,-0.33213050499999985,-0.3504311495000003,0.3071113430000008,0.07543053599999894
ytf__delyddM__1,-3.3000085120232745,-0.6640924409999998,0.3457089024999993,0.8218948030000011,0.5905555519999997
ytf__delyddM__2,-3.4281688278806057,-0.722314839,0.3090956294999998,0.8320546029999996,0.5548536019999997
ytf__delyheO__1,-2.9639610133265597,0.007006504000000025,0.3235174255000004,0.5961686430000004,0.440513052
ytf__delyheO__2,-3.266002992184771,0.44614342500000026,0.4197326365,0.6336565129999999,0.5138055220000002
fps__bw_glc__1,-1.99069042930758,0.3379393610000001,-0.3672839665000005,0.23073483299999964,-0.4232219330000007
fps__bw_glc__2,-2.483695409420825,0.014413297000000382,-0.1974862945,0.16040873300000058,-0.3972259690000008
fps__fps_thrA_ale1__1,-2.9288989204274607,-0.025142796999999998,0.0311114624999993,0.3327312029999998,0.39264833200000027
fps__fps_thrA_ale1__2,-2.26436374228753,0.10373116799999993,-0.17808236850000014,0.3516250830000001,0.40612146199999977
fps__fps_thrA_ale2__1,-3.0191293667927037,-0.18606999299999985,-0.3391423355000001,0.22966762300000101,0.5639018419999999
fps__fps_thrA_ale2__2,-2.519052546920873,-0.1853786779999997,-0.1278104554999997,0.28896753300000105,0.4527652119999992
fps__fps_serB_ale1__1,-2.3699327916714563,-0.06021940199999998,0.021525531500000028,0.2630278130000008,0.1916031569999994
fps__fps_serB_ale1__2,-2.142575606405193,-0.2589365469999998,-0.014284892500000982,0.3896577630000007,0.1464529989999992
fps__fps_serB_ale4__1,-3.503627436935825,-0.02782911599999993,-0.3432589145000007,0.20591431300000096,0.3611007019999999
fps__fps_serB_ale4__2,-2.7960836883939284,-0.10320095400000008,0.15953249449999962,0.3602136930000004,0.1423332540000004
fps__fps_ptsI_ale1__1,-0.1865196995409035,2.65949989,-0.6033565095000002,0.045779202000000296,1.0472531420000006
fps__fps_ptsI_ale1__2,0.3824808993817267,2.762310877,-0.3895784794999999,0.14486478300000094,0.915891192
fps__fps_ptsI_ale3__1,-0.2095965009174884,2.157001306,-0.3889165795,0.2525903130000007,0.5594406820000001
fps__fps_ptsI_ale3__2,-0.4494251322752817,2.2170914770000003,-0.3655256925000003,0.22323634299999995,0.6253451220000006
pal__lyx_ale2_f6__1,0.3374302051254021,3.365626912,0.4923597084999996,0.3334221829999997,1.2211207119999994
pal__lyx_ale2__1,1.7270204116922636,3.4020911889999996,0.17250053149999897,0.2649081029999998,0.9668986020000006
pal__lyx_ale2__2,1.4871893778991494,3.400177048,0.3044547504999997,0.3071416530000004,1.011708711999999
pal__lyx_ale4__1,5.202239444257009,3.214405773,-2.5899538845000003,-0.057655872999999865,-0.3148401500000002
pal__lyx_ale4__2,4.845363842323706,3.243297800000001,-2.8474820194999997,-0.07060586499999921,-0.4860173060000008
