,A,NrdR
omics__wt_thr__1,-2.1026818688,-0.54717184
omics__wt_thr__2,-2.4092442475,-0.41615346000000003
omics__bw_ac__1,2.8370428715,0.09369787700000001
omics__bw_ac__2,2.2256656664,0.128876724
omics__bw_fum__1,1.6020839698,0.26833918100000004
omics__bw_fum__2,1.7413565326,0.320790987
omics__bw_glc__1,2.0353367084,0.33557642600000004
omics__bw_glc__2,1.9629145083,0.315318686
omics__bw_pyr__1,2.9852075559,0.54086217
omics__bw_pyr__2,2.7622656815,0.38044085
ompr__wt_nacl__1,11.3633113381,-0.12801407
ompr__wt_nacl__2,11.3930667217,-0.156916041
ompr__bw_delompr_nacl__1,6.5092206294,-0.676455405
ompr__bw_delompr_nacl__2,6.4980705354,-0.612549872
minspan__wt_ade__1,-1.2266139313,-0.07264403800000001
minspan__wt_glc__2,-2.7123878443000002,-0.224224943
minspan__wt_glc__3,-1.8599630675,-0.17479930400000002
minspan__wt_glc__4,-2.8781070849,-0.26332757300000004
minspan__wt_glc_anaero__1,-8.278863134,-0.35406328
minspan__wt_glc_anaero__2,-10.0745269991,0.16628869000000002
minspan__wt_trp__1,-6.1114219065,-0.142024585
minspan__bw_delcra_glc__2,-6.1059388126,-0.11733744400000001
minspan__bw_delcra_trp__1,-5.9178842493,-0.02366157
minspan__bw_delmntr__1,-6.8903866779000005,0.308193005
minspan__bw_delnac_ade__1,2.4222456931,-0.10144864
minspan__bw_delnac_glc__1,-4.9686930281,-0.016150215000000002
cra_crp__wt_ac__1,3.7651914542,-0.643481505
cra_crp__wt_ac__2,3.6854240057,-0.632383349
cra_crp__wt_fru__1,2.7212416456,-0.7060629030000001
cra_crp__wt_fru__2,3.0900089962,-0.651088187
cra_crp__delcra_ac__1,8.3821025611,0.6094637110000001
cra_crp__delcra_ac__2,8.4983026429,0.778883198
cra_crp__delcra_fru__1,6.9018515986,0.29961628100000004
cra_crp__delcra_fru__2,6.7819375275,0.2898205
cra_crp__delcra_glc__1,1.1847767298,0.12030607900000001
cra_crp__delcra_glc__2,1.1955793269,0.15064334000000001
rpoB__wt_031__1,0.0018774635000000002,-0.20090369700000002
rpoB__wt_044__1,-2.7303791089000002,-0.030494775000000002
rpoB__wt_lb__1,-2.3861747223,0.015355886000000001
rpoB__wt_lb__2,-2.4533635658,0.21996652900000002
rpoB__rpoBE546V_031__1,-3.9249887576,-0.273084394
rpoB__rpoBE546V_044__1,-4.5495006262,-0.5711501999999999
rpoB__rpoBE546V_lb__1,-3.9521678761,0.449694238
rpoB__rpoBE546V_lb__2,-4.3473921594,0.349981663
rpoB__rpoBE546V_glc__1,-3.7820428002,0.159422438
rpoB__rpoBE672K_glc__1,-4.400161015,0.09777016200000001
rpoB__rpoBE672K_glc__2,-4.9256129572,0.15799162800000002
rpoB__rpoBE672K_lb__1,-2.2342162243,0.28395858700000004
rpoB__rpoBE672K_lb__2,-2.984424241,0.294595151
crp__wt_fru__1,-1.8715061137000002,0.259648973
crp__wt_glyc__1,-2.0980008096,0.14863335700000002
crp__wt_glyc__2,-2.2063157462,0.155228797
crp__delar1_glyc__1,1.1980006428,0.659830177
crp__delar1_glyc__2,0.527279281,0.667550709
crp__delar1ar2_glyc__1,-0.5646052335,0.22823631400000002
crp__delar1ar2_glyc__2,-0.4135253105,0.061879438
crp__delar1ar2_glyc__3,-0.4257596484,0.373726645
crp__delar2_glyc__1,3.0616979524,0.454149462
crp__delar2_glyc__2,2.4432811987,0.39602996300000004
crp__delar2_glyc__3,2.064994008,0.37650159600000005
crp__delcrp_fru__1,1.6367938946,0.492771589
crp__delcrp_fru__2,1.9079764982,0.47211273000000004
crp__delcrp_fru__3,1.8205761467000001,0.39509731000000003
crp__delcrp_glc__1,-0.7564195605,0.587357907
crp__delcrp_glc__2,-0.29667238220000003,0.38872379700000004
crp__delcrp_glc__3,-0.2568542388,0.428577054
crp__delcrp_glyc__1,9.4691504262,0.491264016
crp__delcrp_glyc__2,9.8550297873,0.17799478900000001
crp__delcrp_glyc__3,10.2253874026,0.600151992
glu__glu_ale3__1,-3.5873623075000003,0.929059414
glu__glu_ale4__1,-1.7808326767,0.20043727700000002
glu__glu_ale5__1,-3.8382829723,-0.133341913
glu__glu_ale6__1,-7.2675485315,-0.396980109
glu__glu_ale8__1,-2.6632334235,0.6721752080000001
glu__glu_ale9__1,-5.4725635936,0.27873927400000004
glu__glu_ale10__1,-5.2224567099,0.5248069790000001
42c__wt_42c__1,1.3578494441,0.07803799800000001
42c__42c_ale1__1,-2.4740894668,0.492193814
42c__42c_ale2__1,0.1626331247,0.30553282600000004
42c__42c_ale3__1,1.4374527694,0.357250186
42c__42c_ale4__1,3.2416770346,0.468086009
42c__42c_ale5__1,0.32080450200000005,-0.14317796500000002
42c__42c_ale6__1,2.5126619723,0.5663037590000001
42c__42c_ale8__1,1.0317714378,0.775431767
42c__42c_ale9__1,1.7993267179,0.104029117
42c__42c_ale10__1,0.3830880578,0.46477421300000005
ssw__wt_ac__1,5.8037815603,-0.087886476
ssw__wt_glc__1,-1.1157304463,-0.614923532
ssw__wt_glyc__1,-3.8117983782,-0.06542819500000001
ssw__wt_xyl__1,3.5047686313,0.42939286
ssw__glc_ale1__1,-5.6130006999,0.0038449810000000004
ssw__glc_ale2__1,-9.2763547073,0.603183129
ssw__glc_ale3__1,-7.0366037205,0.42524545500000005
ssw__glyc_ale1__1,-4.4409062575,0.135138417
ssw__glyc_ale2__1,-8.085188494,0.41654127300000005
ssw__xyl_ale1__1,-4.0445990956,0.027497988
ssw__xyl_ale2__1,-4.0655618074,0.396747458
ssw__xyl_ale3__1,-0.5336926243,-0.18514833900000002
ssw__glc_ac_ac2__1,-6.8665073906,0.064829489
ssw__glc_ac_glc1__1,-0.7200036554,0.012583409
ssw__glc_glyc_glc__1,-4.9938365437000005,0.218838689
ssw__glc_glyc_glyc__1,-1.8540279535000002,0.15436834200000002
ssw__glc_xyl_glc__1,-6.0005550342,0.20350985400000002
ssw__glc_xyl_xyl__1,-0.6455403766000001,-0.114930558
ica__wt_glc__1,-2.6217757955,-0.26209244800000003
ica__wt_glc__2,-3.1799712262,-0.302231852
ica__wt_glc__3,3.0312818835,0.031089864000000002
ica__wt_glc__4,3.4493554697,-0.026152383
ica__arg_sbt__1,-0.9433294407,-0.133206023
ica__arg_sbt__2,-0.3488250939,-0.34559341400000004
ica__cytd_rib__1,0.8614456567000001,-0.5429717970000001
ica__cytd_rib__2,-0.0171307095,-0.5436499960000001
ica__gth__1,6.9705043987,0.312259002
ica__gth__2,6.846899746,0.059698779
ica__leu_glcr__1,1.4289284606,-0.212844415
ica__leu_glcr__2,1.0256667211,-0.27075011200000004
ica__met_glc__1,-4.2557555445,-0.468598322
ica__met_glc__2,-4.2072411968,-0.396218781
ica__no3_anaero__1,2.3611853859,0.273988163
ica__no3_anaero__2,3.303354606,0.333941727
ica__phe_acgam__1,-0.4136632363,-0.27692940600000004
ica__phe_acgam__2,-0.46522428200000004,-0.307200134
ica__thm_gal__1,-1.1387825710000001,0.013240237
ica__thm_gal__2,-0.9079134784,0.021588486
ica__tyr_glcn__1,-0.7227299177000001,-0.336674682
ica__tyr_glcn__2,-1.0416411504,-0.23260069500000002
ica__ura_pyr__1,4.461509562,0.13188037600000002
ica__ura_pyr__2,4.337890559,0.29805817
ica__wt_glc__5,-3.3104685351,-0.21301541400000001
ica__wt_glc__6,-3.087836088,-0.016522569
ica__bw_delpurR_cytd__1,-3.1399050671,-0.214451312
ica__bw_delpurR_cytd__2,-0.8812470194,-0.114006772
ica__ade_glc__1,-0.8545329379000001,-0.28402135700000003
ica__ade_glc__2,-2.7721321531000003,-0.41869097400000005
ytf__wt_glc__1,3.3168640647,0.40983804300000004
ytf__wt_glc__2,1.8735127738,0.6099064310000001
ytf__delyafC__1,1.0047747565,0.45573965800000005
ytf__delyafC__2,3.5992262134,0.4295941
ytf__delyeiE__1,2.7987992224,0.55043491
ytf__delyeiE__2,-3.1458980617,0.232861332
ytf__delyiaJ__1,-1.3050419041999999,0.537490435
ytf__delyiaJ__2,1.6852508203,0.521132163
ytf__delyieP__1,-1.1909188016,0.588672863
ytf__delyieP__2,0.9538385191000001,0.397629958
ytf__wt_ph5__1,0.6617155688,0.11482931700000001
ytf__wt_ph5__2,1.2959916519,0.20598224
ytf__wt_ph8__1,5.0777670386,0.006477478
ytf__wt_ph8__2,5.1376189311000005,0.011245715
ytf__delybaO__1,-2.9304877575,0.39549208100000005
ytf__delybaO__2,-0.1059533351,0.612502648
ytf__delybaQ__1,0.22014055070000002,0.08417010500000001
ytf__delybaQ__2,0.2687622297,0.046692542000000004
ytf__delybiH__1,5.0794966983,0.684092001
ytf__delybiH__2,6.481278008,0.83571678
ytf__delydcI_ph5__1,1.3494102631,0.143857386
ytf__delydcI_ph5__2,0.8780515141,0.120955585
ytf__delydcI_ph8__1,5.4250063643,0.151655684
ytf__delydcI_ph8__2,4.3351882356,0.015456707000000002
ytf__delyddM__1,-0.9238176479,0.34707672900000003
ytf__delyddM__2,-0.5774064433,0.30941307
ytf__delyheO__1,-1.7982926756,0.253565038
ytf__delyheO__2,-0.162043571,0.336205533
fps__bw_glc__1,-1.3308509992,0.084458792
fps__bw_glc__2,-1.4768900563,0.073312216
fps__fps_thrA_ale1__1,-1.6165576762,0.085853065
fps__fps_thrA_ale1__2,-1.6079303092,0.105504279
fps__fps_thrA_ale2__1,-2.2025136672,0.07636716
fps__fps_thrA_ale2__2,-1.7932149028,0.097438989
fps__fps_serB_ale1__1,-2.0272921748,0.12897871900000002
fps__fps_serB_ale1__2,-1.7253989229000002,0.17772583900000002
fps__fps_serB_ale4__1,1.6059274923,-0.016686207
fps__fps_serB_ale4__2,1.8300272541,0.24849801300000002
fps__fps_ptsI_ale1__1,0.5952091715,-0.09884728
fps__fps_ptsI_ale1__2,0.3074414397,-0.048619406000000004
fps__fps_ptsI_ale3__1,-0.45221290900000005,-0.017794287000000002
fps__fps_ptsI_ale3__2,0.1107507846,-0.078232038
pal__lyx_ale2_f6__1,1.8419470762999999,0.144732559
pal__lyx_ale2__1,-1.2096667815,0.085865603
pal__lyx_ale2__2,-1.5929074978000002,0.061988875000000006
pal__lyx_ale4__1,-1.6132811017000002,-0.289488792
pal__lyx_ale4__2,-0.6402120164,-0.334391949
pal__5drib_ale10_f18__1,0.45925575280000003,-0.47847536700000004
pal__5drib_ale10_f18__2,1.0026658028,-0.34008711900000005
pal__5drib_ale10__1,2.0266594456,-0.299279118
pal__arab_ale14_f9__1,2.3190922996,0.087478414
pal__arab_ale14_f9__2,3.333828973,0.192756893
pal__arab_ale14__1,-0.2486947921,-0.38128927100000004
pal__arab_ale14__2,0.09761757,0.064403425
pal__arab_ale16__1,-0.1289073479,0.258214073
pal__arab_ale16__2,0.9316623593000001,0.325849047
pal__tartr_ale26_f10__1,0.5248464335,-0.126805789
pal__tartr_ale26_f10__2,1.2522393654,-0.080720133
pal__tartr_ale26__1,-0.9321113137,-0.253086065
pal__tartr_ale26__2,-1.0469923729,-0.265970733
pal__tartr_ale28_f10__1,3.6898482728,-0.254445358
pal__tartr_ale28_f10__2,3.5853621162,-0.0035661330000000004
pal__tartr_ale28__1,0.896124828,-0.170390689
pal__tartr_ale28__2,-0.5588732977,-0.089010586
efeU__delmenFentC_citr__1,-1.6675686819000002,0.12208072900000001
efeU__delmenFentC_citr__2,-2.5640595802,-0.00069375
efeU__delmenFentC__1,9.0949532929,0.32285102400000004
efeU__delmenFentC__2,9.1628333899,0.310144495
efeU__menFentC_ale39__1,-7.3195093815,0.47741912700000005
efeU__menFentC_ale39__2,-6.4323207235,0.42048181
efeU__menFentC_ale29__1,-2.6573968026,0.267512743
efeU__menFentC_ale29__2,-2.7964400753,0.279061645
efeU__menFentC_ale30__1,-4.5346893456,0.031738880000000004
efeU__menFentC_ale30__2,-4.5875453614,-0.17562037400000002
efeU__menFentCubiC_ale36__1,4.4862132492,0.254385222
efeU__menFentCubiC_ale36__2,4.2573390811,0.333394901
efeU__menFentCubiC_ale37__1,3.6273795482,0.236085116
efeU__menFentCubiC_ale37__2,3.7080529023,0.212509682
efeU__menFentCubiC_ale38__1,-2.6166486698,0.17559722500000002
efeU__menFentCubiC_ale38__2,-0.3083627503,0.09374107500000001
misc2__salc_glc__1,1.3254375927,0.254927408
misc2__salc_glc__2,1.1803333103,0.34109337300000003
misc2__dbcn_glc__1,0.0130073922,0.7048813570000001
misc2__dbcn_glc__2,0.3310489736,0.871348561
misc2__tyr_glc__1,5.5204288499,-0.044039782
misc2__tyr_glc__2,5.2971118604,0.150967605
misc2__arg_cytd__1,-2.5728248827,-0.038926044
misc2__arg_cytd__2,-3.0792171605,-0.05840319
misc2__delyheO_pyr__1,-1.1837301782,0.157071388
misc2__delyheO_pyr__2,-1.6773615072,0.269790021
nquinone__delubiC__1,0.3577920936,0.131584832
nquinone__delubiC__2,3.9210339363,0.21841610900000002
nquinone__ubiC_ale1__1,-0.39968381210000004,0.097662676
nquinone__ubiC_ale1__2,-0.0427114534,0.14818596
nquinone__ubiC_ale2__1,0.8341940732,-0.005531556
nquinone__ubiC_ale2__2,1.2423906546,0.02041103
nquinone__ubiC_ale3__1,3.3235750175,-0.48556212400000004
nquinone__ubiC_ale3__2,3.3910685141,-0.38047557600000004
nquinone__ubiC_ale4__1,0.7091027136,-0.009577594
nquinone__ubiC_ale4__2,1.0165534788,0.159199103
nquinone__delpdhR__1,-3.2213810249,-0.229897124
nquinone__delpdhR__2,-2.2438556768,-0.438376264
quinone__glu_ale4__1,-4.4678528888,0.035798693
quinone__glu_ale4__2,-3.3326775239,0.485511662
quinone__delmenF__1,-0.2365648541,0.074533846
quinone__delmenF__2,-2.1011117875,0.021950138
quinone__menF_ale5__1,-2.84841971,0.278706977
quinone__menF_ale5__2,-2.9912991212,0.08956456800000001
quinone__menF_ale6__1,-1.9547561912,0.17082190500000002
quinone__menF_ale6__2,-1.9732537553,0.182910032
quinone__menF_ale7__1,-1.910149594,-0.11240607200000001
quinone__menF_ale7__2,-1.6744092367999999,0.156655143
quinone__menF_ale8__1,-3.1923898062,0.5897831130000001
quinone__menF_ale8__2,2.0250413866,0.6685427780000001
quinone__delmenFubiC__1,4.5830620654,0.175305667
quinone__delmenFubiC__2,3.8213326022,0.10097391700000001
quinone__menFubiC_ale1__1,-0.5449772947,0.061525588000000006
quinone__menFubiC_ale1__2,-0.6966492455000001,0.118730231
quinone__menFubiC_ale2__1,0.071835539,0.039793992
quinone__menFubiC_ale2__2,-0.0905846814,0.170506339
quinone__menFubiC_ale3__1,-3.4508429955,0.039026024
quinone__menFubiC_ale3__2,-2.7191173145,0.049712524
quinone__menFubiC_ale4__1,-3.4593015307,0.585290964
quinone__menFubiC_ale4__2,-2.7089658964,0.6418095920000001
oxyR__wt_glc__1,-3.0103928462,-0.022438307
oxyR__wt_glc__2,-3.9907856876,-0.116995996
oxyR__wt_h2o2__1,-2.0529119388,0.07785370500000001
oxyR__wt_h2o2__2,-2.3751164175,0.12796456
oxyR__glu_ale4__1,-4.312228576,0.39234555600000004
oxyR__glu_ale4__2,-4.6591044802,0.316902051
oxyR__glu_ale4_h2o2__1,-3.4736186827,0.481022298
oxyR__glu_ale4_h2o2__2,-4.1746839008,0.493965203
oxyR__oxyR_ale17__1,-6.8828471888,0.334719771
oxyR__oxyR_ale17__2,-6.9468611073,0.242461754
oxyR__oxyR_ale17_h2o2__1,-6.05816341,0.300834449
oxyR__oxyR_ale17_h2o2__2,-6.9641737323,0.053375934
oxyR__oxyR_ale18__1,-1.5554635593000001,-0.17110550500000002
oxyR__oxyR_ale18__2,-2.9076877157,-0.082787831
oxyR__oxyR_ale18_h2o2__1,-3.9384212303,-0.046786131
oxyR__oxyR_ale18_h2o2__2,-5.2009905383,-0.029196193000000002
oxyR__oxyR_ale19__1,-1.1578437638,-0.27594565200000004
oxyR__oxyR_ale19__2,-1.2822528517,-0.088345216
oxyR__oxyR_ale19_h2o2__1,-1.426168688,-0.274597507
oxyR__oxyR_ale19_h2o2__2,-1.2265665772,-0.269853664
oxyR__oxyR_ale20__1,-7.5289501818,-0.008909638000000001
oxyR__oxyR_ale20__2,-8.2388931515,-0.005847031000000001
oxyR__oxyR_ale20_h2o2__1,-5.0733382842,0.053492639
oxyR__oxyR_ale20_h2o2__2,-5.5404233219,-0.013664301
svns_pgi__BmePgi24_15__1,-3.7098553075,-0.014936739000000001
svns_pgi__BmePgi24_15__2,-2.812367126,0.054235151
svns_pgi__BmePgi24_26__1,-6.5855777429,0.209400682
svns_pgi__BmePgi24_26__2,-4.8491815402,0.149451791
svns_pgi__BmePgi24_41__1,-3.2007358985,0.42040439700000004
svns_pgi__BmePgi24_41__2,-5.8833624798,0.020281334
svns_pgi__BmePgi24_52__1,-5.5184803346999995,0.045775331
svns_pgi__BmePgi24_52__2,-4.4748457545,0.10124356300000001
svns_pgi__PaePgi2_34__1,-2.2992750684,0.44369067
svns_pgi__PaePgi2_34__2,-2.2602717621,0.35459084300000004
svns_pgi__PaePgi2_63__1,-4.7820297288999996,0.21661061
svns_pgi__PaePgi2_63__2,-5.3913394495,0.28327208
svns_pgi__PaePgi24_54__1,-1.8545988155000002,0.344830711
svns_pgi__PaePgi24_54__2,-2.1632892728,0.308543926
svns_pgi__PaePgi24_90__1,-3.9850007733,0.209975775
svns_pgi__PaePgi24_90__2,-3.8201183335,0.35806798500000003
abx_media__m9_ctrl__1,0.45285454140000003,-0.725493999
abx_media__m9_ctrl__2,0.6112689129000001,-0.598484715
abx_media__rpmi_ctrl__1,-7.1796792745,-0.9374099810000001
abx_media__rpmi_ctrl__2,-7.6119485467,-0.31381822200000004
abx_media__camhb_ctrl__1,-3.5553672544,-1.3108906120000001
abx_media__camhb_ctrl__2,-3.0135780676,-1.134200741
abx_media__m9_mero__1,-1.9351618698,-1.069978925
abx_media__m9_mero__2,0.0452419237,-0.830697942
abx_media__rpmi_mero__1,-6.8261674437,-0.9880824610000001
abx_media__rpmi_mero__2,-8.0083137324,-0.8069637900000001
abx_media__camhb_mero__1,-3.0850501059,-1.83575522
abx_media__camhb_mero__2,-3.0470823298,-1.392334715
abx_media__m9_trisulf__1,-1.3314090202,-0.620845819
abx_media__m9_trisulf__2,-1.8767129986,-0.402509402
abx_media__rpmi_trisulf__1,-6.7271950204,-0.678996667
abx_media__rpmi_trisulf__2,-6.4934160458,-0.530878837
abx_media__camhb_trisulf__1,-4.38396826,-0.7215228840000001
abx_media__camhb_trisulf__2,-3.9753262723000002,-0.800111035
abx_media__m9_cef__1,0.9540271320000001,-0.6264830610000001
abx_media__m9_cef__2,0.8825219319000001,-0.668770696
abx_media__rpmi_cef__1,-3.0448436265,-0.614587898
abx_media__rpmi_cef__2,-2.5580700624,-0.401536171
abx_media__camhb_cef__1,-1.3903502269,-0.557863736
abx_media__camhb_cef__2,-1.8370332870000001,-0.6345773290000001
abx_media__m9_cipro__1,2.3354850825,-0.416345852
abx_media__m9_cipro__2,2.3416332398,-0.46272906
abx_media__rpmi_cipro__1,-6.773057538,-0.9449034380000001
abx_media__rpmi_cipro__2,-6.9916614720000005,-1.142675143
abx_media__camhb_cipro__1,-4.8689686917,-0.39397697800000003
abx_media__camhb_cipro__2,-4.8568113251,-0.50231512
hot_tale__42c_ale3_30c__1,-3.4715556768,-0.070623644
hot_tale__42c_ale3_30c__2,-4.384707388,-0.23594968700000002
hot_tale__42c_ale3_37c__1,-0.9350557456,0.131513517
hot_tale__42c_ale3_37c__2,-0.2975170184,-0.009564913000000001
hot_tale__42c_ale3_44c__1,2.4968954515,0.474306954
hot_tale__42c_ale3_44c__2,2.8110582797,0.46221011700000003
hot_tale__hot_ale3_mid_30c__1,-4.6408429781,0.034875993
hot_tale__hot_ale3_mid_30c__2,-5.5152087298,0.052042135
hot_tale__hot_ale3_mid_37c__1,-3.2940860792,0.015164891000000002
hot_tale__hot_ale3_mid_37c__2,-2.812496221,-0.038493424000000005
hot_tale__hot_ale3_mid_44c__1,-4.8429431716,0.424872336
hot_tale__hot_ale3_mid_44c__2,-1.4349793433,0.308810597
hot_tale__hot_ale3_30c__1,-2.2977852474000002,-0.11989023700000001
hot_tale__hot_ale3_30c__2,-1.2537149417,-0.18765397
hot_tale__hot_ale3_37c__1,2.4722576571,-0.17147456900000002
hot_tale__hot_ale3_37c__2,2.5952993245,-0.132246196
hot_tale__hot_ale3_44c__1,6.421166017,0.008143924
hot_tale__hot_ale3_44c__2,6.900422771,0.164104201
hot_tale__hot_ale4_30c__1,-1.9531603975,-0.246139358
hot_tale__hot_ale4_30c__2,-1.208831196,-0.350328293
hot_tale__hot_ale4_37c__1,-1.3662850197,-0.07573381700000001
hot_tale__hot_ale4_37c__2,-1.5685553762,-0.032802178
hot_tale__hot_ale4_44c__1,1.619405639,0.5507323080000001
hot_tale__hot_ale4_44c__2,1.2578302903,0.36949953700000004
hot_tale__hot_ale8_30c__1,-0.8479651652,-0.18756402100000003
hot_tale__hot_ale8_30c__2,-0.0460905121,-0.016492577
hot_tale__hot_ale8_37c__1,-1.0177941296,-0.026347156
hot_tale__hot_ale8_37c__2,-0.5969350714,-0.09731803900000001
hot_tale__hot_ale8_44c__1,1.6566898102,0.331445873
hot_tale__hot_ale8_44c__2,0.9763176334,0.359384209
hot_tale__hot_ale9_mid_30c__1,-3.5449252202,-0.343336168
hot_tale__hot_ale9_mid_30c__2,-3.5177271949,-0.29567962600000003
hot_tale__hot_ale9_30c__1,-3.9291573744,-0.227350128
hot_tale__hot_ale9_30c__2,-4.2257063983,-0.21829563200000002
hot_tale__hot_ale9_mid_37c__1,-1.6299332443,-0.109716852
hot_tale__hot_ale9_mid_37c__2,-1.2242316642,-0.152465008
hot_tale__hot_ale9_37c__1,-0.7326514397,-0.13642828
hot_tale__hot_ale9_37c__2,-0.544132516,-0.00665722
hot_tale__hot_ale9_mid_44c__1,0.8332003402,0.47379698400000003
hot_tale__hot_ale9_mid_44c__2,1.8547294082999999,0.33577511800000004
hot_tale__hot_ale9_44c__1,2.2644981135,0.179999914
hot_tale__hot_ale9_44c__2,2.147916977,0.18073302500000002
hot_tale__hot_ale10_30c__1,-5.1217031132,-0.340550729
hot_tale__hot_ale10_30c__2,-3.3564281953,-0.23939296300000001
hot_tale__hot_ale10_37c__1,-1.5415342673999999,-0.154378398
hot_tale__hot_ale10_37c__2,-1.7462115194,-0.14565029100000002
hot_tale__hot_ale10_44c__1,-1.0704369985,0.41105182900000004
hot_tale__hot_ale10_44c__2,-0.3598295965,0.30355685200000004
hot_tale__hot_ale16_30c__1,-4.1593742688,-0.31466623400000004
hot_tale__hot_ale16_30c__2,-4.001418811,-0.167992221
hot_tale__hot_ale16_37c__1,-2.7354429825,-0.209345098
hot_tale__hot_ale16_37c__2,-2.3203696199,-0.135955202
hot_tale__hot_ale16_44c__1,-1.1081283438,0.40786875300000003
hot_tale__hot_ale16_44c__2,-0.36015499300000003,0.254410336
pdhr_ale__pdhR-13_51__1,-0.9732449544,-0.236113611
pdhr_ale__pdhR-13_51__2,-1.9230924845000001,-0.14738004400000002
pdhr_ale__pdhR-14_46__1,-1.8955037875,-0.044907181000000004
pdhr_ale__pdhR-14_46__2,-3.1374230632,0.12347801500000001
pdhr_ale__pdhR-15_51__1,-4.5245385242000005,-0.24821806300000002
pdhr_ale__pdhR-15_51__2,-4.6312681764,-0.23033140500000002
pdhr_ale__pdhR-16_49__1,-3.7982307754,-0.110271244
pdhr_ale__pdhR-16_49__2,-3.4356363206,-0.138610029
tcs__del_atoC_LiAcet__1,-1.4563645013,-0.086521072
tcs__del_atoC_LiAcet__2,-1.3416537207,-0.005032241000000001
tcs__del_atoC_LiCl__1,-1.6507508418999999,0.199406875
tcs__del_atoC_LiCl__2,-1.4951355831,0.110350425
tcs__del_atoC_m9__1,-3.0489394812,0.22857270300000002
tcs__del_atoC_m9__2,-3.1743931984,0.11389987600000001
tcs__del_baeR_etoh__1,-5.3027489063,1.30532854
tcs__del_baeR_etoh__2,-4.4034794621,1.553804122
tcs__del_baeR_lb__1,-8.4729144131,-0.26910791100000003
tcs__del_baeR_lb__2,-8.7473923909,-0.291572981
tcs__del_btsR_01xlb__1,3.895886854,-0.733438873
tcs__del_btsR_01xlb__2,4.3334814497,-0.75348657
tcs__del_btsR_lb__1,-9.0796879113,0.31183615400000003
tcs__del_btsR_lb__2,-8.7157600533,0.15571116100000001
tcs__del_btsR_pyruvate__1,4.9342471496,-0.81468716
tcs__del_btsR_pyruvate__2,4.7977326484,-0.669081598
