,BSU_misc_RNA_51
M+G_1,12.2743
M+G_2,12.7004
M+G_3,12.713
Glu_1,13.2043
Glu_2,12.9171
Glu_3,13.13
Fru_1,13.8554
Fru_2,13.323
Fru_3,12.048
Mal_1,11.9461
Mal_2,12.5831
Mal_3,12.3915
G+S_2,12.8708
G+S_3,13.0394
Pyr_1,12.2149
Pyr_2,12.7675
Pyr_3,12.4596
Gly_1,12.5345
Gly_2,13.137
Gly_3,11.7517
Glucon_1,12.0834
Glucon_2,12.5312
Glucon_3,11.2432
BI_1,12.4033
BI_2,12.3963
BC_2,12.2113
BC/t_1,12.7127
BC/t_2,12.8763
BC_1,11.8659
Sw_1,12.4791
Sw_2,12.3985
BMM_1,13.1639
BMM_2,13.4046
BMM_3,13.3229
Heat_1,13.0769
Heat_2,13.1332
Heat_3,12.2126
Cold_1,13.5095
Cold_2,12.5188
Cold_3,11.7985
Etha_1,12.4394
Etha_2,11.6932
Etha_3,12.1858
SMMPr_1,12.4236
SMMPr_2,12.3117
SMMPr_3,12.5572
HiTm_1,12.0485
HiTm_2,12.9512
HiTm_3,12.792
LoTm_1,13.4238
LoTm_2,13.4435
LoTm_3,13.0856
HiOs_1,12.8803
HiOs_2,12.8681
HiOs_3,12.7321
Oxctl_1,12.7965
Oxctl_2,12.9299
Oxctl_3,13.5668
Diami_1,13.4856
Diami_2,12.7649
Diami_3,13.1397
Paraq_1,13.7371
Paraq_2,13.7278
Paraq_3,11.6615
H2O2_1,12.6587
H2O2_2,13.1054
H2O2_3,12.8523
HPh_1,14.1923
HPh_2,13.9246
HPh_3,14.3815
LPh_1,14.2905
LPh_2,14.4391
LPh_3,14.0861
LPhT_1,13.9817
LPhT_2,13.3693
LPhT_3,13.7717
aero_1,12.9274
aero_2,11.0405
aero_3,12.3474
nit_1,12.2949
nit_2,12.2999
nit_3,12.0047
ferm_1,10.9902
ferm_2,11.2854
ferm_3,12.329
