,A,CdaR
ecoli_00442,0.6254765667000001,1.1191197455
ecoli_00443,0.6031066681,0.9399791505
ecoli_00444,0.8220401860000001,1.2248829905
ecoli_00445,1.7271810942,1.4195319025
ecoli_00446,1.166833104,1.3642368255
ecoli_00447,1.0094242068,0.6447957325
ecoli_00448,1.0106727495,0.8367466765
ecoli_00449,1.4065887263999999,0.8419922425
ecoli_00450,2.0704897701,0.7839590735
ecoli_00451,1.020798218,0.4090084775
ecoli_00452,1.5575902001,0.48829084450000004
ecoli_00453,2.2201018522,0.9038079905
ecoli_00454,1.9484650195,0.9294151515
ecoli_00455,1.2325141327,1.2735582595000001
ecoli_00456,1.2477712224,1.4519516435
ecoli_00457,1.4832463753,1.2383114315000001
ecoli_00458,1.4270415506,1.1962322655
ecoli_00459,1.1204116243,1.3781206435
ecoli_00460,1.0152232887,1.2501706585
ecoli_00461,9.270713319,2.0857787135
ecoli_00462,9.2356603027,2.2919669265
ecoli_00463,8.4397923007,2.1062421455
ecoli_00464,8.2975254814,2.0053350035
ecoli_00465,2.9314393017,0.8705703185
ecoli_00466,2.998480847,0.8514751725
ecoli_00467,4.6885363437,3.1290256555
ecoli_00468,4.5059832096,3.2449160505
ecoli_00469,3.0686515175,0.8151494555000001
ecoli_00470,2.7217638319,0.6686356795
ecoli_00471,8.7212965434,2.4927545205
ecoli_00472,8.767931098,2.7281195605
ecoli_00473,9.6185005212,2.3763322955
ecoli_00474,9.7049701338,2.1380761465
ecoli_00475,7.9305876279,2.2385200735
ecoli_00476,8.0463386977,2.2088110675
ecoli_00477,13.3338933038,3.8740124385
ecoli_00478,13.3595194901,3.8131091735
ecoli_00479,1.6383703300999999,0.6617990825
ecoli_00480,0.9277041208000001,0.6991163965
ecoli_00481,0.5713894117,0.1339680815
ecoli_00482,0.8648820224,0.2556265915
ecoli_00483,1.1394584187,0.8425309855
ecoli_00484,0.9399031704,0.8614457965000001
ecoli_00485,2.0664770202,3.0423841045
ecoli_00486,2.0809764989,3.1662293495
ecoli_00487,7.1554820425,2.1211769635
ecoli_00488,6.9867693398,2.3752434024999998
ecoli_00489,8.2160123374,2.7579088975
ecoli_00490,7.8293926395,2.6943694445
ecoli_00491,4.5962667932,3.1236021165
ecoli_00492,4.1992042662,3.0702005875
ecoli_00493,6.7222031238,2.6961603385
ecoli_00494,6.6027410915,2.7829683555
ecoli_00495,2.1382008043,0.8628502115000001
ecoli_00496,2.1134839757,0.5739705105
ecoli_00497,3.0171986484,0.5952732745
ecoli_00498,3.1374185638,0.5261024995
ecoli_00499,0.8059522009000001,0.33911559150000004
ecoli_00500,0.6164253311,0.2701586755
ecoli_00501,7.5630366052,3.0872365995
ecoli_00502,8.2027490852,3.1444732805
ecoli_00503,5.1690215805,2.5505867875
ecoli_00504,4.7881595846,2.6746750285000003
ecoli_00505,5.6854668369,1.5916587215
ecoli_00506,5.5544598985,1.8986908295
ecoli_00507,1.6057992225,1.1523201815
ecoli_00508,1.4716536746,1.2404905815
ecoli_00509,1.1888182596,1.1259648565
ecoli_00510,0.9382005511,1.0900039685
ecoli_00511,2.2506730567,2.4781720955
ecoli_00512,2.0188244266,2.5637549745
ecoli_00513,3.7979046507,0.7182001895
ecoli_00514,3.8937080404,0.5606202315000001
ecoli_00515,4.2685835675,2.3126343445
ecoli_00516,4.523169259,2.4034470765
ecoli_00517,-0.5461648359,0.8612586245
ecoli_00518,0.0031302239,0.6827847065
ecoli_00519,0.8987309953,0.1231499405
ecoli_00520,1.0090113411,0.0641999905
ecoli_00521,0.5362267713000001,0.6072919655
ecoli_00522,0.3761943249,0.42686763850000004
ecoli_00523,-0.1742164555,0.7913505635
ecoli_00524,1.9142318308,2.8032926885
ecoli_00525,1.8288546798,2.8644631035
ecoli_00526,1.4152458484000001,3.0193902185
ecoli_00527,1.6135249121,3.1729937175
ecoli_00528,0.32827485440000004,1.1810674945
ecoli_00529,0.6196843879,1.4799386755000001
ecoli_00530,0.258445756,0.6339724885
ecoli_00531,-0.0976375233,0.5064713935
ecoli_00532,0.6953132813,1.1401955905
ecoli_00533,0.6367601305,1.3204595325000001
ecoli_00534,0.8563030153000001,1.3523837735
ecoli_00535,0.8137026183,1.5486368635
ecoli_00536,-0.0240964945,0.7803315095000001
ecoli_00537,-0.1103613236,0.4603158365
ecoli_00538,-0.5872073049000001,0.6313921805
ecoli_00539,-0.7308891944,0.6157529255
ecoli_00540,0.5405628803,0.8535720985
ecoli_00541,0.3794750682,1.0970054565
ecoli_00542,0.0987343001,1.0251627315
ecoli_00543,0.366750179,1.1582384335
ecoli_00544,1.0237597357,1.0223605895
ecoli_00545,0.5569496567000001,0.8835376145
ecoli_00546,0.349706161,0.21104348750000002
ecoli_00547,0.2807045744,0.4351630835
ecoli_00548,0.1635479283,0.1553641905
ecoli_00549,0.3061074661,-0.1635144875
ecoli_00550,0.6504008917,0.0916886945
ecoli_00551,0.3873184745,0.17026852750000002
ecoli_00552,0.6837058174,1.0504079855
ecoli_00553,-0.1174870341,1.3803582935
ecoli_00554,0.7832206536,1.2473843735
ecoli_00555,0.9435845505,1.1361537735
ecoli_00556,0.6879272977,1.1805435595
ecoli_00557,0.7261030222,1.5632648105
ecoli_00558,0.3623329618,1.1278931455
ecoli_00559,0.5552683460000001,1.2296799245
ecoli_00560,0.9894593809000001,1.3830518805
ecoli_00561,0.6464903258,1.3547247995
ecoli_00562,1.8994040614,0.07853573450000001
ecoli_00563,2.0103418699,0.0821447235
ecoli_00564,0.5136609378,0.1986173285
ecoli_00565,0.6080858047000001,0.2054690895
ecoli_00566,0.7250176281,0.7864494265
ecoli_00567,0.7148078313,1.0162419075
ecoli_00568,0.33693795330000004,0.2087016855
ecoli_00569,0.3051762975,0.1676494855
ecoli_00570,0.18211928530000002,-0.0871834225
ecoli_00571,0.4504008001,-0.0804473255
ecoli_00572,-0.1285836538,0.9402934425
ecoli_00573,0.11302910740000001,0.8269307395000001
ecoli_00574,1.0479110486,0.0775804155
ecoli_00575,1.3089508752,-0.1091130255
ecoli_00576,1.6149398155,0.5905746595
ecoli_00577,1.8768562390999999,0.9748200685
ecoli_00578,1.8065983219000001,1.0913328595
ecoli_00579,2.4118225837000002,1.3421705565
ecoli_00580,1.4362107477000001,0.9192827445
ecoli_00581,1.287829115,0.3845423075
ecoli_00582,1.8097876611000001,0.47946320950000004
ecoli_00583,0.9994410363,0.3059237535
ecoli_00584,0.7734342573,0.4392356275
ecoli_00585,0.7801981544000001,0.5690947475
ecoli_00586,0.3796767299,-0.08433747750000001
ecoli_00587,1.0006746895,-0.34866259450000003
ecoli_00588,0.17754464790000002,-0.09593926850000001
ecoli_00589,0.7251745022,0.16861149050000002
ecoli_00590,0.9075756007,0.7370287965
ecoli_00591,0.7511637067,0.6195613395
ecoli_00592,1.4891914373000001,0.9008808715000001
ecoli_00593,1.4896893902000001,0.8291146965
ecoli_00594,1.0624932554,0.5313810325
ecoli_00595,1.3777061625,0.9542854205
ecoli_00596,1.5121978172000001,0.5486022785
ecoli_00597,1.2398387937,0.9409591545
ecoli_00598,1.7733634103,0.9171138005
ecoli_00599,1.4303220243,1.0176170995
ecoli_00600,0.9955199640000001,0.9750907805000001
ecoli_00601,-0.0312786555,0.9085675905
ecoli_00602,-0.5832126309,0.8048252825000001
ecoli_00603,-0.1897156191,1.0664285745
ecoli_00604,-0.5744463411,0.8935490085000001
ecoli_00605,-0.7663663471000001,1.1462314485
ecoli_00606,-0.9383404104,1.1138360425
ecoli_00607,0.1044368173,1.1882183695
ecoli_00608,-0.8492134143000001,1.1629740115
ecoli_00609,-0.34949376120000003,1.0034131315
ecoli_00610,-0.2313202447,1.1149471745
ecoli_00611,0.1817088855,1.4358904945
ecoli_00612,0.20321614640000002,0.8765373005
ecoli_00613,0.3082440191,0.6572263935
ecoli_00614,0.2992658372,1.0160114415
ecoli_00615,-0.348282546,1.1055008045
ecoli_00616,0.6542778053,1.2074075415
ecoli_00617,0.5787685098,1.1201546485
ecoli_00618,1.0362553606,0.0862835995
ecoli_00619,1.0512043217,0.0223447845
ecoli_00620,2.1617669437,0.12727393550000002
ecoli_00621,2.4344839388,0.1933821025
ecoli_00622,1.0709262125,0.8788467965000001
ecoli_00623,1.5755383134,0.8024954035
ecoli_00624,1.3719980092,0.6724527955
ecoli_00625,1.3300517705,0.7551729555000001
ecoli_00626,0.7613458124,0.6768490905
ecoli_00627,0.5764262238,0.7922163055
ecoli_00628,1.2685192117,0.5364866495
ecoli_00629,1.5983550704,0.3476227145
ecoli_00630,1.0191349023,0.6442309955000001
ecoli_00631,1.3252793659,0.5675698985000001
ecoli_00632,0.7214928385,0.7065879765
ecoli_00633,1.2080676626,0.6110355285
ecoli_00634,0.3864755277,0.1875657255
ecoli_00635,0.3760839677,0.4011724645
ecoli_00636,1.4198516274,0.9327926285
ecoli_00637,0.7061573776000001,0.4312158675
ecoli_00638,0.9515004859,0.4703529145
ecoli_00639,0.5027053894,0.6646441565
ecoli_00640,2.3408419868,0.8601295315
ecoli_00641,2.5312694586999998,0.8723755085
ecoli_00642,1.1355894955,0.3717123825
ecoli_00643,0.35269445180000003,-0.1936013875
ecoli_00644,1.0328875529,0.4666003985
ecoli_00645,0.9473542201,0.2923168565
ecoli_00646,0.4632857233,0.9057675405000001
ecoli_00647,0.8961670969000001,1.0784002375
ecoli_00648,0.5614051296,0.6837509695
ecoli_00649,0.6227570421,0.7189679085
ecoli_00650,1.0723285048,0.8495450865
ecoli_00651,0.7640491102,1.0257066685
ecoli_00652,1.9278333440000002,0.5360466935
ecoli_00653,1.2630224055000001,0.2954281475
ecoli_00654,1.1547760307,0.7283955665
ecoli_00655,1.099265602,0.6280718965000001
ecoli_00656,0.9842557484000001,0.8057522505
ecoli_00657,1.2180118914,0.7208602105
ecoli_00658,0.3176096847,0.6766692665
ecoli_00659,0.33877552650000003,0.6423043815
ecoli_00660,1.0008233774,0.4698426405
ecoli_00661,1.2696032122,0.3466001865
ecoli_00662,0.34124702830000003,0.6536501695
ecoli_00663,0.6384916458000001,0.7455165005000001
ecoli_00664,1.8944009030000002,0.9338618415000001
ecoli_00665,1.9751507553,0.7146824915000001
ecoli_00666,0.8896484244,1.0072974385
ecoli_00667,0.9538658736000001,0.6792580295
ecoli_00668,2.4003309982,0.7502757775000001
ecoli_00669,1.2399268752000001,0.3504430425
ecoli_00670,1.4131203240999999,0.5308606585
ecoli_00671,1.3937479419,0.4609159565
ecoli_00672,1.4376095561,0.9151186455
ecoli_00673,1.3317168859000001,0.8959109435
ecoli_00674,1.0863803161,1.0758428655
ecoli_00675,0.37706372660000004,0.7504972635
ecoli_00676,0.3135393542,0.6353417325
ecoli_00677,0.6445877586000001,0.3589568925
ecoli_00678,1.4823498923,0.3791470745
ecoli_00679,1.8262387969,0.3055645695
ecoli_00680,0.8261701014,0.9056177435
ecoli_00681,0.9231720594,0.8802502445
ecoli_00682,1.1588868991,0.3500220285
ecoli_00683,1.1759893479,0.5054679955
ecoli_00684,0.9225322174,0.6422693255
ecoli_00685,1.7917254748,0.5725387375000001
ecoli_00686,0.9461636575000001,0.8009930395
ecoli_00687,1.1557692786,0.5968346085
ecoli_00688,0.7258043334000001,0.6601654255
ecoli_00689,1.0465062516,0.6482369945
ecoli_00690,1.9138158716,0.7450668485
ecoli_00691,2.1529346677,0.8102960435000001
ecoli_00692,2.2597256236,0.8621874325000001
ecoli_00693,2.0751289552,0.4380072465
ecoli_00694,2.1126275221,0.8844224575
ecoli_00695,2.4688736571,0.8771494685000001
ecoli_00696,1.8275639897,0.5300892485
ecoli_00697,2.0835297886,0.6421763375
ecoli_00698,0.6092526462,0.3757850115
ecoli_00699,0.9860254911,0.2392908185
ecoli_00700,0.6193604102,0.6407328735000001
ecoli_00701,0.6458895738,0.7072291995000001
ecoli_00702,0.9850593564000001,0.8704938415
ecoli_00703,1.1941020848,0.9340614045000001
ecoli_00704,1.0070460277,1.0879030695
ecoli_00705,0.9572446667000001,0.9082754025
ecoli_00706,0.1857718882,0.3063906695
ecoli_00707,0.46114387560000003,0.5724335345
ecoli_00708,0.9953661784000001,1.0402814705
ecoli_00709,0.5686853028000001,0.4244759945
ecoli_00710,0.7190983769,1.1150279075
ecoli_00711,0.9784637474000001,0.7031498455
ecoli_00712,1.1009652093,0.8318534945
ecoli_00713,1.2934789008,0.9860541265
ecoli_00714,2.123258542,0.4765445535
ecoli_00715,1.8879443993,0.7686227215
ecoli_00716,0.9205299767,0.07417206450000001
ecoli_00717,1.3510159489,-0.0060542275
ecoli_00718,0.8886116635,-0.0683684585
ecoli_00719,1.4041252799000001,0.1192710265
ecoli_00720,1.0470944746,-0.33651412350000004
ecoli_00721,0.9887535536000001,-0.0491139025
ecoli_00722,1.8288411709,0.7812026235
ecoli_00723,2.4855285192,1.4980914845
ecoli_00724,5.6283651834,1.4587596325
ecoli_00725,5.9395095,1.2818678595
ecoli_00727,1.7011812258,1.0196456225
ecoli_00728,2.1056927056,0.8628490725
ecoli_00729,2.0279796518,0.8152948275
ecoli_00730,3.6932808246,0.8791372255000001
ecoli_00731,3.984168763,0.47967503250000004
ecoli_00732,3.42809006,0.5052773615
ecoli_00733,2.133988251,0.9675652245
ecoli_00734,1.6166509294,1.2250256835
ecoli_00735,3.0722352183,0.8341763465
ecoli_00736,3.2341321895,0.6617577145
ecoli_00737,1.3921778944,0.9723893245
ecoli_00738,0.5767994704,0.4464716915
ecoli_00739,1.7708422894,0.2446469615
ecoli_00740,1.5278308399,0.3911079275
ecoli_00741,2.9529756388,0.6216701205
ecoli_00742,2.285582311,0.5054109755
ecoli_00743,1.7565168484,0.2263273995
ecoli_00744,1.1391922745,0.2698955265
ecoli_00745,1.390845434,0.0347315515
ecoli_00746,1.3680255679,0.3060527205
ecoli_00747,1.5461604868,0.4869343855
ecoli_00748,0.9640206512,0.1799237445
ecoli_00749,4.380113747,1.5161587564999999
ecoli_00750,3.7967275430000003,1.2235024425
ecoli_00751,1.218560442,0.3911665825
ecoli_00752,1.1626695639,0.2196510845
ecoli_00753,0.8545240052,0.0587487905
ecoli_00754,0.8997032639,-0.2174673165
ecoli_00755,0.9876218446,-0.16596462350000002
ecoli_00756,1.2317546721000001,-0.0188726895
ecoli_00757,0.5706132501,0.0713650745
ecoli_00758,0.6911437281,-0.2386843445
ecoli_00759,2.2288575372,0.3730793565
ecoli_00760,2.3766046109,-0.0763326765
ecoli_00761,0.9942414417000001,-0.1842710135
ecoli_00762,0.3728208371,-0.1538659255
ecoli_00763,0.8442688592,-0.3106989585
ecoli_00764,0.3921661836,-0.039919643500000004
ecoli_00765,0.8302541657,0.09335106650000001
ecoli_00766,1.004756679,-0.1506015035
ecoli_00767,2.2403706905,2.0034379745
ecoli_00768,4.3433248745,2.2589821575
ecoli_00769,1.3187012599,0.8219297655000001
ecoli_00770,0.9410602688,0.6983056445
ecoli_00771,1.9713561293000001,1.6014447165
ecoli_00772,1.7778333091,1.3590456725
ecoli_00773,0.8438952317,0.8112295475
ecoli_00774,0.7554193050000001,0.9794645105
ecoli_00775,1.2535908867,0.7164651175000001
ecoli_00776,1.1513515036,1.0559989755
ecoli_00777,1.302812356,-0.17555012650000001
ecoli_00778,1.2630374044,-0.0935889735
ecoli_00779,0.8693921438000001,-0.1007683875
ecoli_00780,1.242877236,-0.0289581985
ecoli_00781,1.4978374148,0.5002361875
ecoli_00782,1.2482125966,0.3045993225
ecoli_00783,0.5050822062,0.0993705275
ecoli_00784,0.9328049144,-0.1533982355
ecoli_00785,1.9021921728,0.5933240505
ecoli_00786,1.6704113802,0.2391209635
ecoli_00787,0.7084476482000001,0.6279909055
ecoli_00788,0.9134979248,0.3444704865
ecoli_00789,1.1650227193,0.3711030605
ecoli_00790,1.2934190810000001,0.5242472755
ecoli_00791,0.9566080601,0.3462341545
ecoli_00792,0.8330384120000001,0.3853928105
ecoli_00793,1.3053773212,0.3848943425
ecoli_00794,1.2102862402,0.37078152950000004
ecoli_00795,1.1050626534,0.5169793125000001
ecoli_00796,0.8416879894,0.29729258750000004
ecoli_00797,-0.8630324905000001,2.1291865025
ecoli_00798,-0.1874128572,1.3513641175
ecoli_00799,-0.187483479,1.4081376795
ecoli_00800,0.5229538634,2.0922160215
ecoli_00818,0.7990157081,0.8637990225000001
ecoli_00819,0.24853119380000002,0.7181313785
ecoli_00820,1.4519454261,0.5872311105
ecoli_00821,1.7105175649,0.6455812475
ecoli_00822,1.4602003539,0.6956498995
ecoli_00823,1.416781683,0.6128667405
ecoli_00824,1.1913885735,0.8309328695
ecoli_00825,1.8971737858000002,0.7683121965
ecoli_00826,0.611396763,0.7394695605
ecoli_00827,0.7466973657,1.0289913395
ecoli_00828,0.6276282686,0.9923500165
ecoli_00829,0.5372913152000001,1.1896577225
ecoli_00830,0.7376306744000001,1.0478384775
ecoli_00831,0.8764867152,0.9188589865000001
ecoli_00832,1.7225438393,0.7894128635000001
ecoli_00833,1.4627763399,0.6118696815
ecoli_00834,1.5468001152,1.0071324405
ecoli_00835,1.0917469149,1.2940040955
ecoli_00836,1.3172360872,1.1403365005000001
ecoli_00837,0.9343424079,1.2384474195
ecoli_00838,0.7220982266,0.5307937695
ecoli_00839,1.0909590026,0.7875246715
ecoli_00840,0.8397694818,0.9642161015
ecoli_00841,1.3219789716,1.1415839445
ecoli_00842,0.8005209901,1.0661252175
ecoli_00843,0.9185636651,1.1990979955
ecoli_00844,0.43539622510000003,0.8063725315
ecoli_00845,0.7650226115000001,1.2358963715
