,A,CdaR
SRX5694347,-1.4518409906,-0.6450069544
SRX5694348,-4.4733114629,0.1561568781
SRX5694349,3.8662798691,1.8878693066
SRX5694350,-4.8166237803000005,-0.3874719768
SRX5694351,-6.3478307234999996,-1.7840690481
SRX5694352,1.6708480145,1.8596924019
SRX5694353,1.4141670068,0.6489124278
SRX5694354,-3.6217129793,0.510666355
SRX5694356,0.4485309269,0.4230876747
SRX5694357,-9.905199142,-1.0162845185
SRX5694358,-4.2770462582,-1.441464683
SRX5694359,-7.102084292,-0.3341468284
SRX5694360,-5.3094645538,0.21571101310000002
SRX5694361,-8.6518288375,-1.1357899341
SRX5694362,1.623070625,-0.1999631587
SRX5694363,-4.4416279935,-1.4364543608
SRX5694364,-7.0997449525,-3.3551396296
SRX5694365,-12.0823515699,-1.9851022562
SRX5694366,1.3199626907,-0.3927492544
SRX5694367,-8.2908101617,-1.5465273419
SRX5694368,-2.0757736043,0.8252219686000001
SRX5694369,-6.2694310313,-0.2621564101
SRX5694370,-5.6240984378,0.3398338488
SRX5694371,-6.9571930032000004,-1.2072013838
SRX5694372,-5.4997441666,-0.1988867584
SRX5694373,-5.3082572409,-0.1217963361
SRX5694374,-7.9559914699,-3.0903550419
SRX5694375,1.1344121944,1.6712601211
SRX5694376,2.8063055999,0.3780597456
SRX5694377,-6.1069914062,-2.2262817325
SRX5694378,-6.4417219082,-0.2757269599
SRX5694379,-0.4304080883,1.3228601303
SRX5694380,-6.2200830047,0.3978986684
SRX5694381,-11.5385572471,-1.9385303602000001
SRX5694382,-1.5877500945,0.1657961057
SRX5694383,1.2084246514,1.2895125408
SRX5694384,0.8109738346,-0.5946070094
SRX5694385,-9.7677565502,-1.3900475270000001
SRX5694386,-11.0124890016,-2.1423808254
SRX5694387,1.5193872114,-0.4494904109
SRX5694388,-9.8710289733,-1.7946090291
SRX5694389,-0.2653076909,0.7423219625
SRX5694390,1.0393684372,1.1166914337
SRX5694391,-8.869182439,-0.3247396864
SRX5694392,-0.6812407787,0.73884475
SRX5694393,1.0727394024,-0.3333219208
SRX5694394,1.8543250684,1.6385187827
SRX5694395,-4.7371317647,-1.7556355559
SRX5694396,-5.9998712637,-1.5136548012
SRX5694397,-2.5614857064,0.4818570117
SRX5694398,0.17492371310000002,0.7367064356
SRX5694399,-2.7548288992,-0.8471565337
SRX5694400,-5.1754149121,-0.240176299
SRX5694401,-2.9688528421,0.763783171
SRX5694402,-9.7734832204,-2.3680703191
SRX5694403,-5.7987905194,-0.8336258205
SRX5694404,2.5564433036,1.2135613664
SRX5694405,0.8095516650000001,0.6463137368
SRX5694406,-4.3304131421,0.20412699650000002
SRX5694407,-5.6622203077,0.786554912
SRX5694408,0.08102811210000001,1.1168118489
SRX5694409,-6.3106886797,-1.1202899609
SRX5694410,1.5459528878,-0.106299562
SRX5694411,-4.0975738287,-0.9044485394
SRX5694412,-0.8820260687,0.9474076227
SRX5694413,-1.7012454017,0.7453837054
SRX5694414,-10.521246358199999,-0.8715086767
SRX5694415,0.8311951697000001,1.0553916078
SRX5694416,-0.09172539960000001,0.1665296164
SRX5694417,-0.2893957801,-0.0711641286
SRX5694418,-12.2948457844,-2.2943930599
SRX5694419,-5.7073906599,-1.0023648128
SRX5694420,-0.9984618746,0.7658473442
SRX5694421,-8.7280246053,0.2287563588
SRX5694422,-7.1455683469,-0.4710092538
SRX5694423,-5.3279140139,-0.37990849860000003
SRX5694424,-3.2372804834,0.5828080839
SRX5694425,3.3922201708,2.3029477167
SRX5694426,-0.9474492376,1.8956745253
SRX5694427,0.162265824,1.4038346203
SRX5694428,-0.9694374396000001,0.5960549074
SRX5694429,-5.7426749064,-1.1360316247
SRX5694430,1.4457525012,1.3858318751
SRX5694431,-3.1863358357,-0.3109974967
SRX5694432,-7.1863870328,-0.3186609326
SRX5694433,-3.0557896109,1.147567027
SRX5694434,-5.7736209732,-0.2243177935
SRX5694435,-11.7749122391,-1.9775549915
SRX5694436,-6.3489154772,-1.2675253862
SRX5694437,-11.486248932,-1.4416406377
SRX5694438,1.5625230411,1.4617532713
SRX5694439,-8.2954908709,-2.9774045636
SRX5694440,0.4616722334,-0.7861194164
SRX5694441,-6.2266424346,-0.7622639102000001
SRX5694442,-10.1634806856,-2.1014402588
SRX5694443,-2.5395483335,1.0564368957
SRX5694444,1.1582377262999999,0.8972473665
SRX5694445,-7.4446429055,-2.5198524579
SRX5694446,2.2664658984,0.8062845664
SRX5694447,-5.7372754418,-0.3128286427
SRX5694448,-1.2966040769,0.6432119167
SRX5694449,0.5155124822,1.5873660076
SRX5694450,2.7253184379,0.2940500357
SRX5694451,3.2053259979,1.1534464269
SRX5694452,-5.7291371423,-2.0271682261
SRX5694453,0.0062999951000000005,0.7586159516000001
SRX5694454,0.3407985596,-0.7933811244000001
SRX5694455,-6.8780225104,-1.6481139942
SRX5694456,2.5311851423,1.6501252184
SRX5694457,-3.0429139655,-0.5304013834
SRX5694459,-1.3755600296,-0.4027438253
SRX5694460,-10.0284937815,-2.1001419773
SRX5694461,-5.2858380611,-0.27921182440000003
SRX5694462,-3.6027654484,-0.5190317875
SRX5694463,2.6003085757,1.3836948792000001
SRX5694464,-3.9078816668,-0.0723203186
SRX5694465,-0.818910659,1.5238466792
SRX5694466,-10.2434327454,-1.6224415887
SRX5694467,-2.2084584884,0.26592258890000003
SRX5694468,-7.1305366878,-3.2917135722
SRX5694469,1.0870660588,1.2752046933
SRX5694470,0.3074995853,-0.3033208352
SRX5694471,-2.2699398478,0.8741276825000001
SRX5694472,-2.887402327,0.9513580264
SRX5694474,1.001412715,1.4478079552
SRX5694475,-3.9762970262,0.7613800943
SRX5694476,3.5299104462,1.5216968428
SRX5694477,-7.3249190598,-1.6711988532
SRX5694478,0.31615779720000003,0.9489041378
SRX5694479,-6.1228556627,-1.3089471825
SRX5694480,-3.2990058287,0.0019754039
SRX5694481,-6.0839622439,-0.4195742767
SRX5694482,0.43192528150000004,0.2908276408
SRX5694483,-0.8705185332,1.0932234813
SRX5694484,-4.2383264622,-0.0336110317
SRX5694485,-6.5191394605,-0.1330633332
SRX5694486,1.8323439516,0.47623488420000004
SRX5694487,-3.081065442,0.051283335000000006
SRX5694488,0.0413247385,0.7234909668
SRX5694489,-4.8882440972,0.2762021966
SRX5694491,-6.5582483694,-1.0010847845
SRX5694492,-6.3435265367,-2.7117820519
SRX5694493,-7.2338773004,-0.9010305707
SRX5694494,-6.0381724383,0.5146330908
SRX5694495,0.2901711623,-0.1745744633
SRX5694496,1.4906434678,0.1518134306
SRX5694497,-0.4645868374,1.3559321082
SRX5694498,-2.775938139,1.2564851143
SRX5694499,1.8458819562,0.723524436
SRX5694500,-6.2601340747,-0.5757384586000001
SRX5694501,-4.8602437994,-0.21388058270000002
SRX5694502,-6.2147957009,-2.0399326432
SRX5694503,-8.8682675373,-0.3236269841
SRX5694504,0.7741109848000001,0.0130071644
SRX5694505,-11.3598498441,-2.5833332196
SRX5694506,0.0672404956,1.0359366213
SRX5694507,0.6456846368,-0.15135488830000002
SRX5694508,-0.9512247525,0.0404474549
SRX5694509,-5.054969631,-0.0240435007
SRX5694510,-1.081890472,1.1513555215
SRX5694511,0.8661723703,1.4030856883
SRX5694512,-6.9193705804,-1.2155917854
SRX5694513,-3.8329180651,0.1046069313
SRX5694514,-9.4119245027,-2.0500438688
SRX5694515,-9.7460738652,-1.4607910245
SRX5694516,-7.3642378498,-2.2062022124
SRX5694517,-2.4509167908,0.8351957518
SRX5694518,-4.5618379411,0.33186358050000003
SRX5694519,-5.6675326172,-0.4142647243
SRX5694520,1.5348546403999999,-0.09788217490000001
SRX5694521,-0.8894705913000001,0.9971789534000001
SRX5694522,2.6725662247,1.4467549489
SRX5694523,-1.288206596,0.5346560379
SRX5694524,-4.039650539,0.0507374705
SRX5694525,-0.8828447987,-0.4727481464
SRX5694526,0.7147397201,1.7500433892
SRX5694527,-4.6770178073,-0.2367620332
SRX5694528,-8.0916075166,-2.0276561498
SRX5694529,-4.6562866154,0.08400225380000001
SRX5694530,4.7266557996,0.49595267
SRX5694532,-5.9844729152,-0.7782732742
SRX5694533,-11.3834915329,-1.6587989763
SRX5694534,-6.4985963407,-1.2600933752999999
SRX5694535,0.8630023603,0.0508586549
SRX5694536,3.6155089931,1.9603999348
SRX5694537,-1.690785166,0.7130548987
SRX5694538,-0.2568197749,1.2660412649000001
SRX5694539,0.3447098377,0.8919449887
SRX5694540,-7.5120860694000005,-0.7280249408
SRX5694541,-6.0558317976,-0.0682282844
SRX5694543,-7.3959224758,-2.4632065794
SRX5694544,-4.7868903742,0.4845161551
SRX5694545,1.3946366117,1.3203549416
SRX5694546,-0.5900969389,0.8946709597
SRX5694547,0.8083475197000001,0.9971397881
SRX5694548,-0.2157741857,0.1367912187
SRX5694550,-5.621011859,-0.7542336275
SRX5694551,-4.4390831698,-0.49428077340000004
SRX5694552,-2.3470410617,-0.9170169032000001
SRX5694553,0.9291927081,0.3332189759
SRX5694554,-0.4358854085,0.669094939
SRX5694555,-5.4411645026,-2.1434633437
SRX6072760,-9.901332951,-0.8120782706
SRX6072761,-9.8775698111,-0.6774403367
SRX6072762,-8.1102375333,-0.5295557436
SRX6072763,-7.0264250294,-0.0772547845
SRX6072764,-11.503371810800001,-2.6750108047000003
SRX6072765,-8.4054307999,-0.2480634063
SRX6376491,-3.7317852617,0.2667571297
SRX6376492,-8.8245089256,-2.5540677667000002
SRX6376493,-9.925991854,-2.7006997917
SRX6376494,-10.2549776562,-2.1319076238
SRX6376495,-3.7988354878,0.6050588768
SRX6376496,-3.5270688314000003,0.2865970626
SRX2723951,-0.8169362146,0.4734043231
SRX2723952,-0.9229329168,1.4522967824
SRX2723953,-0.17693030910000002,0.8399446339000001
SRX2723954,0.0623597368,2.4648211739
SRX2723955,-0.6773455970000001,0.7205426177
SRX2723956,-0.6639537159000001,0.781728949
SRX2723957,-0.386792334,0.2418931312
SRX2723958,0.31580584240000004,-0.1241714981
SRX2723959,-0.413043888,0.5101540249000001
SRX2723960,-0.3009712416,0.7735352669000001
SRX2723961,-0.2132340666,2.0643869329
SRX2723962,-1.5063447705000002,0.3947132278
SRX2723963,-0.4252880653,-0.5672382823000001
SRX2723964,-0.4816830628,1.0400384845
SRX2723965,-0.6552657147000001,0.24864354430000002
SRX2723966,0.6195697856,0.3204725278
SRX2723967,-0.42966876390000003,-0.08711122610000001
SRX2723968,-0.1899010217,-0.2333613017
SRX6977206,-3.5741010084,-1.1165048934
SRX6977207,-2.7747686292,-1.3261681005
SRX6977208,-3.4377079628000002,-0.6172984123
SRX6977209,-3.8733539729,-0.7748256478000001
SRX6977210,-4.0058225731,-0.6922124136000001
SRX6977211,-0.7758681810000001,-0.3490721745
SRX6977212,0.3977521889,0.2899722728
SRX6977213,0.3781159921,0.0590999017
SRX6977214,-5.4813168976,-2.2942953888
SRX1153733,0.3054702683,-0.026743750900000002
SRX1153734,-0.3054702683,0.026743750900000002
SRX1153735,1.3257714147000002,-0.0001859247
SRX1153736,-2.101802309,-0.9608472274000001
SRX5204053,-0.26094917970000003,0.0111100408
SRX5204054,0.42269324020000004,-0.0502328944
SRX5204055,-0.2532100898,-0.26498557770000003
SRX5204056,0.07160358260000001,0.7913603887
SRX5204057,0.0770741006,0.8777337816
SRX5204058,-0.1279745385,0.8007845156000001
SRX5204059,-0.5505207055,-0.202209769
SRX5204060,0.48816561690000004,-0.032933986400000004
SRX5204061,0.3736778622,0.2696357873
SRX5204062,-0.2928957299,0.0016880990000000002
SRX5204063,-0.35296556700000004,0.25639304420000003
SRX5204064,0.6464148321000001,0.046996329100000005
SRX5204065,0.0288208415,1.4116098861
SRX5204066,0.7380459526,1.4514216055
SRX5204067,0.6301093553,1.4736961871
SRX5204068,-0.1180288758,-0.6011499749
SRX5204069,0.6691587809,0.24002222680000002
SRX5204070,0.1980708639,-0.17639859230000002
SRX5204071,-0.8552582484,-0.2099796434
SRX5204072,-0.0986637654,-0.021267171600000002
SRX5204073,0.6533092756000001,0.5165301363
SRX5204074,0.7980670291,0.0761547674
SRX5204075,-0.07658979020000001,0.4489505237
SRX5204076,0.2301704407,-0.2867124697
SRX5204077,0.44471207030000004,0.6126213945
SRX5204078,0.5640195656,0.5339322148
SRX5204079,0.289571466,0.1159882192
SRX5204080,1.3824471487,0.3173320322
SRX5204081,0.0900696949,-0.023157584300000002
SRX5204082,0.3592406365,-0.1543613686
SRX5204083,-0.2663186289,0.6920287059
SRX5204084,-0.4773471614,0.2105128659
SRX5204085,-0.569378222,0.3073446848
SRX5204086,-0.0087555759,0.3976771851
SRX5204087,0.1183480073,0.7044115518
SRX5204088,-1.0806554443,0.2376200139
SRX5204089,0.0286890689,0.7146981172
SRX5204090,1.024591278,0.0381226649
SRX5204091,-0.09159639480000001,-0.1420469741
SRX5204092,-0.37632223200000003,0.4611009149
SRX5204093,-0.055224604000000004,-0.16389780110000002
SRX5204094,-0.1433723616,-0.3680376309
SRX5204095,-0.22058260500000001,0.3711558437
SRX5204096,-0.6414518991,-0.41452163550000004
SRX5204097,0.8620345041,0.0433657917
SRX683459,0.4446376738,-0.3359944012
SRX683460,2.2029147828,0.35773777290000003
SRX683461,-0.4585500101,0.0131669305
SRX683462,2.6992422925,0.0550033673
SRX683463,0.0139123363,0.3228274706
SRX683464,2.74814319,0.5711039135
SRX683465,0.8766255367,-0.2609359788
SRX683466,2.9985344606,0.1309246707
SRX683467,1.1085166568,0.0039684126
SRX683468,1.071739708,0.8589823747
SRX683469,0.8374394261,0.39190344930000004
SRX683470,2.6217524023000003,-0.3882688728
SRX322077,-0.1026639728,-0.0572621725
SRX322078,2.0580213935,0.312232826
SRX322079,0.8070515422000001,0.0199977739
SRX322080,-0.0026839129,-0.1010859858
SRX322081,0.6216998876000001,0.1977738213
SRX322082,0.8464759879,0.5708643203
SRX322083,0.7299361293000001,0.48783035880000003
SRX322084,0.0415093325,-0.3299020606
SRX322085,-0.7714454618000001,-0.15792829830000002
SRX2708592,-1.9969109052,-3.0133722598
SRX2708593,-0.40185856140000004,-2.5080806798
SRX2708594,-1.1544930853,-2.1242663347
SRX2708595,0.4608328518,0.0917770145
SRX2708596,-0.2775228294,-0.000327746
SRX2708597,-0.1833100224,-0.0914492685
SRX2708598,0.6707970018,-0.5086623368000001
SRX2708600,1.2091186908,-0.0878909491
SRX2708601,-0.1305611325,-0.8802598372
SRX2708602,0.0810378514,0.24145658220000002
SRX2708603,0.6537207706,-0.5737257888
SRX3073814,-1.0924712823,-0.6571539621
SRX3073815,-0.0020996717000000002,-2.5302202906
SRX3073816,0.9256071295,-3.3122316044
SRX3073817,0.6617232611,-3.3127671532000003
SRX3073818,0.6390806793,-2.4935806288
SRX3073819,-1.5889233145000001,-0.3595653639
SRX3073820,0.1379787419,-2.8977766255
SRX3073821,2.8658118056,-2.3615234472
SRX3073822,0.32665872690000003,-3.8331859045
SRX3073823,-0.9551821229,-3.8175087544
SRX3073824,1.0924712823,0.6571539621
SRX3073825,3.2442743391,-1.4682929366000002
SRX3073826,3.5913864332000003,-3.1453500021
SRX3073827,3.3303731056,-2.8395097524
SRX3073828,1.8072000163,-2.3461236665
SRX3073829,-2.795875921,-0.8765475955
SRX3073830,1.0612161941,-1.8238238345000002
SRX3073831,0.4229805675,-3.6857166396
SRX3073832,1.1235883429,-2.289315094
SRX3073833,0.0545034404,-1.8255314635
SRX2391456,0.1515012077,0.2918313335
SRX2391457,-0.3014876535,0.21092210690000002
SRX2391458,0.0680550586,0.1164791336
SRX2391459,0.0922394445,0.1506120997
SRX2391460,0.1745264306,-0.5554471048
SRX2391461,0.1566293926,0.014319154800000001
SRX2391462,0.0262382678,-0.0057685454
SRX2391463,1.944418022,0.197590116
SRX2391464,1.8332013406,0.3784882585
SRX2391465,0.1898701377,0.46189847770000003
SRX2391466,-0.04015751,0.0960803333
SRX2391467,0.15610571850000002,-0.1067649661
SRX2391468,0.31358875010000004,0.1197457442
SRX2391469,-0.0168921914,0.0176787511
SRX2391470,0.7840683074,0.1929359813
SRX2391471,0.6983892349,0.2650556276
SRX2391472,0.743562055,0.27636968500000003
SRX2391473,0.4841632684,0.1135777109
SRX2391474,0.024737348500000002,-0.0428494628
SRX2391475,1.075106413,0.1987402051
SRX2391476,1.9273558604,0.2440430002
SRX2391477,0.6151528313,-0.1090704031
SRX2391478,0.4719452322,-0.6463623468
SRX2391479,2.2149218574,0.3249939596
SRX2391480,0.7352586157000001,0.4226133627
SRX2391481,0.3166910774,-0.7994134064
SRX2391482,0.5647375680000001,0.2043608072
SRX2391483,0.1190491151,0.281594929
SRX2391484,0.25474963840000003,-0.2729432869
SRX2391485,-0.3318120361,-0.2711652728
SRX2391486,-0.3248983119,-0.2620036505
SRX2391487,0.9591171734,-0.698199318
SRX2391488,0.5939607305,-0.2368309062
SRX2391489,-0.0168555048,-0.705044395
SRX2391490,0.3552089338,-0.5250327148
SRX2391491,0.034807376800000005,-0.3623200915
SRX2391492,-0.4016085185,-0.7865785160000001
SRX2391493,0.1792656788,0.2335998792
SRX2391494,0.9097453711,-0.2823837483
SRX2391495,-0.15610571850000002,0.1067649661
SRX2391496,0.4472060047,-0.068738331
SRX2391497,-0.1689393709,0.0806896646
SRX2391498,2.0821342285,0.3369158776
SRX2391499,0.48621833480000004,-0.6131044931
SRX2391500,0.1332980298,-0.5568735763
SRX2391501,-0.0130280922,-0.17917611290000002
SRX2391502,-0.1418686322,0.0669569277
SRX2391503,-0.5043731115,0.3297074567
SRX2391505,0.7516521045,-0.051877802800000004
SRX2391506,0.3021842598,-0.17637813230000002
SRX2391507,0.2851177337,0.0353508995
SRX2391508,0.7833038593,-0.8798478141
SRX2391510,0.94380718,0.5422825021000001
SRX2391512,0.95824462,0.26260385610000003
SRX2391513,0.7339718237,0.1419287859
SRX2391514,0.36054965110000003,0.2430286261
SRX5632598,-0.693076797,2.5358762537
SRX5632599,-2.199009963,2.0473475174
SRX5632600,5.0395990151,2.9986432240000003
SRX5632601,3.2887950996,2.5941457807
SRX5632602,2.1217568442,2.4304483663
SRX5632603,5.2415384364,3.6761149884
SRX5632604,3.2884950476,2.8319446410999998
SRX5632605,4.1833207584,3.0788273484
SRX5632606,-1.083191712,2.1968625625
SRX5632607,-3.0772368009,0.9285638707
SRX5632608,-0.2072481908,0.22902514980000002
SRX5632609,0.0639099484,0.0369437513
SRX5632610,1.7636588116,2.2770381661
SRX5632611,0.1433382424,-0.2659689011
SRX5632612,0.956845366,2.5695159446
SRX5632613,0.1031772028,3.2531110406
SRX5632614,-3.2199591193,0.3619731594
SRX5632615,-2.8147680761,0.24767110920000002
ERX2874132,-0.8511533484,0.9936750215000001
ERX2874133,1.0632710494,1.7600418841
ERX2874134,-8.1250830586,-0.6937416398
ERX2874135,-5.2644927505,0.5559450984000001
ERX2874136,-8.5491209635,-0.2846344201
ERX2874137,-3.8118754785,1.6997191793000002
ERX2874138,-6.749628743,0.5800522979
ERX2874139,-6.1767294588,0.8464221937
ERX2874140,0.0851495094,-0.058657813
ERX2874141,-0.0851495094,0.058657813
ERX2874142,-9.9554636576,-1.077108866
ERX2874143,-10.1510719229,-0.9632218538
ERX2874144,-6.627907073,0.0529814723
ERX2874145,-6.628786104,0.4928213937
ERX2874146,-1.5266632097000001,0.2209925113
ERX2874147,-1.5557984567,0.2800110463
SRX1300292,-0.6670131732,-0.3346571384
SRX1300293,0.6670131732,0.3346571384
SRX1300299,0.7927317881,-0.8405660516000001
SRX1300300,1.821502734,-0.0575315265
SRX1300304,-0.09256168490000001,0.1015433936
SRX1300305,0.8028989972,-0.45184827
SRX1300306,-0.0080808523,0.3105486374
SRX1300310,0.5246258325000001,0.6895480446000001
SRX1300311,1.9170889942,0.3798032001
SRX7291195,0.5571090287,0.9033409967
SRX7291196,0.4670227958,0.8283329725
SRX7291197,-0.074400403,0.6136543173
SRX7291198,0.1143135889,0.12477638070000001
SRX7291199,-0.17415393880000002,-0.1080421193
SRX7291200,0.059840349800000005,-0.016734261400000002
SRX7291201,-0.29985884100000004,0.4464760156
SRX7291202,0.3576790483,0.7710457808000001
SRX7291203,-0.25484019750000003,0.8393898899000001
SRX7291204,0.19243112680000002,0.3542958097
SRX7291205,0.2834156377,0.44973526140000003
SRX7291206,0.1412186198,0.42833037970000004
SRX2436955,0.0946221918,-0.18797685860000002
SRX2436956,-0.7520280677000001,0.7394552929
SRX2436957,-1.3481436874,0.3619612633
SRX2436958,-0.6425303676,0.5099753663000001
SRX2436959,-0.6317371071,0.1654933687
SRX2436960,1.2799053167,0.9092819985
SRX2436961,3.1961836292,1.5401825244
SRX2436962,1.1720828312,0.7475488257
SRX2436963,0.6043282592,0.6130859759
SRX2436964,1.2442838344,1.4875657766
SRX2436965,-3.6955129889,-0.0698777043
SRX2436966,0.0615942067,-0.053718517800000004
SRX2436967,3.7562802084999998,1.5517899391
SRX2436969,0.8750775791000001,1.1602525561
SRX2436970,-0.0084094359,-0.06259243
SRX2436971,3.6943848218,1.4113744216000002
SRX2437029,1.3860685305,0.97130883
SRX2437030,-0.253912318,-0.5710160966
SRX2437031,-1.4348087052,-0.6372752147
SRX2437032,-1.2496573408,-0.6684241390000001
SRX2437033,0.9645966408000001,0.1489209483
SRX2437034,-3.4231902906,0.09222258330000001
SRX2437035,0.028595943300000003,0.3811871638
SRX2437036,-0.14093776100000002,0.2774981143
SRX2437037,1.6314347444,1.414188614
SRX2437038,0.3384658685,0.1514371881
SRX2437039,-0.8325880840000001,-0.456257897
SRX2437040,-0.30320524260000004,0.7356292255
SRX2437041,0.1672415942,-0.2024615391
SRX2437042,0.42571976840000003,-0.14852975100000002
SRX2437043,1.8940814183999999,1.5455377232
SRX2437044,1.2790689895,-0.1772658474
SRX4705203,-1.1347251419,0.1159417544
SRX4705204,2.2150876851,0.0181925597
SRX4705205,2.2052622492,-0.23257125520000002
SRX4705206,2.0634556255,-0.3917668379
SRX4705207,1.5948262731,-0.042836726000000006
SRX4705208,-1.2163901224,-1.5679161628
SRX4705209,3.3300154418,-0.1853422676
SRX4705210,5.2717168577,0.3851120732
SRX4705211,5.7944677467,0.6994845656
SRX4705212,5.3735948394,0.45277155690000004
SRX4705213,-1.4087760075,0.14333990330000002
SRX4705214,-0.6258575751000001,0.057511583000000005
SRX4705215,1.2951262568,-0.0725132633
SRX4705216,-0.9853734074,-0.038821912
SRX4705217,1.2420088357,-0.0028896175000000003
SRX4705218,0.48287189760000004,-0.0866266936
SRX4705219,-1.843269131,-0.8826571641000001
SRX4705220,-2.9346671906,-1.410626551
SRX4705221,2.426802162,-0.23790546810000002
SRX4705222,-1.501125638,-0.8000044463
SRX4705223,-1.2462771798,0.2666289316
SRX4705224,-2.9529149921,-0.10642633060000001
SRX4705225,1.2237728361,-0.5539745792
