,A,trpR
pal__arab_ale16__2,-5.05850631634,6.6597201441505804
pal__tartr_ale26_f10__1,-7.896134163560001,6.74691879613405
pal__tartr_ale26_f10__2,-8.70168778525,6.72731444445111
pal__tartr_ale26__1,-7.15169001013,6.76099855017262
pal__tartr_ale26__2,-6.72087031236,6.59562926133615
pal__tartr_ale28_f10__1,-7.23666505016,6.603497629649481
pal__tartr_ale28_f10__2,-8.04167892254,6.7554197820520105
pal__tartr_ale28__1,-5.4435652537,6.83816882180312
pal__tartr_ale28__2,-6.29210848272,7.67969345017697
efeU__delmenFentC_citr__1,-0.783915024465,5.826906745354299
efeU__delmenFentC_citr__2,0.056532363766700004,5.449943034939411
efeU__delmenFentC__1,-1.66086233317,6.1208923198716905
efeU__delmenFentC__2,-1.5000885744699999,5.93005836873752
efeU__menFentC_ale39__1,-1.14028759218,5.888090965744389
efeU__menFentC_ale39__2,-0.728390643038,5.9844028612340905
efeU__menFentC_ale29__1,0.368615733055,5.96127821872622
efeU__menFentC_ale29__2,0.417286903531,5.91487355207616
efeU__menFentC_ale30__1,-0.8750816960519999,5.37717005195278
efeU__menFentC_ale30__2,0.09499709295299999,5.57993608958626
efeU__menFentCubiC_ale36__1,-1.0750704152600001,5.17960019064613
efeU__menFentCubiC_ale36__2,-1.68059066488,5.43437523343801
efeU__menFentCubiC_ale37__1,-2.05203374273,5.643601857849999
efeU__menFentCubiC_ale37__2,-2.1054070062,5.4652261433892795
efeU__menFentCubiC_ale38__1,-3.05632185727,6.435354811349041
efeU__menFentCubiC_ale38__2,-3.5359743053900003,6.11043555766376
