,A,GlpR
time_course__lb_4hr__2,-1.1101659472,-0.0844109589
time_course__lb_4hr__3,-0.7646397336,0.0078382762
time_course__lb_8hr__1,0.7580405696,0.7247675617
time_course__lb_8hr__2,0.732539259,0.6058990459
time_course__lb_8hr__3,0.8169662629000001,0.6878631696
time_course__lb_24hr__1,3.3524582553,-0.1654818613
time_course__lb_24hr__2,0.9192734794,0.0404891088
time_course__lb_24hr__3,1.0439329284,-0.6273358159
time_course__lb_72hr__1,2.4946933615,-0.1035486922
time_course__lb_72hr__2,1.889062207,0.022019691100000002
time_course__lb_72hr__3,1.9564006950000001,0.15065482130000002
time_course__lb_144hr__1,1.4232747421,0.2327181436
time_course__lb_144hr__2,1.9707030193000001,0.2890847924
time_course__lb_144hr__3,1.6817996632,0.2144133833
time_course__lb_192hr__1,2.4170657131,-0.1690424731
time_course__lb_192hr__2,1.6031056298,0.0710132532
time_course__lb_192hr__3,2.1026511927,0.1802087847
triclosan__wt__1,0.2828255146,-0.35483763620000003
triclosan__wt__2,-0.1604913792,0.232729016
triclosan__wt__3,-0.1223341354,0.1221086202
triclosan__evo_amx_tcs__1,-0.6695076396,0.4111052531
triclosan__evo_amx_tcs__2,-1.3295150434,-0.2189518614
triclosan__evo_amx_tcs__3,-0.2184581635,0.0711359265
triclosan__evo_chl_tcs__1,1.3467670113999999,-0.0349438485
triclosan__evo_chl_tcs__2,0.7304413959,-0.18286872710000002
triclosan__evo_chl_tcs__3,0.6376876766,0.023547858600000002
triclosan__evo_tet_tcs__1,-0.5093952755,-0.8545929996
triclosan__evo_tet_tcs__2,-0.08672708550000001,0.5323612630000001
truHMM__48C_15m__1,-4.3263038815,-0.1447442583
truHMM__48C_15m__2,-4.1024705516,-0.0700161739
truHMM__48C_15m__3,-5.4552208721,-0.9579007919
truHMM__48C_30m__1,-2.3547480569,-1.3092129148
truHMM__48C_30m__2,-2.3026892537,-1.224560746
truHMM__48C_60m__1,-3.4475096194,-0.578488128
truHMM__48C_60m__2,-3.4646475451,-0.5686360179000001
truHMM__phos_0h__1,0.1983460645,-0.0736620372
truHMM__phos_0h__2,-0.1983460645,0.0736620372
truHMM__phos_2h__1,2.3991171472,-2.0320579613
truHMM__phos_2h__2,1.9257033458000001,-2.3387634888
truHMM__phos_4h__1,1.9445157671,-1.1616627015
truHMM__phos_4h__2,2.0683431715,-1.066078738
truHMM__phos_4h__3,0.6495632602,-3.0531348419
control__wt_glc__1,-0.43860778100000003,-0.100354306
control__wt_glc__2,0.43860778100000003,0.100354306
fur__wt_dpd__1,-1.9431646684000001,-0.16257268200000002
fur__wt_dpd__2,-2.3179063351,-0.13512164200000001
fur__wt_fe__1,0.0249340513,-0.342373384
fur__wt_fe__2,-0.6072844926000001,-0.323600722
fur__delfur_dpd__1,-2.280705835,-0.279939388
fur__delfur_dpd__2,-2.1818212235,-0.45745707100000005
fur__delfur_fe2__1,-0.9479128262000001,-0.025440178
fur__delfur_fe2__2,-0.8048479823,-0.21811381400000002
acid__wt_ph5__1,-0.8958400894,-0.195698755
acid__wt_ph5__2,-0.7628067576,-0.186461643
acid__delgadx_ph5__1,-0.8336426330000001,-0.13421169300000002
acid__delgadw_ph5__1,-0.8102900124,-0.125375403
acid__delgadw_ph5__2,-0.824922166,-0.153365612
acid__delgade_ph5__1,-1.0030069663,-0.257427578
acid__delgade_ph5__2,-1.0573737271,-0.100609403
oxidative__wt_pq__1,-1.9871669954,-0.9765262170000001
oxidative__wt_pq__2,-2.1942226523,-0.9646141690000001
oxidative__deloxyr_pq__1,-2.5805466267,-0.38811414800000005
oxidative__deloxyr_pq__2,-1.9914255506,-0.384833307
oxidative__delsoxr_pq__1,-2.056941432,-0.9846600430000001
oxidative__delsoxr_pq__2,-1.7581302758000001,-0.9532042180000001
oxidative__delsoxs_pq__1,-2.3569674927,-0.873545557
oxidative__delsoxs_pq__2,-2.1865346081,-1.019754785
nac_ntrc__wt_csn__1,-0.7940007343000001,0.17289005600000001
nac_ntrc__wt_csn__2,-1.1900850191,0.036032412
nac_ntrc__wt_cytd__1,-0.5861261743,0.041062558000000006
nac_ntrc__wt_cytd__2,-0.9894480036000001,0.160920601
nac_ntrc__wt_gln__1,-1.8218365444,0.21143540800000002
nac_ntrc__wt_gln__2,-2.1087005827,0.353498122
nac_ntrc__bw_delnac_csn__1,-0.3529400119,0.0006520390000000001
nac_ntrc__bw_delnac_csn__2,-0.18550567480000002,0.42422752700000005
nac_ntrc__bw_delnac_cytd__1,-0.7263034071000001,0.194407402
nac_ntrc__bw_delnac_cytd__2,-0.45378328770000004,0.142367339
nac_ntrc__bw_delnac_gln__1,-1.3011416855,0.173651935
nac_ntrc__bw_delnac_gln__2,-1.4647188139,0.08538263
nac_ntrc__bw_delnac_nh4__1,-0.37710897590000003,-0.19584968700000002
nac_ntrc__bw_delnac_nh4__2,0.1337038934,-0.204818633
misc__wt_no_te__1,-2.0379781261,-0.607946223
misc__wt_no_te__2,-1.3453385609000001,-0.529475386
misc__bw_delcbl__1,-0.7750030739,-0.24112424100000002
misc__bw_delcbl__2,-0.7836837784,-0.321669192
misc__bw_delfabr__1,-0.18416942900000002,-0.214181054
misc__bw_delfabr__2,0.053168962,-0.349232509
misc__bw_delfadr__1,-0.7664477388000001,-0.324261766
misc__bw_delfadr__2,-0.5076108734,-0.30484339
misc__nitr_031__1,-1.4511088999,-0.30437505
omics__wt_glu__1,0.4132700878,0.87576741
omics__wt_glu__2,0.4192127363,0.9237816860000001
omics__wt_gly__1,0.2460743313,0.6397033870000001
omics__wt_gly__2,0.5186947109,0.501145754
omics__wt_thr__1,0.43236152320000004,0.450324486
omics__wt_thr__2,0.4883426007,0.494775936
omics__bw_ac__1,-3.5288459502,-0.515994202
omics__bw_ac__2,-3.8115844899,-0.25412660800000003
omics__bw_fum__1,-2.7256121949,-0.15908139999999998
omics__bw_fum__2,-2.5542261989,-0.099008547
omics__bw_glc__1,0.2403112141,0.15384187400000002
omics__bw_glc__2,0.18995492860000002,0.19605686600000002
omics__bw_pyr__1,-2.8981550215,-0.0024717050000000003
omics__bw_pyr__2,-3.2947918928,-0.100565843
ompr__wt_nacl__1,-3.8612185869,-1.455250091
ompr__wt_nacl__2,-3.9983396744,-1.066998654
ompr__bw_delompr_nacl__1,-3.4890250983,-0.798443832
ompr__bw_delompr_nacl__2,-3.7050101545,-0.770335168
minspan__wt_ade__1,-2.1784818121,-0.568540516
minspan__wt_glc__1,-1.6596501449,-0.499827232
minspan__wt_glc__2,-1.5759066715999999,-0.6435946180000001
minspan__wt_glc__3,-0.9557257943,-0.45029472400000004
minspan__wt_glc_anaero__1,0.0301533129,-0.5801846390000001
minspan__wt_glc_anaero__2,-0.0305348054,-0.47663460900000004
minspan__wt_trp__1,-2.9565332379,-1.529538632
minspan__bw_delcra_glc__1,-1.7745966831,-0.594793196
minspan__bw_delcra_trp__1,-2.637397038,-0.954049867
minspan__bw_delmntr__1,-0.6250857994,-0.6952550510000001
minspan__bw_delnac_ade__1,-2.1220017142,-1.114079412
minspan__bw_delnac_glc__1,-0.8300412072000001,-0.26882521
cra_crp__wt_ac__1,-3.0468090581,0.19324395600000002
cra_crp__wt_ac__2,-2.4844201975,0.41276663500000005
cra_crp__wt_fru__1,-1.8995253782,0.720462797
cra_crp__wt_fru__2,-2.4658321247,0.45767866
cra_crp__delcra_ac__1,-3.6580974561,-0.520263753
cra_crp__delcra_ac__2,-3.487343969,-0.5044306080000001
cra_crp__delcra_fru__1,-1.1525996285,-0.071384391
cra_crp__delcra_fru__2,-1.5920298347,-0.297101583
cra_crp__delcra_glc__1,-0.16578419800000002,-0.34958757500000004
cra_crp__delcra_glc__2,-0.8846438096,-0.338473421
rpoB__wt_031__1,-4.040568887,-0.664758124
rpoB__wt_044__1,-1.2316341167,-0.023047274000000003
rpoB__wt_lb__1,-4.2249176845,-0.5944311800000001
rpoB__wt_lb__2,-5.1988317864999996,-0.8559365670000001
rpoB__rpoBE546V_031__1,-3.2052329562,-0.23232565300000002
rpoB__rpoBE546V_044__1,-3.2166764813,-0.30995859800000003
rpoB__rpoBE546V_lb__1,-3.7314154013,-0.27914408300000004
rpoB__rpoBE546V_lb__2,-3.7440456461,-0.284847497
rpoB__rpoBE546V_glc__1,0.3403832585,-0.28543994
rpoB__rpoBE672K_glc__1,1.294824519,-0.45289395
rpoB__rpoBE672K_glc__2,0.1196353274,-0.690227229
rpoB__rpoBE672K_lb__1,-2.2140723767,-0.547393711
rpoB__rpoBE672K_lb__2,-2.4664208869,-0.8455406860000001
crp__wt_fru__1,-3.3536487068,-0.521566176
crp__wt_glyc__1,-3.6794171621,-0.34716462400000003
crp__wt_glyc__2,-3.5836222251,-0.243036403
crp__delar1_glyc__1,-1.4810527081,-0.360412954
crp__delar1_glyc__2,-0.0899350927,-0.48522769
crp__delar1ar2_glyc__1,-5.3997236271,0.386518448
crp__delar1ar2_glyc__2,-5.1692274051,0.5116414890000001
crp__delar1ar2_glyc__3,-4.6885455122,0.45845357900000006
crp__delar2_glyc__1,0.4544238478,-0.611506222
crp__delar2_glyc__2,0.7953354065,-0.600114027
crp__delar2_glyc__3,0.9312014795,-0.365979386
crp__delcrp_fru__1,-6.7878187863,-0.201091599
crp__delcrp_fru__2,-7.143238303,-0.145725189
crp__delcrp_fru__3,-6.9117771756,-0.093629211
crp__delcrp_glc__1,-6.8632986654,-0.019589274
crp__delcrp_glc__2,-6.9191256214,0.038948896000000004
crp__delcrp_glc__3,-7.4459897726,-0.065491507
crp__delcrp_glyc__1,-8.5647315601,0.07699945700000001
crp__delcrp_glyc__2,-8.1368617785,0.13166809000000002
crp__delcrp_glyc__3,-8.0154881072,0.24154961100000003
glu__glu_ale3__1,-0.9098033435,-0.46269429700000003
glu__glu_ale4__1,0.5879164055,0.254078315
glu__glu_ale5__1,0.2359019742,-0.143039508
glu__glu_ale6__1,0.5169836354,0.056460994
glu__glu_ale8__1,-0.6176210144000001,-0.018134138
glu__glu_ale9__1,-0.1597029282,-0.201080801
glu__glu_ale10__1,0.2312334023,-0.32441258300000003
42c__wt_42c__1,-1.3576392256,-0.15673336100000002
42c__42c_ale1__1,-2.8197605284,-0.6357146060000001
42c__42c_ale2__1,1.3429089415,0.257516692
42c__42c_ale3__1,1.3754800299,0.583422408
42c__42c_ale4__1,1.589289724,-0.40042046800000003
42c__42c_ale5__1,1.6520173274,0.098370936
42c__42c_ale6__1,1.0585994134,0.116072088
42c__42c_ale8__1,0.3619277229,-0.330187442
42c__42c_ale9__1,1.3518626048,0.475039423
42c__42c_ale10__1,0.9721635675,-0.7100532730000001
ssw__wt_ac__1,-3.4850379696,-1.070306958
ssw__wt_glc__1,-0.7325020107,-0.0049433540000000005
ssw__wt_glyc__1,0.3488453245,-0.37123411300000003
ssw__wt_xyl__1,-1.2495346125,-1.57046481
ssw__glc_ale1__1,-2.0718260352,-0.203856756
ssw__glc_ale2__1,-1.1352574144,-0.966998079
ssw__glc_ale3__1,-0.2831487028,-1.287364835
ssw__glyc_ale1__1,-1.4222315566,-0.13121143300000002
ssw__glyc_ale2__1,-0.6316616528,-0.992577963
ssw__xyl_ale1__1,-0.6590371791,-0.36006729200000004
ssw__xyl_ale2__1,-0.2581370249,-0.25526925300000003
ssw__xyl_ale3__1,0.2552220294,-0.344516567
ssw__glc_ac_ac2__1,-1.4945673530999999,-1.5522769790000002
ssw__glc_ac_glc1__1,0.47284804280000003,-1.2686728760000001
ssw__glc_glyc_glc__1,-0.5139421193,-1.897700498
ssw__glc_glyc_glyc__1,-2.6229978344,-1.931153138
ssw__glc_xyl_glc__1,0.3551215608,-0.8172944050000001
ssw__glc_xyl_xyl__1,-0.2640434337,-0.5668599280000001
ica__wt_glc__1,-0.1359716001,-1.23124187
ica__wt_glc__2,0.4385571184,-1.162757389
ica__wt_glc__3,0.435445731,-0.9901835720000001
ica__wt_glc__4,0.1112937551,-1.195954057
ica__arg_sbt__1,-2.3774670752000002,-1.528180593
ica__arg_sbt__2,-3.1339722503,-1.270961893
ica__cytd_rib__1,-4.9004268995,-2.241838438
ica__cytd_rib__2,-4.3209367439,-2.101720037
ica__gth__1,-2.0843745249,-1.329295289
ica__gth__2,-1.1005546333,-0.7702354370000001
ica__leu_glcr__1,-1.9262461033,-1.146669498
ica__leu_glcr__2,-1.6185939921,-1.2203529340000001
ica__met_glc__1,0.028071603900000002,-1.275664063
ica__met_glc__2,0.0095423038,-1.261745044
ica__no3_anaero__1,0.9058009459,-1.5122890039999999
ica__no3_anaero__2,0.5264414879,-1.399776562
ica__phe_acgam__1,-0.0255226612,-1.164851755
ica__phe_acgam__2,0.3336803896,-1.074839196
ica__thm_gal__1,-2.5076490962999998,-1.188940304
ica__thm_gal__2,-2.291296699,-1.005169026
ica__tyr_glcn__1,-0.1118955423,-1.235228672
ica__tyr_glcn__2,-0.3430124856,-1.150305394
ica__ura_pyr__1,-1.3298028227,-1.364621626
ica__ura_pyr__2,-2.3199718644000002,-1.335382343
ica__wt_glc__5,0.5612958034000001,-1.024161821
ica__wt_glc__6,-0.036410024900000004,-0.985055007
ica__bw_delpurR_cytd__1,1.0044674604,-1.047027155
ica__bw_delpurR_cytd__2,1.5124104252000001,-0.9591620730000001
ica__ade_glc__1,1.0915951584,-0.9921211520000001
ica__ade_glc__2,0.7038503996000001,-0.9578064230000001
ytf__wt_glc__1,-0.9166004005,-1.028978315
ytf__wt_glc__2,-1.2574752710000001,-1.076767622
ytf__delyafC__1,-2.3823363027,-1.302289735
ytf__delyafC__2,-2.1682999608,-1.365766067
ytf__delyeiE__1,-2.2121180882,-0.5602020050000001
ytf__delyeiE__2,-1.9571482615,-0.616914331
ytf__delyiaJ__1,-2.1464914442,-1.378983058
ytf__delyiaJ__2,-2.2619360651,-1.470334693
ytf__delyieP__1,-1.4387832506,-1.110405271
ytf__delyieP__2,-1.557552697,-1.268023057
ytf__wt_ph5__1,-0.9597494454000001,-0.9808921060000001
ytf__wt_ph5__2,-0.5943137932,-0.8338710920000001
ytf__wt_ph8__1,0.3640202891,-0.9193239550000001
ytf__wt_ph8__2,-1.1589937243,-0.976345938
ytf__delybaO__1,-3.2268911927,-1.624385693
ytf__delybaO__2,-2.7207011103000003,-1.269982564
ytf__delybaQ__1,-0.8017529175,-1.106748563
ytf__delybaQ__2,-1.0231364356,-0.904087964
ytf__delybiH__1,-1.160227753,-1.5298214520000002
ytf__delybiH__2,-1.6966135991,-1.607655628
ytf__delydcI_ph5__1,-0.14804674950000002,-0.9467292620000001
ytf__delydcI_ph5__2,-0.0704765175,-0.836315596
ytf__delydcI_ph8__1,-0.341363784,-0.8726686870000001
ytf__delydcI_ph8__2,-0.6684437134,-1.262049692
ytf__delyddM__1,-1.3214976497,-0.732400115
ytf__delyddM__2,-0.8597578919000001,-0.68616779
ytf__delyheO__1,-3.1777577755,-1.6912771430000002
ytf__delyheO__2,-2.6337343836000002,-1.344137267
fps__bw_glc__1,-0.8023522634,-0.9394622850000001
fps__bw_glc__2,-0.2502061449,-1.093616152
fps__fps_thrA_ale1__1,0.1410362741,-0.681174224
fps__fps_thrA_ale1__2,-0.6455129038,-0.7739284590000001
fps__fps_thrA_ale2__1,0.0322804375,-0.779300053
fps__fps_thrA_ale2__2,0.2911821669,-0.70313178
fps__fps_serB_ale1__1,-0.7592431372,-0.826971443
fps__fps_serB_ale1__2,-1.0764443289,-0.7468777390000001
fps__fps_serB_ale4__1,-1.0039936703,-0.998309772
fps__fps_serB_ale4__2,-0.9595073876,-0.916107972
fps__fps_ptsI_ale1__1,-4.2991269138,-1.518042997
fps__fps_ptsI_ale1__2,-4.0686534544,-1.3362301109999999
fps__fps_ptsI_ale3__1,-4.5537668946,-1.220355245
fps__fps_ptsI_ale3__2,-4.4877862675,-1.326056315
pal__lyx_ale2_f6__1,-5.0387849901,-1.098516101
pal__lyx_ale2__1,-2.9702048768,-0.626949502
pal__lyx_ale2__2,-3.4664344956,-0.593922288
pal__lyx_ale4__1,-2.6046211318,-1.054358465
pal__lyx_ale4__2,-3.1627910672,-1.040247515
pal__5drib_ale10_f18__1,-4.7388480443,-1.1217678
pal__5drib_ale10_f18__2,-4.479646685,-1.125088657
pal__5drib_ale10__1,-5.2881221334,-0.739093632
pal__arab_ale14_f9__1,-1.9486024148,-0.763021595
pal__arab_ale14_f9__2,-2.2968441954,-0.8317769380000001
pal__arab_ale14__1,-2.5901229934,-0.7771742110000001
pal__arab_ale14__2,-2.165742657,-0.8029038740000001
pal__arab_ale16__1,-1.1282873489,-0.308677554
pal__arab_ale16__2,-0.8769953409000001,-0.505049704
pal__tartr_ale26_f10__1,-3.7280874264,-0.864440681
pal__tartr_ale26_f10__2,-4.2126269977,-1.138193908
pal__tartr_ale26__1,-2.784791143,-0.900017006
pal__tartr_ale26__2,-3.0732646614,-0.9127629030000001
pal__tartr_ale28_f10__1,-4.6899762526,-1.222144951
pal__tartr_ale28_f10__2,-4.2222561432,-1.200211864
pal__tartr_ale28__1,-3.0596990696,-1.079483642
pal__tartr_ale28__2,-2.6356148214,-0.842160165
efeU__delmenFentC_citr__1,-0.6388184812000001,-1.13739056
efeU__delmenFentC_citr__2,-0.9512823529000001,-1.128522759
efeU__delmenFentC__1,-1.5325114179,-1.186268605
efeU__delmenFentC__2,-1.1813532732,-1.123125892
efeU__menFentC_ale39__1,-2.2399539795,-1.7249671800000002
efeU__menFentC_ale39__2,-1.7138170293,-1.779302809
efeU__menFentC_ale29__1,-0.6761336973000001,-1.070486643
efeU__menFentC_ale29__2,-0.3202989032,-1.098697842
efeU__menFentC_ale30__1,1.8849332621000001,-0.714746022
efeU__menFentC_ale30__2,1.6822456784000002,-0.790718753
efeU__menFentCubiC_ale36__1,-0.4373899812,-0.749090068
efeU__menFentCubiC_ale36__2,-0.276307191,-0.664728902
efeU__menFentCubiC_ale37__1,-0.9642166512,-0.560838503
efeU__menFentCubiC_ale37__2,-0.8938556978000001,-0.7817858520000001
efeU__menFentCubiC_ale38__1,-2.7054693801000003,-0.6492109420000001
efeU__menFentCubiC_ale38__2,-1.840895667,-0.8741335480000001
misc2__salc_glc__1,1.0104622532,-0.9368265750000001
misc2__salc_glc__2,0.8575760365,-0.7069336770000001
misc2__dbcn_glc__1,0.2662180945,-0.8985417720000001
misc2__dbcn_glc__2,0.4239819895,-0.911382816
misc2__tyr_glc__1,0.17275554170000001,-1.062090037
misc2__tyr_glc__2,0.21215897660000002,-0.9217179790000001
misc2__arg_cytd__1,1.0697018491,-0.8585983770000001
misc2__arg_cytd__2,0.9484493761,-0.888464804
misc2__delyheO_pyr__1,-2.6500345272,-0.9158523110000001
misc2__delyheO_pyr__2,-2.3263324526,-1.245480754
nquinone__delubiC__1,-1.3515574001,-1.057939637
nquinone__delubiC__2,-0.6437833944,-1.130849596
nquinone__ubiC_ale1__1,-1.5110007191000001,-0.6307086590000001
nquinone__ubiC_ale1__2,-1.8529946769,-0.897103336
nquinone__ubiC_ale2__1,-1.4211541889000001,-0.797428028
nquinone__ubiC_ale2__2,-1.6021402447000002,-0.9402087360000001
nquinone__ubiC_ale3__1,0.7898974314,-1.443955576
nquinone__ubiC_ale3__2,0.6853860525000001,-1.302424108
nquinone__ubiC_ale4__1,-1.9550648911000001,-0.984808042
nquinone__ubiC_ale4__2,-1.9825139974,-0.9376989330000001
nquinone__delpdhR__1,0.5397258652,-0.912311183
nquinone__delpdhR__2,0.9405963304,-1.095802599
quinone__glu_ale4__1,0.6603104292,-0.7296594860000001
quinone__glu_ale4__2,0.9855609956,-0.752773514
quinone__delmenF__1,-0.24791309660000002,-1.09032134
quinone__delmenF__2,-0.48773210110000004,-1.083059106
quinone__menF_ale5__1,-1.8537149635999999,-1.5130529080000001
quinone__menF_ale5__2,-1.4861486629,-2.041372953
quinone__menF_ale6__1,-1.5002885494,-1.692005017
quinone__menF_ale6__2,-2.2643938837,-1.692399599
quinone__menF_ale7__1,-2.1267482227,-1.619581796
quinone__menF_ale7__2,-2.1988179718,-1.6426365490000001
quinone__menF_ale8__1,-1.097266686,-1.9984054599999999
quinone__menF_ale8__2,-0.7660266885,-2.0881464
quinone__delmenFubiC__1,-0.4342932217,-1.143619366
quinone__delmenFubiC__2,-0.6410832775,-1.055059846
quinone__menFubiC_ale1__1,-1.2130167743,-1.838766793
quinone__menFubiC_ale1__2,-1.1259219108,-1.918724155
quinone__menFubiC_ale2__1,-1.7879817914,-1.86400751
quinone__menFubiC_ale2__2,-1.7928792192,-1.908189968
quinone__menFubiC_ale3__1,0.3782577051,-0.804374299
quinone__menFubiC_ale3__2,0.1626232097,-1.067378479
quinone__menFubiC_ale4__1,-1.217351837,-1.593906348
quinone__menFubiC_ale4__2,-1.0774628263000001,-1.247644313
oxyR__wt_glc__1,0.5826213566,-0.5516543740000001
oxyR__wt_glc__2,0.44874434950000003,-0.699269044
oxyR__wt_h2o2__1,0.15630596160000002,-0.653255746
oxyR__wt_h2o2__2,-0.42575351780000004,-0.42942742500000003
oxyR__glu_ale4__1,-0.071901975,0.15457537400000002
oxyR__glu_ale4__2,-0.0560314617,0.126812321
oxyR__glu_ale4_h2o2__1,0.4724906387,0.09696378600000001
oxyR__glu_ale4_h2o2__2,0.4265657272,-0.08776752900000001
oxyR__oxyR_ale17__1,0.4419235621,0.186885617
oxyR__oxyR_ale17__2,0.9719809604,-0.028457366
oxyR__oxyR_ale17_h2o2__1,0.1844308128,0.042497093
oxyR__oxyR_ale17_h2o2__2,0.9159288437,0.34616640800000004
oxyR__oxyR_ale18__1,1.3715907377,-0.438886873
oxyR__oxyR_ale18__2,0.8777765156,-0.354735307
oxyR__oxyR_ale18_h2o2__1,1.0765730407,-0.323210694
oxyR__oxyR_ale18_h2o2__2,1.4299594769000001,-0.19975869000000002
oxyR__oxyR_ale19__1,1.1292618348,0.08792976100000001
oxyR__oxyR_ale19__2,0.8979037515,0.19587541600000002
oxyR__oxyR_ale19_h2o2__1,1.0089583609,0.16044841
oxyR__oxyR_ale19_h2o2__2,1.1284206131,0.13052475700000002
oxyR__oxyR_ale20__1,0.8228096255,0.9056956260000001
oxyR__oxyR_ale20__2,0.9579050363,0.845616692
oxyR__oxyR_ale20_h2o2__1,0.9644971886,0.557401464
oxyR__oxyR_ale20_h2o2__2,0.8568062626,0.536823617
svns_pgi__BmePgi24_15__1,-0.27719304780000004,-0.550011252
svns_pgi__BmePgi24_15__2,-0.11028013440000001,-0.45508072400000005
svns_pgi__BmePgi24_26__1,0.3558269657,-0.494066983
svns_pgi__BmePgi24_26__2,0.21825793870000001,-0.594858667
svns_pgi__BmePgi24_41__1,-0.7763026405,-0.052922692
svns_pgi__BmePgi24_41__2,1.2841566804,-0.530959653
svns_pgi__BmePgi24_52__1,0.42820672330000004,-0.46363825300000006
svns_pgi__BmePgi24_52__2,0.5237796585,-0.662964698
svns_pgi__PaePgi2_34__1,-1.0613974582,-0.303898802
svns_pgi__PaePgi2_34__2,-1.3837169871000001,-0.36519837200000005
svns_pgi__PaePgi2_63__1,-0.9846203876,-0.275536908
svns_pgi__PaePgi2_63__2,-0.6429709134,-0.174937274
svns_pgi__PaePgi24_54__1,-0.5687878921,-0.381707173
svns_pgi__PaePgi24_54__2,-0.1857587726,-0.37122145100000004
svns_pgi__PaePgi24_90__1,0.3225902519,-0.455420021
svns_pgi__PaePgi24_90__2,0.1468557462,-0.256678579
abx_media__m9_ctrl__1,-1.3813558178,-0.945205092
abx_media__m9_ctrl__2,-1.2941194333000001,-1.000636376
abx_media__rpmi_ctrl__1,-0.8297997433000001,-1.1439346989999999
abx_media__rpmi_ctrl__2,-1.0183214821,-0.6289949370000001
abx_media__camhb_ctrl__1,-2.6626517021,-0.9609363580000001
abx_media__camhb_ctrl__2,-2.9089362141,-1.017461242
abx_media__m9_mero__1,-0.103869557,-1.085423769
abx_media__m9_mero__2,-1.2002151961,-1.134886085
abx_media__rpmi_mero__1,-1.4371584277,-1.149149459
abx_media__rpmi_mero__2,-1.169519072,-1.271512226
abx_media__camhb_mero__1,-2.4348194793,-1.268850967
abx_media__camhb_mero__2,-2.8944761098000003,-1.159563304
abx_media__m9_trisulf__1,-2.1651562561,-0.8534896460000001
abx_media__m9_trisulf__2,-2.1830763483,-0.840509135
abx_media__rpmi_trisulf__1,-1.3830661775,-0.814883813
abx_media__rpmi_trisulf__2,-1.1397477277,-0.9188137430000001
abx_media__camhb_trisulf__1,-3.1866776224,-0.018803984000000003
abx_media__camhb_trisulf__2,-3.0316503539,-0.13776839400000002
abx_media__m9_cef__1,-2.6196349074,-1.190645435
abx_media__m9_cef__2,-2.3052671235,-1.061329291
abx_media__rpmi_cef__1,-1.7839206778,-0.6000638570000001
abx_media__rpmi_cef__2,-2.0161932932,-0.49511849100000005
abx_media__camhb_cef__1,-2.1179821365000002,-0.501673875
abx_media__camhb_cef__2,-2.4065515823,-0.68894458
abx_media__m9_cipro__1,-2.8274596402,-0.537222501
abx_media__m9_cipro__2,-2.3955802611,-0.860101526
abx_media__rpmi_cipro__1,-1.8785078080000002,-0.266421353
abx_media__rpmi_cipro__2,-2.2266715243,0.14514705900000002
abx_media__camhb_cipro__1,-2.5214397736,-0.9082584370000001
abx_media__camhb_cipro__2,-2.2216352394,-0.744077909
hot_tale__42c_ale3_30c__1,1.2471745242,-1.469251066
hot_tale__42c_ale3_30c__2,0.8952220576000001,-1.376331953
hot_tale__42c_ale3_37c__1,2.0738305535,-1.085349645
hot_tale__42c_ale3_37c__2,1.6782665174,-0.966885604
hot_tale__42c_ale3_44c__1,0.0235284069,-0.304625986
hot_tale__42c_ale3_44c__2,0.3020718023,-0.333626337
hot_tale__hot_ale3_mid_30c__1,0.9703952887,-1.236484282
hot_tale__hot_ale3_mid_30c__2,0.0929574766,-1.09508222
hot_tale__hot_ale3_mid_37c__1,1.4621835204,-1.004271515
hot_tale__hot_ale3_mid_37c__2,1.0229988336,-0.9863172550000001
hot_tale__hot_ale3_mid_44c__1,0.48655850650000004,-0.26087096200000004
hot_tale__hot_ale3_mid_44c__2,1.2068119943,-0.6346904090000001
hot_tale__hot_ale3_30c__1,0.5999046663000001,-1.47023838
hot_tale__hot_ale3_30c__2,0.6517438061,-1.4267258630000001
hot_tale__hot_ale3_37c__1,1.2231598589,-1.095330464
hot_tale__hot_ale3_37c__2,0.9741656708,-1.134791104
hot_tale__hot_ale3_44c__1,0.3631530687,-0.9334801660000001
hot_tale__hot_ale3_44c__2,1.0722217633,-0.627441103
hot_tale__hot_ale4_30c__1,1.0758479892,-1.7157246499999999
hot_tale__hot_ale4_30c__2,1.0224697081,-1.470364595
hot_tale__hot_ale4_37c__1,1.8592040356,-1.328440845
hot_tale__hot_ale4_37c__2,1.3416013235,-0.9484461080000001
hot_tale__hot_ale4_44c__1,1.6099965806,-0.365717516
hot_tale__hot_ale4_44c__2,1.3262872598,-0.8129193450000001
hot_tale__hot_ale8_30c__1,0.3834517062,-1.462851517
hot_tale__hot_ale8_30c__2,0.852820109,-1.268263498
hot_tale__hot_ale8_37c__1,1.6349011528,-1.1405408160000001
hot_tale__hot_ale8_37c__2,1.3803135497,-0.939206984
hot_tale__hot_ale8_44c__1,1.3250924242,-0.095223394
hot_tale__hot_ale8_44c__2,1.6758371392,-0.25001950500000003
hot_tale__hot_ale9_mid_30c__1,-0.1473906637,-1.171764966
hot_tale__hot_ale9_mid_30c__2,-0.1887620567,-1.2524812170000001
hot_tale__hot_ale9_30c__1,0.2639486059,-1.334148999
hot_tale__hot_ale9_30c__2,0.3226330056,-1.261712342
hot_tale__hot_ale9_mid_37c__1,1.1854535265,-1.087271169
hot_tale__hot_ale9_mid_37c__2,0.9870673792,-0.9115261330000001
hot_tale__hot_ale9_37c__1,1.1252281585,-1.152085171
hot_tale__hot_ale9_37c__2,1.3528913192,-1.302768062
