,A,AtoC,RpoN
nac_ntrc__bw_delnac_cytd__2,3.3339948482,0.08910604100000001,0.2066971445
nac_ntrc__bw_delnac_gln__1,3.3404652261,0.245729266,0.3080251985
nac_ntrc__bw_delnac_gln__2,3.4290945758999998,0.439158406,0.2967956055
nac_ntrc__bw_delnac_nh4__1,-0.8112997363000001,-0.46945612700000006,-0.2040379745
nac_ntrc__bw_delnac_nh4__2,-0.9556882188,-0.160813844,-0.2513449025
misc__wt_no_te__1,-0.4203907586,-0.046837488000000004,0.4210455765
misc__wt_no_te__2,-0.4639606926,-0.19394728,0.3409092855
misc__bw_delcbl__1,0.09296278570000001,-0.02693044,0.26062700850000003
misc__bw_delcbl__2,-0.0773213651,-0.087552502,0.3284104245
misc__bw_delfabr__1,0.2830848965,0.053453641,0.12483548650000001
misc__bw_delfabr__2,0.21950839560000002,-0.216186396,0.1031144385
misc__bw_delfadr__1,-0.0153152015,0.01823684,0.2262561375
misc__bw_delfadr__2,-0.9859886179,-0.174080552,0.2539545305
misc__nitr_031__1,1.3057733943,-0.103451449,0.3646965855
omics__wt_glu__1,0.6920543193,0.019463619,0.2962516995
omics__wt_glu__2,0.20205595340000002,-0.34990036500000005,0.4666522205
omics__wt_gly__1,0.1442375632,-0.417088752,0.08866842550000001
omics__wt_gly__2,0.7928485426,-0.33641933500000004,0.0568323675
omics__wt_thr__1,4.9028935843,0.322283115,0.7135937785
omics__wt_thr__2,4.2570820986,0.384911626,0.7710917565000001
omics__bw_ac__1,-0.82760079,1.65663183,0.2626952735
omics__bw_ac__2,-0.7149205171,1.477082314,0.2125339715
omics__bw_fum__1,-0.4270687475,0.47594652400000004,-0.0719943285
omics__bw_fum__2,-0.3414469804,0.482932059,-0.1321674075
omics__bw_glc__1,-0.2197193546,-0.49444987300000004,0.08772091650000001
omics__bw_glc__2,-0.4050894431,-0.48171234300000004,0.0866318205
omics__bw_pyr__1,-2.7716610225,0.41440866800000004,0.13049388650000002
omics__bw_pyr__2,-0.43797630130000004,0.387941429,0.0750394705
ompr__wt_nacl__1,-0.1387584747,-0.36704300900000003,0.8458476445
ompr__wt_nacl__2,0.191315216,-0.20236135700000002,0.7361582905
ompr__bw_delompr_nacl__1,0.1986333603,-0.43881584500000004,0.3376980425
ompr__bw_delompr_nacl__2,0.1524360194,-0.779942207,0.3812324995
minspan__wt_ade__1,0.179573169,-0.565938587,-0.23121805050000002
minspan__wt_glc__1,0.17881522330000002,-0.28471043700000004,-0.2809332425
minspan__wt_glc__2,-0.2524705957,-0.397828318,-0.2902247825
minspan__wt_glc__3,-0.272072719,-0.8232173380000001,-0.2054288275
minspan__wt_glc_anaero__1,-0.6444858382,0.124604637,0.0389202145
minspan__wt_glc_anaero__2,-0.9990346040000001,-0.48774708,0.0609900175
minspan__wt_trp__1,-1.2813814603,0.9400275960000001,0.1072953325
minspan__bw_delcra_glc__1,-0.1547631552,-0.647785264,0.0527145325
minspan__bw_delcra_trp__1,0.7846172705000001,-0.096491845,0.1089791855
minspan__bw_delmntr__1,-0.36108601630000003,0.31413867700000003,0.2383428175
minspan__bw_delnac_ade__1,0.6542477574000001,-0.853041763,0.0018527365
minspan__bw_delnac_glc__1,0.4527375958,-0.289034958,-0.3356794605
cra_crp__wt_ac__1,0.614657463,1.42513857,0.1917987605
cra_crp__wt_ac__2,0.8010152121,1.202893158,0.1532170935
cra_crp__wt_fru__1,0.2796477356,0.45898495400000006,0.2657675905
cra_crp__wt_fru__2,0.061920881600000005,0.600216811,0.3237425105
cra_crp__delcra_ac__1,0.304060449,0.982478002,-0.023381640500000002
cra_crp__delcra_ac__2,-0.16929462380000002,1.034342475,-0.1429831305
cra_crp__delcra_fru__1,-0.0151364568,0.085635587,0.10736111150000001
cra_crp__delcra_fru__2,-0.0209790434,0.003218205,0.12499276150000001
cra_crp__delcra_glc__1,-0.2827850427,-0.146955137,-0.0261596815
cra_crp__delcra_glc__2,-0.531944239,0.103539322,-0.1007299425
rpoB__wt_031__1,-0.4565414606,1.016667011,-0.056968540500000005
rpoB__wt_044__1,0.43770340750000003,0.059663518000000006,0.22376482050000002
rpoB__wt_lb__1,-0.7449201867,1.168940971,-0.028158271500000002
rpoB__wt_lb__2,-1.5407379803999999,1.5945164310000002,0.0103283685
rpoB__rpoBE546V_031__1,0.8000797725000001,-0.26178609999999997,-0.1267133255
rpoB__rpoBE546V_044__1,0.7376338856,0.16407677,0.023719754500000002
rpoB__rpoBE546V_lb__1,-1.1242949894,0.96123534,-0.013294588500000001
rpoB__rpoBE546V_lb__2,-0.5398339166,0.9563983930000001,-0.0162517615
rpoB__rpoBE546V_glc__1,-0.3900568428,-0.43471406700000004,-0.5141145255
rpoB__rpoBE672K_glc__1,-0.3610246406,-1.593742723,-0.2027603775
rpoB__rpoBE672K_glc__2,-0.14104350770000001,-1.373746359,-0.22850633750000002
rpoB__rpoBE672K_lb__1,-0.6347580965,-0.208962262,-0.6724268015
rpoB__rpoBE672K_lb__2,-1.0364246383,-0.421511848,-0.5883223085
crp__wt_fru__1,-0.5463362179,0.174335126,-0.2614936275
crp__wt_glyc__1,-0.6497026955,0.498517191,-0.4111413085
crp__wt_glyc__2,-0.746153107,0.62122513,-0.31615505250000003
crp__delar1_glyc__1,-0.1050696522,-0.0791294,0.6530569715
crp__delar1_glyc__2,-0.6611019065,0.029204473,0.6094381865
crp__delar1ar2_glyc__1,0.28514635800000004,-0.080241534,0.41063416150000004
crp__delar1ar2_glyc__2,0.0289647746,-0.45652647700000004,0.39263840650000004
crp__delar1ar2_glyc__3,0.5839231454,-0.319706702,0.3384137365
crp__delar2_glyc__1,-0.35796069550000004,-0.42601063600000005,0.23901305750000001
crp__delar2_glyc__2,-0.7456199599000001,-0.41962044800000003,0.3881425055
crp__delar2_glyc__3,-1.4204773957,-0.522979022,0.5417163865
crp__delcrp_fru__1,-0.6377733637,-0.238248372,0.48734105450000004
crp__delcrp_fru__2,-0.4172483099,-0.32399558100000003,0.6076043145000001
crp__delcrp_fru__3,0.1425311552,-0.19767764100000002,0.4631423375
crp__delcrp_glc__1,-0.3997243016,-0.204381226,0.6373608285
crp__delcrp_glc__2,-0.0079927496,-0.20369689,0.6669930295000001
crp__delcrp_glc__3,-0.2491028754,-0.288071623,0.5979555295
crp__delcrp_glyc__1,-0.5840803095,-0.436495886,0.4546922765
crp__delcrp_glyc__2,0.3119692893,-0.255664283,0.47694144850000003
crp__delcrp_glyc__3,-0.4194864016,-0.162996572,0.4892179915
glu__glu_ale3__1,-0.6992529034,-1.7551955110000002,-0.1601779305
glu__glu_ale4__1,-0.7795060694,-1.155110662,-0.2800279565
glu__glu_ale5__1,-0.5760176960000001,-0.347951124,-0.6870798615
glu__glu_ale6__1,-0.19809244850000002,-1.268331882,-0.5723060855000001
glu__glu_ale8__1,-0.9726207003,-1.221535303,0.1635734905
glu__glu_ale9__1,-0.1811727198,-1.260976974,0.0031536635000000003
glu__glu_ale10__1,-0.5825856513000001,-1.569303469,-0.2871971685
42c__wt_42c__1,-0.5648485486,-0.10730025,0.0244120205
42c__42c_ale1__1,-1.7889604501,0.45654614,0.3491200385
42c__42c_ale2__1,-0.3866796685,-0.8436266830000001,-0.3153191495
42c__42c_ale3__1,-0.5887936819,-0.10644850900000001,0.09912298550000001
42c__42c_ale4__1,-0.6427507452,-0.592149783,-0.1073433455
42c__42c_ale5__1,-0.4861256095,-0.09186865100000001,-0.2023175995
42c__42c_ale6__1,-1.6518707343,0.45679318300000005,0.8135905605
42c__42c_ale8__1,-0.5552279228,-0.7149923340000001,0.32016739250000004
42c__42c_ale9__1,-0.7619092792000001,-0.16356114400000002,-0.0553719955
42c__42c_ale10__1,-0.8197315022,-0.14529555400000002,0.21542995750000002
ssw__wt_ac__1,0.7571172115,0.39746266500000005,-0.2178078165
ssw__wt_glc__1,-1.1519807788,-0.07374130200000001,-0.2212727485
ssw__wt_glyc__1,1.2360150007,3.3686468830000003,-0.2125297985
ssw__wt_xyl__1,0.5463720773,0.439108249,0.4108722805
ssw__glc_ale1__1,-0.0147811031,-0.5823632860000001,-0.7788251875000001
ssw__glc_ale2__1,-1.3434238192999999,-0.831483964,-0.0637925315
ssw__glc_ale3__1,-1.666562752,-0.6113134650000001,0.2370279345
ssw__glyc_ale1__1,-1.0086017038,0.221027723,-0.3120889155
ssw__glyc_ale2__1,-1.2753236988,0.14072678900000002,0.2020547685
ssw__xyl_ale1__1,2.3455232357,-0.7201674020000001,-0.1082888095
ssw__xyl_ale2__1,0.8672092243,-0.37523841900000005,-0.1497820355
ssw__xyl_ale3__1,1.0053518297,0.40779845800000003,-0.3262490615
ssw__glc_ac_ac2__1,-1.2165193709,0.227993248,-0.0901773505
ssw__glc_ac_glc1__1,1.5399193286,-0.407119019,-0.28990390050000003
ssw__glc_glyc_glc__1,-0.09163902460000001,-0.9277476920000001,-0.2741644015
ssw__glc_glyc_glyc__1,2.2076192261,-0.26985309500000004,-0.45250245850000004
ssw__glc_xyl_glc__1,-0.6833848119,-1.040175233,-1.0410889935
ssw__glc_xyl_xyl__1,0.07182105130000001,-0.9595954230000001,-0.8552477355
ica__wt_glc__1,0.0637952099,-0.49341456600000005,-0.5082379055
ica__wt_glc__2,-0.1300679856,-0.486014755,-0.4994340875
ica__wt_glc__3,-0.4236789533,-0.372248153,-0.1040741495
ica__wt_glc__4,0.17733801970000002,-0.6391151340000001,-0.2792215905
ica__arg_sbt__1,2.7171056743,0.193594658,-0.2671002145
ica__arg_sbt__2,-0.0727912382,0.205332346,-0.3823479205
ica__cytd_rib__1,-0.373605306,2.054275781,0.1386887865
ica__cytd_rib__2,1.4917370824,2.124805261,0.12476168450000001
ica__gth__1,0.5006528744000001,-0.090933966,0.3953586515
ica__gth__2,0.29966126200000004,-0.221704058,0.5102487215
ica__leu_glcr__1,-0.6960654225,-0.303066332,-0.2586659055
ica__leu_glcr__2,-0.4828020509,-0.348189526,-0.3374765535
ica__met_glc__1,-0.1466641343,-0.348087774,-0.8079442385000001
ica__met_glc__2,0.0469774377,-0.9202060190000001,-0.8131288585
ica__no3_anaero__1,-1.121764229,-0.512129681,0.023476880500000002
ica__no3_anaero__2,-0.7205281963,-0.5307444130000001,0.012221922500000001
ica__phe_acgam__1,-0.2032013756,-0.5428815810000001,-0.5329956575
ica__phe_acgam__2,-0.559244415,-0.7795391220000001,-0.5109843565000001
ica__thm_gal__1,-0.22306688460000001,0.5191540330000001,-0.1857659965
ica__thm_gal__2,0.11870570800000001,0.51720565,-0.0851485565
ica__tyr_glcn__1,-0.5118890124000001,-0.52699862,-0.3903549005
ica__tyr_glcn__2,-0.7515074815,-0.283431223,-0.3410315705
ica__ura_pyr__1,1.5330751,0.08763933700000001,-0.3768134025
ica__ura_pyr__2,1.8547620547,0.239621526,-0.4399327825
ica__wt_glc__5,0.0725666896,-0.7611872590000001,-0.5177360115
ica__wt_glc__6,-0.0981131871,-0.47036955700000005,-0.49115702850000004
ica__bw_delpurR_cytd__1,0.09540060600000001,-0.669698633,-0.7443637615
ica__bw_delpurR_cytd__2,0.6766497586,-1.270862376,-0.7433956735
ica__ade_glc__1,0.1565780712,-1.114746471,-0.7138325825
ica__ade_glc__2,1.4212694147,-0.958558322,-0.8051262665000001
ytf__wt_glc__1,0.7629815076,-0.198388901,-0.2177005135
ytf__wt_glc__2,1.1168820469,-0.133053594,-0.1777278635
ytf__delyafC__1,-1.1342392775,0.5049881270000001,0.1175472515
ytf__delyafC__2,-0.1722834544,0.577688777,0.1546335705
ytf__delyeiE__1,0.18089955330000002,0.466780103,0.0250697845
ytf__delyeiE__2,-0.0416446898,-0.029715565000000003,-0.1486100975
ytf__delyiaJ__1,-0.3734803974,0.50157338,0.08753290150000001
ytf__delyiaJ__2,-0.3285251762,0.34120737100000004,0.23139318550000001
ytf__delyieP__1,-0.8130559650000001,0.06942501100000001,0.21411362450000002
ytf__delyieP__2,-0.6827747,0.01568547,0.2065327435
ytf__wt_ph5__1,0.1841307875,0.204612221,-0.1566763185
ytf__wt_ph5__2,0.8707184668,-0.35989661100000003,-0.1216764105
ytf__wt_ph8__1,-0.1759959992,0.06643686800000001,-0.2880566235
ytf__wt_ph8__2,-0.0341719193,-0.315479451,-0.3517970845
ytf__delybaO__1,-0.5682263503,0.8652278360000001,0.08682374550000001
ytf__delybaO__2,-1.3064258307,0.8238775960000001,0.11715476650000001
ytf__delybaQ__1,0.31920758860000004,-0.342819555,-0.36648127750000004
ytf__delybaQ__2,0.042088641600000004,-0.141458086,-0.4210866755
ytf__delybiH__1,1.3961103671,-0.39461305,-0.08041245350000001
ytf__delybiH__2,0.3320213852,-0.044547199,0.1485691505
ytf__delydcI_ph5__1,0.6423971898,-0.20147255400000003,-0.2860461955
ytf__delydcI_ph5__2,0.2173600349,0.17636436600000002,-0.2915660545
ytf__delydcI_ph8__1,-0.5030853776,-0.33754727100000004,-0.19775634250000002
ytf__delydcI_ph8__2,-0.5005782729,-0.5187870330000001,-0.4303054455
ytf__delyddM__1,0.4841417971,0.0046133120000000005,0.0436795175
ytf__delyddM__2,-0.1539733795,-0.291124808,0.0510243685
ytf__delyheO__1,-1.2338126375,0.556594574,0.0094733505
ytf__delyheO__2,-1.3442436015,0.796223231,0.024496082500000002
fps__bw_glc__1,0.3864605289,-0.5071176230000001,-0.5196136545
fps__bw_glc__2,-0.2733814725,-0.708023869,-0.6788874785
fps__fps_thrA_ale1__1,0.8267821964000001,-0.43758959300000005,-0.3205594465
fps__fps_thrA_ale1__2,0.6015213042,-0.19557969600000003,-0.42812930250000003
fps__fps_thrA_ale2__1,0.6472734512,-0.587302481,-0.4658414105
fps__fps_thrA_ale2__2,0.0908115568,-0.515664561,-0.4076242355
fps__fps_serB_ale1__1,0.29137374800000004,-0.5285107450000001,-0.3878105415
fps__fps_serB_ale1__2,0.3084464746,-0.26534061000000003,-0.3348743525
fps__fps_serB_ale4__1,1.0203803271,-0.210959419,-0.1907283005
fps__fps_serB_ale4__2,1.495783437,0.153531324,0.10126346950000001
fps__fps_ptsI_ale1__1,-0.32967547350000004,0.30328752600000003,-0.8559759545000001
fps__fps_ptsI_ale1__2,0.31096277850000004,0.610423524,-0.7988730515
fps__fps_ptsI_ale3__1,0.2972281003,0.046008003000000006,-0.8056928055
fps__fps_ptsI_ale3__2,-0.193042335,0.00030919300000000003,-0.8484199965
pal__lyx_ale2_f6__1,0.5686126749,0.8811382780000001,-0.3722573105
pal__lyx_ale2__1,-0.0473840943,1.132649993,-0.5214724065
pal__lyx_ale2__2,0.40896208110000004,0.8304493580000001,-0.4881702405
pal__lyx_ale4__1,0.140747953,0.389914021,-1.0848582725
pal__lyx_ale4__2,-0.46407079510000004,0.430886429,-1.0038269125
pal__5drib_ale10_f18__1,-0.5945298701,1.98974771,0.6129173255
pal__5drib_ale10_f18__2,-0.18360321470000002,1.8522026820000002,0.6364002815
pal__5drib_ale10__1,-0.2965452665,2.142601812,0.013956801500000001
pal__arab_ale14_f9__1,1.014647242,0.08766895400000001,-0.3592717405
pal__arab_ale14_f9__2,0.45621346620000003,0.045883545000000005,-0.2363246525
pal__arab_ale14__1,0.2514187123,0.16226632400000002,-0.6221584905
pal__arab_ale14__2,-0.6723424726,0.04308877,-0.6037325335
pal__arab_ale16__1,0.3865020987,0.6635552450000001,-0.3419427795
pal__arab_ale16__2,-0.0579863043,0.841569796,-0.20152948750000002
pal__tartr_ale26_f10__1,12.3897393726,1.968960709,-0.3747926055
pal__tartr_ale26_f10__2,13.2930965227,2.046862903,-0.35274892150000003
pal__tartr_ale26__1,0.8583992179000001,1.744618806,-0.45010071150000003
pal__tartr_ale26__2,-0.09981976490000001,1.796512001,-0.3057581085
pal__tartr_ale28_f10__1,8.5547638811,0.514806471,-0.4779141955
pal__tartr_ale28_f10__2,6.6941840593,0.9060918640000001,-0.48248354050000003
pal__tartr_ale28__1,0.4710008935,0.7794053390000001,-0.5465418105000001
pal__tartr_ale28__2,0.9726582845,0.6575667940000001,-0.6007871505
efeU__delmenFentC_citr__1,1.753084072,-0.504511672,-0.3912163105
efeU__delmenFentC_citr__2,0.6964852599,-0.523448753,-0.5284220465
efeU__delmenFentC__1,0.7970765345,0.060609806,0.08356590650000001
efeU__delmenFentC__2,0.7540255892000001,-0.010278483000000001,0.053814073500000004
efeU__menFentC_ale39__1,0.3909104081,-0.71707367,-0.3340089295
efeU__menFentC_ale39__2,0.2053239937,-0.639668856,-0.2956222475
efeU__menFentC_ale29__1,-0.2155228043,-1.413894943,-0.0378373955
efeU__menFentC_ale29__2,0.7285425990000001,-0.958798998,-0.0412327315
efeU__menFentC_ale30__1,1.7188889203,-0.71649144,-0.7487878285
efeU__menFentC_ale30__2,-0.0648103215,-0.774091929,-0.7009630315000001
efeU__menFentCubiC_ale36__1,-1.3953306443,0.039768877,-0.18203062050000002
efeU__menFentCubiC_ale36__2,-1.1663820608,-0.064317175,-0.2151145645
efeU__menFentCubiC_ale37__1,-0.0077056282,0.029513151,-0.0737356045
efeU__menFentCubiC_ale37__2,0.0375284979,0.054014802,-0.0430306665
efeU__menFentCubiC_ale38__1,0.4603191366,-0.14906829600000002,-0.0768021715
efeU__menFentCubiC_ale38__2,0.3542560326,-0.274908415,-0.2355697055
misc2__salc_glc__1,-0.0638777271,-0.8824947390000001,0.1359028115
misc2__salc_glc__2,-0.1992269211,-1.014434272,0.44392921550000003
misc2__dbcn_glc__1,0.18357567600000002,-0.95374032,-0.6235655355
misc2__dbcn_glc__2,-0.1096011325,-1.244262277,-0.4320346105
misc2__tyr_glc__1,0.1552896803,-0.610078943,-0.2007496575
misc2__tyr_glc__2,0.36607456190000004,-0.38850726,-0.1041754705
misc2__arg_cytd__1,-0.5748995004,-0.610319493,-0.6218984005
misc2__arg_cytd__2,-0.2604759406,-0.7193001170000001,-0.5839646795
misc2__delyheO_pyr__1,0.7730371028,0.192560524,-0.45300003250000004
misc2__delyheO_pyr__2,0.8974153096,0.19833006800000003,-0.5385766335000001
nquinone__delubiC__1,0.2827849686,-0.366144601,-0.3668799975
nquinone__delubiC__2,0.1571522679,-0.440923155,-0.3155679335
nquinone__ubiC_ale1__1,0.3775223292,-0.32888379300000004,-0.1009341795
nquinone__ubiC_ale1__2,0.6509291841,0.027581746,-0.2546691535
nquinone__ubiC_ale2__1,0.7150113065,-0.46968233000000004,-0.40340550750000004
nquinone__ubiC_ale2__2,0.29938528600000003,-0.41868508800000004,-0.3678198875
nquinone__ubiC_ale3__1,1.2770102300000001,-0.842629468,-0.8875475355
nquinone__ubiC_ale3__2,1.0347595893000001,-0.743088113,-0.7537812915000001
nquinone__ubiC_ale4__1,0.41543477030000003,-0.23302291,-0.32932624050000003
nquinone__ubiC_ale4__2,1.1584101963,-0.040761107000000005,-0.1580608585
nquinone__delpdhR__1,0.5621184196,-0.466650094,-0.6353274335
nquinone__delpdhR__2,0.8636951573,-0.6283008090000001,-0.7252746255
quinone__glu_ale4__1,-0.4586325483,-1.3434075189999999,-0.5979053565
quinone__glu_ale4__2,0.7037303915,-0.879206802,-0.36403217250000003
quinone__delmenF__1,0.9767796242000001,-0.263323525,-0.1925102585
quinone__delmenF__2,0.6063096840000001,-0.316422413,-0.4212613405
quinone__menF_ale5__1,0.6106575820000001,-0.539014599,0.0905275655
quinone__menF_ale5__2,0.48582821540000004,-0.99275363,-0.028343522500000003
quinone__menF_ale6__1,1.4379021333,-0.40875926300000004,-0.0886333495
quinone__menF_ale6__2,-0.1345011569,-0.245661134,0.0306147075
quinone__menF_ale7__1,1.286399142,0.36887279100000003,-0.0059721975
quinone__menF_ale7__2,1.7072342393,0.23806053300000002,0.0742940055
quinone__menF_ale8__1,0.431558119,-0.431952449,-0.1555023795
quinone__menF_ale8__2,1.4200597525,-0.26159303,0.0782791145
quinone__delmenFubiC__1,0.2431425583,0.031088893000000003,-0.2155050915
quinone__delmenFubiC__2,0.1765932063,-0.48255171500000005,-0.2042967585
quinone__menFubiC_ale1__1,0.4346603513,0.317029689,-0.1498709755
quinone__menFubiC_ale1__2,-0.1724420455,0.258037778,-0.1392940585
quinone__menFubiC_ale2__1,0.12069014580000001,0.065082894,0.0115364335
quinone__menFubiC_ale2__2,-0.3335055306,-0.090632655,0.0398572935
quinone__menFubiC_ale3__1,-0.49717654250000004,-1.019823611,-0.5764822375
quinone__menFubiC_ale3__2,0.2953099842,-0.541381867,-0.4922614065
quinone__menFubiC_ale4__1,0.008631845,-1.60958675,-0.32117187350000004
quinone__menFubiC_ale4__2,0.2694687014,-1.510351235,-0.2823155285
oxyR__wt_glc__1,-0.4418348086,-0.323264461,-0.6475323565000001
oxyR__wt_glc__2,-0.2564218006,-0.502827715,-0.5660511595000001
oxyR__wt_h2o2__1,-0.5576098699,-0.488956802,-0.6317375725000001
oxyR__wt_h2o2__2,-0.3046138568,-0.322867579,-0.2562616105
oxyR__glu_ale4__1,-0.9273728655000001,-0.9782490720000001,-0.2800959135
oxyR__glu_ale4__2,-1.1160709354,-0.73506693,-0.20979638350000002
oxyR__glu_ale4_h2o2__1,-1.4491761363,-0.7355164590000001,-0.1113272695
oxyR__glu_ale4_h2o2__2,-0.47325376700000005,-0.773850354,-0.1168814145
oxyR__oxyR_ale17__1,-0.4249060529,-0.515078181,-0.3211070615
oxyR__oxyR_ale17__2,-0.5255092061000001,-0.614941485,-0.4334807255
oxyR__oxyR_ale17_h2o2__1,-0.6110613676000001,-0.5183744220000001,-0.32854685850000004
oxyR__oxyR_ale17_h2o2__2,-0.42012968040000004,-0.510104012,-0.4067040685
oxyR__oxyR_ale18__1,-1.1055278039,-0.5816805180000001,-0.7690475815000001
oxyR__oxyR_ale18__2,-0.7538697299,-0.821594205,-0.7896709075
oxyR__oxyR_ale18_h2o2__1,-0.2460314627,-0.589372346,-0.5079082875
oxyR__oxyR_ale18_h2o2__2,-1.1298332938,-0.753397764,-0.5136062095
oxyR__oxyR_ale19__1,-0.5000824231000001,-0.743726223,-1.0488298425
oxyR__oxyR_ale19__2,-1.1818111547,-0.260918164,-0.7677674225000001
oxyR__oxyR_ale19_h2o2__1,-1.0524384438,-0.832075097,-1.0040422965
oxyR__oxyR_ale19_h2o2__2,-0.7834832891,-0.831059356,-0.9743311685
oxyR__oxyR_ale20__1,0.0720090267,-0.502758198,-0.7348181785
oxyR__oxyR_ale20__2,1.109672957,-0.718386631,-0.7374540895
oxyR__oxyR_ale20_h2o2__1,-0.5558765125,-0.8616852340000001,-0.5476945355
oxyR__oxyR_ale20_h2o2__2,-0.3724753972,-0.490575476,-0.5966921155
svns_pgi__BmePgi24_15__1,0.7818427234,-0.177624249,-0.5030088485
svns_pgi__BmePgi24_15__2,0.6611620805,-0.349600124,-0.47050639050000004
svns_pgi__BmePgi24_26__1,0.1553697923,-0.577408825,-0.6809120685000001
svns_pgi__BmePgi24_26__2,0.2087784836,-0.527897528,-0.7789388945
svns_pgi__BmePgi24_41__1,-0.1460611289,-0.9488977390000001,-0.5732511435000001
svns_pgi__BmePgi24_41__2,-0.2766160005,-0.6189715330000001,-0.7276872855000001
svns_pgi__BmePgi24_52__1,-0.306561327,-0.49083814900000006,-0.5727720955
svns_pgi__BmePgi24_52__2,-0.0799544121,-0.41913904,-0.6420311575000001
svns_pgi__PaePgi2_34__1,-0.6881104419,-0.18242038200000002,-0.2539979485
svns_pgi__PaePgi2_34__2,-0.5925896634,0.29041257800000003,-0.2463934045
svns_pgi__PaePgi2_63__1,-0.9082219610000001,-0.287509457,-0.2773780415
svns_pgi__PaePgi2_63__2,-0.4702471998,-0.339638832,-0.2895602155
svns_pgi__PaePgi24_54__1,-0.6135411132,-0.09450301300000001,-0.15440206550000002
svns_pgi__PaePgi24_54__2,-1.0743637798,-0.186170058,-0.1285630515
svns_pgi__PaePgi24_90__1,-0.6318514024,-0.324958042,-0.3563040015
svns_pgi__PaePgi24_90__2,-1.3235683115,-0.41194736400000004,-0.2940268075
abx_media__m9_ctrl__1,0.13190681840000001,-0.7960866010000001,-0.19254825350000002
abx_media__m9_ctrl__2,0.34072826980000004,-0.964836931,-0.0069729905
abx_media__rpmi_ctrl__1,-0.3113783469,-1.751433355,-1.4277807655
abx_media__rpmi_ctrl__2,-0.6829207633000001,-1.471941667,-0.7138445255
abx_media__camhb_ctrl__1,0.5988163508000001,-1.9320523490000001,-1.6206768645
abx_media__camhb_ctrl__2,-0.0906949831,-2.072989149,-1.5540019985
abx_media__m9_mero__1,0.6715897740000001,-1.52413493,-0.6042016265
abx_media__m9_mero__2,0.3693400122,-1.18320117,-0.32353194750000003
abx_media__rpmi_mero__1,0.023945681700000002,-1.947542387,-1.1787768155
abx_media__rpmi_mero__2,-0.4096263416,-1.945995205,-1.2187590125
abx_media__camhb_mero__1,1.0285541054,-2.881176646,-1.8631709255
abx_media__camhb_mero__2,1.1207021347,-2.020256058,-1.6599600125
abx_media__m9_trisulf__1,0.5065001139,-1.021626167,0.2735606665
abx_media__m9_trisulf__2,0.2454797252,-1.192363398,0.2572504015
abx_media__rpmi_trisulf__1,-0.0241678289,-1.8805146860000002,-0.5835285005
abx_media__rpmi_trisulf__2,-0.2436022538,-1.9983763410000002,-0.5953394565
abx_media__camhb_trisulf__1,0.1552610195,-2.019988582,-0.5203182055
abx_media__camhb_trisulf__2,0.6684584452,-2.101613884,-0.5073662345000001
abx_media__m9_cef__1,0.4942975637,-0.7808596210000001,0.0852633545
abx_media__m9_cef__2,0.3237927734,-1.223853282,0.1457137845
abx_media__rpmi_cef__1,0.1270616443,-1.741887893,-0.2890664925
abx_media__rpmi_cef__2,0.2363973621,-1.592535481,-0.18241129250000002
abx_media__camhb_cef__1,-0.0442989536,-2.156341242,-0.5600824835
abx_media__camhb_cef__2,-0.4999173906,-2.006592677,-0.6767745725000001
abx_media__m9_cipro__1,-0.3224806649,-0.65172057,0.43428186150000003
abx_media__m9_cipro__2,0.4600201289,-0.929328731,0.4325959225
abx_media__rpmi_cipro__1,-0.1580661721,-1.764677662,-0.5331122905
abx_media__rpmi_cipro__2,0.039922341800000004,-2.028546739,-0.6723085365
abx_media__camhb_cipro__1,0.2584243691,-2.006237126,-0.8066460445
abx_media__camhb_cipro__2,0.842104205,-2.206987455,-0.7385115715
hot_tale__42c_ale3_30c__1,-0.5874273304000001,-1.121498698,-0.4863226565
hot_tale__42c_ale3_30c__2,0.6874225327,-0.756213526,-0.5547234925
hot_tale__42c_ale3_37c__1,0.32127567030000004,-0.562936552,-0.4694425855
hot_tale__42c_ale3_37c__2,0.3649355385,-0.579607243,-0.44796744450000003
hot_tale__42c_ale3_44c__1,0.8074070071,0.216955311,-0.0295299795
hot_tale__42c_ale3_44c__2,1.3221504503000001,0.27804996200000004,0.0063114185
hot_tale__hot_ale3_mid_30c__1,2.2996916433,-0.46418239200000005,-0.0866435655
hot_tale__hot_ale3_mid_30c__2,1.4639895716,-0.7485718560000001,-0.10088509450000001
hot_tale__hot_ale3_mid_37c__1,0.6565997679000001,-0.713666839,-0.5291750435
hot_tale__hot_ale3_mid_37c__2,-0.12466538190000001,-0.832597382,-0.8200618455
hot_tale__hot_ale3_mid_44c__1,1.1160403554,-0.5038480200000001,-0.5761194285
hot_tale__hot_ale3_mid_44c__2,1.4351637816,-0.07409189000000001,-0.4985162905
hot_tale__hot_ale3_30c__1,1.5556991276,-0.438252525,-0.3221970535
hot_tale__hot_ale3_30c__2,-0.0033992256000000003,-0.48229357900000003,-0.2184577975
hot_tale__hot_ale3_37c__1,0.3856608181,-0.660853608,-0.7110767065
hot_tale__hot_ale3_37c__2,0.8069816626,-0.620316506,-0.6720003175
hot_tale__hot_ale3_44c__1,-0.084218728,-0.394359979,-0.6911875015000001
hot_tale__hot_ale3_44c__2,0.7021049797000001,-0.20229982900000001,-0.5796304535
