,BSU_misc_RNA_46
G+S_3,13.6267
Pyr_1,13.5162
Pyr_2,14.2835
Pyr_3,13.6047
Gly_1,12.6944
Gly_2,13.5738
Gly_3,11.6311
Glucon_1,13.2335
Glucon_2,14.2737
Glucon_3,12.4066
BI_1,13.5316
BI_2,13.6868
BC_2,14.8103
BC/t_1,15.7376
BC/t_2,16.0962
BC_1,14.2785
Sw_1,15.2967
Sw_2,14.8358
BMM_1,14.6023
BMM_2,14.571
BMM_3,13.7521
Heat_1,14.1503
Heat_2,13.2245
Heat_3,13.445
Cold_1,13.7911
Cold_2,13.2838
Cold_3,11.9789
Etha_1,12.2351
Etha_2,11.7598
Etha_3,11.8428
SMMPr_1,13.7674
SMMPr_2,13.6963
SMMPr_3,13.4361
HiTm_1,12.2111
HiTm_2,14.0225
HiTm_3,14.6742
LoTm_1,14.5353
LoTm_2,14.5032
LoTm_3,14.1814
HiOs_1,14.7757
HiOs_2,14.7351
HiOs_3,14.7402
Oxctl_1,13.0404
Oxctl_2,13.3436
Oxctl_3,13.4159
Diami_1,13.862
Diami_2,12.8364
Diami_3,13.1345
Paraq_1,13.4479
Paraq_2,13.6593
Paraq_3,9.9834
H2O2_1,11.7335
H2O2_2,12.8256
H2O2_3,12.8806
HPh_1,14.1536
HPh_2,13.9854
HPh_3,14.6709
LPh_1,14.1304
LPh_2,14.2446
LPh_3,13.8169
LPhT_1,13.8884
LPhT_2,13.8862
LPhT_3,13.7665
aero_1,13.6695
aero_2,12.3552
aero_3,13.2915
nit_1,13.6908
nit_2,13.6921
nit_3,13.2454
ferm_1,12.829
ferm_2,13.2918
ferm_3,13.3877
