,A,YcjW
nac_ntrc__bw_delnac_csn__2,2.563500621269534,-0.5459535354999998
nac_ntrc__bw_delnac_cytd__1,0.3115004697107678,0.11698616350000003
nac_ntrc__bw_delnac_cytd__2,1.018759632638196,0.019769135499999813
nac_ntrc__bw_delnac_gln__1,0.6198895242719655,0.2653861715000003
nac_ntrc__bw_delnac_gln__2,0.4983675788828379,0.2870250815000004
nac_ntrc__bw_delnac_nh4__1,0.0670644041773227,0.15697606350000015
nac_ntrc__bw_delnac_nh4__2,-0.3347792165094095,-0.23087163749999906
misc__wt_no_te__1,0.9965795188527882,-0.4919889574999994
misc__wt_no_te__2,0.320866556898863,-0.1519595874999995
misc__bw_delcbl__1,0.6191944237126508,-0.32003891549999963
misc__bw_delcbl__2,0.1678617326474216,-0.3552413874999996
misc__bw_delfabr__1,0.5992934436386167,-0.3983730594999999
misc__bw_delfabr__2,0.6359000192703315,-0.3985915224999994
misc__bw_delfadr__1,0.3557627479451183,-0.3523022564999998
misc__bw_delfadr__2,0.0709844725809468,-0.12535702149999928
misc__nitr_031__1,1.6395284732131266,-0.4184879344999999
omics__wt_glu__1,0.0001960695901298,0.0821025345000006
omics__wt_glu__2,-0.2483650751415852,-0.11976203249999973
omics__wt_gly__1,1.2069959918375606,-0.4673410764999994
omics__wt_gly__2,1.1254870494040723,-0.4109393814999995
omics__wt_thr__1,5.476415114276751,-0.4943752945000002
omics__wt_thr__2,4.751678901235357,-0.3346017385
omics__bw_ac__1,0.7674806100896534,0.015238151500000184
omics__bw_ac__2,0.3517162294138468,0.25999002950000083
omics__bw_fum__1,1.006896349223111,0.1891187015
omics__bw_fum__2,0.7197511549225334,0.15822584350000035
omics__bw_glc__1,0.2104706336964208,0.016379765499999976
omics__bw_glc__2,0.0672524955589137,-0.06522180049999983
omics__bw_pyr__1,0.3325789879949156,0.7016269295000006
omics__bw_pyr__2,0.6522521472184049,0.5246886815000007
ompr__wt_nacl__1,1.4978321524361828,-2.2575776304999997
ompr__wt_nacl__2,1.5053876125099737,-2.0542253404999995
ompr__bw_delompr_nacl__1,2.1744762248581777,-2.3274975685
ompr__bw_delompr_nacl__2,1.873064979093068,-1.8372433665
minspan__wt_ade__1,0.3496387132307942,0.4848221915000002
minspan__wt_glc__2,0.2439016999558015,0.2538124565000013
minspan__wt_glc__3,0.7476323711866698,0.012822329500000508
minspan__wt_glc__4,-0.3983688353089982,0.2649928155000003
minspan__wt_glc_anaero__1,1.23125521037141,0.4571400555
minspan__wt_glc_anaero__2,-0.1414648529136387,-0.2925059304999991
minspan__wt_trp__1,-0.3332180074402952,0.0045560235000001725
minspan__bw_delcra_glc__2,0.5550123996477013,0.07622185550000005
minspan__bw_delcra_trp__1,1.1328137036136432,-0.13121676149999928
minspan__bw_delmntr__1,0.9752989972461106,0.17501271950000066
minspan__bw_delnac_ade__1,0.9998301005159508,-0.8916158114999995
minspan__bw_delnac_glc__1,0.9113107460277609,0.5343617795000002
cra_crp__wt_ac__1,0.9019202191709126,-0.1493256004999992
cra_crp__wt_ac__2,1.166818119793971,-0.4891565654999992
cra_crp__wt_fru__1,1.141802559699044,-0.4695460715
cra_crp__wt_fru__2,0.6066280015063394,-0.013013271499999313
cra_crp__delcra_ac__1,-0.2305617499481985,0.3745308775000007
cra_crp__delcra_ac__2,-0.0548421423057613,0.4477462305000008
cra_crp__delcra_fru__1,0.9761438959271256,-0.21292722349999949
cra_crp__delcra_fru__2,0.8233431525454388,-0.14370418149999953
cra_crp__delcra_glc__1,0.0273136846666122,-0.2770714564999999
cra_crp__delcra_glc__2,0.4128861618225503,-0.3514942434999995
rpoB__wt_031__1,0.7838660890363323,-0.5822412164999999
rpoB__wt_044__1,1.0286805604114782,-0.7361620834999996
rpoB__wt_lb__1,3.136167661068585,-0.25672762549999906
rpoB__wt_lb__2,2.887830741640516,-0.2315055924999996
rpoB__rpoBE546V_031__1,0.6715711034389535,-0.6945864794999994
rpoB__rpoBE546V_044__1,0.5259692870665992,-0.8707034404999998
rpoB__rpoBE546V_lb__1,3.9427892376004903,0.2110603075000004
rpoB__rpoBE546V_lb__2,3.271285547147406,0.0675231295000005
rpoB__rpoBE546V_glc__1,-0.6087644176366003,0.16345350150000024
rpoB__rpoBE672K_glc__1,0.6125791313678762,-1.4404762534999995
rpoB__rpoBE672K_glc__2,1.3894196364333546,-1.0261939204999997
rpoB__rpoBE672K_lb__1,1.4435976027836075,-0.3138198584999996
rpoB__rpoBE672K_lb__2,1.6556015177023422,-0.3321341524999992
crp__wt_fru__1,0.1586141269242073,0.02705500850000053
crp__wt_glyc__1,0.854569646301847,0.050823635500000464
crp__wt_glyc__2,0.6792451030866323,0.1566693155000003
crp__delar1_glyc__1,-1.522897564102785,0.22438284850000034
crp__delar1_glyc__2,-0.6771682086219066,0.19977935150000012
crp__delar1ar2_glyc__1,-0.6770231350581798,0.6275299954999998
crp__delar1ar2_glyc__2,0.4497861697364184,0.5959455415000008
crp__delar1ar2_glyc__3,-0.5582420192985185,0.765605443500001
crp__delar2_glyc__1,0.8289944562085536,0.0227878945000004
crp__delar2_glyc__2,1.0105277416762997,0.15315985450000014
crp__delar2_glyc__3,0.9339850492249872,0.17385575550000001
crp__delcrp_fru__1,-0.033259883241412,0.029338103500000656
crp__delcrp_fru__2,0.4901671135897414,-0.5227759994999994
crp__delcrp_fru__3,0.2229006110822599,-0.1775504124999996
crp__delcrp_glc__1,0.1694853913008037,-0.12593604949999992
crp__delcrp_glc__2,-0.3640616622698557,-0.23090963649999985
crp__delcrp_glc__3,-0.0404858437734343,-0.03297449649999962
crp__delcrp_glyc__1,0.6953450258028997,0.0957675404999998
crp__delcrp_glyc__2,0.8937097712914307,-0.146136392499999
crp__delcrp_glyc__3,0.2624295522871581,-0.3977349964999997
glu__glu_ale3__1,0.5613179588731492,-2.5883843275
glu__glu_ale4__1,0.4164043105984095,-0.9940172014999996
glu__glu_ale5__1,0.1306361136709449,-0.6017581014999998
glu__glu_ale6__1,0.7243937052379021,-0.7337766294999994
glu__glu_ale8__1,1.0549778455370182,-1.2989350254999996
glu__glu_ale9__1,0.6117813724775043,-1.6248271364999995
glu__glu_ale10__1,0.487136231147776,-2.4976644084999995
42c__wt_42c__1,-0.703840062689752,0.1391636915000003
42c__42c_ale1__1,-0.5915931170567904,-1.3927069184999996
42c__42c_ale2__1,0.6152073216975337,-1.1591194274999994
42c__42c_ale3__1,0.7355992961453534,0.17954806250000033
42c__42c_ale4__1,0.3947286139929582,-1.1412841124999993
42c__42c_ale5__1,0.5404711891376038,0.5399385705000004
42c__42c_ale6__1,0.7697463139047859,-1.1145317004999993
42c__42c_ale8__1,-0.317742502196872,-0.9966102564999996
42c__42c_ale9__1,0.1958394344050947,0.4523671035000003
42c__42c_ale10__1,0.3665363543365544,-0.2928160454999995
ssw__wt_ac__1,1.5496970938476684,0.20636761750000066
ssw__wt_glc__1,-0.1056315213255031,0.6477318995000001
ssw__wt_glyc__1,0.7243165137529257,-0.5671136154999994
ssw__wt_xyl__1,0.8485663669992672,-0.8391219584999994
ssw__glc_ale1__1,0.6680725254186575,-0.4768781584999999
ssw__glc_ale2__1,-0.9328509346608332,-1.1693728754999997
ssw__glc_ale3__1,-0.7714469344691897,-0.5567561914999999
ssw__glyc_ale1__1,-0.7151095094586583,0.004265599500000938
ssw__glyc_ale2__1,-0.4203334832176832,-0.4399686004999994
ssw__xyl_ale1__1,2.541404443158157,-1.4339727204999997
ssw__xyl_ale2__1,0.867370363848811,-0.5166124274999992
ssw__xyl_ale3__1,1.8204614801811736,-0.6212462814999995
ssw__glc_ac_ac2__1,-0.1124148716580215,-0.9071330874999995
ssw__glc_ac_glc1__1,1.961357317412183,-0.6865923194999994
ssw__glc_glyc_glc__1,0.2157080763130076,-2.0261435775
ssw__glc_glyc_glyc__1,1.0969226871187523,-2.0694806135
ssw__glc_xyl_glc__1,0.2700409018719856,-1.7462560994999998
ssw__glc_xyl_xyl__1,0.1586122492856622,-0.24821122849999974
ica__wt_glc__1,0.026092006057995,-0.16346827049999926
ica__wt_glc__2,0.6929660193432826,-0.055946989499999766
ica__wt_glc__3,0.4620712453744389,-0.18265667749999887
ica__wt_glc__4,-0.2302810927067114,-0.1718457114999996
ica__arg_sbt__1,4.111860267180503,-1.2609195944999998
ica__arg_sbt__2,1.5344854223342212,-1.0751179034999998
ica__cytd_rib__1,1.089220614335482,-0.7557859394999995
ica__cytd_rib__2,2.5746664616862414,-0.5869700754999991
ica__gth__1,1.5168748845673452,-1.0916677064999996
ica__gth__2,1.949317748565152,-1.3913113814999996
ica__leu_glcr__1,0.9350189361486426,-0.16005229549999989
ica__leu_glcr__2,1.6999653095135532,-0.2007074084999996
ica__met_glc__1,0.3781675844963484,-0.21253522849999928
ica__met_glc__2,0.9010172692427488,-0.32855813249999954
ica__no3_anaero__1,0.2935290222699211,-0.02275732749999904
ica__no3_anaero__2,0.0775529575827717,0.1324605355000008
ica__phe_acgam__1,0.3205025664961867,-0.19641045149999936
ica__phe_acgam__2,0.104798809514638,-0.3189546994999999
ica__thm_gal__1,1.2697915574031262,-0.07072807449999985
ica__thm_gal__2,1.7305985262180312,-0.08912909349999952
ica__tyr_glcn__1,0.4715165472812858,-0.02296463949999961
ica__tyr_glcn__2,0.4096677565273194,0.14583203950000012
ica__ura_pyr__1,0.4948574929435966,0.1755039715000004
ica__ura_pyr__2,0.3160204926252346,0.2490675935000004
ica__wt_glc__5,-0.5786964229606348,0.15238400250000073
ica__wt_glc__6,-0.3184886953874046,0.2428877925000004
ica__bw_delpurR_cytd__1,0.8252874707839468,-0.2633488114999993
ica__bw_delpurR_cytd__2,1.031538943722511,0.0648653165000006
ica__ade_glc__1,0.4585026818400828,-0.06532126249999948
ica__ade_glc__2,0.4957273622411112,0.04013806550000077
ytf__wt_glc__1,0.0964135415515513,-0.8801220284999998
ytf__wt_glc__2,-0.4514694802742544,-0.2798986394999998
ytf__delyafC__1,-0.8242144480619008,0.04971164950000073
ytf__delyafC__2,0.0834715266977238,0.06780006650000026
ytf__delyeiE__1,-0.0219395557438954,0.6034122165000007
ytf__delyeiE__2,-0.7134280287698477,0.33084387150000083
ytf__delyiaJ__1,-0.1600481259708585,0.32117560650000065
ytf__delyiaJ__2,0.5682974867825995,0.2847822435000005
ytf__delyieP__1,-0.199042101514105,0.4172003245000005
ytf__delyieP__2,-0.1249756262016128,0.12291722049999974
ytf__wt_ph5__1,-0.1531957667891356,0.28554353050000003
ytf__wt_ph5__2,-0.219662306168289,0.11175817850000057
ytf__wt_ph8__1,0.1638976168707063,0.3440070585000008
ytf__wt_ph8__2,0.634531758472754,0.17111765050000027
ytf__delybaO__1,-0.0410205396950004,0.1868641145000005
ytf__delybaO__2,-0.605363629945892,0.6447224415000008
ytf__delybaQ__1,-0.0345362943291568,0.22941476950000084
ytf__delybaQ__2,-0.2352105441944115,0.026331070500000383
ytf__delybiH__1,0.3504509010909128,-0.9850351414999996
ytf__delybiH__2,0.0180189634237628,-0.16953438549999955
ytf__delydcI_ph5__1,-0.4043535403514065,0.15345357550000038
ytf__delydcI_ph5__2,-0.5682100837404105,0.2266114665000005
ytf__delydcI_ph8__1,0.1934343455647367,0.2590857005
ytf__delydcI_ph8__2,-0.2650169729453667,-0.1108884674999997
ytf__delyddM__1,-0.5442995892071043,0.13751313649999994
ytf__delyddM__2,-0.4187821391094012,0.024330259500000118
ytf__delyheO__1,-0.2332917956643689,-0.23018545249999975
ytf__delyheO__2,-0.2065368836722412,0.03198768850000011
fps__bw_glc__1,-0.143887632815518,0.21090478750000047
fps__bw_glc__2,0.0766030780053398,0.09197033850000036
fps__fps_thrA_ale1__1,0.5208849285783616,0.2678143185000001
fps__fps_thrA_ale1__2,-0.1062019988904684,0.04683016250000094
fps__fps_thrA_ale2__1,0.1437491002667209,0.13514071150000007
fps__fps_thrA_ale2__2,0.1155937537819998,0.2734880715000001
fps__fps_serB_ale1__1,-0.0930363048283371,0.033915595500000784
fps__fps_serB_ale1__2,-0.3116059989750697,0.25647482150000034
fps__fps_serB_ale4__1,-0.2041456488525928,-0.3847887045
fps__fps_serB_ale4__2,0.639194259248698,-0.11185793249999954
fps__fps_ptsI_ale1__1,0.6522678553951379,0.00842640350000057
fps__fps_ptsI_ale1__2,0.8114261489907493,-0.09885422249999908
fps__fps_ptsI_ale3__1,0.7062557722985852,0.10043205150000034
fps__fps_ptsI_ale3__2,0.5835454087012067,-0.13896308049999906
pal__lyx_ale2_f6__1,0.4278052118344756,-0.0882654874999993
pal__lyx_ale2__1,0.2757861876881223,0.3327300545000007
pal__lyx_ale2__2,0.6520182532851223,0.19525347250000105
pal__lyx_ale4__1,0.4186899868349084,0.2772825225000011
pal__lyx_ale4__2,0.7175877186977693,-0.02637481049999924
pal__5drib_ale10_f18__1,2.2276165002725663,0.22816195150000065
pal__5drib_ale10_f18__2,1.5398266058181769,0.4076589375000008
pal__5drib_ale10__1,0.0433322291359435,0.3762402835000005
pal__arab_ale14_f9__1,0.579031294932687,0.4520313965000007
pal__arab_ale14_f9__2,0.7519483407613717,0.4124085654999998
pal__arab_ale14__1,0.157397663134242,0.27101661650000075
pal__arab_ale14__2,0.5171624063225128,0.12517191550000015
pal__arab_ale16__1,0.4719717136949687,0.7020183835000005
pal__arab_ale16__2,0.2724229880419312,0.9405198535000006
pal__tartr_ale26_f10__1,1.7316287308749634,0.06481975750000046
pal__tartr_ale26_f10__2,0.9593777647603916,-0.2650163794999996
pal__tartr_ale26__1,0.6921325175061651,0.10987047150000072
pal__tartr_ale26__2,0.5833205724553951,-0.03063989749999952
pal__tartr_ale28_f10__1,0.6047598196717608,-0.23267510649999945
pal__tartr_ale28_f10__2,1.3870207014003697,-0.3170434284999999
pal__tartr_ale28__1,1.1764793500725712,0.12061308250000025
pal__tartr_ale28__2,1.1428793253566991,0.2652180815000005
efeU__delmenFentC_citr__1,0.5340700864785303,-0.7444806424999997
efeU__delmenFentC_citr__2,1.1317626806754526,-1.2944760124999992
efeU__delmenFentC__1,0.7132123015596945,-0.0018231374999997387
efeU__delmenFentC__2,0.4200432071254344,-0.06184525849999999
efeU__menFentC_ale39__1,0.8970542936998411,-0.8934135514999997
efeU__menFentC_ale39__2,0.8241642907666679,-0.7358005764999995
efeU__menFentC_ale29__1,0.529515357623765,-2.4631076254999997
efeU__menFentC_ale29__2,2.451076764220067,-2.2396491484999994
efeU__menFentC_ale30__1,2.0843035873166014,0.1019771305000008
efeU__menFentC_ale30__2,1.070001953737144,0.14556416250000034
efeU__menFentCubiC_ale36__1,1.3086962696089588,0.6197589735000006
efeU__menFentCubiC_ale36__2,1.0083669225586802,0.4463723395000008
efeU__menFentCubiC_ale37__1,0.655173406972597,0.3504378605000005
efeU__menFentCubiC_ale37__2,0.6439433002836398,0.4754113905000006
efeU__menFentCubiC_ale38__1,-0.3286826932146015,0.28288244950000063
efeU__menFentCubiC_ale38__2,0.6142366180035059,0.1819051725000005
misc2__salc_glc__1,-0.6732770529758183,-0.14700167450000026
misc2__salc_glc__2,0.3578589009354257,-0.4694245824999994
misc2__dbcn_glc__1,0.1842804804132521,-1.4501375044999998
misc2__dbcn_glc__2,-0.4775360739217021,-1.1862134114999998
misc2__tyr_glc__1,-0.2612522579591281,0.13279224450000093
misc2__tyr_glc__2,0.7805990066101671,0.3134356935000007
misc2__arg_cytd__1,0.0286818900829809,0.012161406500000638
misc2__arg_cytd__2,-0.1338919999183523,0.17306044850000024
misc2__delyheO_pyr__1,1.0689993158263165,0.23302806950000046
misc2__delyheO_pyr__2,0.4786727475790304,0.32983525350000065
misc2__dellon_glc__1,0.4401362061104404,-1.5542396884999996
misc2__dellon_glc__2,0.5527398206159921,-2.3836115494999994
nquinone__delubiC__1,-0.5625987473485364,0.3674764575000005
nquinone__delubiC__2,-0.145513340086138,0.2501412875000009
nquinone__ubiC_ale1__1,0.4338892538893302,0.18676786650000032
nquinone__ubiC_ale1__2,0.3383468783810403,0.3918440795000002
nquinone__ubiC_ale2__1,-0.1600070215831869,0.1013633675000003
nquinone__ubiC_ale2__2,0.1751320530974415,-0.053221799500000166
nquinone__ubiC_ale3__1,0.9422764611692248,-0.4281221964999995
nquinone__ubiC_ale3__2,0.98234178118072,-0.36896273450000017
nquinone__ubiC_ale4__1,-0.2984209840018643,0.15317602850000078
nquinone__ubiC_ale4__2,0.2289034788281486,0.26270829250000105
nquinone__delpdhR__1,0.6715070157583025,0.17725643750000053
nquinone__delpdhR__2,0.4067647923755458,0.20767864250000034
quinone__glu_ale4__1,0.8259282998489726,-0.3992451494999996
quinone__glu_ale4__2,0.4841141046282362,-1.3562723194999995
quinone__delmenF__1,-0.583682530746029,0.4638713875000002
quinone__delmenF__2,0.7848620937885181,0.27857347950000033
quinone__menF_ale5__1,0.1203994306559439,-0.7736397544999996
quinone__menF_ale5__2,-0.0361088189867746,-0.9065258844999996
quinone__menF_ale6__1,1.4051652470914622,-0.8260339654999997
quinone__menF_ale6__2,-0.1100630217401658,-0.8143995224999987
quinone__menF_ale7__1,1.9557292963329984,-0.7335786914999995
quinone__menF_ale7__2,1.7566822411701084,-0.5712169724999994
quinone__menF_ale8__1,1.4861824316639665,-0.7492432234999997
quinone__menF_ale8__2,2.124253495703396,-0.4962819484999992
quinone__delmenFubiC__1,-0.6931465257743252,0.12312941150000077
quinone__delmenFubiC__2,0.3839459130237829,0.3139420555000001
quinone__menFubiC_ale1__1,0.849282883014846,-0.9910994624999998
quinone__menFubiC_ale1__2,0.1411511306257579,-0.9277513514999997
quinone__menFubiC_ale2__1,0.5202414457803919,-0.7849040484999996
quinone__menFubiC_ale2__2,0.8051691703933311,-0.6880509654999996
quinone__menFubiC_ale3__1,0.7202771214643804,0.23110734350000064
quinone__menFubiC_ale3__2,-0.1716965004561171,0.44182496750000055
quinone__menFubiC_ale4__1,0.0849019769574127,-1.0892819974999992
quinone__menFubiC_ale4__2,0.2353259763133944,-1.0836010214999994
oxyR__wt_glc__1,-0.467918994733036,0.1824626605000006
oxyR__wt_glc__2,-0.4140321853841127,-0.11101564849999956
oxyR__wt_h2o2__1,-0.4522920047006769,-0.02753823649999987
oxyR__wt_h2o2__2,-0.9297671290238768,-0.09071370849999916
oxyR__glu_ale4__1,-0.6472707436800631,-0.043668114499999966
oxyR__glu_ale4__2,-0.6307343586043335,-0.09009131649999967
oxyR__glu_ale4_h2o2__1,-0.5983941566506423,0.01851831250000036
oxyR__glu_ale4_h2o2__2,-0.6421224406116812,-0.23723847849999924
oxyR__oxyR_ale17__1,-0.1013648472925775,-0.3407244914999996
oxyR__oxyR_ale17__2,-0.0381321150616167,-0.5478562384999996
oxyR__oxyR_ale17_h2o2__1,-0.3591568772813698,-0.2783648674999997
oxyR__oxyR_ale17_h2o2__2,-0.1379208338548553,-0.22200099149999986
oxyR__oxyR_ale18__1,-0.7209538116069808,-0.4512546184999993
oxyR__oxyR_ale18__2,-0.2835989350357343,-0.17090852749999907
oxyR__oxyR_ale18_h2o2__1,-0.3455346213001256,-0.5102159324999995
oxyR__oxyR_ale18_h2o2__2,-0.0060047204867247,-0.4893839684999994
oxyR__oxyR_ale19__1,-0.1494631098605654,-0.31714263749999905
oxyR__oxyR_ale19__2,-0.6878625582824118,-0.2876217015
oxyR__oxyR_ale19_h2o2__1,0.0015890607380657,-0.1951967854999994
oxyR__oxyR_ale19_h2o2__2,-0.1273681539559375,-0.19883227649999924
oxyR__oxyR_ale20__1,-0.1892238838138454,-0.5335369034999999
oxyR__oxyR_ale20__2,-0.1654733177284517,-0.4182528014999996
oxyR__oxyR_ale20_h2o2__1,0.1199785032700027,-0.4793122814999995
oxyR__oxyR_ale20_h2o2__2,0.171790278685103,-0.5294926314999993
svns_pgi__BmePgi24_15__1,-0.8178170197129877,0.3066114405000002
svns_pgi__BmePgi24_15__2,-1.0261222102056022,0.22131458650000013
svns_pgi__BmePgi24_26__1,-0.3131346809970836,0.2877479405000001
svns_pgi__BmePgi24_26__2,-0.2756519793798704,0.3707211954999998
svns_pgi__BmePgi24_41__1,0.2023723464389109,0.18115365049999976
svns_pgi__BmePgi24_41__2,-0.3597943030872335,0.35934789549999996
svns_pgi__BmePgi24_52__1,-0.7112261667555457,0.08692715950000096
svns_pgi__BmePgi24_52__2,-0.6777484671101134,0.12753708950000053
svns_pgi__PaePgi2_34__1,-0.6487565143481271,0.7249113985000006
svns_pgi__PaePgi2_34__2,-0.5880333351802862,0.7366493965000007
svns_pgi__PaePgi2_63__1,-1.3030891818571328,0.5750431755000003
svns_pgi__PaePgi2_63__2,-0.9266818335135782,0.5513870435000001
svns_pgi__PaePgi24_54__1,-1.0991846485886545,0.8225600044999997
svns_pgi__PaePgi24_54__2,-1.210983198575728,0.7410641345000002
svns_pgi__PaePgi24_90__1,-0.6417254746271799,0.9209906715000002
svns_pgi__PaePgi24_90__2,-1.3422888481628537,0.8740941905000001
abx_media__m9_ctrl__1,-0.3137038885518857,-2.0541361445
abx_media__m9_ctrl__2,-0.1027448252336661,-1.8416665244999997
abx_media__rpmi_ctrl__1,2.4624929473730943,-0.9496406854999996
abx_media__rpmi_ctrl__2,2.3076262028653645,-0.8959522414999994
abx_media__camhb_ctrl__1,3.110366378280621,-1.1845566294999994
abx_media__camhb_ctrl__2,2.038373975006432,-1.3243637484999995
abx_media__m9_mero__1,0.8958675863396528,-1.7293363474999994
abx_media__m9_mero__2,0.5558294824719933,-1.9942086635
abx_media__rpmi_mero__1,3.011933661927204,-1.2551071164999996
abx_media__rpmi_mero__2,2.4062237903717927,-0.7124396704999998
abx_media__camhb_mero__1,3.44647491893388,-1.5464863034999996
abx_media__camhb_mero__2,3.7431548474795937,-1.8329158434999997
abx_media__m9_trisulf__1,0.2507961950417752,-2.3810217384999994
abx_media__m9_trisulf__2,0.2017546244571967,-1.6889731444999998
abx_media__rpmi_trisulf__1,2.600430653019968,-2.2539622575
abx_media__rpmi_trisulf__2,2.377749178773812,-2.0886135715
abx_media__camhb_trisulf__1,1.852170124174623,-1.5174406264999996
abx_media__camhb_trisulf__2,2.2779527006566958,-1.4595835014999996
abx_media__m9_cef__1,-0.0240192274319077,-1.4586662724999997
abx_media__m9_cef__2,0.0635108075530901,-1.8110148084999995
abx_media__rpmi_cef__1,2.17926364459625,-2.0161368744999995
abx_media__rpmi_cef__2,2.737550162100279,-2.1995431905
abx_media__camhb_cef__1,2.3051459413613253,-1.4037363564999996
abx_media__camhb_cef__2,2.150210727271884,-1.5771931634999996
abx_media__m9_cipro__1,0.2466382319720501,-2.9787808955
abx_media__m9_cipro__2,0.1761787228381171,-3.0273242955
abx_media__rpmi_cipro__1,2.103814507971217,-2.1437236844999994
abx_media__rpmi_cipro__2,2.428982473004704,-1.7019856574999994
abx_media__camhb_cipro__1,2.7395845605989124,-1.3808121794999997
abx_media__camhb_cipro__2,2.318368967257602,-1.6646177544999998
hot_tale__42c_ale3_30c__1,1.4672379875140071,0.04683382750000042
hot_tale__42c_ale3_30c__2,1.207027513719053,-0.024235905499999436
hot_tale__42c_ale3_37c__1,0.0794087885068707,0.2500704125000004
hot_tale__42c_ale3_37c__2,-0.2770679500083964,0.39668786550000057
hot_tale__42c_ale3_44c__1,1.1868923744514353,1.1711437955000008
hot_tale__42c_ale3_44c__2,0.9426017160298872,1.2725951005000002
hot_tale__hot_ale3_mid_30c__1,1.0863718995149794,0.33383254650000005
hot_tale__hot_ale3_mid_30c__2,-0.4712718477315845,0.3141227685000008
hot_tale__hot_ale3_mid_37c__1,-0.4693634065570128,0.5762161595000004
hot_tale__hot_ale3_mid_37c__2,-0.4631915111849872,0.4972486785000001
hot_tale__hot_ale3_mid_44c__1,-0.3880383940908888,0.6913212815000005
hot_tale__hot_ale3_mid_44c__2,0.4588551362440574,0.8780422645000003
hot_tale__hot_ale3_30c__1,0.1360337202593989,0.13644240250000106
hot_tale__hot_ale3_30c__2,-0.5789517265684365,0.08761781650000078
hot_tale__hot_ale3_37c__1,-0.3145016597032782,-0.0781213954999993
hot_tale__hot_ale3_37c__2,-0.316404792336648,0.18237224650000086
hot_tale__hot_ale3_44c__1,0.3229347351800319,0.08383536050000018
hot_tale__hot_ale3_44c__2,1.0553631840566922,0.3541226045000005
hot_tale__hot_ale4_30c__1,0.7282028233618892,-0.2823023344999997
hot_tale__hot_ale4_30c__2,0.464142320219944,-0.29266782950000003
hot_tale__hot_ale4_37c__1,0.0172021031941051,0.09154030250000034
hot_tale__hot_ale4_37c__2,0.1707094243749943,0.27359988650000044
hot_tale__hot_ale4_44c__1,-0.0733483884761601,0.8798895285000006
hot_tale__hot_ale4_44c__2,-0.11337476490399,0.8473958565000004
hot_tale__hot_ale8_30c__1,0.3538060198784604,-0.3048470424999996
hot_tale__hot_ale8_30c__2,0.0258817831566212,-0.36099893249999937
hot_tale__hot_ale8_37c__1,-0.6734218237328313,0.07236187350000023
hot_tale__hot_ale8_37c__2,-0.3484160157601847,-0.08190337749999976
hot_tale__hot_ale8_44c__1,0.2128571563566718,0.6984665415000002
hot_tale__hot_ale8_44c__2,0.3147930071458786,0.5514600605000002
hot_tale__hot_ale9_mid_30c__1,-0.1731254104937989,-0.19413353249999954
hot_tale__hot_ale9_mid_30c__2,-0.2374828743020848,0.13917373050000048
hot_tale__hot_ale9_30c__1,20.420207860734173,-1.9643236965
hot_tale__hot_ale9_30c__2,20.564402563387866,-2.2776419625
hot_tale__hot_ale9_mid_37c__1,-0.1692700905930463,0.4491117255000008
