,A,TdcA,Fnr,Crp,ihfB
pcoli__rnPNMT__2,-0.635958610134624,1.357940279,-0.18763661800000087,0.07451194300000097,-0.2609108650000014
pcoli__rnTDC__1,-0.6173035219765296,0.3032268120000001,-0.42691140300000185,0.08798361800000087,0.15724927499999986
pcoli__rnTDC__2,-0.7041598351434215,0.23857101699999994,-0.3748737990000013,0.17114607300000095,0.24430457499999925
pcoli__rnTDC_trunc__1,-0.6999329081694711,0.7141013709999999,-0.4044171730000006,0.3075571430000004,0.3536355549999985
pcoli__rnTDC_trunc__2,-1.4427153735319589,1.1312107840000003,-0.4447234620000007,0.43504015300000104,0.3590969349999984
pcoli__saCOMT_T2A__1,-1.0983636252710591,0.4888043979999999,-0.42860287400000097,0.3335838930000001,0.20285039499999868
pcoli__saCOMT_T2A__2,-0.988558441487167,0.636429651,-0.3781226900000014,0.4038707630000005,0.17900243499999924
pcoli__sfCOMT__1,-0.474714302869,0.62982798,-0.44960219400000057,0.1572444130000008,0.018296924999999572
pcoli__sfCOMT__2,-0.7359916411864746,0.2188826640000001,-0.5031535040000019,0.06503750799999962,-0.12660359500000062
pcoli__sgAANAT_D63G__1,-0.8961756629152905,0.32064825099999994,-0.504442709000001,0.18900217300000044,0.21465630499999835
pcoli__sgAANAT_D63G__2,-0.524431076977105,0.8307680040000003,-0.505781927000001,0.43052260299999995,0.05664864499999923
pcoli__ssDDC__1,-1.1219834028667883,0.28534962199999997,-0.4876204370000004,0.20759201300000107,0.5796203449999986
pcoli__ssDDC__2,-2.092086963730136,0.7852019160000001,-0.4406569140000016,0.3251403029999995,0.5482194249999992
pcoli__TP53B__1,-1.2844079802055135,0.35171792,-0.3751957170000004,0.4237391030000008,0.4796024049999996
pcoli__TP53B__2,-1.3115061951463771,0.5578708459999999,-0.3936893330000011,0.4437453829999996,0.5183036949999984
pcoli__WT__1,-2.9385498174514195,0.952877216,-0.017957380000000356,0.5471816730000008,1.5188225649999991
pcoli__WT__2,-2.917472766366416,0.8124322949999998,0.0652472039999985,0.4334316830000001,1.5982937549999985
cck__glu_ale4__1,-1.7602623228157093,-0.480018613,-0.35945235700000033,0.10431546100000057,0.8424839949999985
cck__glu_ale4__2,-1.1967103185008936,-0.6508074460000001,-0.8305684780000018,0.21222904300000067,0.38870244499999984
cck__cck_ale1__1,-1.4985331259283812,-0.36548231299999995,-0.961059598000002,0.14875797300000038,0.12837771499999914
cck__cck_ale1__2,-1.671253228159504,-0.984695895,-0.9317755310000012,0.21173196300000008,0.1574656749999992
cck__cck_ale2__1,-1.658800277991658,-0.404967971,-0.9685375080000008,0.24320085299999936,0.01310426499999906
cck__cck_ale2__2,-1.4834626385319258,-0.04461704799999988,-0.981337131,0.2196628030000003,-0.029159615000001082
cck_pgi__gmos_delpgi__1,-1.9895297415880877,0.33750236,-0.4628090460000021,0.6099491930000003,0.2770646749999983
cck_pgi__gmos_delpgi__2,-1.6753267979707718,0.009265091000000059,-0.16406430800000038,0.5151660729999996,0.050797044999999486
cck_pgi__pgi_ale1__1,-1.441605275470096,-0.256792429,-0.4282732630000013,0.0871969090000011,0.19052278499999886
cck_pgi__pgi_ale1__2,-1.6567473789363854,-0.45504803899999996,-0.7639974080000016,0.4703615729999999,0.026093084999999402
cck_pgi__pgi_ale2__2,-0.8046914113278079,0.7268713740000001,-0.7069345330000019,0.6450278430000012,0.4468949549999994
cck_pgi__pgi_ale3__1,-1.6983422408634712,-0.4767624780000001,-0.32058263600000103,0.2577020430000001,0.3102447349999995
cck_pgi__pgi_ale3__2,-1.699876023019994,-0.4975105910000001,-0.8465770460000002,0.527121343000001,-0.08744309500000114
cck_pgi__pgi_ale4__1,-2.814110686471746,-0.823560748,-0.4595983030000017,0.025670410000000032,0.5186149949999983
cck_pgi__pgi_ale4__2,-2.584552943562102,-0.32994185099999995,-1.1191339210000013,0.14926491299999967,0.03510399499999828
cck_pgi__pgi_ale4__3,-2.5464013454850645,-0.68176085,-1.0593002560000002,0.2310494330000008,0.07492192499999817
cck_pgi__pgi_ale5__1,-1.1729140042078992,-0.4935637399999999,-0.2288642010000004,0.26444670300000084,0.3879215049999996
cck_pgi__pgi_ale5__2,-0.8012659310692521,-0.042770621000000064,-0.6986040670000015,0.4910110930000009,0.08957866499999945
cck_pgi__pgi_ale6__1,-2.467491087699522,-0.494497496,-0.39119517000000137,0.40659345300000105,0.6129683849999985
cck_pgi__pgi_ale6__2,-1.4833712205370055,-0.096005895,-0.8692978560000011,0.6293582329999996,0.15115166499999866
cck_pgi__pgi_ale7__1,-2.780588861292257,-0.49414674399999997,-0.3554688520000013,0.4198053730000009,0.7453702049999986
cck_pgi__pgi_ale7__2,-1.3222419554777538,-0.37894435200000004,-0.7888647680000016,0.7252530329999995,0.29578562499999883
cck_pgi__pgi_ale8__1,-2.490334917511328,-0.7475046129999999,-0.15190588100000113,0.2900276829999999,0.7035608149999995
cck_pgi__pgi_ale8__2,-1.843114479435352,0.0375970080000001,-0.5813522750000004,0.6440838830000004,0.2498764949999988
cck_sdh__gmos_delsdhCB__1,-1.3653867760555012,-0.040760099999999966,-2.153072614000002,0.8479485130000004,1.0465290549999988
cck_sdh__gmos_delsdhCB__2,-1.7767113925584226,0.15608192599999993,-1.8334584040000024,0.8298960530000006,0.951439774999999
cck_sdh__sdh_ale1__1,-0.1390865187557104,-0.503226484,-0.8717332860000013,0.5440714730000007,0.8348676649999991
cck_sdh__sdh_ale1__2,-0.9078021157845898,-0.593012705,-0.8320163940000018,0.5592394929999998,0.8373050949999996
cck_sdh__sdh_ale2__1,-1.3485197387361845,-0.640755094,-0.879391827000001,0.4799116730000002,0.6675422049999984
cck_sdh__sdh_ale3__2,-1.0882711996570844,-0.96697286,-0.7810000100000014,0.5564179130000007,0.7336265849999997
cck_sdh__sdh_ale3__1,-1.1460519227342216,-0.686443611,-0.9420971550000008,0.4938992930000001,0.5688070749999987
cck_sdh__sdh_ale3__3,-1.1255849388131176,-0.11872433599999987,-0.8912833380000009,0.4853280929999997,0.5951379449999994
cck_pts__gmos_delptsHIcrr__2,-2.8920928663655565,0.827964342,-1.3678671840000014,0.4644968830000007,-0.3271388250000005
cck_pts__gmos_delptsHIcrr__1,-3.7357173327810784,-0.1289505689999999,-1.1230291300000008,0.649161093,-0.2471183550000013
cck_pts__pts_ale1__2,-0.5821099777328053,-0.9890284429999999,-0.9976202350000012,0.3294758729999998,0.4467236949999993
cck_pts__pts_ale1__1,-1.1693462679954858,-0.27741338399999993,-0.9334525690000016,0.2967783530000005,0.4733588449999981
cck_pts__pts_ale2__2,-2.0081476496242563,-0.7666765720000001,-1.3677769430000009,0.20189095299999948,0.051775694999998116
cck_pts__pts_ale2__1,-1.6394905338723236,-0.762372858,-1.413098574000001,0.2751297130000001,0.0058354849999986405
cck_pts__pts_ale3__2,-2.3489832857718675,-0.8721991990000001,-1.1207950990000022,-0.4453421809999991,-0.6512647580000017
cck_pts__pts_ale3__1,-2.470385923076779,-0.7772042859999999,-1.1338764010000002,-0.1455219379999999,-0.32246742500000103
cck_pts__pts_ale4__2,-0.6676230514676741,-0.871378495,-0.7097418820000012,0.4206787429999999,0.08030092499999952
cck_pts__pts_ale4__1,-0.922297573789821,-0.20897913599999995,-0.7506745410000004,0.3875030329999998,0.09726459499999862
cck_gnd__gmos_delgnd__1,-1.8547685400834968,0.4039141640000001,-1.7581264190000017,0.5155411030000003,1.0484440649999982
cck_gnd__gmos_delgnd__2,-0.3749166217983614,-0.364123996,-1.7355426860000005,0.4190796030000001,1.2076734449999993
cck_gnd__gnd_ale1__1,-1.5069049906489302,-0.588799996,-0.9005377990000021,0.11322853200000085,0.1668909249999988
cck_gnd__gnd_ale1__2,-1.4110627909724536,-0.7409246970000001,-0.9051531070000004,0.14549259800000058,0.2006588349999987
cck_gnd__gnd_ale2__1,-1.80024981912908,-0.7562885840000001,-0.8906716470000013,0.057324061000000974,0.1865642749999985
cck_gnd__gnd_ale2__2,-1.674020913836718,-0.7376159999999999,-0.9525487850000012,0.0516023170000004,0.14256685499999833
cck_gnd__gnd_ale3__1,-1.796293036707894,-0.78225112,-0.8742065520000004,0.04701789499999976,0.2590754949999994
cck_gnd__gnd_ale3__2,-1.3485812413377254,-0.4473634999999999,-0.9746605950000014,0.07806117700000037,0.22985128499999874
cck_tpiA__gmos_deltpiA__1,-1.5017900209456714,0.964017668,-0.2238339860000007,0.5549454330000003,-0.14978443500000085
cck_tpiA__gmos_deltpiA__2,-0.3706663665751454,2.153656203,-0.6193091200000005,0.6484744429999996,-0.24486741500000164
cck_tpiA__tpiA_ale1__1,-1.506706304406221,-0.6517395269999999,-0.4531617410000006,0.5753141230000001,0.5069752049999998
cck_tpiA__tpiA_ale1__2,-0.5564530367350626,-1.003936489,-0.4516763980000018,0.5862271529999994,0.5042706349999992
cck_tpiA__tpiA_ale2__1,-0.6372869210105675,-0.162358738,-0.4059133790000011,0.6931617929999998,0.5628485749999985
cck_tpiA__tpiA_ale2__2,-0.1845239689227149,0.005774916000000019,-0.6912261780000009,0.4825762030000007,0.4463669249999995
cck_tpiA__tpiA_ale3__1,-0.6345127907546602,-0.14845413799999996,-0.8604532270000007,0.44486670300000064,0.5218393849999998
cck_tpiA__tpiA_ale3__2,-0.7960046275080228,-0.477566412,-0.875080285000001,0.42426745300000057,0.6213471449999997
cck_tpiA__tpiA_ale4__1,-1.1196118634291672,0.01353231900000007,-0.8669902390000015,0.2272038629999997,0.3713619849999983
cck_tpiA__tpiA_ale4__2,-1.0452504158797935,-0.252766384,-0.8701136720000004,0.19612825299999948,0.4160043349999985
acid_tale__acid_ale1_pH7__1,-1.917289463111062,0.0520839580000001,-0.6737216190000019,0.15268897300000006,-0.11827526500000117
acid_tale__acid_ale1_pH7__2,-2.247675621432097,0.26960038499999994,-0.7296190680000016,0.126066680000001,-0.09381905500000087
acid_tale__acid_ale1_pH5__1,-1.7201375713379037,0.07073313800000003,-1.6861938410000017,0.7941495229999997,-0.04357532500000083
acid_tale__acid_ale1_pH5__2,-1.582073468112441,0.15814619899999993,-1.8789758250000004,0.8152700330000009,-0.05059117500000099
acid_tale__acid_ale2_pH7__1,-1.7638394830104027,-0.10451688399999992,-0.6239651440000014,0.3388400730000001,-0.13953246500000027
acid_tale__acid_ale2_pH7__2,-1.67884632664588,-0.285185681,-0.6028576310000009,0.3230544630000001,-0.0845335750000018
acid_tale__acid_ale2_pH5__1,-2.7010223305568672,-0.4899117799999999,-0.6197885530000011,0.432644723000001,-0.14809028500000032
acid_tale__acid_ale2_pH5__2,-3.0735678226396144,-0.653119335,-0.8739343050000006,0.4854809929999994,-0.20983636500000105
acid_tale__low_Mg_ale_pH7__1,-1.482543916437943,0.70237109,-0.8099119770000005,0.3007467029999997,-0.2294881550000003
acid_tale__low_Mg_ale_pH7__2,-1.544688820344694,0.01943468100000012,-0.798887112000001,0.3462454630000007,-0.30505053500000123
acid_tale__low_Mg_ale_pH5__1,-2.9194607348261776,0.03760988700000012,-0.6407058410000008,0.6085887329999995,0.3386448349999984
acid_tale__low_Mg_ale_pH5__2,-3.042871907445582,0.068157142,-0.6845121800000005,0.5572315630000002,0.35293616499999914
acid_tale__MES_ale_pH7__1,-2.0890782863051767,-0.27424677899999994,-0.7351243470000011,0.4305318729999996,-0.17984521500000028
acid_tale__MES_ale_pH7__2,-1.4288178369998932,-0.052767604999999884,-0.7482274840000009,0.4747332229999994,-0.13392727500000134
acid_tale__MES_ale_pH5__1,-1.6121390166556273,-0.413173424,-0.7733825330000013,0.4750174830000002,0.1780527249999988
acid_tale__MES_ale_pH5__2,-1.8023145418560629,-0.3967999630000001,-0.9325602170000008,0.709374983,0.5808612549999985
acid_tale__gmos_pH7__1,-1.9070122174375617,-0.457252046,-0.7014007320000015,0.4296040630000011,-0.12245240500000065
acid_tale__gmos_pH7__2,-2.147997620781345,-0.45163116200000003,-0.651219827000002,0.4446293130000001,-0.1101632150000018
acid_tale__gmos_pH5__1,-1.6209296891048488,-0.11998552900000005,-0.7339725590000015,0.6502280230000004,0.25805079499999906
acid_tale__gmos_pH5__2,-2.202875278605362,0.3486369990000002,-0.6206115390000004,0.7174304530000004,0.21472440499999834
adnB__wt_adn__1,-2.147521183342883,1.407996576,-1.2661294560000016,-0.4159558469999993,0.5251568249999998
adnB__wt_adn__2,1.7298140162158266,0.117704665,-0.3508825320000017,0.22959581299999954,-0.23070153500000146
adnB__delydhB_adn__1,-1.5009744484264378,0.8040530090000001,-1.849478930000001,-0.5303189100000001,0.7912719849999998
adnB__delydhB_adn__2,-1.2160015107374784,0.3062927790000001,-1.2124607080000018,-0.2645061010000003,0.2631915649999996
ytf2__wt_glc__1,-1.2980920804490923,-0.1748048579999999,-0.3691331690000013,0.2079942330000009,0.04946460499999894
ytf2__wt_glc__2,-1.2779365172816042,0.351367633,-0.4314075400000004,0.2538454530000003,0.2280839549999989
ytf2__ybcM_glc__1,-1.400040862115817,-0.121127714,-0.6108619550000007,0.49687887299999994,0.6497454849999986
ytf2__ybcM_glc__2,-0.9148842590794424,0.517640283,-0.4794716090000009,0.5496294230000007,0.5978502849999998
ytf2__ydhB_glc__1,-0.2619762342544333,0.1961031500000001,-0.4706409150000006,0.3261516029999996,0.7921500049999999
ytf2__ydhB_glc__2,-0.5336988252458118,0.3117683240000002,-0.4873095480000007,0.3955030429999997,0.6870991049999997
ytf2__yfeC_glc__1,-0.494455314386915,0.158168176,-0.5045418040000005,0.2082961430000001,0.4592277549999988
ytf2__yfeC_glc__2,-0.2981598488526716,0.4460778429999999,-0.5076367540000017,0.3760682129999999,0.594893944999999
ytf2__yciT_glc__1,-0.6223568049496988,0.5630366929999999,-0.5501008420000009,0.4599342330000002,-0.04849385500000025
ytf2__yciT_glc__2,-0.4934963852841398,0.9663693649999998,-0.6373314050000012,0.5174864029999995,-0.07781319500000095
ytf2__ydiZ_glc__1,-0.9787384826434486,0.3758401200000001,-0.4731582590000016,0.2818442530000009,-0.2587898850000005
ytf2__ydiZ_glc__2,-1.1112777462624497,0.2437137620000001,-0.4264544480000012,0.28140171300000105,-0.3127929250000019
ytf2__ynfL_glc__1,-0.8967829450964625,0.207133397,-0.41808168900000103,0.5107562229999996,0.4299068449999997
ytf2__ynfL_glc__2,-1.5294305229104517,0.03616616800000005,-0.3342424490000013,0.523190413,0.34708826499999823
ytf3__wt_glc2__1,0.2919665279946694,0.279441877,-0.4855542560000004,0.45626287299999996,-0.2153050750000016
ytf3__wt_glc2__2,0.3169150147651737,0.348525078,-0.360020973000001,0.5116651829999999,-0.2192110050000018
ytf3__wt_pH7_lactate__1,-0.1443275746439871,0.2908925920000001,-0.5143138700000005,0.560872303,-0.35766615500000043
ytf3__wt_pH7_lactate__2,-0.2336913002770903,0.2513784229999998,-0.5936096370000019,0.5532738630000011,-0.38658874500000096
ytf3__wt_pH55_lactate__1,0.7683036210246531,0.3288411240000002,-0.6581930260000011,0.7780642029999996,0.24783653499999936
ytf3__wt_pH55_lactate__2,0.3440383224595744,-0.06415227299999993,-0.449162096000002,0.7423117129999994,0.2368487649999995
ytf3__wt_pH55_HCl__1,-0.2167116880995856,-0.020677539999999883,-0.5533519400000007,0.6150495429999996,0.0558934750000013
ytf3__wt_pH55_HCl__2,-0.1732170689859885,0.6571109510000004,-0.6147100510000012,0.6014201329999995,0.10318142499999894
ytf3__dyieP_pH7__1,0.0749542902286302,0.031339225000000186,-0.4133001080000014,0.4791694330000009,-0.05610661500000092
ytf3__dyieP_pH7__2,0.1688661690571984,0.5204645270000001,-0.4512855060000014,0.42496669299999995,-0.0726562150000003
ytf3__dyieP_pH55__1,0.5590732513309428,-0.19685225399999995,-0.3414837130000006,0.4390071130000006,-0.2465831250000008
ytf3__dyieP_pH55__2,0.5679469572690138,-0.13453503700000002,-0.3709732070000005,0.623551333,-0.5650174650000004
minicoli__aldA_f1c2__1,-0.0748119121046471,-1.218417149,-9.786193262000001,0.7631858827982381,0.28270766448018136
minicoli__aldA_minE__1,-0.3614510553475405,-1.218417149,-9.786193262000001,0.255888508978142,-0.008784661921561465
minicoli__mg1655_glc__1,-1.058246443653982,0.5401357023157052,-0.4925999711224929,-0.8470184669947685,-0.9619277142539032
minicoli__mg1655_glc__2,-1.346036971097966,0.4226501264783111,-0.4426965789630497,-0.8039264138958604,-0.9262398602577572
minicoli__minE_cyt__1,-0.5310314546473998,-1.218417149,-9.786193262000001,0.7601914841850306,-0.8348764649604856
minicoli__minE_cyt__2,-0.8186523083332423,-1.218417149,-9.786193262000001,0.4729475383347843,-0.5690441526455867
minicoli__minE_fruc__1,1.5991513034623694,-1.218417149,-9.786193262000001,0.34172110794916755,-0.9014069452294446
minicoli__minE_fruc__2,1.468383593566735,-1.218417149,-9.786193262000001,0.461542666559108,-0.6340809109917522
minicoli__minE_glc__1,0.3909412069584253,-1.218417149,-9.582201996938288,0.2938109111467888,-1.3609775714955052
minicoli__minE_glc__2,0.2668178328605242,-1.218417149,-9.608680294899557,0.10430003951357314,-1.254657547912517
minicoli__minE_glyc__1,2.045900736379784,-1.218417149,-9.786193262000001,0.575831448418306,0.6219776582896834
minicoli__minE_glyc__2,2.923095765777151,-1.218417149,-9.786193262000001,0.6844880187857836,1.1086080696881222
minicoli__minE_Fe_starve__1,0.5342179005125652,-1.218417149,-9.786193262000001,0.5804469724508969,-0.6132369015539592
minicoli__minE_Fe_starve__2,-0.1015485318773562,-1.218417149,-9.786193262000001,0.6236096478485607,-0.8868519905749537
minicoli__minE_LB__1,-1.023179118836678,-1.218417149,-9.786193262000001,-0.5768918406871162,-0.7813128982775428
minicoli__minE_LB__2,-1.1652787834618772,-1.218417149,-9.786193262000001,-0.8092098841975535,-0.9184217345720658
minicoli__minE_N_starve__1,0.4355601860774054,-1.218417149,-9.786193262000001,0.3528053698058322,-0.8020966808586749
minicoli__minE_N_starve__2,0.4477662807127089,-1.218417149,-9.786193262000001,0.4807614269391625,-0.8117468867828155
minicoli__minE_osm__1,-0.461326219193068,-1.218417149,-9.21671098929786,0.3547041686708319,-1.1461673975041418
minicoli__minE_osm__2,-0.5825976875187678,-1.218417149,-9.786193262000001,0.5658446295801518,-1.1128756583828086
minicoli__minE_ph5__1,0.5121791675055414,-1.218417149,-9.786193262000001,0.6501761031624761,-0.7895866085281948
minicoli__minE_ph5__2,0.3155314167042454,-1.218417149,-9.786193262000001,0.6347492200625684,-0.8929756734900813
minicoli__minE-pyr__1,1.879957098533528,-1.218417149,-9.242151312595263,0.9884421842001724,-0.1310536942801015
minicoli__minE-pyr__2,1.865197782485009,-1.218417149,-9.786193262000001,0.5805078277861995,0.7822558293564157
minicoli__minE_sorb__1,0.969023770830848,-1.218417149,-9.786193262000001,0.6284983244472482,-1.2061753638400765
minicoli__minE_sorb__2,1.1271943360481849,-1.218417149,-9.786193262000001,0.6064916202251851,-1.1577428459842365
minicoli__minE_urid__1,1.0934354826313766,-1.218417149,-9.786193262000001,0.4108001218596762,-0.8441129461127481
minicoli__minE_urid__2,1.3165801377139466,-0.936871107712602,-9.604310226459667,0.34830946039232913,-0.7522654153567885
minicoli__W3110_cyt__1,-1.6994498221605816,0.29098425434717545,-0.3790005245929926,-0.2741512513245965,-1.015278390370714
minicoli__W3110_cyt__2,-2.029111829943119,0.6979561896851905,-0.33943318284476304,-0.2471138346472994,-0.909107817675249
minicoli__W3110_glc__1,-0.1957907694367758,0.979984991474645,-0.6997565216016763,-0.3286400323548726,-1.7788439589977398
minicoli__W3110_glc__2,-1.2811098313221123,0.9442948332469164,-0.4698300880805899,-0.4080395046534289,-1.5532957022247889
minicoli__W3110_glyc__1,-0.3303584691014856,0.5076798114676908,-0.4903957849926606,0.1888029313895725,-1.1881258435469348
minicoli__W3110_glyc__2,-0.0360849124020415,0.4777381125920908,-0.3548259909876563,0.16079573130215685,-0.9549192926912228
minicoli__W3110_Fe_starve__1,-0.2117403942982474,0.38792352719596224,-0.29311769374505303,-0.39335282894219503,-1.018293050645175
minicoli__W3110_Fe_starve__2,-0.5923101162816174,0.03913847698645423,-0.4108350478991767,-0.3767980913136952,-0.8084117025892805
minicoli__W3110_LB__1,3.8375657887752914,3.6726872057037783,-1.2033078022406745,0.4782054662101167,-1.397175263328622
minicoli__W3110_LB__2,3.5200987701241315,3.6067719447565634,-1.1519650367707612,0.4998332578699021,-1.3807607601221523
minicoli__W3110_N_starve__1,0.4039439410047689,0.6594612229919083,-0.6890284809887444,-0.3672969470778735,-1.278023396695554
minicoli__W3110_N_starve__2,0.5279813024659602,0.5492763215456289,-0.673008711639719,-0.17080551194691118,-1.1301093306704164
minicoli__W3110_osm__1,-2.150325679536829,0.7961095854905951,-0.16357747403278464,0.18475333822734186,-0.9083155287438966
minicoli__W3110_osm__2,-2.1339286899656806,0.6832528857581657,-0.2170429222794379,0.21075048409365135,-0.8072059360448574
minicoli__W3110_ph5__1,-2.670272292992497,0.0913952681043293,-0.4140827469116726,-0.0020982938586069366,-0.8223204336513152
minicoli__W3110_ph5__2,-2.071635899216849,-0.38232096459814413,-0.32199725122365663,0.06374104599613695,-0.9698354462931764
minicoli__W3110_pyr__1,-0.2684433593851226,0.4910113630831616,-0.6040596245724128,0.6437353797175921,-1.0895345223732402
minicoli__W3110_pyr__2,-0.7359581440137628,0.05315380603691099,-0.4630281738991684,0.8084862253725884,-0.9500493523620576
minicoli__W3110_sorb__1,-0.405795863098941,1.0285540084917928,-0.8924312154468836,-0.3697472429572191,-1.8177527339802992
minicoli__W3110_sorb__2,-0.727848559394069,1.1477001304354402,-0.8744919306966636,-0.2282472383218792,-1.923440254837608
minicoli__W3110_urid__1,-0.5416171432997889,0.7897448603918491,-0.6351909018702973,-0.14597371871249898,-1.4523310384677988
minicoli__W3110_urid__2,-0.0180063020755103,0.4020799514769717,-0.44679111562213336,0.0011588474703554395,-1.2823063915635249
minicoli__W3110_WT_glc__1,-1.701923466303769,0.2351498416639044,-0.3902145680260212,-0.05853650097271945,-1.0582137052570122
minicoli__W3110_WT_glc__2,-1.6164542276248268,0.5739059253022072,-0.5788841977804111,-0.2736059720925805,-1.1937874045379484
minicoli__W3110_WT_osm__1,-2.5075443631739467,0.8554313052258737,-0.5432586775407415,-0.4068572548991813,-1.1715619238634165
minicoli__W3110_WT_osm__2,-2.363747765804121,0.7449729132100276,-0.4889106524898388,-0.26682409365055193,-1.0884327680568866
eep__BOP27__1,-1.2212579679215882,-0.35961987494864833,-0.8089780310678396,0.09382866102208354,-0.4855698303518246
eep__BOP27__2,-0.7837343497530667,-0.08599351250071763,-0.687814014646035,0.13043922998821067,-0.4629946758289218
eep__BOP1000__1,-1.590961090885611,-0.4940985215739627,-0.4998186804343057,0.7723290743721964,0.5308955705103298
eep__BOP1000__2,-1.3256459131204028,-0.7838694466615954,-1.053543247473005,0.49579595280529,0.2399631087707679
eep__BOP27_ndh-cydB-appC__1,-0.1975113900079158,-0.14867828215991552,0.2557098619918552,0.7178399562547568,0.7668592068424882
eep__BOP27_ndh-cydB-appC__2,-0.4872233446558904,-0.29354750533018936,0.3882705543893224,0.7133880226929996,0.8362626103316586
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,0.3831409431101357,0.9329144218761432,-1.1342815106932242,-0.5253466876128723,0.008977674154612814
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,-1.1355294555654718,1.2346906890032967,-1.0134002875068724,-0.2758437215494869,0.3678086443212951
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,0.0677425813921875,0.7718262621387728,-1.2731941670217388,0.028680680978968812,1.369564724942233
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,-0.6652416455710616,1.7270747980399972,-2.1838044521226703,0.12755066767542012,1.5565114648951963
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,-0.061408592775761,1.4359423535434708,-0.6206397884414869,0.3217998396952169,0.3757118873628969
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,-1.0179978757317298,1.5352687846386908,-1.1947115646517208,0.7396323977227315,0.991764205576798
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,-0.1361600084975499,1.4730528378762844,0.3114197801642451,0.3720932222038407,-0.09288607623148692
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,-0.4042029668462769,0.8374581813671305,0.21960832977562286,0.6134547669373926,-0.15917727227525624
eep__BOP27_nuoB-cydB-appC__1,-1.3556423699961857,0.033419733443986736,0.4532670634177745,0.4882750943039085,1.0123882048836492
eep__BOP27_nuoB-cydB-appC__2,-0.782146946788303,-0.1192051621129051,0.1846776779085708,0.11815421918128875,1.2305292226965463
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,-2.2679219233209005,1.4706398328114547,-0.7514879565010979,-0.21372449261360948,1.0924475487942915
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,-1.670353517030518,1.192136004135436,-0.4210774816088367,-0.06724694596392844,0.8776706958845306
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,-1.461517292227852,1.371998022311764,-0.9713535850843638,0.08839676249674255,0.7131489698564231
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,-0.2632707031601539,1.5971213205055903,-0.9316889443800402,0.15877789631800887,0.6039562211561318
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,2.598199429522259,2.859853760621483,-1.9299827648533172,-0.17916595071337582,0.7188794966945355
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,2.6448313366926115,2.8408567216565173,-1.7547847104954537,-0.09374282793228694,0.7208563207542262
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,1.8755005417987205,2.439246264491812,-2.370034697395769,-0.21533576919100209,0.4787633633725133
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,3.205859633059669,2.7300895329136528,-2.3719114646549477,-0.22582268173968426,0.31002016076639016
eep__BOP27_ndh-cyoB__1,-1.3792732708775677,0.5402414845297645,-0.3316653974413377,0.3901020806678357,0.04652207908748629
eep__BOP27_ndh-cyoB__2,-1.1959800282084312,0.5917568733049321,-0.26074012429431903,0.4659621036932382,0.1525466758699423
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,1.285347019865205,1.2534144922167,-1.320199240703264,-0.3892631557815793,-0.6031043621320347
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,0.7736077104281049,2.17031348035684,-1.6020705671641178,-0.3696585111725295,-0.2755688068719486
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,4.226001489929108,4.3990726962952245,-2.5039574374577995,-0.0005791883812236165,0.8613449595017233
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,4.108592434260028,4.2273868820181475,-2.3596979325745018,0.02281436954393712,1.1339170154208436
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,3.826428762072325,3.2033845036390334,-2.3343888429875554,0.2178899696497876,0.38458114878599936
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,3.685408811351924,3.707295790869874,-2.6227314413222884,0.20618357401769136,1.19025642213405
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,3.2653942368186133,3.9358862694698513,-2.3393310206016693,0.22911237248339056,0.7002781761861172
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,3.784785743564122,3.9735482329745,-2.3747539761447083,0.3309433360820844,0.8238460487210197
eep__BOP27_nuoB-cyoB__1,-0.7696858578717132,0.5516545874447074,-0.7554427222221687,0.3184592194490801,-0.0910620009191696
eep__BOP27_nuoB-cyoB__2,-1.24693490533105,0.5677253490398133,-0.550605332615465,0.4559210903879496,0.10145108310278772
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,-1.0473309301923528,0.18385062235413047,-0.8067011488178153,0.7765435519830799,1.3943803075400432
