,A,TdcA,Crp,Fnr,ihfB
rpoB__rpoBE546V_lb__2,5.386961995945967,2.2157207320000003,0.1254229630000001,-0.1896798920000009,0.1844319049999985
rpoB__rpoBE546V_glc__1,0.9495644983831368,-0.278081677,-0.004082425000000001,-0.13970386800000156,-0.2513758650000017
rpoB__rpoBE672K_glc__1,1.2826452844237055,-0.24608040899999994,-0.6662891799999997,-0.2144874060000017,-0.8686284180000001
rpoB__rpoBE672K_glc__2,1.0538109793590973,0.292480428,-0.5708984560000001,-0.2133236690000011,-0.8417491950000002
rpoB__rpoBE672K_lb__1,4.829831927704572,0.737872283,-0.2288451829999989,-0.31724649200000066,-0.7302826730000014
rpoB__rpoBE672K_lb__2,5.032859315842266,1.111192591,-0.18410035800000024,-0.3099385020000014,-0.7081113300000013
crp__wt_fru__1,-0.3532515577034509,0.678807672,-0.13483747499999946,-0.2229942960000013,-0.12088642500000013
crp__wt_glyc__1,0.1386077645204533,1.185245242,-0.06971342199999953,-0.17428477600000036,-0.23519522500000176
crp__wt_glyc__2,0.2799926665762839,1.225684674,0.000271048000000107,-0.08995859500000059,-0.2269791750000003
crp__delar1_glyc__1,-0.8916900358062496,2.521765325,0.7684826630000003,-1.2857264020000017,0.8177116649999991
crp__delar1_glyc__2,-1.1271846567755,2.67956496,0.9809746629999996,-1.5015297130000018,0.8890342949999983
crp__delar1ar2_glyc__1,-0.3208081138710039,-0.13547892400000006,0.2916550830000002,-0.15562998200000067,0.4273910749999992
crp__delar1ar2_glyc__2,-0.8079846230578519,0.15343741900000007,0.2567226429999998,-0.11493448800000115,0.4929071349999994
crp__delar1ar2_glyc__3,-0.4144438507841377,-0.454633774,0.37124749300000026,-0.1471097530000005,0.4557914849999989
crp__delar2_glyc__1,-0.94885905640837,1.0794749179999998,1.4298253029999994,-1.2714837790000022,1.0758542649999985
crp__delar2_glyc__2,-0.8141892187062147,0.5592841140000002,1.3004454830000007,-1.1773514360000004,0.8624663449999996
crp__delar2_glyc__3,-0.7997975010616526,0.1793459770000001,1.2369035230000005,-1.1748534320000008,0.7822983149999985
crp__delcrp_fru__1,-1.0909511002888472,-0.600052385,-9.852476477,-0.24670364600000205,0.7741806249999996
crp__delcrp_fru__2,-1.0873176900722996,-0.28436654799999994,-9.107951936000001,-0.21771090100000198,0.7805150249999997
crp__delcrp_fru__3,-0.98185902610691,-0.584213811,-9.852476477,-0.34636329800000176,0.6682049649999993
crp__delcrp_glc__1,-0.5152953965453976,-0.6129821569999999,-9.025871704,-0.14795257000000106,0.9036337949999992
crp__delcrp_glc__2,-0.6236715076108404,-1.019640472,-9.566616581,-0.1338359880000013,0.8802052149999984
crp__delcrp_glc__3,-0.9372925279876118,-0.950161149,-9.852476477,-0.2458932260000015,0.9120195049999982
crp__delcrp_glyc__1,-1.5328607382426436,-0.145969644,-9.852476477,-0.17621799900000035,0.8951313249999995
crp__delcrp_glyc__2,-1.1637074010248036,-0.7066352909999999,-9.852476477,-0.25661334000000124,0.8307353349999982
crp__delcrp_glyc__3,-1.586496828999846,-0.371606877,-9.852476477,-0.2795685010000017,0.8947548049999998
glu__glu_ale3__1,-0.8064342812865523,0.13996754100000008,1.4385551630000002,-1.5312083710000015,0.6064907849999983
glu__glu_ale4__1,-0.0426469073659824,-0.541044053,0.1237046330000009,-0.3330961230000007,-0.2619136350000009
glu__glu_ale5__1,-0.0781495528186286,-0.247408184,0.23737495299999975,-0.7786549400000009,-0.8460246970000007
glu__glu_ale6__1,1.0781106686054214,-1.0505976970000002,-0.2669721739999993,-0.12059369700000032,-0.7752423590000017
glu__glu_ale8__1,-1.933424815852804,0.019441698000000063,1.5517659029999995,-1.378413375000001,0.6607472949999984
glu__glu_ale9__1,-0.3782648434900357,-0.16143999500000006,0.736260553000001,-0.7807343670000009,-0.06697157500000017
glu__glu_ale10__1,-0.0899459594100273,-0.11538000599999987,1.2484999630000004,-1.3600023360000009,0.21387256499999907
42c__wt_42c__1,1.5729011217943023,-0.606579859,-0.02289376299999901,-1.0145581910000008,-0.31461002500000035
42c__42c_ale1__1,-0.6273754444809592,2.540506751,0.578078713,-1.8717782250000008,0.11635354499999905
42c__42c_ale2__1,0.3004863114909117,-0.800508558,-0.001157444000000396,-0.4431280230000017,-0.2542397450000013
42c__42c_ale3__1,0.9127615338375276,0.13649950700000013,-0.16365086199999898,-0.1727305000000019,-0.2953636450000001
42c__42c_ale4__1,-1.9565876526760355,0.10539124500000008,0.18829674300000046,-0.3207554420000012,-0.5980379260000017
42c__42c_ale5__1,0.9737918009919788,-0.3851346530000001,-0.2550904079999992,-0.5273028440000012,-0.4206413750000007
42c__42c_ale6__1,-0.9835108118495038,1.233340514,0.5847098129999999,-1.720490645,-0.051506065000001655
42c__42c_ale8__1,-0.2237416106761215,-0.26577076199999994,0.898060053,-0.7990813750000001,0.06802815499999859
42c__42c_ale9__1,-0.8640563239192671,-0.594785841,0.2344509129999999,-0.4473727390000004,-0.2417516550000016
42c__42c_ale10__1,0.566153884295487,0.8010663770000002,0.5824345429999997,-0.9696312210000002,-0.1791272750000008
ssw__wt_ac__1,-0.6586198264318444,1.269249259,0.155824183,-0.8082528600000014,-0.34671080500000073
ssw__wt_glc__1,1.2848144459919633,-0.584541668,0.08995910700000033,-0.2496041240000011,-0.34210524500000083
ssw__wt_glyc__1,4.98918360424674,6.649996477000003,0.2646295629999997,-0.3966449650000019,-0.5893889490000017
ssw__wt_xyl__1,1.1224694793909291,1.6623640549999998,0.6151089029999994,0.2157472579999986,-0.05021167500000168
ssw__glc_ale1__1,3.110819302464178,2.404721217,0.31199771300000023,-0.4638172160000007,0.1123376849999982
ssw__glc_ale2__1,0.3762323461961418,0.4294024529999998,0.5353218630000001,-1.507022258000001,0.8555401049999993
ssw__glc_ale3__1,-1.468676467831776,-0.4913066110000001,0.4454840030000007,-1.2375372210000002,0.35300746499999924
ssw__glyc_ale1__1,2.3463982180712777,3.1586625560000003,0.2988789030000003,-0.391325409000002,0.5749310549999986
ssw__glyc_ale2__1,-1.2546011953152196,0.6088721880000001,0.3021156230000006,-1.296498570000001,0.2094873549999985
ssw__xyl_ale1__1,1.6678659879954825,2.365593591,-0.2147884219999998,-0.9544926520000008,0.12516697499999907
ssw__xyl_ale2__1,0.4695058283835558,2.370151443,0.026451148999999674,-0.6357546720000009,-0.2252324650000013
ssw__xyl_ale3__1,1.3634042830993487,0.14754393099999996,-0.3138359289999997,-0.9828595450000002,-0.5222997210000013
ssw__glc_ac_ac2__1,-0.898377321096054,0.8696064450000001,0.5069351229999999,-2.2943992480000013,0.1714670449999982
ssw__glc_ac_glc1__1,1.3795789049931926,-0.437163491,-0.42053636400000016,-0.3561024360000005,0.3364167649999992
ssw__glc_glyc_glc__1,0.8209964670307076,0.9862029659999999,0.565682133000001,-1.4659991440000013,0.5272570349999999
ssw__glc_glyc_glyc__1,0.4641054075002123,3.61978501,0.3070424930000009,-0.5806601790000006,0.2746682449999991
ssw__glc_xyl_glc__1,1.6558601517089349,1.140358458,0.029020071999999782,-1.242127184000001,-0.35453504500000044
ssw__glc_xyl_xyl__1,0.4140551514869735,0.6326973539999999,-0.2438474470000003,-0.7752710380000014,-0.20853702500000185
ica__wt_glc__1,1.4637238448970111,0.15839832099999995,-0.02120516499999958,-0.7268877690000011,-1.1147660930000018
ica__wt_glc__2,1.0692131300164036,0.15846931599999992,-0.013075077999999962,-0.7699083190000007,-1.1984546920000003
ica__wt_glc__3,0.3887934611921171,-0.17828244699999996,0.0930502690000008,-0.5550889640000012,-0.5317266690000011
ica__wt_glc__4,0.7415529341401269,-0.5305320219999999,0.399858493,-0.701890070000001,-0.2623442850000011
ica__arg_sbt__1,1.7437811439321296,4.667000216,0.17296083299999945,-0.9857155870000014,-0.7130596030000014
ica__arg_sbt__2,0.9681177800061808,4.146944016000002,0.4931735029999995,-0.8052297820000014,-0.5527461320000011
ica__cytd_rib__1,1.974822909656267,2.769475364,0.5032386530000004,-0.6435942390000005,0.8413076649999987
ica__cytd_rib__2,2.378054815185598,2.98408971,0.4864851229999996,-0.6875447610000016,0.7168878949999993
ica__gth__1,-0.9030786097824256,0.222390415,-0.3447319570000005,-0.8140340760000004,0.23464762499999914
ica__gth__2,-0.7353885981185597,-0.284162713,-0.5509396859999995,-0.9197743240000024,0.03602994499999923
ica__leu_glcr__1,0.1486212855084105,0.8866739490000001,1.0260792930000004,-0.5381583960000018,-0.3892439150000016
ica__leu_glcr__2,0.0708659071432822,0.927542062,0.964590953,-0.5397882840000019,-0.4901262500000012
ica__met_glc__1,1.5005751076309235,-0.16430250699999993,-0.0020434050000002198,-0.7339297900000012,-1.2518318020000017
ica__met_glc__2,0.718604548781972,-0.02649424099999997,-0.06998528999999998,-0.7304694330000014,-1.1905887250000011
ica__no3_anaero__1,-2.2614832362636856,-0.782791948,0.16601552300000044,-0.7996812930000008,-0.11737177500000052
ica__no3_anaero__2,-2.0557840988203595,-0.1003277629999999,0.1659366630000001,-0.7648052850000013,-0.2346329650000012
ica__phe_acgam__1,1.1889220160486935,-0.0415924379999999,0.08710832000000046,-0.5583355860000019,-0.8871626400000014
ica__phe_acgam__2,1.0693856027961466,0.13867651699999994,0.07371453200000032,-0.4918045360000018,-1.0565964590000014
ica__thm_gal__1,0.8407892649750217,1.4422107839999998,0.41909228299999945,-0.6206503470000015,-0.16482862500000015
ica__thm_gal__2,1.0784189560078614,1.4845763570000003,0.4125785030000007,-0.6047507440000004,-0.15669868500000028
ica__tyr_glcn__1,1.7974440328131969,-0.04928041799999994,0.211699823,-0.6034127080000005,-0.6120214560000008
ica__tyr_glcn__2,1.976985044392063,0.13233005400000009,0.2492893929999997,-0.6014504730000017,-0.636866297000001
ica__ura_pyr__1,0.6594239810758264,0.468623295,0.8236668229999999,-0.5894554290000009,-0.3158368550000006
ica__ura_pyr__2,1.411172563271767,1.3825090880000002,1.104333543000001,-0.5449526920000007,-0.11250578500000152
ica__wt_glc__5,0.9006989446754775,0.201972941,0.3105034530000008,-0.6705241160000011,-0.19704825500000034
ica__wt_glc__6,1.168054165522391,0.20145019899999994,0.3376528430000008,-0.6067997510000005,-0.016725155000001383
ica__bw_delpurR_cytd__1,1.5220486250098362,0.34283772400000023,-0.14178576699999998,-0.7190110720000007,-0.7562658370000008
ica__bw_delpurR_cytd__2,0.9351691408568292,0.10879135599999999,0.2554834630000009,-0.6968049610000016,-0.24630387500000064
ica__ade_glc__1,1.1621463761687187,0.21660122299999984,0.27079068299999953,-0.6706830310000012,-0.3082547050000013
ica__ade_glc__2,2.4260687671197205,0.10813036500000006,-0.10748262699999957,-0.7218945370000007,-0.7539613130000014
ytf__wt_glc__1,0.418897712159431,0.2225294760000001,0.34000217300000024,-1.0162461270000005,0.048335154999998416
ytf__wt_glc__2,1.0799044774372002,0.8406228470000001,0.487174103000001,-1.3082336250000015,0.008906584999998302
ytf__delyafC__1,-0.0337523037058012,1.7044669950000002,0.518280163,-1.7164273530000018,0.9312559249999984
ytf__delyafC__2,-0.3349089298319384,1.954919891,0.558626223000001,-1.6210117860000004,0.8762793349999995
ytf__delyeiE__1,0.1287241000537484,0.389720723,0.4528218430000006,-0.1461128140000003,0.37449202499999856
ytf__delyeiE__2,1.468896096624256,-0.09809060700000004,0.3693801830000005,-0.4326376600000009,0.10842385499999983
ytf__delyiaJ__1,0.1662655911333443,0.7748998730000001,0.4900788630000008,-1.55639051,0.8927779449999989
ytf__delyiaJ__2,-0.4384029195769904,0.928068097,0.4743345229999996,-0.8717574610000014,0.9751252049999994
ytf__delyieP__1,-0.5334484635309867,0.7473863140000001,0.8306116230000011,-1.347170503000001,0.4164926649999998
ytf__delyieP__2,-0.1286959299844214,0.804900408,0.7498248230000009,-1.305195932000002,0.4211253349999993
ytf__wt_ph5__1,0.6070322784055991,-0.405975209,0.3985759630000008,-0.5570430830000017,0.07739173499999907
ytf__wt_ph5__2,1.0807733436305411,0.5341662010000001,0.4747397030000009,-0.5606580010000021,0.1304866149999988
ytf__wt_ph8__1,0.1526669145375566,0.35300542400000023,0.2756429229999995,-0.5787427820000008,0.17264195499999954
ytf__wt_ph8__2,0.5776361816615887,-0.116884953,0.2681548629999995,-0.3957363220000012,0.20743109499999868
ytf__delybaO__1,0.9123097278703308,2.2338482020000003,0.5823761830000009,-1.6552725600000002,0.785503584999999
ytf__delybaO__2,0.0536684338260134,1.82239334,0.6367440230000003,-1.410532003000002,0.6704792449999992
ytf__delybaQ__1,0.6932943728950886,0.426613057,0.3329404930000006,-0.606795733000002,-0.10467602500000163
ytf__delybaQ__2,0.4368197379247041,-0.03143624899999997,0.3236855130000009,-0.5836305950000007,-0.13997920500000127
ytf__delybiH__1,0.1463142993586345,1.121109762,0.6363319829999998,-0.9780890030000008,0.18352660499999907
ytf__delybiH__2,-0.5637795047150759,1.5038980430000002,0.5546718429999995,-1.476111577000001,0.5048975449999986
ytf__delydcI_ph5__1,0.4245008398943944,0.2403568119999999,0.36809995299999976,-0.6045711670000014,-0.1335313650000014
ytf__delydcI_ph5__2,0.4997053432030781,0.4229281039999999,0.4226014830000011,-0.612837080000002,-0.0947178250000018
ytf__delydcI_ph8__1,0.1112918493704516,-0.27381950999999993,0.3631957630000002,-0.4941553620000008,0.2929409749999987
ytf__delydcI_ph8__2,0.2910545903682052,0.14736295800000002,0.3071113430000008,-0.6297628440000018,-0.07397079500000102
ytf__delyddM__1,0.1983786187967824,0.13672952699999996,0.8218948030000011,-0.5226934970000006,0.5608763049999991
ytf__delyddM__2,0.2736926049991584,0.20323731900000008,0.8320546029999996,-0.4254320210000007,0.4931839349999994
ytf__delyheO__1,-0.102453952425697,1.8918575430000002,0.5961686430000004,-1.8218537240000008,0.7981991849999996
ytf__delyheO__2,-0.4542314059805479,2.0299865770000003,0.6336565129999999,-1.8295830700000009,0.7979975949999982
fps__bw_glc__1,0.4804433450199723,0.08832216500000012,0.23073483299999964,-0.6606700440000015,-0.5939824160000011
fps__bw_glc__2,1.0770349704706248,0.744778156,0.16040873300000058,-0.7722607140000015,-0.4638760710000014
fps__fps_thrA_ale1__1,0.0277802434342436,0.4882123869999999,0.3327312029999998,-0.5674762880000017,0.2506921749999993
fps__fps_thrA_ale1__2,0.2021374834652765,0.07741378200000004,0.3516250830000001,-0.7100081640000013,0.1171958749999984
fps__fps_thrA_ale2__1,0.7811267750797694,0.195739927,0.22966762300000101,-0.7084273220000004,-0.05670448500000092
fps__fps_thrA_ale2__2,0.1862851455867824,0.439665097,0.28896753300000105,-0.6741296350000017,-0.07788523500000187
fps__fps_serB_ale1__1,0.4796543105517977,0.004324892999999941,0.2630278130000008,-0.7472038340000005,-0.0532821650000006
fps__fps_serB_ale1__2,0.9686724854746208,0.344159017,0.3896577630000007,-0.6559473680000014,-0.17460455500000016
fps__fps_serB_ale4__1,-0.1041406716830472,0.29698042400000024,0.20591431300000096,-1.1846466490000012,0.3308044149999993
fps__fps_serB_ale4__2,-0.1205220619079617,0.5944728570000001,0.3602136930000004,-1.019253874000002,0.34874165499999954
fps__fps_ptsI_ale1__1,1.2711076103795176,2.296073832,0.045779202000000296,-0.9269502930000008,0.1815387649999991
fps__fps_ptsI_ale1__2,1.3603264314788115,2.482024956,0.14486478300000094,-0.8308143870000021,0.07463568499999873
fps__fps_ptsI_ale3__1,1.546086573422871,1.820620658,0.2525903130000007,-0.8180644960000016,-0.04807274500000069
fps__fps_ptsI_ale3__2,1.2746481564900656,1.5622534630000002,0.22323634299999995,-0.8140812820000018,-0.08459257500000028
pal__lyx_ale2_f6__1,-0.4319228695970109,2.4847977869999998,0.3334221829999997,-0.4994335160000016,0.16817323499999934
pal__lyx_ale2__1,1.0868222146928916,1.9581960470000004,0.2649081029999998,-0.5389567430000017,0.40226726499999893
pal__lyx_ale2__2,1.2493591633416212,1.95504017,0.3071416530000004,-0.5235788160000006,0.31857179499999866
pal__lyx_ale4__1,-0.0912919322099565,1.6979918,-0.057655872999999865,-0.7789653710000017,-0.18964956500000166
