,A,CymR
spore_genes:wt_0h:3,0.4238158818393423,-0.058377083941832275
spore_genes:delygaB_3h:3,-0.8780805834539582,0.21892497461196656
spore_genes:delyizD_0h:1,-2.4004499544984763,0.4252355578592715
spore_genes:delyizD_0h:2,-1.0592041607127984,-0.005822520286855593
spore_genes:delyizD_0h:3,-0.8081879546219136,-1.9272845859047552
spore_genes:delykzB_0h:1,-2.13581580022893,-0.2871408210021995
spore_genes:delykzB_0h:2,-2.358683026696612,-0.9598379977721044
spore_genes:delykzB_0h:3,-1.5215111415938438,-0.32996045088048304
swarming:comIQ12L:1,0.194382767165156,-0.07271477189233178
swarming:comIQ12L:2,0.4969709813399593,0.08973342320690314
swarming:comIQ12L:3,-0.6913537485051087,-0.017018651314569592
swarming:comIQ12L_delefp:1,1.0759941612166193,-0.08864716662874894
swarming:comIQ12L_delefp:2,-0.06088044341856115,0.12243211437909984
swarming:comIQ12L_delefp:3,0.11224125551549696,-0.010924034366545321
swarming:comIQ12L_delefp_fliYS164A:1,1.4895675571325042,-0.19179944666498727
swarming:comIQ12L_delefp_fliYS164A:2,0.7083115678180184,-0.05348534186253584
swarming:comIQ12L_delefp_fliYS164A:3,0.8882734084515065,-0.036321122758636186
swarming:comIQ12L_delefp_nusGN21S:1,0.679115414438231,0.11070113428785876
swarming:comIQ12L_delefp_nusGN21S:2,0.5689762945401421,-0.3493156382908173
swarming:comIQ12L_delefp_nusGN21S:3,0.5493368948599922,0.07127141108103885
synant49:ctrl:1,3.197204184271143,0.0245216537387849
synant49:ctrl:2,-2.392970304265824,-0.11652931512316655
synant49:ctrl:3,-0.8042338800053243,0.092007661384379
synant49:synant49:1,-1.5990723361042418,-0.4812599341985066
synant49:synant49:2,-1.2860878611969897,-1.4088333033664036
synant49:synant49:3,-1.8802196099544737,-1.2215409527271968
tasA:wt_72h:1,1.811072972658256,0.2684990508790479
tasA:wt_72h:2,1.8841056144068105,-0.09838714010484306
tasA:deltasA_72h:1,12.191172336956615,0.6038856040480214
tasA:deltasA_72h:2,10.916763626392601,0.4725324269093774
tasA:wt_24h:1,6.808436305688828,-0.14462231005459358
tasA:wt_24h:2,-6.808436305688822,0.14462231005459358
tasA:wt_48h:1,2.660658521338641,0.6341725993001113
tasA:wt_48h:2,1.7915916231604918,0.8079046268897914
tasA:deltasA_24h:1,19.34792788497801,0.9673847261622974
tasA:deltasA_24h:2,17.866661095556086,1.035504272932947
tasA:deltasA_48h:1,19.229432150246502,0.9235208732995835
tasA:deltasA_48h:2,19.532968566132904,0.8531518930102724
yacP:wt:1,-0.7178024487473644,-0.026898905703670373
yacP:delyacP:1,1.3043490886769264,-0.3468341288916337
yacP:yacP_induced:1,0.006259621031306104,0.15310079738071813
yacP:yacP_no_induce:1,-0.7953655339242474,0.15293354454467956
yacP:wt:2,0.4354505817047189,-0.0934316853415842
yacP:delyacP:2,-0.4560681606285935,-0.07224214499341919
yacP:yacP_induced:2,0.34439277601287216,0.21520298598356646
yacP:yacP_no_induce:2,-0.4914725944275945,0.4017951129987161
yacP:wt:3,0.2823518670426453,0.12033059104525368
yacP:delyacP:3,-0.3213420282987843,0.09718413116290048
yacP:yacP_induced:3,-1.0466587220147792,0.15534570349920074
yacP:yacP_no_induce:3,-1.166594078244665,0.20293595198299208
yonO:wt:1,-0.2393165235268703,-0.6413323248372791
yonO:wt:2,0.2085301805016395,0.3675993495282066
yonO:wt:3,0.030786343025237764,0.2737329753090725
yonO:wt_mmc:1,6.581997576809576,-2.2744490052229884
yonO:wt_mmc:2,6.915253191595148,-1.9958084624728496
yonO:wt_mmc:3,6.185680928694418,-1.7086457807260698
yonO:delyonO:1,0.17455930369510025,0.5698008466981186
yonO:delyonO:2,0.8193599375375601,0.17747479046265724
yonO:delyonO:3,0.3312270165721801,-0.5663335573683383
yonO:delyonO_mmc:1,4.643624532541316,-1.89497042085548
yonO:delyonO_mmc:2,6.465613115586065,-2.493137373686857
yonO:delyonO_mmc:3,5.64836700183352,-2.625729702890358
yydF:ctrl:1,0.2203585200194872,-0.09026656321850712
yydF:ctrl:2,0.5785309222176075,-0.044841613443858286
yydF:ctrl:3,-0.7988894422370926,0.13510817666236452
yydF:yydF:1,0.12800478860073372,0.1418692774550907
yydF:yydF:2,1.0220594928051858,0.2291828701086107
yydF:yydF:3,0.7592556738779936,0.2583608131557229
