,A,SigB
ecm_tasA:delcssRS:3,-9.943700643609152,-2.0826187593673264
ecm_tasA:wt:1,-0.4154556890587597,0.04243930702277332
ecm_tasA:wt:2,0.4154556890587524,-0.0424393070227751
heatshock:wt_37C:1,3.9391061190410785,0.14353824145598806
heatshock:wt_37C:2,3.8741050661612375,0.43991078448183
heatshock:wt_37C:3,-7.8132111852022845,-0.5834490259378189
heatshock:wt_48C:1,1.8458739838859644,0.05399280570973808
heatshock:wt_48C:2,2.890150713220033,0.2624513461162001
heatshock:wt_48C:3,0.048594209633129215,0.42821761119219737
heatshock:wt_53C:1,16.453738601248812,2.041367175146571
heatshock:wt_53C:2,16.55948802446414,1.7367946773884515
heatshock:wt_48_53C:1,15.983164880709973,1.5619286525643767
heatshock:wt_48_53C:2,18.50923803216066,1.9928613729308384
heatshock:wt_48_53C:3,18.085203872956505,2.4426771491189934
heatshock:delrelA_37C:1,5.680639454910858,-0.2533796294444235
heatshock:delrelA_37C:2,10.483889483214968,0.3553599391884523
heatshock:delrelA_48C:1,7.23383564802918,0.6608322972623437
heatshock:delrelA_48C:2,19.21918282524345,2.326769708455772
heatshock:delrelA_48C:3,24.074360893119568,1.7871859400520291
heatshock:ppGpp_null_37C:1,-2.9101426101467136,-0.0010715012964670476
heatshock:ppGpp_null_37C:2,0.22135188987588095,-0.1592714033099547
heatshock:ppGpp_null_37C:3,-5.488486730809512,-0.4611563316707698
heatshock:ppGpp_null_48C:1,3.6591092673991192,1.2419532790913663
heatshock:ppGpp_null_48C:2,9.300667848351194,0.5771343374638711
heatshock:ppGpp_null_48C:3,1.0950354416877879,0.5894367832292113
ldar:yfiJKplus:1,30.16195358088677,3.343429420647442
ldar:yfiJKplus:2,30.72858960480371,4.349088658923485
ldar:yfiJ_A152E:1,28.21721506693598,3.976282749111686
ldar:yfiJ_A152E:2,30.85734565802703,4.154188619823284
ldar:wt:1,1.8734594101911064,0.3057361601170783
ldar:wt:2,-4.522264857067428,-0.6801123843985408
ldar:wt:3,2.6488054468762785,0.37437622428146256
mk7:shake:1,-0.0034547075518723447,0.03763076724771608
mk7:shake:2,0.20405890500030727,0.05862964123055825
mk7:shake:3,-0.23484231841158404,-0.08275030451873455
mk7:shake:4,0.034238120963182336,-0.013510103959539776
mk7:static:1,-4.235201293012768,-1.4817854500206131
mk7:static:2,-3.991903262861954,-1.6235514388025718
mk7:static:3,0.7367234911611038,-0.39770213501563134
mk7:static:4,0.9328602282097278,-0.4777862537443287
nusA:nusA_induced:1,-7.36784122216642,-0.047009298303167135
nusA:nusA_induced:2,-7.990484528895447,0.06430802925133783
nusA:nusA_induced:3,-8.605303014848154,0.04766326856397285
nusA:nusA_induced:4,-6.581489066361468,-0.19859340676978832
nusA:nusA_induced:5,1.841956291697139,-0.11066038094284814
nusA:nusA_induced:6,11.187930480830348,0.12262129346758233
nusA:no_nusA:1,-2.2600021708285163,0.04063111175704215
nusA:no_nusA:2,-2.869353523356984,0.00812501097983187
nusA:no_nusA:3,-3.110612268665589,0.015655366530401338
nusA:no_nusA:4,-3.3293683375809646,-0.17033263008304902
nusA:no_nusA:5,3.2172209892464845,-0.11428390406527188
nusA:no_nusA:6,8.352115311185539,0.2202050448810509
pamR:wt_exp:1,1.0455953421224449,0.2993308234552297
pamR:wt_exp:2,-1.0455953421224655,-0.2993308234552288
pamR:delydhC_exp:1,2.039622578829386,-2.0325265339731966
pamR:delydhC_exp:2,3.1397890801772173,-0.7219328851706015
pamR:delydhC_exp:3,5.357500540273676,-1.014230815400575
pamR:wt_stat:1,1.6622618677482075,0.9096113872205908
pamR:wt_stat:2,4.157564823224148,0.7256843902892083
pamR:wt_stat:3,10.683831618791949,1.034673338237802
pamR:delydhC_stat:1,13.299894553519941,0.8717761417013827
pamR:delydhC_stat:2,14.461582624471443,1.0098890190233458
rho_strains:ncib3610:1,2.7639827945250266,0.3480415446391341
rho_strains:ncib3610:2,-2.763982794525021,-0.3480415446391341
rho_strains:ncib3610_delrho:1,7.201757590270714,1.3464059249111742
rho_strains:ncib3610_delrho:2,2.421590400655869,0.7835838899435901
rnase_j1:delrnjA:1,7.151380890410043,-0.7355430905119311
rnase_j1:delrnjA:2,-8.552023684367779,-1.4419618474117373
rnase_j1:delrnjA:3,-9.294685842447473,-1.3966808995418925
rnase_j1:wt:1,7.156777636355233,0.3198320937772827
rnase_j1:wt:2,-3.258996749349018,-0.23408592728100966
rnase_j1:wt:3,-3.897780887006206,-0.08574616649627131
sigI:delrsgI_37C:1,-5.375021383074625,-0.21052546581148768
sigI:delrsgI_37C:2,6.6229241205805875,1.6258100981846937
sigI:delrsgI_37C:3,5.718653870375888,0.5532217235269821
sigI:delrsgI_52C:1,5.9007383258099,1.4478931897461864
sigI:delrsgI_52C:2,6.446127037702652,1.474214061413211
sigI:delrsgI_52C:3,0.3603734708504356,1.0247450161303302
sigI:delrsgI_sigI_37C:1,-0.7994754827836025,0.3321011777286591
sigI:delrsgI_sigI_37C:2,4.804156382913927,1.1950998135412396
sigI:delrsgI_sigI_37C:3,8.841844194794634,0.6718719400013553
sigI:delrsgI_sigI_52C:1,8.71449561835618,2.1084019021816287
sigI:delrsgI_sigI_52C:2,10.06513374810378,2.2904446965236724
sigI:delrsgI_sigI_52C:3,10.261300534410466,2.0626557556775813
sigI:wt_37C:1,-1.4659134825098232,-0.048284294310827036
sigI:wt_37C:2,2.363134189970536,0.058886403322848224
sigI:wt_37C:3,-0.8972207074607238,-0.010602109012021188
sigI:wt_52C:1,4.00045649972257,1.3149518741533957
sigI:wt_52C:2,9.206127723892676,2.169307801143245
sigI:wt_52C:3,8.41412836214616,2.325891739284356
spbeta:spbeta_nopep_20m:1,5.950914330558339,0.3575914876375705
spbeta:spbeta_pep_20m:1,5.930647449466338,0.39815265229150576
spbeta:spbeta_nopep_20m:2,6.212875619003293,0.5465865689149272
spbeta:spbeta_pep_20m:2,6.999237796365869,0.7245542490123373
spbeta:phi3T_pep_10m:1,13.513971735487914,1.464106062013622
spbeta:phi3T_pep_20m:1,5.4307142993359,0.5795193464320185
spbeta:phi3T_nopep_10m:1,14.081594640951593,1.617828397060876
spbeta:phi3T_nopep_20m:1,4.273166486020752,0.2609120554291007
spbeta:phi3T_pep_10m:2,2.3995869271898957,-0.02399306633795639
spbeta:phi3T_pep_20m:2,8.214210516318017,0.6654604969408133
spbeta:phi3T_nopep_10m:2,4.410619037943444,0.05167690388459079
spbeta:phi3T_nopep_20m:2,10.247994830139133,0.9064678873431316
spbeta:phi3T_pep_10m:3,-15.91355866267782,-1.4401129956756618
spbeta:phi3T_pep_20m:3,4.919570023734287,0.5685448681414638
spbeta:phi3T_nopep_10m:3,-13.264929117907338,-1.2581933408756587
spbeta:phi3T_nopep_20m:3,3.3547137175246036,0.4819449256275199
spore_genes:wt_0h:1,-0.4137223403775479,0.2269136845008521
spore_genes:delyphF_0h:1,-0.039195535511717436,0.3242805446174435
spore_genes:delyphF_0h:2,-2.016664802919272,0.2482471833181741
spore_genes:delyphF_0h:3,9.108017989073296,0.7118638825622812
spore_genes:delygaB_0h:1,-7.804013112052018,0.3642596973290715
spore_genes:delygaB_0h:2,-6.1509209666139055,0.22696188953216456
spore_genes:delygaB_0h:3,-4.396947087164427,0.21755771554208805
spore_genes:wt_3h:1,-3.1071658002060865,-0.2571291024690625
spore_genes:wt_3h:2,-2.2318379671663524,-0.0807724999722268
spore_genes:wt_3h:3,-4.502703360440117,-0.21357103866091973
spore_genes:delyizD_3h:1,-3.9096922562006764,-0.02004988794814011
spore_genes:wt_0h:2,1.5969488246687422,0.011546970280398305
spore_genes:delyizD_3h:2,-4.394434063843487,0.01748414783059094
spore_genes:delyizD_3h:3,-3.8403461669406713,-0.15426480820416533
spore_genes:delykzB_3h:1,-4.559034181769938,-0.5153033413244099
spore_genes:delykzB_3h:2,-4.613548229602394,-0.4977660765531011
spore_genes:delykzB_3h:3,-7.0890835174985325,-0.8973863265186157
spore_genes:delyphF_3h:1,-1.207965941171942,-0.0036289555114601404
spore_genes:delyphF_3h:2,-2.8607233491117454,-0.1946084082481523
spore_genes:delyphF_3h:3,-1.6448622404812996,0.040805669832607805
spore_genes:delygaB_3h:1,-4.063680839674416,0.07399203843206159
spore_genes:delygaB_3h:2,-3.4406591594480385,0.18748645724090365
spore_genes:wt_0h:3,-1.1832264842912177,-0.2384606547812496
spore_genes:delygaB_3h:3,-3.8359967134261623,0.16565743037801894
spore_genes:delyizD_0h:1,-6.085862361540802,0.046913475867865984
spore_genes:delyizD_0h:2,-5.8399108351966165,-0.17594641725750115
spore_genes:delyizD_0h:3,1.98008870963209,-0.03381066381287123
spore_genes:delykzB_0h:1,-0.3658924159211467,-0.01722524811145032
spore_genes:delykzB_0h:2,-0.044204140867500484,0.03544116764132532
spore_genes:delykzB_0h:3,-6.462991704491758,-0.3740055681627954
swarming:comIQ12L:1,-0.6329748293099923,-0.42504010061361175
swarming:comIQ12L:2,-0.0302203681830928,-0.015975226868774506
swarming:comIQ12L:3,0.6631951974930831,0.4410153274823845
swarming:comIQ12L_delefp:1,-8.240774865338821,-0.6063578629962079
swarming:comIQ12L_delefp:2,-10.358103426392256,-0.5131066154751318
swarming:comIQ12L_delefp:3,-12.543957583858946,-0.2610560529472288
swarming:comIQ12L_delefp_fliYS164A:1,-11.214821663560462,-0.6502438367142016
swarming:comIQ12L_delefp_fliYS164A:2,-12.885708528883114,-0.4818200211569153
swarming:comIQ12L_delefp_fliYS164A:3,-12.584150405349964,-0.3544489909672324
swarming:comIQ12L_delefp_nusGN21S:1,-10.282534419428515,-0.3226850450189609
swarming:comIQ12L_delefp_nusGN21S:2,-10.158593366989544,-0.4838229400256608
swarming:comIQ12L_delefp_nusGN21S:3,-12.521816474767856,-0.07426266098250434
synant49:ctrl:1,-1.3154986388495076,0.06536888473293523
synant49:ctrl:2,-1.0572775897865183,-0.4048191873748728
synant49:ctrl:3,2.3727762286360097,0.33945030264193576
synant49:synant49:1,9.802765614019442,1.379912705141768
synant49:synant49:2,7.0681869603767975,0.9126847360050758
synant49:synant49:3,1.3943833212311394,0.3921575997845572
tasA:wt_72h:1,11.906138137263474,4.567056344502525
tasA:wt_72h:2,14.304521770750398,3.013343564528972
tasA:deltasA_72h:1,9.8326143557174,4.609678252373252
tasA:deltasA_72h:2,13.948895654118138,5.802569271928011
tasA:wt_24h:1,-0.7654787554720077,0.05896374822116179
tasA:wt_24h:2,0.7654787554720152,-0.0589637482211609
tasA:wt_48h:1,15.144637495453493,4.482411361223498
tasA:wt_48h:2,13.250716019975721,4.923081916473509
tasA:deltasA_24h:1,8.686230130754018,4.824667729304903
tasA:deltasA_24h:2,6.738892795453078,4.2801612088291945
tasA:deltasA_48h:1,6.244024903394225,4.488436466324102
tasA:deltasA_48h:2,7.079678494074157,4.691028369941586
yacP:wt:1,-0.08374754866038775,-0.08680996975347366
yacP:delyacP:1,-1.2914890616541794,-0.13637944998537144
yacP:yacP_induced:1,-0.021249695796382556,0.20178978864215047
yacP:yacP_no_induce:1,0.4763847786541248,0.254379953158697
yacP:wt:2,-0.5120910688863676,0.0201050375961751
yacP:delyacP:2,-1.888424325282507,-0.03986151676470849
yacP:yacP_induced:2,0.5723685725511287,0.20290826751154434
yacP:yacP_no_induce:2,0.9009213003091878,0.3477600384944157
yacP:wt:3,0.5958386175467401,0.06670493215730122
yacP:delyacP:3,-1.6151214700272345,0.1102805059392944
yacP:yacP_induced:3,0.024783126179548285,0.1800544279035705
yacP:yacP_no_induce:3,-0.22479931403518225,0.13847950318226232
yonO:wt:1,-2.9232088240032668,-0.7517206355503898
yonO:wt:2,-0.9120048366755548,-0.0516126620695605
yonO:wt:3,3.83521366067884,0.8033332976199521
yonO:wt_mmc:1,-7.698952745374007,-2.376378111690566
yonO:wt_mmc:2,-3.7434292913214935,-1.7715662005290245
yonO:wt_mmc:3,-3.3250412931885567,-1.6942905974728701
yonO:delyonO:1,-7.927629505300944,-1.4116161615552016
yonO:delyonO:2,1.6623464400539203,0.17209994852151134
yonO:delyonO:3,2.121843655194919,-0.05206331362977679
yonO:delyonO_mmc:1,-10.642754254126157,-2.8598208058964625
yonO:delyonO_mmc:2,-5.158347777222252,-2.0352139289166296
yonO:delyonO_mmc:3,-6.238689642823408,-2.025405898517347
yydF:ctrl:1,-0.7291742470050255,-0.22167791955320126
yydF:ctrl:2,-0.5871865319832996,0.056424299933198085
yydF:ctrl:3,1.3163607789883085,0.1652536196200014
yydF:yydF:1,3.858197908102206,0.5130500894774208
yydF:yydF:2,4.394671483015151,0.7165807732382898
yydF:yydF:3,7.521198974773093,1.3017011021673266
