,A,Lrp,ihfB
nac_ntrc__bw_delnac_cytd__2,0.7819739615,0.31627001,0.423041565
nac_ntrc__bw_delnac_gln__1,-1.2981808013,0.20808448000000002,0.8464916450000001
nac_ntrc__bw_delnac_gln__2,-0.8966472883000001,0.1513594,0.8042016750000001
nac_ntrc__bw_delnac_nh4__1,2.6077719227,0.23073662,-0.302034215
nac_ntrc__bw_delnac_nh4__2,2.4388771193,0.13001687,-0.19284083500000002
misc__wt_no_te__1,0.4614678002,-0.30092759999999996,0.868944275
misc__wt_no_te__2,1.114040696,-0.19214711,0.509379655
misc__bw_delcbl__1,2.7981885023,-0.30941163,-0.339403675
misc__bw_delcbl__2,2.7104369472,-0.26496448,-0.297203465
misc__bw_delfabr__1,2.5709517442000003,-0.26036956,-0.6204796650000001
misc__bw_delfabr__2,2.4951780881,-0.27374641,-0.5922961330000001
misc__bw_delfadr__1,2.8054752251,-0.35011749999999997,-0.26224984500000004
misc__bw_delfadr__2,2.7120843575,-0.23017134,-0.136506935
misc__nitr_031__1,0.1817097627,-0.18571492,0.036167395000000005
omics__wt_glu__1,0.4630503483,-0.619665303,-0.13827825500000002
omics__wt_glu__2,0.5988003874,-0.41678455000000003,-0.251474605
omics__wt_gly__1,0.44855999090000004,-0.46201224,-0.8723242170000001
omics__wt_gly__2,0.6261512295,-0.45940358000000003,-0.871424807
omics__wt_thr__1,-3.5941287379,-0.823787359,-0.185728995
omics__wt_thr__2,-3.0254595495,-0.6692287650000001,-0.34076356500000005
omics__bw_ac__1,-3.1187089351,-0.31974963,0.647908585
omics__bw_ac__2,-2.4226666259,-0.27927106,0.605473425
omics__bw_fum__1,-1.0145224023,-0.492263198,0.018456405000000002
omics__bw_fum__2,-1.2656453098,-0.40191275,-0.006356255000000001
omics__bw_glc__1,-0.1997027955,0.06089709,0.164126605
omics__bw_glc__2,-0.10288984770000001,0.04774304,0.15512309500000002
omics__bw_pyr__1,0.5768798409,-0.24984238,0.644921705
omics__bw_pyr__2,0.4443973518,-0.18606416,0.659472645
ompr__wt_nacl__1,-2.3584987395,-1.768785747,0.277552005
ompr__wt_nacl__2,-2.448367695,-1.60188357,0.08413458500000001
ompr__bw_delompr_nacl__1,-5.0210395293,-2.108711887,0.009492215
ompr__bw_delompr_nacl__2,-5.2511487616,-2.047493032,-0.13246892500000002
minspan__wt_ade__1,0.5535480062,0.11695164,0.323090545
minspan__wt_glc__1,-0.9094908009,-0.23467701,-0.0050519250000000005
minspan__wt_glc__2,-0.9735837015000001,-0.30810333,0.045105535
minspan__wt_glc__3,-0.9479083439,-0.32713585,-0.07972467500000001
minspan__wt_glc_anaero__1,3.8225101689,-0.42433926,-0.17243101500000002
minspan__wt_glc_anaero__2,4.6305709065,-0.36819001,-0.170063665
minspan__wt_trp__1,2.9703409531,0.16952413,0.631325145
minspan__bw_delcra_glc__1,3.7379491607,0.02859596,0.5065485750000001
minspan__bw_delcra_trp__1,3.8849523073,0.48235206,0.906130685
minspan__bw_delmntr__1,3.286639159,-0.489868083,0.004072415
minspan__bw_delnac_ade__1,6.7907166074,-0.25947829,0.073518865
minspan__bw_delnac_glc__1,-1.7798863977,-0.16589605000000002,0.12347822500000001
cra_crp__wt_ac__1,-2.2696524952,-0.7937532780000001,-0.30622956500000004
cra_crp__wt_ac__2,-2.069726193,-1.007436182,-0.352816565
cra_crp__wt_fru__1,0.43007523280000004,-0.7812257650000001,-0.26311180500000003
cra_crp__wt_fru__2,0.59747646,-0.567632298,-0.088390225
cra_crp__delcra_ac__1,-4.7869894318,-0.912469379,0.08919740500000001
cra_crp__delcra_ac__2,-4.4535527089,-0.928845298,0.021087685000000002
cra_crp__delcra_fru__1,0.99190968,-0.14619799,0.279636635
cra_crp__delcra_fru__2,1.1013163209,-0.16313055,0.32569436500000004
cra_crp__delcra_glc__1,0.8009191529,-0.17590444,-0.027273645000000003
cra_crp__delcra_glc__2,0.8780997899,-0.07839542000000001,-0.13678458500000001
rpoB__wt_031__1,-1.4078705176000001,-0.15020317,-0.018986005
rpoB__wt_044__1,0.8648471709000001,-0.14559594,-0.16863898500000002
rpoB__wt_lb__1,-7.7787324989,-1.593807688,0.377391115
rpoB__wt_lb__2,-6.9829645299,-1.529605959,0.29310171500000004
rpoB__rpoBE546V_031__1,-0.6449923952000001,0.20338541000000002,0.34542376500000005
rpoB__rpoBE546V_044__1,-0.7871259021,0.22428217,0.433644805
rpoB__rpoBE546V_lb__1,-6.2419837211,-1.654974314,0.154811065
rpoB__rpoBE546V_lb__2,-5.6232825007,-1.659310064,0.184431905
rpoB__rpoBE546V_glc__1,-0.19803162,-0.29452587,-0.25137586500000003
rpoB__rpoBE672K_glc__1,0.8558766323,-0.23889059999999998,-0.868628418
rpoB__rpoBE672K_glc__2,0.3434843389,-0.24658735,-0.841749195
rpoB__rpoBE672K_lb__1,-4.9830996436,-2.250047412,-0.730282673
rpoB__rpoBE672K_lb__2,-5.3247126978,-2.232371337,-0.70811133
crp__wt_fru__1,-1.5040751072,-0.30661565,-0.120886425
crp__wt_glyc__1,-1.5976189202,-0.29483978,-0.235195225
crp__wt_glyc__2,-2.0493720437,-0.26687029,-0.226979175
crp__delar1_glyc__1,-0.016365922800000002,0.12869008,0.817711665
crp__delar1_glyc__2,0.9697276183,0.08123358,0.8890342950000001
crp__delar1ar2_glyc__1,-0.9563235842000001,-0.03978781,0.427391075
crp__delar1ar2_glyc__2,-0.6897495647,-0.09250152,0.49290713500000005
crp__delar1ar2_glyc__3,-0.4991450401,-0.02866873,0.45579148500000005
crp__delar2_glyc__1,0.7095527172,0.23935111,1.075854265
crp__delar2_glyc__2,-0.0888293505,0.08016228,0.8624663450000001
crp__delar2_glyc__3,-0.14313244760000002,0.0555708,0.782298315
crp__delcrp_fru__1,-1.6535549921000001,-0.40847084,0.7741806250000001
crp__delcrp_fru__2,-1.6341608176,-0.43283973000000003,0.780515025
crp__delcrp_fru__3,-1.5748430755,-0.42214575,0.668204965
crp__delcrp_glc__1,-1.9214874839,-0.37599616,0.9036337950000001
crp__delcrp_glc__2,-1.5888098884000001,-0.33779719,0.880205215
crp__delcrp_glc__3,-1.8523326502000002,-0.31697267,0.9120195050000001
crp__delcrp_glyc__1,0.1382584222,-0.24442594,0.895131325
crp__delcrp_glyc__2,0.7400644854,-0.40478448,0.8307353350000001
crp__delcrp_glyc__3,1.0635560367,-0.24804841,0.894754805
glu__glu_ale3__1,4.6922244885,-0.25690686,0.6064907850000001
glu__glu_ale4__1,0.3846249147,-0.028286199999999997,-0.26191363500000003
glu__glu_ale5__1,0.023759109100000002,-0.32551995,-0.846024697
glu__glu_ale6__1,-0.9300579587000001,-0.46284116000000003,-0.775242359
glu__glu_ale8__1,5.9269834252999996,-0.30673697,0.6607472950000001
glu__glu_ale9__1,1.706857348,-0.13352759,-0.066971575
glu__glu_ale10__1,4.5348996498,-0.44090492000000003,0.21387256500000001
42c__wt_42c__1,2.1809638046,-0.18141898,-0.314610025
42c__42c_ale1__1,3.3683782348999998,0.02694655,0.116353545
42c__42c_ale2__1,1.6992180696,-0.10089377000000001,-0.254239745
42c__42c_ale3__1,2.9584782607999998,-0.45554957,-0.295363645
42c__42c_ale4__1,1.9999919127,-0.17557376,-0.598037926
42c__42c_ale5__1,2.1208893878,-0.34553532000000003,-0.42064137500000004
42c__42c_ale6__1,7.6902543637,-1.106744179,-0.051506065000000004
42c__42c_ale8__1,2.9701351939,-0.45454868,0.068028155
42c__42c_ale9__1,0.9248714315000001,-0.28569004,-0.241751655
42c__42c_ale10__1,3.7911429539,-0.27727535000000003,-0.179127275
ssw__wt_ac__1,-5.3981102674,-1.123708629,-0.346710805
ssw__wt_glc__1,-0.5221989911,-0.32933045,-0.342105245
ssw__wt_glyc__1,-2.7363422021,-2.208593492,-0.589388949
ssw__wt_xyl__1,8.2648315411,-1.22288826,-0.050211675000000004
ssw__glc_ale1__1,1.1622805929,-0.26204188,0.112337685
ssw__glc_ale2__1,4.1161621639,0.08305934,0.8555401050000001
ssw__glc_ale3__1,3.2105196632,-0.28219376,0.353007465
ssw__glyc_ale1__1,2.6186845651,-0.5586294470000001,0.5749310550000001
ssw__glyc_ale2__1,3.6791344432,-0.01839781,0.20948735500000001
ssw__xyl_ale1__1,-0.1540690626,-0.788568907,0.125166975
ssw__xyl_ale2__1,-1.0909899652,-0.504243603,-0.22523246500000002
ssw__xyl_ale3__1,1.11599786,-0.4955059,-0.522299721
ssw__glc_ac_ac2__1,2.029965,-0.781212087,0.171467045
ssw__glc_ac_glc1__1,0.262865766,-1.081478057,0.336416765
ssw__glc_glyc_glc__1,1.8992977984000001,-0.5697957290000001,0.527257035
ssw__glc_glyc_glyc__1,-0.9106811807,-0.560090508,0.27466824500000003
ssw__glc_xyl_glc__1,0.0103649768,-0.8671927960000001,-0.35453504500000005
ssw__glc_xyl_xyl__1,-1.2548742744,-0.38103017,-0.20853702500000001
ica__wt_glc__1,-0.2579562079,0.06347384,-1.114766093
ica__wt_glc__2,-0.2752137363,0.00921479,-1.198454692
ica__wt_glc__3,0.3995148667,-0.15474256,-0.531726669
ica__wt_glc__4,-0.0852947106,0.17742326,-0.262344285
ica__arg_sbt__1,1.1139202614000001,0.25443381,-0.713059603
ica__arg_sbt__2,1.6275598921999999,0.40943524000000003,-0.552746132
ica__cytd_rib__1,-5.4231887012,-0.43020659,0.8413076650000001
ica__cytd_rib__2,-6.0459190744,-0.6894574240000001,0.716887895
ica__gth__1,-1.6155958142,-1.38914273,0.23464762500000003
ica__gth__2,-0.7846538895,-1.728700302,0.036029945
ica__leu_glcr__1,3.3887530167,0.49080945000000004,-0.38924391500000005
ica__leu_glcr__2,3.4337193937,0.42829762,-0.49012625
ica__met_glc__1,-1.066934338,0.03236606,-1.2518318019999999
ica__met_glc__2,-1.0263321561,0.00803655,-1.190588725
ica__no3_anaero__1,0.9729374917,0.28264288,-0.11737177500000001
ica__no3_anaero__2,1.0579721969,0.32083455,-0.23463296500000003
ica__phe_acgam__1,-1.2403282001,0.058785,-0.88716264
ica__phe_acgam__2,-0.9965851421,-0.00912936,-1.056596459
ica__thm_gal__1,-0.5439412725,-0.0365714,-0.164828625
ica__thm_gal__2,-0.9923694179,-0.08693455,-0.156698685
ica__tyr_glcn__1,-0.9950125901,-0.02905121,-0.612021456
ica__tyr_glcn__2,-0.9621406035000001,0.059710030000000004,-0.6368662970000001
ica__ura_pyr__1,0.6593686891,-0.08445652000000001,-0.315836855
ica__ura_pyr__2,0.7526285669,-0.30024594,-0.11250578500000001
ica__wt_glc__5,-0.4747879842,0.27143482,-0.197048255
ica__wt_glc__6,-0.28850418310000003,0.30022169,-0.016725155000000002
ica__bw_delpurR_cytd__1,-0.0557081997,0.10733268,-0.756265837
ica__bw_delpurR_cytd__2,-1.9464243353000001,0.48952253,-0.246303875
ica__ade_glc__1,-1.7897026124000002,0.46172305,-0.308254705
ica__ade_glc__2,-0.5750909412,0.15487786,-0.753961313
ytf__wt_glc__1,0.6793069762,-0.17537371000000002,0.048335155000000005
ytf__wt_glc__2,1.61093099,-0.07718896,0.008906585
ytf__delyafC__1,-1.1432765992,-0.0800705,0.9312559250000001
ytf__delyafC__2,-1.1327104854,-0.1430551,0.8762793350000001
ytf__delyeiE__1,-0.5449097219,-0.29998502,0.374492025
ytf__delyeiE__2,-0.8056211681000001,-0.26181165,0.10842385500000001
ytf__delyiaJ__1,0.7945511418000001,0.24298552,0.8927779450000001
ytf__delyiaJ__2,0.7503322645,0.35132101,0.9751252050000001
ytf__delyieP__1,2.614673093,-0.20330401,0.41649266500000004
ytf__delyieP__2,2.9610683498,-0.29169976000000003,0.42112533500000005
ytf__wt_ph5__1,0.4521470735,-0.08912223,0.077391735
ytf__wt_ph5__2,0.1445365595,-0.01004875,0.130486615
ytf__wt_ph8__1,-0.538779672,-0.02918246,0.172641955
ytf__wt_ph8__2,-0.2010346872,-0.11547148,0.207431095
ytf__delybaO__1,-0.2743010363,0.17370274,0.7855035850000001
ytf__delybaO__2,1.2321858863,-0.21776249,0.670479245
ytf__delybaQ__1,-0.1789335132,-0.07307209,-0.104676025
ytf__delybaQ__2,-0.0535958256,-0.03263652,-0.139979205
ytf__delybiH__1,1.7919348229,-0.05516978,0.183526605
ytf__delybiH__2,2.8368868074,-0.37959796,0.5048975450000001
ytf__delydcI_ph5__1,0.6862117367,-0.17940493,-0.133531365
ytf__delydcI_ph5__2,0.2307587838,-0.1263042,-0.094717825
ytf__delydcI_ph8__1,-0.177894024,-0.0622388,0.292940975
ytf__delydcI_ph8__2,-0.5311231155,-0.06653646,-0.073970795
ytf__delyddM__1,-0.40691807150000003,-0.1669341,0.5608763050000001
ytf__delyddM__2,-0.37345895700000004,-0.17797947,0.493183935
ytf__delyheO__1,-0.8129498719,0.31964699,0.7981991850000001
ytf__delyheO__2,0.6858887369000001,-0.11753828000000001,0.797997595
fps__bw_glc__1,-0.30739698400000004,0.07226071,-0.593982416
fps__bw_glc__2,-0.34324096730000003,0.06248798,-0.46387607100000006
fps__fps_thrA_ale1__1,3.8495549104,-0.02970654,0.250692175
fps__fps_thrA_ale1__2,3.9922665749,-0.06966261,0.117195875
fps__fps_thrA_ale2__1,4.4251844388,-0.31138188,-0.056704485000000006
fps__fps_thrA_ale2__2,4.6533977439,-0.23852831,-0.07788523500000001
fps__fps_serB_ale1__1,-1.7443894691000001,0.09487494,-0.053282165000000006
fps__fps_serB_ale1__2,-1.3807991084,0.11269868,-0.17460455500000002
fps__fps_serB_ale4__1,-2.8867436253000003,-0.6702027690000001,0.330804415
fps__fps_serB_ale4__2,-2.3874906878,-0.8400275580000001,0.34874165500000004
fps__fps_ptsI_ale1__1,-2.1779298728,-0.20800443000000002,0.18153876500000002
fps__fps_ptsI_ale1__2,-2.2914001527,-0.17410899,0.07463568500000001
fps__fps_ptsI_ale3__1,-1.8943088895,-0.29801178,-0.048072745
fps__fps_ptsI_ale3__2,-1.9639264143,-0.27174836,-0.084592575
pal__lyx_ale2_f6__1,-3.1838756506,-0.38475493,0.168173235
pal__lyx_ale2__1,-1.9276227054000001,-0.03855089,0.40226726500000004
pal__lyx_ale2__2,-2.5417124997,0.01776822,0.31857179500000005
pal__lyx_ale4__1,-2.1469159223,-0.28835679000000003,-0.18964956500000002
pal__lyx_ale4__2,-2.4494937119,-0.39857271,-0.254357585
pal__5drib_ale10_f18__1,-0.5147563479,-0.637938282,-0.26528265500000003
pal__5drib_ale10_f18__2,-0.08604000960000001,-0.7121514,-0.279414645
pal__5drib_ale10__1,-0.3634533017,-0.13741472,-0.027787695
pal__arab_ale14_f9__1,-1.1198998507,-0.551283626,0.353868815
pal__arab_ale14_f9__2,-1.201545607,-0.58050524,0.41974093500000004
pal__arab_ale14__1,1.3751403246,-0.29434625000000003,-0.073725045
pal__arab_ale14__2,0.6728094867000001,-0.19569644,-0.208171285
pal__arab_ale16__1,1.4461057876,-0.26436319,-0.6507081960000001
pal__arab_ale16__2,0.8080572405,-0.18312684,-0.478276798
pal__tartr_ale26_f10__1,-3.5067093281,-0.614576156,0.186856515
pal__tartr_ale26_f10__2,-4.9252432342,-0.7606980680000001,0.250459455
pal__tartr_ale26__1,0.46647525310000004,-0.5587764740000001,0.135640005
pal__tartr_ale26__2,1.0757878857,-0.6404226040000001,-0.011190665
pal__tartr_ale28_f10__1,-2.6786790773,-0.671023727,0.428030885
pal__tartr_ale28_f10__2,-3.0941928225,-0.683802274,0.205704095
pal__tartr_ale28__1,0.392220318,-0.18615218,-0.166460525
pal__tartr_ale28__2,-0.2162373206,-0.11331335000000001,-0.06146080500000001
efeU__delmenFentC_citr__1,-0.25327476,0.09720816,-0.145626785
efeU__delmenFentC_citr__2,0.1436028046,0.19116583,-0.116302715
efeU__delmenFentC__1,1.6858764211000001,-0.26105259000000003,0.549578395
efeU__delmenFentC__2,1.8159599655,-0.22935575,0.43058213500000003
efeU__menFentC_ale39__1,2.4102639994,0.10194157,0.190655385
efeU__menFentC_ale39__2,2.5943197498,0.11070787,0.252124195
efeU__menFentC_ale29__1,4.3783132766,0.12408899,0.5006850850000001
efeU__menFentC_ale29__2,4.2767631921,0.04517944,0.521677585
efeU__menFentC_ale30__1,-1.3935524518,0.05430786,-0.189715765
efeU__menFentC_ale30__2,-1.2458899411,0.12852993000000001,-0.220002785
efeU__menFentCubiC_ale36__1,-0.3296951282,0.24063004000000002,0.28719155500000004
efeU__menFentCubiC_ale36__2,-0.0349224085,0.21198176,0.25688472500000004
efeU__menFentCubiC_ale37__1,1.6144380489999999,0.16018778,0.346392305
efeU__menFentCubiC_ale37__2,1.9354639319,0.09342974,0.490369765
efeU__menFentCubiC_ale38__1,-0.9554681948,-0.26808569,-0.32222528500000003
efeU__menFentCubiC_ale38__2,-0.8979743937,-0.15292358,-0.262492545
misc2__salc_glc__1,5.0086095975,-0.17273662,-0.24330995500000002
misc2__salc_glc__2,5.9506843275,-0.30427998,-0.073045625
misc2__dbcn_glc__1,-0.19764206580000002,-0.963906997,-1.271892759
misc2__dbcn_glc__2,1.1198896232,-0.729987248,-0.634524159
misc2__tyr_glc__1,1.4490655331,0.35550835000000003,0.254435625
misc2__tyr_glc__2,1.5267063946000001,0.37793925,0.410888815
misc2__arg_cytd__1,-0.0988504696,-0.08162854,-0.48980773
misc2__arg_cytd__2,-0.3991681843,-0.026731460000000002,-0.5114058730000001
misc2__delyheO_pyr__1,1.0773205347,-0.16229624,0.115925255
misc2__delyheO_pyr__2,0.9408980087000001,-0.18057665,0.059341995
nquinone__delubiC__1,0.7771915276,0.51154067,-0.316502855
nquinone__delubiC__2,1.5193997434000002,0.46337016000000003,-0.027274305000000002
nquinone__ubiC_ale1__1,-1.5442758979,0.21381844,0.21852216500000002
nquinone__ubiC_ale1__2,-1.4475334949,0.07591557,0.089544445
nquinone__ubiC_ale2__1,-2.1299555899,0.04561992,0.25115724500000003
nquinone__ubiC_ale2__2,-1.5807090007,0.05912618,0.231592915
nquinone__ubiC_ale3__1,0.0360708376,0.00533065,-0.39827128500000003
nquinone__ubiC_ale3__2,0.30943682170000003,-0.02938775,-0.361897055
nquinone__ubiC_ale4__1,-1.9265230091,-0.01176607,0.234477855
nquinone__ubiC_ale4__2,-1.8984109537,-0.09053855,0.152283425
nquinone__delpdhR__1,-0.460578474,-0.03138267,-0.068099535
nquinone__delpdhR__2,-0.2932846747,-0.04183174,-0.036035855000000006
quinone__glu_ale4__1,0.6839270025,0.33323196,-0.18176504500000001
quinone__glu_ale4__2,1.0844939295,0.45691446,0.269205825
quinone__delmenF__1,0.33494642880000003,0.25037611,0.148042285
quinone__delmenF__2,0.4680540352,0.0773232,-0.250908275
quinone__menF_ale5__1,2.6093049616,0.27674044000000003,0.48513176500000005
quinone__menF_ale5__2,2.8426736530000003,0.11631183,0.266281765
quinone__menF_ale6__1,2.5706382741000002,0.0553896,0.38202392500000004
quinone__menF_ale6__2,3.1277459963,0.03072981,0.421074335
quinone__menF_ale7__1,2.1458197742,0.13318965,0.636740065
quinone__menF_ale7__2,2.2019551989,0.08433547,0.691051775
quinone__menF_ale8__1,3.4087633149,0.06602767,0.695164695
quinone__menF_ale8__2,3.2599241694,0.06603256,0.971904815
quinone__delmenFubiC__1,1.9177652936,0.20875959,0.045415855000000005
quinone__delmenFubiC__2,1.6155328191,0.22473191,0.152257115
quinone__menFubiC_ale1__1,2.1358831212,0.09737311,0.5501011250000001
quinone__menFubiC_ale1__2,2.5454486724,0.07873335000000001,0.532344675
quinone__menFubiC_ale2__1,1.4026585855,-0.17023841,0.626683035
quinone__menFubiC_ale2__2,1.3324628848,-0.12017589999999999,0.596736845
quinone__menFubiC_ale3__1,-1.083294319,0.08325838,-0.15358316500000002
quinone__menFubiC_ale3__2,-1.068634743,0.01536032,-0.036589665
quinone__menFubiC_ale4__1,2.2567894215,0.33563127,0.775029505
quinone__menFubiC_ale4__2,3.0435650658,0.3669557,0.8413603550000001
oxyR__wt_glc__1,0.0346726887,0.1244222,-0.48556983000000004
oxyR__wt_glc__2,0.2826498649,0.10579559000000001,-0.46299467600000005
oxyR__wt_h2o2__1,0.3156109163,0.03817485,-0.5230424
oxyR__wt_h2o2__2,0.3609157222,0.07670667,0.050135135000000004
oxyR__glu_ale4__1,2.1134466997,0.44391536000000004,0.5308955750000001
oxyR__glu_ale4__2,2.6936542323,0.26528858,0.239963105
oxyR__glu_ale4_h2o2__1,2.6515162081,0.39307759000000003,0.321393215
oxyR__glu_ale4_h2o2__2,4.7318733326,0.48729608,0.175331545
oxyR__oxyR_ale17__1,1.9828891666000001,0.48082097,-0.012998075000000001
oxyR__oxyR_ale17__2,3.451160546,0.52501042,-0.17918820500000002
oxyR__oxyR_ale17_h2o2__1,0.3627879003,0.2120538,0.11520936500000001
oxyR__oxyR_ale17_h2o2__2,0.12017560440000001,0.28869409,-0.10849309500000001
oxyR__oxyR_ale18__1,-0.3447910199,-0.03178388,-0.712682895
oxyR__oxyR_ale18__2,-0.0595926887,0.14208676,-0.45515782
oxyR__oxyR_ale18_h2o2__1,3.767019885,0.29004413,-0.19995716500000002
oxyR__oxyR_ale18_h2o2__2,4.12821472,0.22931725,-0.057134725000000004
oxyR__oxyR_ale19__1,-0.38258047370000003,0.058007199999999995,-0.6934130190000001
oxyR__oxyR_ale19__2,-0.0941414854,0.10202989999999999,-0.61577951
oxyR__oxyR_ale19_h2o2__1,-0.7281580096,-0.03982716,-0.8395102720000001
oxyR__oxyR_ale19_h2o2__2,-0.5324012168,0.01314232,-0.70593072
oxyR__oxyR_ale20__1,4.5274883116,0.41260815,-0.6174351720000001
oxyR__oxyR_ale20__2,4.8886187471,0.28171779,-0.7454431260000001
oxyR__oxyR_ale20_h2o2__1,3.1834097822,0.28986345,-0.553778804
oxyR__oxyR_ale20_h2o2__2,3.6824152525000002,0.30855238,-0.39342944500000004
svns_pgi__BmePgi24_15__1,0.7809119416,0.34940393000000003,-0.242068375
svns_pgi__BmePgi24_15__2,0.7065411445,0.2045978,-0.145811075
svns_pgi__BmePgi24_26__1,-0.8546786173,0.35848346000000003,-0.22252184500000002
svns_pgi__BmePgi24_26__2,-1.1361815592,0.50684359,-0.290125915
svns_pgi__BmePgi24_41__1,2.920248907,-0.16785485,0.818727175
svns_pgi__BmePgi24_41__2,0.2351109046,0.20122215000000002,-0.43698767
svns_pgi__BmePgi24_52__1,0.6582369436000001,0.42471604,-0.23280757500000002
svns_pgi__BmePgi24_52__2,-0.1967822518,0.37638763000000003,-0.44035611500000005
svns_pgi__PaePgi2_34__1,-1.3474656732999999,0.21257669999999998,0.48633563500000004
svns_pgi__PaePgi2_34__2,-1.3365128129000001,0.27375419,0.469224085
svns_pgi__PaePgi2_63__1,-0.15653211320000002,0.4458261,0.310422755
svns_pgi__PaePgi2_63__2,-0.1438026731,0.41603942,0.406436905
svns_pgi__PaePgi24_54__1,-1.4433575102,0.55815454,0.107600365
svns_pgi__PaePgi24_54__2,-1.4728839906,0.62799598,0.14424013500000002
svns_pgi__PaePgi24_90__1,-0.552386412,0.79791422,0.21443858500000001
svns_pgi__PaePgi24_90__2,-1.1201598239,0.95693476,0.256181475
abx_media__m9_ctrl__1,-0.24567886630000002,-0.25888674,-0.7748466310000001
abx_media__m9_ctrl__2,-1.2643607697,-0.03890048,-0.64266658
abx_media__rpmi_ctrl__1,-8.1445725551,-3.008981241,-1.939577305
abx_media__rpmi_ctrl__2,-7.3054055267999995,-3.04641655,-2.241790295
abx_media__camhb_ctrl__1,-3.2484225649,-2.751771626,-1.209246395
abx_media__camhb_ctrl__2,-3.2293364463,-2.736818597,-1.408883126
abx_media__m9_mero__1,-3.4999607471,-0.16459738000000002,-0.692410551
abx_media__m9_mero__2,-0.9899286859,-0.37902998,-0.760633267
abx_media__rpmi_mero__1,-7.4661309978,-3.331796678,-2.122024952
abx_media__rpmi_mero__2,-7.6518476357,-2.924358988,-1.985576121
abx_media__camhb_mero__1,-3.6788863966000003,-3.234400994,-1.809309373
abx_media__camhb_mero__2,-3.7149968764,-3.187440226,-1.769452582
abx_media__m9_trisulf__1,0.0858670321,-0.605157371,-0.654139134
abx_media__m9_trisulf__2,0.579827447,-0.515767543,-0.673502463
abx_media__rpmi_trisulf__1,-2.9510826446,-2.036743429,-1.495545031
abx_media__rpmi_trisulf__2,-2.5471514970999998,-2.167946797,-1.3725593790000001
abx_media__camhb_trisulf__1,-2.8108124676,-2.415466852,-1.642703878
abx_media__camhb_trisulf__2,-2.7043685855,-2.494355515,-1.608883975
abx_media__m9_cef__1,1.9974118115000001,-0.39921219999999996,-0.7174840370000001
abx_media__m9_cef__2,2.4933709856,-0.596111169,-0.795013022
abx_media__rpmi_cef__1,-4.4012863932,-2.613070847,-2.385835026
abx_media__rpmi_cef__2,-4.6316862148,-2.593732105,-2.377511802
abx_media__camhb_cef__1,-1.5599028540000002,-2.286276152,-1.499025855
abx_media__camhb_cef__2,-2.179684571,-2.3223952150000002,-1.429627373
abx_media__m9_cipro__1,1.498989526,-0.7110936320000001,-0.797538743
abx_media__m9_cipro__2,1.8326585102,-0.74030853,-0.715373115
abx_media__rpmi_cipro__1,-1.5350723866,-2.247825273,-1.969755932
abx_media__rpmi_cipro__2,-1.7915452172,-2.085224962,-1.89297845
abx_media__camhb_cipro__1,-0.236258708,-2.625730985,-1.285918855
abx_media__camhb_cipro__2,-0.3285895333,-2.53850969,-1.320916752
hot_tale__42c_ale3_30c__1,-0.8674795484000001,0.05014264,-0.311726125
hot_tale__42c_ale3_30c__2,-2.5779643468,0.15686469,-0.313698215
hot_tale__42c_ale3_37c__1,-0.7596826821,0.34877371,-0.356550505
hot_tale__42c_ale3_37c__2,-0.3394443099,0.27855391,-0.286844505
hot_tale__42c_ale3_44c__1,2.3334076039,-0.14284623,0.8838351350000001
hot_tale__42c_ale3_44c__2,2.5704982108000003,-0.28906252,0.915693485
hot_tale__hot_ale3_mid_30c__1,-0.3930849837,0.41202515,0.005993265
hot_tale__hot_ale3_mid_30c__2,-1.6066882737000001,0.31564227,-0.007385775000000001
hot_tale__hot_ale3_mid_37c__1,1.0102354499,0.41067581000000003,-0.501685806
hot_tale__hot_ale3_mid_37c__2,1.0295101557,0.5526681,-0.528992617
hot_tale__hot_ale3_mid_44c__1,3.4993304806,0.28582806,0.11469567500000001
hot_tale__hot_ale3_mid_44c__2,2.3094902975,0.31464813,0.23116971500000003
hot_tale__hot_ale3_30c__1,-1.3516923992,0.48185567,-0.45345180900000004
hot_tale__hot_ale3_30c__2,-0.4561880971,0.41281159,-0.329073775
hot_tale__hot_ale3_37c__1,1.1575395797999999,0.36526211000000003,-0.40363830500000003
hot_tale__hot_ale3_37c__2,1.348184666,0.31662597000000003,-0.277036345
hot_tale__hot_ale3_44c__1,2.5864456743,0.19396614,0.227503365
hot_tale__hot_ale3_44c__2,3.2459881859,-0.02294698,0.238396985
hot_tale__hot_ale4_30c__1,0.3223606672,0.37995049999999997,-0.546493917
hot_tale__hot_ale4_30c__2,-0.3013793004,0.39448269999999996,-0.407269425
hot_tale__hot_ale4_37c__1,-0.0549056958,0.42355381000000003,-0.459973854
hot_tale__hot_ale4_37c__2,0.5714045764,0.40527485,-0.44517688800000005
hot_tale__hot_ale4_44c__1,2.3947613491,0.1537477,0.082785365
hot_tale__hot_ale4_44c__2,1.4550416008,0.22744643,0.259213805
hot_tale__hot_ale8_30c__1,-2.5549028543,0.43443466000000003,-0.9095089900000001
hot_tale__hot_ale8_30c__2,-2.1931293463,0.33584919999999996,-0.7777570690000001
hot_tale__hot_ale8_37c__1,-1.5001017046,0.44365641,-0.727489724
hot_tale__hot_ale8_37c__2,-1.3295818851,0.44066302,-0.703668932
hot_tale__hot_ale8_44c__1,0.8910657821,0.11084082,0.012718265000000001
