,A,GutM,SrlR,Crp,hns
SRX5694284,-1.1074829273,-0.7397397204,-0.5135806004,-0.9407234058,0.2590986018
SRX5694285,1.3860798203,-0.017726747100000002,0.1281133595,-0.0040549861000000005,0.0087843152
SRX5694286,0.128976739,0.5004671516,0.45295555530000003,-0.1478341465,-0.3992162387
SRX5694287,1.8590240955000001,0.5041869195,-0.3929027755,-0.1558928562,0.8313039999
SRX5694288,-1.5712548168,0.3357397177,-0.101851012,0.2764607147,-0.45174707410000003
SRX5694289,-0.6468104244,0.35857529400000004,0.0861060557,-0.14661147630000002,0.46102281510000004
SRX5694290,-3.436355505,0.2458968917,-0.20363338190000002,0.2201400917,-0.39522827390000004
SRX5694291,0.8141088911000001,-0.1187140955,-0.986945924,0.1874058842,-1.3338308134
SRX5694292,-0.1549495697,0.0522298849,-0.1309732364,0.0513472187,-0.43565160620000004
SRX5694293,-2.4214259673000003,-0.15291907030000002,-0.0117557832,0.3866879371,0.038069885000000005
SRX5694294,0.2453391946,0.4621491044,-0.2154183336,-0.0602559214,-0.24636549170000002
SRX5694295,-1.2603050286,1.4898794548,-0.8116259138,-1.4743546362,-1.4046597106
SRX5694296,0.1861861517,0.17468050870000001,-0.18038887280000002,-0.13444608700000002,0.0952690145
SRX5694297,-2.0837193803,-0.7906723627000001,-0.8644403872,-1.621907484,1.1708920348
SRX5694298,1.7280521824,-0.0771915257,0.1323862194,-0.0376343135,-0.15364917820000001
SRX5694299,-1.8275792537000002,0.006440221800000001,-0.6970025878,-0.0810478849,-0.329062373
SRX5694300,-0.7250758968000001,-1.0874324426,0.4132798398,0.1296583874,0.6446787887000001
SRX5694301,-0.193011274,0.3559091083,0.0171101049,0.2017965224,-0.499017776
SRX5694302,-2.6190076123,-0.3699954339,-0.28663223930000004,0.1490464558,-0.4983299264
SRX5694303,-2.1551121385,-0.0161716712,-0.1494600774,0.2623448043,-0.9284528158
SRX5694304,-0.4739719429,-0.4742753705,0.3087852775,-0.22631582460000002,0.4696265652
SRX5694305,-0.044495507600000005,0.19617769000000002,-1.9164534507000002,-1.9945889461,0.8807592262
SRX5694306,-1.4937532019,-3.159840515,-0.8523017749,-0.303318389,-3.003918591
SRX5694307,-0.3982983748,-0.5828249784,-3.0160586307,-0.9213934478,2.0280958555
SRX5694308,-1.1083569287,-1.6695772056,-0.47697057460000003,-0.5542551321,0.1282549919
SRX5694309,-3.060100847,-1.0122330425,-1.3769661194,-2.4371824129,1.4273784088
SRX5694310,-2.4649378318,-2.5810771328,-2.6815162109,-0.6975730314,0.3338719368
SRX5694311,-3.0730490071,-0.8920178580000001,-2.4430816806,-2.788252041,0.5479911068000001
SRX5694312,-3.3133606776,-0.346893069,-0.4128769828,-0.46271994780000003,-1.8298625141
SRX5694313,0.7486456113000001,0.5407863676,-1.3825877639,-1.0117169578,-1.2640210537
SRX5694315,-0.9706429243,0.1868351017,0.1504467189,-0.1729404675,-0.21223886720000001
SRX5694317,-1.8103862828000001,-0.21436144040000002,-0.19960646980000002,0.2138522692,0.33937007880000003
SRX5694319,-2.077685777,0.049400010800000005,0.0420557169,0.22403181360000002,-0.2648527613
SRX5694320,1.0404653352,-1.1710849528,-1.6290685575000001,-0.09237995040000001,-1.6065648687
SRX5694321,0.20776488610000002,1.2865730721,-0.266712086,-0.38942819040000004,0.7920205793
SRX5694322,-2.0547685565,-0.4091841821,-1.0990220245,-1.1362642293,1.4962296247
SRX5694323,1.0613908547,0.3798561453,-0.4841053215,-0.41342659340000004,0.8860898538
SRX5694324,-1.9880947517,0.0064139766,-2.4868593729,-1.6036324816,1.1582991603
SRX5694325,-2.3762825609,-0.9951036701,-1.5647480002,-0.5104274184,1.0332693507
SRX5694326,-1.0938481861,-0.4812353506,-0.1864473019,-0.1584196907,-0.5443186423
SRX5694327,-2.8571489557,-1.4585525934999999,-2.0605016878,-0.6589226995,0.2748227025
SRX5694328,-2.4802895746,0.45320933620000003,-0.1555603693,0.1764471632,-0.4196697263
SRX5694329,0.7734438902,0.1086349191,-0.4233067746,-0.5799739837,0.8093676863
SRX5694330,-0.8565429353,0.7659794511,-0.1958677039,-0.6950204566,-2.2776908039
SRX5694331,-3.8207251490000003,-1.021166988,-0.0356763828,0.245553549,0.0793713315
SRX5694332,-0.1318375285,0.7851215379,-0.17399266300000002,-0.24882076420000002,0.1558267021
SRX5694334,-0.9429383772000001,-0.27185217170000003,-1.4791825909,-1.0972302127,-0.16419339230000002
SRX5694335,0.1526196736,-0.1799201942,-0.8722082865,-2.0210704043,0.3623619817
SRX5694336,-2.0735664564,0.0492867264,-1.6254791988,-1.6584843203,2.0592240575
SRX5694337,-2.8635778906000002,0.2100023218,-0.2632843518,-0.2397944182,0.37091103740000003
SRX5694338,-0.7378668714000001,-0.09613241930000001,0.5777289428,0.1989831632,-0.6577122203
SRX5694339,-2.5878130249,0.5208077134,-0.1254656657,0.10670366340000001,-0.5185215767
SRX5694340,1.4847608182,0.7495481114,0.2718272113,-0.1227589166,-1.0589715228
SRX5694341,-4.4735421889,-1.6064090289,-2.566046522,-1.4531793695,1.8291972353000001
SRX5694342,-1.5440688092000001,-0.7453698702,-0.41736404060000004,-1.642695013,1.2003956974
SRX5694343,1.2048725848,1.6694618079999999,0.1944938652,-0.659556922,-0.08934273300000001
SRX5694344,0.5401209335,-0.24773631070000002,-0.4554495462,-0.5482364304,0.6142965370000001
SRX5694345,-1.6026522666,-0.8357446744,-0.40462750070000003,-0.1455592358,0.260286065
SRX5694346,1.5124506603999999,1.1947931342,-0.46648050830000004,-0.6506498564000001,0.16706967650000001
SRX5694347,-0.30399822930000003,0.40437548570000004,-0.1407081513,-0.0665078507,0.1257857565
SRX5694348,0.2437703517,-0.0669402898,0.766004974,0.0163008612,-0.7342629081000001
SRX5694349,-0.5710041219,-0.2440673263,0.40180757380000004,0.3281616036,-1.0978060964
SRX5694350,1.026979796,0.1841538203,-0.6282848626,-1.3897674496999999,-0.2585618173
SRX5694351,0.4488053971,-0.30731954780000004,-2.1536968188,-0.94657928,1.1449067451000001
SRX5694352,0.4399511427,-0.9614605201,-0.8010804678000001,-0.11358356480000001,-0.10031158700000001
SRX5694353,-3.1463222963,0.5512668461,0.1258546458,0.2090437913,-0.7813179918000001
SRX5694354,0.48911641910000003,-0.1310973929,0.6454073247000001,0.156288703,-0.3833516295
SRX5694356,-4.1619305044,0.1542654548,-0.1720520689,0.1914919696,-0.9761935114
SRX5694357,-2.5233477691,-0.3512602515,-1.3190159515,-1.6521756011000002,0.8141585597000001
SRX5694358,1.8709699346000002,0.9147090709000001,-1.0514565242,-0.2527058608,-1.210879706
SRX5694359,1.5233873354,1.0962831215,0.5673272366000001,-0.30657057660000003,-0.4207264389
SRX5694360,0.032441353900000004,-0.2880780499,0.3388791115,-0.2669976047,-0.1412390832
SRX5694361,-3.2667138223,0.4947198646,-3.3038497974,-1.0307723459,0.1566361058
SRX5694362,0.7641099597000001,1.6029744617000001,0.0171299505,-0.0309958632,-1.6472988531000001
SRX5694363,-1.427405733,0.2813548443,-0.6417722964,-0.3804310446,-0.5546784583000001
SRX5694364,-5.4914875855,-3.159840515,-1.2554405309,-2.3462003852,1.4076440849
SRX5694365,3.9177708464,1.5929883085,-0.0956488175,-0.6041545277,-0.4974307236
SRX5694366,-3.6106841728,-0.2811598044,-0.1143043837,-0.054980210200000004,-0.6138928318
SRX5694367,-1.6472925956000002,-1.0227232814,-1.8259233807,-0.7076949831,1.2101434685
SRX5694368,-3.1790495285,-0.2833775549,-0.39966771240000004,0.1102525246,-0.9458503599
SRX5694369,0.5713653349,-0.21611392140000002,0.1819994106,-0.0590977866,-0.0662886848
SRX5694370,-1.2132646868,-0.2946509393,0.2982051456,-0.22081801820000002,0.368483396
SRX5694371,-3.3474005048,-1.9193744544,-1.0501657026,-2.3057897995,1.6497301401
SRX5694372,1.5981746099,0.7821228529,0.3399121954,-0.3165443482,-0.4935531869
SRX5694373,0.8470956649,0.9529342422,-0.8455912713,-1.5399098517,-0.1927104984
SRX5694374,-0.4983005387,-1.5215558667,-1.7549282983999999,-0.3411830033,-1.5963441003
SRX5694375,-1.5596080853,-0.23245915990000002,-0.0821544213,-0.0340696975,-0.5282387860000001
SRX5694376,3.4050811221,1.2171017292,0.9189932709,-0.31705369640000003,-0.9920622973000001
SRX5694377,0.1000038251,-1.6359612251,-2.5422207152,-0.5697764494,-1.6064739720999999
SRX5694378,-0.9715104673,0.18016256,0.3456722646,-0.31765341210000003,-0.44548403010000004
SRX5694379,1.3066906404,0.0772647094,0.0533126078,-0.25011430100000004,-1.1412490475000001
SRX5694380,0.8660037171,0.5046139351,-0.25937775960000004,-0.8373204843000001,-0.2908981184
SRX5694381,-2.5613194024,-2.2715075381,-1.474337943,-1.2728116676,1.5103860035999999
SRX5694382,0.5786802052000001,0.7149163139,0.050437401900000005,-0.025511662,0.3167035141
SRX5694383,-1.3269068309,-0.7307175216,0.1017154784,0.1480773849,-0.6330348309
SRX5694384,-2.0492973394,0.4299676589,0.09933559580000001,0.1439389809,0.07720167730000001
SRX5694385,8.0840724049,0.9398778243,0.0899688133,0.0779751018,0.7627488997
SRX5694386,-3.0726199922,-2.682725231,-2.1750908704,-2.8414442095,0.2124759349
SRX5694387,-3.4913290584,-0.3103214106,-0.26393814790000003,0.0426535923,-0.5871436333
SRX5694388,-2.3366745499,-0.2814180904,-2.4049137049000002,-1.6022828696,1.3294801396
SRX5694389,2.3406918361,0.8501431326000001,-0.2777345921,-0.0800003088,-1.4197035738000001
SRX5694390,-1.1602207743,0.0205720753,0.0407487823,0.0001683552,-0.6108595821
SRX5694391,0.5772280382,0.3803953639,0.1357548301,0.1315329539,0.2242706458
SRX5694392,1.7289463082,0.8875413468000001,-0.1252565537,-0.1486598298,-0.35666103660000004
SRX5694393,-2.1102493286,-0.0469681587,0.0406672175,0.232671539,0.0738984884
SRX5694394,-1.9755549257,-0.0889264414,0.1212906841,0.2168248136,-0.433145702
SRX5694395,-3.0422824523,0.44475956800000005,-1.0038756299,-0.3791651303,-0.6412482763
SRX5694396,0.7343653676,-0.481700991,-2.219221538,-0.8353134788000001,1.1447981062
SRX5694397,-2.2861904771,-0.6078080649000001,0.11166547090000001,-0.0202364792,-0.6626112262
SRX5694398,-1.3028960863,0.0840458843,0.5923766081,-0.0607073754,-0.8352204546
SRX5694399,0.4134113552,0.6007765245000001,-0.1186744304,-0.2527744328,-0.07028935430000001
SRX5694400,0.7087189505,-0.19558347280000002,0.379742644,-0.1981004934,-0.7804220612
SRX5694401,1.9874345303,0.7038357394,0.052330083000000006,-0.021523506600000002,0.18569160680000002
SRX5694402,-3.9719189471,-2.6524960748,-2.6959226829,-2.6700349591,0.3072247456
SRX5694403,-1.5852058849000001,-2.1153989196,-0.5143520309,-0.9103162108,1.2287761301
SRX5694404,-1.9205552080000001,0.6788847767,-0.11063087590000001,0.0943710534,-1.1055211989
SRX5694405,0.04172996,0.6636534716,0.0296286677,-0.1829334597,0.2912144672
SRX5694406,-3.5604392458,-0.056037512500000004,-0.037185117600000005,-0.3972091841,1.3067637903
SRX5694407,-3.2384748206,-1.2590791031,0.1371700022,-0.2638287498,-0.2170952891
SRX5694408,0.13166297970000002,-0.0849550848,-0.0199300119,0.0417388443,-0.3402805357
SRX5694409,-3.4570112629,-1.1151056666,-1.88017002,-2.2693012292,0.3449596163
SRX5694410,1.3436789206,1.7687080536000002,0.7160199622,-0.1972134109,-0.9369939924
SRX5694411,3.8520283618,0.09759161840000001,-1.3074194499,-0.8663395759,0.3006550652
SRX5694412,-2.7072243495,-1.2287236251,0.38535709430000004,0.1259657223,-0.6110272034
SRX5694413,3.7033198929,2.8093998135,1.0996108264,-0.6476176532,-0.9274980556
SRX5694414,-6.0253422608,-3.159840515,-1.8979419217,-1.42088019,1.7269776488000002
SRX5694415,-1.9942404574,-0.36114589900000005,-0.15732207210000002,0.007690172800000001,-0.5350652901
SRX5694416,0.2198392605,-0.0717938435,0.0259073065,0.0575483496,0.09109035780000001
SRX5694417,-2.0884095185,0.1983213211,0.3141887359,0.2665585241,0.6757333899
SRX5694418,-3.2660674642,-1.5373371456,-2.2026791457,-1.9463157999,0.7648344667
SRX5694419,-2.434971818,-1.2032571477,-0.9635130713000001,-1.5689931018,1.9739008520999999
SRX5694420,-0.8991282849000001,-0.47637938960000004,-0.7998169751,-0.0638843971,-0.3114816063
SRX5694421,-3.2548344911,-0.5814767742,0.10409696980000001,-0.6176702001000001,0.1444757966
SRX5694422,1.4223940593,0.26614192870000003,-0.2501969379,-0.058214080700000004,0.5993323859
SRX5694423,-3.8356093016,-0.8947583622,0.020629391400000002,-0.3208467193,-0.6169352458
SRX5694424,-1.5376781375,-0.9087017767000001,-0.6293783426,-0.3043319677,0.4505654565
SRX5694425,-1.4938540955000001,-0.8085691474000001,0.2547687715,0.2263080572,-0.9056669952
SRX5694426,-0.618443688,0.2555235285,-0.5943643376000001,-0.6604587882,-0.2557922664
SRX5694427,0.532511485,0.7078165387,0.3452523611,0.1652363888,-0.1750304766
SRX5694428,2.5278277332,0.7495932174000001,0.5184865089,0.073808526,-0.13199657380000002
SRX5694429,2.6565373816999998,-0.7906874110000001,-1.9866885573,-1.4421129371,0.6332512447
SRX5694430,1.0731041614,0.4521395066,-0.0462642169,0.0124821121,-0.08344082400000001
SRX5694431,-0.10307064070000001,0.7771968151,-0.5795869846,-0.0624036472,-0.5125373796
SRX5694432,-1.7693829852,-0.850015622,0.5541535227000001,-0.3304413054,-0.7661698545000001
SRX5694433,3.6132874755,3.5918676882,0.5692095438,-0.8187488844,-1.018450679
SRX5694434,1.8001562736,1.7967963277,-1.1986443677,-0.6212632720000001,1.0728512748
SRX5694435,-3.6583322343,-1.4614051309,-1.9672060189,-2.0377494386,1.9625338574
SRX5694436,-2.8035532599,-0.7843730625,-1.9717456346,-2.3919325405,0.9587686390000001
SRX5694437,-0.22200191760000001,0.4508070227,-1.0623295819,-0.2507206522,0.9137308284000001
SRX5694438,-0.9997137135,-1.4407246271,-0.23971586090000002,0.07346573220000001,-0.40211033360000004
SRX5694439,-0.8755719228000001,-1.4484962442,-1.0290817702,0.3143882568,-0.9943194997
SRX5694440,-3.8367947825,0.3278382231,-0.060924078300000004,0.1617989176,0.0767751608
SRX5694441,1.0252678427,0.4761458314,-0.3274225196,-0.4081937196,0.8459974857
SRX5694442,-3.1012151849,-0.7574866541,-2.3559227001,-1.7002395932,1.2299575267
SRX5694443,0.2460812322,-0.5334098887000001,-0.19097960760000002,0.1538530863,0.2648223071
SRX5694444,-0.6151183386,-0.6510623868000001,0.1416332098,0.1414549701,-0.8771352847
SRX5694445,-3.0774889065,-3.159840515,-2.6274977235,-1.7943494913,0.7366439447
SRX5694446,-4.0734920558,0.10040686800000001,0.0651212729,0.2193526747,-0.7487939093
SRX5694447,0.9310170793,-0.3019494346,-0.15371937700000002,-0.3849941899,-0.42415313460000004
SRX5694448,-5.6268631694,1.6766277994,0.2525154737,-0.732440443,-1.0305155459
SRX5694449,0.34271289190000004,0.3188510102,-0.0655231854,0.1017285234,-0.0643301091
SRX5694450,-0.6942011979,-0.8851471084,0.6727214915,-0.2163555027,-1.923176533
SRX5694451,-0.2671066632,-0.4934242679,0.025595325000000002,-0.1832599433,0.32335372960000003
SRX5694452,0.4609449229,-1.7795095548000002,-2.2435103556,-0.9702752261,1.0271080185
SRX5694453,1.7667179579,2.7648806968,0.7098728857000001,-0.7029806271,-0.8689705452
SRX5694454,-1.2864536114,0.13354393250000002,0.1346410651,0.2689052974,-0.0143859672
SRX5694455,-1.2575642486,-0.8400033582,-0.8715519483,-1.7485042558,2.0160964001
SRX5694456,-2.2723375246,-0.8338946580000001,-0.2358910485,0.2638014382,-0.3961870837
SRX5694457,-2.0572556182,0.3677587564,-0.1695785428,0.1813226141,-0.3950436946
SRX5694459,-3.7370118459,0.48401039090000003,-0.054872359600000004,-0.0659537084,-1.3104809708
SRX5694460,-2.0277053317,-0.2447999079,-1.1781818505000001,-2.6935232182,1.9820999957
SRX5694461,0.1550557036,1.4806617066,0.3853259405,-0.24608755940000002,-0.7479972059000001
SRX5694462,-2.2822104402,-0.1801897767,-1.2220023161,-1.4072956342,1.5313356168999999
SRX5694463,-2.1501263438000002,-0.5018612225,-0.7240075776,0.13500124700000002,-0.8308938109
SRX5694464,1.2815321145,0.3454566818,0.3018841479,-0.16266356510000002,-0.2876517577
SRX5694465,-3.8619578427,-0.5878590993,-0.3498063833,-0.08100398930000001,-1.1647466356
SRX5694466,-1.8404256,0.19487563530000002,-1.1288683743,-0.0203257193,1.0126028366
SRX5694467,-1.2783859976,-0.4571555157,0.2550257502,-0.0864598209,-0.23134393590000002
SRX5694468,0.6408726835,-1.4025067176000001,-1.4018263598,0.09512308080000001,-1.3235992494
SRX5694469,-0.9309595501000001,0.0424576778,-0.2547176432,0.056592892000000006,0.2827389399
SRX5694470,-0.0548171634,0.12714387600000002,0.0817532141,-0.0203162279,-0.1140011834
SRX5694471,-0.9609419594,-0.9168064525,0.5832468264,0.08127249760000001,0.2780427714
SRX5694472,-1.2515194992,0.4052337131,-0.3208011519,-0.42764759150000003,0.0204790629
SRX5694474,-1.7954497229,-1.2673306336,-0.177705101,-0.3318785326,-0.029360761200000002
SRX5694475,-0.6824576883,-0.5905519435000001,-0.2983696169,-0.1072682971,0.4395643487
SRX5694476,-0.1927860431,1.2976625752,0.6213883253,0.2832759084,-0.958255505
SRX5694477,-2.254587382,-1.5784199831999999,-0.6957705661,-2.220698214,1.3257530398
SRX5694478,1.7715885858,0.42487483340000004,-0.0072197577,-0.324421403,-0.2786624251
SRX5694479,0.4189178583,-1.0164296497,-0.583881214,-2.078741852,0.392395096
SRX5694480,0.9430400876,0.1474598719,0.1071165303,-0.8986833081000001,-0.0721274882
SRX5694481,2.3414441734,0.7503366152000001,0.1627740715,-0.39061972300000003,-0.7025263753000001
SRX5694482,-2.5277315238,0.3123847998,0.19547008270000002,0.5302146851,-0.1369099266
SRX5694483,-0.0641731517,-0.2476512313,-0.2200109453,-0.0648156579,-0.2574074658
SRX5694484,0.3782481851,0.0178245357,0.22013063260000001,-0.2015433442,-0.7252147345000001
SRX5694485,0.5697068305,0.22835659690000001,0.1759006482,0.0561230447,0.0455061807
SRX5694486,-1.6844909893,0.2780901726,-0.1537389407,0.1840419059,0.0256384562
SRX5694487,2.3388297899,0.7176718360000001,0.1528826722,-0.0687134662,0.0973618641
SRX5694488,-1.068591378,0.2819784455,0.6020543993,-0.0029101905,-0.8848599586
SRX5694489,-0.8785688784000001,-0.2479066688,0.27179937,-0.2414092729,0.5406534275
SRX5694491,-1.8038309293,-1.3375041041,-0.3309105792,-1.3992598427,0.2172296353
SRX5694492,-2.0791397684,-0.0155836253,-0.7913786144,-1.4757436121,0.7507628737
SRX5694493,0.7266044186,-0.9894675646000001,-3.4213633855,-1.5239909109,0.5452639171
SRX5694494,-1.5516558471000002,-0.9285706054,-0.0804674331,-0.5778881676000001,-0.26568005170000003
SRX5694495,-2.8301752232,0.08824983530000001,-0.060789278,0.2383405456,0.0841285715
SRX5694496,-2.4464132896,0.1242128105,-0.1661175396,0.2231626615,0.2074623988
SRX5694497,-2.0773320806,-1.0237951179,-0.7844257429,-0.6145709097000001,0.1124846535
SRX5694498,-1.5036898566999999,-1.0111224636,0.1701832876,0.0065499987,-0.2450224828
SRX5694499,-1.3520189003,1.011123385,0.22446087380000002,-0.2166458346,-1.0155779588
SRX5694500,1.0101274221,-0.2461100145,-0.3039592052,-0.6082655704000001,0.40581125370000004
SRX5694501,1.0711272102,0.0574396754,0.0909147444,0.012213341,-0.0542282217
SRX5694502,-0.7524624786,1.1113234801,-1.2838850328,-0.8489028276,-2.9378155799
SRX5694503,-1.297396868,-0.3660001142,-1.0412208651000001,-1.5276697252,-0.3200129413
SRX5694504,-3.5442507031,-0.3702973418,-0.0845005846,0.23647347670000002,0.1441304368
SRX5694505,-3.1630213205,-1.1885136076,-2.4792329255,-2.8546736802,0.47527088300000003
SRX5694506,-0.2024782792,2.4268821232,-1.2818863127,-0.6676717403,-2.5654841271
SRX5694507,-2.3019643922,-0.0070918798,-0.381634038,0.10364661430000001,0.1975259029
SRX5694508,-0.0127325113,-0.0665683946,0.0837727142,-0.8174938777,0.2647319957
SRX5694509,-0.3576496537,-1.2999709831000001,-0.407346982,-0.1972418484,1.2775528383
SRX5694510,-0.0527781514,-0.3703227206,-0.7650431372000001,-0.2550231206,0.2603432292
SRX5694511,-1.9330344780000002,-0.7490118792,-0.40104075640000003,-0.1637807405,-0.5445256282000001
SRX5694512,-1.5207414030000002,-0.767964109,-0.2014439432,-1.3135012281,0.0948469767
SRX5694513,0.7075848431,1.7173117017,0.0472907495,-1.2176583871,-0.6320639646
SRX5694514,-2.0776266394,-0.9264018325000001,-1.2783656163,-2.7449780099,1.4560009629000001
SRX5694515,7.893619643,1.3989368967,0.2937348474,0.1674650962,-0.3249757767
SRX5694516,0.9818976578,-1.1692046879,-1.4791286839,0.7184192778,-1.1409297771
SRX5694517,0.1572247161,0.8663809459,0.5252970448000001,-0.0899811296,-0.777314911
SRX5694518,-0.6151187623000001,-0.49176947540000004,-0.2864002259,-0.0284053616,0.0180990911
SRX5694519,-1.7315719806,-0.9934693884,-1.0518411207,-0.4440190169,0.08073145870000001
SRX5694520,-1.3550658944,2.1650233087,0.7263574079,-0.3742459546,-1.0174599348
SRX5694521,-0.44431730480000003,0.27011933320000003,0.7593732631,-0.0823108953,0.09148157920000001
SRX5694522,-3.2695462913,-0.8675864806,0.0284703725,0.19009073370000001,-1.5476080252000002
SRX5694523,-1.9741778643,0.1392504521,0.7595603017,0.1230572979,-0.7477075316
SRX5694524,-0.6616246913,-0.6746521823,0.2356205837,-0.3090692798,0.2071493403
SRX5694525,-0.9511468006,0.31478394670000004,0.4427074676,0.1271493457,0.8525130146000001
SRX5694526,2.5975873549,-0.2895431496,-0.5336696374000001,-0.057352962300000004,-0.175856218
SRX5694527,0.6004326272,0.133150118,-0.6822250012000001,-0.7911037301,0.2870256222
SRX5694528,-0.4050850077,-0.6827599355,-1.0875980866,-2.2550692285,0.2407021481
SRX5694529,1.4327553666,-0.1592601048,0.8533626103,0.09459037740000001,-0.6198402791000001
SRX5694530,1.2334289738,1.4387420713,0.4095350799,-0.3417330189,-0.9751571788000001
SRX5694532,-1.4212973962,-0.8776880545,-0.6466530679,-0.7655932475,1.3099850778
SRX5694533,2.8984969051,0.4233823919,-0.2534244282,-0.8230648089,-0.7183523508
SRX5694534,2.667469869,-0.8116356379,-2.4023953524,-1.0244460877,0.7760040404
SRX5694535,1.6990625224,2.3051889321,-0.6368821313,-0.3020521984,-2.575634232
