,A,cpxR
minspan__wt_glc_anaero__1,-5.3887832939900004,8.04479362691439
minspan__wt_glc_anaero__2,-7.192416453280001,8.37768090901467
minspan__wt_trp__1,-1.58725766414,8.26650496926227
minspan__bw_delcra_glc__1,0.732375029139,8.24800181408788
minspan__bw_delcra_glc__2,0.724783661453,8.356587306046789
minspan__bw_delcra_trp__1,-0.0357779005521,8.08721602938035
minspan__bw_delmntr__1,-0.668029002642,8.12813745390993
minspan__bw_delnac_ade__1,-1.64709240214,7.677810857798151
minspan__bw_delnac_glc__1,-1.56268372532,7.88355519441929
cra_crp__wt_ac__1,3.94942782541,9.458264665742949
cra_crp__wt_ac__2,3.99227456645,9.39317527003536
cra_crp__wt_fru__1,2.9857827432,9.65284522728705
cra_crp__wt_fru__2,3.6193416116100003,9.634869029847009
cra_crp__delcra_ac__1,1.5895838566299998,8.71851256773968
cra_crp__delcra_ac__2,2.08898319315,8.6270356220056
cra_crp__delcra_fru__1,-1.75932898273,8.53530242185324
cra_crp__delcra_fru__2,-2.3064076504099997,8.52979489721019
cra_crp__delcra_glc__1,1.12079422725,8.34161991005284
cra_crp__delcra_glc__2,0.713023495656,8.51108017750656
rpoB__wt_031__1,1.3796902601899999,8.46877889030085
rpoB__wt_044__1,2.08733606247,8.77287978264149
rpoB__wt_lb__1,5.4941842455900005,8.78964640273798
rpoB__wt_lb__2,5.2837501389699995,8.75836644334314
rpoB__rpoBE546V_031__1,3.54416384855,8.570076982236019
rpoB__rpoBE546V_044__1,2.8781735473900003,8.63536558682518
rpoB__rpoBE546V_lb__1,6.74111778588,8.503392767194981
rpoB__rpoBE546V_lb__2,7.182541855269999,8.47677389302193
rpoB__rpoBE546V_glc__1,0.259995640513,8.07725382774773
rpoB__rpoBE672K_glc__1,2.81075839948,7.6956359317147
rpoB__rpoBE672K_glc__2,2.0196350745400005,7.696672722904579
rpoB__rpoBE672K_lb__1,1.8110084992500002,7.71432338976581
rpoB__rpoBE672K_lb__2,1.8664702538299998,7.910524403681929
crp__wt_fru__1,1.51544369486,8.271498874439871
crp__wt_glyc__1,1.8230586126700001,8.12009355273567
crp__wt_glyc__2,1.61559534625,7.907958472416559
crp__delar1_glyc__1,0.9950060812129999,9.07410749294437
crp__delar1_glyc__2,1.7012861293900001,9.226340861874212
crp__delar1ar2_glyc__1,0.274638336438,8.858906830181741
crp__delar1ar2_glyc__2,0.43659773642,8.948283636789599
crp__delar1ar2_glyc__3,0.8992890450830001,8.907160088687698
crp__delar2_glyc__1,0.5293582246809999,8.80791789201063
crp__delar2_glyc__2,0.9424629194490001,8.806264869022911
crp__delar2_glyc__3,0.913896210287,8.900273007296311
crp__delcrp_fru__1,0.6700520731490001,9.092758954850071
crp__delcrp_fru__2,0.636143176222,9.13002513063022
crp__delcrp_fru__3,0.8259681691159999,9.11717773573614
crp__delcrp_glc__1,1.21559467315,9.04153067985881
crp__delcrp_glc__2,0.30374748491799997,9.14812011176383
crp__delcrp_glc__3,1.38996384326,9.16505838100055
crp__delcrp_glyc__1,1.11420526745,8.973962862220391
crp__delcrp_glyc__2,-0.35729928827,9.10802805850279
crp__delcrp_glyc__3,0.302330685624,8.9938197547493
glu__glu_ale3__1,5.41409189582,8.087830023603951
glu__glu_ale4__1,-2.1366905530099998,7.90364899500376
glu__glu_ale5__1,0.0140738738034,7.8510680383826505
glu__glu_ale6__1,-3.77978599889,7.45040397454427
glu__glu_ale8__1,4.67782703147,8.47569430590181
glu__glu_ale9__1,0.0823783063588,8.24893976322698
glu__glu_ale10__1,3.05278197125,8.02644978915966
42c__wt_42c__1,-1.39496327894,8.681261924372551
42c__42c_ale1__1,-2.1909261745200004,8.34709696813259
42c__42c_ale2__1,1.90609846374,8.26789702729235
42c__42c_ale3__1,-1.01574399628,8.37285352674646
42c__42c_ale4__1,12.8226612702,8.982052751690288
42c__42c_ale5__1,-1.81573728062,8.027442444436529
42c__42c_ale6__1,-2.32433714617,8.77576905693717
42c__42c_ale8__1,8.027166047260001,9.14117532334215
42c__42c_ale9__1,-3.0145963155,8.30724312736094
42c__42c_ale10__1,12.9509320089,9.13627041241155
ssw__wt_ac__1,3.82765391611,8.62803650766145
ssw__wt_glc__1,-1.18863642109,8.17818810613935
ssw__wt_glyc__1,5.78904454439,7.910417816882711
ssw__wt_xyl__1,-2.03020820817,7.39005594781203
ssw__glc_ale1__1,-2.50570526535,7.945702595063269
ssw__glc_ale2__1,-2.81918577916,8.14334845392125
ssw__glc_ale3__1,-0.696774998818,8.12846244897377
ssw__glyc_ale1__1,3.49130854941,8.27864883168206
ssw__glyc_ale2__1,4.84307280605,8.10448613861146
ssw__xyl_ale1__1,5.099708129140001,7.497065746914379
ssw__xyl_ale2__1,6.82704984677,8.01873794718618
ssw__xyl_ale3__1,4.49740368237,8.145705030439998
ssw__glc_ac_ac2__1,3.1680055221099996,7.93567626304332
ssw__glc_ac_glc1__1,-0.7004036373800001,7.59320585971864
ssw__glc_ac_glc2__1,-1.2106964889899998,7.5789740343138
ssw__glc_glyc_glc__1,8.639775373110002,8.03625955602028
ssw__glc_glyc_glyc__1,4.17580473173,7.826914693578191
ssw__glc_xyl_glc__1,8.29713778516,8.06663046841845
ssw__glc_xyl_xyl__1,2.04367455103,7.60949828402129
pgi__glu4_delpgi__1,0.6871922132770001,8.36126960152509
pgi__pgi_ale1__1,-1.4530782167200003,8.06180449403364
pgi__pgi_ale2__1,-0.827224251122,8.47737599309132
pgi__pgi_ale3__1,-3.4625714803,8.08059459237587
pgi__pgi_ale5__1,-3.4324108805299995,7.87130374971966
pgi__pgi_ale6__1,-3.05651239795,7.884582196113759
pgi__pgi_ale7__1,-2.3968838302599997,7.88015153646647
pgi__pgi_ale8__1,-3.5698259892300004,7.5209579188701
ica__wt_glc__1,-0.369088790791,7.989657846023889
ica__wt_glc__2,-0.505495668251,7.981042851475941
ica__wt_glc__3,-0.194965883704,8.225530342441079
ica__wt_glc__4,-0.153671554614,8.2026748317737
ica__arg_sbt__1,7.58962239841,8.31858010639559
ica__arg_sbt__2,7.85386571649,8.4532572750423
ica__cytd_rib__1,5.83957479655,8.50101282452461
ica__cytd_rib__2,5.2769221699,8.49737362776389
ica__gth__1,3.16945406535,9.06852185003399
ica__gth__2,3.34388703071,9.009141835376461
ica__leu_glcr__1,-0.401881597262,8.06439490867009
ica__leu_glcr__2,-0.442442605049,8.04899846765097
ica__met_glc__1,0.748077750134,7.80472150082244
ica__met_glc__2,0.5799179669650001,7.70815765451017
ica__no3_anaero__1,-3.5899818115400004,8.35329737023874
ica__no3_anaero__2,-3.55782357811,8.44336612727906
ica__phe_acgam__1,0.405869351212,7.892026762423179
ica__phe_acgam__2,-0.225855966241,7.82952457444517
ica__thm_gal__1,0.346070804005,8.44760639080391
ica__thm_gal__2,0.6373539856189999,8.47623222491045
ica__tyr_glcn__1,-0.846000633114,7.905651027084611
ica__tyr_glcn__2,-0.866977235649,7.951703218187981
ica__ura_pyr__1,0.8809955039399999,8.20973289289423
ica__ura_pyr__2,4.0188958718,8.30874482705974
ica__wt_glc__5,-1.07419658519,8.31237731526517
ica__wt_glc__6,-1.27107596888,8.30436484147374
ica__bw_delpurR_cytd__1,-1.6368801614500001,8.0511155778901
ica__bw_delpurR_cytd__2,-0.527289068747,7.81794486172351
ica__ade_glc__1,1.7463904056400001,8.165743877569831
ica__ade_glc__2,1.07131340358,8.39907731803545
ytf__wt_glc__1,4.48722334263,8.747515264194451
ytf__wt_glc__2,5.26133607357,8.97787428723324
ytf__delyafC__1,-1.3712553019,8.799162412960529
ytf__delyafC__2,-2.43746637873,8.807290814055019
ytf__delyeiE__1,-2.6066221451400002,8.58893797743805
ytf__delyeiE__2,-0.8917722474349999,8.59805790385211
ytf__delyiaJ__1,-2.50069498256,8.83084154529739
ytf__delyiaJ__2,-1.34449987379,8.887351147179439
ytf__delyieP__1,2.14468997078,8.96042392277094
ytf__delyieP__2,11.6472464957,9.44325637538839
ytf__wt_ph5__1,-6.597701859140001,8.58648356643135
ytf__wt_ph5__2,-5.69530227238,8.620862445056058
ytf__wt_ph8__1,3.8392743751599996,8.70883132872892
ytf__wt_ph8__2,4.147876001419999,8.778813791450059
ytf__delybaO__1,-2.36396870376,8.78651131114007
ytf__delybaO__2,1.8303454370599996,8.95538509981226
ytf__delybaQ__1,-0.275775023885,8.47396450850008
ytf__delybaQ__2,-0.17042066641399997,8.49147006393887
ytf__delybiH__1,12.5724310804,8.987764391481939
ytf__delybiH__2,12.9925529742,9.226608976398321
ytf__delydcI_ph5__1,-6.06780690013,8.31974864730949
ytf__delydcI_ph5__2,-5.67715185972,8.3620204419553
ytf__delydcI_ph8__1,5.0369506256,8.68454961467766
ytf__delydcI_ph8__2,4.32781205874,8.65030035753572
ytf__delyddM__1,-2.09192359565,8.75173536655192
ytf__delyddM__2,-2.03523626918,8.681473925177329
ytf__delyheO__1,-3.3683290942000004,8.67472437730785
ytf__delyheO__2,1.45543945747,8.852202448917131
fps__bw_glc__1,-0.139237938398,8.30413240657492
fps__bw_glc__2,-0.0857766247805,8.44581232843274
fps__fps_thrA_ale1__1,-0.204980721149,8.48547988426236
fps__fps_thrA_ale1__2,0.385260838393,8.42580044875965
fps__fps_thrA_ale2__1,0.744812202184,8.19262488000223
fps__fps_thrA_ale2__2,1.3607485187600001,8.25666767945106
fps__fps_serB_ale1__1,-1.0878026974700001,8.531167606904559
fps__fps_serB_ale1__2,-0.6372876649889999,8.669460003235821
fps__fps_serB_ale4__1,0.569544420435,8.64137435886557
fps__fps_serB_ale4__2,1.46650891371,8.7639483766851
fps__fps_ptsI_ale1__1,3.0730474691900005,8.277279481198269
fps__fps_ptsI_ale1__2,2.44280614831,8.33629048204542
fps__fps_ptsI_ale3__1,2.9567747618599998,8.22118176805511
fps__fps_ptsI_ale3__2,2.7252689518700004,8.14432338954424
pal__lyx_ale2_f6__1,1.70213485335,8.16496157758421
pal__lyx_ale2__1,4.0841962161000005,7.92089618695341
pal__lyx_ale2__2,3.1888235914,7.76963658307317
pal__lyx_ale4__1,4.0841962161000005,7.92089618695341
pal__lyx_ale4__2,3.1888235914,7.76963658307317
pal__5drib_ale10_f18__1,4.88460939738,8.218837930919559
pal__5drib_ale10_f18__2,4.70938624123,8.14215713863413
pal__5drib_ale10__1,3.36016598054,8.18773881446825
pal__arab_ale14_f9__1,-0.106376588639,8.068297530172499
pal__arab_ale14_f9__2,1.4932838561700001,8.19854347259569
pal__arab_ale14__1,0.7399438176109999,7.60056797648351
pal__arab_ale14__2,1.5016530662099998,7.79610173699651
pal__arab_ale16__1,2.8762889235799998,8.28363512776714
pal__arab_ale16__2,5.125938434519999,8.58522938803015
pal__tartr_ale26_f10__1,3.20872666889,8.09219918510118
pal__tartr_ale26_f10__2,2.93598124384,8.07801345170717
pal__tartr_ale26__1,1.99234286287,8.38027558281577
pal__tartr_ale26__2,3.69656068885,8.44994930297181
pal__tartr_ale28_f10__1,1.76038395151,8.49641898437418
pal__tartr_ale28_f10__2,7.15962905265,8.48846246851681
pal__tartr_ale28__1,2.37795413435,8.14562235833063
pal__tartr_ale28__2,3.67715013708,8.039875835027269
efeU__delmenFentC_citr__1,1.9935097111400002,8.49798663812086
efeU__delmenFentC_citr__2,5.60652672033,8.64304378117227
efeU__delmenFentC__1,-2.13196020734,8.98419242479342
efeU__delmenFentC__2,-1.63176970804,8.90468045866753
efeU__menFentC_ale39__1,8.557846441639999,8.58939091143223
efeU__menFentC_ale39__2,5.246838041569999,8.50374265528
efeU__menFentC_ale29__1,2.45854127146,8.176956943639519
efeU__menFentC_ale29__2,0.563907832254,8.22728166713352
efeU__menFentC_ale30__1,-1.24918435505,7.693772963849501
efeU__menFentC_ale30__2,0.62358555895,7.90857813565311
efeU__menFentCubiC_ale36__1,1.2600477869600002,8.45530499910234
efeU__menFentCubiC_ale36__2,1.65007981562,8.45102004058894
efeU__menFentCubiC_ale37__1,-0.437450363504,8.65550090327986
efeU__menFentCubiC_ale37__2,-0.323196672696,8.75525627796398
efeU__menFentCubiC_ale38__1,-1.4236718561700001,8.45018751093999
efeU__menFentCubiC_ale38__2,-1.58959457769,8.55336195284162
