,A,CodY
dia5_1,-30.0172242069,-0.9564666666666657
dia5_2,-31.5123064762,-1.0562666666666658
dia5_3,-34.9679682277,-1.0662666666666656
dia15_1,-33.6750974794,0.7762333333333338
dia15_2,-36.1220891584,1.7317333333333345
dia15_3,-30.2629130384,0.5916333333333341
Diami_1,-27.8621885675,-0.16426666666666634
Diami_2,-33.7877598775,0.2968333333333337
Diami_3,-29.534301095300002,0.31853333333333467
Paraq_1,-29.0667501086,0.7100333333333335
Paraq_2,-35.1095974765,1.4029333333333334
Paraq_3,-25.7950634183,-0.08866666666666667
H2O2_1,-32.6042004455,1.218233333333334
H2O2_2,-33.9051277523,1.5224333333333337
H2O2_3,-30.0030960725,1.2072333333333347
Oxctl_1,-26.0225294665,0.5088333333333335
Oxctl_2,-26.7640372371,0.4641333333333346
Oxctl_3,-34.3242366761,1.3229333333333333
GM-0.1_1,8.2377130255,-0.2586666666666666
GM-0.2_1,7.7189926844,-0.4144666666666659
GM+5_1,5.9947725461,-0.49696666666666545
GM+15_1,-0.8611786485,0.03743333333333432
GM+25_1,-3.982294992,0.4824333333333346
GM+45_1,-0.14112434910000002,0.39403333333333457
GM+60_1,0.7086653369,0.13523333333333376
GM+90_1,0.6911527877,0.33153333333333457
GM+120_1,-3.3823294963,-0.930766666666667
GM+150_1,-1.5209053359,-0.2074666666666669
GM-0.1_2,7.3328220308,0.3190333333333335
GM-0.2_2,4.5413743911,-0.09106666666666641
GM+5_2,4.9496604919,-0.08276666666666621
GM+10_2,-1.5890828747999999,0.08313333333333439
GM+15_2,-7.0319483517,0.05473333333333308
GM+25_2,-10.7137389982,0.11053333333333448
GM+45_2,-5.0114101735,-0.6961666666666666
GM+60_2,-3.6125735802,-0.7069666666666663
GM+90_2,-7.0047824659,0.3314333333333348
GM+150_2,-1.6138957745,0.2870333333333335
GM-0.1_3,8.1407893366,-0.03236666666666643
GM-0.2_3,9.5546084044,-0.07506666666666639
GM+5_3,8.6446313223,-0.07086666666666552
GM+10_3,1.9439484915,-1.0189666666666657
GM+15_3,-1.5650617028,-0.29446666666666665
GM+25_3,-6.4614902736,-0.6034666666666659
GM+45_3,-5.5204807243000005,-0.7559666666666658
GM+60_3,-3.4534782035,-0.8748666666666658
GM+90_3,-2.2904226338,-0.32166666666666544
GM+120_3,-5.2392333923,0.10393333333333388
GM+150_3,-0.9424283932,-0.08546666666666702
MG-0.1_1,-4.5211494806,0.20583333333333442
MG+5_1,-3.5223953806,0.1287333333333347
MG+10_1,-5.57815247,0.5928333333333331
MG+15_1,-8.38049429,-0.2204666666666668
MG+25_1,-4.0751582806,0.3654333333333337
MG+45_1,-4.5199547384,0.17033333333333367
MG+120_1,11.0381959172,-1.281066666666666
MG+150_1,0.9954554689,-0.5825666666666667
MG-0.1_2,-5.4417524556,-0.7888666666666655
MG-0.2_2,-5.1933132104,-0.16506666666666625
MG+5_2,-2.5960354404,-0.14246666666666563
MG+10_2,-5.9016646749,0.15993333333333304
MG+15_2,-8.718695201100001,0.7774333333333345
MG+25_2,-4.7654390803,-0.0606666666666662
MG+45_2,-2.9198460401,-0.5287666666666659
MG+60_2,-4.162450434,-0.06886666666666663
MG+90_2,-0.8014109722,-0.4245666666666654
MG+120_2,14.5584906323,-0.4087666666666667
MG-0.1_3,-7.518811151,0.7161333333333335
MG-0.2_3,-8.2584211177,0.24393333333333445
MG+5_3,-7.3797950012,0.3040333333333347
MG+10_3,-8.3684284571,-0.6101666666666663
MG+15_3,-10.5859035324,0.5644333333333336
MG+25_3,-6.440344246,0.5365333333333346
MG+45_3,-5.0033893793,0.7183333333333337
MG+60_3,-6.0156031507,0.038933333333334375
MG+90_3,-1.878368049,0.13213333333333388
MG+120_3,12.5197310062,-0.6803666666666661
MG+150_3,1.7267710355,-0.4561666666666664
