,A,PuuR,RpoS,ArcA
pcoli__bpTDC__2,-2.5700167512,-0.7277334870000001,0.9553809320000001,0.36998961500000005
pcoli__BRCA__1,-0.5755788926000001,-0.036878437,0.481077462,0.19094988400000001
pcoli__BRCA__2,-0.3523333528,0.10901564100000001,0.414372032,0.185832415
pcoli__BRCActrl__1,1.2520211137000001,0.484346728,0.789958142,0.7478487060000001
pcoli__BRCActrl__2,1.1400962422,0.342018602,0.807071062,0.822133306
pcoli__BRCAswap__1,-2.1244127744,-0.3529983,1.180860802,0.57696863
pcoli__BRCAswap__2,-2.6439568967,-0.36781637100000003,1.316103432,0.6370936500000001
pcoli__btAANAT__1,-5.9470381935,-1.287877661,0.867514882,0.323861084
pcoli__btAANAT__2,-6.6833374724,-1.312784212,0.9655816920000001,0.27958708600000004
pcoli__btASMT__1,-4.0157416125,-1.185398036,0.939073072,0.367003185
pcoli__btASMT__2,-3.8140146215,-1.031161477,0.9392079120000001,0.415723973
pcoli__CC1__1,-5.6188614855,-1.140246938,1.299081872,0.689232144
pcoli__CC1__2,-6.6538582892,-1.593029741,1.276132952,0.49854365700000003
pcoli__ccCOMT__1,-4.9096247738,-0.914105425,0.676725562,0.207124303
pcoli__ccCOMT__2,-4.7939137345,-0.951352916,0.6239913220000001,0.135602372
pcoli__ckDDC__1,-4.6081106599,-1.075300089,0.9195953720000001,0.64864206
pcoli__ckDDC__2,-4.2598808372,-1.158936507,1.070828622,0.71046172
pcoli__CNTF_belt__1,-3.9457449010000003,-0.877048983,0.907281302,0.420432377
pcoli__CNTF_belt__2,-4.0962910577,-1.2456207400000001,1.014560852,0.47953411300000004
pcoli__cobPNMT__1,-5.4102462321,-1.222718022,0.648728662,0.303324142
pcoli__cobPNMT__2,-5.6799278918,-1.141352807,0.6310093720000001,0.322389862
pcoli__cvPhhB__1,-6.5449219705,-1.276625686,0.260359279,0.057619355000000004
pcoli__cvPhhB__2,-7.4053876497,-1.292435658,0.337925702,0.277355495
pcoli__ggAANAT__1,-6.1490682411,-1.308412495,0.5832992720000001,0.21586797400000002
pcoli__ggAANAT__2,-6.1658163205,-1.31639765,0.536610012,0.12626112
pcoli__ggTPH__1,-5.3648605808,-1.054250199,0.7844718420000001,0.11468483400000001
pcoli__ggTPH__2,-5.0928380226,-1.115556884,0.5880848120000001,0.070815561
pcoli__hsAANAT__1,-3.5644898098,-1.0318560940000001,1.6502528120000002,1.089893306
pcoli__hsAANAT__2,-3.8530825876,-1.048145447,1.605420772,0.903433806
pcoli__hsASMT__1,-2.5640115753,-0.616173537,0.738394282,0.265788397
pcoli__hsASMT__2,-2.6324069276,-0.587184386,0.758771582,0.330022315
pcoli__hsPNMT_mb__1,-6.9853674933,-1.40033953,0.817985662,0.040300772000000006
pcoli__hsPNMT_mb__2,-6.4730261516,-1.44121339,0.7961451820000001,0.12697175200000002
pcoli__hsTPH__1,-5.1639218527,-1.055298375,0.14390909999999998,-0.175521843
pcoli__hsTPH__2,-5.7274370425,-1.263035365,0.268901973,0.09615961
pcoli__hsTPH_E2K__1,-5.4627922883,-1.305513197,1.286770342,0.526622704
pcoli__hsTPH_E2K__2,-5.6468242814,-1.2760114869999999,1.396164682,0.628575133
pcoli__hsTPH_E2K_N91I_P99C__1,-3.5427495864000003,-0.9986472070000001,0.434391552,-0.08709583800000001
pcoli__hsTPH_E2K_N91I_P99C__2,-3.4744110708,-0.691288698,0.369242772,-0.018978383
pcoli__hsTPH_N158trunc__1,-5.8672623723,-1.217952679,1.281037232,0.49277853
pcoli__hsTPH_N158trunc__2,-5.8971466917,-1.388742808,1.2743906520000001,0.481644575
pcoli__hsTPH_N174trunc__1,-5.9712833877,-1.130423459,1.038756942,0.19621347500000003
pcoli__hsTPH_N174trunc__2,-6.1174068468,-1.322156884,1.039930542,0.490658674
pcoli__hsTPH_Ntermtrunc__1,-2.1359523575,-0.42765262400000004,1.647250302,0.853001546
pcoli__hsTPH_Ntermtrunc__2,-1.560156955,-0.347248445,1.699236672,0.7565656460000001
pcoli__hsTPH1__1,-4.9911991836,-1.208454029,1.321080842,0.680069985
pcoli__hsTPH1__2,-5.0227579368,-1.180999638,1.337915162,0.6759045060000001
pcoli__MBP__1,-8.9407383864,-2.416456811,0.585122592,-0.573046228
pcoli__MBP__2,-8.9276194207,-2.2696610870000002,0.9447356020000001,-0.051903538000000006
pcoli__msCOMT__1,-5.1609625304,-0.998573153,0.401728872,0.079404681
pcoli__msCOMT__2,-5.4019168256,-1.3042710990000002,0.347043152,-0.044857836000000005
pcoli__ocAANAT__1,-4.968865337,-1.064850836,0.5440581320000001,0.16575990100000002
pcoli__ocAANAT__2,-5.3538163761,-1.094048247,0.567509232,0.2116699
pcoli__osTDC_K374H__1,-3.1104060107000002,-0.761796204,1.8341525920000001,0.851500016
pcoli__osTDC_K374H__2,-1.9167866913,-0.34411498700000004,1.939742772,0.979614336
pcoli__osTDC_K374L__1,-7.6831585722,-1.54451665,0.6613088420000001,-0.064751683
pcoli__osTDC_K374L__2,-6.7497528197,-1.527029323,0.717844762,0.13687585800000002
pcoli__osTDC_K374Q__1,-4.0310241289,-0.8868360420000001,1.164276552,0.43024290200000004
pcoli__osTDC_K374Q__2,-4.1745137081,-0.9795542140000001,1.244606692,0.45649869600000004
pcoli__osTDC_L360V__1,-5.4091627811,-1.084600828,0.613336202,0.17240939800000002
pcoli__osTDC_L360V__2,-4.9571620478,-1.292121695,0.764384932,0.273833125
pcoli__pmTPH__1,-7.6598765588,-1.661475205,-0.046391769000000006,-0.33557125600000004
pcoli__pmTPH__2,-8.387494097,-1.8590247990000002,0.10538008600000001,-0.103547147
pcoli__RFC__1,-6.1673259629,-1.2543591840000001,0.342216642,-0.193622802
pcoli__RFC__2,-6.358168731,-1.32899484,0.36331122200000004,-0.271951257
pcoli__RFCctrl__1,-3.672626585,-0.75259674,1.538991512,0.8765261360000001
pcoli__RFCctrl__2,-3.2866357452,-0.6555044480000001,1.658506142,0.8084935360000001
pcoli__RFCnopause__1,-3.2450866435,-0.560263116,1.485949062,0.9157442760000001
pcoli__RFCnopause__2,-3.4399811588,-1.049172344,1.585049412,1.011176016
pcoli__RFCpluspause__1,-4.463154489,-1.133928303,1.462841342,0.902283076
pcoli__RFCpluspause__2,-4.2266724554,-1.355090653,1.192064092,0.9472996260000001
pcoli__rnCOMT_sol__1,-4.2000053218,-0.75707558,1.719680742,0.823034806
pcoli__rnCOMT_sol__2,-3.7208064825,-0.683060674,1.610427042,0.8417998760000001
pcoli__rnPNMT__1,-7.0180815147,-1.7837272620000002,0.48229885200000006,-0.087156416
pcoli__rnPNMT__2,-7.5007891609,-1.709773378,0.38756987200000004,-0.047135399
pcoli__rnTDC__1,-3.2121493042,-0.561221955,0.569808832,0.12196417600000001
pcoli__rnTDC__2,-2.9410259278,-0.54822595,0.5878713320000001,0.059651514
pcoli__rnTDC_trunc__1,-6.9959644302,-1.253400745,0.748215262,0.10154764100000001
pcoli__rnTDC_trunc__2,-7.4547780324,-1.518586561,0.772745432,0.171203867
pcoli__saCOMT_T2A__1,-6.7194925272,-1.117766345,0.550518202,-0.0422892
pcoli__saCOMT_T2A__2,-6.1960270737,-1.223277792,0.563995832,-0.0050907420000000005
pcoli__sfCOMT__1,-6.6242400674,-1.6788101430000002,0.401711162,-0.104639965
pcoli__sfCOMT__2,-6.6382647242,-1.5576905220000001,0.22758527,-0.08689561
pcoli__sgAANAT_D63G__1,-6.3170133273,-1.192946468,0.671752252,0.063928575
pcoli__sgAANAT_D63G__2,-6.5880734916,-1.390072208,0.614882872,-0.046721704
pcoli__ssDDC__1,-2.3583750654,-0.37938387100000004,0.8383157120000001,0.380732609
pcoli__ssDDC__2,-2.011789279,-0.44092519100000005,0.953487402,0.5413918120000001
pcoli__TP53B__1,-5.2833858425999995,-1.037174329,0.964090352,0.217165399
pcoli__TP53B__2,-4.9078590357,-0.7109052410000001,0.901377312,0.26082317
pcoli__WT__1,-2.2623932966,-0.232934664,1.718903732,1.1453485460000001
pcoli__WT__2,-3.0475720334,-0.381617755,1.351313052,1.070647936
cck__glu_ale4__1,-5.6837444491,-0.971575171,0.106695308,0.14242569800000002
cck__glu_ale4__2,-6.2926262115,-1.237628556,0.141060303,0.23916410400000002
cck__cck_ale1__1,-6.859169897,-1.7505177600000001,-0.230745355,-0.036123555
cck__cck_ale1__2,-6.3904831215,-1.480911063,-0.146208637,0.042168756
cck__cck_ale2__1,-6.3814162713,-1.640736928,-0.153329452,0.11719557800000001
cck__cck_ale2__2,-6.5351742527,-1.446980216,-0.157571648,0.14509675
cck_pgi__gmos_delpgi__1,-5.4428038906000005,-1.317248294,1.635612032,0.548075038
cck_pgi__gmos_delpgi__2,-3.9647444063,-1.379096853,1.622138852,0.49255982000000004
cck_pgi__pgi_ale1__1,-10.2093775491,-1.743908275,0.106107449,0.155626605
cck_pgi__pgi_ale1__2,-9.9710919716,-1.790353498,0.524486572,0.458879289
cck_pgi__pgi_ale2__2,-8.2920208627,-1.5985918510000001,1.2533454320000001,0.9356459460000001
cck_pgi__pgi_ale3__1,-8.4801974918,-1.7728342910000001,0.143984317,0.080522988
cck_pgi__pgi_ale3__2,-8.9723643367,-1.952385441,0.525939852,0.319070503
cck_pgi__pgi_ale4__1,-10.7262225074,-2.031546389,-0.05823077,-0.060545762
cck_pgi__pgi_ale4__2,-10.5505123487,-2.391923668,0.114430689,-0.023064144
cck_pgi__pgi_ale4__3,-10.2821151492,-2.308474126,0.073392837,-0.026233267
cck_pgi__pgi_ale5__1,-6.6121633351,-1.466979728,0.42039634200000003,0.6346640520000001
cck_pgi__pgi_ale5__2,-6.3136238028000005,-1.498672153,0.548322022,0.6909501880000001
cck_pgi__pgi_ale6__1,-5.5274983288,-1.158980747,0.622492342,0.28762259500000004
cck_pgi__pgi_ale6__2,-5.6147952216,-1.35434503,0.20184136100000002,0.536174008
cck_pgi__pgi_ale7__1,-5.826203372,-1.127940954,0.8692270320000001,0.17530578100000002
cck_pgi__pgi_ale7__2,-6.2000540436,-1.49805441,0.6974166620000001,0.46740904
cck_pgi__pgi_ale8__1,-6.3792318674,-1.3547967060000001,0.07791659100000001,0.174656744
cck_pgi__pgi_ale8__2,-6.4505679043,-1.627839427,0.158465929,0.394370202
cck_sdh__gmos_delsdhCB__1,-12.216947935,-2.39475924,0.9537564220000001,1.322502666
cck_sdh__gmos_delsdhCB__2,-10.9264263583,-2.349712576,0.9814993820000001,0.5798925810000001
cck_sdh__sdh_ale1__1,-3.1510266679,-0.7977232280000001,0.851815082,0.998987676
cck_sdh__sdh_ale1__2,-3.2508018089,-0.861045107,0.805688422,0.9379760260000001
cck_sdh__sdh_ale2__1,-3.9926326027,-0.933456939,0.49241269200000004,0.736952856
cck_sdh__sdh_ale3__2,-3.5136971635,-1.031991095,0.517062142,0.803381376
cck_sdh__sdh_ale3__1,-4.5037551753,-1.018066162,0.528303952,0.695367646
cck_sdh__sdh_ale3__3,-4.8765364172000005,-1.1465307980000001,0.573257302,0.681227083
cck_pts__gmos_delptsHIcrr__2,-5.6977106704,-2.094277835,1.5288345520000002,-0.47601407300000004
cck_pts__gmos_delptsHIcrr__1,-7.3099983448,-2.34459877,1.247999062,-0.33705242
cck_pts__pts_ale1__2,-6.4967345396,-1.267855205,0.9376607320000001,0.9351348060000001
cck_pts__pts_ale1__1,-6.6541986592,-1.447613987,0.8732817420000001,0.876612566
cck_pts__pts_ale2__2,-7.453520551,-1.887474186,0.270418667,0.115148097
cck_pts__pts_ale2__1,-7.1478043945,-1.614988683,0.209615396,0.09984643500000001
cck_pts__pts_ale3__2,-7.8933985395,-1.635096383,0.675028442,0.41419806800000003
cck_pts__pts_ale3__1,-7.2422417944,-1.54746407,0.801770202,0.5783373190000001
cck_pts__pts_ale4__2,-6.8287189624,-1.509557514,-0.557170091,0.046307297000000004
cck_pts__pts_ale4__1,-6.9558692440000005,-1.586188456,-0.416391233,0.036329173
cck_gnd__gmos_delgnd__1,-12.8157764455,-2.871055054,0.662849232,0.319589504
cck_gnd__gmos_delgnd__2,-11.9491420545,-3.110823064,0.8956378920000001,0.503198241
cck_gnd__gnd_ale1__1,-6.1396201353,-1.5811472069999999,-0.16321665600000002,0.20693571300000002
cck_gnd__gnd_ale1__2,-6.2096431584,-1.5908492170000001,-0.29974473300000004,0.188642002
cck_gnd__gnd_ale2__1,-6.5653200071,-1.631827616,-0.18690598600000002,0.101779039
cck_gnd__gnd_ale2__2,-7.0227462649,-1.471293258,-0.027747274000000002,0.172979991
cck_gnd__gnd_ale3__1,-5.8967230051,-1.380298096,0.034659745,0.155982392
cck_gnd__gnd_ale3__2,-6.1459359862,-1.447604971,-0.031113969000000002,0.23824755400000003
cck_tpiA__gmos_deltpiA__1,-8.6276737096,-1.200465698,2.785352722,0.7806081060000001
cck_tpiA__gmos_deltpiA__2,-6.2748986252,-1.024300076,3.009075552,0.813794416
cck_tpiA__tpiA_ale1__1,-6.9617063826,-1.376870336,0.9025170320000001,0.5988579620000001
cck_tpiA__tpiA_ale1__2,-6.5531239043,-1.219133474,0.861155212,0.589313505
cck_tpiA__tpiA_ale2__1,-8.518997836,-1.6105601200000002,1.043320932,0.630282656
cck_tpiA__tpiA_ale2__2,-8.2754892998,-1.728284252,1.034550672,0.582770958
cck_tpiA__tpiA_ale3__1,-6.9187437927,-1.351700427,1.160442362,0.694016618
cck_tpiA__tpiA_ale3__2,-7.3260643188,-1.343346761,1.357744682,0.6840427720000001
cck_tpiA__tpiA_ale4__1,-6.2305042869000005,-1.302010059,0.8815165420000001,0.744539256
cck_tpiA__tpiA_ale4__2,-6.2632437599,-1.616777172,0.8068994620000001,0.7080815420000001
acid_tale__acid_ale1_pH7__1,-9.9167162595,-1.942413497,-0.46818323500000003,0.057748651000000005
acid_tale__acid_ale1_pH7__2,-10.1443562171,-2.2572494929999998,-0.504733132,0.000836439
acid_tale__acid_ale1_pH5__1,-10.4184228469,-2.676259021,-0.568459668,0.393058448
acid_tale__acid_ale1_pH5__2,-11.1202401655,-2.7005772820000002,-0.40645875600000003,0.51636355
acid_tale__acid_ale2_pH7__1,-8.4805600965,-1.860892581,-0.5666004250000001,-0.058615956000000004
acid_tale__acid_ale2_pH7__2,-7.7861172,-1.894770225,-0.618132993,-0.003295563
acid_tale__acid_ale2_pH5__1,-9.4231001797,-2.200860009,-0.261739756,0.054635539000000004
acid_tale__acid_ale2_pH5__2,-9.7640491677,-2.733303248,-0.12966528100000002,0.312142354
acid_tale__low_Mg_ale_pH7__1,-11.5368973497,-2.521835277,-0.524940594,-0.7608421670000001
acid_tale__low_Mg_ale_pH7__2,-11.2266431812,-2.403729833,-0.7528981960000001,-0.879332121
acid_tale__low_Mg_ale_pH5__1,-10.3993426487,-1.62282776,0.328525112,-0.028056045
acid_tale__low_Mg_ale_pH5__2,-9.4948448465,-1.6940024230000001,0.216529764,-0.12884752500000002
acid_tale__MES_ale_pH7__1,-9.0660841145,-2.069941105,-0.45060715500000004,0.041432463
acid_tale__MES_ale_pH7__2,-10.785932979,-2.361024103,-0.34063654800000004,0.037419389000000004
acid_tale__MES_ale_pH5__1,-5.7361419894,-1.251808868,0.08479708100000001,0.6634502010000001
acid_tale__MES_ale_pH5__2,-9.8816496588,-2.040276918,0.475393002,1.148891356
acid_tale__gmos_pH7__1,-9.8438049622,-1.9900398890000002,-0.35326148100000004,-0.020226017000000002
acid_tale__gmos_pH7__2,-9.5940776891,-2.125128057,-0.380653725,-0.031017067000000002
acid_tale__gmos_pH5__1,-10.5991455851,-1.870401985,0.36044262200000005,0.5256937780000001
acid_tale__gmos_pH5__2,-10.5993499231,-1.9806433760000002,0.331702712,0.521895651
adnB__wt_adn__1,-5.2074865114,-1.397502715,0.19266828200000002,0.527252585
adnB__wt_adn__2,-8.1254559752,-1.469462421,0.5997283720000001,0.717952429
adnB__delydhB_adn__1,-7.0963050548,-2.011399072,0.227307742,0.501672778
adnB__delydhB_adn__2,-4.9672208356,-0.9251813240000001,0.612511522,0.5728210220000001
ytf2__wt_glc__1,-4.9055082454,-1.063478941,1.3332109920000002,0.444428965
ytf2__wt_glc__2,-5.0643761392,-1.091696344,1.280275182,0.29555535
ytf2__ybcM_glc__1,-4.7695102444,-1.315491532,1.756563822,0.185566797
ytf2__ybcM_glc__2,-4.886813654,-1.485045055,1.789561882,0.129607239
ytf2__ydhB_glc__1,-4.5550604147,-0.9566854650000001,1.7383771920000002,0.38896984100000004
ytf2__ydhB_glc__2,-4.1401937049,-0.9943393070000001,1.656277972,0.33696669
ytf2__yfeC_glc__1,-4.516159856,-0.871008238,1.607751292,0.26844590900000004
ytf2__yfeC_glc__2,-4.1374506812,-1.118354829,1.653060862,0.34219276400000004
ytf2__yciT_glc__1,-5.8618832545,-1.004130236,1.2814093020000001,0.43932199800000005
ytf2__yciT_glc__2,-6.1527304706,-1.224730693,1.281068312,0.42732075500000005
ytf2__ydiZ_glc__1,-5.5415574609,-1.421693205,1.0339006020000001,0.110599163
ytf2__ydiZ_glc__2,-5.3812907737,-1.179315083,1.0135920920000001,0.039726156000000006
ytf2__ynfL_glc__1,-3.9867690895,-0.889918564,1.542635782,0.49324980500000004
ytf2__ynfL_glc__2,-3.8759268409,-0.8663687050000001,1.552532362,0.46775206900000005
misc2__dellon_glc__1,-9.5345614498,-2.388973575,1.851431072,-0.3140845
misc2__dellon_glc__2,-9.7719816266,-2.150348956,1.957580102,-0.8715660150000001
ytf3__wt_glc2__1,-2.0979295441,-0.5912087260000001,1.415156502,0.43664024300000004
ytf3__wt_glc2__2,-2.353856521,-0.47329313700000003,1.3531878019999999,0.53975684
ytf3__wt_pH7_lactate__1,-4.1174468843,-1.229743934,1.498717262,0.394528943
ytf3__wt_pH7_lactate__2,-4.2008615533,-1.122884111,1.560191642,0.379399407
ytf3__wt_pH55_lactate__1,-6.5111739221,-1.676417539,1.521477682,0.9337171660000001
ytf3__wt_pH55_lactate__2,-5.9989313388,-1.475975121,1.600326662,0.795086936
ytf3__wt_pH55_HCl__1,-5.9133986344,-1.537573005,1.514438652,1.031077886
ytf3__wt_pH55_HCl__2,-6.0750159268,-1.566445108,1.4329907020000001,0.9522224260000001
ytf3__dyieP_pH7__1,-2.8171646896,-0.723045307,1.370709192,0.412248104
ytf3__dyieP_pH7__2,-3.1663734755,-0.84983429,1.300769352,0.30771917800000004
ytf3__dyieP_pH55__1,-3.8937243751,-1.345962471,1.313243352,0.356117652
ytf3__dyieP_pH55__2,-4.1079115802,-1.170567226,1.440201662,0.40373836900000004
