,-0.085412116625,-0.06988264087500001,-0.05435316512500002,-0.038823689375000026,-0.023294213625000032,-0.007764737875000038,0.007764737874999955,0.02329421362499995,0.03882368937499994,0.054353165124999936,0.06988264087499993,0.08541211662499992,0.10094159237499992,0.11647106812499991,0.1320005438749999,0.1475300196249999,0.1630594953749999,0.17858897112499986,0.19411844687499988,0.2096479226249999
Spo0A_genes,[],[],[],[],['abbA' 'darB' 'sdpC'],"['rok' 'yneF' 'sdpB' 'parA' 'parB' 'yodL' 'sdpA' 'yppD' 'accD' 'pdxT'
 'yppE' 'yvyE' 'pdxS' 'divIVA' 'accA' 'spoIIAA' 'sigF' 'spoIIAB' 'sirA'
 'yisL']","['racA' 'ywzH' 'ykuJ' 'ylmH' 'metS' 'BSU_misc_RNA_1' 'tagV' 'epr' 'sepF'
 'ftsX' 'BSU_misc_RNA_25' 'dltB' 'yusE' 'yisK' 'ylmE' 'dltA' 'ykuK' 'yabD'
 'yqxJ' 'yqcG' 'yqzD' 'ylmG' 'kinA' 'ftsE' 'ylmD' 'dltE' 'refZ' 'dltD'
 'yfmI' 'ykaA' 'yqcF' 'yrrL' 'yfmJ' 'yqzC' 'yusD' 'dltC' 'yqxI' 'pit']",['tkt' 'yerB'],['yerC'],[],[],[],[],[],[],[],[],[],[],[]
SigA_genes,['gntR'],['gntK'],['gntP' 'gltA' 'gltB' 'malA' 'cadA' 'copZ'],['gntZ' 'glvR' 'azoR2' 'alsS' 'alsD' 'sacP'],"['degQ' 'malP' 'nasE' 'pdhA' 'thrZ' 'copA' 'pdhB' 'treP' 'nadA' 'mrgA'
 'nasF' 'mhqE' 'cysK' 'sda' 'pbuX' 'xpt' 'sacA' 'dctP' 'licB' 'opuAA'
 'treA' 'nasD' 'nadB' 'sboX' 'cysJ' 'hemA' 'yukD' 'yaaJ' 'degS' 'htrA'
 'recF' 'hemX' 'iolR' 'iolJ' 'licC' 'iolI' 'sdpR' 'mcsA' 'purK' 'zagA'
 'yaaA' 'sigI' 'ywhA' 'nifS' 'opuBD' 'ohrA' 'bglP' 'rhaR' 'cysI' 'ylbQ'
 'iolG' 'yydJ' 'ywbI']","['BSU_misc_RNA_29' 'ytrA' 'ctsR' 'sboA' 'ytrB' 'remB' 'iolH' 'purE' 'yukC'
 'iolC' 'iolD' 'efeU' 'citR' 'yfmP' 'sufC' 'ytrE' 'iolB' 'rhaEW' 'yrrT'
 'sigM' 'yyaF' 'ytrC' 'ssbA' 'msrA' 'rpoE' 'ywdA' 'BSU_misc_RNA_26' 'exuR'
 'thiM' 'rplQ' 'BSU_misc_RNA_10' 'proH' 'mhqA' 'opuAB' 'proJ' 'pta' 'nagA'
 'iolE' 'yueB' 'lrpC' 'guaD' 'cspB' 'iolF' 'ycnL' 'ogt' 'yxaB' 'yciB'
 'yxaA' 'grpE' 'rpmJ' 'yvyF' 'nadC' 'cysH' 'dra' 'sdpI' 'fnr' 'yukB'
 'cysC' 'pabB' 'rpsF' 'lytA' 'ptsG' 'albG' 'cymR' 'ptsH' 'resB' 'fur'
 'rhaB' 'thiE' 'mhqD' 'licT' 'albE' 'citG' 'nagB' 'folEB' 'iolA' 'yflG'
 'comEC' 'cssR' 'asd' 'mhqO' 'tetB' 'gltC' 'yosX' 'thrS' 'purB' 'ytrD'
 'nagR' 'ywzB' 'yczL' 'yqaN' 'hemC' 'tilS' 'opuAC' 'pamR' 'sacB' 'manP'
 'comC' 'resC' 'gyrA' 'rpsR' 'trxA' 'yfmO' 'yvcI' 'menF' 'yjmD' 'sirB'
 'mtlR' 'yabE' 'veg' 'iolS' 'yydG' 'levB' 'yqeT' 'whiA' 'yfkJ' 'addB'
 'ylnD' 'aprX' 'manR' 'rsbR' 'pdhD' 'yxiE' 'rppH' 'cccA' 'rpmGB' 'msrB'
 'nasB' 'cysP' 'uxuA' 'ptsI' 'rsbV' 'yutD' 'epsM' 'ytrF' 'albB' 'ybzG'
 'hemD' 'ohrR' 'pfeT' 'ptsA' 'nadE' 'hemB' 'sufD' 'proA' 'acuA' 'comFB'
 'topB' 'resE' 'ydcG' 'yflI' 'sat' 'gyrB' 'lytB' 'rpmD' 'rapB' 'feuA'
 'yvcJ' 'gcaD' 'cdd' 'nrgB' 'minJ' 'rpoA' 'comGF' 'degU' 'yjmF' 'rpsM'
 'mecA' 'lmrB' 'rnc' 'gtaB' 'pucG' 'pyrR' 'hrcA' 'yydI' 'araR' 'trpP'
 'acdA' 'rpsH' 'pucF' 'cdaA' 'infA' 'rsbW' 'yueC' 'bglH' 'mhqN' 'ylxS'
 'crh' 'cysL' 'proB' 'secA' 'yqzO' 'ykzB' 'znuC' 'flgM' 'acuB' 'mreB'
 'rpmH' 'nupC' 'folE' 'yqeU' 'spoIIIJ' 'yvcN' 'mcsB' 'cssS' 'licA' 'uxaB'
 'yqaI' 'opuBB' 'recA' 'sdhC' 'resD' 'rsgI' 'ybgB' 'yqdA' 'hprT' 'lepA'
 'des' 'yotG' 'tagD' 'pssA' 'swrA' 'glmR' 'yutE' 'tapA' 'BSU_misc_RNA_27'
 'hmp' 'ybfK' 'yqeV' 'yhdF' 'ydfK' 'glpF' 'sigX' 'yqaH' 'yneJ' 'pucC'
 'pbpF' 'pucB' 'yydF' 'epsN' 'sipS' 'lmrA' 'ywrA' 'ahpC' 'yfkI' 'yqaJ'
 'ylnF' 'exuT' 'abf2' 'albD' 'nagP' 'rpoY' 'yoyC' 'treR' 'swrAA/2' 'albC'
 'liaR' 'rpsN' 'yqaG' 'ftsW' 'liaG' 'ylxX' 'radC' 'ywoD' 'ywoC' 'perR'
 'yukE' 'pdp' 'sigH' 'era' 'pucH' 'mutY' 'yotH' 'uxaA' 'epsO' 'gmuE'
 'yazB' 'adaA' 'rhaM' 'gmuB' 'yjmC' 'yvyG' 'feuB' 'yqaM' 'amyE' 'rpsD'
 'purQ' 'pucK' 'uxaC' 'yqiK' 'tatAD' 'addA' 'purT' 'sipW' 'sufS' 'dnaK'
 'lgt' 'resA' 'licH' 'yotJ' 'comQ' 'opuBC' 'rsiX' 'yqaL' 'pucJ' 'gbsB'
 'purS' 'snaB' 'flgK' 'ytfP' 'nadR' 'spoIIIL' 'yqaK' 'nasC' 'mbl' 'yrvO'
 'psdR' 'tagU' 'defA' 'glpD' 'rplO' 'rsbS' 'yotB' 'albF' 'yxeM' 'pucA'
 'pycA' 'recO' 'secE' 'feuC' 'yacF' 'rplE' 'gmuR' 'lytC' 'comGG' 'yxeO'
 'drm' 'efeO' 'ccdA' 'fmt' 'mtnW' 'gabD' 'pmi' 'lcfA' 'liaS' 'hprK' 'ybbA'
 'xylA' 'minD' 'pyrF' 'gamP' 'purC' 'BSU_misc_RNA_28' 'abn2' 'galE' 'ypbS'
 'ganS' 'pdhC' 'ywoB' 'purA' 'sacX' 'ssuD' 'spoIIIE' 'kinE' 'rsbT' 'ssuB'
 'fadF' 'kdgA' 'yotC' 'pucL' 'gamA' 'groES' 'yotE' 'kdgR' 'yydH' 'tagA'
 'rplF' 'ganB' 'ywkB' 'pstS' 'ssuC' 'yojF' 'yueD' 'kdgT' 'adk' 'cdaR'
 'spx' 'pyrE' 'gabR' 'rplR' 'yflH' 'alkA' 'rapD' 'pabC' 'ftsH' 'fapR'
 'yxeN' 'yotD' 'epsB' 'epsL' 'hemN' 'pucD' 'mtlA' 'gamR' 'yfkH' 'gabT'
 'rpsE' 'pyrD' 'tagB' 'lysS' 'clpC' 'gltX' 'gbsA' 'yhdK' 'comGE' 'epsC'
 'yneI' 'sul' 'fabHA' 'kdgK' 'folB' 'comX' 'gmuG' 'sigB' 'hlpB' 'gmuF'
 'tuaH' 'gmuA' 'citA' 'mreD' 'radA' 'qcrC' 'arfM' 'ponA' 'ssuA' 'qcrB'
 'ybfM' 'epsJ' 'ahpF' 'liaF' 'phoD' 'recU' 'rapG' 'tatCD' 'rplS' 'sacY'
 'ytxM' 'albA' 'rpsQ' 'yhdL' 'liaI' 'yhcZ' 'yojE' 'zinT' 'sufB' 'rpoC'
 'sbcD' 'fabL' 'yvoD' 'rhaA' 'menE' 'hemL' 'dnaJ']","['epsA' 'sbp' 'dapG' 'pabA' 'rnjA' 'rplB' 'sbcC' 'ascR' 'yuxO' 'fadB'
 'ctaA' 'bmrA' 'phrG' 'pyrAB' 'mtlD' 'gmuD' 'murG' 'prfB' 'pbpD' 'yxeK'
 'fliW' 'menB' 'epsD' 'pupG' 'narK' 'psd' 'pucE' 'mreC' 'opuBA' 'yvcD'
 'trmU' 'manA' 'pyrB' 'yjmB' 'ansA' 'minC' 'comGD' 'capB' 'opuD' 'maeA'
 'ymfC' 'mtrB' 'bshC' 'comFC' 'pyrP' 'rsbU' 'xylB' 'divIB' 'dapA' 'bglS'
 'tuaG' 'mta' 'epsK' 'rpsS' 'ypzF' 'yutF' 'disA' 'rpoB' 'sufU' 'comP'
 'ylaA' 'yqaF' 'menC' 'dynA' 'acpA' 'ftsA' 'efeB' 'glpT' 'rpsJ' 'mtlF'
 'ganA' 'fabF' 'folK' 'glyA' 'ypjD' 'kduD' 'phrH' 'sdhA' 'rpmC' 'ylbP'
 'pyrC' 'lutR' 'gapA' 'pyrAA' 'spo0B' 'comEB' 'rnjB' 'glcP' 'ftsZ' 'csrA'
 'ylaD' 'jag' 'licR' 'metI' 'ygaN' 'yvoE' 'ylxP' 'murAA' 'lutA' 'epsH'
 'capA' 'metC' 'purL' 'epsF' 'adaB' 'psdB' 'epsE' 'rplD' 'yloM' 'secY'
 'narG' 'epsI' 'rpsK' 'epsG' 'rtpA' 'clpP' 'map' 'bshB2' 'ysxC' 'ppiB'
 'purF' 'ylaB' 'ylaC' 'psdS' 'citZ' 'speE' 'pstC' 'psdA' 'yqzL' 'ribD'
 'purH' 'tuaF' 'sspE' 'glcR' 'mtnX' 'obg' 'glmM' 'rplW' 'yuxK' 'rplN'
 'ccpA' 'ylxR' 'nusA' 'rplX' 'lonA' 'acuC' 'bglC' 'prs' 'rplGA' 'pheT'
 'yhcY' 'sndB' 'csbA' 'phoC' 'narI' 'rplV' 'ribT' 'ykuN' 'pyrK' 'narJ'
 'znuB' 'pheS' 'gmuC' 'ykoP' 'comA' 'comEA' 'lcfB' 'flgL' 'yotI' 'fadR'
 'groEL' 'yxeQ' 'ctc' 'lutB' 'yhdA' 'wapA' 'kduI' 'mtnN' 'yotK' 'lctP'
 'comGA' 'ycbK' 'narH' 'rplP' 'fabG' 'pgm' 'motP' 'ffh' 'wapI' 'antE'
 'liaH' 'ald' 'birA' 'ykuO' 'tcyJ' 'ribE' 'menD' 'ytpQ' 'capC' 'yqiI'
 'yjdF' 'yhxA' 'arsR' 'araE' 'glpQ' 'hypO' 'mtnB' 'glmS' 'mhqP' 'clpX'
 'guaA' 'yflN' 'ylqC' 'fbp' 'comFA' 'ytnM' 'comGC' 'ylxW' 'pucM' 'rpsC'
 'plsX' 'smc' 'ansB' 'odhA' 'nrgA' 'pheA' 'tcyK' 'glsA' 'tcyN' 'qcrA'
 'ggaA' 'ykuP' 'ytpR' 'tagE' 'ysfE' 'eno' 'ganQ' 'purN' 'dapB' 'yloN'
 'phoA' 'snaA' 'blt' 'glpK' 'rapI' 'sprA' 'dhbC' 'trmD' 'rsbX' 'comGB'
 'ribA' 'etfB' 'parE' 'ykoL' 'yviE' 'yacP' 'fadN' 'cmoO' 'capE' 'ganP'
 'rimM' 'lutP' 'tcyL' 'rpsP' 'ywrB' 'BSU_misc_RNA_21' 'yrhC' 'hbs' 'yotM'
 'ylxM' 'tpi' 'parC' 'purD' 'yqiH' 'fabD' 'ywcE' 'cca' 'sndA' 'maf'
 'BSU_misc_RNA_15' 'glnT' 'sdhB' 'bmrR' 'rplC' 'speB' 'tagG' 'bltD' 'tasA'
 'cysE' 'etfA' 'araA' 'xynA' 'ytpP' 'thrR' 'pgk' 'bshB1' 'ezrA' 'ylqD'
 'cwlO' 'mrnC' 'rapH' 'rbfA' 'mccB' 'phrI' 'motS' 'phoP' 'pstBA' 'cmoJ'
 'hemZ' 'gltR' 'cysS' 'wprA' 'xynP' 'pstA' 'dhbA' 'ntdA' 'infB' 'tagF'
 'yvoF' 'tagH' 'odhB' 'gudB' 'ntdB' 'lutC' 'bshA' 'araB' 'mgsA' 'pyrG'
 'mdh' 'phoB' 'icd' 'mtnE' 'yacO' 'ftsY' 'glnR' 'mtnU' 'cstA' 'tuaC'
 'tuaE' 'clpE' 'rbsR' 'spo0E' 'tcyM' 'chrS' 'purM' 'abfA' 'araL' 'ribR'
 'mccA' 'tuaD' 'murB' 'proI' 'ntdC' 'spoIIT' 'araN' 'htpG' 'pstBB' 'melR'
 'araD' 'araM' 'acoR' 'putR' 'cmoI' 'xynB' 'araP' 'dhbB' 'ydhF' 'glpP'
 'araQ' 'tuaA/2' 'mtnD' 'glnA' 'dhbE' 'ypqP' 'dtpT' 'phoR' 'mtnA' 'ggaB']","['tuaB' 'tuaA/1' 'fadA' 'fruC' 'citM' 'valS' 'ribH' 'scr' 'znuA' 'dhbF'
 'ybdZ' 'fadE' 'catE' 'ymaB' 'folC' 'mleN' 'yqcK' 'mtnK' 'mleA' 'arsB'
 'yeaB' 'catD' 'nrdI' 'vmlR' 'bmr' 'rbsK' 'abnA' 'sprB' 'ycnJ' 'sspH'
 'ycnI' 'melA' 'melE' 'melD' 'ycnK' 'arsC' 'cggR' 'ydfM']",['melC' 'nrdE' 'rbsD' 'nrdF' 'rbsA' 'speD' 'rbsC' 'rbsB' 'ldh'],[],['gutP' 'gutB' 'sr1'],['gapB' 'pckA'],[],[],[],[],[],[],[],[]
AhrC_genes,[],[],[],[],['argH'],['argG'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CodY and SigL_genes,[],[],[],[],[],[],['bkdAB' 'lpdV' 'bkdB' 'buk' 'bkdAA' 'ptb' 'bcd'],[],[],[],[],[],[],[],[],[],[],[],[],[]
CodY and Spo0A_genes,[],[],[],[],[],[],['yxbC'],['yxbD'],[],[],[],[],[],[],[],[],[],[],[],[]
CodY and SigA_genes,[],[],[],['frlB'],"['bacA' 'leuD' 'leuB' 'yxnB' 'leuC' 'yxbA' 'bacB' 'nupN' 'frlO' 'yxbB'
 'bacC']","['amhX' 'ureB' 'ilvC' 'nupP' 'nupQ' 'leuA' 'nupO' 'bacD' 'ureA' 'ureC'
 'ackA' 'frlD' 'scoC' 'ilvH' 'gabP' 'bacE' 'acsA' 'kinB' 'ansZ' 'frlN'
 'bacF' 'srfAD' 'ispA' 'dppD' 'kapB' 'rapC' 'dppE' 'asnH' 'ilvB' 'yxaM']","['aprE' 'tyrS' 'frlM' 'dppB' 'dppC' 'yneN' 'citB' 'clpQ' 'codV' 'trmFO'
 'yurJ' 'srfAC' 'srfAB' 'phrE' 'dppA' 'ytzK' 'comS' 'phrC' 'srfAA' 'clpY'
 'codY' 'hutP']",['hutM' 'hutG' 'hutH' 'hutU' 'braB' 'hutI'],[],[],[],[],[],[],[],[],[],[],[],[]
RocR and SigA_genes,[],[],[],[],[],[],['rocR'],[],[],[],[],[],[],[],[],[],[],[],[],[]
Spo0A and SigA_genes,[],[],[],[],['tkmA'],"['nfrA' 'sinI' 'skfA' 'ptkA' 'skfB' 'spo0F' 'spo0A' 'sinR' 'yocH' 'skfC'
 'skfH' 'spoIIE' 'ywcH' 'ccpC' 'txpA']","['ptpZ' 'skfF' 'skfG' 'skfE' 'ugd' 'ktrC' 'dnaG' 'ykqA' 'kinC' 'sigG'
 'spoIIGA' 'sigE' 'sigA' 'dnaN' 'comZ' 'dnaA' 'yqxD' 'lytE' 'med']",['pdeH'],['abrB'],[],[],[],[],[],[],[],[],[],[],[]
"CodY, Spo0A, and SigA_genes",[],[],[],[],[],['swrB' 'sigD' 'flgB' 'cheW' 'cheD' 'cheC' 'flhG' 'cheA' 'flhF'],"['cheB' 'flhB' 'flgC' 'comK' 'flgD' 'fliE' 'fliQ' 'flhA' 'fliR' 'swrD'
 'fliK' 'fliM' 'fliP' 'ylxF' 'flgE' 'fliI' 'fliF' 'fliL' 'fliH' 'fliJ'
 'fliZ' 'fliY' 'cheY' 'fliG' 'phrA']",['rapA'],[],[],[],[],[],[],[],[],[],[],[],[]
"CodY, SigA, and AhrC_genes",[],[],[],[],[],['carB' 'argD' 'argB'],['argJ' 'argF' 'argC' 'carA'],[],[],[],[],[],[],[],[],[],[],[],[],[]
"CodY, PutR, Spo0A, and SigA_genes",[],[],[],[],[],[],[],[],[],[],['putP'],[],[],[],[],[],['putB' 'putC'],[],[],[]
"CodY, SigL, RocR, and AhrC_genes",[],[],[],[],[],[],[],[],[],[],[],[],[],['rocC'],[],['rocB'],[],['rocA'],[],[]
"SigL, RocR, and AhrC_genes",[],[],[],[],[],[],[],[],[],[],[],[],[],[],['rocG'],[],[],[],[],[]
"CodY, SigL, RocR, Spo0A, and AhrC_genes",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['rocF' 'rocE'],['rocD'],[],[],[]
