,A,GlnG
Muconate:GB045_fructose:2.0,5.292537621110927,2.9783976780000008
Muconate:GB045_fructose:3.0,4.687573508170237,2.58949206
Muconate:GB045_fructose_glucose:1.0,-3.254452317730192,-0.0591332899999996
Muconate:GB045_fructose_glucose:2.0,-1.902276239936308,0.0057852730000003
Muconate:GB045_fructose_glucose_gluconate:1.0,0.8483885735842216,2.5728182400000006
Muconate:GB045_fructose_glucose_gluconate:2.0,-1.8120332064429256,2.3560413830000004
Muconate:GB045_fructose_glucose_gluconate:3.0,-0.5516584929061963,2.858364481
Muconate:GB045_glucose_gluconate:1.0,4.104660006812453,0.8110491850000003
Muconate:GB045_glucose_gluconate:2.0,4.568223528712478,-0.1458729979999997
Muconate:GB045_glucose_gluconate:3.0,4.155310543638344,0.6870189820000001
Muconate:GB045_gluconate:1.0,0.4328829632341947,0.2794434250000002
Muconate:GB045_gluconate:2.0,-0.3416338702482825,0.3137801310000001
Muconate:GB045_gluconate:3.0,-0.5671678149386048,1.3070351730000005
Muconate:GB045_glucose:1.0,4.434301159620183,0.2843591890000003
Muconate:GB045_glucose:2.0,5.396389182542705,0.1919255110000004
Muconate:GB045_glucose:3.0,5.147637815553914,0.0509580350000002
Muconate:GB062_fructose:1.0,3.259285249629154,0.9926616790000008
Muconate:GB062_fructose:2.0,3.141404176867748,0.5609398470000007
Muconate:GB062_fructose:3.0,3.13448597246223,1.0566705120000006
Muconate:GB062_fructose_glucose:1.0,7.557062849428514,1.094171636
Muconate:GB062_fructose_glucose:2.0,3.524408503366693,0.0895656930000003
Muconate:GB062_fructose_glucose:3.0,2.560621660840699,-0.1050166139999997
Muconate:GB062_fructose_glucose_gluconate:1.0,0.780152709929266,1.0311229760000002
Muconate:GB062_fructose_glucose_gluconate:2.0,0.046340980263206,0.90973588
Muconate:GB062_fructose_glucose_gluconate:3.0,1.2885183586518605,0.8973632280000001
Muconate:GB062_glucose_gluconate:1.0,5.271318647871138,0.4415583670000003
Muconate:GB062_glucose_gluconate:2.0,3.9005069923414535,0.1029729600000002
Muconate:GB062_glucose_gluconate:3.0,5.0384190010230725,-0.4932153139999995
Muconate:GB062_gluconate:1.0,6.641695877164205,-0.5265001459999996
Muconate:GB062_gluconate:2.0,8.606062065889137,-0.4571430829999996
Muconate:GB062_gluconate:3.0,5.304042256238128,-0.5376701049999997
Muconate:GB062_glucose:1.0,5.861776038303675,-0.4582457089999998
Muconate:GB062_glucose:2.0,4.96050098418802,-0.4990946039999997
Muconate:GB062_glucose:3.0,5.756811162068487,-0.7338074769999996
Muconate:KT2440_fructose:1.0,10.009320646739448,0.1344828550000003
Muconate:KT2440_fructose:2.0,9.022429223791915,-0.2517635919999996
Muconate:KT2440_fructose:3.0,9.816521833564398,-0.0738128109999998
Muconate:KT2440_fructose_glucose:1.0,5.06169180777083,0.3913356600000006
Muconate:KT2440_fructose_glucose:2.0,6.22682283927667,0.0903069690000002
Muconate:KT2440_fructose_glucose:3.0,3.175565997338812,0.8768100850000002
Muconate:KT2440_fructose_glucose_gluconate:1.0,8.783424501593142,1.0102602930000004
Muconate:KT2440_fructose_glucose_gluconate:2.0,3.2730377071086525,-0.5095557089999998
Muconate:KT2440_fructose_glucose_gluconate:3.0,10.245296411615366,1.2567857180000002
Muconate:KT2440_glucose_gluconate:1.0,8.295666158331716,0.3041076550000006
Muconate:KT2440_glucose_gluconate:2.0,12.026317809314373,-0.8425695599999998
Muconate:KT2440_glucose_gluconate:3.0,10.90226129386335,-0.2104489639999998
Muconate:KT2440_gluconate:1.0,-0.6880105742121644,-0.0724879609999997
Muconate:KT2440_gluconate:2.0,-1.134295610046708,-0.5395050749999997
Muconate:KT2440_gluconate:3.0,-0.75341002359622,0.0638304420000004
Muconate:KT2440_glucose:1.0,1.2632448989079328,0.2984842420000002
Muconate:KT2440_glucose:2.0,-1.124315268595618,-0.4181640299999998
Muconate:KT2440_glucose:3.0,-0.1389296305447327,0.1196797880000004
Multistress:Control:1.0,0.2837992451251446,-0.2356169056666672
Multistress:Control:2.0,-0.6517251116378516,-0.0060871866666669
Multistress:Control:3.0,0.3679258679436966,0.2417040923333333
Multistress:NaCl_7min:1.0,1.5352253231955504,-1.8461807816666669
Multistress:NaCl_60min:1.0,-9.814684679625834,-0.4467027726666668
Multistress:NaCl_7min:2.0,0.0936773285447988,-1.4743775486666673
Multistress:NaCl_60min:2.0,-12.029800976254416,-0.668125547666667
Multistress:NaCl_7min:3.0,0.710360210633048,-0.953842483666667
Multistress:NaCl_60min:3.0,-10.325242650167086,-0.2947644486666672
Multistress:Imipenem_7min:1.0,-2.741885955475419,-0.3279450556666674
Multistress:Imipenem_60min:1.0,2.219961508740429,-0.3971784716666668
Multistress:Imipenem_7min:2.0,2.209744715543101,-0.9750416656666672
Multistress:Imipenem_60min:2.0,-1.6407196713935863,-0.9129262716666672
Multistress:Imipenem_7min:3.0,0.5906656053098044,-0.3131078266666671
Multistress:Imipenem_60min:3.0,-0.3368125355780473,-0.5338459046666673
Multistress:H2O2_7min:1.0,0.4511126652400565,0.2780939753333324
Multistress:H2O2_60min:1.0,-3.3304974214941585,-0.3949072816666668
Multistress:H2O2_7min:2.0,2.538809069155985,-0.1766782076666668
Multistress:H2O2_60min:2.0,-3.49778321496751,-0.2015207686666666
Multistress:H2O2_7min:3.0,6.651906357615936,-0.0910136506666674
Multistress:H2O2_60min:3.0,-0.4163193445539466,0.4063614393333328
Myristic_acid:Control:1.0,-0.3196671459774486,-0.2216410063333334
Myristic_acid:Control:2.0,-2.376721833734809,0.2247215666666666
Myristic_acid:Control:3.0,2.6963889790591,-0.0030805603333337
Myristic_acid:Myristic_acid:1.0,-2.2955139088714365,1.3995181616666668
Myristic_acid:Myristic_acid:2.0,-10.892976992411215,1.4364381086666662
Myristic_acid:Myristic_acid:3.0,-0.2375573691137519,1.6179225706666664
Phase:WT_Tr:1.0,21.104383523832453,-2.5941314824999995
Phase:WT_Tr:2.0,21.12396875250549,-2.9769498875
Phase:WT_Ex:1.0,-0.6680844104597287,0.6514438045000004
Phase:WT_Ex:2.0,0.668084410607289,-0.6514438044999995
Phase:WT_Tr:3.0,7.014131440757614,-2.2778750045
Phase:WT_Tr:4.0,12.215489114517515,-1.6743940324999995
Phase:WT_St:1.0,7.186755239323031,-1.0241171054999991
Phase:WT_St:2.0,5.175837676379299,-1.4251225294999994
RelA:Control:1.0,1.3891147697643476,0.0417833756666672
RelA:Control:2.0,-0.5854014470115962,0.0293525636666673
RelA:Control:3.0,-0.8037133226241241,-0.0711359393333328
RelA:Del_relA:1.0,6.894345937707468,-0.2610657563333332
RelA:Del_relA:2.0,5.290283181290156,-0.615910485333333
RelA:Del_relA:3.0,7.748758227754735,0.8626495366666669
RelA:Del_relA_lignin:1.0,-3.696905131340979,0.2029232146666668
RelA:Del_relA_lignin:2.0,-4.05789404413953,0.4947712016666665
RelA:Del_relA_lignin:3.0,-4.555416562027482,0.1076164656666671
Zn:Zn_ion:1.0,6.105759109414097,-0.7028483806666666
Zn:Zn_ion:2.0,6.43682072686808,-0.7119607056666668
Zn:Zn_ion:3.0,5.868210342645215,-0.8701475736666664
Zn:Control:1.0,-0.1907764927614929,-0.0068342076666665
Zn:Control:2.0,0.1933534084220626,-0.0195507796666669
Zn:Control:3.0,-0.0025769151405181,0.0263849873333335
ZnO:Control:1.0,-0.0623777483529372,0.1991812895000002
ZnO:Control:2.0,0.0623777485697375,-0.1991812894999993
ZnO:Nano:1.0,0.2589926081996149,0.1714977995000008
ZnO:Nano:2.0,0.4303564445039833,0.3353624165000006
ZnO:Nano:3.0,-0.5750187521472455,0.0309450075000006
ZnO:Zn_ion:1.0,-0.0287159141062128,0.0153619605000008
ZnO:Zn_ion:2.0,0.4489266356306176,0.2753664755000002
ZnO:Zn_ion:3.0,-1.1966526036241727,-0.0896195574999998
