,A,FapR
SRX5278710,0.7733307098503241,0.4888896585761309
SRX5278711,-0.7005326872986538,0.17121350865028973
SRX5278713,-1.3533917237804267,-0.014738201148741581
SRX5278714,-6.620608267264628,-0.9284355094756568
SRX5278715,-9.3423902319855,-2.7855480856850656
SRX5278716,1.1787829847850766,-1.1962940347634972
SRX5278717,-1.2683762760292938,-1.4882326801507733
SRX5278718,3.2257387251907708,-0.6539237860974882
SRX5278719,-2.4205589079437666,-1.1931198543337036
SRX5278720,-2.4633842326976723,-1.82871791416868
SRX5278721,-0.5791599477498814,-1.079213956877501
SRX1254783,-21.13184366711016,-1.6783230990693037
SRX1254784,-18.241620845476735,-1.2474023416449462
SRX1254785,-20.390727439660665,-1.499076536799424
SRX1254786,-17.681790614198285,-1.5978348792635666
SRX1473807,-1.2328067884023255,-0.4388747300112481
SRX1473808,2.4322257024999656,1.0140482839748906
SRX1473809,-1.1994189140976317,-0.5751735539636407
SRX7520944,-0.13237870436959154,0.2630183572852811
SRX7520945,0.2824134255665824,0.34216463275496256
SRX7520946,0.0205259885440824,-0.2090311896110144
SRX7520947,-0.1705607097410683,-0.3961518004292266
SRX7520948,4.691551403172945,1.3408187951475794
SRX7520949,4.776362882146014,1.4462473951477213
SRX7520950,2.073615184755876,0.8549347958803777
SRX7520951,2.7030028917883935,1.0302743925004352
SRX959206,0.5649289149739203,0.3555195490557086
SRX959207,1.5686080631205257,0.2588458717929161
SRX959208,1.1869451751838989,0.5524804930441434
SRX959209,-3.344184951976702,-0.337315401776058
SRX959210,-3.3166822717178226,-0.7878143018977664
SRX959211,-1.4234863560354964,-0.5018875532456057
SRX959212,-0.06808564747578,0.19410055096098944
SRX959213,0.3647267242366609,-0.08625343366458438
SRX959214,0.2024923038643713,0.11631459249026575
SRX959215,-0.11086425557069428,0.012137791952666177
SRX959216,0.1369889336958636,-0.07284433697488701
SRX959217,-0.5252580587504302,-0.1634551647644411
SRX3269802,0.32824311327581523,0.24026668676604235
SRX3269803,-0.3282431132757975,-0.24026668676604326
SRX3269804,-0.2215867101555492,-1.445220931533112
SRX3269805,-0.155277323949895,-0.3815895673703036
SRX3269806,-1.6836736594235089,-1.0216742007028632
SRX3269807,-12.49435583411592,1.919047783417428
SRX3269808,-11.903597395300652,1.2954243368383407
SRX3269809,-11.678987782219453,1.2829089654903854
SRX3269810,-10.920584610050064,1.5424908333827734
SRX3269811,-12.518536567434197,1.4497408274875454
SRX2529102,-1.06565150370522,-0.2948097642348646
SRX2529103,1.0656515037052212,0.2948097642348646
SRX2529104,-8.506375734900104,-1.2399915649737636
SRX2529105,-7.0359362192351504,-0.9084942330964408
ERX1981712,-1.4630445872439697,-0.540804131573724
ERX1981713,-2.0264011191908278,-0.3870225076878171
ERX1981714,-2.694529101756161,-0.5720220828856579
ERX1981715,0.15726073869667875,-0.29325448002532184
ERX1981716,-0.2540682502689132,-0.04208028628033489
ERX1981717,0.09680751157224064,0.33533476630565673
ERX2274784,-0.2312263377960455,-0.358248765745536
ERX2274785,-0.3208634359504577,0.4178871302487366
ERX2274786,-0.09530809286412686,-0.15939477549559555
ERX2274787,-7.911560580029162,-0.458869378204458
ERX2274788,-6.6948376010002555,-0.6439782294774029
ERX2274789,-5.50774680365827,-0.9412441355196997
ERX2274790,-3.5544528327100657,-0.2668931107919548
ERX2274791,-1.7800350108193403,0.23492302527275302
ERX2274792,-0.3966115655878849,-0.06554058424165454
ERX2274793,-5.651696227499333,-0.2744218143146977
ERX2274794,-4.901390783751463,-0.5203439477592067
ERX2274795,-6.8038929638078605,-0.8036551551082747
ERX2274796,-0.07750456456469285,-0.1421718659672333
ERX2274797,-0.397612795310752,-0.046284719006299824
ERX2274798,0.4751173598754362,0.18845658497353132
ERX2274799,-6.788441930668262,-0.2885046549472321
ERX2274800,-5.435267692762558,-0.9770358133414891
ERX2274801,-8.91421161586293,-0.1508164823893825
ERX1819430,-0.6730255994707789,0.5755665672524986
ERX1819431,-0.6421671901048198,0.3838536530042047
ERX1819432,-0.8266741439449664,0.4824936463670975
ERX1819433,-1.020202001456824,0.4274803181115709
ERX1819434,0.6944530249741082,0.07776842072841461
ERX1819435,4.633077936233086,0.8899033474753386
ERX1819436,-0.6673408111334288,-0.14770896605158154
ERX1819437,3.783839670363952,0.8849277327163696
ERX1819438,0.04323745811278129,0.16251114922240095
ERX1819439,0.02529008724498327,0.7254183139717414
ERX1819440,-1.7747789228832709,-0.0196766646415778
ERX1819441,-1.0579729119808232,0.5438286625531026
ERX1819442,-0.7376904830869009,-0.2402795699508156
ERX1819443,1.8331641837055668,0.6850928573606803
ERX1819444,-0.5166658103403295,-0.378808924491163
ERX1819445,0.6317452841940482,0.6582308460289541
ERX3440914,2.3917751703206998,0.1547606616612729
ERX3440915,1.8042006091837448,0.25754505586452225
ERX3440916,-0.9065782416586542,0.0206851989422816
ERX3440917,1.085644101676389,-0.06285908853478084
ERX3440918,0.6655976361333469,1.0458314580768633
ERX3440919,-0.8106020950197319,0.9432090537378048
ERX3440920,0.5757732144554466,0.894655941253589
ERX3440921,-7.962192053526883,-1.5357955610545222
ERX3440922,-8.287771129871535,-1.7141190122786591
ERX3440923,-7.716411875817863,-1.6120962016151967
ERX3440924,-7.277125668711539,-1.3776259701359417
ERX3440925,-1.0267429455494983,-0.19495972620913093
ERX3440926,-6.8288822965732585,-1.1593536372181692
ERX3440927,-7.817459897982951,-1.5139394987030084
ERX3440928,-5.146100657394411,-1.3342548880604
ERX3440929,-7.549674131860456,-1.5821523843230896
ERX3440930,-6.603920590031014,-1.3828112641328616
ERX3440931,-9.479024986066422,-1.9709204541299752
ERX3440932,-10.500115693058886,-2.2929308269313022
ERX3440933,-9.686876055674345,-1.947252605174799
ERX3440934,-5.691648275294084,-1.1925192866610883
ERX3440935,-6.108147394293956,-1.1854077272258046
ERX3440936,-1.3650322247712088,0.0401990645478616
ERX3440937,-5.109930659358628,-1.2218531939141872
ERX3440938,0.319115935972474,0.19625935500992853
ERX3440939,-0.814835494691601,-0.14009958166874806
ERX3440940,-4.57680251749121,-0.5348583090872765
ERX3440941,-0.15745614342661446,-0.3785598474476952
ERX3440942,-4.0614537628881315,-0.3148678707577002
ERX3440943,-0.6747926520527537,-0.1081049086485848
SRX5347612,-2.0846233476333635,-1.0186988080386783
SRX5347613,1.458020413923854,0.2753428897349419
SRX5347614,0.6266029337095227,0.7433559183037373
SRX5347615,0.6864296632953587,-0.9326672628730694
SRX5347616,-0.6732792475052127,-0.6721929295877667
SRX5347617,0.18377024060364552,0.05266697885304783
SRX5347618,1.6435297084378182,-0.5683406704430443
SRX5347619,-1.916943995841291,-0.5885805128236186
SRX5347620,0.7021606893227214,-0.12409245307085648
SRX5347621,1.1357990675310143,-0.3633632720847873
SRX5347622,-0.5548770944119491,-0.6644968342692588
SRX5347623,-1.0768736548685929,-0.027858527449531326
SRX8170783,-0.929459293749904,0.15117325714160934
SRX8170784,1.857123684991888,0.2315822182046112
SRX8170785,-0.9276643912419756,-0.3827554753462188
SRX8170786,-4.720827616544408,-0.5157002399414914
SRX8170787,-0.3515518248260406,-0.2402377668919673
SRX8170788,-3.1138802177429854,-0.6313487358065233
SRX5177009,2.2601715877105217,-0.01137118126503367
SRX5177010,0.7416661455642511,-0.16623635222576816
SRX5177011,0.7474497856577575,0.02940196984233712
SRX5177012,1.4237003058770692,0.02955665333376967
SRX7354731,0.912883934783016,0.06773655616614516
SRX7354732,-0.912883934783016,-0.06773655616614516
SRX7354733,4.241603385756643,1.164763502798249
SRX7354734,4.543672919367105,1.3102889396573607
SRX7354735,5.911748613121942,1.31429344086692
SRX7354736,4.431046160149187,0.9910877316252577
SRX7354737,1.3221491312590559,0.3409474316987131
SRX7354738,2.008613614828543,0.5321721029979676
SRX2508581,0.3211341187587536,-0.14449123375103667
SRX2508582,-1.6459127695259212,-0.2749110689582865
SRX2508583,3.6910344944032825,1.009196167580912
SRX2508584,3.5699972782841534,0.9343472010798752
SRX2508585,-0.2334653565850459,0.042403979493132134
SRX2508586,-1.4063011699998138,-0.10449507130198654
SRX2508587,5.148816550477664,1.0402555996829168
SRX2508588,6.138946043876604,1.239007436434708
SRX2508589,-0.08766876217370191,0.10208725425790456
SRX2508590,-0.6175849424430027,0.23627684097192336
SRX2508591,3.088798826914793,1.0019440868716902
SRX2508592,1.2689371819633997,0.6287214267983412
SRX1736086,-3.1528365309959763,-0.83759318152498
SRX1736087,3.1355213937278523,0.4687522393541679
SRX1736088,0.017315137268091415,0.3688409421708103
SRX1736089,1.2533234968855975,-2.277401428462458
SRX1736090,-1.7939816543116986,-2.8038113941038607
SRX1736091,2.5981247276638304,-1.6319895434701106
SRX1736092,-0.3605097760996388,-0.5468963319169013
SRX1736093,0.5475832966311052,-0.4315080908361768
SRX1736094,-2.450335257218016,-0.7027068735783226
SRX1736095,-0.2636174438070313,-2.618824154107065
SRX1736096,0.846443438599105,-2.5572013534455422
SRX1736097,-1.181614462184105,-2.036152701121446
SRX7176371,-0.5443334216057472,-0.09223706032016564
SRX7176372,-1.0464572676621366,-0.28678268682488195
SRX7176373,1.590790689267893,0.3790197471450476
SRX7176374,-5.973389830506374,-0.7789837466432479
SRX7176375,-5.971528973642693,-0.8331290363693968
SRX7176376,-4.416309588469809,-0.30214761558447195
