,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
mutT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
xasA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
shiA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dcuA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dinB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chbA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yncG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybfG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
brnQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
glpA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cvpA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ftsK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mtr,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fadL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybiJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydgL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cadB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nupC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nmpC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sodB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
treB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yqeG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybiU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rpoD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fimD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fdhF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ompG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yeaU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mntR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nudE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lpp,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yedX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yliI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhhM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rcsA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ypdA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybjN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sirA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
agn43,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjiT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
folA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
norR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mltC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
citT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hemH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygbI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yidC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
galE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dusC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ssuE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
purM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hisL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yeiE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
leuS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygiH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cysK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yejO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rluE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
udp,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pheL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
elaA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
alsR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fxsA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dapF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ppiB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
maeB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cysQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tyrB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ligT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
frdA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
deoC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yajB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydiY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
metK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
argA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybfF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
uvrA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ykgM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lysR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yccF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fruB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ykgC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
metC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yecM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nfo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydiU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gloA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybiV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfiF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ddlA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybdL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybhQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rof,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybiF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rhlE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybiN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
qseB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mipA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybjK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sbmA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
zupT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dsrA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yafS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybbL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ecfG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rcsC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dpiB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
kdsB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yqjI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ypeA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydgH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
entS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybaY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hofM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yegE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lolC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pgpB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b3505,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfeN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pepT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfdC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
htrL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yqgA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
znuC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ecfD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rplT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yghU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfhH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yqiJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rpmI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pldA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yrbG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dacB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rrfG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lacZ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yheS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydiV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygfU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybjH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
recN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yeaE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pitA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ymcC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ilvD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
manY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhfA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
aes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygjG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mrp,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msrB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ycbC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
argG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yejK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yacH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
upp,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
asnA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
entF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dps,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
murB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
poxB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
acpP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
torS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
uidA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
U66,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
torR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gatY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pabC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
adhE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjbB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
galS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
molR_2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b2192,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjbE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjcH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ubiE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfbV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjbF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjcO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hemN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
aegA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
psiE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mdtO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygiP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjbJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mdtN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pspE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
glpE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjbI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
phnQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fdoG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjdB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sfmA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
zraP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dusA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
aniC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
bioB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dcuS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjbQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjdF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gltX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
xylF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yccM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rmuC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygjI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
corA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybcV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yaiA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
frlA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cysZ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybhI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
aidB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yeeR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
codB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
potF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybfD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yeeV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mscL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
oppA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybgA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yegP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gntT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydcS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b0725,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfaD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yeaV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybgE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfdG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lctP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yejA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybgC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfdQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rbsD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sstT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybhL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yffS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybcY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rpsL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pldB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
slt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
def,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rrnG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybdH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yadG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
slyX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
serA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybiH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
kdtA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rpsP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybjJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gltJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yifE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rpsO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
insA_7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybeZ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
iap,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rrfD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
citC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
modF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
deoR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
folB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ilvL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
stpA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
aroP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ysgA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ilvC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydhZ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
glyQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
aspA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
metE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
trmA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b0360,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cpdB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
metB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ycgF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gltA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjiH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
argC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yniC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pgi,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjjI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
metA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nudG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
caiC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yqgD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
serB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yeaL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
phoP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
trpR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cyoA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
U139,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yeaP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
guaA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pheS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yoaB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tdcG_2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pgk,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybgS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
moaA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cysH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjcD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
