,Cr_1,Cr_2,Cr_3,Cr_4,Cr_5,Cr_6,Fe_1,Fe_2,Fe_3,Fe_4,Fe_5,Fe_6,Cd_1,Cd_2,Cd_3,Cd_4,Cd_5,Cd_6,Zn_1,Zn_2,Zn_3,Zn_4,Zn_5,Zn_6,Cu_1,Cu_2,Cu_3,Cu_4,Cu_5,Cu_6,Pb_1,Pb_2,Pb_3,Pb_4,Pb_5,Pb_6
yabI,-0.0032215706410605445,-6.322955938913385e-05,0.005597840807417568,0.011316511238955529,0.011266721482414862,0.012294353783170831,-0.00966365973136683,-0.022904739786938442,-0.029553160567736887,-0.04106875603294845,-0.04421152509019657,-0.051987156588338815,0.0065964908088661425,0.013334338388122886,0.02036853687013463,0.026680291809432603,0.028490307945579437,0.037675154138060586,-0.001450464777889214,0.003439720761687985,0.017309743573324602,0.035251128857035616,0.05154447206555707,0.06474880677748518,0.004303115935442836,0.007047883096780993,0.009425514031279171,0.014372777811763684,0.021608371686118472,0.028124979813188074,0.005881514799519954,0.00993949394850172,0.018665757726644645,0.03228146270046139,0.0436819721934068,0.05370916882421066
hda,-0.0030300752863085642,-0.003344035790590377,-0.008018398241715559,-0.016919353530874006,-0.02472466107929021,-0.03106982759129712,-0.008485251332486475,-0.0192301384371536,-0.02708674541720309,-0.03915663696206429,-0.045231065179072105,-0.05020180096375747,-0.0034816150844254076,-0.00690103758199191,-0.007116523906231134,-0.007873972060471955,-0.012208760052413621,-0.009913231958131844,0.0017087236288504946,0.012360173684613654,0.033024101193244115,0.061340285251850785,0.0854906612779432,0.10580202353420463,0.00204787160215504,0.006160031143982535,0.011448243911092264,0.01486885156085534,0.0194734156710115,0.02882535241864858,-0.0016105441555315475,-0.0038998536034622906,-0.002588772128388833,-0.0009512130160146859,0.0005432863497748684,0.0026796618213372736
talA,-0.0018257516834144247,0.0038605278492733733,0.015512430152449012,0.02492267777937544,0.035118514709946265,0.04337313518107105,-0.010810962811401748,-0.037383044601382975,-0.07299314475979055,-0.1194120691109249,-0.15956739136771186,-0.18525244816169373,0.007447299198662217,0.012482461216424302,0.016580784712691362,0.020113155538466616,0.016126722536717115,0.01862549659638129,-0.005616328146613019,-0.017251864746850906,-0.01966666490524426,-0.01592661150000395,-0.012713072614907249,-0.01087052091223868,0.012976562289268516,0.029990822871863707,0.04935449850116655,0.06079044062005249,0.07419121415823349,0.08907112253207193,0.00861953166443629,0.02305341755825569,0.03925597478168048,0.05826939755206135,0.07679885732954148,0.09346833579959364
ygeH,0.012761637724831196,0.00894195233336122,0.008204312443825443,0.007746683211192483,0.010888200526608991,0.0037784928244060955,-0.0112165560165741,-0.02530197806013422,-0.028408493531386487,-0.029742417291946644,-0.023369836143507246,-0.015196115781845253,0.00018339984770756427,0.0024029051887036906,0.012185892977470957,0.009786420595024908,0.02068252975804791,0.031074399495881408,-0.006511469574529702,-0.00498953120675767,0.00464202625348461,0.017851853592844278,0.03274412628950492,0.041985554849683984,0.009780625935983485,0.022234383074127468,0.02394234864800349,0.032329816311485134,0.03888789871888517,0.03802513671345269,0.0015418004586610354,0.0003925636124429144,-0.005247930930262945,-0.007925666055248982,-0.008677027754219156,-0.0112428354484323
ilvI,0.008136378853784602,0.010733158543609284,0.014295482856935741,0.01640853610437401,0.01591848086499786,0.01587905343463826,-0.011081140261776087,-0.026775123352768142,-0.03834988054801396,-0.04806002097108615,-0.053323672340113315,-0.057946453972554726,0.004863903865882775,0.010597374343028857,0.016354402926442527,0.0207003864339618,0.02122371640960716,0.02863294622798612,-0.007890625993973764,-0.008234567511136682,-0.00031999595671999414,0.015244893037229416,0.030911120142637083,0.047048978564242616,0.002643454843783423,0.003962846472653267,0.0016223665047355215,-0.003253073734442316,-0.005376995599170543,-0.002768214452524809,-0.0016886381882822668,0.0039784924290753015,0.0091880256094625,0.012202491131426014,0.013023674915757436,0.014672898000310504
yfgB,0.005372528136672613,0.011318374213463213,0.011950583008743585,0.00920932056387388,0.01625004972696335,0.019026836197769237,-0.0027367303751857745,-0.011249650453448223,-0.022091112957961685,-0.03632607752860545,-0.04474737129039103,-0.047728397883247606,0.00255334797948747,0.005677354689795572,0.007070585128891919,0.006515882564310516,0.002642782121526143,0.0016452498376228106,0.0006292888376253997,0.01942187061240565,0.047049404284190174,0.0710717236884322,0.09248042704673587,0.10910886512470534,0.006679459624587535,0.00805066291447887,0.010623868000791823,0.016300518363626254,0.022088146630400943,0.029080288418267236,-3.3395292272487734e-05,-0.0012795834016579373,0.0005203083308107208,0.0069285892123812365,0.014640881693733463,0.022363926538082057
pfkB,0.002464521367397752,0.007023322523651367,0.011847223894780932,0.017475482158918455,0.01886158600157361,0.016442504110610722,-0.011015204558432138,-0.03562098522111582,-0.06621991464234253,-0.10627101884402797,-0.13922678006492425,-0.1633574988705787,0.00182555221829844,0.003868848750575207,0.005453200722751331,0.0069593525554534795,0.0038651152784994008,0.008384668745471056,-0.0008139216499739973,0.0025924168427386325,0.013489036343834412,0.02505197086932771,0.03489225084731936,0.04404703548399936,0.0012608541690282125,0.0035463529209840096,0.002724860394219928,0.0006887143008651707,-0.003134488695986471,-0.001020938639466534,0.0036942650090942015,0.008349703381868108,0.015147773592839947,0.02142708707846673,0.02597044749156719,0.028422303025168162
ygeY,0.005103104392156676,0.0027512615112584697,0.00612542493640791,0.020996524477184527,0.033786929054518244,0.0386414553976469,-0.01187364475836194,-0.028945831771725605,-0.03874616894004297,-0.04366339529928998,-0.04485343820071981,-0.046307761242262775,-0.017819847311060143,-0.03217098044152122,-0.04745254073298927,-0.061105998588679725,-0.06578321746071822,-0.060988798486088326,-0.008136511126123503,-0.011307122575433584,0.0014822702818807773,0.017611854584161302,0.029728708772893343,0.0410168169127295,0.0005302724655650835,-0.0020901242586026988,-0.004176777790333146,-0.007457422148018559,-0.006764482419848801,-0.0029263118127825782,0.00018207999470732527,0.008505271458151574,0.014510534270784163,0.023506294933258717,0.023885878872625232,0.031170350148933764
secM,-0.0004914685553787846,0.0003854965404265536,0.003316277309497066,0.0056139154286508185,0.0070780200156653214,0.008933459256714186,-0.010908853126793022,-0.01460494272837794,-0.007665378786723892,0.0011537740503270429,0.019779653551953637,0.03976587125207397,0.003068683349859328,0.006565385800408664,0.011612486812705306,0.017256707644303555,0.019777750051505987,0.028413563499813076,-0.0057340037898019214,-0.005638740564912692,0.0015389558971551235,0.010517870999326695,0.019332076819302612,0.030214895887371637,1.1198896937923422e-05,-0.0001375816452909419,0.0016173810290915146,0.004081354539850922,0.0075793176836525065,0.011006937918586555,0.0048159615478750644,0.007565364892484563,0.01334551260198048,0.02461835590128206,0.0341399187386832,0.04482445441559557
iscS,-1.2076844293757224e-05,0.00875888209148163,0.010233882916354149,0.014750910122437087,0.029665694745941967,0.03616195282400839,-0.009216135954383876,-0.02665927041255925,-0.040622708663276885,-0.05187353432352798,-0.06048410324986495,-0.06537081523974249,0.012308791153977356,0.019721581237548042,0.028649785493150743,0.036918711911390165,0.03287593761624173,0.037388968316871884,-0.0072963579038154295,-0.004356789595094721,0.006044491334703302,0.0288483997518076,0.05103490732675665,0.07072281194889074,0.0012052485865674677,0.002593343313573136,0.004463900087133368,0.006534540707755811,0.01256678206949051,0.014494929918107831,0.007539987165482581,0.01828466479431369,0.03114142484885315,0.04656148162206256,0.051731232490857794,0.06505423956230756
setB,-0.0032165120942373488,-0.0026870594057181603,0.0022198283905475666,-0.00011475670709685073,0.002071555972928187,-0.0019606463444156773,-0.02051456009710166,-0.04511729191641937,-0.05249862686491375,-0.06174464498122136,-0.058837321343687264,-0.04684366555018906,-0.0005854062999611966,0.004341940587936187,0.004513770348111141,0.0008913155528750255,0.00028936681885840984,0.002162805574582864,-0.010548189517508804,-0.01701148757695305,-0.01222404406583764,-0.005262243024206813,0.0047147547325332145,0.009465872817371988,0.00442234058667063,-0.0018754545042027266,0.003397276969635125,0.005961828073906082,0.014729786478488048,0.025272167643448157,0.00043328130422353394,0.003781144566681777,0.002576095984174341,0.012030499569703756,0.010892889827367537,0.01942911950140928
ygiL,-0.0006607174451039949,0.002839155877835041,0.005787345455421984,0.006864761439881922,0.007276489756245584,0.006950546175317046,-0.014262103454716934,-0.03252981275204013,-0.0445183986568214,-0.05320181014780183,-0.054106883604894775,-0.04820392828081525,-0.0007686343755778107,0.0016953986194558402,0.005383880884532633,0.007085089372702469,-0.000537708751632369,0.00602215158419502,-0.0065455179765555645,-0.004373955076305991,0.006956673617159233,0.019322331073382347,0.02175817595243076,0.02632463368161469,0.0019460234460779336,-0.0027727575778986203,0.003825745816490871,0.0047673875420532145,0.002905056649603809,0.004784735886323369,0.005968594426371232,0.01130609350096788,0.014070534227648713,0.01772592155526725,0.01753201224983918,0.01824339489299971
yacL,0.00188975709377332,0.0040724407347086595,0.007723065074579558,0.00877108181898783,0.011827629749109322,0.017734020134339615,-0.009408709480969037,-0.01860112358545486,-0.021592532529143508,-0.023270610912165226,-0.022268772835700064,-0.013867690515846316,0.0021975449623870807,0.003902499690185434,0.008343804200476722,0.011947881111787741,0.012289743966694034,0.014472715255856434,-0.00943193610862248,-0.015501940665850762,-0.01656221294029473,-0.01052107083286085,-0.0056753448500155,-0.0009390100379990914,0.004203563601329625,0.006203483651738799,0.007118982689989725,0.00955624411805758,0.008689339390037755,0.010428701432578338,0.005021698431220975,0.005476970894638845,0.009476994729554138,0.017734233846455616,0.0203509142378134,0.0298514465416413
iscR,0.0053209436760090255,0.01116923277743305,0.015310136909088612,0.019805641162966944,0.016817017378075918,0.012524876819880815,-0.014620601961523741,-0.057271965983880464,-0.11587868305103445,-0.18404561782444284,-0.2460454617095696,-0.2897088758661248,0.00268124325425176,0.0039006956968492814,0.002720182970971438,0.001654067953474023,-0.002953540914149988,-0.0013056990761659115,-0.004307236354042524,-0.0201225690473357,-0.025581727273272226,-0.015424063998836038,-0.009716545979146876,-0.0059843694455766205,0.006164649462211807,0.018242483788121024,0.02851705198244882,0.03538043848894384,0.04987468578374449,0.0657792684888643,0.01678618092917531,0.03110667314774888,0.04263735709293761,0.05559025312352301,0.07180845337667606,0.08649101847774708
crp,0.00025866529038556205,0.0016064427338786987,0.008492034832130894,0.013691535757668127,0.01983865958203187,0.022419736273779287,-0.013491462195494831,-0.03727047458746558,-0.07035296935962841,-0.11144224002320699,-0.140827551892643,-0.16537013791922126,0.0004490332131774576,0.006669491252719399,0.01684800991716813,0.02707991621093595,0.03456029433854882,0.04404855976485689,-0.006526839814569723,-0.007989789978338336,-0.002827781479186789,0.00605875949821273,0.012567727030043104,0.018587546791768637,-0.0016188166621361095,0.0018839418368682926,0.008173687332384333,0.006934661476511622,0.008687088688528667,0.01699084597573709,0.005873564008782965,0.016434426453789817,0.03220067134084201,0.05069419702572373,0.07130582424860514,0.09493593371664462
eaeH,-0.0028859051448475947,-0.00370713497597213,-0.00857490894113292,-0.009782392899791631,-0.0033693369675620827,-0.008615817266483791,-0.010352684598377196,-0.024544630368501703,-0.045046051410970636,-0.058313970141768125,-0.059463653149209775,-0.060146913223459435,-0.007875027211282401,-0.011254579150028149,-0.009524380055920037,-0.0010703531046211679,0.007220802330486793,0.0212519990501933,-0.012960540169694309,-0.017857451675310682,-0.020400806612958646,-0.02251105771101791,-0.02010282896197801,-0.010812331106431738,-0.0015400664270169894,0.006736514876123353,0.010827228507477523,0.0162974402432586,0.023803707519883727,0.02996769224635889,0.004258175449396134,0.008441497603708787,0.0095933351675071,0.017044440012038926,0.02532363014442095,0.029945410411182195
proB,-0.000981262570695019,-0.0035063166940904693,-0.004865890101305807,-0.004152997824171079,-0.003906726377778064,-0.006698545148737289,-0.011907831796521213,-0.033628028114042904,-0.05022166535796632,-0.06559958113187021,-0.0698367639174463,-0.06733091081062759,0.002976631723116645,0.005851362182371358,0.008100067542189095,0.009139271931530885,0.005767457549001793,0.009295190154233137,0.002749248368046355,0.005309948927129551,0.013102802822647648,0.023133421486205136,0.034679896693061166,0.04588902171584399,0.006651366268608743,0.017059768467888002,0.0291001383027011,0.03990072579367242,0.04826632503394082,0.05518462173579094,0.002497884739227657,0.007102866830145224,0.021262338801339112,0.03384200789173563,0.044948396709409824,0.0507538860539288
yfjL,-0.002625029461211361,0.00602527730307001,0.013229774250592873,0.017154948930647174,0.02431957261381296,0.031791657128723776,-0.003110536941442061,-0.011526022477460865,-0.02241179068328224,-0.043618497220471904,-0.06909935572286534,-0.09585161500956853,0.003561270772193036,0.00810195184751085,0.013876331687448114,0.019774407190819653,0.02238558774997584,0.029825880324851718,0.0011674305616972056,0.0035794270888515048,0.012692085909898352,0.026203718063969476,0.03670544322109962,0.04414247862552482,-0.00033617206153724804,0.0030523637419442987,0.02110144614979909,0.048907420989414335,0.08658721469880394,0.11830044769795565,-0.00030091408846413364,0.00023934500597327216,-0.007889168426481574,-0.012829776779735095,-0.012744365836711824,-0.011107671450762134
pdhR,-0.00259238036800147,-0.004228557137074709,0.0039892701675879015,0.00876799886632045,0.018347700556818176,0.02523324101103341,-0.01355920862751413,-0.03786652627940442,-0.057740932769605735,-0.07802615333015411,-0.08395205516542133,-0.0886076225282734,-0.001521074854859583,-0.0026973472808873022,-0.00023898850210040128,0.0031828595802392977,0.003055286948355798,0.007885707401203151,-0.008038018479309105,-0.00983696776947106,-0.009126497525964243,0.001524138256355744,0.00921072416868612,0.01946902988281388,-0.003472066313757997,-0.0012627197734365225,0.001047046191383741,0.004546935985401379,0.009464564518814724,0.0180031462888085,0.009067515904384591,0.019127309930960647,0.0318764878633697,0.03680051720566919,0.043107092736212896,0.040839206749135264
ykgD,0.008605174487226117,0.019025117174729076,0.025081249110040532,0.02914366396784112,0.03191063505298773,0.02873527966450566,-0.0061201754000069575,-0.010695244381892769,-0.011819857806930836,-0.008358920800805272,0.001806423026573465,0.021496217428138398,0.0012020104501214708,0.0030837208463103177,0.006460496332678204,0.007806336675026076,0.005537220000072025,0.008429824965740141,0.0021446762288858247,0.008894907449449822,0.023334302295764508,0.044011974078668255,0.06594269356107947,0.08561485513422205,0.0005610194366167086,0.004507850420266807,0.011734186902937224,0.018956194218939976,0.03009606414686157,0.03943146254251554,0.0010577929509931689,0.006481914336477954,0.009414095757917929,0.016466103144420822,0.02468805119880358,0.02893052337642765
aroL,0.0011832386770443018,0.003068465043382412,0.0015257226582457675,-0.0006167405830746267,-0.007569595030140762,-0.015660525261879273,-0.021491973549801275,-0.05615674507320502,-0.08210751256517773,-0.09047383630640997,-0.08063590893751177,-0.06561297973306719,-0.004517224163744591,-0.0066376122291345215,-0.006950771339673427,-0.004902691800117597,-0.005570491996081797,0.003254419818959777,-0.009680927234508136,-0.005451760110764711,0.02674880018713682,0.08264260037558517,0.1421376472476149,0.19356972014195095,-0.0025927252125933736,0.002378422949246014,0.008391706318809821,0.01217673448189515,0.020545743178812283,0.03314820143646039,0.0025557290793435817,0.007897905371916418,0.01597112191758613,0.024811511888932342,0.03482778185516894,0.046824580658061284
ydaQ,0.00019501160777699047,0.0076387695529387106,0.02022350050893093,0.031462924719223746,0.04627688504867064,0.055595023810149184,-0.0005812679673773048,-0.009162241227300971,-0.009440644229342274,-0.010670603216807548,0.0005706692685788794,0.007568057784531251,0.004325055354673152,0.008440585365908377,0.010921090873606949,0.011082226035880232,0.0068666025501663746,0.007779904797072562,-0.0011607348569522195,-0.0015743869439368828,0.005207340279697069,0.013571567249086302,0.0218736784256144,0.026797058030347792,0.007253938525133365,0.014520988124923272,0.02146695627877521,0.02808019670244121,0.035107958731365296,0.040497338607419726,0.00460470196582096,0.0026499311965261256,0.007120522251498528,0.012261498083615213,0.02207786670115209,0.03034743636845585
pykF,-0.0037938857025778283,-0.011149927957335987,-0.019090387672097982,-0.02792608318249113,-0.03189517731190536,-0.0315671961848771,-0.008381197530152084,-0.02236747957462989,-0.03338769120976291,-0.04967356006242375,-0.05928555885312519,-0.06498878076479002,-0.000708251811692136,-0.0004807469334755295,-0.0010694549725465366,-0.0013826043182564895,-0.00579128293898459,-0.002862553647929332,-0.0009789509555964797,0.0016232173008219085,0.00915148284424893,0.018194303052998108,0.031900713794132375,0.04652128671923993,0.019548332598200484,0.06776112896548375,0.11937767361572645,0.15885394689342147,0.1876673337993076,0.20792812867665172,0.008087148634577613,0.013725411520879756,0.02062711608546567,0.028222459104481075,0.032871713004477186,0.03830666202503349
gsk,0.0005625724901911238,0.001083405823729347,0.0021141951729176734,0.002539088437197613,0.004566745742801536,0.004121577693195682,0.000823226769459891,0.0020896019851636637,-0.0009799270903642569,-0.008971894525819793,-0.00900100158830929,-0.003171649613351168,-0.0001321569167500114,0.001372565485164521,0.002647644801834305,0.005017328940977109,0.0024986818409184924,0.00705681409305849,-0.0015124959925194757,-0.0014523343713207302,0.0029880389142753912,0.008540888861918044,0.014873314991633354,0.02078643312434588,0.0017876044519418183,0.0059591329031234855,0.007565547485432187,0.004992372793023458,0.004279012737839501,0.004538254144822322,0.007231163273370508,0.014381329094633674,0.021064612158500792,0.02516246901532146,0.025354076495961782,0.034447294029349235
serC,0.0007152214292922356,0.0011580388768953009,0.011220956312697098,0.024140114713751826,0.032886895087185085,0.03659494987442436,-0.005038735245374179,-0.021105761438767356,-0.036988073582134816,-0.055717128767493816,-0.07021891759474258,-0.07822349725405567,-0.0022814867979553226,-0.00615169249508456,-0.009172572946773351,-0.007194512388795808,-0.005849648744379033,-0.00042848263435902044,0.0034758684002143547,0.012897182695230255,0.030784259622512886,0.05288581784654592,0.07830654241652586,0.10252669977534308,0.00486087678424248,0.010270428448062998,0.01661586271691155,0.019776831544130145,0.02117513903826916,0.02898981777930344,0.004383249464012168,0.009016775681404837,0.017306135562609005,0.023582240277560527,0.02883684921121777,0.036230965677421546
yohC,-0.013252582168035215,-0.020846707742627327,-0.02715613765843477,-0.03219097692459386,-0.03586831132628216,-0.04468099242590812,-0.010833750834847469,-0.051272778850211066,-0.11072465572126018,-0.18050672789407948,-0.24560638230965404,-0.29806472593509115,0.004136028015291983,0.009308345441992634,0.014347348710959162,0.0180570365649714,0.014816585054453059,0.02176839838959157,0.002757460390812023,-0.004490053179926556,-0.0056673339385035154,0.0021641010159643907,0.01853335401750653,0.038399286986946335,0.0038511660172921842,0.009517079859952886,0.01805115296381224,0.027947899609582272,0.03235834039279002,0.04013207939009285,0.004608108680134574,0.012932556041875822,0.02407583590369736,0.03604935016487288,0.052216463178124575,0.07277383717936438
sdhC,0.002326291277311385,-0.003031151214951371,-0.009013349987344358,-0.014460691972496659,-0.017940673633318527,-0.02169629074434345,0.0054253302777981975,0.0073905728737676,0.002393909007384127,-0.008195036007222222,-0.014195595489368659,-0.011798163045124509,-0.0009933725060724198,-0.000773406042336017,-0.0001357817380580248,0.0004804632737103768,-0.00515935636853947,-0.006557239130783747,0.007457894617489067,0.00928374214294681,0.003390684030433232,-0.0038328509488247133,-0.007893437227048222,-0.008769065054263834,0.0033206077711640538,0.009567037157324938,0.016978446016983843,0.024379433797939085,0.030004247959203187,0.03418861224224234,0.01331003567801915,0.02827092019404256,0.044493660511779685,0.0647615777724636,0.08779705993748041,0.10924067100818284
smtA,-0.00045049600113579463,-0.001020498196380713,0.0012196192939120177,0.001959461453595436,-0.002338635966224182,-0.0057793091855825075,-0.007912621564391408,-0.012189528053741155,-0.006090207760440588,0.0019422187760782328,0.013611507345666556,0.02743380630746841,3.6680915825631654e-05,0.002265384038015473,0.00585788251500029,0.0094492369485113,0.008542770986055695,0.014636740505176328,-0.0068219596543474545,-0.0065606609026372074,0.0059269222515139705,0.020212536084000005,0.037455197542548564,0.0533237837467358,0.003175943389888554,0.005606447084268202,0.00900335036722006,0.011174081120150704,0.011860242175891949,0.015622279166457125,0.004369407555888884,0.008503701309045462,0.015717200471239003,0.02311538077362041,0.02812295115771137,0.032918153830913614
cysB,0.0063136600819779275,0.018513513488381813,0.03414985324299494,0.044680267050717225,0.052644001272432135,0.05942121469269484,-0.006708306012975644,-0.009591384530832315,-0.012920450839364512,-0.022491074395397697,-0.031003401209052324,-0.03822622882059158,0.0040232560467612566,0.009876113546905816,0.01535050820560665,0.02180427106052839,0.021460118095598498,0.02708262384958814,-0.002494503176944105,0.008376955959119655,0.032556834633621884,0.059893822100907934,0.08858543877345182,0.11447997682532834,-0.0012344373326084186,0.003474713276836333,0.010146112099869268,0.011731394027947494,0.01534285096607604,0.02062153519946832,0.008484978362900509,0.01817361878383042,0.02774935752886735,0.04242918994955222,0.05728506493997774,0.07610141418450751
