,A,Fnr,NikR,RpoN,NarL
omics__wt_thr__1,5.5000223908,-0.542585261,1.5817661090000001,0.7135937785,0.5990756295
omics__wt_thr__2,5.8264388168,-0.607156115,1.6117093200000001,0.7710917565000001,0.5218365345
omics__bw_ac__1,-0.2540380979,0.045715161000000004,0.514377038,0.2626952735,-0.5340536035
omics__bw_ac__2,0.6608019711,0.09762738400000001,0.148319855,0.2125339715,-0.4149396495
omics__bw_fum__1,1.4109468661,-0.18848155800000002,0.6051264780000001,-0.0719943285,-0.8381361135000001
omics__bw_fum__2,0.9747310077,-0.242270962,0.471725877,-0.1321674075,-0.9121125335
omics__bw_glc__1,1.4370801381,-0.234511247,0.6487301550000001,0.08772091650000001,-0.3513240925
omics__bw_glc__2,0.6555068653,-0.20882609800000002,0.6923829730000001,0.0866318205,-0.4675586545
omics__bw_pyr__1,-1.1880780202,0.087242941,0.802086708,0.13049388650000002,-1.2049065185
omics__bw_pyr__2,0.45340106550000003,0.022124095,0.46515380900000003,0.0750394705,-0.5649073275000001
ompr__wt_nacl__1,0.4508308288,-0.769651592,-1.306842581,0.8458476445,0.5331391285
ompr__wt_nacl__2,0.2639476961,-0.646367331,-1.466509051,0.7361582905,0.5641948175
ompr__bw_delompr_nacl__1,0.13298689090000002,-1.035417797,-1.900199952,0.3376980425,0.0735496395
ompr__bw_delompr_nacl__2,0.6693109422,-0.98364399,-1.741628827,0.3812324995,0.0569492185
minspan__wt_ade__1,0.7602909736,-0.57964238,-2.082497074,-0.23121805050000002,0.4253597615
minspan__wt_glc__2,4.8376640441,-0.946672155,-1.10627199,-0.2809332425,-0.1002218485
minspan__wt_glc__3,4.2245935504,-0.70245124,-0.675451482,-0.2902247825,-0.034828066500000004
minspan__wt_glc__4,3.3746667135,-0.6560544730000001,-0.595748692,-0.2054288275,-0.12163705150000001
minspan__wt_glc_anaero__1,13.8183282078,-1.37524121,0.81496269,0.0389202145,-0.1538379885
minspan__wt_glc_anaero__2,14.6986295876,-1.519285843,1.6329888330000002,0.0609900175,-0.3679211925
minspan__wt_trp__1,12.2323506528,-1.857965349,0.703642459,0.1072953325,0.41213246950000004
minspan__bw_delcra_glc__2,11.3981137092,-1.7740696470000001,-0.26032788300000004,0.0527145325,0.3630780825
minspan__bw_delcra_trp__1,9.2422571426,-1.679262271,0.303534044,0.1089791855,0.6441685145
minspan__bw_delmntr__1,11.5326441149,-1.5296943330000001,0.049834073000000007,0.2383428175,-0.10895602950000001
minspan__bw_delnac_ade__1,1.9052549801,-0.241030033,-1.834907295,0.0018527365,0.0731933895
minspan__bw_delnac_glc__1,2.6642368856000003,-0.724032275,-0.529287932,-0.3356794605,-0.1866494685
cra_crp__wt_ac__1,3.7877277197,0.563029258,1.093559884,0.1917987605,0.10308692950000001
cra_crp__wt_ac__2,3.8112300435,0.5452901480000001,1.093387804,0.1532170935,0.1824106645
cra_crp__wt_fru__1,3.0826028721,0.5749984380000001,1.5936916509999999,0.2657675905,0.2525159455
cra_crp__wt_fru__2,3.0078452465,0.562240048,1.667868238,0.3237425105,0.17281035050000002
cra_crp__delcra_ac__1,1.3989477046,-0.350516384,-0.13976512900000002,-0.023381640500000002,0.09591121550000001
cra_crp__delcra_ac__2,1.5790641761000002,-0.297698038,-0.0043017820000000005,-0.1429831305,-0.0514662735
cra_crp__delcra_fru__1,2.292039709,-0.48628780600000004,0.45422428800000003,0.10736111150000001,0.4381540525
cra_crp__delcra_fru__2,2.3195148231,-0.53814686,0.381703615,0.12499276150000001,0.5490068335
cra_crp__delcra_glc__1,0.9734876750000001,-0.5029783950000001,0.25770559400000004,-0.0261596815,0.2574579395
cra_crp__delcra_glc__2,1.1671119174,-0.572787414,-0.059117824000000006,-0.1007299425,0.2698259865
rpoB__wt_031__1,-0.6643444157,-0.43926326200000004,-0.5139777950000001,-0.056968540500000005,-0.34158132950000003
rpoB__wt_044__1,0.42267898940000004,-0.355462483,0.19437457,0.22376482050000002,0.11219308750000001
rpoB__wt_lb__1,2.2590449853,-0.431275444,-0.653241544,-0.028158271500000002,0.5881046485
rpoB__wt_lb__2,2.3330043925,-0.47569201600000005,-0.478794779,0.0103283685,0.4456274495
rpoB__rpoBE546V_031__1,1.3203966676,-0.21907488400000003,0.38460565500000005,-0.1267133255,-0.1044784755
rpoB__rpoBE546V_044__1,0.967444352,-0.29527451800000004,0.346336915,0.023719754500000002,-0.08270643450000001
rpoB__rpoBE546V_lb__1,2.5098959064,-0.177257513,-0.0035172690000000004,-0.013294588500000001,0.39067970550000003
rpoB__rpoBE546V_lb__2,3.2302482264,-0.18967989200000002,-0.048453325000000005,-0.0162517615,0.44091671450000003
rpoB__rpoBE546V_glc__1,4.0521878479,-0.139703868,0.412858392,-0.5141145255,-0.3587007085
rpoB__rpoBE672K_glc__1,4.0947892054,-0.21448740600000002,-0.23823691100000002,-0.2027603775,-0.8582225215
rpoB__rpoBE672K_glc__2,4.5973134727,-0.21332366900000002,0.019299826000000003,-0.22850633750000002,-0.6973849045
rpoB__rpoBE672K_lb__1,3.9378779197,-0.31724649200000005,-0.5047255390000001,-0.6724268015,0.1259900365
rpoB__rpoBE672K_lb__2,5.2424629057,-0.309938502,-0.479628845,-0.5883223085,0.1534925995
crp__wt_fru__1,0.0236967886,-0.222994296,0.027341076000000002,-0.2614936275,-0.4725241865
crp__wt_glyc__1,0.3044598784,-0.174284776,-0.091097359,-0.4111413085,-0.4338023085
crp__wt_glyc__2,0.0420925747,-0.089958595,-0.247436327,-0.31615505250000003,-0.4517896045
crp__delar1_glyc__1,-0.0396575016,-1.2857264019999999,0.419154413,0.6530569715,0.7869022915
crp__delar1_glyc__2,0.8214125229,-1.501529713,0.7861309590000001,0.6094381865,1.0605303565
crp__delar1ar2_glyc__1,2.6995904227,-0.155629982,0.8358333290000001,0.41063416150000004,0.4460130265
crp__delar1ar2_glyc__2,2.9715404077,-0.114934488,1.085782762,0.39263840650000004,0.4088875745
crp__delar1ar2_glyc__3,3.5672257058,-0.147109753,0.9028848230000001,0.3384137365,0.49741272750000004
crp__delar2_glyc__1,11.4799067603,-1.271483779,1.058119711,0.23901305750000001,1.2369219455
crp__delar2_glyc__2,14.1146254475,-1.177351436,1.445764154,0.3881425055,0.8874602845
crp__delar2_glyc__3,13.7937062251,-1.174853432,1.639206339,0.5417163865,1.0767604395
crp__delcrp_fru__1,1.3374686341,-0.24670364600000003,0.329154901,0.48734105450000004,0.5996688085
crp__delcrp_fru__2,1.5261568007,-0.217710901,0.685539989,0.6076043145000001,0.5703166005
crp__delcrp_fru__3,1.7520971405,-0.34636329800000004,0.7404981860000001,0.4631423375,0.5036175315
crp__delcrp_glc__1,2.5351025199,-0.14795257,0.885122225,0.6373608285,0.2273135155
crp__delcrp_glc__2,1.8447075284,-0.13383598800000002,0.906042725,0.6669930295000001,0.3345255855
crp__delcrp_glc__3,1.5257715609,-0.24589322600000002,0.689154358,0.5979555295,0.4058469045
crp__delcrp_glyc__1,2.4128426614,-0.17621799900000001,0.925209024,0.4546922765,0.45000584450000003
crp__delcrp_glyc__2,2.1761193397,-0.25661334,0.897121794,0.47694144850000003,0.3381277485
crp__delcrp_glyc__3,1.496297106,-0.279568501,0.647535425,0.4892179915,0.4754143025
glu__glu_ale3__1,3.1437558711999998,-1.531208371,1.199388814,-0.1601779305,-0.44286999250000003
glu__glu_ale4__1,4.6131734634,-0.333096123,0.17994711700000002,-0.2800279565,-0.24612490250000002
glu__glu_ale5__1,5.2872911658,-0.77865494,0.22435256,-0.6870798615,-0.6606236855000001
glu__glu_ale6__1,3.9964157378,-0.12059369700000001,0.17166482,-0.5723060855000001,-0.7887084075
glu__glu_ale8__1,-1.010389671,-1.378413375,1.1250446,0.1635734905,0.2722742915
glu__glu_ale9__1,5.6257329366,-0.7807343670000001,0.712579933,0.0031536635000000003,-0.2739036005
glu__glu_ale10__1,4.0990736729,-1.360002336,0.693753284,-0.2871971685,-0.7454388865
42c__wt_42c__1,8.569832883,-1.014558191,0.19472518500000002,0.0244120205,-0.06704781850000001
42c__42c_ale1__1,-0.7728777323,-1.871778225,0.661751536,0.3491200385,0.1811508085
42c__42c_ale2__1,0.4336779678,-0.44312802300000004,0.307514864,-0.3153191495,-0.33061188150000004
42c__42c_ale3__1,0.8283423186000001,-0.17273049999999998,1.064915509,0.09912298550000001,-0.1838051575
42c__42c_ale4__1,-0.6868159075,-0.320755442,0.8542099710000001,-0.1073433455,0.4484809985
42c__42c_ale5__1,0.3716555449,-0.527302844,0.24303571100000002,-0.2023175995,0.3130631115
42c__42c_ale6__1,2.1219490134,-1.720490645,2.541323145,0.8135905605,-0.0491828225
42c__42c_ale8__1,-0.8569425407,-0.7990813750000001,0.8759826890000001,0.32016739250000004,-0.0929014225
42c__42c_ale9__1,1.3566421611,-0.447372739,0.48201129000000004,-0.0553719955,-0.057507773500000005
42c__42c_ale10__1,-0.8996271543000001,-0.9696312210000001,1.25271464,0.21542995750000002,-0.0087915435
ssw__wt_ac__1,1.9024819726,-0.80825286,-0.270965387,-0.2178078165,-0.8583090595
ssw__wt_glc__1,3.4705391281,-0.249604124,0.25654298600000003,-0.2212727485,0.0038348415
ssw__wt_glyc__1,10.2906510639,-0.396644965,0.044499242,-0.2125297985,-0.7905101045
ssw__wt_xyl__1,4.6942123306,0.21574725800000003,-0.8925076,0.4108722805,-0.6531480725000001
ssw__glc_ale1__1,5.7817026292,-0.46381721600000003,0.19525461700000002,-0.7788251875000001,-0.5733266405
ssw__glc_ale2__1,7.3949648116,-1.5070222580000001,0.37712964,-0.0637925315,-0.3617682765
ssw__glc_ale3__1,8.9344185357,-1.237537221,0.56763725,0.2370279345,-0.3872335415
ssw__glyc_ale1__1,7.6963891433,-0.391325409,-0.20318618300000002,-0.3120889155,-0.0020606385000000002
ssw__glyc_ale2__1,10.247917888,-1.29649857,1.146687461,0.2020547685,-0.3970384555
ssw__xyl_ale1__1,8.0268771529,-0.9544926520000001,0.69392721,-0.1082888095,-0.6818209105
ssw__xyl_ale2__1,4.8087792407,-0.635754672,-0.20474636300000001,-0.1497820355,-0.3424025365
ssw__xyl_ale3__1,4.3631801435,-0.9828595450000001,-0.18884984,-0.3262490615,-0.08376697150000001
ssw__glc_ac_ac2__1,13.120040131,-2.294399248,1.058333802,-0.0901773505,-0.4176094645
ssw__glc_ac_glc1__1,3.5746732849000002,-0.356102436,0.056408964000000006,-0.28990390050000003,-0.8176861595
ssw__glc_glyc_glc__1,6.8336568271,-1.465999144,-0.050115520000000004,-0.2741644015,-0.3219710435
ssw__glc_glyc_glyc__1,3.6841772902,-0.580660179,0.20430461600000002,-0.45250245850000004,-0.3884504295
ssw__glc_xyl_glc__1,11.2932850006,-1.242127184,0.014585783000000001,-1.0410889935,-1.3542981185
ssw__glc_xyl_xyl__1,3.1645250854,-0.7752710380000001,-0.33246992000000003,-0.8552477355,-0.40380162550000004
ica__wt_glc__1,2.728560819,-0.7268877690000001,-0.952934688,-0.5082379055,-1.2482984155
ica__wt_glc__2,3.5511204023,-0.769908319,-0.772798431,-0.4994340875,-1.0586845325
ica__wt_glc__3,1.9451199928,-0.5550889640000001,0.365300614,-0.1040741495,-0.7520441115000001
ica__wt_glc__4,1.4825705376,-0.70189007,-0.321606117,-0.2792215905,-0.8188419215
ica__arg_sbt__1,4.8549431414,-0.9857155870000001,-1.531340223,-0.2671002145,-0.28634103850000003
ica__arg_sbt__2,4.2200211886,-0.8052297820000001,-1.217093751,-0.3823479205,-0.46801940750000004
ica__cytd_rib__1,0.6218050469,-0.643594239,-1.211233801,0.1386887865,-0.4358049355
ica__cytd_rib__2,1.0678245343,-0.6875447610000001,-1.410417101,0.12476168450000001,-0.6309743795
ica__gth__1,1.5432848906999999,-0.814034076,0.461289681,0.3953586515,-0.7184819785000001
ica__gth__2,1.4808157024000002,-0.919774324,1.135567151,0.5102487215,-0.7504386355
ica__leu_glcr__1,1.1706042502,-0.538158396,-0.7730322390000001,-0.2586659055,-0.5791105415000001
ica__leu_glcr__2,1.3099231455,-0.539788284,-0.846671461,-0.3374765535,-0.6834166565
ica__met_glc__1,3.2732419233,-0.73392979,-1.050330502,-0.8079442385000001,-0.9902756455
ica__met_glc__2,2.5963534081,-0.730469433,-0.6225603710000001,-0.8131288585,-1.2867556815
ica__no3_anaero__1,7.2359312667,-0.799681293,-0.337265442,0.023476880500000002,-0.3241168155
ica__no3_anaero__2,7.3109301472,-0.764805285,-0.48523846400000004,0.012221922500000001,-0.5466204945
ica__phe_acgam__1,2.1570659604,-0.558335586,-0.8502027980000001,-0.5329956575,-0.9350117725
ica__phe_acgam__2,2.7502132423,-0.491804536,-0.7484022640000001,-0.5109843565000001,-1.1942437415
ica__thm_gal__1,2.2394292824,-0.620650347,-0.5052575810000001,-0.1857659965,-0.010120483500000001
ica__thm_gal__2,2.5235085557,-0.6047507440000001,-0.10644985800000001,-0.0851485565,0.0502045135
ica__tyr_glcn__1,2.4270751642,-0.603412708,-0.646564247,-0.3903549005,-0.5662972535
ica__tyr_glcn__2,3.5387962131,-0.601450473,-0.6398878010000001,-0.3410315705,-0.4109628755
ica__ura_pyr__1,0.5828075084000001,-0.589455429,-0.24974869300000002,-0.3768134025,-0.8255950735
ica__ura_pyr__2,0.8451281023,-0.5449526920000001,-0.25592663800000004,-0.4399327825,-0.8005288575
ica__wt_glc__5,1.523231334,-0.6705241160000001,-0.291195429,-0.5177360115,-0.5925904435
ica__wt_glc__6,0.8593089463,-0.606799751,-0.217934747,-0.49115702850000004,-0.5365248515000001
ica__bw_delpurR_cytd__1,0.6184975418,-0.719011072,-0.751070317,-0.7443637615,-1.1503003825
ica__bw_delpurR_cytd__2,1.8238730416000002,-0.696804961,-0.129340949,-0.7433956735,-1.1125573585
ica__ade_glc__1,1.4322228443,-0.670683031,-0.093957207,-0.7138325825,-0.9379271885
ica__ade_glc__2,0.8895956088,-0.7218945370000001,-0.771815926,-0.8051262665000001,-0.8743913925000001
ytf__wt_glc__1,3.1891338109,-1.016246127,-0.517376144,-0.2177005135,-0.1235732125
ytf__wt_glc__2,4.5478855596,-1.308233625,-0.059007386,-0.1777278635,-0.1596593185
ytf__delyafC__1,10.5311591945,-1.716427353,0.8650532670000001,0.1175472515,0.8482297725
ytf__delyafC__2,1.6495369618,-1.621011786,-0.06509421600000001,0.1546335705,0.7273271895000001
ytf__delyeiE__1,8.0201274049,-0.146112814,1.386449881,0.0250697845,0.41058923350000004
ytf__delyeiE__2,2.0072923222,-0.43263766000000003,-0.012183988000000001,-0.1486100975,-0.0558596805
ytf__delyiaJ__1,10.6177718053,-1.55639051,0.6193280910000001,0.08753290150000001,0.4325330855
ytf__delyiaJ__2,8.7635808776,-0.8717574610000001,0.45205486100000003,0.23139318550000001,0.5352296385
ytf__delyieP__1,10.6680440996,-1.347170503,0.43137858900000003,0.21411362450000002,0.19399182650000002
ytf__delyieP__2,8.8110091104,-1.305195932,0.292288541,0.2065327435,0.1367943195
ytf__wt_ph5__1,1.2082950934,-0.557043083,-0.308249443,-0.1566763185,-0.21598817950000002
ytf__wt_ph5__2,2.1507290176,-0.5606580010000001,0.092844672,-0.1216764105,-0.19248613750000002
ytf__wt_ph8__1,0.6376829264,-0.5787427820000001,-0.19530555900000002,-0.2880566235,-0.3599539395
ytf__wt_ph8__2,1.8388257789,-0.39573632200000003,-0.08353724300000001,-0.3517970845,-0.2743148415
ytf__delybaO__1,11.8891167011,-1.65527256,1.06541657,0.08682374550000001,0.4246207255
ytf__delybaO__2,12.0331407702,-1.4105320030000001,0.947779484,0.11715476650000001,0.5214714285000001
ytf__delybaQ__1,1.5983503444,-0.606795733,-0.23026300300000002,-0.36648127750000004,-0.2681458605
ytf__delybaQ__2,2.3064799231,-0.583630595,-0.255405791,-0.4210866755,-0.21411547350000001
ytf__delybiH__1,3.6578303842,-0.978089003,-0.47023990800000004,-0.08041245350000001,-0.0217948335
ytf__delybiH__2,7.7105698886,-1.476111577,-0.065805825,0.1485691505,0.2051017055
ytf__delydcI_ph5__1,1.0390823714,-0.604571167,-0.344063665,-0.2860461955,-0.32284780550000003
ytf__delydcI_ph5__2,1.4202862568,-0.61283708,-0.266629854,-0.2915660545,-0.4355703905
ytf__delydcI_ph8__1,2.3602921176000002,-0.49415536200000004,-0.370150643,-0.19775634250000002,-0.2306572785
ytf__delydcI_ph8__2,0.8923111415,-0.629762844,-0.31177164100000004,-0.4303054455,-0.3051913155
ytf__delyddM__1,2.8091742396,-0.522693497,0.398369008,0.0436795175,0.11745116450000001
ytf__delyddM__2,1.4377514266,-0.42543202100000005,0.284290125,0.0510243685,0.0758394365
ytf__delyheO__1,6.3694712804,-1.821853724,-0.083918584,0.0094733505,0.38703935850000004
ytf__delyheO__2,11.8683003351,-1.82958307,0.9052150160000001,0.024496082500000002,0.35883767850000003
fps__bw_glc__1,0.7687489593,-0.6606700440000001,-0.4187684,-0.5196136545,-0.7943733425
fps__bw_glc__2,0.3088771555,-0.7722607140000001,-0.5641024010000001,-0.6788874785,-0.6581343165
fps__fps_thrA_ale1__1,0.053629532300000005,-0.567476288,0.19109983,-0.3205594465,-0.2444576485
fps__fps_thrA_ale1__2,0.5194666997,-0.710008164,-0.20066509100000002,-0.42812930250000003,-0.22257904050000002
fps__fps_thrA_ale2__1,0.48650103650000004,-0.708427322,-0.250532554,-0.4658414105,-0.3165566975
fps__fps_thrA_ale2__2,0.2980183107,-0.674129635,-0.130616972,-0.4076242355,-0.23308080650000002
fps__fps_serB_ale1__1,0.1321883076,-0.747203834,-0.249805669,-0.3878105415,-0.4218224655
fps__fps_serB_ale1__2,-0.0875663569,-0.6559473680000001,-0.024730438,-0.3348743525,-0.2425066065
fps__fps_serB_ale4__1,1.0152719181,-1.184646649,-0.459931164,-0.1907283005,-0.7474121245
fps__fps_serB_ale4__2,0.6667484522,-1.019253874,-0.25066763400000003,0.10126346950000001,-0.4772296525
fps__fps_ptsI_ale1__1,-0.0290919182,-0.9269502930000001,-0.638522213,-0.8559759545000001,-0.9798916595
fps__fps_ptsI_ale1__2,0.1211095395,-0.8308143870000001,-0.779674474,-0.7988730515,-0.9160638715
fps__fps_ptsI_ale3__1,0.1095169492,-0.8180644960000001,-0.93241801,-0.8056928055,-1.0673735245
fps__fps_ptsI_ale3__2,0.10746410320000001,-0.8140812820000001,-0.8467042090000001,-0.8484199965,-0.9897267365
pal__lyx_ale2_f6__1,-1.2290199046,-0.499433516,-0.695374182,-0.3722573105,-0.8733868395000001
pal__lyx_ale2__1,-1.2775511365,-0.5389567430000001,-0.194954704,-0.5214724065,-0.5212098915
pal__lyx_ale2__2,-0.0670348162,-0.523578816,-0.24557916700000001,-0.4881702405,-0.43257182250000004
pal__lyx_ale4__1,0.0559303052,-0.7789653710000001,-0.35976361,-1.0848582725,-1.2860029675
pal__lyx_ale4__2,-0.024822593100000002,-0.754669546,-0.841895268,-1.0038269125,-0.9581307365
pal__5drib_ale10_f18__1,-0.8542224708,-0.858436865,-0.21299103500000002,0.6129173255,-0.7201649965
pal__5drib_ale10_f18__2,0.6068684547000001,-0.753607601,-0.62054582,0.6364002815,-0.6814127945
pal__5drib_ale10__1,-0.2954097003,-0.6081119500000001,-0.18027395400000001,0.013956801500000001,-0.1758722205
pal__arab_ale14_f9__1,-0.21299828040000002,-0.650729125,-0.137734304,-0.3592717405,-0.0717088025
pal__arab_ale14_f9__2,0.5068191704,-0.579090658,-0.058189889,-0.2363246525,0.0507746345
pal__arab_ale14__1,-0.1829589408,-0.56126696,0.004763446,-0.6221584905,-0.3184885095
pal__arab_ale14__2,0.5303535689000001,-0.632727778,-0.171280491,-0.6037325335,-0.6615002365
pal__arab_ale16__1,1.2477944207,-0.664846897,0.154959111,-0.3419427795,0.5829491045
pal__arab_ale16__2,0.588266904,-0.686483075,0.023667143,-0.20152948750000002,0.5586155835000001
pal__tartr_ale26_f10__1,-0.11230871220000001,-0.703734273,-0.32635667300000004,-0.3747926055,-0.8698164945
pal__tartr_ale26_f10__2,-0.522561185,-0.660902781,-0.9632859520000001,-0.35274892150000003,-0.6115317275000001
pal__tartr_ale26__1,-0.061002864500000004,-0.7898414690000001,-0.259462586,-0.45010071150000003,-0.7410600385
pal__tartr_ale26__2,0.5357198658,-0.794304505,0.12912120900000001,-0.3057581085,-0.7062647345
pal__tartr_ale28_f10__1,-0.5675841901,-0.6169361680000001,-0.9028133490000001,-0.4779141955,-0.7938215305
pal__tartr_ale28_f10__2,-1.4011327593,-0.6927632880000001,-0.5930029010000001,-0.48248354050000003,-0.9818579145
pal__tartr_ale28__1,-0.1377832742,-0.7137339220000001,-0.682084302,-0.5465418105000001,-0.7693066325
pal__tartr_ale28__2,-0.3687643671,-0.652156995,-0.151654018,-0.6007871505,-0.8011193075
efeU__delmenFentC_citr__1,4.0334611421,-1.164833993,-0.906924924,-0.3912163105,-0.09384426450000001
efeU__delmenFentC_citr__2,3.7423497145,-1.284891394,-0.731995943,-0.5284220465,-0.21179274550000002
efeU__delmenFentC__1,1.1435622258,-0.5161069770000001,-0.6996414200000001,0.08356590650000001,0.19650876050000002
efeU__delmenFentC__2,1.5010420572,-0.5080433480000001,-0.601947918,0.053814073500000004,0.15385049650000002
efeU__menFentC_ale39__1,5.3111987225,-2.10984967,0.5616973630000001,-0.3340089295,0.1517904105
efeU__menFentC_ale39__2,5.4382299293,-2.096847789,0.066152089,-0.2956222475,0.3921516295
efeU__menFentC_ale29__1,8.6109379154,-2.366996998,-0.06432808500000001,-0.0378373955,-0.4200080485
efeU__menFentC_ale29__2,8.2010351936,-2.395424304,0.12146403900000001,-0.0412327315,-0.5188053045000001
efeU__menFentC_ale30__1,4.4926101076,-0.5423336,-0.21914233700000002,-0.7487878285,-0.7710836915
efeU__menFentC_ale30__2,4.7016387105,-0.41125174000000003,-0.202358168,-0.7009630315000001,-0.6546561955
