,A,PurR
tcs__del_baeR_lb__2,-16.348812843,-3.859023073
tcs__del_btsR_01xlb__1,-19.530934449,-3.77233375
tcs__del_btsR_01xlb__2,-19.623324264,-3.893965809
tcs__del_btsR_lb__1,-20.0466330535,-3.26827811
tcs__del_btsR_lb__2,-19.9187811626,-3.188745571
tcs__del_btsR_pyruvate__1,-19.6780594141,-3.743244034
tcs__del_btsR_pyruvate__2,-19.4075177685,-3.650333174
tcs__del_cpxR_etoh__1,-15.8599166031,-6.277486519
tcs__del_cpxR_etoh__2,-15.6971046364,-6.582839423
tcs__del_cpxR_lb__1,-15.8072111853,-4.351811021
tcs__del_cpxR_lb__2,-15.5327699305,-4.238601749
tcs__del_cusR_CuSO4__1,-15.6359654941,-3.9649249390000003
tcs__del_cusR_CuSO4__2,-15.7100887264,-3.883905392
tcs__del_cusR_lb__1,-18.7626683144,-3.361605654
tcs__del_cusR_lb__2,-18.8458486537,-3.304429259
tcs__del_kdpE_01-kcl__1,-8.9245697944,-0.869435931
tcs__del_kdpE_01-kcl__2,-8.5690185692,-0.831244741
tcs__del_kdpE_115-kcl__1,-6.4804207645,-1.385845164
tcs__del_kdpE_115-kcl__2,-7.202672806,-2.049252693
tcs__del_phoB_m9__1,-2.3340350279,-1.882446597
tcs__del_phoB_m9__2,-2.6150510736,-1.8527642260000001
tcs__del_phoB_m9p__1,-6.2122682395,-2.750594092
tcs__del_phoB_m9p__2,-6.2941456136,-2.737974242
tcs__del_rcsB_etoh__1,-14.2610251362,-6.528730753
tcs__del_rcsB_etoh__2,-14.0294821029,-7.089593937
tcs__del_rcsB_lb__1,-14.6912591698,-3.5711506550000003
tcs__del_rcsB_lb__2,-14.5866197902,-3.686404918
tcs__del_zraR_lb__1,-18.1728091916,-2.888648216
tcs__del_zraR_lb__2,-18.0267036494,-2.998266177
tcs__del_zraR_zncl2__1,-17.6699639203,-2.9097959490000003
tcs__del_zraR_zncl2__2,-17.530516676,-2.911808272
tcs__wt_01-kcl__1,-16.0645378814,-3.0385126
tcs__wt_01-kcl__2,-16.2889431661,-3.158148099
tcs__wt_01xlb__1,-19.8907091035,-3.968173798
tcs__wt_01xlb__2,-19.8929818697,-3.952961008
tcs__wt_115-kcl__1,-8.5507657552,-1.023406369
tcs__wt_115-kcl__2,-8.7326254036,-1.090611806
tcs__wt_CuSO4__1,-14.9576112593,-3.862127751
tcs__wt_CuSO4__2,-14.9085611783,-3.788713548
tcs__wt_etoh__1,-14.3308284879,-6.275106483
tcs__wt_etoh__2,-14.4237929049,-6.083008311
tcs__wt_lb__1,-15.5721514223,-3.854127562
tcs__wt_lb__2,-15.2394078824,-3.99222854
tcs__wt_LiAcet__1,-7.3688835232,-1.939410164
tcs__wt_LiAcet__2,-7.8746329479,-1.8137228470000002
tcs__wt_LiCl__1,-7.2263308463,-1.969017267
tcs__wt_LiCl__2,-7.4193160997,-2.033431783
tcs__wt_m9p__1,-10.7926923898,-2.449529498
tcs__wt_m9p__2,-10.5537004632,-2.361748377
tcs__wt_pyr__1,-20.0393398596,-3.886029541
tcs__wt_pyr__2,-19.8687726363,-3.9363894850000003
tcs__wt_zncl2__1,-19.2429509264,-2.708070325
tcs__wt_zncl2__2,-19.1432974562,-2.92627154
ros_tale__1_112_0pq__1,-18.7426262515,-0.728123402
ros_tale__1_112_0pq__2,-17.7612021234,-0.66957778
ros_tale__1_112_250pq__1,-13.4253286082,-1.068945285
ros_tale__1_112_250pq__2,-13.1403689129,-1.005424505
ros_tale__1_112_750pq__1,-15.1421859929,-0.9857727470000001
ros_tale__1_112_750pq__2,-15.3298984017,-1.30209323
ros_tale__1_112_750pq__3,-17.5356581073,-1.358312358
ros_tale__3_76_0pq__1,-7.563085103,-0.083735184
ros_tale__3_76_0pq__2,-7.7104783499,-0.17242051700000002
ros_tale__3_76_0pq__3,-7.6345737761,-0.36425622300000005
ros_tale__3_76_0pq__4,-7.6569341117,-0.39900047
ros_tale__3_76_250pq__1,-17.1865350951,-2.983343099
ros_tale__3_76_250pq__2,-13.3073412146,-1.853456191
ros_tale__3_76_750pq__1,-15.3951162154,-2.033243275
ros_tale__3_76_750pq__2,-13.2506252454,-1.876585275
ros_tale__7_103_0pq__1,-10.6280316392,-1.779254501
ros_tale__7_103_0pq__2,-10.2457142538,-2.291366743
ros_tale__7_103_0pq__3,-10.5844037339,-1.741190445
ros_tale__7_103_0pq__4,-10.4433132908,-2.373642085
ros_tale__7_103_250pq__1,-10.269155857,-1.860387157
ros_tale__7_103_250pq__2,-12.5400579471,-1.9719109920000002
ros_tale__7_103_750pq__1,-11.253788846,-1.848563783
ros_tale__7_103_750pq__2,-10.5960902942,-1.85862982
ros_tale__9_77_0pq__1,-17.5277809232,-1.6403762030000002
ros_tale__9_77_0pq__2,-16.9910663178,-1.6166192110000002
ros_tale__9_77_250pq__1,-15.6767550886,-1.7974796450000001
ros_tale__9_77_250pq__2,-16.8836806634,-2.329379881
ros_tale__9_77_750pq__1,-17.0687313052,-1.998381001
ros_tale__9_77_750pq__2,-16.9600901991,-1.761471238
ros_tale__11_83_0pq__1,-9.8698445336,-2.068416449
ros_tale__11_83_0pq__2,-9.9970763093,-1.947107987
ros_tale__11_83_250pq__1,-11.1690514766,-2.334286898
ros_tale__11_83_250pq__2,-11.583145815,-2.467984001
ros_tale__11_83_750pq__1,-14.7553261828,-2.587273824
ros_tale__11_83_750pq__2,-14.057203661,-2.605301189
ros_tale__13_87_0pq__1,-16.7613992982,-1.408438337
ros_tale__13_87_0pq__2,-16.4946348411,-1.281617303
ros_tale__13_87_250pq__1,-16.3826569255,-1.300399102
ros_tale__13_87_250pq__2,-16.0081841613,-1.486386207
ros_tale__13_87_750pq__1,-16.6613053197,-1.933678988
ros_tale__13_87_750pq__2,-16.6907826441,-2.120803744
ros_tale__14_27_0pq__1,-13.6031964931,-1.182319768
ros_tale__14_27_0pq__2,-13.5545326438,-1.098033506
ros_tale__14_27_250pq__1,-16.7567268461,-1.02457754
ros_tale__14_27_250pq__2,-16.1153849895,-0.8178376580000001
ros_tale__14_27_750pq__1,-18.7678543978,-1.779128069
ros_tale__14_27_750pq__2,-18.5052229552,-1.453092002
ros_tale__16_28_250pq__1,-2.5584243488,-0.16459483800000002
ros_tale__16_28_250pq__2,-2.8016138391,-0.229298883
ros_tale__16_32_0pq__1,-10.9485123617,-2.305073636
ros_tale__16_32_0pq__2,-11.6618476002,-2.28456647
ros_tale__16_32_0pq__3,-7.1500144543,-0.254133369
ros_tale__16_32_0pq__4,-7.4006718627,-0.180772961
ros_tale__16_32_250pq__1,-9.7242584871,-0.312271678
ros_tale__16_32_250pq__2,-9.7735098056,-0.231032803
ros_tale__16_32_750pq__1,-15.1242125544,-1.289874022
ros_tale__16_32_750pq__2,-15.0203158725,-1.4699460370000001
ros_tale__17_104_0pq__1,-15.2622997533,-2.997420679
ros_tale__17_104_0pq__2,-15.5490708286,-3.048721003
ros_tale__17_104_250pq__1,-16.4628784638,-0.8920813620000001
ros_tale__17_104_250pq__2,-15.5984100057,-1.6485927980000001
ros_tale__17_104_250pq__3,-15.4390015802,-1.82217798
ros_tale__17_104_250pq__4,-16.2035207978,-1.273865478
ros_tale__17_104_750pq__1,-17.599650487,-1.276227213
ros_tale__17_104_750pq__2,-17.9640035924,-1.440827655
ros_tale__18_24_250pq__1,-14.0544665083,-0.16641261300000001
ros_tale__18_24_250pq__2,-10.8490613264,-0.222595396
ros_tale__18_36_0pq__1,-15.2797987802,-1.599239802
ros_tale__18_36_0pq__2,-15.3296248307,-1.8815532190000002
ros_tale__18_36_0pq__3,-7.9048462937,-0.43145944
ros_tale__18_36_0pq__4,-7.4997797823,-0.216062774
ros_tale__18_36_250pq__1,-9.6688257559,-0.453733602
ros_tale__18_36_250pq__2,-9.9877926967,-0.511258034
ros_tale__18_36_750pq__1,-18.624704220799998,-2.530817621
ros_tale__18_36_750pq__2,-19.4440758886,-2.913200275
ros_tale__19_91_0pq__1,-15.5016539481,-3.052640859
ros_tale__19_91_0pq__2,-16.7698724557,-2.9723070810000003
ros_tale__19_91_250pq__1,-16.6981798178,-2.436017578
ros_tale__19_91_250pq__2,-16.9553828945,-2.53741256
ros_tale__19_91_750pq__1,-18.2856735743,-2.530524894
ros_tale__19_91_750pq__2,-17.1157422342,-2.769885384
ros_tale__19_91_750pq__3,-17.5274216963,-2.274104756
ros_tale__19_91_750pq__4,-17.0027384213,-2.309537814
ros_tale__21_97_0pq__1,-9.3648714437,-1.059017837
ros_tale__21_97_0pq__2,-11.8857771151,-1.131708609
ros_tale__21_97_250pq__1,-14.115231787,-1.2844571870000001
ros_tale__21_97_250pq__2,-14.7187759823,-1.412753215
ros_tale__21_97_750pq__1,-16.7502810121,-1.123158647
ros_tale__21_97_750pq__2,-15.5188936037,-1.172056396
ros_tale__25_111_0pq__1,-14.6313566463,-1.161200564
ros_tale__25_111_0pq__2,-15.348877656700001,-1.260056356
ros_tale__25_111_250pq__1,-15.623281745,-1.285930809
ros_tale__25_111_250pq__2,-17.3030479819,-1.587840168
ros_tale__25_111_750pq__1,-17.1339911617,-1.418187887
ros_tale__25_111_750pq__2,-17.480238843,-2.074915085
ros_tale__29_119_0pq__1,-16.135860102,-1.530190353
ros_tale__29_119_0pq__2,-16.1666746734,-1.667477705
ros_tale__29_119_250pq__1,-16.2648829136,-1.5957694980000001
ros_tale__29_119_250pq__2,-17.5121601015,-1.351927977
ros_tale__29_119_750pq__1,-17.5717819493,-1.714574013
ros_tale__29_119_750pq__2,-17.5615447119,-1.7872482920000001
ros_tale__ALE4_0pq__1,-6.3802172274,-0.370232801
ros_tale__ALE4_0pq__2,-6.0935404219,-0.334317376
ros_tale__ALE4_250pq__1,-18.5948159067,-2.118898937
ros_tale__ALE4_250pq__2,-18.3180749683,-2.073687513
pcoli__atASMT_325G__1,-9.57694535,-0.279347087
pcoli__atASMT_325G__2,-9.7542806372,-0.317037428
pcoli__bpTDC__1,-9.5366202097,-0.431518981
pcoli__bpTDC__2,-8.9467239084,-0.5920566460000001
pcoli__BRCA__1,-10.2457929464,-0.253750566
pcoli__BRCA__2,-10.440939601,-0.225260025
pcoli__BRCActrl__1,-12.4636525172,-1.269791502
pcoli__BRCActrl__2,-12.1979506716,-1.790658697
pcoli__BRCAswap__1,-10.4952860713,-0.408293614
pcoli__BRCAswap__2,-11.2946992623,-0.49506744900000005
pcoli__btAANAT__1,-7.8916903499,-0.474120953
pcoli__btAANAT__2,-8.1875542603,-0.548646975
pcoli__btASMT__1,-8.8057332415,-0.37545072900000004
pcoli__btASMT__2,-9.4300536172,-0.378654262
pcoli__CC1__1,-12.6236362078,-0.543898787
pcoli__CC1__2,-11.6229167394,-0.41098159
pcoli__ccCOMT__1,-10.7756532787,-0.323496803
pcoli__ccCOMT__2,-10.8253314058,-0.359591916
pcoli__ckDDC__1,-10.7834483362,-1.141268234
pcoli__ckDDC__2,-10.2482198183,-1.462073177
pcoli__CNTF_belt__1,-10.5082796268,-0.48058307400000005
pcoli__CNTF_belt__2,-10.9241913814,-0.461016957
pcoli__cobPNMT__1,-6.889153734,-0.537096519
pcoli__cobPNMT__2,-6.7477736101,-0.5822871550000001
pcoli__cvPhhB__1,-10.4939907911,-0.331209327
pcoli__cvPhhB__2,-11.2029199982,-0.39614612
pcoli__ggAANAT__1,-8.7453597646,-0.415048687
pcoli__ggAANAT__2,-8.503459804,-0.485113045
pcoli__ggTPH__1,-7.4426147632,-0.39607833200000003
pcoli__ggTPH__2,-8.9643339905,-0.31580325
pcoli__hsAANAT__1,-14.8754606993,-2.014757276
pcoli__hsAANAT__2,-14.9751440093,-1.157789395
pcoli__hsASMT__1,-8.7247583926,-0.427922222
pcoli__hsASMT__2,-8.4164452865,-0.59383619
pcoli__hsPNMT_mb__1,-9.0370895935,-0.49912786700000006
pcoli__hsPNMT_mb__2,-9.2681587958,-0.439584766
pcoli__hsTPH__1,-7.2037162357,-0.581159493
pcoli__hsTPH__2,-6.8264617155,-0.5918241790000001
pcoli__hsTPH_E2K__1,-9.1069431128,-0.7923467280000001
pcoli__hsTPH_E2K__2,-8.9798053646,-1.000030559
pcoli__hsTPH_E2K_N91I_P99C__1,-6.6139481539,-0.371342269
pcoli__hsTPH_E2K_N91I_P99C__2,-6.8684760932,-0.42806480300000005
pcoli__hsTPH_N158trunc__1,-7.4234282292,-1.12786884
pcoli__hsTPH_N158trunc__2,-7.833600817,-1.153289612
pcoli__hsTPH_N174trunc__1,-9.3372963123,-0.43306464100000003
pcoli__hsTPH_N174trunc__2,-8.4648301692,-1.153253571
pcoli__hsTPH_Ntermtrunc__1,-13.3796692223,-1.323356288
pcoli__hsTPH_Ntermtrunc__2,-16.0904642359,-0.50965331
pcoli__hsTPH1__1,-9.0156554518,-0.462231533
pcoli__hsTPH1__2,-9.1545340512,-0.517345362
pcoli__MBP__1,-19.8411500956,-0.32526657800000003
pcoli__MBP__2,-19.7367894643,-0.9742665460000001
pcoli__msCOMT__1,-6.3872700831,-0.368826286
pcoli__msCOMT__2,-5.9750570235,-0.384042531
pcoli__ocAANAT__1,-7.9045966536000005,-0.481111818
pcoli__ocAANAT__2,-8.2056255644,-0.453151811
pcoli__osTDC_K374H__1,-13.2598494951,-0.34769481500000005
pcoli__osTDC_K374H__2,-15.9550668944,-0.44117982
pcoli__osTDC_K374L__1,-7.9790882361,-0.226821818
pcoli__osTDC_K374L__2,-8.1216084166,-0.272339916
pcoli__osTDC_K374Q__1,-8.692472139,-0.488783208
pcoli__osTDC_K374Q__2,-9.3336514725,-0.55164499
pcoli__osTDC_L360V__1,-8.3150556626,-0.40764455400000005
pcoli__osTDC_L360V__2,-8.2313656836,-0.657889955
pcoli__pmTPH__1,-3.2686901113999998,-0.58120295
pcoli__pmTPH__2,-2.2621161901,-0.725030171
pcoli__RFC__1,-5.3528316654,-0.493276409
pcoli__RFC__2,-5.4877722398,-0.517668197
pcoli__RFCctrl__1,-16.0949330975,-0.9123374660000001
pcoli__RFCctrl__2,-17.0723139622,-0.834681243
pcoli__RFCnopause__1,-16.2957010585,-1.405534279
pcoli__RFCnopause__2,-15.0418201586,-1.91074383
pcoli__RFCpluspause__1,-9.0494646769,-2.302735031
pcoli__RFCpluspause__2,-9.0594064179,-2.990217384
pcoli__rnCOMT_sol__1,-13.5840604678,-0.9744784890000001
pcoli__rnCOMT_sol__2,-14.9820306661,-0.819715496
pcoli__rnPNMT__1,-4.7289400768,-0.605110241
pcoli__rnPNMT__2,-2.9752954531,-0.689374048
pcoli__rnTDC__1,-8.8039095508,-0.367010163
pcoli__rnTDC__2,-9.3676030405,-0.36999586900000003
pcoli__rnTDC_trunc__1,-15.1184635223,-0.0024554890000000004
pcoli__rnTDC_trunc__2,-15.8050212406,-0.10313456
pcoli__saCOMT_T2A__1,-9.8924487061,-0.177595886
pcoli__saCOMT_T2A__2,-10.1862901892,-0.19699193
pcoli__sfCOMT__1,-5.2381329546,-0.61195954
pcoli__sfCOMT__2,-5.1141945598,-0.607225574
pcoli__sgAANAT_D63G__1,-7.5842058904,-0.489912257
pcoli__sgAANAT_D63G__2,-7.6168076746,-0.44936603300000005
pcoli__ssDDC__1,-9.4139431753,-0.333920675
pcoli__ssDDC__2,-9.4786609967,-0.519309941
pcoli__TP53B__1,-10.2658360022,-0.399751403
pcoli__TP53B__2,-11.2360402663,-0.408713129
pcoli__WT__1,-15.0769883275,-1.010371459
pcoli__WT__2,-14.3011221905,-1.273613769
cck__glu_ale4__1,-7.6057563302,-0.16044703200000002
cck__glu_ale4__2,-8.4877881019,-0.097931206
cck__cck_ale1__1,-9.3284026114,-0.320738568
cck__cck_ale1__2,-8.9577412223,-0.33459261900000004
cck__cck_ale2__1,-7.8199189228,-0.246059994
cck__cck_ale2__2,-8.027829074,-0.27577651400000003
cck_pgi__gmos_delpgi__1,-14.3165445023,-0.304334351
cck_pgi__gmos_delpgi__2,-13.3319636557,-0.393014144
cck_pgi__pgi_ale1__1,-8.3957637101,-0.099344704
cck_pgi__pgi_ale1__2,-10.3916879492,-0.013267873000000001
cck_pgi__pgi_ale2__2,-13.3547333002,-0.147036881
cck_pgi__pgi_ale3__1,-7.4065471965,-0.293137372
cck_pgi__pgi_ale3__2,-8.1160820281,-0.23710267100000001
cck_pgi__pgi_ale4__1,-5.8468497818,0.011118506
cck_pgi__pgi_ale4__2,-7.0555023447,-0.08748649600000001
cck_pgi__pgi_ale4__3,-7.322672343,-0.08289866200000001
cck_pgi__pgi_ale5__1,-7.9135122026,-0.07182685400000001
cck_pgi__pgi_ale5__2,-8.8379649267,-0.14742527800000002
cck_pgi__pgi_ale6__1,-8.032515879,-0.188171373
cck_pgi__pgi_ale6__2,-9.1079799951,-0.186652073
cck_pgi__pgi_ale7__1,-7.7086947554,-0.117774025
cck_pgi__pgi_ale7__2,-8.4047802532,-0.158625922
cck_pgi__pgi_ale8__1,-6.6997314862,-0.066347263
cck_pgi__pgi_ale8__2,-7.8473661625,0.060423158000000005
cck_sdh__gmos_delsdhCB__1,-13.5053209671,-0.5200394770000001
cck_sdh__gmos_delsdhCB__2,-12.373483432,-1.950391269
cck_sdh__sdh_ale1__1,-10.3066657332,-0.429108702
cck_sdh__sdh_ale1__2,-10.7724628971,-0.280428675
cck_sdh__sdh_ale2__1,-9.2726570452,-0.34481616
cck_sdh__sdh_ale3__2,-9.0491165484,-0.33803983400000004
cck_sdh__sdh_ale3__1,-8.4308474469,-0.35029033800000003
cck_sdh__sdh_ale3__3,-8.7715312292,-0.37539880200000003
cck_pts__gmos_delptsHIcrr__2,-11.3990864844,-2.038782608
cck_pts__gmos_delptsHIcrr__1,-10.7746682389,-1.915755845
cck_pts__pts_ale1__2,-9.7235403089,-0.5986014230000001
cck_pts__pts_ale1__1,-9.6983255673,-0.5439989030000001
cck_pts__pts_ale2__2,-6.4499006581,-0.40201574
cck_pts__pts_ale2__1,-6.1542154378,-0.40011249200000004
cck_pts__pts_ale3__2,-8.0778749551,0.18181022300000002
cck_pts__pts_ale3__1,-8.3424601496,0.126897805
cck_pts__pts_ale4__2,-5.4197113574,-0.458560768
cck_pts__pts_ale4__1,-6.4231969193000005,-0.43889345500000004
cck_gnd__gmos_delgnd__1,-14.5914294618,-0.62696072
cck_gnd__gmos_delgnd__2,-14.9874129628,-0.9019970350000001
cck_gnd__gnd_ale1__1,-8.6268646359,-0.307334221
cck_gnd__gnd_ale1__2,-8.5028855311,-0.31910687200000004
cck_gnd__gnd_ale2__1,-8.2087338821,-0.219708635
cck_gnd__gnd_ale2__2,-8.6592289095,-0.344262206
cck_gnd__gnd_ale3__1,-9.0164858167,-0.241500667
cck_gnd__gnd_ale3__2,-8.9056293227,-0.283168974
cck_tpiA__gmos_deltpiA__1,-13.3142479713,-0.815942468
cck_tpiA__gmos_deltpiA__2,-14.4534933343,-0.685715776
cck_tpiA__tpiA_ale1__1,-10.9077220052,-0.308943693
cck_tpiA__tpiA_ale1__2,-10.3574054657,-0.222557527
cck_tpiA__tpiA_ale2__1,-11.0484059963,-0.37001235
cck_tpiA__tpiA_ale2__2,-11.308482625,-0.328195462
cck_tpiA__tpiA_ale3__1,-11.873873754,-0.33330943700000004
cck_tpiA__tpiA_ale3__2,-12.6962295969,-0.27844845900000004
cck_tpiA__tpiA_ale4__1,-11.4778502306,-0.213064037
cck_tpiA__tpiA_ale4__2,-11.703131893,-0.20860694100000002
acid_tale__acid_ale1_pH7__1,-7.4834051528,-0.325764949
acid_tale__acid_ale1_pH7__2,-7.6191119423,-0.296684137
acid_tale__acid_ale1_pH5__1,-12.810019906,-1.737866262
acid_tale__acid_ale1_pH5__2,-12.8815025388,-1.870720426
acid_tale__acid_ale2_pH7__1,-8.166361136,-0.18151012700000002
acid_tale__acid_ale2_pH7__2,-8.0963232917,-0.265990092
acid_tale__acid_ale2_pH5__1,-8.5284623278,-0.338088588
acid_tale__acid_ale2_pH5__2,-8.0308130944,-0.8562740740000001
acid_tale__low_Mg_ale_pH7__1,-8.0964582704,-0.14973495
acid_tale__low_Mg_ale_pH7__2,-7.4699919842,-0.200534131
acid_tale__low_Mg_ale_pH5__1,-10.0108252836,-0.343615756
acid_tale__low_Mg_ale_pH5__2,-9.5856430738,-0.43373677600000005
acid_tale__MES_ale_pH7__1,-7.5299231471,-0.11863623000000001
acid_tale__MES_ale_pH7__2,-7.3901144075000005,-0.14205245700000002
acid_tale__MES_ale_pH5__1,-9.2973550643,-0.39812294600000003
acid_tale__MES_ale_pH5__2,-12.5951133001,-0.364006537
acid_tale__gmos_pH7__1,-6.8138404921,-0.12357501800000001
acid_tale__gmos_pH7__2,-6.6981349465,-0.09657225700000001
acid_tale__gmos_pH5__1,-8.7014618328,-0.26558179
acid_tale__gmos_pH5__2,-9.0255649602,-0.15797571400000002
adnB__wt_adn__1,-4.5236869739,-2.054567228
adnB__wt_adn__2,-4.4767374089,-1.458762656
adnB__delydhB_adn__1,-5.4775527399,-2.097080229
adnB__delydhB_adn__2,-3.3939516968,-2.118551694
ytf2__wt_glc__1,-1.0702654042,-0.44458025
ytf2__wt_glc__2,-1.0129895236,-0.473893981
ytf2__ybcM_glc__1,-0.9390027629000001,-1.282534606
ytf2__ybcM_glc__2,-0.9139029243000001,-1.3155198
ytf2__ydhB_glc__1,-1.8386995197,-0.755704137
ytf2__ydhB_glc__2,-2.2058755836,-0.675081157
ytf2__yfeC_glc__1,-2.3066170617,-0.497629678
ytf2__yfeC_glc__2,-1.5927854666,-0.418445165
ytf2__yciT_glc__1,-1.1181923955,-0.365167899
ytf2__yciT_glc__2,-1.2639485698000001,-0.462593825
ytf2__ydiZ_glc__1,1.4986907895,-0.522946828
ytf2__ydiZ_glc__2,1.5304411922,-0.47375187
ytf2__ynfL_glc__1,-0.2693650838,-0.5247925210000001
ytf2__ynfL_glc__2,-0.10865965570000001,-0.40989130300000004
misc2__dellon_glc__1,-3.7171778811,-1.187054521
misc2__dellon_glc__2,-4.3086545093,-1.880862089
ytf3__wt_glc2__1,0.6629704995,-0.568067949
ytf3__wt_glc2__2,0.1692112755,-0.41611095800000003
ytf3__wt_pH7_lactate__1,0.7609524670000001,-0.653033583
ytf3__wt_pH7_lactate__2,0.5611094401,-0.6518492300000001
ytf3__wt_pH55_lactate__1,-0.4616130411,-0.748121832
ytf3__wt_pH55_lactate__2,-0.0865138622,-0.8194661360000001
ytf3__wt_pH55_HCl__1,-1.1983183332,-0.6003954300000001
ytf3__wt_pH55_HCl__2,-1.2667249809,-0.639045761
ytf3__dyieP_pH7__1,-0.43635976400000004,-0.549777109
ytf3__dyieP_pH7__2,-0.32059828290000003,-0.540594692
ytf3__dyieP_pH55__1,-0.0216815243,-0.439926374
ytf3__dyieP_pH55__2,0.1017933919,-0.525651196
