,A,YonO
SRX5347620,-0.9736887530433024,-0.08665336981919136
SRX5347621,-0.6330858959625317,0.18972684529190506
SRX5347622,-0.8498907373925997,-0.19370203167797967
SRX5347623,-1.7646503650531329,0.10535243807069028
SRX8170783,0.8582458538729004,0.5448349247263229
SRX8170784,-0.6308664450626442,-0.3879491162568601
SRX8170785,-0.22737940881026344,-0.15688580846946246
SRX8170786,1.4604216344908325,-0.25692137016755057
SRX8170787,0.7323121339649008,0.13038784931423875
SRX8170788,0.021511326994257132,-0.4187237071278447
SRX5177009,-2.396746146936368,-0.4501699994830898
SRX5177010,-2.130906111399143,-0.6086241740030388
SRX5177011,-3.6223447567956826,-0.7929018862917009
SRX5177012,-4.271318174882826,-1.0298123146173808
SRX7354731,-0.5989262775177763,-0.12872014159630374
SRX7354732,0.5989262775177715,0.12872014159630374
SRX7354733,-2.841808330752376,-0.03326726687463921
SRX7354734,-3.8657419653901774,-0.4041710953707411
SRX7354735,-4.151551969670503,-1.0613100990145794
SRX7354736,-4.895359048828869,-0.8760367783168177
SRX7354737,-5.257973681365106,-0.8635119659563143
SRX7354738,-5.850901445758503,-0.7368782753027794
SRX2508581,0.6967851302709152,0.4383698735431648
SRX2508582,0.021542837757527758,-0.2038459105206345
SRX2508583,-0.8020642713472913,0.04539132306168325
SRX2508584,-1.0967100141917674,0.2529252081975213
SRX2508585,-0.03760808989531747,-0.18898567674310626
SRX2508586,-0.2385937700302133,-0.3046512183265645
SRX2508587,-1.4425447827832878,0.33088609912760025
SRX2508588,-1.6125626583195145,0.1121675222752484
SRX2508589,-0.6591770403755959,-0.2493841968000587
SRX2508590,-0.5933873649448447,-0.23177803419794674
SRX2508591,-1.2166009764290884,-0.008461172820616869
SRX2508592,-1.5855183552091296,0.10233710941263917
SRX1736086,2.702662779718861,0.06193491472232626
SRX1736087,-0.4021169833001487,-0.14276348794183402
SRX1736088,-2.3005457964187004,0.08082857321950776
SRX1736089,45.698308895012204,5.202096773944004
SRX1736090,43.308190964746615,4.830120950473428
SRX1736091,43.65637317527879,5.3067394571075885
SRX1736092,-36.08917557136429,-5.825792816827482
SRX1736093,-34.47634037594475,-5.649806928176052
SRX1736094,-32.95720815377122,-5.774662734483201
SRX1736095,-28.76314032071212,-5.816812542258513
SRX1736096,-27.915675567183246,-5.820652970730483
SRX1736097,-26.828676834920216,-5.703796750535142
SRX7176371,0.14418358053313438,0.00865242959483137
SRX7176372,0.11488904158786825,-0.02750243095441429
SRX7176373,-0.25907262212098897,0.018850001359583368
SRX7176374,0.4109213966550629,0.08239056644963116
SRX7176375,-0.6717670004300637,0.15507632608988886
SRX7176376,-1.2206088566157571,-0.023649132703953857
