,A,DegU
M40t45_2,-19.8674510727,0.6930333333333341
M40t45_3,-10.4535028245,0.5758333333333336
M40t90_1,-14.8011607164,-0.08556666666666501
M40t90_2,-11.2875407023,0.7590333333333348
M40t90_3,-10.5539698929,1.016233333333334
dia0_1,-18.1955169003,-0.3543666666666656
dia0_2,-17.219446965,-0.07206666666666628
dia0_3,-16.5025183646,0.09783333333333388
dia5_1,-23.4354559819,-0.526866666666665
dia5_2,-22.1308948607,-0.4499666666666666
dia5_3,-21.6105951819,-0.5382666666666651
dia15_1,-20.3427603964,-0.37276666666666536
dia15_2,-19.9993745128,-0.11316666666666642
dia15_3,-19.1565102963,-0.49446666666666594
Diami_1,-25.657749479,-1.2033666666666658
Diami_2,-24.1389589179,-0.5717666666666652
Diami_3,-23.504110163100002,-0.8904666666666667
Paraq_1,-23.0126165399,0.01273333333333504
Paraq_2,-22.4802194335,0.5073333333333334
Paraq_3,-19.9678871003,-1.2981666666666651
H2O2_1,-21.9407078311,-0.11666666666666536
H2O2_2,-22.1272564261,0.32363333333333344
H2O2_3,-21.8212635581,-0.02686666666666504
Oxctl_1,-20.5169086776,-0.5111666666666661
Oxctl_2,-22.2527741998,-0.5605666666666664
Oxctl_3,-22.0707990133,0.29893333333333416
GM-0.1_1,-3.5776486057,-0.16646666666666654
GM-0.2_1,-4.818515412,-0.38766666666666616
GM+5_1,-5.0192382067,-0.4834666666666667
GM+15_1,-4.5593566079,0.031233333333334556
GM+25_1,-5.5271395463,0.4168333333333347
GM+45_1,-7.2607112795,0.05073333333333352
GM+60_1,-6.8777391313,0.058133333333334036
GM+90_1,-5.3565149193,0.21193333333333442
GM+120_1,-2.7273023358,-0.736466666666665
GM+150_1,-2.036096594,-0.19136666666666535
GM-0.1_2,-5.8641732723,0.24953333333333383
GM-0.2_2,-4.843714125,0.0029333333333347866
GM+5_2,-8.0369513738,-0.07216666666666605
GM+10_2,-8.6384856026,-0.2811666666666657
GM+15_2,-9.8054086523,-0.37386666666666635
GM+25_2,-10.018740627,-0.09126666666666594
GM+45_2,-12.4195977457,-0.8824666666666658
GM+60_2,-11.8117817105,-0.9495666666666658
GM+90_2,-7.509884201,0.20223333333333393
GM+150_2,4.1489797833,-0.347766666666665
GM-0.1_3,-7.6001110815,0.18283333333333474
GM-0.2_3,-7.7624388218,-0.03946666666666587
GM+5_3,-7.4355946375,0.2045333333333339
GM+10_3,-8.0901287987,-0.9679666666666655
GM+15_3,-5.8353879973,-0.19246666666666634
GM+25_3,-6.7596081561,-0.5187666666666662
GM+45_3,-9.1518488375,-0.9143666666666661
GM+60_3,-10.1221708825,-1.040166666666666
GM+90_3,-7.7945431587,-0.6093666666666664
GM+120_3,-6.6086438469,-0.30306666666666615
GM+150_3,-6.9598994963,-0.6538666666666657
MG-0.1_1,-2.8140463415,-0.14516666666666644
MG+5_1,-2.1603403858,-0.0628666666666664
MG+10_1,-2.9118619942,0.4020333333333337
MG+15_1,-3.2927712441,-0.473866666666666
MG+25_1,-3.2017283683,-0.015066666666665895
MG+45_1,-1.4160432677,-0.19946666666666601
MG+120_1,-4.8237522494,-0.08516666666666595
MG+150_1,1.2716755251,-0.02206666666666557
MG-0.1_2,-1.9702852499,-0.7758666666666656
MG-0.2_2,-3.0845494739,-0.20436666666666525
MG+5_2,-2.1596525222,-0.09576666666666611
MG+10_2,-1.509309792,0.03773333333333362
MG+15_2,-0.722815463,0.6275333333333339
MG+25_2,-1.1431217318,-0.12576666666666547
MG+45_2,-3.110928628,-0.5357666666666656
MG+60_2,-3.2305450398,-0.13996666666666613
MG+90_2,-4.3207798634,-0.47256666666666547
MG+120_2,0.7587574607,0.7852333333333341
MG-0.1_3,-0.04972273,0.5153333333333343
MG-0.2_3,-0.6082393617,-0.05666666666666664
MG+5_3,-1.20288625,-0.09426666666666605
MG+10_3,-0.7103622203000001,-0.6558666666666664
MG+15_3,0.7975772456,0.355733333333335
MG+25_3,1.0868723666,0.3660333333333341
MG+45_3,0.29691158160000003,0.6175333333333342
MG+60_3,-2.2916478147,0.18943333333333356
MG+90_3,-1.4590659521,0.27153333333333407
MG+120_3,-1.1960407598,0.05943333333333456
MG+150_3,3.0818239764,0.5079333333333338
