,A,SigI
biofilm_time:28h:1,-3.3980596476841898,0.4529022437072552
biofilm_time:28h:2,0.09681793561903597,0.365708630846842
biofilm_time:28h:3,1.2620321441115296,0.27719821687396706
biofilm_time:28h:4,-2.804721726289701,0.2473751560395705
biofilm_time:32h:1,2.0243071773222856,0.4158047053544491
biofilm_time:32h:2,-0.5077934898079581,0.4543884101380646
biofilm_time:32h:3,-1.767501437033374,0.5815286486421822
biofilm_time:32h:4,-0.25971000892125395,0.6592917847496729
codY:wt:1,-0.15852037088787066,-0.33566520619036844
codY:wt:2,0.1585203708878695,0.33566520619036844
codY:ctrl:1,-1.041838264974334,-0.1690543181294224
codY:ctrl:2,0.7918600877742761,0.6096722598056941
codY:codYR61K:1,-0.5725346806698104,-0.2005781187506708
codY:codYR61K:2,0.7077228035229965,0.41654900413716334
codY:codYR61H:1,-0.7727089517183328,-0.3008573270632713
codY:codYR61H:2,0.8367731074447491,0.24141823827885034
codY:codYF71Y:1,0.906427119683504,0.01005820362708576
codY:codYF71Y:2,0.7923128299163866,0.2234368114451284
decay:wt:1,0.43369952194965866,0.08574488584617734
decay:wt:2,0.13867231441772726,0.2774938313977997
decay:wt:3,-0.5723718363673997,-0.3632387172439775
decay:delpnpA:1,-0.6604278231995491,-1.0341066226253377
decay:delpnpA:2,0.19743769618588453,-0.3483913652904897
decay:delpnpA:3,-0.1732943080460672,-0.18064999701500284
ecm_tasA:deltasA:1,0.8024923876269565,0.608244934416236
ecm_tasA:deltasA:2,1.049592829977388,0.8123182806756963
ecm_tasA:deltasA:3,0.09729177882758404,0.4099653983988798
ecm_tasA:delcssRS:1,1.782866252276564,0.960441793783204
ecm_tasA:delcssRS:2,1.6338478553746938,1.002177620627057
ecm_tasA:delcssRS:3,2.2142931647125117,0.7229267801426689
ecm_tasA:wt:1,-0.2408509470729085,-0.04743223688946952
ecm_tasA:wt:2,0.24085094707290636,0.04743223688946952
heatshock:wt_37C:1,0.002585155911159867,0.033374641606799926
heatshock:wt_37C:2,0.2318421626440317,-0.011592793682670077
heatshock:wt_37C:3,-0.2344273185551912,-0.021781847924130737
heatshock:wt_48C:1,6.6483660768447645,1.4435074511436137
heatshock:wt_48C:2,7.379095433077778,2.079887389030153
heatshock:wt_48C:3,4.457220330670654,1.7506740669548408
heatshock:wt_53C:1,8.228171610128179,2.155089396175528
heatshock:wt_53C:2,8.140072725197209,1.7611594591686002
heatshock:wt_48_53C:1,10.762240903959077,2.2125457121289296
heatshock:wt_48_53C:2,10.404974233887383,2.6094094055146937
heatshock:wt_48_53C:3,9.751153712725547,2.8723253037553484
heatshock:delrelA_37C:1,0.7431863758258186,-0.047338122345052185
heatshock:delrelA_37C:2,1.114087855690458,0.06577899545169963
heatshock:delrelA_48C:1,5.985413732793133,2.161469706748829
heatshock:delrelA_48C:2,5.055598562174673,1.7160790987474217
heatshock:delrelA_48C:3,3.329548851985939,0.3493835904583724
heatshock:ppGpp_null_37C:1,1.0468601615810982,0.5633198741300811
heatshock:ppGpp_null_37C:2,1.0249149326247942,0.6184556382094066
heatshock:ppGpp_null_37C:3,1.5236899011424132,1.05815718927136
heatshock:ppGpp_null_48C:1,6.9451051357663784,2.614988102229125
heatshock:ppGpp_null_48C:2,5.7957413770169195,1.5922886134569834
heatshock:ppGpp_null_48C:3,6.341151067357991,1.6023434139260733
ldar:yfiJKplus:1,-3.8604783689537365,-0.4220390071234553
ldar:yfiJKplus:2,-5.825325034626938,-1.0884536704700771
ldar:yfiJ_A152E:1,-5.47872225648038,-0.7197992149387087
ldar:yfiJ_A152E:2,-5.870176839720652,-1.1198410415970166
ldar:wt:1,-0.007310067978492295,0.16738434154703974
ldar:wt:2,-0.0601066318466359,-0.2233214656289091
ldar:wt:3,0.06741669982513726,0.05593712408186935
mk7:shake:1,-0.1186142426785726,0.27652390474215816
mk7:shake:2,0.1819263479325509,0.2817571474612444
mk7:shake:3,0.27944888073038976,-0.2437830545734609
mk7:shake:4,-0.3427609859843722,-0.3144979976299425
mk7:static:1,4.4194437150150145,0.3736812985767784
mk7:static:2,4.073706459283464,0.4801711744019923
mk7:static:3,5.9822771534607755,0.1278019396641974
mk7:static:4,5.984163169323008,0.3406589784253562
nusA:nusA_induced:1,-0.9283532839527884,0.014858316125542004
nusA:nusA_induced:2,-1.0045473432644985,-0.630092181194247
nusA:nusA_induced:3,-1.002330104707009,0.3556989030155213
nusA:nusA_induced:4,-0.5951731235036712,-0.09817437867871036
nusA:nusA_induced:5,-1.1222059936785018,-0.3378141036332738
nusA:nusA_induced:6,-0.8523940902075244,-0.7469576634368251
nusA:no_nusA:1,0.11708267919689508,0.04123492490672831
nusA:no_nusA:2,-0.39350712118314185,-0.06038184250123457
nusA:no_nusA:3,-0.13122485891361946,0.21481183113165248
nusA:no_nusA:4,0.19357790774809505,-0.021045159780673117
nusA:no_nusA:5,-0.08768276350376285,-0.15208195365184407
nusA:no_nusA:6,0.30175415665553584,-0.02253780010463391
pamR:wt_exp:1,1.0198908045478876,0.2436715876267268
pamR:wt_exp:2,-1.0198908045478832,-0.2436715876267268
pamR:delydhC_exp:1,0.3963177260755533,-0.4068415831137182
pamR:delydhC_exp:2,2.0166696794101044,0.6957613530853912
pamR:delydhC_exp:3,0.37876658051216616,-0.2083165011018897
pamR:wt_stat:1,-7.070986418482777,-3.1736369032584353
pamR:wt_stat:2,-4.970542927578335,-3.131940645288213
pamR:wt_stat:3,-6.598983700998483,-3.112380392405448
pamR:delydhC_stat:1,-5.957044371541648,-2.8290925955626545
pamR:delydhC_stat:2,-3.9995963864826387,-2.2728862495872404
rho_strains:ncib3610:1,-0.4933245256325754,-0.2501186719619639
rho_strains:ncib3610:2,0.4933245256325835,0.2501186719619639
rho_strains:ncib3610_delrho:1,-0.1345410251817839,1.2712923922567123
rho_strains:ncib3610_delrho:2,0.7877876575830424,1.1566601656927329
rnase_j1:delrnjA:1,4.4520822343445685,0.6706495351851443
rnase_j1:delrnjA:2,5.4062191007035265,1.2227425344223386
rnase_j1:delrnjA:3,4.916132270524747,1.1890237372070702
rnase_j1:wt:1,-0.2438085026477045,-0.16121181064939186
rnase_j1:wt:2,0.4476303463502137,0.1954755044777885
rnase_j1:wt:3,-0.20382184370250594,-0.03426369382839667
sigI:delrsgI_37C:1,-1.2558559378375325,-0.06063293869016295
sigI:delrsgI_37C:2,-1.4877517193724834,0.4128919407892289
sigI:delrsgI_37C:3,0.3107735482113685,0.6942260934490223
sigI:delrsgI_52C:1,6.752461436052597,2.1900529894841982
sigI:delrsgI_52C:2,6.448065397115553,1.7010287662021906
sigI:delrsgI_52C:3,6.939536964342811,2.0745380262561204
sigI:delrsgI_sigI_37C:1,-12.406893426706874,-5.333312169834294
sigI:delrsgI_sigI_37C:2,-14.41869698299178,-5.741239843394556
sigI:delrsgI_sigI_37C:3,-13.823013003074427,-5.741239843394556
sigI:delrsgI_sigI_52C:1,-12.286790931268351,-5.741239843394556
sigI:delrsgI_sigI_52C:2,-13.211301686365044,-5.741239843394556
sigI:delrsgI_sigI_52C:3,-12.76050558740374,-5.741239843394556
sigI:wt_37C:1,0.11830517323407183,-0.06186638068098471
sigI:wt_37C:2,1.9265392800411172,0.5214080896044875
sigI:wt_37C:3,-2.0448444532751857,-0.4595417089235028
sigI:wt_52C:1,7.433587980316224,2.1031726586297106
sigI:wt_52C:2,8.085371305744122,2.494277540651023
sigI:wt_52C:3,6.299228733600099,1.8227684363720007
spbeta:spbeta_nopep_20m:1,0.059457785445618125,0.15364235308673102
spbeta:spbeta_pep_20m:1,0.5297158714724407,0.2123209419742773
spbeta:spbeta_nopep_20m:2,-0.5344486166928745,0.014589207916936076
spbeta:spbeta_pep_20m:2,0.1763518281833265,0.1868781810474109
spbeta:phi3T_pep_10m:1,2.8278602758684315,0.2972901667589163
spbeta:phi3T_pep_20m:1,4.746588813905077,0.674746318616914
spbeta:phi3T_nopep_10m:1,2.8471927548677303,0.3310318602968225
spbeta:phi3T_nopep_20m:1,5.00149435612816,0.763373144327943
spbeta:phi3T_pep_10m:2,-1.5226142523706767,-0.13579902007843092
spbeta:phi3T_pep_20m:2,1.2234770412144362,0.3039255644231407
spbeta:phi3T_nopep_10m:2,-1.3431003951674754,-0.11217292684212676
spbeta:phi3T_nopep_20m:2,1.5460296456552944,0.2307548641106401
spbeta:phi3T_pep_10m:3,-1.3052460234977554,-0.16149114668048448
spbeta:phi3T_pep_20m:3,-1.4680297556796444,0.008083471563620215
spbeta:phi3T_nopep_10m:3,-1.6267744232071255,-0.4968082454849432
spbeta:phi3T_nopep_20m:3,-0.5815302690820928,-0.10433831339249
spore_genes:wt_0h:1,-1.0728185107686583,-0.2373949611715185
spore_genes:delyphF_0h:1,0.3008515805556257,0.3943262930217433
spore_genes:delyphF_0h:2,0.640054728144937,0.19395151052705464
spore_genes:delyphF_0h:3,0.1752818678440558,-0.3976036105998269
spore_genes:delygaB_0h:1,-3.52072775472666,-0.13724603368705954
spore_genes:delygaB_0h:2,-3.5917259885148365,-0.23036223522247834
spore_genes:delygaB_0h:3,-3.4624928383090907,-0.05953525626228196
spore_genes:wt_3h:1,3.192821507523408,1.0131215195836791
spore_genes:wt_3h:2,3.3644303717339086,1.1985722318920562
spore_genes:wt_3h:3,3.8195562130142338,0.8929489683827585
spore_genes:delyizD_3h:1,3.4340744693277565,0.6343614594380815
spore_genes:wt_0h:2,0.352736780363902,0.053343135815023146
spore_genes:delyizD_3h:2,3.3283731921591873,0.7583281377855897
spore_genes:delyizD_3h:3,3.432590018142035,0.7650005556614721
spore_genes:delykzB_3h:1,2.919157762823041,0.6091866416245599
spore_genes:delykzB_3h:2,4.401069519480976,1.3313220369232701
spore_genes:delykzB_3h:3,4.119690089320617,1.1504663889594395
spore_genes:delyphF_3h:1,3.154725915313372,1.1962156839487583
spore_genes:delyphF_3h:2,3.7228146170102967,0.8704303604904995
spore_genes:delyphF_3h:3,3.862273104055928,1.4997654020565934
spore_genes:delygaB_3h:1,3.465953727229725,0.7292496395657144
spore_genes:delygaB_3h:2,3.1661652000703264,0.7918276674191089
spore_genes:wt_0h:3,0.7200817304047571,0.1840518253564971
spore_genes:delygaB_3h:3,2.969981532658096,0.8942661269636787
spore_genes:delyizD_0h:1,0.6768413031471574,0.5646772346825477
spore_genes:delyizD_0h:2,0.05059695366616875,-0.16709395265334415
spore_genes:delyizD_0h:3,-0.5842177475594754,-0.5334307882636136
spore_genes:delykzB_0h:1,-0.9729199256740324,-0.9293824684288614
spore_genes:delykzB_0h:2,-1.0409337379824222,-0.6094153689625417
spore_genes:delykzB_0h:3,-0.8298522543233863,-0.5364753857623574
swarming:comIQ12L:1,0.3657196465002472,-0.13022269170752845
swarming:comIQ12L:2,0.658371965428557,0.18925852253816625
swarming:comIQ12L:3,-1.0240916119288117,-0.059035830830636016
swarming:comIQ12L_delefp:1,0.8076669599396538,0.06618450962088396
swarming:comIQ12L_delefp:2,0.5025062942085466,0.1610149603219755
swarming:comIQ12L_delefp:3,-0.8435626471933275,0.1581876238331077
swarming:comIQ12L_delefp_fliYS164A:1,0.7531974332785351,0.4147615908149991
swarming:comIQ12L_delefp_fliYS164A:2,0.4008643722098285,0.3647132699004931
swarming:comIQ12L_delefp_fliYS164A:3,-0.5936248046596131,0.12475957425967366
swarming:comIQ12L_delefp_nusGN21S:1,0.47010870473109,0.10095735470064504
swarming:comIQ12L_delefp_nusGN21S:2,0.3311834722673913,0.01151964784883841
swarming:comIQ12L_delefp_nusGN21S:3,-0.6326033491666088,0.07473360875122292
synant49:ctrl:1,-0.4365275851133065,-0.02589043922639256
synant49:ctrl:2,0.5648636618466572,-0.12794649574039596
synant49:ctrl:3,-0.1283360767333453,0.15383693496678852
synant49:synant49:1,-1.5018113273066556,0.3868149587777756
synant49:synant49:2,-1.3126002656664904,0.15569181885233085
synant49:synant49:3,-1.5626720110712842,0.21562723162035446
tasA:wt_72h:1,3.9373191859403036,0.3437628733914977
tasA:wt_72h:2,2.917503415934223,0.41211215687516667
tasA:deltasA_72h:1,1.7678736989037902,0.21355834490792347
tasA:deltasA_72h:2,0.5346600626457008,-0.27306650208869243
tasA:wt_24h:1,-0.7105770077625638,-0.20987050184487188
tasA:wt_24h:2,0.7105770077625659,0.20987050184487188
tasA:wt_48h:1,1.4718657972598377,0.4150113524213817
tasA:wt_48h:2,0.8917176600182887,0.3604951742423834
tasA:deltasA_24h:1,-2.3858980032083394,0.3978261325324768
tasA:deltasA_24h:2,-1.0330697809944804,0.4719503615809737
tasA:deltasA_48h:1,-0.8099318439548351,0.540930179050612
tasA:deltasA_48h:2,-1.4768571330745155,0.12496444710427655
yacP:wt:1,0.2806738966181224,0.15670267709098162
yacP:delyacP:1,-0.7939268027653167,-0.16293469748560607
yacP:yacP_induced:1,-1.6741773009896863,-0.414282424778142
yacP:yacP_no_induce:1,-0.86959529273077,-0.2485076244046676
yacP:wt:2,-0.19525310311755234,-0.034615356790475005
yacP:delyacP:2,-0.7770360231710991,0.19635073092622068
yacP:yacP_induced:2,-0.3193532635328565,-0.1914605291278546
yacP:yacP_no_induce:2,-0.014306760964718784,0.0249351447305175
yacP:wt:3,-0.0854207935005695,-0.12208732030050573
yacP:delyacP:3,-0.5316579896316351,0.13388075253981224
yacP:yacP_induced:3,-1.4945522180552908,-0.4979417448269916
yacP:yacP_no_induce:3,-1.8824850928389216,-0.4284922783249572
yonO:wt:1,-0.05750292520793381,-0.3998827903198068
yonO:wt:2,-0.08780681440320852,0.038022404555166034
yonO:wt:3,0.14530973961114366,0.3618603857646399
yonO:wt_mmc:1,-3.066773107020814,-2.889087390107934
yonO:wt_mmc:2,-2.6581242692774394,-3.295426231038213
yonO:wt_mmc:3,-2.5059267835036114,-2.4730062308023752
yonO:delyonO:1,-0.20787792605015376,0.09623538737193726
yonO:delyonO:2,-0.14599576960447305,-0.2989095405357265
yonO:delyonO:3,-0.404032780667329,-0.5604873864381599
yonO:delyonO_mmc:1,-2.218951629298033,-2.3385036968900086
yonO:delyonO_mmc:2,-2.5725478339744803,-2.8802714550795487
yonO:delyonO_mmc:3,-2.1226937083680566,-2.4827474817914235
yydF:ctrl:1,-0.3206117594174763,-0.15668670385570405
yydF:ctrl:2,0.3831301702875987,0.2310841231073466
yydF:ctrl:3,-0.06251841087012756,-0.07439741925164434
yydF:yydF:1,1.0358116687732453,0.4555957188116526
yydF:yydF:2,1.8714673053187476,0.8211843674949826
yydF:yydF:3,0.9135954872421128,0.4192741201199448
