,A,flhD
crp__delar1ar2_glyc__1,-6.8643464532,3.2904060963
crp__delar1ar2_glyc__2,-6.5028375006,2.6907394218
crp__delar1ar2_glyc__3,-6.0646438719,2.2173319235
crp__delar2_glyc__1,22.187645458,5.9107168337000004
crp__delar2_glyc__2,22.4474424308,5.9893324423
crp__delar2_glyc__3,22.5520933771,5.8579778613
crp__delcrp_fru__1,-6.6652407033,0.9476385528000001
crp__delcrp_fru__2,-5.8345005281999995,1.0825730075
crp__delcrp_fru__3,-5.7106503378,1.9591149890000001
crp__delcrp_glc__1,-6.3157942662,0.9020443440000001
crp__delcrp_glc__2,-5.7822032621,2.2401564897
crp__delcrp_glc__3,-6.1701468899,2.3745915258
crp__delcrp_glyc__1,-5.6185875286,0.0
crp__delcrp_glyc__2,-5.3976450054,1.0538016641
crp__delcrp_glyc__3,-5.6265520803,2.0214805911
glu__glu_ale3__1,10.9445242433,4.5624944418
glu__glu_ale4__1,23.5517264496,5.0910490559
glu__glu_ale5__1,32.9016091743,6.6932478352
glu__glu_ale6__1,18.0587370424,5.4923173485
glu__glu_ale8__1,20.8304962343,5.7326238292
glu__glu_ale9__1,11.2790393618,4.3853844545000005
glu__glu_ale10__1,20.1581330894,4.3755722873
42c__wt_42c__1,-7.202747667,4.7514116874
42c__42c_ale1__1,32.4878536614,6.6455387833
42c__42c_ale2__1,30.5352587776,6.9567485041
42c__42c_ale3__1,31.0231445668,7.9106031765000004
42c__42c_ale4__1,22.0641586537,5.5450429357
42c__42c_ale5__1,27.1246481271,7.1762221866
42c__42c_ale6__1,3.8260411845,5.0321570947
42c__42c_ale8__1,0.47457135520000004,4.4889700944
42c__42c_ale9__1,31.9299407433,7.2873748825
42c__42c_ale10__1,26.1281733759,5.7731109623
ssw__wt_ac__1,-5.8454065215,4.9833634986
ssw__wt_glc__1,17.5845282033,6.6294272064
ssw__wt_glyc__1,5.4435133608,6.5509105619
ssw__wt_xyl__1,-6.2947774957,5.6150465288
ssw__glc_ale1__1,-2.8557960311,4.461684536
ssw__glc_ale2__1,-5.5914146314,3.6760065423
ssw__glc_ale3__1,-5.9879147189,4.9611982975
ssw__glyc_ale1__1,-6.6567727487,4.8644738646
ssw__glyc_ale2__1,-4.5862064354,5.5571998465
ssw__xyl_ale1__1,25.0246963536,6.2241412218
ssw__xyl_ale2__1,28.6063929191,7.050222107
ssw__xyl_ale3__1,-6.9685053416,4.7396075281000005
ssw__glc_ac_ac2__1,4.3650838867,5.5434307012
ssw__glc_ac_glc1__1,-5.9281264459,4.9988448195
ssw__glc_ac_glc2__1,0.46148199100000004,4.1567171232
ssw__glc_glyc_glc__1,-7.2427924519,3.0222085023
ssw__glc_glyc_glyc__1,-0.357695821,3.8958458251
ssw__glc_xyl_glc__1,-7.3813870395,4.5966380843
ssw__glc_xyl_xyl__1,-5.770656413,5.18478376
pgi__glu4_delpgi__1,14.3105268557,6.171460787
pgi__pgi_ale1__1,1.7641533920999999,6.6485489612
pgi__pgi_ale2__1,-3.2715050665,5.6629200499
pgi__pgi_ale3__1,5.6178444329,5.9868708303
pgi__pgi_ale5__1,5.1157237468,6.9026725811
pgi__pgi_ale6__1,5.718425124,6.7774419756
pgi__pgi_ale7__1,11.9963755924,6.6649146394
pgi__pgi_ale8__1,4.0579809685,6.2820817264
ica__wt_glc__1,34.0065106469,7.3225635889
ica__wt_glc__2,34.2430147336,7.3884478512000005
ica__wt_glc__3,33.4856871372,7.0034819059
ica__wt_glc__4,31.7627058927,6.9267234634
ica__arg_sbt__1,31.3590831395,7.1379579529
ica__arg_sbt__2,32.5200872441,7.125071575
ica__cytd_rib__1,32.0051913335,6.7290611758
ica__cytd_rib__2,30.2779020012,7.0379779457
ica__gth__1,-2.5120484123,3.9934804143
ica__gth__2,-1.9161505004000001,4.3017021726
ica__leu_glcr__1,32.8725580167,7.7935233518
ica__leu_glcr__2,33.2604679364,7.9040800608
ica__met_glc__1,32.6055519911,6.9871847763
ica__met_glc__2,32.2853320497,7.0516422301
ica__no3_anaero__1,13.1049042088,5.494694183
ica__no3_anaero__2,10.5024009986,5.9085797465
ica__phe_acgam__1,31.5334964415,7.0855880573
ica__phe_acgam__2,32.3471931662,7.0110648562
ica__thm_gal__1,32.3056891991,7.3866052565
ica__thm_gal__2,32.5313145693,7.318910747
ica__tyr_glcn__1,36.452249564,7.3557207782
ica__tyr_glcn__2,35.820476326,7.3130001221
ica__ura_pyr__1,30.8378873464,7.4029873707
ica__ura_pyr__2,30.1949535492,7.6050263307
ica__wt_glc__5,32.0766752302,6.9953903562
ica__wt_glc__6,31.7206398314,7.0640833295
ica__bw_delpurR_cytd__1,33.1078260428,7.3236720848
ica__bw_delpurR_cytd__2,32.9352328489,7.3898796208
ica__ade_glc__1,30.4413315603,7.2260999611
ica__ade_glc__2,30.0449952461,7.1945315466
ytf__wt_glc__1,-1.0170824983,4.7746759093
ytf__wt_glc__2,-4.014399873,5.1740764834
ytf__delyafC__1,-6.3041167935,5.612296807
ytf__delyafC__2,-5.8667079424,5.3454060879
ytf__delyeiE__1,-4.8988059207,5.2027181544
ytf__delyeiE__2,-5.4529178011,4.6889579112
ytf__delyiaJ__1,-6.5244066863,4.9805990074
ytf__delyiaJ__2,-6.6400688258,5.3275015687
ytf__delyieP__1,-5.238618355,5.2071671811
ytf__delyieP__2,-4.3176711244,4.9323656211
ytf__wt_ph5__1,-5.7195497535,4.4006612427
ytf__wt_ph5__2,-5.1716208197,4.8531235207000005
ytf__wt_ph8__1,-7.0628681087,5.3279766596
ytf__wt_ph8__2,-6.4373652771,4.8799783562
ytf__delybaO__1,-6.2710176126,5.5925986894
ytf__delybaO__2,-4.3448262704000005,5.9091498304000005
ytf__delybaQ__1,-2.2538028805,5.0825854165
ytf__delybaQ__2,-2.2697044693,4.9470985056
ytf__delybiH__1,-4.8884818057,3.9010168125
ytf__delybiH__2,-4.6295730708,4.8020166727
ytf__delydcI_ph5__1,-4.653724371,4.8434398867
ytf__delydcI_ph5__2,-4.6703395989,4.7504383591
ytf__delydcI_ph8__1,-7.0569697929,4.6961507649000005
ytf__delydcI_ph8__2,-7.5072889587,4.8061331145
ytf__delyddM__1,-2.9257231704,4.6735073131
ytf__delyddM__2,-3.2457157652,4.7001965657
ytf__delyheO__1,-6.9069319828,5.4151468796
ytf__delyheO__2,-4.8383896742,5.7239280517
fps__bw_glc__1,-3.5694991432,5.4654481945
fps__bw_glc__2,-3.9029079457,5.2612447711
fps__fps_thrA_ale1__1,10.1622258863,6.5662676756
fps__fps_thrA_ale1__2,9.7852281929,6.691049961
fps__fps_thrA_ale2__1,9.0106845851,6.8586396259
fps__fps_thrA_ale2__2,7.4810041409,6.7541644768
fps__fps_serB_ale1__1,19.2735670325,7.5268860405
fps__fps_serB_ale1__2,19.3647701651,7.4170447245
fps__fps_serB_ale4__1,-6.9773527427,6.0082693811
fps__fps_serB_ale4__2,-7.0806736183,6.1818976005
fps__fps_ptsI_ale1__1,-0.8725535686,5.7176109271
fps__fps_ptsI_ale1__2,-0.1440609555,5.6092984936
fps__fps_ptsI_ale3__1,5.5237621679,5.6606636945
fps__fps_ptsI_ale3__2,4.4202008386,5.5027054764
pal__lyx_ale2_f6__1,7.3145966907,5.4155905734
pal__lyx_ale2__1,16.3512013374,6.2220332459
pal__lyx_ale2__2,16.6365142175,6.1141844366
pal__lyx_ale4__1,16.3512013374,6.2220332459
pal__lyx_ale4__2,16.6365142175,6.1141844366
pal__5drib_ale10_f18__1,0.9453476633000001,5.5593951189
pal__5drib_ale10_f18__2,0.847963464,5.516823633
pal__5drib_ale10__1,2.9003621148,5.1755161113
pal__arab_ale14_f9__1,-1.5433067608000002,5.7322082758
pal__arab_ale14_f9__2,-2.3938837785000002,5.654250778
pal__arab_ale14__1,4.160390352,5.3356681222
pal__arab_ale14__2,5.0733181089,5.4801630746
pal__arab_ale16__1,-4.1898603484,5.9182151195
pal__arab_ale16__2,-5.2494864716,6.2506291448
pal__tartr_ale26_f10__1,-6.2506328761,4.2859969297
pal__tartr_ale26_f10__2,-7.1359288327,4.6336019502
pal__tartr_ale26__1,-5.4183616304,5.1508920021
pal__tartr_ale26__2,-4.539136382,5.3226177375
pal__tartr_ale28_f10__1,-3.4256368683,5.4787828927
pal__tartr_ale28_f10__2,-3.9853278024,4.7162569402
pal__tartr_ale28__1,6.9668159718,5.7704771829
pal__tartr_ale28__2,7.6950108266,6.1493917457
efeU__delmenFentC_citr__1,-4.4975953817,4.9005179137
efeU__delmenFentC_citr__2,-4.6417956084,4.405768837
efeU__delmenFentC__1,-5.5122461343,4.21546338
efeU__delmenFentC__2,-5.9471720236,4.4475073494
efeU__menFentC_ale39__1,-5.4135589075,4.1617761628
efeU__menFentC_ale39__2,-6.7380469251,4.4119123303
efeU__menFentC_ale29__1,-9.5043521118,3.5439129074
efeU__menFentC_ale29__2,-8.4477618975,3.7762283928
efeU__menFentC_ale30__1,-3.5964008554999998,5.5399883580000004
efeU__menFentC_ale30__2,-7.0084711014,5.3075932447
efeU__menFentCubiC_ale36__1,-7.0535831754,2.2168638526
efeU__menFentCubiC_ale36__2,-7.7390437558,3.9614947642000002
efeU__menFentCubiC_ale37__1,-7.7460959603,4.059285787
efeU__menFentCubiC_ale37__2,-7.3668439061,3.6137232915
efeU__menFentCubiC_ale38__1,-5.1989483577,4.894301754
efeU__menFentCubiC_ale38__2,-6.4667513554,4.5521172488
