,A,FecI,PdhR,HypT,Nac,Crp,Fur
ros_tale__1_1_750pq__1,-0.8554292650322175,-1.7429469520000014,0.11438217999999978,-2.126731964,0.2275763089999998,0.9722065830000002,0.9376601139999979
ros_tale__1_1_750pq__2,-0.7256495709312355,-1.677558202000001,0.09410432199999974,-1.847515565,0.548962789,1.0968635530000004,1.0733860539999984
ros_tale__1_2_0pq__1,2.3295775731561466,0.8095843950000008,-0.851330988,-1.4156440870000004,-0.7393579310000002,0.4026113930000008,-0.1418169460000005
ros_tale__1_2_0pq__2,3.056813872460914,1.87323348,-0.3318522470000005,-1.187934983,-1.0819467770000002,0.2011867830000007,-0.04740178700000186
ros_tale__1_2_250pq__1,0.1836945391789151,0.3449102029999977,-0.4773007260000002,-1.458326723,-0.4935597679999999,0.6133156930000006,0.9412864039999996
ros_tale__1_2_250pq__2,0.5511054882394609,0.3594697929999988,-0.7154273760000001,-1.5000811509999998,-0.8859446700000002,0.8060088329999999,1.0981744539999987
ros_tale__1_2_750pq__1,0.7465910088691531,1.0675216879999994,-0.2861036490000011,-1.4419189269999997,-0.790170775,1.0991647330000005,1.1822129639999996
ros_tale__1_2_750pq__2,0.4923730732641521,1.4088823029999986,-0.05281405100000036,-1.1681661280000002,-0.8785097420000003,1.1248291229999996,1.1784009739999988
ros_tale__1_3_0pq__1,-3.255086969186834,-3.10644077,-2.3149343769999997,-1.6306492540000002,-0.2263357269999995,1.6003325529999994,0.2377911939999997
ros_tale__1_3_0pq__2,-3.658437145005337,-3.630357607000001,-2.2008443720000006,-1.6799433990000001,-0.1101322739999997,1.5980901030000003,0.07995269399999927
ros_tale__1_3_250pq__1,-3.395227554703516,-4.089428604000002,-1.407314521,-1.4901804910000005,-0.2873969599999997,0.982030343,0.5704418639999993
ros_tale__1_3_250pq__2,-2.456271019138708,-3.6630267960000014,-1.1128001449999996,-1.5328801070000004,-0.6812593540000007,1.2771547729999997,0.7061807139999985
ros_tale__1_3_250pq__3,-2.3828364648295617,-3.1284469700000006,-1.2035243590000009,-1.4935179820000002,-0.5457709829999997,1.2324065130000008,0.7021636539999996
ros_tale__1_3_250pq__4,-1.321163118414023,-4.420060156000001,-0.9307566520000004,-1.015868791,-0.10358573600000033,0.6953416529999998,0.050090575999998777
ros_tale__1_3_750pq__1,-3.1668089809834226,-3.5084542980000006,-0.9299716140000012,-1.4666950229999998,-0.2737649790000001,1.0045313030000005,0.9890956839999988
ros_tale__1_3_750pq__2,-3.6416924326526656,-3.949432533,-0.9913373620000004,-1.7781318819999998,-0.5093392469999998,0.8300577430000011,0.8111302339999984
ros_tale__1_4_0pq__1,2.055932621781474,-0.5707331220000009,-2.9294255039999997,-1.808878337,-1.166184645,0.9822872229999984,-0.13377823900000152
ros_tale__1_4_0pq__2,1.4052171744675268,-0.8973265340000003,-3.0113219110000005,-1.653079301,-1.2404874229999998,0.8874455430000001,0.007349499999998343
ros_tale__1_4_250pq__1,0.0362391320215548,-0.9321645560000008,-1.737045546,-1.699388617,-0.6437002820000002,0.5704754429999994,0.8615864039999988
ros_tale__1_4_250pq__2,0.4674568942632789,-1.275521415000001,-2.185930871,-1.7896640499999998,0.439519926,0.5921552030000008,0.7154339339999982
ros_tale__1_4_750pq__1,0.4680791662298691,-1.0701424610000003,-1.726740158,-1.6868396209999998,-0.160907978,0.3072018029999999,0.3583447639999981
ros_tale__1_4_750pq__2,0.235201141802489,-0.2635433660000004,-0.9914721059999998,-1.4553405689999996,-0.8968526310000002,0.4223943630000005,0.4475661939999984
ros_tale__1_4_750pq__3,0.176609790425415,-0.4245383400000007,-1.4239346620000006,-0.9221486360000002,0.4314913699999998,0.6522730330000002,-0.33714002700000023
ros_tale__1_4_750pq__4,0.7874488497645674,0.1619352989999996,-1.2645493299999997,-1.0716985289999998,-0.5295420140000004,0.2525884729999994,-0.5476533990000014
ros_tale__2_mid_250pq__1,-2.127923654117013,-2.323276989000001,1.1793018689999997,-1.0315650079999994,-1.6771193369999997,0.4665373430000006,0.9030871739999996
ros_tale__2_mid_250pq__2,-2.823383111272185,-2.198871746000001,1.179472881999999,-1.1758681070000003,-1.6437144840000002,0.22496456300000034,0.7157867639999989
ros_tale__2_0_0pq__1,-0.7531047742535645,-0.4386694140000005,-1.3208648370000002,-1.6339693690000001,-0.3229955550000003,1.323272493000001,0.4769814039999982
ros_tale__2_0_0pq__2,-0.8175220491082831,-0.6469247110000005,-1.5627244430000005,-1.4439262499999996,-0.5029594499999996,1.432955703000001,0.4833515339999988
ros_tale__2_0_250pq__1,0.0727101484683651,-0.25429592200000073,1.3538688689999994,-1.038977343,-1.833624975,0.4367484630000007,1.6937040339999996
ros_tale__2_0_250pq__2,0.1508580093265897,-0.3875854600000004,1.306655954,-1.2903862149999998,-1.855846255,0.4668021630000006,1.6545469839999996
ros_tale__2_0_750pq__1,0.2165000472299138,0.1923350139999993,0.791233501999999,-1.3055659929999999,0.11376462000000045,0.39065801299999947,1.8790572739999991
ros_tale__2_0_750pq__2,-0.4283701745928348,-0.2428827730000016,0.7178036639999998,-1.234429423,0.27864587899999993,0.5452427929999999,1.8665743439999984
ros_tale__2_1_0pq__1,-1.3006307675184323,1.502219276,0.7491768939999996,-0.971443368,-0.8808648699999999,0.040594261000000735,0.4018076539999989
ros_tale__2_1_0pq__2,-1.937869479233501,-0.4390171310000008,0.4591028900000005,-1.102261994,-0.986913982,0.21928040300000085,0.1256273539999988
ros_tale__2_1_250pq__1,-0.8330271655663809,-1.407912936000001,0.19606824999999967,-1.7944710970000002,-0.4141075519999999,1.1107003029999998,1.3876980139999997
ros_tale__2_1_250pq__2,-0.4110598418358064,-0.3323322880000008,0.20525566999999967,-1.495447617,-0.945310102,0.8431179929999999,1.2787406839999989
ros_tale__2_1_750pq__1,-0.1612202641464997,0.6831463159999993,0.4519068399999995,-1.648833503,-0.8038224510000003,0.9049245530000009,1.5133776839999982
ros_tale__2_1_750pq__2,-1.1031593459012283,0.3581641799999993,0.3848198289999996,-1.783224486,-0.5904491260000002,1.0484879629999997,1.5596394939999991
ros_tale__2_1_750pq__3,-1.6681357325019834,-0.15488570100000046,0.7389724519999987,-1.7710155380000001,-0.35181083300000004,0.7018120830000001,1.658656263999999
ros_tale__2_2_0pq__1,-2.0951752447503185,-1.479153762000001,0.8331705039999999,-0.9723773190000004,0.6395830189999998,0.07986402600000098,0.28153746399999946
ros_tale__2_2_0pq__2,-2.971059603962632,-1.8945457060000008,0.19267109499999968,-1.0225989550000003,2.449850752,0.7592634930000006,0.09944322299999976
ros_tale__2_2_250pq__1,-0.4285931147703793,-0.785782106000001,1.3061639619999994,-0.8597750719999997,2.110240714000001,0.17330999300000016,1.4531187339999985
ros_tale__2_2_250pq__2,-2.495967271033841,-2.042557485000001,0.5142628350000003,-0.8973828839999998,2.4004771290000004,0.4292550130000006,1.5441871139999996
ros_tale__2_2_750pq__1,-2.924890038842248,-2.043541191000001,0.933842975000001,-0.9029675,2.475779696,0.5576607930000002,1.6747397339999992
ros_tale__2_2_750pq__2,-3.319626485165097,-2.5659290310000005,1.2142005779999998,-0.7307733340000002,3.3826509579999997,0.305956793,1.3351163739999985
ros_tale__2_3_0pq__1,-3.1539457580981307,-1.3210172320000009,-0.02790535600000066,-1.1232500290000005,2.6823826429999995,0.860010453000001,0.29450892399999873
ros_tale__2_3_0pq__2,-3.344028070142428,-1.8436424500000008,-0.6402189920000003,-1.646901037,1.279070174,0.9657211629999995,0.3356607239999985
ros_tale__2_3_250pq__1,-3.004024866247865,-2.4256381350000007,-0.00046135499999966356,-1.4348174509999998,1.1561326130000014,0.8571940530000006,1.6211356439999989
ros_tale__2_3_250pq__2,-2.464882592369191,-1.8370424440000008,0.07886874999999982,-1.1225546939999995,0.17699374000000034,0.8164901330000003,2.3683203639999992
ros_tale__2_3_750pq__1,-3.2657128468399184,-1.9560115880000009,0.4657099789999997,-1.535723505,1.5631590060000002,1.0268770230000008,1.8054031339999987
ros_tale__2_3_750pq__2,-2.5878432752517866,-1.8562066990000003,0.38316043699999897,-1.5648413779999997,0.2558404830000001,0.8530044829999994,1.5970742539999991
ros_tale__3_0_0pq__1,-1.6774911028487958,-0.4344237020000011,-0.304587175,-1.3726661690000004,-1.1773767640000001,-0.037079375999999435,-0.5885651820000017
ros_tale__3_0_0pq__2,-0.9099502659134292,-0.1924955360000009,-0.4404847030000001,-1.556334475,-0.973242479,-0.11367244899999918,-0.5406500940000019
ros_tale__3_0_250pq__1,-1.877764150496056,-1.6161356380000005,0.20997134799999986,-1.445842151,-1.3950387119999998,0.40781697300000097,1.1259485739999988
ros_tale__3_0_250pq__2,-1.6495875022354525,-0.9595530599999992,0.4294314430000004,-1.7645271880000002,-1.7653635250000002,0.32149887299999946,1.1185963239999983
ros_tale__3_0_750pq__1,-3.8747586930573,-1.172828709,0.07920043500000062,-1.963730714,-0.20843093199999974,0.9638811429999999,1.6808238839999987
ros_tale__3_0_750pq__2,-4.24661654100826,-0.7045220330000008,1.0023382329999997,-2.528351343,-0.3028985779999997,1.2263716430000002,1.806482244
ros_tale__3_1_0pq__1,-2.24873825343438,-1.1066433150000003,0.9826932500000004,-1.3858008670000004,-1.54117735,-0.3878339709999992,-0.4699109520000011
ros_tale__3_1_0pq__2,-3.3162706904072543,-2.3762992280000006,0.8085463239999999,-1.1195968870000002,-0.834071062,-0.1844513249999995,-0.04014360700000097
ros_tale__3_1_250pq__1,-0.7404104207558261,0.6765722719999978,1.1397198060000004,-1.3209890379999996,-1.0502886070000002,0.006036631000000625,1.5310372939999992
ros_tale__3_1_250pq__2,-1.258859817381566,-0.7527326840000006,0.9511081299999996,-1.4905281209999997,-1.3151073980000003,0.018638845999999987,1.4407807239999997
ros_tale__3_1_750pq__1,-0.36320335595735,1.6351012979999986,1.5289149059999991,-1.1228607889999995,-1.165852851,0.2312163030000001,1.7846843839999984
ros_tale__3_1_750pq__2,-0.4335474020968183,0.28495436399999896,1.4123939269999999,-1.2565882210000003,-0.8033446720000001,-0.14456363200000055,1.6863706039999986
ros_tale__3_2_0pq__1,1.7864215503106038,0.29054388699999834,0.6815121439999992,-1.5628899289999998,-2.130415838,0.4066879429999997,-0.4977923660000005
ros_tale__3_2_0pq__2,1.4544201545993396,0.1865064989999992,0.6480273519999997,-1.60161188,-2.2546199330000003,0.36532405300000015,-0.5533927390000013
ros_tale__3_2_0pq__3,0.7640526732819576,0.2907053249999993,0.5534706099999998,-1.4165660100000004,-2.2621204180000003,0.38919050299999997,-0.4700009990000016
ros_tale__3_2_0pq__4,1.0868848592276923,0.27832297399999906,0.5582155429999993,-1.514307843,-1.987662254,0.4372882229999995,-0.5496367000000006
ros_tale__3_2_250pq__1,3.4047692322944214,1.3935778560000005,0.5243316589999996,-1.9169585080000002,0.03301796299999982,-0.6105627419999989,1.7746990139999994
ros_tale__3_2_250pq__2,0.9035368172322644,0.7345824709999995,0.4635475689999993,-1.991223649,-0.4884754180000002,-0.7734190759999997,1.5108077539999982
ros_tale__3_2_750pq__1,-1.735584265790471,0.31476457199999786,1.042160677,-1.758765974,0.427025124,0.05165385599999972,1.3042347639999985
ros_tale__3_2_750pq__2,0.2999765520466002,1.3366121069999988,1.1238139900000004,-1.4920414620000004,-1.211360483,-0.942500268,1.5255562439999988
ros_tale__3_3_0pq__1,-2.074169166067351,-0.3586594520000004,-1.2759537390000009,-1.7969868299999998,-1.347370294,0.7026568829999995,-0.027443648000001986
ros_tale__3_3_0pq__2,-2.5231477895764103,0.0013189769999986114,-1.8197454680000007,-1.916120171,-1.1614154859999999,0.9474771730000012,-0.07638300000000164
ros_tale__3_3_0pq__3,-1.920085106700725,-0.32820693600000084,-1.2505883980000003,-1.793132727,-1.5707139540000001,0.7939082030000009,-0.046862577000000634
ros_tale__3_3_0pq__4,-2.7334042587939926,-0.05821146900000064,-1.7111631970000003,-1.879791149,-1.45773742,1.056964733000001,-0.08382650700000127
ros_tale__3_3_250pq__1,-0.2606623260997445,-1.0902488430000004,-0.02413497600000003,-1.3749731259999995,-1.3210184960000002,-0.2424749009999996,1.4257571939999991
ros_tale__3_3_250pq__2,-0.1347227689041223,-0.9744788990000002,-0.1339344649999994,-1.3315734739999998,-1.18124423,-0.20438087800000027,1.4093911539999997
ros_tale__3_3_750pq__1,-0.5781250465893423,-1.1931225710000009,-0.23344766800000016,-1.4234860169999999,-1.9003387669999998,0.08859772899999996,1.7844442939999985
ros_tale__3_3_750pq__2,-0.523145557752558,-1.1838162610000005,-0.1049456090000005,-1.7140180480000002,-1.4718795880000002,0.14973729299999938,1.5745526839999986
ros_tale__3_4_0pq__1,2.6845153175365306,2.126410009999999,0.2222438069999999,-1.782158314,0.5565902070000002,-0.77576,-0.2451622830000009
ros_tale__3_4_0pq__2,2.132135689022476,2.063615077,0.10707632000000088,-1.7430855330000001,0.37560320800000013,-0.5738246280000006,-0.19390912500000115
ros_tale__3_4_250pq__1,1.6942229184119926,2.3734555239999993,1.2653148529999996,-2.106534388,1.4899658519999999,-0.9101530370000006,1.159882013999999
ros_tale__3_4_250pq__2,2.2414111008106032,2.690371892,1.802802191,-1.8824199480000001,1.2392997179999998,-0.9544832509999992,1.0487182039999985
ros_tale__3_4_750pq__1,2.1479972331775734,1.8951696819999988,0.7947952850000011,-2.2228943780000003,1.2369724369999997,-0.5881765019999996,0.9712612939999996
ros_tale__3_4_750pq__2,1.852478700923743,2.0073880199999987,0.8010909040000005,-2.524629482,1.572649994999999,-0.8824148349999987,1.134055133999999
pcoli__atASMT_325G__1,-0.4662707818237323,-0.6743425970000008,0.7562556259999997,-0.6340767700000001,-1.042666826,0.39244801300000104,-0.035798878000001366
pcoli__atASMT_325G__2,-0.8341791290830238,-0.3666899110000008,0.7793527219999987,-0.6588074239999999,-1.1694460550000003,0.3862526830000004,0.04179231099999825
pcoli__bpTDC__1,-1.188880380066034,-0.4578345670000008,0.7746370169999999,-1.1463183170000004,-1.2758140819999997,0.4069758429999997,-0.16314965700000172
pcoli__bpTDC__2,-0.8699424270666265,-0.5521795010000004,0.7141890350000004,-1.1226251850000004,-1.7310349349999998,0.4233997630000008,-0.27734192500000177
pcoli__BRCA__1,-0.9623929645226112,-0.6305921200000002,0.9367887879999994,-0.6992672009999996,-1.207661011,0.1922484830000002,0.05835463799999908
pcoli__BRCA__2,-1.580455944141492,-0.4499421350000006,0.8676139630000002,-0.6922685570000002,-1.3461142190000002,0.13060547899999975,-0.009908611000001954
pcoli__BRCActrl__1,-0.0977584901841505,-0.1659152690000001,0.993700747,-1.0077752050000006,-0.829841102,0.5297558630000001,-0.15845684500000168
pcoli__BRCActrl__2,0.1714634159479425,-0.4258723300000007,0.8075142309999991,-1.2462343640000002,-1.3382591440000002,0.6039318930000004,-0.2794738890000019
pcoli__BRCAswap__1,0.1517726731623382,1.382140841,0.4641129719999988,-0.836756533,-1.0235062570000002,0.5027589629999998,0.14071777399999874
pcoli__BRCAswap__2,0.6242454928638219,1.6678003639999996,0.3903893419999989,-0.9138958070000004,-0.970452693,0.5975511529999995,0.20014232399999976
pcoli__btAANAT__1,1.0025417988046343,2.136258700999999,0.5356959149999998,-0.8140362029999997,-1.2767838460000005,0.4415692730000007,0.14484745399999888
pcoli__btAANAT__2,1.5165842780582173,2.088562751,0.3620826819999987,-0.984731418,-1.5614579030000002,0.5931168230000008,0.08806229999999893
pcoli__btASMT__1,1.6089961781088298,2.305957081999999,0.6445296079999991,-0.7837162480000002,-1.5314850040000003,0.5267685130000004,0.1815854339999987
pcoli__btASMT__2,1.3600195664685892,2.288665644,0.6034812190000007,-0.7096998929999998,-1.4523380030000002,0.4398579030000001,0.1490486639999986
pcoli__CC1__1,1.616780905446918,2.031792791999999,0.2924041459999991,-1.0035235679999994,-0.9229275870000002,0.5250160430000008,0.14483003399999814
pcoli__CC1__2,2.345250431354992,2.299854481999999,0.4802160369999999,-0.6827256310000003,-0.972830778,0.7535511330000002,0.3646144939999996
pcoli__ccCOMT__1,-0.5341928111632958,-0.652733724,0.7105701379999996,-0.8124364000000002,-1.324211181,0.32429840300000023,-0.0024739820000014845
pcoli__ccCOMT__2,-0.6681345418372375,-0.18838423900000034,0.6831642089999992,-0.6268716100000002,-1.17924864,0.3246729930000001,0.04049848399999867
pcoli__ckDDC__1,-0.7143769221506301,0.4557680299999989,0.676396025999999,-1.3537678379999996,-0.8373041969999999,0.4412481530000001,-0.2833667990000013
pcoli__ckDDC__2,-0.682522305278205,0.040678565999999534,0.5082813779999995,-1.1638754039999997,-0.8880493770000002,0.3277997730000006,-0.4575715860000002
pcoli__CNTF_belt__1,2.0283717788511315,2.4555811999999992,0.7388399659999987,-0.6989355450000003,-1.20239437,0.4538994830000007,0.18189175399999868
pcoli__CNTF_belt__2,2.183198999206926,2.6434858599999984,0.6264138979999991,-0.7907654300000004,-1.5277841200000002,0.7698701030000006,0.4341610839999994
pcoli__cobPNMT__1,-0.6620326464674465,0.0091011339999989,0.7873228739999991,-0.7792792989999997,-1.030208354,0.31993813300000085,0.1391928139999994
pcoli__cobPNMT__2,-0.8393539441846645,0.07704812399999916,0.7790375330000003,-0.7479233790000004,-1.2861060430000002,0.31512674300000043,0.07138751499999962
pcoli__cvPhhB__1,-0.8861115752565816,0.4549757059999999,0.854018911999999,-0.4151380800000002,-1.0388328270000002,0.3107973630000007,-0.00011140200000170351
pcoli__cvPhhB__2,-0.7986873335823881,0.5296530389999994,0.9327296450000002,-0.6910322400000002,-1.229589593,0.44784689299999947,0.11565510399999825
pcoli__ggAANAT__1,-0.4412363143868126,0.1089882179999977,0.7399709489999999,-0.5751447010000001,-1.51116356,0.30753451300000023,0.06869322299999857
pcoli__ggAANAT__2,-0.7126334626008501,-0.3527824000000006,0.6769082530000006,-0.5248329140000001,-1.325156519,0.22264438300000045,-0.04899878400000191
pcoli__ggTPH__1,0.4062979358186716,1.174211584,0.6308569319999986,-0.8611602380000001,-1.2683603569999995,0.34126333300000056,0.08867655999999967
pcoli__ggTPH__2,-0.2018693780343752,0.7674220039999993,0.8397454209999999,-0.755830145,-1.23048175,0.2785746030000009,0.008636941999998982
pcoli__hsAANAT__1,2.1326267701552197,1.9567575569999995,0.08855411899999943,-1.3585266020000004,-0.739345433,0.7291858229999999,-0.015917750000001618
pcoli__hsAANAT__2,1.4601592611967786,1.6293203729999988,0.25327979799999945,-1.264770006,-0.7757633230000001,0.8515544630000011,0.3734651139999983
pcoli__hsASMT__1,-0.8888843275910027,-0.07675382200000057,0.7701227880000001,-1.0285972900000004,-1.295210281,0.3583849729999997,-0.031576817000001256
pcoli__hsASMT__2,-0.9321976587212524,-0.10436912200000137,0.8165310100000003,-0.9479492389999996,-1.3836187349999998,0.4368300129999998,-0.15793531700000152
pcoli__hsPNMT_mb__1,-0.6252457987510623,-0.9174311170000014,0.7062298719999998,-0.5760568069999996,-1.4051408459999999,0.30390439299999983,0.0456439049999986
pcoli__hsPNMT_mb__2,-0.8399249463967835,-0.8182402270000013,0.6821203699999998,-0.7316049519999996,-1.2017392730000005,0.3157969930000011,0.0497895599999989
pcoli__hsTPH__1,-0.8201428050503553,0.07323272599999964,0.8390884750000005,-0.8275034090000002,-1.5981355599999998,0.05462641999999995,0.09466327799999874
pcoli__hsTPH__2,-1.337052864796226,0.32664991600000004,1.0161652449999998,-0.8624015170000003,-1.445020886,0.23617991300000085,0.06275877599999903
pcoli__hsTPH_E2K__1,1.3362098504053546,1.6848738249999986,0.6505835129999991,-0.990606498,-1.3336438569999998,0.7089765630000002,0.05876761699999911
pcoli__hsTPH_E2K__2,1.3035329155770896,1.6890425769999986,0.6554960699999999,-0.9680545599999996,-1.3614494269999995,0.6612184729999999,-0.08491308300000178
pcoli__hsTPH_E2K_N91I_P99C__1,-0.6166419988514538,-0.6744626790000003,0.9459799629999992,-0.73476477,-1.0922964659999999,0.18841008300000084,0.06161868899999945
pcoli__hsTPH_E2K_N91I_P99C__2,-0.9671609249984788,-0.24104028100000094,0.8661241919999991,-0.9017500299999996,-1.3631064659999999,0.04870661100000007,-0.12457660900000178
pcoli__hsTPH_N158trunc__1,1.466907373893377,1.2972674119999985,0.7263500539999992,-1.0770213809999998,-1.5212820830000002,0.4504965429999999,-0.5208130890000007
pcoli__hsTPH_N158trunc__2,1.5520399085942385,1.175515291,0.7934628969999995,-1.0514404329999998,-1.2877055179999999,0.3858976930000004,-0.484257361000001
pcoli__hsTPH_N174trunc__1,1.1183976636143982,2.0526947489999987,0.5313027750000003,-0.7961509390000003,-1.039902738,0.3836390329999997,0.03414683299999943
pcoli__hsTPH_N174trunc__2,1.4947898463774514,2.0699132739999992,0.633211331,-1.0689150859999996,-1.1428056769999997,0.6533793929999998,0.08995188699999801
pcoli__hsTPH_Ntermtrunc__1,1.65339837105291,2.2347202129999992,0.7401668289999996,-1.156145628,-0.4973325900000001,0.5076168729999999,0.01632934999999946
pcoli__hsTPH_Ntermtrunc__2,1.3385693685402744,2.100805906,0.3948502069999993,-0.912331933,-0.7659946350000002,0.580596903,0.16868771399999716
pcoli__hsTPH1__1,1.4126733885608558,1.8867793369999983,0.4205673919999988,-0.8193512340000001,-0.9050159630000004,0.5255677930000004,0.22200064399999955
pcoli__hsTPH1__2,1.2555339303866346,1.9698251179999997,0.4749907310000001,-0.816129342,-1.0354613990000001,0.5415309229999998,0.25149593399999937
pcoli__MBP__1,-0.8833596618656805,0.6535625699999992,-0.08010222400000089,-0.8201862640000002,-1.1905244390000005,-0.3459770999999989,-0.3773587440000004
pcoli__MBP__2,0.6159747174896114,1.0965324419999989,0.4650332039999992,-0.8548887470000004,-0.91360235,0.026489270000000783,0.07337225899999922
pcoli__msCOMT__1,-1.484703806016813,-0.8606313420000014,0.5115288059999994,-0.7139491109999998,-1.1920253180000002,-0.10757294999999978,-0.11864235500000042
pcoli__msCOMT__2,-1.3860532938080257,-0.5173547260000007,0.6365399029999992,-0.6191516329999995,-1.283777267,-0.09238089099999948,-0.030626512000001323
pcoli__ocAANAT__1,-0.5333788153388066,-0.28115708300000103,0.6852462579999994,-0.7843757470000003,-1.5211258219999997,0.3196315130000009,0.07937317899999917
pcoli__ocAANAT__2,-0.6433013228613479,-0.12867561800000082,0.7272601929999993,-0.6688210080000001,-1.270347412,0.2939196830000004,0.057242456999999185
pcoli__osTDC_K374H__1,0.680900935210816,1.5053250350000005,0.0935889319999994,-0.7657899690000001,-1.13009271,0.6863196630000008,0.2510238439999988
pcoli__osTDC_K374H__2,0.2713889995726081,1.4596854489999984,0.22109734599999875,-0.8974601570000003,-0.5899309419999996,0.6933763230000007,0.26323191399999857
pcoli__osTDC_K374L__1,-0.4906433855124285,-0.6895716300000005,0.7614060970000001,-0.6963926520000001,-1.655980284,-0.030107002999999462,-0.07501706300000066
pcoli__osTDC_K374L__2,-0.6707893401025496,-0.4043231360000004,0.5160741959999999,-0.7901573409999996,-1.6526594810000002,0.15281107300000052,-0.03402583600000142
pcoli__osTDC_K374Q__1,0.933240913328073,1.395158338,0.5266599209999985,-0.845651921,-1.292057265,0.4485571030000006,0.051425927999998684
pcoli__osTDC_K374Q__2,1.162086788066535,1.8564173289999992,0.5210030309999993,-0.7390152409999997,-1.31740981,0.4643148630000002,0.15329183399999913
pcoli__osTDC_L360V__1,-0.4906657332131569,-0.36693575100000064,0.7239574599999994,-0.8551872129999998,-1.849390804,0.2966241729999997,-0.05565729800000163
pcoli__osTDC_L360V__2,-0.4217232202883436,-0.4290502100000007,0.8464907890000006,-1.0672116979999997,-1.530475676,0.3820168630000005,-0.2457464700000003
pcoli__pmTPH__1,-0.687813760026836,-0.25190853700000115,0.6419997520000003,-0.5289552439999996,-1.7197187219999996,-0.10026360400000024,-0.08322910100000057
pcoli__pmTPH__2,0.0034134232126727,-0.4934201670000009,0.5446707709999998,-0.6771608530000002,-1.634599287,0.08226395500000018,-0.2434901920000012
pcoli__RFC__1,-1.1601564121742884,-0.6867168270000006,0.9708792529999996,-0.7661612780000002,-1.693674271,0.06813715200000026,0.06930343599999844
pcoli__RFC__2,-1.043853089060753,-0.4591690710000016,0.925165991,-0.7171502160000003,-1.542079615,0.008882815999999849,0.015586777999999413
pcoli__RFCctrl__1,1.1847769426527948,1.6626947629999993,0.0634502940000008,-1.153525934,-0.6104374989999997,0.4522689930000006,0.2574527239999984
pcoli__RFCctrl__2,0.8664968413103754,1.604836979,0.1433314689999996,-1.200258945,-0.6123437490000017,0.5165584929999998,0.2413506539999997
pcoli__RFCnopause__1,1.2554460560467595,1.6955662929999988,0.045218675999999285,-1.4402759959999996,-0.580532045,0.6708687229999999,0.2121391939999988
pcoli__RFCnopause__2,1.7933378841483338,0.9535530559999996,-0.1793703880000006,-1.6105187230000002,-1.1318921360000005,0.6748039729999995,-0.2754032870000014
pcoli__RFCpluspause__1,4.01235198188441,2.035894895,0.15412269399999978,-1.3255664840000003,-0.6270516119999998,0.7640610930000005,-0.10583881200000178
pcoli__RFCpluspause__2,3.832600981627706,1.872855371,-0.05149778599999877,-1.4086282,-0.40947478,0.5214214130000006,-0.2463260270000003
pcoli__rnCOMT_sol__1,1.7750297491230318,2.232147648,0.0943435319999999,-1.3604428039999998,-0.550726321,0.8270174130000001,0.16800603399999936
pcoli__rnCOMT_sol__2,1.6189338390727823,2.290617801,0.11224441699999944,-1.4072609529999998,-0.7449898630000003,0.6395325229999997,0.249234303999998
pcoli__rnPNMT__1,-0.7289269947355116,-0.15032287200000116,0.6827305050000003,-0.939585129,-1.432416415,0.1635869329999995,-0.06411497500000074
pcoli__rnPNMT__2,-0.3628245490729789,-0.3468278160000011,0.8004726609999988,-0.970404073,-1.5068389360000003,0.07451194300000097,-0.23508935700000144
pcoli__rnTDC__1,-0.8202697787802998,-0.2487110390000007,0.7227431209999988,-0.6964628920000004,-1.5002406959999999,0.08798361800000087,-0.028555495000000874
pcoli__rnTDC__2,-0.839310017095173,0.2748024089999994,0.8482640369999999,-0.6620443250000001,-1.4835679070000003,0.17114607300000095,0.07096231699999933
pcoli__rnTDC_trunc__1,-0.2233495913259861,0.3435924729999993,0.37483036999999975,-0.209316125,-1.102482653,0.3075571430000004,0.07168808199999965
pcoli__rnTDC_trunc__2,-0.410880079818151,-0.11308190200000112,0.8623839159999989,-0.4954039850000002,-1.3948236859999998,0.43504015300000104,0.1607216539999996
pcoli__saCOMT_T2A__1,-0.3888786942134281,-0.5836772240000005,0.8068058809999991,-0.4196081320000005,-1.49290434,0.3335838930000001,0.008301892999998728
pcoli__saCOMT_T2A__2,-0.4069994094756579,-0.1186096730000008,0.8412878890000002,-0.4013091279999994,-1.3194745219999997,0.4038707630000005,0.12406876399999868
pcoli__sfCOMT__1,-0.3344538362840899,-0.3946162899999992,0.8650780059999992,-0.6499642449999996,-1.570656693,0.1572444130000008,0.01785191199999936
pcoli__sfCOMT__2,-1.1098848893161786,-0.4853372560000011,0.8226068340000001,-0.7351574440000004,-1.699116584,0.06503750799999962,-0.07151486800000129
pcoli__sgAANAT_D63G__1,-1.296344812784846,-0.1474505690000001,0.852267587,-0.7062059280000001,-1.4102270630000002,0.18900217300000044,0.005199264999998121
pcoli__sgAANAT_D63G__2,-0.3868210134428387,0.4449436009999994,1.0514250859999998,-0.680930343,-1.542549676,0.43052260299999995,0.19896418399999935
pcoli__ssDDC__1,-1.4208019293736185,0.18460652499999952,0.8269745840000002,-0.7524189329999995,-0.920831257,0.20759201300000107,-0.013570790000001054
pcoli__ssDDC__2,-1.1084646719718825,0.1411636009999988,0.791807103,-0.9706851690000002,-1.252352416,0.3251403029999995,-0.11164114000000147
pcoli__TP53B__1,-0.0214654763803171,-0.5116777100000007,0.6531665310000001,-0.6044267559999996,-1.2051147760000005,0.4237391030000008,-0.012532585000000651
