,A,BirA
ecoli_00440,-1.8818046526,0.581118295
ecoli_00441,-1.8747954779,0.41179510700000005
ecoli_00442,-1.8055702901,0.46543198700000005
ecoli_00443,-2.4064509487,0.294847487
ecoli_00444,-2.4911741981,0.131136466
ecoli_00445,-1.3061637552,0.639530734
ecoli_00446,-1.5156816549,0.6736490580000001
ecoli_00447,-6.1372274784,-0.051986243
ecoli_00448,-6.1445347143,-0.052616149
ecoli_00449,-6.9725609716,-0.028127712000000003
ecoli_00450,-7.1173257528,-0.039936833000000005
ecoli_00451,-8.3588277476,0.12334808300000001
ecoli_00452,-9.3408903823,-0.0065379900000000005
ecoli_00453,-9.0093003693,0.040017119000000004
ecoli_00454,-7.7348218736,-0.23803708
ecoli_00455,-6.0650744305,-0.124253812
ecoli_00456,-5.9011841805,-0.144951203
ecoli_00457,-5.9404625915,-0.13858962600000002
ecoli_00458,-6.1375094142,-0.15504816500000002
ecoli_00459,-6.3960192757,-0.041557540000000004
ecoli_00460,-6.0462039585,0.017158433
ecoli_00461,-10.9058269959,-1.180378622
ecoli_00462,-10.8136940175,-1.393026633
ecoli_00463,-11.8870426197,-0.6482323720000001
ecoli_00464,-11.8656796156,-0.7747444990000001
ecoli_00465,-11.9150261004,-0.490382676
ecoli_00466,-12.083490575,-0.541648385
ecoli_00467,-11.1592122502,0.582993846
ecoli_00468,-11.0913325214,0.46338422900000004
ecoli_00469,-11.5989063884,-0.50293199
ecoli_00470,-11.615898679,-0.460422957
ecoli_00471,-11.6762205535,-0.706287356
ecoli_00472,-11.79601102,-0.675392454
ecoli_00473,-11.9760096822,-0.796908594
ecoli_00474,-12.0235172312,-0.919019625
ecoli_00475,-9.1777400549,0.38154103100000003
ecoli_00476,-9.4402290816,0.276637719
ecoli_00477,-10.8868284371,0.08712486100000001
ecoli_00478,-11.3273218421,0.41226740900000003
ecoli_00479,-1.8466153785000001,-0.10395111900000001
ecoli_00480,-1.7816563244,-0.093460391
ecoli_00481,0.9119993301,0.026684081000000002
ecoli_00482,0.8562374767,0.144292425
ecoli_00483,-3.6462397706000003,-0.061664498000000005
ecoli_00484,-3.8186086346,-0.08602900100000001
ecoli_00485,-3.4957189574,-1.453812627
ecoli_00486,-3.5924874802,-1.264204107
ecoli_00487,-10.0684528741,-1.140046474
ecoli_00488,-9.7338865788,-1.03445226
ecoli_00489,-11.0303268881,-0.18233071
ecoli_00490,-11.1504878357,-0.22764525500000002
ecoli_00491,-10.2607924497,0.5267754370000001
ecoli_00492,-10.5838476521,0.489757612
ecoli_00493,-10.0996647418,0.476431886
ecoli_00494,-9.7546994512,0.19817705300000002
ecoli_00495,-0.235636282,-0.48124523700000005
ecoli_00496,-0.6363354547,-0.30517908200000005
ecoli_00497,-12.1218135574,-0.7468802750000001
ecoli_00498,-11.6478191355,-0.555338491
ecoli_00499,1.3090133825999999,0.100545245
ecoli_00500,1.2528612108,0.185646517
ecoli_00501,-9.6275621051,0.050660845
ecoli_00502,-9.8323157151,0.18339349300000002
ecoli_00503,-10.0743900848,-0.614578885
ecoli_00504,-9.9626251083,-0.5757293440000001
ecoli_00505,-11.9996685561,-0.380578246
ecoli_00506,-11.7044675913,-0.6116255230000001
ecoli_00507,-5.5790113179,-0.39471115500000004
ecoli_00508,-5.6572293216,-0.105513409
ecoli_00509,-5.7093738619,-0.145839556
ecoli_00510,-5.6870825376,-0.082064359
ecoli_00511,-4.2385141861,-1.2988048
ecoli_00512,-4.2305816438,-1.248122545
ecoli_00513,-11.5420942561,-0.7433772580000001
ecoli_00514,-11.6789025437,-0.8574607940000001
ecoli_00515,-9.8818062909,0.32804925
ecoli_00516,-9.5892883973,0.35080271300000004
ecoli_00517,1.9368725879,0.544200726
ecoli_00518,2.2735371827,0.641016916
ecoli_00519,-0.6806053166,0.568494024
ecoli_00520,0.0354649487,0.358751378
ecoli_00521,-0.5256607461,0.401481158
ecoli_00522,-1.0008198731,0.5109880760000001
ecoli_00523,-1.1550995161,0.68146129
ecoli_00524,-2.1095863909,-0.077406421
ecoli_00525,-2.1648744084000002,0.22155258400000002
ecoli_00526,-2.5702401382,0.077902331
ecoli_00527,-2.448065481,0.159187077
ecoli_00528,-6.3406443857,0.38147114600000004
ecoli_00529,-6.858190521,0.599098168
ecoli_00530,-8.1978727291,0.42850845400000004
ecoli_00531,-6.5968592356,0.543874167
ecoli_00532,-4.3207394344,0.25787550600000003
ecoli_00533,-5.0691973067,-0.121950977
ecoli_00534,-4.3853363057,0.299178479
ecoli_00535,-5.4009931178,0.062384526
ecoli_00536,0.6777691551,0.217157665
ecoli_00537,1.2908813885,0.19535844800000002
ecoli_00538,2.2617246077,0.067479879
ecoli_00539,1.7836375139,0.046571886
ecoli_00540,0.8056666401,1.5860022599999999
ecoli_00541,-0.0272733996,1.436346639
ecoli_00542,1.2145911167,1.564084408
ecoli_00543,1.3705211309,1.283710846
ecoli_00544,1.5518423582,1.41813766
ecoli_00545,1.4061358473,1.416413776
ecoli_00546,-7.7379543552,0.475682859
ecoli_00547,-7.2995656143,0.572911244
ecoli_00548,-6.7261205942,0.569996877
ecoli_00549,-6.4301979088,0.373592737
ecoli_00550,-4.8588271831,0.42943998
ecoli_00551,-5.0477992909,0.291816768
ecoli_00552,-8.1692668025,0.553071836
ecoli_00553,-7.3264485703,0.681243257
ecoli_00554,-9.6020558285,0.7819688090000001
ecoli_00555,-9.4604789128,0.6818071490000001
ecoli_00556,-8.2261940021,0.629202985
ecoli_00557,-8.7555288095,0.6138531810000001
ecoli_00558,-5.6524741554,1.480104062
ecoli_00559,-6.0469141414,1.441232027
ecoli_00560,-4.6981533875,1.321263605
ecoli_00561,-2.4148514524,1.5012633430000002
ecoli_00562,3.3659994508,0.90840863
ecoli_00563,3.5928391209,0.6674221
ecoli_00564,-5.3880011286,0.354380959
ecoli_00565,-5.7334211471,0.25220169
ecoli_00566,-5.4300783784,0.129127704
ecoli_00567,-6.2345003617,0.208560192
ecoli_00568,-1.4738341429,0.30438048
ecoli_00569,-1.2780101872,0.293769679
ecoli_00570,1.0202123595,0.291248026
ecoli_00571,0.7900582883,0.085353179
ecoli_00572,0.2906112101,0.361367296
ecoli_00573,0.2034277837,0.337932759
ecoli_00574,-9.7786607626,-0.613557639
ecoli_00575,-9.6897588991,-0.49042465900000004
ecoli_00576,-9.2065360663,-0.01272179
ecoli_00577,-8.4436918672,0.032641639
ecoli_00578,-8.7734269281,0.294291835
ecoli_00579,-8.9844006347,0.13798786
ecoli_00580,-8.8491716213,0.002966076
ecoli_00581,-9.2376518034,-0.186336
ecoli_00582,-7.4291721155,0.352721434
ecoli_00583,-8.1615459383,0.269741905
ecoli_00584,-4.2861076216,0.41971565200000005
ecoli_00585,-4.8659879275,0.390557425
ecoli_00586,-0.5360002446000001,0.242680588
ecoli_00587,0.18020814910000002,0.29931868500000003
ecoli_00588,2.3475502165,0.144013054
ecoli_00589,2.3384952293,0.176792841
ecoli_00590,-0.0929139774,0.289297795
ecoli_00591,-0.8435356205000001,0.32889445100000003
ecoli_00592,-11.9571268186,0.247225925
ecoli_00593,-11.4848112502,0.155140248
ecoli_00594,-10.8251411449,0.43452362800000005
ecoli_00595,-10.7307388098,0.24474114
ecoli_00596,-10.8688186305,0.515786107
ecoli_00597,-7.8575321636,0.23194572100000002
ecoli_00598,-10.888172774000001,1.043074485
ecoli_00599,-7.4202976317000005,0.870932554
ecoli_00600,-0.2605082661,0.8766714550000001
ecoli_00601,-3.0444579863,0.754468535
ecoli_00602,-3.5851150033,0.614803634
ecoli_00603,-6.7119782691,0.761219765
ecoli_00604,1.6951590845000002,0.7419013830000001
ecoli_00605,-3.4139637049,0.757393096
ecoli_00606,-4.2760642492,0.834701953
ecoli_00607,-6.0812744784,0.834829115
ecoli_00608,-6.653285124,0.877003521
ecoli_00609,-9.2128274837,0.9409621090000001
ecoli_00610,-6.077166493,0.8144279440000001
ecoli_00611,-11.4107072093,1.29986888
ecoli_00612,-7.2194390655,0.609980081
ecoli_00613,-7.0773972604,0.2934662
ecoli_00614,-7.127668905,0.22015278400000002
ecoli_00615,-6.6048216425,-0.147607459
ecoli_00616,-7.6204145795,0.371280722
ecoli_00617,-6.441584627,0.242778666
ecoli_00618,-0.09454774440000001,0.38343648100000005
ecoli_00619,-0.08708404930000001,0.31543471900000003
ecoli_00620,3.2575605445,0.42752189100000004
ecoli_00621,3.2703671591,0.530337681
ecoli_00622,5.2512107372,0.339549254
ecoli_00623,5.2130747714,0.354947565
ecoli_00624,5.0761566812,0.037847961
ecoli_00625,5.2201218173,0.09301751200000001
ecoli_00626,4.4097732549,0.154254929
ecoli_00627,4.5828215512,0.13430758
ecoli_00628,5.0853806119,0.24047156300000003
ecoli_00629,5.0807805546,0.12351398400000001
ecoli_00630,4.2464177581,0.039764852
ecoli_00631,4.0345451424,0.11371602500000001
ecoli_00632,4.3789663076,0.21165482800000002
ecoli_00633,4.5265488777,0.28362427500000004
ecoli_00634,4.0839431854,-0.185153111
ecoli_00635,4.2197831032,-0.025450861
ecoli_00636,4.0958681088,0.428647696
ecoli_00637,4.2579884707,0.090487036
ecoli_00638,5.2341175758,0.21637919200000003
ecoli_00639,5.3682278336,0.009881127
ecoli_00640,4.928561557,0.417860475
ecoli_00641,5.505219658,0.37546196
ecoli_00642,4.3222781922,0.291918248
ecoli_00643,4.1471519386,-0.35066778600000004
ecoli_00644,5.0198963177,0.148128099
ecoli_00645,5.1312876059,0.188066267
ecoli_00646,4.8383326386,0.550075192
ecoli_00647,4.9571321937,0.48531538700000004
ecoli_00648,5.3032759905,0.14124777700000002
ecoli_00649,5.2083759319,0.330494465
ecoli_00650,4.842945189,0.255930066
ecoli_00651,5.1590649422,0.309020092
ecoli_00652,4.1938011087,0.462742994
ecoli_00653,3.9979609934,0.10682325000000001
ecoli_00654,5.3303943408,0.18958601500000002
ecoli_00655,5.3625554314,0.21197822
ecoli_00656,5.4049407648,0.37850532000000003
ecoli_00657,5.4099411054,0.401939502
ecoli_00658,4.8120464554,0.348908316
ecoli_00659,4.8948194379,0.302693945
ecoli_00660,4.5131586231,0.131250566
ecoli_00661,4.6959368695,0.10003577300000001
ecoli_00662,4.6434845438,0.022228754
ecoli_00663,5.0390726708,0.35691520800000004
ecoli_00664,4.4682710003,0.308236993
ecoli_00665,4.527222012,0.260661472
ecoli_00666,4.0804903613,0.33836518400000004
ecoli_00667,4.3057993616,0.371344021
ecoli_00668,3.3615801203,0.5488588950000001
ecoli_00669,3.4109392547,0.39505625600000005
ecoli_00670,4.186589043,0.038896132
ecoli_00671,4.1869912501,0.029489671000000002
ecoli_00672,-5.2465834936,-0.103377204
ecoli_00673,-3.640313457,-0.025415122000000002
ecoli_00674,0.6858996340000001,0.33051007200000004
ecoli_00675,0.6341313626,0.320211687
ecoli_00676,5.2377249591,0.369344329
ecoli_00677,5.5420447954,0.252941558
ecoli_00678,3.7292512018,-0.05880141
ecoli_00679,3.5465091599000003,-0.012572777
ecoli_00680,0.8936961498,0.080989109
ecoli_00681,1.2018230478,0.09592420600000001
ecoli_00682,4.3617971716,-0.027389322
ecoli_00683,4.1801513682,-0.051389439
ecoli_00684,5.3262105322,0.11247087100000001
ecoli_00685,5.5228213421,0.22924882200000002
ecoli_00686,1.458134581,0.29075475900000003
ecoli_00687,0.9087969599,0.25195835
ecoli_00688,5.0140993867,0.33718752500000004
ecoli_00689,5.1636638591,0.37979578
ecoli_00690,4.3024705731,0.47900516400000004
ecoli_00691,4.4522779693,0.595572019
ecoli_00692,4.4625220358,0.6134767680000001
ecoli_00693,4.9486038774,0.403216057
ecoli_00694,4.6529757908,0.418431184
ecoli_00695,4.4912814646,0.311971734
ecoli_00696,3.7610432611,0.47756243600000003
ecoli_00697,3.5243062699000003,0.347290661
ecoli_00698,1.3979715383,-0.06717537200000001
ecoli_00699,1.0462849643,0.107773425
ecoli_00700,4.8172592907,0.291951958
ecoli_00701,4.9604423656000005,0.31553922700000003
ecoli_00702,2.0726605691,0.47379727800000004
ecoli_00703,2.2884725156,0.347439887
ecoli_00704,5.2281199435,0.43963606800000005
ecoli_00705,5.4615029251,0.5502799820000001
ecoli_00706,4.3378079138,0.065158327
ecoli_00707,4.7791463448,0.10214862100000001
ecoli_00708,5.4879492175,0.5119680080000001
ecoli_00709,5.378599779,0.068773781
ecoli_00710,4.840478929,0.313031011
ecoli_00711,5.0904173332,0.2449828
ecoli_00712,4.8291145135,0.36335646600000004
ecoli_00713,4.8644085493,0.461486787
ecoli_00714,3.7521953565,0.585425348
ecoli_00715,3.2828658449,0.740874911
ecoli_00716,0.3597360035,0.29932179999999997
ecoli_00717,0.2805774318,0.195253811
ecoli_00718,0.9076990503000001,0.316641979
ecoli_00719,1.1985898024,0.488635091
ecoli_00720,0.4952996783,0.35758875900000003
ecoli_00721,0.44241264490000004,0.466396727
ecoli_00722,2.339343966,0.647378564
ecoli_00723,2.7659870857,0.39653955100000005
ecoli_00724,-0.2225665085,0.211931359
ecoli_00725,-0.5201365934000001,0.405665461
ecoli_00727,-1.0395570205,0.39918753700000004
ecoli_00728,-0.0616800777,0.266807907
ecoli_00729,-0.1427928822,0.422298335
ecoli_00730,0.267506742,0.147672818
ecoli_00731,-0.0147663744,0.10437132900000001
ecoli_00732,-0.019770069600000002,0.09981138
ecoli_00733,0.31725354370000003,0.33407006
ecoli_00734,-0.2422944066,0.6048624450000001
ecoli_00735,-0.1431153942,0.34319673900000003
ecoli_00736,0.27529820520000003,0.45538414200000005
ecoli_00737,-0.637583278,0.495164243
ecoli_00738,-1.0174760512,0.402401646
ecoli_00739,1.060806996,0.291089359
ecoli_00740,0.8069701542000001,0.17422352500000002
ecoli_00741,-4.6329764491,0.40186478400000003
ecoli_00742,-4.8925151809,-0.318160594
ecoli_00743,-0.563851671,0.613958882
ecoli_00744,-0.202476962,0.459775011
ecoli_00745,-0.4821802714,0.287428022
ecoli_00746,-0.4013803862,0.510265682
ecoli_00747,-0.1138910036,0.39557026700000003
ecoli_00748,-0.4334326725,0.400564411
ecoli_00749,-2.9686504927,-0.42553954800000005
ecoli_00750,-3.09782943,-0.505866275
ecoli_00751,0.7574879888,0.5236773730000001
ecoli_00752,0.9620236173000001,0.615315343
ecoli_00753,0.3033758776,0.015063251000000001
ecoli_00754,-0.0584976638,0.11368355200000001
ecoli_00755,0.0630926272,0.848710324
ecoli_00756,-0.1573582559,0.95839441
ecoli_00757,0.5143397696,0.12407290200000001
ecoli_00758,0.1248390367,0.196999747
ecoli_00759,-5.6117783325,0.134115662
ecoli_00760,-9.0938423536,-0.08242532500000001
ecoli_00761,1.0519278625,0.41295367400000005
ecoli_00762,0.9220018401000001,0.221024094
ecoli_00763,0.6853638361000001,0.17022726
ecoli_00764,0.4445507681,0.344867419
ecoli_00765,0.46200563310000003,0.31992637700000004
ecoli_00766,0.8023343051,0.35517906200000005
ecoli_00767,-0.42394685600000004,0.34934785700000004
ecoli_00768,-1.2098998894,0.453897726
ecoli_00769,1.5298326897,0.745293783
ecoli_00770,1.4338196794,0.6538668440000001
ecoli_00771,-0.5641951707,0.508540589
ecoli_00772,-1.0150400921,0.463962482
ecoli_00773,1.5551537961,0.6496303910000001
ecoli_00774,1.420209924,0.47955917200000003
ecoli_00775,1.4807414731000001,0.6807778999999999
ecoli_00776,1.4443261611,0.64394675
ecoli_00777,0.4701220206,0.301477843
ecoli_00778,0.34201857410000003,0.28530763400000003
ecoli_00779,-1.4529688739,0.085918516
ecoli_00780,-2.7630651048,0.185986748
ecoli_00781,1.2072852911,0.576718233
ecoli_00782,1.3548706677,0.48384946500000003
ecoli_00783,-0.002755336,0.336781773
ecoli_00784,0.7667636327,0.020993537
ecoli_00785,-0.7657280023,0.29217727
ecoli_00786,-0.9763373753000001,0.397576592
ecoli_00787,-0.8259824107,0.481934899
ecoli_00788,-0.6537159078,0.268823021
ecoli_00789,0.9878959728000001,0.344983714
ecoli_00790,0.35125752660000004,0.485817
ecoli_00791,-3.0022154145,0.43788705200000005
ecoli_00792,-4.5975362472,0.5633936940000001
ecoli_00793,-0.3410238779,0.47628021800000003
ecoli_00794,-0.48000371300000005,0.381213896
ecoli_00795,-2.5177631653,0.299147158
ecoli_00796,-2.4261808495,0.554218913
ecoli_00797,-0.1780978618,0.46117894200000004
ecoli_00798,-1.099970667,0.14126211900000002
ecoli_00799,-0.6026901514,0.026797798
ecoli_00800,-0.0351622475,0.574987169
ecoli_00818,1.7723696232,0.5772143390000001
ecoli_00819,1.6270774678,0.27512204900000004
ecoli_00820,-0.0281275795,-0.039059367000000005
ecoli_00821,0.0952936904,0.034137252
ecoli_00822,2.6119404292,0.048789118000000006
ecoli_00823,2.5428490605,0.07779000700000001
ecoli_00824,2.0818305405,-0.13522768400000001
ecoli_00825,1.8476830030000002,-0.020158404
ecoli_00826,1.5300887305000002,0.254844676
ecoli_00827,1.574478805,0.36466628300000004
ecoli_00828,0.5820136057,0.15035520400000002
ecoli_00829,0.6935489917000001,0.23490449100000002
ecoli_00830,1.2432823765,0.275223423
ecoli_00831,1.3147612706,0.311172828
ecoli_00832,3.5724423645,0.253416708
ecoli_00833,2.9872727995,0.291915811
ecoli_00834,-1.5432714298999999,0.312260187
ecoli_00835,-1.4033059157,0.37609532500000004
ecoli_00836,-2.0942439949,0.076089083
ecoli_00837,-1.7693844232,0.168476699
ecoli_00838,-2.7289596488,0.16047645300000002
ecoli_00839,-2.0062320525,0.32114375
ecoli_00840,-2.3360664572,0.330827867
ecoli_00841,-2.3461180619,0.301909778
ecoli_00842,-1.112333805,0.29401301500000004
ecoli_00843,-1.4956534645000001,0.23560271400000002
ecoli_00844,-1.2199451719,0.41797195600000003
ecoli_00845,-1.3539293337,0.29297012100000003
