,A,NanR
misc__bw_delfadr__2,0.1546559183,0.11454509800000001
misc__nitr_031__1,1.2682294432,0.351709292
omics__wt_glu__1,-0.429297017,0.362635347
omics__wt_glu__2,-0.2962723699,0.38689121200000004
omics__wt_gly__1,-0.5554801318,0.206815095
omics__wt_gly__2,-0.6138406033,0.23610671
omics__wt_thr__1,0.1458859512,1.069705286
omics__wt_thr__2,0.020613165000000003,0.830720521
omics__bw_ac__1,-0.0702434153,0.031936472
omics__bw_ac__2,0.4771999749,-0.073580556
omics__bw_fum__1,0.3599625242,-0.0291576
omics__bw_fum__2,0.0017746163,-0.021812807
omics__bw_glc__1,-0.5342419481,0.24091055
omics__bw_glc__2,-0.8008557202000001,0.161588746
omics__bw_pyr__1,-1.5239997064000002,0.39215377100000004
omics__bw_pyr__2,-0.1602700512,-0.065983579
ompr__wt_nacl__1,5.3256775471,-0.077394236
ompr__wt_nacl__2,5.105105806,0.089799868
ompr__bw_delompr_nacl__1,6.737364375,-0.768513113
ompr__bw_delompr_nacl__2,6.9687823155,-0.644351419
minspan__wt_ade__1,0.8492959743,0.20422720900000002
minspan__wt_glc__2,1.2286937589,-0.204995969
minspan__wt_glc__3,1.382298809,-0.16138981100000002
minspan__wt_glc__4,1.0213975027,0.023097602000000002
minspan__wt_glc_anaero__1,-1.6185639657,0.482586096
minspan__wt_glc_anaero__2,-2.4891692991,0.712707657
minspan__wt_trp__1,1.1045818121,0.334553759
minspan__bw_delcra_glc__2,2.3634315552,0.407956087
minspan__bw_delcra_trp__1,2.4497761432000003,0.363300459
minspan__bw_delmntr__1,-1.0419092828,0.470226385
minspan__bw_delnac_ade__1,-0.8108263071,0.270144842
minspan__bw_delnac_glc__1,1.0785990608,-0.057738175
cra_crp__wt_ac__1,1.0264720067,0.13321948
cra_crp__wt_ac__2,0.8775372168000001,0.18401013600000002
cra_crp__wt_fru__1,1.1832537287,0.094990605
cra_crp__wt_fru__2,1.6316218707,0.088500934
cra_crp__delcra_ac__1,3.0066157676,0.276569453
cra_crp__delcra_ac__2,2.6258869622,0.349356657
cra_crp__delcra_fru__1,0.4739713531,-0.078805473
cra_crp__delcra_fru__2,0.6416502768,0.005838604000000001
cra_crp__delcra_glc__1,0.5700448742,-0.014866338000000002
cra_crp__delcra_glc__2,0.5105576112,-0.13325546600000002
rpoB__wt_031__1,2.5471984495,0.140167484
rpoB__wt_044__1,0.014515527,0.362778617
rpoB__wt_lb__1,6.6446379487,-0.217342364
rpoB__wt_lb__2,6.5555037445,-0.113020245
rpoB__rpoBE546V_031__1,2.3737500254,0.44955522200000003
rpoB__rpoBE546V_044__1,1.8917715841,0.19595693800000002
rpoB__rpoBE546V_lb__1,5.3358874688,0.15067881900000002
rpoB__rpoBE546V_lb__2,5.1444039052,0.113169561
rpoB__rpoBE546V_glc__1,0.1748960045,0.145960052
rpoB__rpoBE672K_glc__1,-2.5505160919,-0.241532454
rpoB__rpoBE672K_glc__2,-2.4625750961,0.025239157
rpoB__rpoBE672K_lb__1,3.3325200864,-0.159983595
rpoB__rpoBE672K_lb__2,3.5616195988,-0.115015424
crp__wt_fru__1,1.5584781601,-0.17135646200000001
crp__wt_glyc__1,1.4153889928,-0.260268926
crp__wt_glyc__2,1.110321162,-0.21930053500000002
crp__delar1_glyc__1,1.4696891461,0.521115956
crp__delar1_glyc__2,0.33473512250000004,0.6873778060000001
crp__delar1ar2_glyc__1,0.5487462483000001,0.223923683
crp__delar1ar2_glyc__2,0.922008558,0.212217278
crp__delar1ar2_glyc__3,0.7879111374000001,0.177537344
crp__delar2_glyc__1,6.0942807398,0.06386185500000001
crp__delar2_glyc__2,6.2048418774,0.30116785900000004
crp__delar2_glyc__3,5.6980993965,0.24445548600000003
crp__delcrp_fru__1,2.270251387,0.24927628500000001
crp__delcrp_fru__2,1.7579206466000001,0.158059379
crp__delcrp_fru__3,2.1082377863,0.221830891
crp__delcrp_glc__1,1.3405935091,0.408758614
crp__delcrp_glc__2,1.2864325514,0.464614697
crp__delcrp_glc__3,2.1947433241,0.42819247400000005
crp__delcrp_glyc__1,0.1915860138,0.121383637
crp__delcrp_glyc__2,1.1141776431000001,0.007532472
crp__delcrp_glyc__3,1.0938000192,0.007488454
glu__glu_ale3__1,-1.4813129262,0.874512285
glu__glu_ale4__1,-0.6196037376,-0.003881124
glu__glu_ale5__1,-0.125458014,0.075973081
glu__glu_ale6__1,-0.38126838,-0.33528784100000003
glu__glu_ale8__1,-1.7208992674,0.8283894110000001
glu__glu_ale9__1,-0.195323918,0.9919839960000001
glu__glu_ale10__1,-2.2938745161,0.7961899990000001
42c__wt_42c__1,0.7242324322,0.145825392
42c__42c_ale1__1,-0.058883752000000004,0.709161196
42c__42c_ale2__1,-1.0544399383,0.46033182300000003
42c__42c_ale3__1,-2.268309443,0.40395618800000005
42c__42c_ale4__1,0.0530802077,1.375869152
42c__42c_ale5__1,-1.3384477232,0.020948662
42c__42c_ale6__1,-2.8410626739,1.483106068
42c__42c_ale8__1,-0.5968328734,1.6583733930000002
42c__42c_ale9__1,0.3657734541,-0.158321429
42c__42c_ale10__1,-0.5510386515,1.31606943
ssw__wt_ac__1,2.081716164,-0.055935688000000004
ssw__wt_glc__1,0.4850894846,-0.01756198
ssw__wt_glyc__1,0.0056498932000000005,0.100357399
ssw__wt_xyl__1,-1.6289186509,1.002742652
ssw__glc_ale1__1,0.4231953571,0.7260500240000001
ssw__glc_ale2__1,-0.5082393995,0.689549066
ssw__glc_ale3__1,-0.6501998848,0.606130139
ssw__glyc_ale1__1,-0.0415426927,0.814002191
ssw__glyc_ale2__1,-0.7006276354000001,0.699028375
ssw__xyl_ale1__1,-0.45863093400000005,0.6722707640000001
ssw__xyl_ale2__1,-0.0332773197,0.681979698
ssw__xyl_ale3__1,-1.8678815803000002,0.39982352800000004
ssw__glc_ac_ac2__1,-0.730971975,0.328793675
ssw__glc_ac_glc1__1,-1.2444821472,0.47105675900000005
ssw__glc_glyc_glc__1,0.48949845680000004,0.515236541
ssw__glc_glyc_glyc__1,1.448705772,0.5696956470000001
ssw__glc_xyl_glc__1,-1.8629211457000001,0.22969351100000002
ssw__glc_xyl_xyl__1,-1.1158289823,-0.34390918400000003
ica__wt_glc__1,-1.5638975487,-0.480857882
ica__wt_glc__2,-1.4340891264,-0.578092186
ica__wt_glc__3,-1.556834389,0.099806327
ica__wt_glc__4,-0.9375374249,-0.213085884
ica__arg_sbt__1,1.1374587455,-0.05858503
ica__arg_sbt__2,1.0773205062,0.13666757400000001
ica__cytd_rib__1,5.1263222144,-0.5336803880000001
ica__cytd_rib__2,5.1612888269,-0.5910532390000001
ica__gth__1,3.9359120277,-0.418355947
ica__gth__2,3.1710857708,-0.27086613800000003
ica__leu_glcr__1,-2.1025183021,-0.107678993
ica__leu_glcr__2,-1.9834288778,-0.163824678
ica__met_glc__1,-1.4924594483,-0.546733419
ica__met_glc__2,-1.5380053126000002,-0.56834717
ica__no3_anaero__1,-1.2058558388,0.38449631900000003
ica__no3_anaero__2,-1.293229726,0.37913775800000005
ica__phe_acgam__1,-2.4683334864,-0.221882464
ica__phe_acgam__2,-2.5009725634,-0.276884949
ica__thm_gal__1,1.7237906775,-0.14516495100000001
ica__thm_gal__2,1.3793694425,-0.09513489600000001
ica__tyr_glcn__1,-1.6708542119,-0.327082496
ica__tyr_glcn__2,-1.7708416403,-0.364387848
ica__ura_pyr__1,-1.5298556759,-0.220099603
ica__ura_pyr__2,-1.2877653812,-0.132779921
ica__wt_glc__5,-0.5284166516000001,-0.199088608
ica__wt_glc__6,-0.5062178392,-0.13700325800000002
ica__bw_delpurR_cytd__1,-0.7157261906,-0.340825792
ica__bw_delpurR_cytd__2,-1.4075783379,-0.132205168
ica__ade_glc__1,-0.767109624,-0.102217206
ica__ade_glc__2,-1.0564745984,-0.398008556
ytf__wt_glc__1,0.6741557724,0.016396516
ytf__wt_glc__2,0.4628193178,0.009981824
ytf__delyafC__1,2.1422828053,0.304967062
ytf__delyafC__2,1.7735465392,0.37698887000000003
ytf__delyeiE__1,0.0459762242,0.088116684
ytf__delyeiE__2,-0.2249075005,0.053602058
ytf__delyiaJ__1,1.4448009443,0.083246953
ytf__delyiaJ__2,1.648323715,0.06821092100000001
ytf__delyieP__1,0.2867728632,0.422439332
ytf__delyieP__2,0.8160538127,0.26519606700000004
ytf__wt_ph5__1,0.5005881157000001,-0.028385716000000002
ytf__wt_ph5__2,0.2862282682,0.052589848
ytf__wt_ph8__1,1.7693444127,-0.12044495200000001
ytf__wt_ph8__2,0.8214258729,-0.264703693
ytf__delybaO__1,1.9720051346,0.33223083200000003
ytf__delybaO__2,0.6971436364,0.368082081
ytf__delybaQ__1,0.7466023205,0.13421887600000001
ytf__delybaQ__2,0.9183294444000001,0.160153553
ytf__delybiH__1,0.8671505273000001,0.21746177100000003
ytf__delybiH__2,0.5936298957,0.221595498
ytf__delydcI_ph5__1,0.1265579392,0.08266115900000001
ytf__delydcI_ph5__2,0.032298137500000004,-0.048440097
ytf__delydcI_ph8__1,1.0088785244,0.047851352
ytf__delydcI_ph8__2,0.22470498390000002,-0.16318785200000002
ytf__delyddM__1,1.5581782765,0.33225084600000004
ytf__delyddM__2,1.0176194213,0.34719315900000003
ytf__delyheO__1,2.5628612791,0.125132092
ytf__delyheO__2,1.0905881856,0.44088138200000004
fps__bw_glc__1,0.5779945858000001,0.037117458
fps__bw_glc__2,0.5220831948,-0.134539447
fps__fps_thrA_ale1__1,1.4915086084,0.071807653
fps__fps_thrA_ale1__2,1.5105906176000001,0.103533182
fps__fps_thrA_ale2__1,-0.0126906775,-0.106877995
fps__fps_thrA_ale2__2,0.07858535200000001,0.088654542
fps__fps_serB_ale1__1,0.7670328953000001,0.163970057
fps__fps_serB_ale1__2,0.6494059607,0.129692057
fps__fps_serB_ale4__1,1.5153323977,0.12092161
fps__fps_serB_ale4__2,1.1172170577,0.234640379
fps__fps_ptsI_ale1__1,3.7990740653,-0.528276806
fps__fps_ptsI_ale1__2,3.620404563,-0.25984295900000004
fps__fps_ptsI_ale3__1,2.3912766371,-0.31487141500000004
fps__fps_ptsI_ale3__2,2.676907362,-0.514108207
pal__lyx_ale2_f6__1,4.7305512383,-0.0734742
pal__lyx_ale2__1,4.9289845736,-0.17901502800000002
pal__lyx_ale2__2,3.588778325,-0.067646172
pal__lyx_ale4__1,5.3661226347,-0.757135487
pal__lyx_ale4__2,4.5108180324,-0.714256305
pal__5drib_ale10_f18__1,4.7445739356,-0.425947409
pal__5drib_ale10_f18__2,4.7402196242,-0.320072283
pal__5drib_ale10__1,4.1290869592,0.063549284
pal__arab_ale14_f9__1,1.1735144164,-0.00579636
pal__arab_ale14_f9__2,1.5830920273,-0.070342124
pal__arab_ale14__1,-1.6533009481,-0.08406809999999999
pal__arab_ale14__2,-1.392745734,-0.237932257
pal__arab_ale16__1,0.2183122904,0.24818378100000002
pal__arab_ale16__2,2.1399592644,0.08143889
pal__tartr_ale26_f10__1,2.2741204999,-0.28355874400000003
pal__tartr_ale26_f10__2,3.4328884211,-0.34444035700000003
pal__tartr_ale26__1,0.9544622987,-0.101030035
pal__tartr_ale26__2,1.1561410753999999,-0.006583175
pal__tartr_ale28_f10__1,5.1475512025,-0.516739001
pal__tartr_ale28_f10__2,3.698118867,-0.549479895
pal__tartr_ale28__1,0.0960514719,-0.093535242
pal__tartr_ale28__2,-0.7065976619000001,0.053059021000000005
efeU__delmenFentC_citr__1,0.7321049350000001,0.15371748500000001
efeU__delmenFentC_citr__2,1.036369633,0.307202081
efeU__delmenFentC__1,1.2012333823,-0.015626586
efeU__delmenFentC__2,0.8206274944,-0.024029034
efeU__menFentC_ale39__1,-0.0535716937,0.535169934
efeU__menFentC_ale39__2,0.18651584000000002,0.513935447
efeU__menFentC_ale29__1,0.355840509,1.042391975
efeU__menFentC_ale29__2,-0.1923222735,1.071998817
efeU__menFentC_ale30__1,-0.9044102533,0.214277615
efeU__menFentC_ale30__2,-1.3894787753,0.334395799
efeU__menFentCubiC_ale36__1,0.0408214997,0.104342849
efeU__menFentCubiC_ale36__2,-0.42047699990000004,-0.03720659
efeU__menFentCubiC_ale37__1,-0.287817198,0.13253219800000002
efeU__menFentCubiC_ale37__2,-0.5176488697,0.020975448
efeU__menFentCubiC_ale38__1,-1.5855312152,0.500414198
efeU__menFentCubiC_ale38__2,-1.5993116632,0.40070529800000004
misc2__salc_glc__1,2.0859522635,0.012067689000000001
misc2__salc_glc__2,1.7963059358,0.525345975
misc2__dbcn_glc__1,-2.1019853478,-0.384481257
misc2__dbcn_glc__2,-0.9106995673,-0.050119061000000006
misc2__tyr_glc__1,-0.3216625457,0.032001421
misc2__tyr_glc__2,-0.0840814101,0.092333177
misc2__arg_cytd__1,-0.6952634271,-0.18747132300000002
misc2__arg_cytd__2,-1.2734373949,-0.128435462
misc2__delyheO_pyr__1,0.2257167286,0.129121866
misc2__delyheO_pyr__2,0.3196406868,0.062133499
nquinone__delubiC__1,-1.3231379692,0.004568056
nquinone__delubiC__2,-1.6961512048,-0.11833354
nquinone__ubiC_ale1__1,1.0759220781,0.123055435
nquinone__ubiC_ale1__2,0.4550329126,-0.08953241
nquinone__ubiC_ale2__1,1.3565598346,0.053660375
nquinone__ubiC_ale2__2,1.0594074807,0.109762602
nquinone__ubiC_ale3__1,-0.0249315422,-0.5928114520000001
nquinone__ubiC_ale3__2,0.23661643000000002,-0.634785786
nquinone__ubiC_ale4__1,1.3386855961,-0.041883281
nquinone__ubiC_ale4__2,0.9374586229,0.016096973
nquinone__delpdhR__1,-1.6611565503999999,-0.277858044
nquinone__delpdhR__2,-1.0530096104,-0.37882849300000004
quinone__glu_ale4__1,-0.41751476930000003,-0.19290332500000001
quinone__glu_ale4__2,0.19117973,0.294458908
quinone__delmenF__1,0.3360872734,0.088642203
quinone__delmenF__2,0.7723030809,-0.111137863
quinone__menF_ale5__1,0.359782721,0.9573589520000001
quinone__menF_ale5__2,0.7315082111,0.728007759
quinone__menF_ale6__1,0.46350106550000003,0.7181970590000001
quinone__menF_ale6__2,0.2744160082,0.82613368
quinone__menF_ale7__1,0.9327697448000001,0.72256446
quinone__menF_ale7__2,0.3444631402,0.699634658
quinone__menF_ale8__1,-0.3044496105,0.8006212490000001
quinone__menF_ale8__2,0.036950334700000004,0.986897067
quinone__delmenFubiC__1,-0.1517847993,0.19275060800000002
quinone__delmenFubiC__2,-0.400751454,0.21800202800000001
quinone__menFubiC_ale1__1,-0.3301402438,0.28303652700000004
quinone__menFubiC_ale1__2,-0.6469477266,0.18446563800000002
quinone__menFubiC_ale2__1,-0.4441727062,0.361462714
quinone__menFubiC_ale2__2,-0.8518466849,0.342182406
quinone__menFubiC_ale3__1,-0.9682682415,-0.016040684
quinone__menFubiC_ale3__2,-1.2764489771,0.07296690900000001
quinone__menFubiC_ale4__1,0.0856485486,0.8402806460000001
quinone__menFubiC_ale4__2,0.5398932166,0.810453214
oxyR__wt_glc__1,-1.244198295,-0.438769736
oxyR__wt_glc__2,-0.7908734105,-0.37633479999999997
oxyR__wt_h2o2__1,-1.039543927,-0.338583148
oxyR__wt_h2o2__2,0.7389441239,-0.215638761
oxyR__glu_ale4__1,0.3483877944,-0.0436994
oxyR__glu_ale4__2,-0.26896817160000003,-0.024792404
oxyR__glu_ale4_h2o2__1,0.9074819194,0.060978554000000004
oxyR__glu_ale4_h2o2__2,-1.2960835209,0.132417694
oxyR__oxyR_ale17__1,-0.8807089069,0.12499455100000001
oxyR__oxyR_ale17__2,-1.7122750555000001,0.13811099
oxyR__oxyR_ale17_h2o2__1,0.352977766,0.245540275
oxyR__oxyR_ale17_h2o2__2,-1.5179255118000001,-0.013759083
oxyR__oxyR_ale18__1,-1.1282349753,-0.6026056790000001
oxyR__oxyR_ale18__2,-0.7585197933000001,-0.631865444
oxyR__oxyR_ale18_h2o2__1,-2.0858870982,-0.241448938
oxyR__oxyR_ale18_h2o2__2,-1.9134519421,-0.137083712
oxyR__oxyR_ale19__1,-1.3420020008,-0.5919758070000001
oxyR__oxyR_ale19__2,-0.5974988222000001,-0.439324441
oxyR__oxyR_ale19_h2o2__1,-1.2643638289,-0.584750003
oxyR__oxyR_ale19_h2o2__2,-1.6432460991,-0.587948704
oxyR__oxyR_ale20__1,-2.4222854078,-0.15348392
oxyR__oxyR_ale20__2,-2.5982411181,0.021158011
oxyR__oxyR_ale20_h2o2__1,-1.3489343522000001,-0.080523332
oxyR__oxyR_ale20_h2o2__2,-1.2886515376,-0.00428805
svns_pgi__BmePgi24_15__1,0.35780939570000003,-0.169825638
svns_pgi__BmePgi24_15__2,0.8304160086,-0.12821284800000002
svns_pgi__BmePgi24_26__1,0.0694126186,-0.01015565
svns_pgi__BmePgi24_26__2,-0.1240022543,0.096174466
svns_pgi__BmePgi24_41__1,2.0219928646,0.298562447
svns_pgi__BmePgi24_41__2,0.0310770897,0.045403283
svns_pgi__BmePgi24_52__1,0.332085312,-0.07089761900000001
svns_pgi__BmePgi24_52__2,0.43120596110000003,-0.147022717
svns_pgi__PaePgi2_34__1,1.1601250461000001,0.296650585
svns_pgi__PaePgi2_34__2,1.4926625675,0.23176671100000001
svns_pgi__PaePgi2_63__1,1.26468376,0.31907455500000004
svns_pgi__PaePgi2_63__2,2.1249098583,0.40014808500000004
svns_pgi__PaePgi24_54__1,-2.0234194425,0.28537808600000003
svns_pgi__PaePgi24_54__2,-2.176942414,0.265461543
svns_pgi__PaePgi24_90__1,-1.6194657814,0.347990287
svns_pgi__PaePgi24_90__2,-1.757647284,0.362947821
abx_media__m9_ctrl__1,1.7802221311,-0.131245061
abx_media__m9_ctrl__2,1.5046322873,-0.349379751
abx_media__rpmi_ctrl__1,-3.2694944478,-0.8294455340000001
abx_media__rpmi_ctrl__2,-2.082443559,-0.626012081
abx_media__camhb_ctrl__1,-2.8832977338,-1.488160957
abx_media__camhb_ctrl__2,-2.1276215382,-1.625687413
abx_media__m9_mero__1,-0.0824497817,-0.34754196600000004
abx_media__m9_mero__2,0.48627870430000003,-0.307030065
abx_media__rpmi_mero__1,-3.4937937112,-1.338828533
abx_media__rpmi_mero__2,-3.8061732928,-1.107059062
abx_media__camhb_mero__1,-3.3980507474,-2.180099528
abx_media__camhb_mero__2,-3.5524394302999998,-2.096276761
abx_media__m9_trisulf__1,0.2529422143,-0.139959084
abx_media__m9_trisulf__2,-0.021245654200000002,0.015951892000000002
abx_media__rpmi_trisulf__1,-4.2460968639,-1.172186202
abx_media__rpmi_trisulf__2,-4.2761949952,-1.008222781
abx_media__camhb_trisulf__1,-3.8599158507,-0.9112693970000001
abx_media__camhb_trisulf__2,-3.8489637889,-0.807586412
abx_media__m9_cef__1,1.9984075569000002,-0.339926744
abx_media__m9_cef__2,1.4478684884000002,-0.440509185
abx_media__rpmi_cef__1,-4.5280358115,-1.349240612
abx_media__rpmi_cef__2,-4.6844278167,-1.251646336
abx_media__camhb_cef__1,-3.3364302135,-1.159830713
abx_media__camhb_cef__2,-3.5159522187,-1.335377199
abx_media__m9_cipro__1,2.18823859,-0.6571562590000001
abx_media__m9_cipro__2,1.8067960926,-0.584471124
abx_media__rpmi_cipro__1,-3.9964987629,-0.9740987999999999
abx_media__rpmi_cipro__2,-4.0713081904,-1.220790022
abx_media__camhb_cipro__1,-4.9816644216,-1.37629401
abx_media__camhb_cipro__2,-5.2013294334,-1.485075182
hot_tale__42c_ale3_30c__1,-2.0114287877,0.102978704
hot_tale__42c_ale3_30c__2,-1.8353527613,0.06935231700000001
hot_tale__42c_ale3_37c__1,-2.0290330066,0.125458718
hot_tale__42c_ale3_37c__2,-1.4551367953,0.107706194
hot_tale__42c_ale3_44c__1,1.026750094,0.487076231
hot_tale__42c_ale3_44c__2,0.9091293304,0.471500644
hot_tale__hot_ale3_mid_30c__1,-1.9443609953,0.336585664
hot_tale__hot_ale3_mid_30c__2,-1.8824278751999999,0.382571661
hot_tale__hot_ale3_mid_37c__1,-2.5316070803,-0.019431798
hot_tale__hot_ale3_mid_37c__2,-1.4998982091,0.058682151
hot_tale__hot_ale3_mid_44c__1,-2.9525965552,0.259448779
hot_tale__hot_ale3_mid_44c__2,-1.1135133087,0.24834602100000003
hot_tale__hot_ale3_30c__1,-3.1255569358,0.17429127300000002
hot_tale__hot_ale3_30c__2,-2.6513740761999998,0.18850232
hot_tale__hot_ale3_37c__1,-2.2643129085,0.027364024
hot_tale__hot_ale3_37c__2,-1.5388997218,-0.06577467000000001
hot_tale__hot_ale3_44c__1,-1.1578437551,0.290879451
hot_tale__hot_ale3_44c__2,-1.206211615,0.102424046
hot_tale__hot_ale4_30c__1,-1.8767402643,0.004880579
hot_tale__hot_ale4_30c__2,-1.9768804367000001,0.032694805
hot_tale__hot_ale4_37c__1,-0.9533193942,0.007561335000000001
hot_tale__hot_ale4_37c__2,-1.2199738422,-0.037222438000000004
hot_tale__hot_ale4_44c__1,-0.8787424867,0.479464875
hot_tale__hot_ale4_44c__2,-1.4356912028,0.45093482700000004
hot_tale__hot_ale8_30c__1,-2.7229146882,-0.022925348
hot_tale__hot_ale8_30c__2,-2.5569915328,0.010796591000000001
hot_tale__hot_ale8_37c__1,-1.3749876603,-0.00876726
hot_tale__hot_ale8_37c__2,-1.6114763096,-0.13580435600000001
hot_tale__hot_ale8_44c__1,-0.3121937345,0.553886459
hot_tale__hot_ale8_44c__2,-0.27466915680000004,0.5773382340000001
hot_tale__hot_ale9_mid_30c__1,-1.9618481013,0.195937845
hot_tale__hot_ale9_mid_30c__2,-2.1228890958,0.187083365
hot_tale__hot_ale9_30c__1,-1.7211807899,-0.097278178
hot_tale__hot_ale9_30c__2,-2.1358888446,0.048488044
hot_tale__hot_ale9_mid_37c__1,-0.9038017587,-0.114938253
hot_tale__hot_ale9_mid_37c__2,-0.9223681141000001,0.10078223
hot_tale__hot_ale9_37c__1,-1.1917993703,-0.16354514
hot_tale__hot_ale9_37c__2,-1.2042698852,-0.083896546
hot_tale__hot_ale9_mid_44c__1,0.1556668029,0.5634074050000001
hot_tale__hot_ale9_mid_44c__2,0.25227896650000003,0.498937145
hot_tale__hot_ale9_44c__1,0.1295431695,0.35882876
hot_tale__hot_ale9_44c__2,-0.251743237,0.28306778400000004
hot_tale__hot_ale10_30c__1,-2.9718061377,0.357664523
hot_tale__hot_ale10_30c__2,-2.7766662650000002,0.20773022800000002
hot_tale__hot_ale10_37c__1,-2.0755696896,-0.170759881
hot_tale__hot_ale10_37c__2,-1.710852285,-0.17140476100000002
hot_tale__hot_ale10_44c__1,-0.5630182137,0.318977977
hot_tale__hot_ale10_44c__2,-1.3717784676,0.24297032000000002
hot_tale__hot_ale16_30c__1,-3.052335563,0.025782379
hot_tale__hot_ale16_30c__2,-2.5544470497000002,0.11018809500000001
hot_tale__hot_ale16_37c__1,-1.9408082365000001,0.034193491
hot_tale__hot_ale16_37c__2,-1.5927445368000002,-0.08029525400000001
hot_tale__hot_ale16_44c__1,-0.5003757038000001,0.32037543100000004
hot_tale__hot_ale16_44c__2,-0.2482826746,0.6014940440000001
pdhr_ale__pdhR-13_51__1,0.5695923478,-0.34607950200000004
pdhr_ale__pdhR-13_51__2,-0.4281872673,-0.400507047
pdhr_ale__pdhR-14_46__1,2.275282603,-0.275151207
pdhr_ale__pdhR-14_46__2,2.5845024272,-0.164739877
pdhr_ale__pdhR-15_51__1,-0.4936911517,-0.10036647700000001
pdhr_ale__pdhR-15_51__2,-0.37502905870000003,-0.274471571
pdhr_ale__pdhR-16_49__1,1.5922592509,-0.235260246
pdhr_ale__pdhR-16_49__2,2.1494070253,-0.45950303800000003
tcs__del_atoC_LiAcet__1,-1.2055116579,0.21678681100000002
tcs__del_atoC_LiAcet__2,-1.5567677809,0.25797941900000004
tcs__del_atoC_LiCl__1,-0.2790832139,0.236870357
tcs__del_atoC_LiCl__2,-1.469570396,0.19785829800000002
tcs__del_atoC_m9__1,-0.10778136320000001,0.35525697900000003
tcs__del_atoC_m9__2,-0.5360148686,0.264007853
tcs__del_baeR_etoh__1,14.7145448642,1.510286662
tcs__del_baeR_etoh__2,14.5972247203,1.6618271230000001
tcs__del_baeR_lb__1,22.0292200687,0.058411042
tcs__del_baeR_lb__2,21.6756670839,0.101235034
tcs__del_btsR_01xlb__1,6.5040530213,-1.243311533
tcs__del_btsR_01xlb__2,6.0982492593,-1.178526558
tcs__del_btsR_lb__1,14.9050317226,0.6931839080000001
tcs__del_btsR_lb__2,14.5705253165,0.602493193
tcs__del_btsR_pyruvate__1,6.1556699634,-1.438564881
tcs__del_btsR_pyruvate__2,5.9844377572,-1.488516938
tcs__del_cpxR_etoh__1,7.880529362,1.367213764
tcs__del_cpxR_etoh__2,7.5910391418,1.3967363430000002
tcs__del_cpxR_lb__1,24.651179967,0.34482381900000003
tcs__del_cpxR_lb__2,25.5658292435,0.42007520800000003
tcs__del_cusR_CuSO4__1,10.5300222154,0.423969976
