,A,CcpA
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,-28.73579846,8.3101269877
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,-38.58139406,8.4024820335
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,1.523226405,9.4393583852
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,1.451246436,9.4258477085
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,-26.96666081,9.5963154516
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,-23.51370748,9.4992768738
USA300_LAC_ICA-Set002_CAMHB_Control_1,2.5522580870000002,9.5080276727
USA300_LAC_ICA-Set002_CAMHB_Control_2,1.349015438,9.4033816667
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_1,-31.89701995,10.1344836945
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_2,-32.13451544,9.9882854039
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_1,-29.11388503,9.4797059033
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_2,-29.08711615,9.4404912756
USA300_SNFM1_ICA-Set002_CAMHB_Control_1,-2.097608356,9.6817232838
USA300_SNFM1_ICA-Set002_CAMHB_Control_2,0.6244639820000001,9.841309538400001
USA300_SNFM1_ICA-Set002_R10LB_Control_1,-32.55056432,9.4038575394
USA300_SNFM1_ICA-Set002_R10LB_Control_2,-32.61689882,9.3901140832
USA300_SNFR19_ICA-Set002_CAMHB_Control_1,-2.734764156,9.6790684383
USA300_SNFR19_ICA-Set002_CAMHB_Control_2,-3.33956418,9.6680902554
USA300_SNFR19_ICA-Set002_R10LB_Control_1,-31.51562856,9.810191122700001
USA300_SNFR19_ICA-Set002_R10LB_Control_2,-31.71003351,9.8046968474
USA300_TCH1516_ICA-Set002_CAMHB_Control_1,0.150854185,9.6827460199
USA300_TCH1516_ICA-Set002_CAMHB_Control_2,-0.150854185,9.5366342201
USA300_TCH1516_ICA-Set002_R10LB_Control_1,-20.22769516,8.23137782
USA300_TCH1516_ICA-Set002_R10LB_Control_2,-21.83332127,8.5150845256
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_2,3.193560587,8.8360940451
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_1,-7.103291397,9.8145104547
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_1,3.212379477,8.9914415647
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_2,-9.01778892,9.7038956799
USA300_TCH1516_ICA-Set003_250nMParaquat_1,1.8854106860000002,10.2591987086
USA300_TCH1516_ICA-Set003_250nMParaquat_2,1.62040454,10.0341207426
USA300_TCH1516_ICA-Set003_2gLGalactose_1,0.743924762,10.0702950202
USA300_TCH1516_ICA-Set003_2gLGalactose_2,1.249041099,10.1033360108
USA300_TCH1516_ICA-Set003_2gLPyruvate_1,3.686884902,10.2803486238
USA300_TCH1516_ICA-Set003_2gLPyruvate_2,3.725087027,10.0686257599
USA300_TCH1516_ICA-Set003_Control_1,-0.21181597700000002,10.3008628062
USA300_TCH1516_ICA-Set003_Control_2,0.87978113,10.1283698538
USA300_TCH1516_ICA-Set003_StationaryPhase_1,-6.392412659,10.5533580836
USA300_TCH1516_ICA-Set003_StationaryPhase_2,-5.044906558,10.4508470427
