,A,Fnr,NarP,NarL,ModE,flhD
ros_tale__3_2_250pq__1,0.8475572603885724,0.9029290279999992,-0.7862560049999994,-2.0783476535,-0.7467026489999986,-1.915155968
ros_tale__3_2_250pq__2,11.694450644700346,0.6096105479999991,-0.4528927719999993,-2.0746081034999992,-1.0136042179999991,-1.4207847940000002
ros_tale__3_2_750pq__1,14.829276425171804,0.6418914279999992,-0.5224396909999998,-2.1275063915,-0.9282869389999986,-1.852498172
ros_tale__3_2_750pq__2,13.244496662982923,0.6362542679999983,-0.8069932049999995,-2.3579970185,-1.353527956999999,-2.3286708540000003
ros_tale__3_3_0pq__1,-1.5252070168952625,-0.06992816900000065,-0.5874531549999995,-1.8370052495,-0.23824227799999864,1.019626883
ros_tale__3_3_0pq__2,-1.6254258211307366,-0.35693888800000195,-0.26153147099999874,-1.7173618164999995,-0.4524503659999972,1.283204540999999
ros_tale__3_3_0pq__3,-1.0410351087478114,-0.20300362200000066,-0.5947065509999998,-1.7870395075000003,-0.23101318199999896,0.7258731310000002
ros_tale__3_3_0pq__4,-1.4114487789494676,-0.5671932900000005,-0.2691165829999997,-1.6567116115000005,-0.12403207199999855,1.1437955750000004
ros_tale__3_3_250pq__1,-0.3110101223594019,0.17681958499999872,-1.7736283379999995,-2.4111822805000003,-0.3590993869999988,0.4990558909999994
ros_tale__3_3_250pq__2,-0.7798813288207086,-0.014051734000000593,-1.985994303,-2.2699596575000003,-0.07605002399999883,0.3028116750000001
ros_tale__3_3_750pq__1,-0.3716933488616156,0.16454690599999822,-1.9739773489999992,-2.3179693285,-0.09901236499999833,0.5250592869999995
ros_tale__3_3_750pq__2,0.2000311658080981,0.049420889999998614,-1.7869939409999995,-2.0950462524999995,-0.15454761799999872,0.3702843619999996
ros_tale__3_4_0pq__1,-1.0431149162576807,1.140941987999998,-0.32164411199999954,-2.3321637484999997,-0.7464718409999982,-1.2201661390000007
ros_tale__3_4_0pq__2,-0.7049253095667789,1.045733607999999,-0.21660716099999888,-2.4009682345,-0.7565559399999984,-1.1946168579999998
ros_tale__3_4_250pq__1,-3.41606857776408,1.6871186179999995,-0.2936170019999995,-2.9070275735,-0.4982651439999986,-0.709182255
ros_tale__3_4_250pq__2,-2.9121134735534198,1.9246012179999996,-0.4686857009999992,-2.7011237664999994,-0.6569439999999984,-1.0204325280000006
ros_tale__3_4_750pq__1,-0.1651673537416748,1.2535135879999988,-0.5844309399999991,-2.5270212165,-0.8370652859999987,-1.0602684830000006
ros_tale__3_4_750pq__2,-1.748882551448535,1.4200948579999988,-0.3607269229999997,-2.6169661445,-0.7999498939999983,-0.7204932920000005
pcoli__atASMT_325G__1,-0.6332133095227593,-0.4602264240000018,-0.15391931499999956,-0.5945350324999996,-0.3287636479999989,-0.18578411200000036
pcoli__atASMT_325G__2,-1.1346529361045674,-0.4407618760000016,-0.4103577159999992,-0.6742076345000001,-0.2258183599999981,-0.13793855900000018
pcoli__bpTDC__1,-0.3264523750685702,-0.3905470610000013,0.019641852000000348,-0.42577327849999946,-0.3036272709999972,-0.3423745970000001
pcoli__bpTDC__2,-0.2595259631797392,-0.33950688700000065,-0.16313849400000002,-0.6019739854999999,-0.4662522719999984,-0.257552392
pcoli__BRCA__1,-0.5470721242797131,-0.43615873400000105,-0.12725835599999868,-0.8740727555000003,-0.3483094669999991,0.23428068699999915
pcoli__BRCA__2,-0.4617006247397927,-0.4686541300000009,0.060138943000001006,-1.0234973265000002,-0.43931108599999824,0.18802467400000025
pcoli__BRCActrl__1,-0.0617686508985477,-0.4039888910000009,-0.029671627999999117,-0.5740491795000002,-0.09969885599999716,-0.6308251839999999
pcoli__BRCActrl__2,0.8269380869905133,-0.4444890530000016,-0.11711174599999907,-0.5252165024999993,-0.018491554999997998,-0.5936825780000001
pcoli__BRCAswap__1,-1.644179889784585,-0.5007945340000006,-0.4710295979999994,-0.3716597765000005,-0.3181784269999985,-0.31695103699999994
pcoli__BRCAswap__2,-1.3491666033817302,-0.5053284840000014,-0.380978475,-0.2293440545000003,-0.0880869209999986,-0.14393572
pcoli__btAANAT__1,-1.110989824151819,-0.4664706570000003,-0.8017523159999991,-0.4059400894999996,-0.33514033799999865,-0.22435674000000014
pcoli__btAANAT__2,-1.3062309197603326,-0.3767592230000005,-0.7643708419999989,-0.31513347349999954,-0.2511361229999993,-0.2786531850000005
pcoli__btASMT__1,-1.6443153243667696,-0.5001192040000007,-1.236689558999999,-0.1439362854999997,-0.4794733929999984,0.0317339539999999
pcoli__btASMT__2,-1.8596752801294325,-0.4153459760000011,-0.8515527319999991,-0.0009237544999995961,-0.3999555409999989,0.0710262239999997
pcoli__CC1__1,-2.066488325491698,-0.5118250530000008,-0.4965836629999991,-0.043982127499999635,-0.2369661439999984,-0.5016472170000004
pcoli__CC1__2,-2.7141091841165204,-0.3148570140000011,-1.470505629999999,0.09599383349999968,-0.2771438169999989,-0.6719370409999996
pcoli__ccCOMT__1,-0.7970101775356784,-0.4821603170000017,-0.05801645799999911,-0.5080616015000006,-0.3169259099999984,0.18582819399999995
pcoli__ccCOMT__2,-0.4744804333115935,-0.4097629730000012,-0.16304485899999932,-0.4949952145000003,-0.28475194999999864,0.031359175000000405
pcoli__ckDDC__1,-0.4495744693157226,-0.6301229880000019,-0.1910136609999986,-0.19097546550000025,-0.1569802669999989,-0.9186312370000004
pcoli__ckDDC__2,0.0320231507980048,-0.6381489420000008,-0.3008564059999985,-0.061367065499999825,-0.2415329189999991,-1.2799479999999999
pcoli__CNTF_belt__1,-2.3791397977148767,-0.2983868250000015,-0.9171236159999996,-0.20005541249999936,-0.292139944999998,-0.6134595020000004
pcoli__CNTF_belt__2,-2.354710741316205,-0.3800616630000011,-1.2061898259999992,0.08148287250000052,-0.3233528659999987,-0.14454730699999985
pcoli__cobPNMT__1,-0.8132999450806794,-0.4008976880000006,-0.4811257599999994,-0.4023656715000001,-0.3320218829999986,-0.04459255700000053
pcoli__cobPNMT__2,-0.6174641124844107,-0.4210134200000013,-0.2581195300000001,-0.5218830954999998,-0.24379054299999936,-0.1070840569999998
pcoli__cvPhhB__1,-0.9701051672544938,-0.5254932990000007,0.009245724000001232,-0.44880965449999977,-0.20065404299999834,0.16554356899999956
pcoli__cvPhhB__2,-0.2602848400886491,-0.7439974980000006,0.23036418600000094,-0.4797649874999994,-0.00992188499999802,0.18763217199999985
pcoli__ggAANAT__1,-0.4372046349229626,-0.4627207230000003,-0.19329694099999892,-0.4959027615,-0.3798557099999984,0.15607412599999915
pcoli__ggAANAT__2,-0.0183094558441193,-0.4205303770000004,-0.16526028399999948,-0.5030244974999993,-0.3296727309999987,0.03690393000000025
pcoli__ggTPH__1,-1.2220834777106608,-0.4549850710000012,-0.7378494279999996,-0.6399381774999995,-0.3837409869999986,0.17281998799999965
pcoli__ggTPH__2,-1.2331099628655682,-0.4975143120000016,-0.540886939,-0.8038166894999996,-0.2943790679999987,0.055075384000000234
pcoli__hsAANAT__1,-2.3780744552887207,0.02233214599999833,-0.7761328529999991,0.17672431550000045,0.06550488400000276,-1.5833101850000002
pcoli__hsAANAT__2,-2.689497054045814,-0.17518171200000054,-1.070688734,0.17797426849999987,-0.05685958999999841,-1.3983166670000005
pcoli__hsASMT__1,-0.5179895625580607,-0.4829606560000013,-0.1257197209999985,-0.4642016965,-0.39484766599999865,0.03358997900000027
pcoli__hsASMT__2,-0.5179627904089534,-0.4025945610000008,-0.04914206299999968,-0.5092591385,-0.2917553119999985,-0.06164850099999964
pcoli__hsPNMT_mb__1,-0.1776704261631315,-0.3763032000000006,-0.3020539469999992,-0.4800181165000002,-0.3158838289999988,-0.1852465160000003
pcoli__hsPNMT_mb__2,-0.4321861085531241,-0.4244936110000008,-0.3598738039999993,-0.4852757215000008,-0.37457602799999895,-0.1692054720000007
pcoli__hsTPH__1,-0.4581636463115415,-0.4364301220000009,-0.292955705999999,-1.096724342499999,-0.6710795509999983,-0.2264866789999997
pcoli__hsTPH__2,-0.6710116030789115,-0.5736641880000004,-0.12262459999999994,-0.9809825245,-0.2347045879999987,0.19835235499999992
pcoli__hsTPH_E2K__1,-1.231708096368792,-0.1253592690000005,-1.3046296689999997,-0.3183766274999993,-0.3219531759999983,-0.4541990170000005
pcoli__hsTPH_E2K__2,-1.849903689918144,-0.08738553500000101,-0.999237589999999,-0.3063947874999995,-0.2082453309999988,-0.7808787170000002
pcoli__hsTPH_E2K_N91I_P99C__1,-0.3059916156653774,-0.3295064520000004,-0.6163053349999991,-0.7407224924999998,-0.8483595569999984,0.03221731899999991
pcoli__hsTPH_E2K_N91I_P99C__2,-0.4799789511310358,-0.4272124510000008,0.008228135000000414,-0.7195519345000001,-0.4572264889999991,0.11798027099999953
pcoli__hsTPH_N158trunc__1,-0.4161258149597656,-0.04011854100000178,-0.3573959009999985,-0.3692697815000008,-0.2877227909999984,-0.7057903330000004
pcoli__hsTPH_N158trunc__2,-0.5087623069099269,-0.0891516370000005,-0.5799933669999993,-0.4899277475000003,-0.37016865499999785,-0.9148671090000002
pcoli__hsTPH_N174trunc__1,-1.7538392095843385,-0.4509407600000017,-0.7330438959999991,-0.5297338444999999,-0.29333910799999874,-0.2551150180000006
pcoli__hsTPH_N174trunc__2,-1.384872561746431,-0.2544656520000004,-0.7356081739999993,-0.5399660135000001,-0.1569112199999978,-0.5100540550000003
pcoli__hsTPH_Ntermtrunc__1,-2.3303005104610737,0.08120852199999895,-0.7081907129999996,0.43524424449999977,0.4047375140000016,-0.8488986370000005
pcoli__hsTPH_Ntermtrunc__2,-1.6496738019940578,-0.3630076400000011,-0.4306324599999991,0.6075804584999993,0.14264385500000198,-0.5080177590000003
pcoli__hsTPH1__1,-1.3396893290306389,-0.4578139740000005,-0.6105454719999992,-0.2607317304999999,-0.3278849259999985,0.07633972599999961
pcoli__hsTPH1__2,-1.6485092149369345,-0.4164835860000018,-0.5932696519999991,-0.27928310450000016,-0.2671251169999991,-0.14131750900000029
pcoli__MBP__1,-0.381231113382169,-0.9117002910000008,-0.4934975219999993,-0.7889837015000003,-0.23850701999999835,0.12463520099999935
pcoli__MBP__2,-0.9133669537383634,-0.3261531160000004,-1.2982309999999997,-0.29348330249999943,-0.2675639779999983,-0.2608477310000001
pcoli__msCOMT__1,0.5690991156311174,-0.4175279690000018,0.4387122640000012,-0.5418198754999999,-0.381264449999998,0.4646744839999997
pcoli__msCOMT__2,-0.0811914237257372,-0.3509913490000009,0.05570758200000103,-0.5107075374999992,-0.4888238839999994,0.338112475
pcoli__ocAANAT__1,-0.5395307395945266,-0.3931989210000015,-0.4643002940000001,-0.6138434604999999,-0.592812938999999,0.2588293430000013
pcoli__ocAANAT__2,-0.947965900803648,-0.40912006900000186,-0.27539460899999924,-0.6652457934999996,-0.30929775099999723,0.011277847999999755
pcoli__osTDC_K374H__1,-1.1293887170117451,-0.4867337290000009,-0.4290775929999997,0.3972365025000002,0.11189831900000158,-0.509047689
pcoli__osTDC_K374H__2,-1.020955039855638,-0.5400144710000011,-0.3085949039999996,0.5434466144999988,-0.06164252199999876,-0.373826877
pcoli__osTDC_K374L__1,0.340830133732841,-0.3414374370000015,0.18624569999999974,-0.2198352054999999,-0.34610836999999783,0.936220745
pcoli__osTDC_K374L__2,0.3388312780760399,-0.2780145520000019,0.2303825830000008,-0.14079581050000026,-0.15453107899999896,0.66183032
pcoli__osTDC_K374Q__1,-1.7734330980265194,-0.5542566460000007,-0.6006167139999999,-0.2760847524999992,-0.3600604539999983,-0.0564556430000005
pcoli__osTDC_K374Q__2,-2.148354648634895,-0.5038226680000015,-0.5984220879999995,-0.12585417549999978,-0.3569368469999983,-0.04394127900000111
pcoli__osTDC_L360V__1,-0.440425007485442,-0.5578479170000019,0.009581501000000436,-0.7044672034999984,-0.4123202459999984,-0.016728549999999842
pcoli__osTDC_L360V__2,0.0527461368912655,-0.4621018020000012,0.1513906630000008,-0.6702064145000001,-0.12325080999999916,0.05080141000000005
pcoli__pmTPH__1,-0.3038423257730935,-0.3615149380000009,-0.5237305479999996,-0.8203616895000003,-0.5005075459999988,0.3794808159999992
pcoli__pmTPH__2,0.0594682330187926,-0.25580899000000196,-0.36076860299999947,-0.5814454734999996,-0.4830045459999983,0.3449580499999998
pcoli__RFC__1,0.7239406879995507,-0.3978887450000013,-0.3964333379999996,-0.7457907865000006,-0.5805857819999991,-0.17986634000000026
pcoli__RFC__2,0.533225096326555,-0.3922490920000019,-0.2425950749999997,-0.8047283165000003,-0.4858995799999981,-0.11846742
pcoli__RFCctrl__1,-2.468223988313588,-0.44447988700000174,-0.6624935099999991,-0.011515938499999656,-0.06636140799999879,-1.3884989719999998
pcoli__RFCctrl__2,-2.488078744814781,-0.4408784980000018,-0.23232157099999906,-0.033051968499999695,-0.006194299999997988,-1.6982817060000004
pcoli__RFCnopause__1,-2.2743504627964835,-0.2864244790000008,-0.37336500500000014,0.11185093150000024,0.2297446340000011,-1.554378443
pcoli__RFCnopause__2,-1.6063856556025322,-0.08273235300000081,-0.3483593839999992,0.10091024750000076,0.0708182870000007,-2.0026707420000003
pcoli__RFCpluspause__1,-2.1324201723738816,0.1545512699999989,-0.8496136739999995,0.2887766645000003,0.041044338000001616,-1.5091012950000002
pcoli__RFCpluspause__2,-1.818310207751792,0.07042016199999956,-0.7975108889999998,0.3286167855000004,-0.11575654699999838,-1.8029479870000005
pcoli__rnCOMT_sol__1,-2.568422906309668,-0.17274806600000048,-0.4684706769999991,0.2604318434999993,0.18063276700000144,-1.307771849
pcoli__rnCOMT_sol__2,-2.764559640906124,-0.4337834540000003,-0.5274584969999987,0.14479610750000038,0.12542722200000167,-1.2493673030000003
pcoli__rnPNMT__1,0.5301510007631166,-0.3179635610000009,-0.6539227619999988,-0.6503718574999997,-0.5844530219999989,0.5250519550000003
pcoli__rnPNMT__2,0.7041968186816778,-0.18763661800000087,-0.28373355,-0.5710341855000003,-0.4259517419999988,0.4175842190000001
pcoli__rnTDC__1,-0.7709139088851958,-0.42691140300000185,0.008975653000001138,-0.8034015284999994,-0.26445898899999953,0.10938717199999992
pcoli__rnTDC__2,-0.104653262639009,-0.3748737990000013,-0.5705894549999995,-0.5989118515000005,-0.5151405229999986,0.018000267999999764
pcoli__rnTDC_trunc__1,-0.7029476257413155,-0.4044171730000006,-0.3493528879999994,-0.1505094954999997,-0.04487491099999818,0.3822537619999995
pcoli__rnTDC_trunc__2,-0.5096948524447091,-0.4447234620000007,-0.3927113309999992,-0.13359554450000033,0.09402653600000123,0.2914395319999992
pcoli__saCOMT_T2A__1,-0.5460931455205886,-0.42860287400000097,0.020171685000000217,-0.5705627094999999,-0.3593255149999983,0.06587099900000126
pcoli__saCOMT_T2A__2,-1.036483202969416,-0.3781226900000014,-0.3138244609999985,-0.5225363465000008,-0.3096866049999987,0.1642386879999993
pcoli__sfCOMT__1,0.2115399525966506,-0.44960219400000057,-0.5515390899999995,-0.8298738904999999,-0.7749173529999993,0.27440980599999953
pcoli__sfCOMT__2,-0.3827575968717509,-0.5031535040000019,-0.0847998419999989,-0.8771755674999993,-0.6774536509999987,0.154865719
pcoli__sgAANAT_D63G__1,-0.3780010461054448,-0.504442709000001,0.09455757900000084,-0.7726151815000001,-0.3659153499999981,0.03313893699999948
pcoli__sgAANAT_D63G__2,-0.5901811083379654,-0.505781927000001,-0.9593520039999994,-0.6505942794999999,-0.4934504379999991,0.16632096799999996
pcoli__ssDDC__1,-0.5472765217783095,-0.4876204370000004,0.06707758200000047,-0.4901580805000005,-0.4334072549999979,0.3365924790000001
pcoli__ssDDC__2,-0.7536342056549665,-0.4406569140000016,0.15071598700000075,-0.41093302949999977,-0.2266117879999987,-0.06356153399999975
pcoli__TP53B__1,-1.3805316197190225,-0.3751957170000004,-0.05488378099999913,-0.31459414650000017,-0.3765214729999986,-0.0023514069999999165
pcoli__TP53B__2,-1.614330466396466,-0.3936893330000011,0.07688720999999976,-0.41722876849999935,-0.17163325199999854,-0.1733998950000002
pcoli__WT__1,-1.6022471868809562,-0.017957380000000356,-0.2755351819999978,0.38078835949999856,0.558683546000001,-0.8565807059999999
pcoli__WT__2,-1.720699268765184,0.0652472039999985,-0.19931597699999948,0.3210873534999994,0.5196512760000012,-0.4134160030000009
cck__glu_ale4__1,3.21017549056984,-0.35945235700000033,0.1617316010000005,-0.022228270500000317,-0.24601502799999864,1.5301317630000002
cck__glu_ale4__2,4.06627063280728,-0.8305684780000018,0.5426541470000004,-0.3838881334999984,-0.6627325939999986,1.3986471089999997
cck__cck_ale1__1,4.304317044845987,-0.961059598000002,0.2581616440000012,-0.4706912815000006,-0.6895097549999987,1.266808652
cck__cck_ale1__2,4.619261984231425,-0.9317755310000012,0.2101293670000004,-0.3814748984999996,-0.8489154349999986,1.5359808199999998
cck__cck_ale2__1,4.209258698689481,-0.9685375080000008,0.17387967600000032,-0.5828621515000005,-0.7269177759999987,1.2466530909999989
cck__cck_ale2__2,3.6644165135325264,-0.981337131,0.299090906,-0.3574557165000005,-0.7082007519999989,1.1944629369999982
cck_pgi__gmos_delpgi__1,0.351024360294915,-0.4628090460000021,-0.4368580769999992,0.033470925500000526,-0.3020494419999986,1.6078098019999991
cck_pgi__gmos_delpgi__2,2.0769508400580268,-0.16406430800000038,-0.5195871819999995,0.16535923949999987,0.16490494500000175,1.2944104019999996
cck_pgi__pgi_ale1__1,1.7616885238095903,-0.4282732630000013,-0.29786814599999895,0.1535600155000001,-0.15765975099999885,1.6095842200000003
cck_pgi__pgi_ale1__2,2.318793703874982,-0.7639974080000016,-0.11143081799999964,-0.05100116050000025,-0.4109252829999983,1.387747062
cck_pgi__pgi_ale2__2,0.5184453509316401,-0.7069345330000019,-0.12194571899999927,0.3477169765000001,-0.30552040499999844,1.3361863969999996
cck_pgi__pgi_ale3__1,2.282624179167769,-0.32058263600000103,-0.4735101239999997,0.08478161150000041,-0.2568471909999985,0.965262473
cck_pgi__pgi_ale3__2,3.0747682249330475,-0.8465770460000002,-0.05191417699999956,-0.07014522249999901,-0.6352146139999988,0.8238745129999998
cck_pgi__pgi_ale4__1,1.890366910471804,-0.4595983030000017,-0.30991820799999914,0.06682618650000016,-0.8044698329999989,0.247792134
cck_pgi__pgi_ale4__2,2.6681287205288173,-1.1191339210000013,-0.16849790799999909,-0.4949047524999992,-1.2637134939999983,-0.24053535500000045
cck_pgi__pgi_ale4__3,3.0699772726708408,-1.0593002560000002,-0.0714741529999996,-0.4233367555000003,-1.318819690999998,-0.4276075309999996
cck_pgi__pgi_ale5__1,4.491259062872518,-0.2288642010000004,0.30920246400000106,0.09654271349999988,-0.3123789339999989,2.1321985529999994
cck_pgi__pgi_ale5__2,3.856869274485269,-0.6986040670000015,0.5643817990000013,-0.1690726394999995,-0.4979240989999987,1.929910848
cck_pgi__pgi_ale6__1,4.194047356582049,-0.39119517000000137,0.30535289100000096,0.2727998925000001,-0.27819163199999863,1.567412988
cck_pgi__pgi_ale6__2,3.464304073218897,-0.8692978560000011,0.20208517100000026,-0.1189925504999998,-0.4969403849999985,1.6692882209999995
cck_pgi__pgi_ale7__1,4.966992081030849,-0.3554688520000013,0.4346137020000009,0.11700101550000053,-0.4566116399999984,1.6456973959999999
cck_pgi__pgi_ale7__2,4.879566618326324,-0.7888647680000016,0.39960958200000096,-0.12247535749999905,-0.6636320429999989,1.7111561440000005
cck_pgi__pgi_ale8__1,3.606053079785045,-0.15190588100000113,0.14834455999999996,0.09809573949999972,-0.2139613659999986,1.4331078700000006
cck_pgi__pgi_ale8__2,3.403960146476721,-0.5813522750000004,0.2531233160000008,-0.1403017965000002,-0.3792160419999986,1.366339045
cck_sdh__gmos_delsdhCB__1,10.990438663364756,-2.153072614000002,0.5908129899999999,0.9577260554999992,0.35085707200000105,0.8893988029999997
cck_sdh__gmos_delsdhCB__2,13.761401248742388,-1.8334584040000024,0.48437691200000105,1.2829432884999994,0.4793570800000016,0.3329469759999997
cck_sdh__sdh_ale1__1,3.9833730219956616,-0.8717332860000013,0.21870682800000107,0.16627008849999925,-0.4924013969999983,0.6148693069999993
cck_sdh__sdh_ale1__2,5.851066750496722,-0.8320163940000018,0.4349791349999999,0.3032121315000005,-0.44109420699999896,0.8481720140000002
cck_sdh__sdh_ale2__1,3.7289933586246056,-0.879391827000001,0.5515945010000003,0.06055213150000061,-0.2734164349999979,1.4152175290000013
cck_sdh__sdh_ale3__2,3.765145669134527,-0.7810000100000014,0.12243639300000098,0.1116408455000002,-0.2243447759999988,1.020012199
cck_sdh__sdh_ale3__1,3.289448904601923,-0.9420971550000008,0.2704970330000007,-0.08640840849999963,-0.5223422709999985,1.300894501
cck_sdh__sdh_ale3__3,3.6714777768943527,-0.8912833380000009,0.4131221350000001,-0.11876943150000052,-0.6224363789999989,0.9491017289999996
cck_pts__gmos_delptsHIcrr__2,6.12463174559772,-1.3678671840000014,-0.6826563209999996,-0.09096552749999988,-0.8855170149999987,-1.2379368409999998
cck_pts__gmos_delptsHIcrr__1,4.653165779352041,-1.1230291300000008,-0.8288153339999997,-0.13545914449999952,-0.8798624469999989,-1.1886951220000004
cck_pts__pts_ale1__2,2.348757983196853,-0.9976202350000012,-0.2993721300000001,-0.2160116335,-0.5757005579999985,-2.7081789300000003
cck_pts__pts_ale1__1,2.2839284559712607,-0.9334525690000016,-0.2811519339999995,-0.29661428050000005,-0.6103001889999984,-2.420806936
cck_pts__pts_ale2__2,3.844246779830824,-1.3677769430000009,-0.026881948999998958,-0.7527068004999995,-0.7199509379999993,-1.6652563010000003
cck_pts__pts_ale2__1,3.752410976829462,-1.413098574000001,-0.4511757799999989,-0.6565486024999991,-0.5793102739999982,-1.1753143560000003
cck_pts__pts_ale3__2,2.975343780821554,-1.1207950990000022,-0.2234877629999996,-0.9239654305,-0.8241369459999985,-3.2054531739999996
cck_pts__pts_ale3__1,2.2328267193224973,-1.1338764010000002,-0.2938556719999994,-0.6381105895000001,-0.7002036959999982,-2.595882176
cck_pts__pts_ale4__2,4.075136910575398,-0.7097418820000012,0.1721910720000004,-0.6865628524999998,-0.8561796349999993,1.446035329
cck_pts__pts_ale4__1,4.227849870767034,-0.7506745410000004,0.31995024999999977,-0.7730456334999998,-0.7981522789999982,1.6015199209999995
cck_gnd__gmos_delgnd__1,3.1766147818137807,-1.7581264190000017,0.17989127500000102,0.7423524004999997,0.1832350640000016,0.7310938819999997
cck_gnd__gmos_delgnd__2,3.729415154633983,-1.7355426860000005,-0.6382637959999995,0.9820097895000002,0.2985754810000012,0.2483381609999995
cck_gnd__gnd_ale1__1,4.301620947616794,-0.9005377990000021,-0.03936767899999971,-0.5338358005000003,-0.6453806959999984,1.3661988280000001
cck_gnd__gnd_ale1__2,4.412026575073737,-0.9051531070000004,-0.003912373999999552,-0.3519824015000008,-0.5036410129999993,1.325707136999999
cck_gnd__gnd_ale2__1,4.704262120463032,-0.8906716470000013,0.053254829000001,-0.4300432364999995,-0.8133286479999988,1.5681792100000005
cck_gnd__gnd_ale2__2,4.390659422962871,-0.9525487850000012,0.2779600230000021,-0.3637060365,-0.7679961979999987,1.3420158619999991
cck_gnd__gnd_ale3__1,4.490232479130034,-0.8742065520000004,0.2326936220000002,-0.3175386865000007,-0.7303563869999987,1.198225184
cck_gnd__gnd_ale3__2,5.253170602985523,-0.9746605950000014,0.04044300200000084,-0.0969884814999995,-0.6241314289999984,1.1328383640000013
cck_tpiA__gmos_deltpiA__1,1.4859059596104918,-0.2238339860000007,-0.10507774999999953,-0.035874482499999694,0.005352419000001163,1.930669828
cck_tpiA__gmos_deltpiA__2,5.143889126104786,-0.6193091200000005,-0.2471399509999985,-0.2372376455000005,-0.11501056799999887,1.9043158969999985
cck_tpiA__tpiA_ale1__1,0.8588118241807914,-0.4531617410000006,-0.0679940289999994,-0.0046118424999992405,-0.10000070799999873,2.3557730329999997
cck_tpiA__tpiA_ale1__2,1.018025417337733,-0.4516763980000018,-0.2768665809999993,0.11120117050000022,-0.20561483899999897,2.180608389
cck_tpiA__tpiA_ale2__1,0.9343724070145232,-0.4059133790000011,-0.1829893079999998,0.002010092500000837,-0.002453148999999044,2.6561730789999998
cck_tpiA__tpiA_ale2__2,1.0832978801310709,-0.6912261780000009,-0.03742849099999912,-0.09773722749999968,-0.4317700029999987,2.533410137
cck_tpiA__tpiA_ale3__1,0.7367192026735817,-0.8604532270000007,-0.09754524199999892,-0.06962666849999978,-0.3183654099999984,1.985590768
cck_tpiA__tpiA_ale3__2,1.4206419004223367,-0.875080285000001,0.23211334500000105,-0.02314525450000016,-0.3599439029999987,2.094717017
cck_tpiA__tpiA_ale4__1,-0.16459425604044,-0.8669902390000015,-0.08830662399999945,0.4562402624999997,-0.19077963699999856,2.37022051
cck_tpiA__tpiA_ale4__2,1.0737759511515994,-0.8701136720000004,-0.0946720559999985,0.5276794544999985,-0.2460232799999984,2.3919690069999984
acid_tale__acid_ale1_pH7__1,3.127383314966864,-0.6737216190000019,0.4448410210000002,-0.3882596934999985,-0.8387656479999991,1.5848171109999996
acid_tale__acid_ale1_pH7__2,4.339766989521053,-0.7296190680000016,0.34319782400000154,-0.4530958184999996,-0.8914398199999987,1.7894400089999998
acid_tale__acid_ale1_pH5__1,3.959302686950159,-1.6861938410000017,-1.0210707799999996,0.040418519500000194,-0.3714216329999989,0.5345544630000001
acid_tale__acid_ale1_pH5__2,6.94363181142799,-1.8789758250000004,-0.6292811469999995,0.4396251194999987,-0.2154360269999991,0.8733893100000003
acid_tale__acid_ale2_pH7__1,2.068745595141409,-0.6239651440000014,0.2066806880000005,0.06826935849999938,-0.5832192459999987,1.7783024009999997
acid_tale__acid_ale2_pH7__2,2.6511085991440715,-0.6028576310000009,0.26977338000000106,0.07051492349999933,-0.7602460179999984,1.7302826290000013
acid_tale__acid_ale2_pH5__1,2.651024576780329,-0.6197885530000011,0.15556664100000006,0.2923998865000001,-0.5357956829999989,2.0667888979999995
acid_tale__acid_ale2_pH5__2,3.2794900104762665,-0.8739343050000006,-0.10153239000000004,0.4249205595000003,-0.6865979169999985,0.2305080759999996
acid_tale__low_Mg_ale_pH7__1,6.709587714317513,-0.8099119770000005,0.6182580780000011,-0.7947534244999996,-1.0048670619999989,1.2758258419999997
acid_tale__low_Mg_ale_pH7__2,6.652930791387256,-0.798887112000001,0.395705340000001,-0.5075561365000008,-0.9849670739999984,1.3399975389999996
acid_tale__low_Mg_ale_pH5__1,5.911461017100039,-0.6407058410000008,0.8723375690000008,-0.07042689850000006,-0.6064647519999989,1.987036433
acid_tale__low_Mg_ale_pH5__2,6.636963162216928,-0.6845121800000005,0.6470113949999998,0.038401639499999966,-0.6344059829999988,1.7153569219999998
acid_tale__MES_ale_pH7__1,3.105902715742769,-0.7351243470000011,0.10687176800000042,-0.6963044714999995,-0.7922278959999982,1.7824346290000002
acid_tale__MES_ale_pH7__2,3.5404067710956,-0.7482274840000009,0.4554968780000008,-0.6922107615000002,-0.9314085809999986,1.9370896779999995
acid_tale__MES_ale_pH5__1,4.016509065396471,-0.7733825330000013,0.3284987120000009,0.04706807150000003,-0.3355503319999986,2.023260118
acid_tale__MES_ale_pH5__2,6.709893982054655,-0.9325602170000008,0.650249134000001,0.47364752950000005,-0.39103784299999855,1.76880801
acid_tale__gmos_pH7__1,4.372838699223644,-0.7014007320000015,0.2629766250000003,-0.4407953934999984,-1.016552364999999,1.8042463029999996
acid_tale__gmos_pH7__2,3.4675331738987643,-0.651219827000002,0.33613226800000096,-0.4829654065,-0.9492078189999988,1.7610443159999996
acid_tale__gmos_pH5__1,5.694137073253982,-0.7339725590000015,0.6340627260000007,0.03020381450000009,-0.5093734389999982,2.1892663700000004
acid_tale__gmos_pH5__2,4.434152799828227,-0.6206115390000004,0.575333981,-0.1135068334999998,-0.4386184189999991,2.5019475259999995
