,A,LsrR,Crp
pcoli__msCOMT__2,0.495972793689483,0.3418337994999998,-0.09238089099999948
pcoli__ocAANAT__1,0.2827044228040809,-0.15742079149999988,0.3196315130000009
pcoli__ocAANAT__2,0.2627324439586348,0.013946350499999928,0.2939196830000004
pcoli__osTDC_K374H__1,0.6424883281120631,0.4332476305000004,0.6863196630000008
pcoli__osTDC_K374H__2,0.678464202674924,0.35928258850000017,0.6933763230000007
pcoli__osTDC_K374L__1,1.0636439010941,0.5843228775,-0.030107002999999462
pcoli__osTDC_K374L__2,0.8638849262161359,0.6427985874999997,0.15281107300000052
pcoli__osTDC_K374Q__1,0.7369219910606477,-0.06304786749999991,0.4485571030000006
pcoli__osTDC_K374Q__2,0.9097200605543476,-0.010361517499999806,0.4643148630000002
pcoli__osTDC_L360V__1,0.2498555454545473,0.3011145224999998,0.2966241729999997
pcoli__osTDC_L360V__2,0.4337054664054972,0.6843077145,0.3820168630000005
pcoli__pmTPH__1,0.4406304699676816,-0.25149764649999984,-0.10026360400000024
pcoli__pmTPH__2,0.3306461093885261,0.3417012455000004,0.08226395500000018
pcoli__RFC__1,0.0190268709155553,0.3602165365000003,0.06813715200000026
pcoli__RFC__2,-0.0559833872483364,0.10644533849999993,0.008882815999999849
pcoli__RFCctrl__1,1.1056254955261249,0.5179291345000001,0.4522689930000006
pcoli__RFCctrl__2,1.2497719900039737,0.5656972515000005,0.5165584929999998
pcoli__RFCnopause__1,0.7785178108057347,0.6562535054999996,0.6708687229999999
pcoli__RFCnopause__2,0.9868133598860488,0.7753019535000005,0.6748039729999995
pcoli__RFCpluspause__1,1.600578896172571,1.3152283605,0.7640610930000005
pcoli__RFCpluspause__2,2.664990425211049,2.0110509594999995,0.5214214130000006
pcoli__rnCOMT_sol__1,1.1605424457138205,0.4167713664999999,0.8270174130000001
pcoli__rnCOMT_sol__2,1.1038381068960883,0.5198280185000002,0.6395325229999997
pcoli__rnPNMT__1,0.251805870673606,0.3398690135000004,0.1635869329999995
pcoli__rnPNMT__2,0.2447320653160415,0.11008813649999992,0.07451194300000097
pcoli__rnTDC__1,0.4784957994205009,0.4655849554999998,0.08798361800000087
pcoli__rnTDC__2,0.5906295441228833,0.14415996650000018,0.17114607300000095
pcoli__rnTDC_trunc__1,0.5234494014780617,0.5416075415000003,0.3075571430000004
pcoli__rnTDC_trunc__2,0.447877246195999,0.9431775885000002,0.43504015300000104
pcoli__saCOMT_T2A__1,0.7027226317752745,0.5812646275000004,0.3335838930000001
pcoli__saCOMT_T2A__2,0.1154959044505506,0.4151417034999998,0.4038707630000005
pcoli__sfCOMT__1,0.135105324951244,-0.3839103554999999,0.1572444130000008
pcoli__sfCOMT__2,-0.2383748461475467,-0.17278149549999974,0.06503750799999962
pcoli__sgAANAT_D63G__1,0.5201984366312354,0.5942354255,0.18900217300000044
pcoli__sgAANAT_D63G__2,0.2319926468766596,-0.12338178850000014,0.43052260299999995
pcoli__ssDDC__1,0.8866725989682669,0.41969383949999983,0.20759201300000107
pcoli__ssDDC__2,0.5644401317139957,0.8044652795000005,0.3251403029999995
pcoli__TP53B__1,1.1008706945251476,0.6460249955000004,0.4237391030000008
pcoli__TP53B__2,0.7799298322246997,0.7042204015000006,0.4437453829999996
pcoli__WT__1,0.9608570831584606,0.9496600985,0.5471816730000008
pcoli__WT__2,0.99823054446286,0.9568860545000001,0.4334316830000001
cck__glu_ale4__1,-0.9247916547601472,0.2210872844999998,0.10431546100000057
cck__glu_ale4__2,-0.3675489192806412,-0.2602382324999999,0.21222904300000067
cck__cck_ale1__1,-0.6696333738965216,-0.07080408950000018,0.14875797300000038
cck__cck_ale1__2,0.008250477276452,-0.31182605149999976,0.21173196300000008
cck__cck_ale2__1,-0.559511742225502,-0.6937278014999997,0.24320085299999936
cck__cck_ale2__2,-0.863332666733519,-0.14681118049999986,0.2196628030000003
cck_pgi__gmos_delpgi__1,2.530734001143645,0.9059168375000004,0.6099491930000003
cck_pgi__gmos_delpgi__2,2.474502426862838,1.0541605694999996,0.5151660729999996
cck_pgi__pgi_ale1__1,0.5283172623171623,0.28339909850000033,0.0871969090000011
cck_pgi__pgi_ale1__2,0.5234327270725684,0.2889469545000001,0.4703615729999999
cck_pgi__pgi_ale2__2,1.1553248070157227,0.30230709150000035,0.6450278430000012
cck_pgi__pgi_ale3__1,0.6968579525548902,0.22867874149999998,0.2577020430000001
cck_pgi__pgi_ale3__2,0.3446584512820007,-0.16411280250000004,0.527121343000001
cck_pgi__pgi_ale4__1,0.3512237173352528,-0.0037111764999999686,0.025670410000000032
cck_pgi__pgi_ale4__2,-0.2410938337352177,-0.3442944465000002,0.14926491299999967
cck_pgi__pgi_ale4__3,0.2620236212596817,0.015669386499999938,0.2310494330000008
cck_pgi__pgi_ale5__1,0.7268229327138181,0.5456036014999999,0.26444670300000084
cck_pgi__pgi_ale5__2,0.5773841829640982,0.2577146345000001,0.4910110930000009
cck_pgi__pgi_ale6__1,0.8146967482592287,0.7240926825000003,0.40659345300000105
cck_pgi__pgi_ale6__2,0.5330863745834865,0.30595254750000045,0.6293582329999996
cck_pgi__pgi_ale7__1,0.7590875160310293,1.0240415205,0.4198053730000009
cck_pgi__pgi_ale7__2,0.5129315377262263,0.2978715644999994,0.7252530329999995
cck_pgi__pgi_ale8__1,0.5075700917263269,0.1449927194999998,0.2900276829999999
cck_pgi__pgi_ale8__2,-0.040915207734982,-0.12397745250000015,0.6440838830000004
cck_sdh__gmos_delsdhCB__1,1.09388932335193,0.5761323955000002,0.8479485130000004
cck_sdh__gmos_delsdhCB__2,0.4410131604240724,0.6795736875000005,0.8298960530000006
cck_sdh__sdh_ale1__1,-0.220548110573621,0.21147122250000014,0.5440714730000007
cck_sdh__sdh_ale1__2,-0.4723309865708229,0.20378465049999986,0.5592394929999998
cck_sdh__sdh_ale2__1,-0.5993198271219761,0.08575067949999983,0.4799116730000002
cck_sdh__sdh_ale3__2,0.2747829068837871,-0.1613104354999999,0.5564179130000007
cck_sdh__sdh_ale3__1,-0.0164849685177992,-0.16659464449999994,0.4938992930000001
cck_sdh__sdh_ale3__3,-0.6555329036608797,0.2354319385000001,0.4853280929999997
cck_pts__gmos_delptsHIcrr__2,6.653766171591446,1.4669631465000004,0.4644968830000007
cck_pts__gmos_delptsHIcrr__1,6.940622824934827,1.241842146500001,0.649161093
cck_pts__pts_ale1__2,0.275088459420383,-0.2479414364999997,0.3294758729999998
cck_pts__pts_ale1__1,0.3330468905236037,-0.23720424249999986,0.2967783530000005
cck_pts__pts_ale2__2,-0.9941430472957112,-0.3340260945,0.20189095299999948
cck_pts__pts_ale2__1,-1.3700486131084553,-0.3031378705000001,0.2751297130000001
cck_pts__pts_ale3__2,-0.2077915078513299,-0.8415999264999998,-0.4453421809999991
cck_pts__pts_ale3__1,-0.0283851332394481,-0.8321804325,-0.1455219379999999
cck_pts__pts_ale4__2,-0.5132707117280731,-0.08549943749999978,0.4206787429999999
cck_pts__pts_ale4__1,-1.0203987361964633,-0.29359668250000004,0.3875030329999998
cck_gnd__gmos_delgnd__1,1.1074830817520185,0.7766127435000003,0.5155411030000003
cck_gnd__gmos_delgnd__2,1.5237677618743533,0.5152191454999997,0.4190796030000001
cck_gnd__gnd_ale1__1,-0.5994023573037177,-0.3863220654999999,0.11322853200000085
cck_gnd__gnd_ale1__2,-0.4336809435302057,-0.3524826265000001,0.14549259800000058
cck_gnd__gnd_ale2__1,-0.656471139408661,-0.3499325904999999,0.057324061000000974
cck_gnd__gnd_ale2__2,-0.9551135018520102,-0.5124782704999999,0.0516023170000004
cck_gnd__gnd_ale3__1,-0.1670681488148361,-0.02506201149999976,0.04701789499999976
cck_gnd__gnd_ale3__2,-0.641841719427122,-0.3376408674999998,0.07806117700000037
cck_tpiA__gmos_deltpiA__1,4.038503398755527,1.0916120725000005,0.5549454330000003
cck_tpiA__gmos_deltpiA__2,3.687379333145322,1.4697356665,0.6484744429999996
cck_tpiA__tpiA_ale1__1,1.2285535263695122,0.4806073255000003,0.5753141230000001
cck_tpiA__tpiA_ale1__2,0.9207533447977264,0.26840298250000005,0.5862271529999994
cck_tpiA__tpiA_ale2__1,1.738926533307351,0.5892095545,0.6931617929999998
cck_tpiA__tpiA_ale2__2,1.1634423441459678,0.8269717285000002,0.4825762030000007
cck_tpiA__tpiA_ale3__1,0.7727187333957788,0.3764751755000004,0.44486670300000064
cck_tpiA__tpiA_ale3__2,0.969820407433418,0.3633033594999997,0.42426745300000057
cck_tpiA__tpiA_ale4__1,1.1809852928335391,0.35115324449999985,0.2272038629999997
cck_tpiA__tpiA_ale4__2,0.8365383826267999,0.22727211549999995,0.19612825299999948
acid_tale__acid_ale1_pH7__1,0.0232183265807065,-0.2607015014999998,0.15268897300000006
acid_tale__acid_ale1_pH7__2,0.0551593760683979,-0.09921764150000012,0.126066680000001
acid_tale__acid_ale1_pH5__1,0.3424664947031203,-0.40848641149999976,0.7941495229999997
acid_tale__acid_ale1_pH5__2,0.3682827834174224,-0.10261191149999993,0.8152700330000009
acid_tale__acid_ale2_pH7__1,-0.1921240459477024,-0.2995366595000002,0.3388400730000001
acid_tale__acid_ale2_pH7__2,-0.6392003404692116,-0.1767681634999998,0.3230544630000001
acid_tale__acid_ale2_pH5__1,-0.4882804824250743,-0.9884837364999997,0.432644723000001
acid_tale__acid_ale2_pH5__2,-0.120421239086457,-0.9190387125,0.4854809929999994
acid_tale__low_Mg_ale_pH7__1,0.1041059705323937,-0.6592934924999998,0.3007467029999997
acid_tale__low_Mg_ale_pH7__2,0.4713688943933195,-0.4160345084999997,0.3462454630000007
acid_tale__low_Mg_ale_pH5__1,-0.4645910502277012,0.11186959850000022,0.6085887329999995
acid_tale__low_Mg_ale_pH5__2,0.0352171338374495,0.04038078250000021,0.5572315630000002
acid_tale__MES_ale_pH7__1,-0.5861831840263425,-0.08739485049999995,0.4305318729999996
acid_tale__MES_ale_pH7__2,-0.1304213156137834,-0.1325723584999996,0.4747332229999994
acid_tale__MES_ale_pH5__1,-0.1410938679007362,-0.6675275704999999,0.4750174830000002
acid_tale__MES_ale_pH5__2,-0.4791535948056784,-0.4129826374999999,0.709374983
acid_tale__gmos_pH7__1,-0.4709922137533969,-0.3278983834999996,0.4296040630000011
acid_tale__gmos_pH7__2,-0.234732465717442,-0.2760353394999999,0.4446293130000001
acid_tale__gmos_pH5__1,-0.4023852759441599,-0.2895608264999998,0.6502280230000004
acid_tale__gmos_pH5__2,-0.7138144042693042,0.0059822425000000115,0.7174304530000004
adnB__wt_adn__1,-1.3130023662922272,0.6872984745000004,-0.4159558469999993
adnB__wt_adn__2,-0.8115632702814811,0.21503382150000008,0.22959581299999954
adnB__delydhB_adn__1,-0.48291772168717,-0.5018322854999999,-0.5303189100000001
adnB__delydhB_adn__2,-0.8487239785260735,0.5069014574999997,-0.2645061010000003
ytf2__wt_glc__1,-0.065830419295335,0.6812365524999997,0.2079942330000009
ytf2__wt_glc__2,0.0305960813579743,0.5574263705,0.2538454530000003
ytf2__ybcM_glc__1,0.07022478186946,0.5553900695000005,0.49687887299999994
ytf2__ybcM_glc__2,0.2456036602875961,0.3377686044999999,0.5496294230000007
ytf2__ydhB_glc__1,0.36540332218346,0.2335944434999999,0.3261516029999996
ytf2__ydhB_glc__2,0.4823884160150465,0.2933460175000002,0.3955030429999997
ytf2__yfeC_glc__1,0.3004291069226097,-0.044215526499999935,0.2082961430000001
ytf2__yfeC_glc__2,-0.2518017057156538,0.10164956549999983,0.3760682129999999
ytf2__yciT_glc__1,-0.2628104959488984,0.40517619550000017,0.4599342330000002
ytf2__yciT_glc__2,-0.4859000486296,0.3783808525000003,0.5174864029999995
ytf2__ydiZ_glc__1,-0.3766649232371805,0.18624809450000024,0.2818442530000009
ytf2__ydiZ_glc__2,-0.3835102617538948,0.2502501504999999,0.28140171300000105
ytf2__ynfL_glc__1,-0.0990622176610218,0.3130383735000004,0.5107562229999996
ytf2__ynfL_glc__2,-0.1839940654783901,0.4200704095000001,0.523190413
ytf3__wt_glc2__1,0.5467524220845646,0.5515211254999999,0.45626287299999996
ytf3__wt_glc2__2,0.1834381080898933,0.4510554994999998,0.5116651829999999
ytf3__wt_pH7_lactate__1,0.2289291032000235,0.2917408075000001,0.560872303
ytf3__wt_pH7_lactate__2,0.264647491064193,0.5101170405,0.5532738630000011
ytf3__wt_pH55_lactate__1,0.7416012014917309,0.2735080754999997,0.7780642029999996
ytf3__wt_pH55_lactate__2,0.5212868253970034,0.6578125835000002,0.7423117129999994
ytf3__wt_pH55_HCl__1,0.444707101536914,0.4816500604999998,0.6150495429999996
ytf3__wt_pH55_HCl__2,0.4199114348906915,0.3617361534999999,0.6014201329999995
ytf3__dyieP_pH7__1,0.2976509170400256,0.4804772985000003,0.4791694330000009
ytf3__dyieP_pH7__2,0.5670365344655943,0.3798198355000002,0.42496669299999995
ytf3__dyieP_pH55__1,0.5179043066726811,0.4093311785000005,0.4390071130000006
ytf3__dyieP_pH55__2,0.4285424954747618,0.11382041149999987,0.623551333
minicoli__aldA_f1c2__1,0.7911138246296545,0.8730698175986227,0.7631858827982381
minicoli__aldA_minE__1,0.8869229880922305,1.2156687026674762,0.255888508978142
minicoli__mg1655_glc__1,-0.9463037833323826,0.10418190536857663,-0.8470184669947685
minicoli__mg1655_glc__2,-1.0169413396835534,0.0676767702461385,-0.8039264138958604
minicoli__minE_cyt__1,0.5944260556401614,1.9881654473124524,0.7601914841850306
minicoli__minE_cyt__2,0.0535404187363016,1.3100853935310166,0.4729475383347843
minicoli__minE_fruc__1,1.1288646840453047,1.8370524434451383,0.34172110794916755
minicoli__minE_fruc__2,0.8883195513879582,1.5890996880978232,0.461542666559108
minicoli__minE_glc__1,-0.3353436680332886,0.663202205851622,0.2938109111467888
minicoli__minE_glc__2,-0.7798341000505864,1.1882253874387685,0.10430003951357314
minicoli__minE_glyc__1,8.490956048159248,4.229118241893505,0.575831448418306
minicoli__minE_glyc__2,9.29124658609238,3.4633652067957716,0.6844880187857836
minicoli__minE_Fe_starve__1,-1.1210540314058597,1.2092147315974209,0.5804469724508969
minicoli__minE_Fe_starve__2,-1.0962859638174225,0.8529325415249192,0.6236096478485607
minicoli__minE_LB__1,-0.6547945980843328,-0.8919227476474463,-0.5768918406871162
minicoli__minE_LB__2,-0.5393611774310061,-0.5193047580805397,-0.8092098841975535
minicoli__minE_N_starve__1,-0.4821804052068164,1.4051278036138302,0.3528053698058322
minicoli__minE_N_starve__2,-0.1133366688613924,1.2531711279454782,0.4807614269391625
minicoli__minE_osm__1,-0.1496082243191887,1.2926060957630314,0.3547041686708319
minicoli__minE_osm__2,0.4379513544207157,1.2282149030062859,0.5658446295801518
minicoli__minE_ph5__1,-0.5630594314499745,0.9544817202339536,0.6501761031624761
minicoli__minE_ph5__2,-0.0348398048118452,0.9967179118102044,0.6347492200625684
minicoli__minE-pyr__1,7.553862456619591,3.7963840459344977,0.9884421842001724
minicoli__minE-pyr__2,12.952120166124386,5.469269453522382,0.5805078277861995
minicoli__minE_sorb__1,1.9496376261405743,2.2510158236873883,0.6284983244472482
minicoli__minE_sorb__2,2.485986234398594,2.2520718883886666,0.6064916202251851
minicoli__minE_urid__1,0.025959432936344,1.2034768190631056,0.4108001218596762
minicoli__minE_urid__2,0.1766918909642282,1.5017340479554884,0.34830946039232913
minicoli__W3110_cyt__1,1.2094869027567243,0.5933909729552687,-0.2741512513245965
minicoli__W3110_cyt__2,0.4873420430882575,0.5644961688045962,-0.2471138346472994
minicoli__W3110_glc__1,1.0749780247373768,0.9710190665227012,-0.3286400323548726
minicoli__W3110_glc__2,-0.536797690341231,0.013277200370826579,-0.4080395046534289
minicoli__W3110_glyc__1,1.6498116433914956,1.0831471856897783,0.1888029313895725
minicoli__W3110_glyc__2,1.6796208511555757,1.082775619346117,0.16079573130215685
minicoli__W3110_Fe_starve__1,-0.2457969268067603,0.35334297129948045,-0.39335282894219503
minicoli__W3110_Fe_starve__2,-0.3443988780218414,0.43933813175434905,-0.3767980913136952
minicoli__W3110_LB__1,-0.9609628347011864,1.3472364801550103,0.4782054662101167
minicoli__W3110_LB__2,-0.9069059283678976,1.2437892300110462,0.4998332578699021
minicoli__W3110_N_starve__1,-0.8890491442084528,0.1806365842538593,-0.3672969470778735
minicoli__W3110_N_starve__2,-0.8906975058538122,0.27772289809123585,-0.17080551194691118
minicoli__W3110_osm__1,-0.2425507349671277,0.5699388082343004,0.18475333822734186
minicoli__W3110_osm__2,0.3002046221729343,0.9026809699938888,0.21075048409365135
minicoli__W3110_ph5__1,-0.4973055152079818,-0.10032115748211057,-0.0020982938586069366
minicoli__W3110_ph5__2,-0.349956119630175,0.11713874117650612,0.06374104599613695
minicoli__W3110_pyr__1,1.775615885808462,1.0273123952514336,0.6437353797175921
minicoli__W3110_pyr__2,2.04627743477213,1.6843447400036586,0.8084862253725884
minicoli__W3110_sorb__1,2.926989556699892,0.7809081139544638,-0.3697472429572191
minicoli__W3110_sorb__2,2.820591855310689,1.0946848772678983,-0.2282472383218792
minicoli__W3110_urid__1,10.27659408699499,4.323649163305718,-0.14597371871249898
minicoli__W3110_urid__2,10.567262269598386,4.364717228220003,0.0011588474703554395
minicoli__W3110_WT_glc__1,-1.0258697949062976,0.4157981140490827,-0.05853650097271945
minicoli__W3110_WT_glc__2,-0.3552003939632212,-0.03731576491964228,-0.2736059720925805
minicoli__W3110_WT_osm__1,0.7096603840715433,0.27024088722118306,-0.4068572548991813
minicoli__W3110_WT_osm__2,0.4271794917007171,0.7941942191222378,-0.26682409365055193
eep__BOP27__1,-0.0991288165490364,0.3028506503440731,0.09382866102208354
eep__BOP27__2,-0.4635330792970782,0.3799386305354533,0.13043922998821067
eep__BOP1000__1,-0.0519249537821743,0.8799785092013694,0.7723290743721964
eep__BOP1000__2,-0.6069265303043613,0.7525526100899258,0.49579595280529
eep__BOP27_ndh-cydB-appC__1,1.0390995703554096,0.6165849074493249,0.7178399562547568
eep__BOP27_ndh-cydB-appC__2,0.8467043829479572,0.08900930026049593,0.7133880226929996
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,1.3034829072883771,0.4820122710445549,-0.5253466876128723
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,1.3636894205122057,1.012630170220982,-0.2758437215494869
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,2.3078252953504124,0.8200948665815471,0.028680680978968812
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,2.194803960182387,0.8032229716629615,0.12755066767542012
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,1.9843418687571253,0.6373494714815946,0.3217998396952169
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,1.1054475211271817,0.8423132769601294,0.7396323977227315
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,-0.9252768912651126,0.31790269577064745,0.3720932222038407
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,-0.0826126594025888,-0.002531637350318583,0.6134547669373926
eep__BOP27_nuoB-cydB-appC__1,0.5890324914249538,0.5940387039816262,0.4882750943039085
eep__BOP27_nuoB-cydB-appC__2,1.3789175603109054,0.5588129429605111,0.11815421918128875
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,1.6330615463036229,0.9445970731953216,-0.21372449261360948
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,1.6482648711508414,0.8417654882355681,-0.06724694596392844
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,2.076669986418259,1.2478057700393592,0.08839676249674255
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,2.175780417258609,1.4123910800566994,0.15877789631800887
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,3.261488176043927,1.6597604556831582,-0.17916595071337582
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,2.647845816678791,1.406955813317354,-0.09374282793228694
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,3.9030094559664135,1.8343886539468697,-0.21533576919100209
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,3.577560587746008,1.4466445754010948,-0.22582268173968426
eep__BOP27_ndh-cyoB__1,0.3773369278822115,0.5657675835368634,0.3901020806678357
eep__BOP27_ndh-cyoB__2,0.4792504537962724,0.6860963751315463,0.4659621036932382
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,1.933607098445649,0.7215673209787683,-0.3892631557815793
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,1.536152818391729,0.6709631196292394,-0.3696585111725295
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,2.7168352627512555,1.3697017010726125,-0.0005791883812236165
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,3.09091617208718,1.4495372839277314,0.02281436954393712
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,1.534143061989189,0.8975805631428591,0.2178899696497876
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,2.049755741217819,1.0102098376538784,0.20618357401769136
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,2.107914539205884,1.062080091738709,0.22911237248339056
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,1.903363134719093,0.9396101442005182,0.3309433360820844
eep__BOP27_nuoB-cyoB__1,0.5291494535739122,0.5975967006418372,0.3184592194490801
eep__BOP27_nuoB-cyoB__2,0.5112277236268193,0.5102714689254517,0.4559210903879496
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,0.3076488057598796,0.8561344507982431,0.7765435519830799
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,1.077904145621425,0.8140970975651776,0.59322303693056
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,0.3853096457939888,0.8238458459691342,0.9087634004837568
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,1.256111465218965,1.0798759321010394,0.8216013681301941
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,1.4379723945780618,1.2848174494045077,0.4719138623499397
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,1.6226929601772824,1.2963051526600935,0.5587931596523799
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,2.2051114773940568,0.9671167828502468,0.6343408622266598
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,1.855164697413476,0.8721305506617156,0.6467570174864914
eep__BOP27_ndh-cydB__1,0.4124911910186025,0.8259821716630533,0.5795424806329965
eep__BOP27_ndh-cydB__2,1.2422944837591303,0.7987306265235725,0.5830047350587346
eep__BOP27_nuoB-cydB__1,1.0499080206834743,0.8452207438234804,0.7793213906795806
eep__BOP27_nuoB-cydB__2,0.3943407095062725,0.7197980666667245,0.8418525340196368
DDB2__PD-005_BW25113_Batch_6h__1,0.8595865439479504,0.17939370701904345,-0.12723029239772998
DDB2__PD-005_BW25113_Batch_6h__2,1.0501557676264206,0.3162132590599276,-0.19715708438903512
DDB2__PD-003_BW25113_Batch_9h__1,0.6996012375609084,0.3980885995147601,-0.16807586777489902
DDB2__PD-003_BW25113_Batch_9h__2,0.2754899057731758,0.605636332750283,-0.15998061409660205
DDB2__PD-003_BW25113_Fed-batch_6h__1,8.869739672642757,2.8231157785815126,-0.027134141818516252
DDB2__PD-003_BW25113_Fed-batch_6h__2,9.328651644897436,2.7360504860792454,-0.17852551024006402
DDB2__PD-005_BW25113_Fed-batch_6h__1,8.29989701364867,2.4821804428319325,-0.3223346990388993
DDB2__PD-005_BW25113_Fed-batch_6h__2,9.177415439647154,2.1530102372332856,-0.142315246792732
DDB2__PD-005_BW25113_Fed-batch_6h__3,9.236870695121429,2.5118455520031318,-0.0021470405809242976
DDB2__PD-005_BW25113_Fed-batch_15h__1,9.25181519308784,2.5778736611592312,0.2350709659175898
DDB2__PD-005_BW25113_Fed-batch_15h__2,9.118700772057084,2.642336512598773,0.2314675354999398
DDB2__PD-003_BW25113_Fed-batch_21h__1,10.048337840976998,3.0538506425760312,0.3617103437948988
DDB2__PD-003_BW25113_Fed-batch_21h__2,10.458962768872643,2.9585120314829565,0.5141217169364491
DDB2__PD-004_del-basS_Batch_6h__1,0.6322702638117178,0.3880057520838776,-0.3925529624361753
DDB2__PD-004_del-basS_Batch_6h__2,0.3512814298666725,0.21100425398008985,-0.3297445270973629
DDB2__PD-004_del-basS_Fed-batch_6h__1,7.942117343274111,2.6917751531157275,-0.5282964282981357
DDB2__PD-004_del-basS_Fed-batch_6h__2,8.459706048944552,2.825558316690529,-0.04672945896208347
DDB2__PD-004_del-basS_Fed-batch_15h__1,8.217058969422784,3.058486947143482,-0.18462207311152845
DDB2__PD-004_del-basS_Fed-batch_15h__2,8.174854803953584,2.9620947806185125,0.11541921525898854
DDB2__PD-004_del-kdpE_Batch_6h__1,0.2780394122827118,0.17399050137259664,-0.10203008187775353
DDB2__PD-004_del-kdpE_Batch_6h__2,0.3702060177476919,0.3691311242753068,-0.13771078535060433
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,9.03289945487326,2.6365554404445555,-0.30953429046660297
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,9.14065519188808,2.5356825217199823,-0.20352765843154152
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,9.64232755876172,2.8959063918791026,0.19855716077668184
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,9.847168622940284,2.8179629259227674,0.3785889334450516
DDB2__PD-005_del-phoB_Batch_6h__1,0.2427545619201531,0.8663482777654234,-0.18690698319940324
DDB2__PD-005_del-phoB_Batch_6h__2,0.3668682619104003,0.5227339806619753,-0.22105351110348792
DDB2__PD-005_del-phoB_Batch_6h__3,1.2232693548110287,0.7067973420784055,-0.14235715509988545
DDB2__PD-003_del-phoB_Batch_9h__1,1.30277674557053,0.4299754394555455,-0.27939917001360826
DDB2__PD-003_del-phoB_Batch_9h__2,0.9048013384000712,0.7272162252113468,-0.2833164869874789
DDB2__PD-003_del-phoB_Fed-batch_6h__1,9.711769115792478,2.6517844720844255,-0.024235422345480373
DDB2__PD-003_del-phoB_Fed-batch_6h__2,9.442312624481724,2.83001448657737,-0.06170063906209222
DDB2__PD-005_del-phoB_Fed-batch_6h__1,8.401960330335477,2.2882103798804683,0.431330570779684
DDB2__PD-005_del-phoB_Fed-batch_6h__2,9.701163073641927,2.7427809758595663,0.0373685130868342
DDB2__PD-005_del-phoB_Fed-batch_15h__1,10.01927700279062,2.9941606691737306,0.24940911188163994
DDB2__PD-005_del-phoB_Fed-batch_15h__2,9.74445188822145,2.8154977560858185,0.2134181153241954
DDB2__PD-003_del-phoB_Fed-batch_21h__1,10.949269548748994,3.284117855801223,0.33369608246568383
DDB2__PD-003_del-phoB_Fed-batch_21h__2,10.90788541345916,3.2224276559953937,0.2847021347030569
DDB2__PD-004_del-qseB_Batch_6h__1,0.6208910258814085,0.3361887331262485,-0.12791638658763738
DDB2__PD-004_del-qseB_Fed-batch_6h__1,10.356310663076025,2.528643076659563,0.0070327348853478355
DDB2__PD-004_del-qseB_Fed-batch_6h__2,10.288710050159914,2.7292988672809058,0.14395110458813146
DDB2__PD-004_del-qseB_Fed-batch_15h__1,9.405471312913486,2.7744759855904007,0.14349024146300948
DDB2__PD-004_del-qseB_Fed-batch_15h__2,9.63112738321114,2.7398035532210883,0.3342680715119659
DDB2__PD-004_del-qseC_Batch_6h__1,0.3148220972447661,0.20303949506221694,-0.1054807241193494
DDB2__PD-004_del-qseC_Batch_6h__2,-0.3638087168505617,0.1636316959642623,-0.1890055363379357
DDB2__PD-004_del-qseC_Fed-batch_6h__1,11.244244798634062,2.8429888798441,-0.20126649289716705
DDB2__PD-004_del-qseC_Fed-batch_6h__2,9.388675720563352,2.4465021138038843,0.007007073388662022
