,A,LsrR,Crp
nac_ntrc__wt_cytd__1,0.9979863869343956,0.6437282675000002,-0.043119613
nac_ntrc__wt_cytd__2,0.5265743206436193,0.4339476224999999,-0.07348926000000056
nac_ntrc__wt_gln__1,1.1223314025653817,0.7072803715000004,0.16383650300000066
nac_ntrc__wt_gln__2,0.9748761391638878,0.7310568085,0.11651884599999995
nac_ntrc__bw_delnac_csn__1,2.6555040871484925,1.0617537695,0.16921202300000004
nac_ntrc__bw_delnac_csn__2,1.4375616852229949,0.9870769604999996,0.03216219000000109
nac_ntrc__bw_delnac_cytd__1,1.0695379938322709,0.5933505065000002,0.2936758630000007
nac_ntrc__bw_delnac_cytd__2,1.2023090132629473,0.5827079245000002,0.2286386530000009
nac_ntrc__bw_delnac_gln__1,0.7157770038310782,0.6503632074999999,0.5051051429999998
nac_ntrc__bw_delnac_gln__2,0.4665730792628447,0.6909107765000001,0.563775123000001
nac_ntrc__bw_delnac_nh4__1,0.1235102044594923,0.0922258105,0.3391651030000009
nac_ntrc__bw_delnac_nh4__2,0.1177024875070405,0.2654291375,0.3602350630000011
misc__wt_no_te__1,0.979778321409991,0.7209322885000002,0.3221691629999999
misc__wt_no_te__2,0.6896233702042174,0.5581373185,0.3159875930000009
misc__bw_delcbl__1,-0.1739186693239252,0.32370705249999965,0.30577407300000026
misc__bw_delcbl__2,0.3513320765256049,0.4044733285,0.3225694130000001
misc__bw_delfabr__1,-0.0542824063635764,0.4705916175000002,0.1944652930000004
misc__bw_delfabr__2,0.41588189754826,-0.034687744499999784,0.13385438500000113
misc__bw_delfadr__1,-0.208045780369817,0.3753519335000002,0.325118883
misc__bw_delfadr__2,0.2338435442345497,0.05425954250000009,0.3434663330000003
misc__nitr_031__1,0.6717951803089451,0.5158812035000002,0.2155988630000003
omics__wt_glu__1,0.6467619850597087,0.001536764499999954,0.3481259330000004
omics__wt_glu__2,0.3291555190535081,0.1965280785000001,0.31989882300000083
omics__wt_gly__1,1.201022116282047,-0.4187887984999996,0.3121818130000005
omics__wt_gly__2,0.6273652198667014,-0.03347772349999989,0.3489800729999999
omics__wt_thr__1,2.201337691704532,0.5515035465000002,0.8835606830000007
omics__wt_thr__2,2.2304779706332925,0.6698998605000002,1.127551423
omics__bw_ac__1,8.814455874265004,3.1344558545,0.4643589929999994
omics__bw_ac__2,8.850473507131957,3.2927742675000005,0.4618822229999999
omics__bw_fum__1,3.223694236042515,1.1210331755,0.446647853
omics__bw_fum__2,3.474008942373902,1.3232008325000004,0.4952586530000005
omics__bw_glc__1,-0.584936011415106,-0.024504654499999837,0.31995135300000044
omics__bw_glc__2,-0.7849950115727341,0.30122939049999964,0.3609335930000004
omics__bw_pyr__1,1.635087769444896,1.4622778145000002,0.8061810030000007
omics__bw_pyr__2,1.137163024139954,1.4582171275000002,0.7644674929999997
ompr__wt_nacl__1,1.1136151693048624,0.8221661674999998,-0.6865814769999989
ompr__wt_nacl__2,1.1330322218824007,0.4945702284999998,-0.620927
ompr__bw_delompr_nacl__1,1.1193318267270609,0.4634637965000002,-1.0462482019999992
ompr__bw_delompr_nacl__2,1.4122490857748995,0.30555529150000016,-1.071490686999999
minspan__wt_ade__1,-0.5595764042355601,-0.10127487550000014,-0.09169608400000052
minspan__wt_glc__2,0.6801151088117023,0.2865672024999997,-0.17147671399999884
minspan__wt_glc__3,0.6832439564526087,0.07748501950000009,-0.2165117989999992
minspan__wt_glc__4,0.5767209813395154,0.27675901849999995,-0.23779414300000035
minspan__wt_glc_anaero__1,0.3849327708114689,-0.3455297245,0.09730802400000016
minspan__wt_glc_anaero__2,-0.3324302533416018,0.48121731149999997,0.0007891440000005191
minspan__wt_trp__1,3.0431769074100536,1.1284618325000002,0.379309933
minspan__bw_delcra_glc__2,0.5257017419416338,0.9000396325000004,0.2077464830000011
minspan__bw_delcra_trp__1,1.4428229196941869,0.7527472294999997,0.245706203000001
minspan__bw_delmntr__1,1.3699964441827186,0.7100437915000004,0.3950805430000006
minspan__bw_delnac_ade__1,0.8797007504529419,0.4393775144999994,0.005806081999999435
minspan__bw_delnac_glc__1,0.2850637425888924,0.5099602694999996,0.19238992300000035
cra_crp__wt_ac__1,11.622302157526086,2.8516064384999997,0.7848307329999997
cra_crp__wt_ac__2,11.618391178304844,2.7479997005000003,0.774460393
cra_crp__wt_fru__1,2.8372987730786696,0.6883125594999999,0.3134937529999995
cra_crp__wt_fru__2,2.487816036200358,0.7406749794999996,0.3732440629999996
cra_crp__delcra_ac__1,9.539735071621712,2.6906376985000002,0.20535391299999967
cra_crp__delcra_ac__2,9.36879259319964,2.7281318445,0.15922527300000056
cra_crp__delcra_fru__1,0.4297732246730631,0.7426724404999998,0.12650519299999985
cra_crp__delcra_fru__2,0.5887413224555175,0.22171730850000013,0.1631474930000003
cra_crp__delcra_glc__1,0.2807432103110041,0.18818915549999995,0.046791002000000866
cra_crp__delcra_glc__2,-0.0895192232942339,0.4720314685,-0.014761103999999747
rpoB__wt_031__1,5.985286004872186,2.1055783995,0.271760703
rpoB__wt_044__1,1.0726405179449874,0.4236290215,0.2048586730000004
rpoB__wt_lb__1,10.23806361872311,2.7458434185000002,0.2472729529999995
rpoB__wt_lb__2,10.354327869944868,2.9528205315000005,0.2041545229999997
rpoB__rpoBE546V_031__1,2.4348262745445224,1.0848738915,0.4571714629999999
rpoB__rpoBE546V_044__1,2.479330963588372,0.5811051855000002,0.37625628299999997
rpoB__rpoBE546V_lb__1,6.185579960887234,1.1771729735000005,0.1174804819999995
rpoB__rpoBE546V_lb__2,5.488798756260072,1.4214183135000005,0.1254229630000001
rpoB__rpoBE546V_glc__1,-0.8159562438125705,-0.05706954650000017,-0.004082425000000001
rpoB__rpoBE672K_glc__1,-0.8995978611350995,-0.8915850514999999,-0.6662891799999997
rpoB__rpoBE672K_glc__2,-0.5930249545189304,-1.0384320594999998,-0.5708984560000001
rpoB__rpoBE672K_lb__1,0.1757581754731169,-0.5364719794999999,-0.2288451829999989
rpoB__rpoBE672K_lb__2,0.4700092805235742,-0.5351612034999995,-0.18410035800000024
crp__wt_fru__1,1.4856501781220868,0.8149162624999997,-0.13483747499999946
crp__wt_glyc__1,2.1431496458654475,0.9534184115000004,-0.06971342199999953
crp__wt_glyc__2,2.200923079057477,1.0022760135000004,0.000271048000000107
crp__delar1_glyc__1,3.816612955228885,0.9706928924999998,0.7684826630000003
crp__delar1_glyc__2,3.811174845951808,0.6980164265000006,0.9809746629999996
crp__delar1ar2_glyc__1,2.095521644855243,1.1669054205,0.2916550830000002
crp__delar1ar2_glyc__2,1.9956113713776136,1.2095872695,0.2567226429999998
crp__delar1ar2_glyc__3,2.3994892777267927,1.2021082854999996,0.37124749300000026
crp__delar2_glyc__1,5.0170035442470695,2.6200825075000003,1.4298253029999994
crp__delar2_glyc__2,4.964477428002171,2.4571343645,1.3004454830000007
crp__delar2_glyc__3,4.851159048099649,2.4569286715,1.2369035230000005
crp__delcrp_fru__1,1.4379633028135892,0.6262593394999998,-9.852476477
crp__delcrp_fru__2,1.6281758304362173,0.5947987415,-9.107951936000001
crp__delcrp_fru__3,1.408838622954492,0.6186783535,-9.852476477
crp__delcrp_glc__1,1.0994552922992156,0.4065772265000005,-9.025871704
crp__delcrp_glc__2,1.0728631586872228,0.17240937449999993,-9.566616581
crp__delcrp_glc__3,1.8061759753273412,0.6277894555000003,-9.852476477
crp__delcrp_glyc__1,1.212215371549269,0.8554242145000002,-9.852476477
crp__delcrp_glyc__2,1.8058636624013944,0.9069751805,-9.852476477
crp__delcrp_glyc__3,2.3943675440313847,1.0210152194999995,-9.852476477
glu__glu_ale3__1,-2.1386323526160047,-0.6099849525000001,1.4385551630000002
glu__glu_ale4__1,-1.0659715843791222,-0.7165592984999996,0.1237046330000009
glu__glu_ale5__1,-0.8779784734547347,-0.2936413495000001,0.23737495299999975
glu__glu_ale6__1,-0.8121307026538137,-1.4065900554999995,-0.2669721739999993
glu__glu_ale8__1,-1.3204172448629832,-0.6808817165000001,1.5517659029999995
glu__glu_ale9__1,-0.9582837820510244,-0.4598999865,0.736260553000001
glu__glu_ale10__1,-1.604932690034651,-0.9287292435,1.2484999630000004
42c__wt_42c__1,0.2333011405814793,0.4926641694999985,-0.02289376299999901
42c__42c_ale1__1,2.0892405097798195,0.8931971365000004,0.578078713
42c__42c_ale2__1,-0.1871474734175703,-0.8878785745000002,-0.001157444000000396
42c__42c_ale3__1,-1.0448249010823314,-0.5438753744999998,-0.16365086199999898
42c__42c_ale4__1,0.9002658410377548,-0.5780941565000002,0.18829674300000046
42c__42c_ale5__1,-0.922228948653235,-0.4066220805,-0.2550904079999992
42c__42c_ale6__1,-1.1722430045103565,-0.8352305305000001,0.5847098129999999
42c__42c_ale8__1,0.5033258645406403,-0.8047911325000001,0.898060053
42c__42c_ale9__1,-0.8279239275886273,-1.6994414275,0.2344509129999999
42c__42c_ale10__1,0.4280552012673729,-0.3898697134999996,0.5824345429999997
ssw__wt_ac__1,10.262187787819451,2.9166796575000005,0.155824183
ssw__wt_glc__1,-0.2105738942407526,-0.3754914545000001,0.08995910700000033
ssw__wt_glyc__1,4.168079866232585,1.2405070975,0.2646295629999997
ssw__wt_xyl__1,2.219392706744591,1.0411117965,0.6151089029999994
ssw__glc_ale1__1,0.4859792998348203,0.8330918655000001,0.31199771300000023
ssw__glc_ale2__1,-0.0223890170993812,-0.017273503499999787,0.5353218630000001
ssw__glc_ale3__1,-0.4185485044911616,0.19459150849999984,0.4454840030000007
ssw__glyc_ale1__1,1.1359066769132051,0.6814813175000003,0.2988789030000003
ssw__glyc_ale2__1,-0.1839919627085197,0.1913049185000002,0.3021156230000006
ssw__xyl_ale1__1,0.6653506847332968,-0.4726916514999999,-0.2147884219999998
ssw__xyl_ale2__1,-0.2874344151990187,0.024559190500000216,0.026451148999999674
ssw__xyl_ale3__1,1.295006612211694,0.17390305649999993,-0.3138359289999997
ssw__glc_ac_ac2__1,0.4684056986012747,0.032226881500000186,0.5069351229999999
ssw__glc_ac_glc1__1,0.5350064892260638,0.19041838150000026,-0.42053636400000016
ssw__glc_glyc_glc__1,0.2141457385307455,0.6651054544999999,0.565682133000001
ssw__glc_glyc_glyc__1,0.8999269367169445,1.2116143094999998,0.3070424930000009
ssw__glc_xyl_glc__1,-1.3271752441814026,-0.23472190950000016,0.029020071999999782
ssw__glc_xyl_xyl__1,-0.0302925149025423,0.4483726335,-0.2438474470000003
ica__wt_glc__1,0.0157058961066854,0.32695848949999995,-0.02120516499999958
ica__wt_glc__2,0.048354407115058,0.06993625650000013,-0.013075077999999962
ica__wt_glc__3,-0.6286152089898321,-0.06398046850000005,0.0930502690000008
ica__wt_glc__4,-0.3040156595074796,0.12444468250000007,0.399858493
ica__arg_sbt__1,3.2337175101737423,0.8008546634999999,0.17296083299999945
ica__arg_sbt__2,2.5713292404181,0.4180731905000004,0.4931735029999995
ica__cytd_rib__1,10.513765192614896,2.7931538564999996,0.5032386530000004
ica__cytd_rib__2,10.697448810041438,2.9158603175000013,0.4864851229999996
ica__gth__1,1.8821825824502176,0.6325441365,-0.3447319570000005
ica__gth__2,1.1748005384091282,0.7334979774999999,-0.5509396859999995
ica__leu_glcr__1,0.562859314602172,-0.3582934055,1.0260792930000004
ica__leu_glcr__2,1.6404953471586765,-0.2750823195000001,0.964590953
ica__met_glc__1,-0.4190120541403735,-0.7510405994999996,-0.0020434050000002198
ica__met_glc__2,-0.5197466937507913,-0.5318049875000002,-0.06998528999999998
ica__no3_anaero__1,-0.2234344795652834,0.1420275565,0.16601552300000044
ica__no3_anaero__2,-0.4467224762737114,0.23600946750000015,0.1659366630000001
ica__phe_acgam__1,-0.1811584022587536,-0.3879476565000002,0.08710832000000046
ica__phe_acgam__2,0.00254903090712,-0.41676726949999976,0.07371453200000032
ica__thm_gal__1,6.886969930655366,2.1821562855,0.41909228299999945
ica__thm_gal__2,6.92613508701884,2.073625228499999,0.4125785030000007
ica__tyr_glcn__1,-0.0539134270664381,-0.8393031005,0.211699823
ica__tyr_glcn__2,-0.3763384948088728,-0.6831345434999996,0.2492893929999997
ica__ura_pyr__1,-0.1790196779744398,0.27423870249999993,0.8236668229999999
ica__ura_pyr__2,1.2199288784398483,0.6220453905000003,1.104333543000001
ica__wt_glc__5,-0.0928445636599817,-0.1500874474999998,0.3105034530000008
ica__wt_glc__6,-0.0569907702775235,-0.20001256450000016,0.3376528430000008
ica__bw_delpurR_cytd__1,-0.2974968170085333,-0.26727710149999995,-0.14178576699999998
ica__bw_delpurR_cytd__2,-1.5504442881749998,-0.043040199500000036,0.2554834630000009
ica__ade_glc__1,-0.9145122610485412,-0.39765848749999977,0.27079068299999953
ica__ade_glc__2,-0.4991171320719214,-0.6932007534999998,-0.10748262699999957
ytf__wt_glc__1,0.5679019652920683,0.5814338135000003,0.34000217300000024
ytf__wt_glc__2,0.7979055803215944,1.2587707275,0.487174103000001
ytf__delyafC__1,2.5694713532550346,0.8506235714999999,0.518280163
ytf__delyafC__2,2.134182125147927,1.0472799254999998,0.558626223000001
ytf__delyeiE__1,0.5727410892529876,0.8230227775000003,0.4528218430000006
ytf__delyeiE__2,0.6711002737823811,0.5065944045000004,0.3693801830000005
ytf__delyiaJ__1,1.687420525625535,1.1177872295000002,0.4900788630000008
ytf__delyiaJ__2,1.4538073238942282,0.9482463615,0.4743345229999996
ytf__delyieP__1,0.7659584895129141,0.8050223934999998,0.8306116230000011
ytf__delyieP__2,0.5832138874085793,0.6319488504999997,0.7498248230000009
ytf__wt_ph5__1,0.9765368113833331,0.4414881415000016,0.3985759630000008
ytf__wt_ph5__2,0.7195395854139781,0.4477387945000002,0.4747397030000009
ytf__wt_ph8__1,0.4609168501511158,-0.1199709754999998,0.2756429229999995
ytf__wt_ph8__2,-0.6156587113723496,0.4144965955000002,0.2681548629999995
ytf__delybaO__1,2.7069659256366525,1.2259509955,0.5823761830000009
ytf__delybaO__2,2.0460176970744586,1.2054926135000006,0.6367440230000003
ytf__delybaQ__1,0.2867930827576676,0.3353868025000004,0.3329404930000006
ytf__delybaQ__2,0.8530046507856742,0.08768334850000015,0.3236855130000009
ytf__delybiH__1,0.998736072058556,0.8251129394999994,0.6363319829999998
ytf__delybiH__2,1.5127223031405943,1.0206531065000002,0.5546718429999995
ytf__delydcI_ph5__1,0.3897431490623407,0.3390889235000003,0.36809995299999976
ytf__delydcI_ph5__2,0.0524786589780244,0.32376008449999993,0.4226014830000011
ytf__delydcI_ph8__1,0.1583577731448484,0.4040616024999997,0.3631957630000002
ytf__delydcI_ph8__2,0.340993175443153,0.3282307635000006,0.3071113430000008
ytf__delyddM__1,0.3951669636855553,0.3585781485000004,0.8218948030000011
ytf__delyddM__2,0.1718728676202184,0.5676927374999998,0.8320546029999996
ytf__delyheO__1,2.8535711347776007,0.8111478394999994,0.5961686430000004
ytf__delyheO__2,2.4249568609523005,1.2778736784999998,0.6336565129999999
fps__bw_glc__1,-0.0097527780682597,-0.12055788950000013,0.23073483299999964
fps__bw_glc__2,-0.0715342308394246,-0.6474717425000001,0.16040873300000058
fps__fps_thrA_ale1__1,-0.938469003621846,0.2606675384999999,0.3327312029999998
fps__fps_thrA_ale1__2,0.3239478015934589,0.2730356785000003,0.3516250830000001
fps__fps_thrA_ale2__1,0.106107286067499,0.09806546750000013,0.22966762300000101
fps__fps_thrA_ale2__2,0.3698495291610635,0.5283033575000005,0.28896753300000105
fps__fps_serB_ale1__1,0.5582493267604687,0.12622619650000022,0.2630278130000008
fps__fps_serB_ale1__2,0.5679590276474525,0.2323188875,0.3896577630000007
fps__fps_serB_ale4__1,1.4324181224105712,0.2278781785000001,0.20591431300000096
fps__fps_serB_ale4__2,1.381826341064583,0.8474727475000003,0.3602136930000004
fps__fps_ptsI_ale1__1,3.308527559047681,0.9997804984999998,0.045779202000000296
fps__fps_ptsI_ale1__2,3.3944735596471896,1.2901897985000002,0.14486478300000094
fps__fps_ptsI_ale3__1,2.373907833924685,0.9313823394999998,0.2525903130000007
fps__fps_ptsI_ale3__2,2.7981115819613587,0.8382857765000002,0.22323634299999995
pal__lyx_ale2_f6__1,7.2267904325631855,2.1876179755000003,0.3334221829999997
pal__lyx_ale2__1,3.161848849644735,1.2546465524999997,0.2649081029999998
pal__lyx_ale2__2,2.9006211253742573,1.2239139445000005,0.3071416530000004
pal__lyx_ale4__1,2.065619960038564,0.6518782444999998,-0.057655872999999865
pal__lyx_ale4__2,2.327027418164341,0.7632968565000002,-0.07060586499999921
pal__5drib_ale10_f18__1,8.362944010132692,2.7190012575000004,-0.06913953699999986
pal__5drib_ale10_f18__2,7.976710822213919,2.6730419375000007,-0.022394786999999642
pal__5drib_ale10__1,8.710336454616133,3.0063507135000003,0.4018362730000007
pal__arab_ale14_f9__1,1.5134758350970197,0.4873160125,0.24554710299999985
pal__arab_ale14_f9__2,2.010727838849092,0.5771699365000016,0.4127220729999994
pal__arab_ale14__1,2.5625827361616174,0.9105724585,0.3767839330000005
pal__arab_ale14__2,2.6816213461144898,0.9971014985000002,0.3756092130000006
pal__arab_ale16__1,6.480213850939882,2.3326830255,0.02985453700000029
pal__arab_ale16__2,6.224697213180312,2.3567449845,0.10976642500000013
pal__tartr_ale26_f10__1,8.94361612128756,2.457384766500001,0.3119472930000011
pal__tartr_ale26_f10__2,9.21335172827832,2.5823773344999994,0.19927317299999991
pal__tartr_ale26__1,6.328570419334664,1.6156168004999998,0.3850793330000002
pal__tartr_ale26__2,5.593600000407997,1.9947917665000008,0.334463263
pal__tartr_ale28_f10__1,9.524424205908774,2.8203152914999996,-0.003712276999999986
pal__tartr_ale28_f10__2,10.240726593274886,3.0572292285000002,-0.0986905509999989
pal__tartr_ale28__1,4.724609794375935,1.0701146865000002,0.27296854300000106
pal__tartr_ale28__2,3.939013691280637,1.8122937325000008,0.2684948929999997
efeU__delmenFentC_citr__1,0.7029626272968086,0.19365015750000006,0.4221979430000005
efeU__delmenFentC_citr__2,0.8189131232329044,0.2480319524999999,0.5677252629999998
efeU__delmenFentC__1,1.5866529185918996,0.5106650334999996,0.6961985229999996
efeU__delmenFentC__2,1.1466488013554357,0.5538734735000004,0.7362106530000005
efeU__menFentC_ale39__1,1.380785127541824,-0.1192936914999998,0.5420487930000011
efeU__menFentC_ale39__2,0.5548799728720128,0.2282073615,0.5730386230000004
efeU__menFentC_ale29__1,0.6149445614694495,-0.6728871005000001,0.9115027730000004
efeU__menFentC_ale29__2,0.8660806993713357,-0.5889324395000002,0.9432762930000004
efeU__menFentC_ale30__1,0.445166971385514,-0.2582990434999997,0.10668520800000003
efeU__menFentC_ale30__2,-0.5132006849095891,-0.19858571050000015,0.06397155600000026
efeU__menFentCubiC_ale36__1,0.0232595598101087,0.3235763604999997,0.8218575829999999
efeU__menFentCubiC_ale36__2,0.2190010725360102,0.26120874149999995,0.6481697730000011
efeU__menFentCubiC_ale37__1,0.145009429261299,0.6383146665000003,0.8430776529999999
efeU__menFentCubiC_ale37__2,0.1904776007362151,0.5247339135000004,0.8884085729999995
efeU__menFentCubiC_ale38__1,0.0575488074721126,0.5700995735000003,0.3484389429999997
efeU__menFentCubiC_ale38__2,0.4167825311642089,0.4906165805000002,0.30990829299999945
misc2__salc_glc__1,0.5959647455772147,0.4428192065000003,-0.03094168600000025
misc2__salc_glc__2,-0.2868381252708977,0.5650399085000002,-0.041858421999998896
misc2__dbcn_glc__1,-2.1806615135378973,-0.37101730649999975,-0.41418928399999894
misc2__dbcn_glc__2,-2.645790469113732,-0.19299909149999994,-0.32218037899999885
misc2__tyr_glc__1,0.0345286158312041,0.05365218049999987,0.4823384130000008
misc2__tyr_glc__2,0.0068531744766422,0.3359533345000001,0.5197261330000007
misc2__arg_cytd__1,-0.3997297773975514,-0.33976131349999994,0.10509646700000096
misc2__arg_cytd__2,-0.8636164153434903,-0.018937694499999932,0.09710128400000073
misc2__delyheO_pyr__1,2.871081486143005,0.5114173424999997,1.0004127829999998
misc2__delyheO_pyr__2,2.074154909485052,0.5933632775,1.0134814930000005
misc2__dellon_glc__1,0.2208659866591878,0.3128054915000016,0.4872481129999997
misc2__dellon_glc__2,0.3256060047858685,0.3609165305,0.2154419530000009
nquinone__delubiC__1,-0.4059394610203793,0.11691822050000013,0.4464799330000009
nquinone__delubiC__2,-0.6822463139336606,0.3773353645000004,0.6182852329999999
nquinone__ubiC_ale1__1,0.0369295811389256,0.20902840649999987,0.4621411030000005
nquinone__ubiC_ale1__2,0.1204651223195356,0.6425003335000001,0.5186398529999998
nquinone__ubiC_ale2__1,0.7191388828416256,0.5897571014999999,0.4747234030000005
nquinone__ubiC_ale2__2,0.5680243393808263,0.4610989454999999,0.4297995330000006
nquinone__ubiC_ale3__1,-0.4563976450221761,-0.11865974050000005,0.026469302000000642
nquinone__ubiC_ale3__2,-0.4692671460932557,-0.3494300395000001,0.09906102300000086
nquinone__ubiC_ale4__1,0.6701785699047236,0.5318930815000016,0.493212583
nquinone__ubiC_ale4__2,0.4117312347299077,0.9570040325000004,0.5086079229999996
nquinone__delpdhR__1,-1.032024315848482,0.09299920549999996,0.3856681930000008
nquinone__delpdhR__2,-0.9829558351812232,0.25965972650000024,0.36299017299999997
quinone__glu_ale4__1,-0.764086739312739,-0.2853631244999999,0.3684261329999998
quinone__glu_ale4__2,-0.6582553603840002,-0.12745039549999992,0.7361257729999995
quinone__delmenF__1,-0.3189085406763898,0.05785027350000016,0.5532796730000005
quinone__delmenF__2,1.0377583917914124,0.1693892625000002,0.4243016730000004
quinone__menF_ale5__1,0.7171013156667984,0.4823769165000016,0.9045305230000018
quinone__menF_ale5__2,1.1624963995363016,0.13186095349999993,0.9292543930000008
quinone__menF_ale6__1,1.3373543838155073,0.4875842004999997,0.928937233000001
quinone__menF_ale6__2,1.1185347074150398,0.4114615644999997,0.9358953230000004
quinone__menF_ale7__1,1.964898675185318,0.8917505904999999,0.8647486830000002
quinone__menF_ale7__2,2.0538173914360707,1.1621185394999998,0.8297670830000001
quinone__menF_ale8__1,0.5058965949430136,0.5141481624999997,1.0002332430000005
quinone__menF_ale8__2,1.0391845181958594,0.3029542965000003,0.9954071830000012
quinone__delmenFubiC__1,0.3859701438605585,0.08298699649999985,0.5032428030000009
quinone__delmenFubiC__2,0.7829107345785479,0.22116847649999996,0.5733612729999997
quinone__menFubiC_ale1__1,0.9781567652206892,0.03780660450000006,0.6889852029999997
quinone__menFubiC_ale1__2,0.5002979367414835,0.04949037250000021,0.6891632330000004
quinone__menFubiC_ale2__1,1.1484479826624916,-0.2044317845000001,0.5664049030000005
quinone__menFubiC_ale2__2,0.5655552198477826,0.2957163925000001,0.587592463
quinone__menFubiC_ale3__1,0.0564338596102779,0.2717619705000001,0.1084791789999997
quinone__menFubiC_ale3__2,0.1701860612604752,-0.2402757174999999,0.1436014399999994
quinone__menFubiC_ale4__1,0.7855036201825575,0.4842387605000002,1.042582673
quinone__menFubiC_ale4__2,0.6195055490506368,0.4384974415,1.0279896629999996
oxyR__wt_glc__1,-0.0991288160805524,0.30285065049999993,0.09382866099999987
oxyR__wt_glc__2,-0.4635330787808633,0.3799386304999999,0.13043923000000035
oxyR__wt_h2o2__1,-0.3693081664186095,0.4047385515000004,0.05757602200000101
oxyR__wt_h2o2__2,-0.2894716685528783,0.6101928305,0.4618741830000008
oxyR__glu_ale4__1,-0.0519249537863233,0.8799785094999999,0.7723290729999999
oxyR__glu_ale4__2,-0.6069265297440087,0.7525526105000004,0.49579595299999996
oxyR__glu_ale4_h2o2__1,0.346122631573909,0.8094806145000001,0.6213283730000008
oxyR__glu_ale4_h2o2__2,-0.5586293115839226,0.7193056124999995,0.4863484329999999
oxyR__oxyR_ale17__1,0.1252550782349538,0.8028968724999999,0.13801763000000022
oxyR__oxyR_ale17__2,0.6458105763012865,0.7356367554999999,0.15520324300000074
oxyR__oxyR_ale17_h2o2__1,0.3349840185653535,0.9594994865000004,0.21122745300000112
oxyR__oxyR_ale17_h2o2__2,0.0568385884665913,0.8930750334999997,0.156206473000001
oxyR__oxyR_ale18__1,-0.0238805253407552,0.20440221650000007,-0.2332659079999999
oxyR__oxyR_ale18__2,-0.0306515939242495,0.1851279644999999,-0.08594182799999928
oxyR__oxyR_ale18_h2o2__1,-0.0240082302580244,0.7375156144999995,0.027939159000000657
oxyR__oxyR_ale18_h2o2__2,0.0174756343630357,0.7766691845000002,0.09512536300000107
oxyR__oxyR_ale19__1,-0.4383247007792072,0.2462491065000001,-0.1866830670000006
oxyR__oxyR_ale19__2,-0.6673868166275503,0.4928261885000005,-0.08065952299999958
oxyR__oxyR_ale19_h2o2__1,-0.412144596226081,0.33719263450000003,-0.3216936859999997
oxyR__oxyR_ale19_h2o2__2,-0.4233486240850825,0.23425748650000025,-0.22926116100000016
oxyR__oxyR_ale20__1,0.4983535938192536,0.4163226135000002,-0.29073972199999965
oxyR__oxyR_ale20__2,0.245493991599775,0.4001426344999999,-0.3286302970000001
oxyR__oxyR_ale20_h2o2__1,0.4313182003537585,0.4538646535000002,-0.1032146049999998
oxyR__oxyR_ale20_h2o2__2,0.5954930785356184,0.5202106985000006,-0.05797147799999891
svns_pgi__BmePgi24_15__1,0.4219173050718838,0.4725934365000004,0.20789728299999946
svns_pgi__BmePgi24_15__2,0.3329898731615061,0.7062198674999998,0.2882144130000004
svns_pgi__BmePgi24_26__1,-0.2357216640603872,0.33618839250000043,0.16856253300000112
