,A,YjfJ
misc__bw_delfadr__1,1.140376966560483,-0.2582704039999999
misc__bw_delfadr__2,1.3262464144439436,0.13387000300000018
misc__nitr_031__1,0.0784943470427152,-0.4466595739999999
omics__wt_glu__1,-1.1903313235376445,-0.2241917189999998
omics__wt_glu__2,-0.8739455145339443,0.03371497800000012
omics__wt_gly__1,-0.9035421551084858,0.20307035
omics__wt_gly__2,-1.171092502472579,0.18493919000000011
omics__wt_thr__1,4.206614019074313,2.464865646
omics__wt_thr__2,3.154722478796121,1.6733990480000005
omics__bw_ac__1,0.6022873800911879,-0.945247038
omics__bw_ac__2,1.6670751850602952,0.4874339160000001
omics__bw_fum__1,1.3757889342707077,0.13723940200000007
omics__bw_fum__2,1.8443055208980488,0.5107039470000001
omics__bw_glc__1,-0.4058527527288805,0.1120727330000002
omics__bw_glc__2,-0.2429017234341815,0.07658439900000014
omics__bw_pyr__1,0.246915595366366,0.7510925360000003
omics__bw_pyr__2,-0.1904133020112798,1.4629227830000002
ompr__wt_nacl__1,0.8505888360738592,0.2566850790000001
ompr__wt_nacl__2,0.3213793526295789,-0.5110197309999998
ompr__bw_delompr_nacl__1,0.912423432938745,-0.19042422199999987
ompr__bw_delompr_nacl__2,0.650491346414826,-0.02644617599999988
minspan__wt_ade__1,0.8523187217623602,1.0185459420000005
minspan__wt_glc__2,1.0841879450552896,0.12707667300000014
minspan__wt_glc__3,0.90750157403156,-0.4056138649999999
minspan__wt_glc__4,1.450864664515848,-0.17494709899999994
minspan__wt_glc_anaero__1,-0.0484350266143728,-0.3585529139999999
minspan__wt_glc_anaero__2,-1.8789959987883909,-0.8455038169999999
minspan__wt_trp__1,4.1122770585005695,-1.5218537319999998
minspan__bw_delcra_glc__2,3.675659053268372,-0.14874556000000005
minspan__bw_delcra_trp__1,4.986542089176614,-0.04937043399999963
minspan__bw_delmntr__1,2.400631521289625,0.18373568900000012
minspan__bw_delnac_ade__1,3.5450913554134518,-1.5218537319999998
minspan__bw_delnac_glc__1,1.8237857311366965,0.2988932390000001
cra_crp__wt_ac__1,0.6086172845838494,0.03324122400000018
cra_crp__wt_ac__2,0.3480376655013784,0.12175382700000024
cra_crp__wt_fru__1,0.6871231584810452,-0.14883084999999996
cra_crp__wt_fru__2,-0.2334547044637341,0.17707431400000018
cra_crp__delcra_ac__1,0.888123251952414,-0.4720186759999998
cra_crp__delcra_ac__2,0.8992948490961977,0.8398272680000001
cra_crp__delcra_fru__1,0.6993869783512946,0.08840225200000007
cra_crp__delcra_fru__2,0.8910804204993029,-0.4459301439999999
cra_crp__delcra_glc__1,1.0585181212558363,0.06855031400000011
cra_crp__delcra_glc__2,0.6112859446789508,-0.18655401399999996
rpoB__wt_031__1,0.6386065586997902,-0.1403439219999998
rpoB__wt_044__1,1.3699799931390777,0.5079792110000003
rpoB__wt_lb__1,1.384656263298771,-0.44638382399999976
rpoB__wt_lb__2,0.9206760261778244,0.2669594970000002
rpoB__rpoBE546V_031__1,1.8339199890924207,0.7658399910000004
rpoB__rpoBE546V_044__1,2.3264711431174234,0.17612911100000006
rpoB__rpoBE546V_lb__1,0.2880957782048875,0.659516333
rpoB__rpoBE546V_lb__2,1.0325858628865674,-0.07096111399999994
rpoB__rpoBE546V_glc__1,-0.3620277038679955,-0.3619003289999998
rpoB__rpoBE672K_glc__1,0.1780703098699965,0.7641300060000003
rpoB__rpoBE672K_glc__2,0.80267398661406,1.0558880200000005
rpoB__rpoBE672K_lb__1,-0.1323976969000611,-0.5455483439999999
rpoB__rpoBE672K_lb__2,1.1893310654419087,0.42813689300000013
crp__wt_fru__1,0.4923905866789902,-0.26212798999999976
crp__wt_glyc__1,1.51997609493153,0.024922331000000183
crp__wt_glyc__2,1.328035034965578,0.192497025
crp__delar1_glyc__1,2.49393973719141,-1.1349827759999995
crp__delar1_glyc__2,3.2087733826071934,-0.7406449569999999
crp__delar1ar2_glyc__1,2.2224012247730096,-0.3506856589999998
crp__delar1ar2_glyc__2,1.956264961840685,-0.24554491199999995
crp__delar1ar2_glyc__3,1.3361031372328438,-0.7536232049999998
crp__delar2_glyc__1,3.921382862040857,-0.06025299699999985
crp__delar2_glyc__2,3.917435303446765,-0.4073166039999998
crp__delar2_glyc__3,3.920509819124685,0.15453810200000007
crp__delcrp_fru__1,0.727448107898918,-0.1010392379999998
crp__delcrp_fru__2,0.5735503962079291,-0.36915334799999977
crp__delcrp_fru__3,0.4911872443785327,0.16740422700000024
crp__delcrp_glc__1,-0.5953888760976523,-0.5702940609999998
crp__delcrp_glc__2,-0.7050438588258884,-0.6788485949999998
crp__delcrp_glc__3,-0.453425986353916,-0.4527990969999998
crp__delcrp_glyc__1,-0.9098143112680784,-0.850393746
crp__delcrp_glyc__2,-0.1142702779060436,-0.6280904079999998
crp__delcrp_glyc__3,0.4175541435435,-0.13833737299999993
glu__glu_ale3__1,-0.0473069068227805,-0.01680272099999991
glu__glu_ale4__1,0.1093839398882651,-0.4699315869999998
glu__glu_ale5__1,0.2548228767248449,-0.32657090199999983
glu__glu_ale6__1,-1.082019012113944,-0.1119771129999998
glu__glu_ale8__1,-0.0268221751726066,-1.5218537319999998
glu__glu_ale9__1,-0.2542066095607933,0.07851550400000007
glu__glu_ale10__1,0.0983275971332585,-0.23965787199999974
42c__wt_42c__1,0.51641866298148,0.12370287600000007
42c__42c_ale1__1,1.0514350822269694,-0.8789933679999998
42c__42c_ale2__1,1.549481314515823,0.18158058500000007
42c__42c_ale3__1,3.9684803084352094,2.9029708590000003
42c__42c_ale4__1,-0.7261740733987139,-1.2974633919999998
42c__42c_ale5__1,1.046117365820522,0.24381814700000026
42c__42c_ale6__1,1.834710993646457,-0.6119596319999998
42c__42c_ale8__1,0.6290893571600925,-0.34770702799999986
42c__42c_ale9__1,0.8086988768406371,0.33217671100000024
42c__42c_ale10__1,-0.8615877662889604,-0.2783669249999998
ssw__wt_ac__1,1.5674533219394111,-1.0499453499999998
ssw__wt_glc__1,1.0260560013384916,-0.2101620649999998
ssw__wt_glyc__1,4.8794276080790535,0.23003571600000014
ssw__wt_xyl__1,5.469719169353017,0.12788402300000026
ssw__glc_ale1__1,3.854032426053221,0.6268555010000001
ssw__glc_ale2__1,1.989383509083891,0.42904848900000014
ssw__glc_ale3__1,2.021598103943038,0.053810600000000035
ssw__glyc_ale1__1,3.580684574627951,0.40296883500000025
ssw__glyc_ale2__1,1.2647330272665327,-0.21889906199999976
ssw__xyl_ale1__1,2.9325759786488,1.3166100729999999
ssw__xyl_ale2__1,2.0388884929151856,0.17637603899999998
ssw__xyl_ale3__1,3.569377531801265,-0.09141700599999993
ssw__glc_ac_ac2__1,6.916692910477182,0.5208154540000001
ssw__glc_ac_glc1__1,0.7709625745653013,0.029402778000000133
ssw__glc_glyc_glc__1,2.5382308941626657,0.10017744500000014
ssw__glc_glyc_glyc__1,2.504452350788566,-0.19797836499999974
ssw__glc_xyl_glc__1,-0.1390236628220486,-0.5371485089999999
ssw__glc_xyl_xyl__1,3.682610829584029,0.37526445200000014
ica__wt_glc__1,1.5349119967183722,-0.7176558119999998
ica__wt_glc__2,1.8208951005063168,-0.34059178199999995
ica__wt_glc__3,0.2860237984374293,-0.3957955979999999
ica__wt_glc__4,1.6298602695124604,-0.5328498959999999
ica__arg_sbt__1,4.702425730116022,-0.15550731699999987
ica__arg_sbt__2,2.2243737842306666,-0.8404324449999998
ica__cytd_rib__1,3.1339570129003373,-0.18365100999999995
ica__cytd_rib__2,3.841873183253938,-0.24464790999999986
ica__gth__1,1.2309425623423151,0.061350255000000235
ica__gth__2,1.3640682081746869,-0.3689180379999999
ica__leu_glcr__1,1.6821262527992047,-0.016295292999999766
ica__leu_glcr__2,1.553953172201869,-0.2584302989999998
ica__met_glc__1,0.6744611121358655,-0.7369151699999998
ica__met_glc__2,1.6829983049655106,-0.022514506999999902
ica__no3_anaero__1,1.0295122358582791,-0.6825313149999999
ica__no3_anaero__2,1.053950707083717,-0.8178622949999999
ica__phe_acgam__1,0.4444243463637876,-0.7452223879999997
ica__phe_acgam__2,0.5511704284693809,-0.24067321399999986
ica__thm_gal__1,2.02979297985749,-0.030501755999999824
ica__thm_gal__2,2.177388322445389,-0.4903616729999998
ica__tyr_glcn__1,1.020674349791103,-0.20504710199999976
ica__tyr_glcn__2,1.436107294305231,-0.044051023999999835
ica__ura_pyr__1,1.8641037990442395,-0.02491190799999976
ica__ura_pyr__2,3.24216651687786,0.30694336300000025
ica__wt_glc__5,1.0168660596001735,-0.32840526699999995
ica__wt_glc__6,0.7343298081603178,-0.5955732409999999
ica__bw_delpurR_cytd__1,1.927690360501329,0.4461391990000001
ica__bw_delpurR_cytd__2,0.5950505094179205,0.2995176820000001
ica__ade_glc__1,0.9540039533757309,0.006693905000000111
ica__ade_glc__2,0.9702182656478842,-0.8630274019999998
ytf__wt_glc__1,2.2328795768255536,-0.6727902909999999
ytf__wt_glc__2,2.606168704005986,0.12304125200000016
ytf__delyafC__1,5.47524902814824,0.05262535999999995
ytf__delyafC__2,5.3852833375156814,-0.18693535499999991
ytf__delyeiE__1,3.53229716662892,0.0935471790000002
ytf__delyeiE__2,3.155617420324704,0.13373043900000026
ytf__delyiaJ__1,4.892729731965794,0.06436081900000024
ytf__delyiaJ__2,4.45327238027616,0.10708841800000024
ytf__delyieP__1,3.839477123296512,0.0685044760000002
ytf__delyieP__2,3.426920581794626,-0.23100300699999976
ytf__wt_ph5__1,1.181979739364128,-1.056213041
ytf__wt_ph5__2,1.7494984790265922,-0.9078168439999998
ytf__wt_ph8__1,1.751417370517073,-0.21635345600000003
ytf__wt_ph8__2,1.4694039108997012,0.13575755400000022
ytf__delybaO__1,4.873820526257267,0.26042869700000004
ytf__delybaO__2,4.251762006406204,0.4504622730000001
ytf__delybaQ__1,1.1893657856328557,0.09063207000000006
ytf__delybaQ__2,1.2420353955095291,-0.01716266899999974
ytf__delybiH__1,3.603297022466052,-0.6028972079999998
ytf__delybiH__2,3.50995007135622,0.10866584900000008
ytf__delydcI_ph5__1,1.7968206848846269,-0.5813168809999999
ytf__delydcI_ph5__2,1.6688214870285722,-0.3882673239999999
ytf__delydcI_ph8__1,2.387486015740906,0.2789978300000002
ytf__delydcI_ph8__2,2.629626911369713,-0.6977578219999998
ytf__delyddM__1,2.446213981968713,0.10726796100000023
ytf__delyddM__2,2.300346969430729,-0.09342429499999994
ytf__delyheO__1,5.221494769579415,0.683943272
ytf__delyheO__2,4.176050090565235,-0.7734605809999999
fps__bw_glc__1,1.8357692860486603,0.05338588800000022
fps__bw_glc__2,1.5895639483273114,-0.4427178669999998
fps__fps_thrA_ale1__1,1.9020519235574105,-0.3011705659999999
fps__fps_thrA_ale1__2,2.151508708900069,-0.4022382609999999
fps__fps_thrA_ale2__1,2.231723563053247,-0.3947819669999999
fps__fps_thrA_ale2__2,2.887476654507092,-0.2301872489999999
fps__fps_serB_ale1__1,1.9559688619470323,-0.04061169199999992
fps__fps_serB_ale1__2,1.7820577486829678,-0.17480720999999974
fps__fps_serB_ale4__1,2.2789344524698816,-0.4353131199999998
fps__fps_serB_ale4__2,2.055677528532571,0.4093384120000001
fps__fps_ptsI_ale1__1,4.116710549960777,0.0192773380000002
fps__fps_ptsI_ale1__2,3.5618134476676584,-0.16052157899999964
fps__fps_ptsI_ale3__1,3.51380598302246,-0.4051843359999998
fps__fps_ptsI_ale3__2,3.8378377248623177,-0.2313769519999997
pal__lyx_ale2_f6__1,1.5565656336983775,-0.3962124309999999
pal__lyx_ale2__1,2.1693136925853542,0.6077342700000004
pal__lyx_ale2__2,2.025446161575375,0.6773127940000001
pal__lyx_ale4__1,2.21550413115512,0.11581598900000012
pal__lyx_ale4__2,2.861206898440776,-0.7348009389999999
pal__5drib_ale10_f18__1,3.1859446861749965,0.7331155210000002
pal__5drib_ale10_f18__2,3.1094197396437586,-0.40481322499999983
pal__5drib_ale10__1,2.7119337701792343,0.03308048200000013
pal__arab_ale14_f9__1,3.2056101415712037,0.7019919080000001
pal__arab_ale14_f9__2,1.7857660404393982,-0.44066927199999983
pal__arab_ale14__1,2.316321283084098,0.025550632000000077
pal__arab_ale14__2,2.2643750022095164,0.2587120580000002
pal__arab_ale16__1,2.649624645763917,1.0451157000000002
pal__arab_ale16__2,3.4848334011334297,0.6629854239999999
pal__tartr_ale26_f10__1,1.5766048540019155,-0.10098546399999964
pal__tartr_ale26_f10__2,0.8539892179439745,0.05185359200000006
pal__tartr_ale26__1,2.257372121118817,-0.2326056919999999
pal__tartr_ale26__2,1.4094652630220574,-0.24026256199999985
pal__tartr_ale28_f10__1,2.261392984722369,0.30449221800000026
pal__tartr_ale28_f10__2,1.0236785514375242,-0.14909403599999993
pal__tartr_ale28__1,3.362706367959136,0.6456720360000001
pal__tartr_ale28__2,3.2500737794561787,0.06711354300000005
efeU__delmenFentC_citr__1,2.8633919145006823,-0.2748496119999999
efeU__delmenFentC_citr__2,2.3518707974198363,-0.5513694109999998
efeU__delmenFentC__1,1.7084175241860615,-0.34962430499999986
efeU__delmenFentC__2,1.4046302944143103,-0.1788197199999999
efeU__menFentC_ale39__1,3.8216647036405234,-0.6337459629999997
efeU__menFentC_ale39__2,4.244457952174641,0.2953801890000001
efeU__menFentC_ale29__1,4.540518420904217,-0.7222482559999999
efeU__menFentC_ale29__2,5.328516864408551,0.07526640000000008
efeU__menFentC_ale30__1,3.333661864408473,0.8325620100000002
efeU__menFentC_ale30__2,2.353413544272757,1.0817436550000004
efeU__menFentCubiC_ale36__1,1.9210004378738308,0.3734179350000002
efeU__menFentCubiC_ale36__2,0.6869345707651779,0.06231637499999997
efeU__menFentCubiC_ale37__1,2.525443970745316,0.24189462400000014
efeU__menFentCubiC_ale37__2,1.6374152878965094,0.17648852200000031
efeU__menFentCubiC_ale38__1,2.0263354654848955,0.36340332600000025
efeU__menFentCubiC_ale38__2,2.954574319442464,0.2915808520000001
misc2__salc_glc__1,1.4101863062482547,-0.8771869889999999
misc2__salc_glc__2,0.2567137653097263,-0.20714962599999984
misc2__dbcn_glc__1,0.5570482268146434,-1.095789359
misc2__dbcn_glc__2,-0.1179394667818768,-0.8564533859999999
misc2__tyr_glc__1,0.8116912910811206,-0.23509176499999995
misc2__tyr_glc__2,1.261703324135702,-0.25412140399999994
misc2__arg_cytd__1,1.738540665140106,-0.046449849999999904
misc2__arg_cytd__2,1.591763686442423,0.1440006880000002
misc2__delyheO_pyr__1,3.3417571215804998,-0.5850065009999998
misc2__delyheO_pyr__2,3.760316760517254,0.22691358100000025
misc2__dellon_glc__1,2.288724470640611,-0.8663482299999998
misc2__dellon_glc__2,2.367741892303272,-0.5177953969999998
nquinone__delubiC__1,2.428414252981628,-0.5702383089999998
nquinone__delubiC__2,2.369915232179864,-0.2982168129999998
nquinone__ubiC_ale1__1,2.364815448499242,-0.07684007299999984
nquinone__ubiC_ale1__2,2.3763630781113205,-0.07633453000000001
nquinone__ubiC_ale2__1,3.1798028640146865,0.5452794170000002
nquinone__ubiC_ale2__2,2.347432710500875,-0.06180791799999974
nquinone__ubiC_ale3__1,2.2680923963839428,-0.4629918879999997
nquinone__ubiC_ale3__2,2.5127606806173555,-0.08698087099999974
nquinone__ubiC_ale4__1,3.1325237568366915,0.1429610170000002
nquinone__ubiC_ale4__2,2.7797260610233647,-0.09792607999999993
nquinone__delpdhR__1,1.1631230268792412,-0.2780724159999999
nquinone__delpdhR__2,0.7444349337685517,0.08940929000000009
quinone__glu_ale4__1,0.4971441816496693,-0.6933350789999999
quinone__glu_ale4__2,1.1024432110335138,-0.2577445949999999
quinone__delmenF__1,2.309868741262605,-0.28551649499999976
quinone__delmenF__2,1.5558543469404638,-0.22192867399999994
quinone__menF_ale5__1,3.012441419420754,-0.2911284399999998
quinone__menF_ale5__2,3.661945903753901,-0.6708987649999998
quinone__menF_ale6__1,4.754323239028159,-0.4105988669999998
quinone__menF_ale6__2,3.752911402245299,-0.15867296699999978
quinone__menF_ale7__1,6.128027963279347,0.6187561350000004
quinone__menF_ale7__2,6.925338144756374,0.4990438470000002
quinone__menF_ale8__1,5.926989694554455,0.3858761250000001
quinone__menF_ale8__2,5.443909165555998,0.1660425980000002
quinone__delmenFubiC__1,2.549134429112625,0.15926022600000025
quinone__delmenFubiC__2,2.046704461846258,0.04164600900000015
quinone__menFubiC_ale1__1,5.573049339589287,-0.1120880569999998
quinone__menFubiC_ale1__2,5.981605254372029,0.1337377660000003
quinone__menFubiC_ale2__1,5.199511486904703,-0.11224208899999977
quinone__menFubiC_ale2__2,5.411211463820998,-1.1429837790000001
quinone__menFubiC_ale3__1,2.1113117876999965,-0.22042219799999985
quinone__menFubiC_ale3__2,1.971723556559997,-0.4572794089999999
quinone__menFubiC_ale4__1,4.389768620040214,-0.03150940499999977
quinone__menFubiC_ale4__2,5.2833299165881416,0.18043867000000025
oxyR__wt_glc__1,1.324696833034776,-0.6155184879999999
oxyR__wt_glc__2,1.5612905573249674,-0.1424383199999999
oxyR__wt_h2o2__1,2.218318638884801,0.006634274000000051
oxyR__wt_h2o2__2,2.205922522259665,0.09732649400000004
oxyR__glu_ale4__1,1.526376032656927,-0.0050563150000000326
oxyR__glu_ale4__2,2.4683589347571955,0.06633659800000014
oxyR__glu_ale4_h2o2__1,2.1060945204546258,-0.25738975399999986
oxyR__glu_ale4_h2o2__2,2.260798427761643,-0.17652015499999996
oxyR__oxyR_ale17__1,3.947681478386472,-0.0757386379999998
oxyR__oxyR_ale17__2,4.394234862086849,-0.13087057699999982
oxyR__oxyR_ale17_h2o2__1,4.305908708318581,0.3449987810000001
oxyR__oxyR_ale17_h2o2__2,2.9002691591170504,0.3575685710000001
oxyR__oxyR_ale18__1,1.6268268088367457,0.11322227900000015
oxyR__oxyR_ale18__2,1.118150603593657,-0.420034246
oxyR__oxyR_ale18_h2o2__1,2.883270883216837,-0.18963609699999995
oxyR__oxyR_ale18_h2o2__2,2.794136014757223,0.23008285500000025
oxyR__oxyR_ale19__1,1.8354182439823472,-0.5808197659999998
oxyR__oxyR_ale19__2,1.7831430390213323,-0.6183552259999998
oxyR__oxyR_ale19_h2o2__1,1.5479506262486775,-0.6445581029999998
oxyR__oxyR_ale19_h2o2__2,1.5153952151199348,-0.2639296919999998
oxyR__oxyR_ale20__1,2.6257577430176786,-0.2807935389999998
oxyR__oxyR_ale20__2,2.916172008455634,0.18043684800000026
oxyR__oxyR_ale20_h2o2__1,2.856693316999059,-0.11830020299999976
oxyR__oxyR_ale20_h2o2__2,2.4206349711515447,-0.020071256999999898
svns_pgi__BmePgi24_15__1,2.984645695064641,0.015111931000000078
svns_pgi__BmePgi24_15__2,2.324835688835444,0.3498346590000001
svns_pgi__BmePgi24_26__1,3.156711122685646,0.6500787740000002
svns_pgi__BmePgi24_26__2,3.456276430088989,-0.0181064769999999
svns_pgi__BmePgi24_41__1,4.648507473237401,0.5728121800000001
svns_pgi__BmePgi24_41__2,2.991649194319969,0.481669379
svns_pgi__BmePgi24_52__1,3.524539922872779,0.7082598160000004
svns_pgi__BmePgi24_52__2,2.76335777761839,-0.00840852599999975
svns_pgi__PaePgi2_34__1,2.419814114523996,-0.3083513899999999
svns_pgi__PaePgi2_34__2,2.5112064312587936,0.06989019800000018
svns_pgi__PaePgi2_63__1,3.390831553170336,0.4135323220000002
svns_pgi__PaePgi2_63__2,3.550399093052825,-0.02210736599999974
svns_pgi__PaePgi24_54__1,1.7965030356040723,-0.1818714549999998
svns_pgi__PaePgi24_54__2,2.1804418395612,-0.08863882599999995
svns_pgi__PaePgi24_90__1,2.492767062397472,0.2085973350000001
svns_pgi__PaePgi24_90__2,1.7447667249722425,-0.1497508019999998
abx_media__m9_ctrl__1,1.8758819173218249,-0.510965761
abx_media__m9_ctrl__2,1.5809066060754728,-0.4892870649999999
abx_media__rpmi_ctrl__1,0.7271917324084789,0.01399436399999998
abx_media__rpmi_ctrl__2,0.9666651473862926,-0.8176314039999999
abx_media__camhb_ctrl__1,2.624807510597976,0.4407148770000002
abx_media__camhb_ctrl__2,2.056653015881056,0.2468687940000001
abx_media__m9_mero__1,2.356784523483007,-1.0336908129999998
abx_media__m9_mero__2,1.9629588537954032,-0.1015036509999998
abx_media__rpmi_mero__1,1.785538131366727,-0.07426159399999976
abx_media__rpmi_mero__2,1.8000273208874793,-0.5247867649999999
abx_media__camhb_mero__1,3.355974703125659,0.2957351960000001
abx_media__camhb_mero__2,3.780942122271537,0.6247335950000004
abx_media__m9_trisulf__1,2.415024795318709,0.04118643600000005
abx_media__m9_trisulf__2,2.818293713552959,-0.3535098509999999
abx_media__rpmi_trisulf__1,2.4676261845713694,-0.8325937719999998
abx_media__rpmi_trisulf__2,2.5181152906066053,0.22012001500000025
abx_media__camhb_trisulf__1,3.549210231093868,0.4983789380000001
abx_media__camhb_trisulf__2,2.7491909333330278,0.3045256820000002
abx_media__m9_cef__1,2.861265159135657,-0.4365667299999998
abx_media__m9_cef__2,3.8291795875744334,0.3268690230000002
abx_media__rpmi_cef__1,7.013333607971151,1.274405222
abx_media__rpmi_cef__2,7.769637355270045,1.1982271100000004
abx_media__camhb_cef__1,4.424764996408409,0.973984405
abx_media__camhb_cef__2,4.490004733599877,1.1827056740000006
abx_media__m9_cipro__1,1.1795330821296952,-0.5057691739999999
abx_media__m9_cipro__2,1.7482118184060569,-0.6653128869999998
abx_media__rpmi_cipro__1,6.479235487306187,1.2073303450000004
abx_media__rpmi_cipro__2,6.70022801995142,1.55493733
abx_media__camhb_cipro__1,1.6499488554925883,-0.35454694099999995
abx_media__camhb_cipro__2,2.0740451717467114,0.3154197480000001
hot_tale__42c_ale3_30c__1,11.047551132713396,4.270163329000002
hot_tale__42c_ale3_30c__2,11.073160840113909,3.981698830000001
hot_tale__42c_ale3_37c__1,8.213180130733786,2.8566920150000006
hot_tale__42c_ale3_37c__2,6.566537597086701,2.9556117019999997
hot_tale__42c_ale3_44c__1,7.356189131533638,2.5019287150000005
hot_tale__42c_ale3_44c__2,7.629798518873946,2.246984868
hot_tale__hot_ale3_mid_30c__1,11.029940298663892,4.000234808
hot_tale__hot_ale3_mid_30c__2,12.509897976281424,3.961417190000001
hot_tale__hot_ale3_mid_37c__1,9.62904223803723,3.1226799310000004
hot_tale__hot_ale3_mid_37c__2,9.221923709113549,2.913363105
hot_tale__hot_ale3_mid_44c__1,8.123548720058425,3.5177444990000004
hot_tale__hot_ale3_mid_44c__2,7.730505394885985,2.99113113
hot_tale__hot_ale3_30c__1,11.60961415527091,3.5747831660000005
hot_tale__hot_ale3_30c__2,11.62531674064648,3.584546893
hot_tale__hot_ale3_37c__1,8.733477752201983,2.941196235
hot_tale__hot_ale3_37c__2,9.464668750998293,3.103067858
hot_tale__hot_ale3_44c__1,8.40208928692558,2.8427400990000007
hot_tale__hot_ale3_44c__2,8.364587315036959,3.1689050690000005
hot_tale__hot_ale4_30c__1,12.860878867045663,4.130439658
hot_tale__hot_ale4_30c__2,13.39783084844818,4.0442415920000006
hot_tale__hot_ale4_37c__1,11.451390203386929,3.615393367
hot_tale__hot_ale4_37c__2,10.84387348015682,3.5026543310000005
hot_tale__hot_ale4_44c__1,8.802736421092758,3.0061886160000006
hot_tale__hot_ale4_44c__2,8.508187090886917,2.8913790350000004
hot_tale__hot_ale8_30c__1,9.732076518745531,3.5409614740000017
hot_tale__hot_ale8_30c__2,9.504605715609925,3.3356108790000003
hot_tale__hot_ale8_37c__1,7.819972461495574,2.94019594
hot_tale__hot_ale8_37c__2,7.846163455786034,2.8186260620000003
hot_tale__hot_ale8_44c__1,6.485033117375457,3.033163618
hot_tale__hot_ale8_44c__2,6.664199883690998,3.01275938
hot_tale__hot_ale9_mid_30c__1,15.33889476637391,4.379615568
hot_tale__hot_ale9_mid_30c__2,14.62192581629585,4.348921808
hot_tale__hot_ale9_30c__1,12.081330151849242,4.064283475
hot_tale__hot_ale9_30c__2,12.51101695828996,4.081136500000001
hot_tale__hot_ale9_mid_37c__1,11.471412902330558,3.448499491
hot_tale__hot_ale9_mid_37c__2,11.543262350170892,3.5380252119999995
hot_tale__hot_ale9_37c__1,9.358010746392113,2.7398406160000004
hot_tale__hot_ale9_37c__2,9.205042347967153,2.9020345660000006
hot_tale__hot_ale9_mid_44c__1,10.31254830189395,3.748086627
hot_tale__hot_ale9_mid_44c__2,10.634719787781773,3.075323562
hot_tale__hot_ale9_44c__1,7.396867422873409,2.858608574
hot_tale__hot_ale9_44c__2,7.913343263064803,2.7841988470000003
hot_tale__hot_ale10_30c__1,13.356861189359082,3.9517059550000013
hot_tale__hot_ale10_30c__2,13.343521093369835,4.080275317
hot_tale__hot_ale10_37c__1,10.395586862796586,3.378422472
