,A,YjfJ
minicoli__W3110_glc__2,2.5939377222557947,-0.5146087635069894
minicoli__W3110_glyc__1,1.497073157702424,-0.2269930021672406
minicoli__W3110_glyc__2,0.646079604343954,-0.16541353685486415
minicoli__W3110_Fe_starve__1,0.1437297615383061,-0.3993633192814232
minicoli__W3110_Fe_starve__2,0.3116319199976526,-0.458393114518924
minicoli__W3110_LB__1,-2.153156567204659,-0.33926248680667737
minicoli__W3110_LB__2,-2.543481556585234,-0.30530536306499245
minicoli__W3110_N_starve__1,2.1299408922046834,0.10876131707521196
minicoli__W3110_N_starve__2,1.9194343653556316,0.2102810536754054
minicoli__W3110_osm__1,1.1341932362486993,-0.6603871348526674
minicoli__W3110_osm__2,1.5172371924652577,0.03137999105342093
minicoli__W3110_ph5__1,0.9043381603865648,-1.0769099006586196
minicoli__W3110_ph5__2,0.3222092395466545,-1.5218537319999998
minicoli__W3110_pyr__1,2.886375614333405,-0.44931843905043295
minicoli__W3110_pyr__2,1.882732767214654,-0.2848931716877148
minicoli__W3110_sorb__1,4.3435710424845775,-0.8922867556403876
minicoli__W3110_sorb__2,4.537091053574954,-0.005451098899120321
minicoli__W3110_urid__1,3.240500931648365,-0.9846373180987252
minicoli__W3110_urid__2,2.6350279359179263,-0.7357972226742096
minicoli__W3110_WT_glc__1,0.984197496934889,-0.4430254157209583
minicoli__W3110_WT_glc__2,2.0705563904364017,-0.32154019997357164
minicoli__W3110_WT_osm__1,2.328916589358013,-0.5522672364166759
minicoli__W3110_WT_osm__2,1.3052225571433749,-0.10530667341531297
eep__BOP27__1,1.3246968333707816,-0.6155184876206713
eep__BOP27__2,1.561290557914445,-0.142438319646069
eep__BOP1000__1,1.5263760331477878,-0.005056315294998948
eep__BOP1000__2,2.4683589345602357,0.06633659831709626
eep__BOP27_ndh-cydB-appC__1,0.5292498224310758,-0.4186451638183208
eep__BOP27_ndh-cydB-appC__2,0.4498992315668045,-0.03101544149504165
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,2.726028364232279,-0.6610463587241939
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,2.817144482880809,-0.6028739692454874
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,2.5914057019789936,0.2421084540794729
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,5.170201617217336,-0.13433839956205906
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,2.300815773127403,-0.8921708399201602
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,2.102493944589413,-0.9389590241803348
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,1.0936760557278322,-0.3141513697566385
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,0.8845645554913263,-0.20150783679682796
eep__BOP27_nuoB-cydB-appC__1,1.1291323559684114,-1.1330653577731835
eep__BOP27_nuoB-cydB-appC__2,0.2821311037863254,-0.18009071354736814
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,4.9933156230109565,0.04895538744593786
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,4.588793884185113,0.11445987955816195
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,3.877165117293052,0.08861653691162119
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,3.948792692281392,-0.3732211315633824
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,5.664314977005007,0.3917158971036929
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,5.451535584511392,0.2962612506383966
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,5.810791996353084,0.40482523346426097
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,5.481423307442474,0.16782014788055946
eep__BOP27_ndh-cyoB__1,2.894617563636691,0.7132441345519895
eep__BOP27_ndh-cyoB__2,2.321942286349028,0.436612102750529
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,4.628353001751308,0.5252446514623892
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,4.492117351557871,0.729163754788476
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,6.460039167156389,0.9698119498824544
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,6.707447180889637,1.226784695359314
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,4.3050881478762095,0.6132294196299353
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,5.475828212435255,0.3869049973207761
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,4.038589915385862,-0.8123902240698345
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,4.38969683034498,0.3131934987207277
eep__BOP27_nuoB-cyoB__1,2.428397310235168,0.1798346994641653
eep__BOP27_nuoB-cyoB__2,2.827393825371561,0.4977635865769612
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,2.3470499679406505,-0.7262682455778131
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,1.8728805921630656,-0.8728599763799582
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,2.63373836901627,-0.2496105677978815
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,2.7177552981843864,-0.4488031720705323
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,4.706566145286037,0.2544124686556284
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,4.94873448944962,0.2549370267521789
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,3.827998488219913,-0.7856431576071161
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,3.218613696678106,-0.8418361365338362
eep__BOP27_ndh-cydB__1,3.616691712869381,1.1338977599070836
eep__BOP27_ndh-cydB__2,3.51265459654192,1.3954197613032473
eep__BOP27_nuoB-cydB__1,2.767107302056972,1.1833898488324488
eep__BOP27_nuoB-cydB__2,2.5453106460213184,0.8908619260397166
DDB2__PD-005_BW25113_Batch_6h__1,1.1577182249422309,-1.0459247892898356
DDB2__PD-005_BW25113_Batch_6h__2,1.580628018224718,-0.8147211279179808
DDB2__PD-003_BW25113_Batch_9h__1,1.147134865880165,-0.4589841323202642
DDB2__PD-003_BW25113_Batch_9h__2,1.1969864472451528,-0.8862853096710226
DDB2__PD-003_BW25113_Fed-batch_6h__1,1.7430902312401484,-0.5609219302377091
DDB2__PD-003_BW25113_Fed-batch_6h__2,1.5381034321481797,-1.5218537319999998
DDB2__PD-005_BW25113_Fed-batch_6h__1,0.9288777759025564,-0.5370921598068235
DDB2__PD-005_BW25113_Fed-batch_6h__2,-0.5939227627307055,-1.5218537319999998
DDB2__PD-005_BW25113_Fed-batch_6h__3,1.3553644491754038,-0.7843624162951155
DDB2__PD-005_BW25113_Fed-batch_15h__1,0.4974530533512351,-0.20959007802873694
DDB2__PD-005_BW25113_Fed-batch_15h__2,0.8557704278075067,-0.8762927362106274
DDB2__PD-003_BW25113_Fed-batch_21h__1,0.4613613571287731,-0.907836220111702
DDB2__PD-003_BW25113_Fed-batch_21h__2,1.392762440620594,0.07601401241800265
DDB2__PD-004_del-basS_Batch_6h__1,0.5507889923525133,-0.7987567419746541
DDB2__PD-004_del-basS_Batch_6h__2,0.3445387244767093,-0.7867189563928292
DDB2__PD-004_del-basS_Fed-batch_6h__1,0.9699516417694865,-0.6239838992389497
DDB2__PD-004_del-basS_Fed-batch_6h__2,0.9265589071466068,-0.9996743671382662
DDB2__PD-004_del-basS_Fed-batch_15h__1,0.2499447682785348,-1.0596188052264095
DDB2__PD-004_del-basS_Fed-batch_15h__2,0.6096329752814086,-0.8932087248665223
DDB2__PD-004_del-kdpE_Batch_6h__1,1.4563967201155903,-0.8637794730406921
DDB2__PD-004_del-kdpE_Batch_6h__2,1.7246615546128234,-0.711800648419647
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,2.068529475415789,-1.054642472903397
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,1.823720555617117,-0.24956881877145354
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,0.5639571265335639,-0.8860196869074526
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,1.4932082368020534,-0.4135362254362722
DDB2__PD-005_del-phoB_Batch_6h__1,-1.1058890952797518,-1.5218537319999998
DDB2__PD-005_del-phoB_Batch_6h__2,0.8761816318779743,-0.4706493729028001
DDB2__PD-005_del-phoB_Batch_6h__3,1.045429636595162,-0.6335703112929841
DDB2__PD-003_del-phoB_Batch_9h__1,0.7794220088873085,-0.39646644764294137
DDB2__PD-003_del-phoB_Batch_9h__2,0.6467680781622926,-1.5218537319999998
DDB2__PD-003_del-phoB_Fed-batch_6h__1,2.769125477580822,-0.08659740767237567
DDB2__PD-003_del-phoB_Fed-batch_6h__2,1.1145535002400515,-1.5218537319999998
DDB2__PD-005_del-phoB_Fed-batch_6h__1,1.5635848623254422,-0.5829430717009988
DDB2__PD-005_del-phoB_Fed-batch_6h__2,1.7971501765640097,-0.7756447950837133
DDB2__PD-005_del-phoB_Fed-batch_15h__1,1.7735923626762713,-0.6132999522635842
DDB2__PD-005_del-phoB_Fed-batch_15h__2,0.7372437574829572,-0.6870357428390613
DDB2__PD-003_del-phoB_Fed-batch_21h__1,0.9988226582884904,-0.3159723804921406
DDB2__PD-003_del-phoB_Fed-batch_21h__2,0.3248382628997173,-0.2602140813338447
DDB2__PD-004_del-qseB_Batch_6h__1,1.9138823880395173,-0.8702330295366509
DDB2__PD-004_del-qseB_Fed-batch_6h__1,0.8297208821455901,-0.8211743976211969
DDB2__PD-004_del-qseB_Fed-batch_6h__2,0.8326202574072241,-0.6630921537866761
DDB2__PD-004_del-qseB_Fed-batch_15h__1,1.1663461596386138,-0.9203893770449324
DDB2__PD-004_del-qseB_Fed-batch_15h__2,1.260662305369684,0.10428218466278794
DDB2__PD-004_del-qseC_Batch_6h__1,1.1422407647633634,-0.50341198032153
DDB2__PD-004_del-qseC_Batch_6h__2,1.5001046171406218,-0.7837258233197142
DDB2__PD-004_del-qseC_Fed-batch_6h__1,0.7389875404316792,-0.9632324930971364
DDB2__PD-004_del-qseC_Fed-batch_6h__2,1.218078711866396,-0.8922859416386107
DDB2__PD-004_del-qseC_Fed-batch_15h__1,0.7343968629763887,-0.6787672530091905
DDB2__PD-004_del-qseC_Fed-batch_15h__2,1.4551395887849616,0.01614556923425181
DDB2__PD-005_del-qseF_Batch_6h__1,1.2418904805058035,-1.1576764574132985
DDB2__PD-005_del-qseF_Batch_6h__2,0.7733106823243715,-0.9515921655609579
DDB2__PD-003_del-qseF_Batch_6h__1,1.3770208991472943,0.3185934667530277
DDB2__PD-003_del-qseF_Batch_6h__2,1.2658963593525887,-1.5218537319999998
DDB2__PD-003_del-qseF_Fed-batch_6h__1,1.0572435660933457,-0.6295259034096607
DDB2__PD-003_del-qseF_Fed-batch_6h__2,1.1499899098661135,-0.7859884469278013
DDB2__PD-005_del-qseF_Fed-batch_6h__1,1.0583044270514537,-0.008490160213842302
DDB2__PD-005_del-qseF_Fed-batch_6h__2,-0.1198897490388446,-0.6822621234692485
DDB2__PD-005_del-qseF_Fed-batch_6h__3,1.840136709591028,-0.6738923169935642
DDB2__PD-005_del-qseF_Fed-batch_15h__1,1.3545040654987222,-1.0332572032536502
DDB2__PD-005_del-qseF_Fed-batch_15h__2,1.8245709480121763,0.5961814291994565
DDB2__PD-003_del-qseF_Fed-batch_21h__1,-0.3035926017553991,0.4644440175241906
DDB2__PD-003_del-qseF_Fed-batch_21h__2,0.6566936154893215,-0.01306532875006816
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,0.4709723147323703,-1.5218537319999998
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,1.419624965172532,-0.6745296873335339
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,1.4609763068683197,-0.9953790214378893
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,1.214438224302336,-0.4305336631985843
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,1.5538079864423922,-1.025412084543216
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,-0.2359471955223637,-0.1798213561863442
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,0.8121403583765455,-0.3752793488876885
DDB3__PD-009_del-arcA_Batch_6h__1,1.068940082148787,-0.040512016554694615
DDB3__PD-009_del-arcA_Batch_6h__2,0.5509032643664459,-0.4423613550510483
DDB3__PD-009_del-arcA_Fed-batch_6h__1,2.2551531876828164,0.0400177287011394
DDB3__PD-009_del-arcA_Fed-batch_6h__2,3.417230362990888,-0.4775150027383706
DDB3__PD-009_del-arcA_Fed-batch_15h__1,2.2066397560049915,0.15967334582944304
DDB3__PD-009_del-arcA_Fed-batch_15h__2,2.1143885406901712,-0.9840506551026592
DDB3__PD-006_del-baeR_Batch_12h__1,0.4701500130105713,-1.0248356108580792
DDB3__PD-006_del-baeR_Batch_12h__2,0.9294461356580804,-1.05229728788678
DDB3__PD-009_del-baeR_Batch_12h__1,0.8441731038997462,-0.10311913157570184
DDB3__PD-009_del-baeR_Batch_12h__2,1.169502454442697,-0.8493686073252938
DDB3__PD-006_del-baeR_Fed-batch_12h__1,1.1989743943690252,-1.0167196022477998
DDB3__PD-006_del-baeR_Fed-batch_12h__2,1.5212659575784286,-0.7820213056625798
DDB3__PD-009_del-baeR_Fed-batch_12h__1,1.8542077826610144,-0.158992984464706
DDB3__PD-009_del-baeR_Fed-batch_12h__2,-0.2231980719211752,-1.5218537319999998
DDB3__PD-009_del-baeR_Fed-batch_18h__1,0.511850939525581,-0.639260401663184
DDB3__PD-006_del-lsrB_Batch_6h__1,0.8630759448627834,-0.3456434794767089
DDB3__PD-006_del-lsrB_Batch_6h__2,0.3992116712046106,-0.8346806949132339
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,1.575805848845336,-0.1915751971801698
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,1.8318998570706209,-0.5806653841574034
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,1.1614528653785403,-0.7721147917980362
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,0.517000390939405,-0.8998734155677286
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,1.045488702354371,-0.1317980151888114
DDB3__PD-009_del-lsrK_Batch_6h__1,0.8999005604996091,-0.9528867810182462
DDB3__PD-009_del-lsrK_Batch_6h__2,0.277822821423956,-0.6279273389159532
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,3.1402215453172837,0.12893625778850448
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,1.3788995019280288,-0.2652963926805765
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,0.9998767340890552,-0.8764869558027201
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,0.3867460754134086,-0.9409124366315677
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,1.1098703836049406,-1.0107997887566265
DDB3__PD-006_del-lsrR_Batch_6h__1,1.0824228423958264,-1.0757381003604636
DDB3__PD-006_del-lsrR_Batch_6h__2,0.7949674342919371,-0.79203228155507
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,1.811987568323427,-0.3546479543835135
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,-0.2313031604625818,-1.5218537319999998
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,0.7074178358835087,-1.0020077222499548
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,0.7007939714778465,-1.0603854363924026
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,1.4976132357575176,-0.9105080077077756
DDB3__PD-009_del-luxS_Batch_6h__1,2.162276984472334,-0.4244018989906102
DDB3__PD-009_del-luxS_Batch_6h__2,-0.4302573879977099,-1.5218537319999998
DDB3__PD-009_del-luxS_Fed-batch_6h__1,1.3746382533283394,-0.15842665790049335
DDB3__PD-009_del-luxS_Fed-batch_6h__2,1.875149868629231,-0.5265680279501462
DDB3__PD-009_del-luxS_Fed-batch_15h__1,0.996560990852445,-0.9675744978114112
DDB3__PD-009_del-luxS_Fed-batch_15h__2,1.27245969479879,-0.2955776140096429
DDB3__PD-006_del-rpoS_Batch_9h__1,1.0186905895741474,-0.888052801709464
DDB3__PD-006_del-rpoS_Batch_9h__2,0.2947813296481121,-0.5294287135512804
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,2.241687311977505,-0.0868167890117788
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,0.0177426729630909,0.2215723877119016
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,-0.0654651219340179,-0.6726491388134119
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,0.6957848739161602,-1.5218537319999998
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,0.122064356605295,-0.12696728867166862
DDB3__PD-009_del-tnaA_Batch_6h__1,0.804497389427616,-0.5523872395151135
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,0.6840669594099281,-0.8971412852511418
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,1.3180739191907844,-1.1440347763070824
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,1.3775176784788168,0.1332175502798636
