,A,Lrp
SRX5694312,0.2247621247,0.2088463545
SRX5694313,-0.49364646370000004,0.0064241946000000005
SRX5694315,-0.2398461351,-0.37709018990000004
SRX5694317,-0.8898850541000001,0.6017321859
SRX5694319,-0.2216975613,-0.6170299069
SRX5694320,1.569261556,-0.6903743882000001
SRX5694321,-0.21787708830000002,-0.0542605311
SRX5694322,3.5347826181,0.5402471191
SRX5694323,0.37189923900000005,0.3040365601
SRX5694324,3.5059989060000003,0.5055827363000001
SRX5694325,-0.8376462055,-0.0160126656
SRX5694326,-1.5952885389,-0.1464043041
SRX5694327,-1.8475221452000001,0.030627857100000003
SRX5694328,-0.2754485024,-0.3171028179
SRX5694329,1.1564617208,0.0735011207
SRX5694330,1.4033636673,0.2066967292
SRX5694331,-0.7857963962000001,-0.3304220725
SRX5694332,0.26017393310000003,-0.0316981053
SRX5694334,-0.2961516504,-0.6171215938
SRX5694335,2.7118649981000003,0.6950883019
SRX5694336,0.6269908236,-0.3530000016
SRX5694337,-0.9929574218,0.1148364345
SRX5694338,-1.1598908056,-0.2500778275
SRX5694339,-0.6789517519,-0.4613391028
SRX5694340,-2.4869675854,-1.0513303845
SRX5694341,1.4241017787999999,-0.7931882752
SRX5694342,2.0050032045,-0.1425223824
SRX5694343,1.569702398,0.006394704
SRX5694344,0.3984554433,-0.3398703041
SRX5694345,-0.6845696520000001,-0.47042315490000003
SRX5694346,-0.0316416485,-0.09956550460000001
SRX5694347,0.20512591500000002,-0.2956049244
SRX5694348,-1.8627058766,-0.1173161499
SRX5694349,-1.8188372066,-0.6826879939
SRX5694350,2.6087511743,0.8572120805000001
SRX5694351,1.471802967,-0.1312239978
SRX5694352,-2.7706949629,-0.054202918
SRX5694353,-1.9695538475,-0.7687571366
SRX5694354,-1.2769156142,-0.2830325331
SRX5694356,-1.5268615679000002,-0.7246961160000001
SRX5694357,1.4055010444,-0.3809499105
SRX5694358,1.3969053109,-0.540200283
SRX5694359,-2.3891681459000003,-1.1092440873
SRX5694360,-0.9770055215000001,-0.7686285168
SRX5694361,4.9748035829,0.7548364243
SRX5694362,1.1427925612,0.3043680612
SRX5694363,0.0281253093,-0.0052407457000000005
SRX5694364,0.46244872070000004,-0.7428466618
SRX5694365,1.8141872271000001,1.0942464863
SRX5694366,-0.42028542150000003,-0.6480018334000001
SRX5694367,-0.5885421166,0.16226913340000002
SRX5694368,-1.4451898598000001,-0.0022205892
SRX5694369,-1.3153273959,-0.12551559210000002
SRX5694370,-0.3290160666,0.3114165841
SRX5694371,-0.0523294002,-1.3817991191
SRX5694372,-1.7295817181,-1.1118241244
SRX5694373,3.1337026052,0.640189754
SRX5694374,0.3628022775,-0.7973720779
SRX5694375,-1.2360663274,-0.131505318
SRX5694376,1.180422772,-0.029839515100000002
SRX5694377,0.4633192023,-0.5520812733
SRX5694378,-1.5343249598000002,-1.1904583361
SRX5694379,-2.2554335113,-1.2247114862
SRX5694380,0.11088779480000001,-0.6554227122
SRX5694381,1.4062989243000001,0.112860213
SRX5694382,1.2350910896,-0.2555514143
SRX5694383,-1.3982456957,-0.36691297110000004
SRX5694384,-0.1219297285,-0.420226284
SRX5694385,-1.36396122,0.7527320062
SRX5694386,1.5787698728000001,-0.9402117607
SRX5694387,-0.7491483510000001,-0.5371144676
SRX5694388,3.5070015371,0.4701902592
SRX5694389,-1.4052987103,-0.6315143039000001
SRX5694390,-1.4249039632,-0.2751275436
SRX5694391,0.3638396679,0.6643574967
SRX5694392,-1.0024283446,-0.11426782910000001
SRX5694393,-0.348123041,-0.2327240486
SRX5694394,-0.6509849466000001,-0.0136205634
SRX5694395,0.7902096047,-0.0143279424
SRX5694396,0.9511027144,-0.4265849803
SRX5694397,-1.0778098022,-0.12238592690000001
SRX5694398,-1.5561797082000002,-0.4323012848
SRX5694399,-0.38216006210000003,-0.1953700162
SRX5694400,-1.3615774116,-0.9469480016
SRX5694401,-1.0128437683,0.002914251
SRX5694402,1.0251360162,-1.1470755588000001
SRX5694403,-1.4330057198000001,0.1187652569
SRX5694404,-1.2821829025,-0.2439474482
SRX5694405,0.9127396087,0.29047002990000004
SRX5694406,-0.6472339096,0.1364750897
SRX5694407,-1.1832925369,-0.3048284202
SRX5694408,-0.8002674230000001,0.019654539800000002
SRX5694409,2.7494456405000003,0.1780957111
SRX5694410,0.7908944978,0.3145588501
SRX5694411,-1.550949326,-0.9276745121000001
SRX5694412,-0.9738673707000001,-0.39861814560000003
SRX5694413,1.9602649239,0.056742547500000004
SRX5694414,0.7369622681,0.6384176439
SRX5694415,-1.690765085,-0.37358413220000003
SRX5694416,0.2174054034,0.0350729692
SRX5694417,0.27103705100000003,-0.051431211000000004
SRX5694418,-0.2732616826,-1.2166543236
SRX5694419,0.2972171461,-0.3215499277
SRX5694420,-0.24091004370000002,0.3299482991
SRX5694421,-0.9596722819000001,-0.28807557030000003
SRX5694422,-1.1044191768,0.2692794305
SRX5694423,-1.0819481672,-0.7486968028000001
SRX5694424,-1.449446054,-0.0210983501
SRX5694425,-1.8787210128,-0.5458369436
SRX5694426,-0.1099366244,-0.3835409524
SRX5694427,-0.9053528985,0.3506674218
SRX5694428,-1.4711242921,-0.6297088756
SRX5694429,-0.7876563825,-1.3265809069
SRX5694430,-0.7883988128,0.1108876813
SRX5694431,-0.3285448392,0.1697071355
SRX5694432,-1.5935480182,-1.246551192
SRX5694433,1.4285169131,-0.34987695900000004
SRX5694434,0.2413808211,0.0145102877
SRX5694435,1.6020861121,-0.6059322526
SRX5694436,1.6880701313,-0.3885027585
SRX5694437,1.7817432466,1.1233531932
SRX5694438,-0.9949938196,-0.2802503778
SRX5694439,1.1909241563,-0.023295202600000002
SRX5694440,-0.6965869524,-0.3604413776
SRX5694441,0.9478104502,0.0018304158
SRX5694442,2.6611444952000003,0.4203566293
SRX5694443,-0.15388775,0.2068159725
SRX5694444,-1.5539988079,-0.2592672699
SRX5694445,2.1346700655,0.0646919346
SRX5694446,-2.3908178883,-0.5511534317
SRX5694447,-2.7624699314,-1.3425010601
SRX5694448,-0.2350963808,-0.1645402147
SRX5694449,-1.0485101779,0.23373750910000002
SRX5694450,0.33340623150000004,-0.2569550157
SRX5694451,-1.1710637267,-0.3884985985
SRX5694452,1.417209411,-0.39132502220000004
SRX5694453,1.7587668511999999,-0.1433358172
SRX5694454,0.0911151083,-0.3492613463
SRX5694455,0.3133181805,-0.4805136981
SRX5694456,-0.7949184897,-0.0382213312
SRX5694457,0.2493230542,-0.19062629790000002
SRX5694459,-1.7252524666,-0.9923129726000001
SRX5694460,2.4374831695,-1.1978806765
SRX5694461,-2.3694999341000003,-1.2296074036
SRX5694462,0.2754056433,-0.2609255541
SRX5694463,-1.9366649504,0.1382815033
SRX5694464,-2.6860082087,-1.1288095984
SRX5694465,-1.3598093072,-0.0968763669
SRX5694466,1.2823849305000001,1.3514066959
SRX5694467,-0.1927429329,-0.3001855255
SRX5694468,1.9387421599999999,-0.5243987399
SRX5694469,-1.2126391416,-0.1150153483
SRX5694470,-0.5579107377,-0.07257280540000001
SRX5694471,-0.4838145726,0.1884515094
SRX5694472,-0.1943288457,0.0453331235
SRX5694474,-1.6653431544,-0.09842411420000001
SRX5694475,-0.2890087378,0.24722371440000002
SRX5694476,-1.540947015,-0.6113486443
SRX5694477,1.1464317421999999,-1.8427485194000002
SRX5694478,-1.8652946780000002,-0.5283278353
SRX5694479,2.9759171487,0.7334317926
SRX5694480,1.5651712466,0.7004463726
SRX5694481,-2.4120591462,-1.0151817803
SRX5694482,-0.5643294428,-0.45126933610000003
SRX5694483,-1.1646556168,-0.07345373570000001
SRX5694484,-0.927775499,-0.9380478321000001
SRX5694485,-1.0876438726,0.5439119556
SRX5694486,-0.208306716,-0.449144341
SRX5694487,-0.5621207325,-0.6661382221000001
SRX5694488,-1.7845761311000001,-0.32197152570000004
SRX5694489,-0.0857262153,0.022786968
SRX5694491,-0.3201520525,-1.7524899039
SRX5694492,0.8825570892,-0.7808843017
SRX5694493,0.8201337775,-0.6831227980000001
SRX5694494,-0.7685287509000001,0.132364221
SRX5694495,0.0018388956,0.0795132088
SRX5694496,-0.4601748416,-0.2416617654
SRX5694497,-1.9928821522,-0.3939807125
SRX5694498,-1.7391251706,-0.0166894146
SRX5694499,-0.6426735759000001,0.4410446831
SRX5694500,-1.9962040003000001,-0.4857856264
SRX5694501,-0.4045628007,-0.2926716673
SRX5694502,0.4850090192,-0.414689593
SRX5694503,-0.20508772900000002,-0.1394933653
SRX5694504,-0.030070188100000003,-0.2548379263
SRX5694505,2.1480581994,-1.2663900647
SRX5694506,-0.8985297512,-0.051896065400000004
SRX5694507,-0.11438893600000001,-0.4053599198
SRX5694508,1.1247584833,0.2661172377
SRX5694509,-0.9449383050000001,0.4737817862
SRX5694510,-0.3166688096,-0.0426756655
SRX5694511,-0.9238911395,-0.0461619439
SRX5694512,-0.0439213252,-1.4318992467
SRX5694513,1.2738142504,0.48518683640000004
SRX5694514,1.5107562969,-1.5749720131
SRX5694515,-0.7963902785,0.8546066088000001
SRX5694516,1.3370910471,0.3512429461
SRX5694517,-0.6005154243,-0.190275372
SRX5694518,0.13376927660000001,0.1728443197
SRX5694519,-1.5708383924,-0.138096181
SRX5694520,0.7351402988,0.4218486569
SRX5694521,-0.4767236388,-0.3849114842
SRX5694522,-0.9607885224,-0.1791597613
SRX5694523,-1.7439668645,-0.26056235240000003
SRX5694524,-0.151531295,-0.1437478389
SRX5694525,0.6234103734,-0.2333518565
SRX5694526,-2.9459913373,0.0258742196
SRX5694527,-2.0262877946,-0.7362721111
SRX5694528,3.0727161753,0.6059943318000001
SRX5694529,-2.3293111449,-0.6086756616
SRX5694530,0.6522514835000001,0.3098668676
SRX5694532,-1.3560549549,0.2619208373
SRX5694533,2.1434772513,0.7438208052
SRX5694534,-1.6733862964,-1.254178781
SRX5694535,1.0013022946,0.7114052618000001
SRX5694536,-1.6744489812,-0.4195899943
SRX5694537,-0.775476327,0.0625840782
SRX5694538,-0.4811777968,0.31114129620000003
SRX5694539,-1.4620775719,-0.606447562
SRX5694540,-1.3879223835,0.0006027872
SRX5694541,-2.4204964998,-0.8728391425
SRX5694543,1.2080580003999999,-0.2541510046
SRX5694544,-0.8092476510000001,-0.1927526698
SRX5694545,-1.6697528979,-0.3846550843
SRX5694546,-4.0543887309,-0.3039811518
SRX5694547,-0.9415543372,0.33579434900000005
SRX5694548,0.3405053342,0.037499836200000004
SRX5694550,0.7569286231,-0.0296489887
SRX5694551,1.3275536867,0.1480063252
SRX5694552,0.1509864105,-0.1614010891
SRX5694553,0.1331204741,-0.1738932343
SRX5694554,-0.4368300263,-0.0055406214
SRX5694555,0.3537413591,-0.7598699923000001
SRX6072760,-0.9954295257,-0.09124201550000001
SRX6072761,-1.3828227597,-0.3740258319
SRX6072762,-0.6342505331,0.11520709800000001
SRX6072763,-0.9817280044000001,0.7498074232
SRX6072764,-1.0432918229,-0.9806897791
SRX6072765,-0.8696913019,0.5147828210000001
SRX6376491,0.5332356964,0.3275815133
SRX6376492,1.9636741656,-1.0500605999000001
SRX6376493,1.9724687423,-0.9662807781
SRX6376494,2.4428028683000003,-0.9825302939
SRX6376495,0.7347990401000001,0.1640594779
SRX6376496,0.42068161070000004,0.5679706736
SRX2723951,-1.9830629844,0.1318054724
SRX2723952,-1.7335832340000001,0.7003417759
SRX2723953,-2.3320122399,-0.2455260877
SRX2723954,-1.3176154305,2.0385985913
SRX2723955,-1.6214438572,-0.5387969556000001
SRX2723956,0.4131413452,0.9705689979000001
SRX2723957,-0.5803384030000001,0.0802442713
SRX2723958,-0.7827028035,-0.7486640335
SRX2723959,-0.2244974726,0.1620603854
SRX2723960,-0.9351129228,0.5945007492000001
SRX2723961,-0.42874610830000004,1.7935056299999999
SRX2723962,-0.7884308461,0.41204326290000004
SRX2723963,-0.4492919898,-1.3091878919
SRX2723964,-1.0301899317,-0.5331449656
SRX2723965,-0.0968915254,0.4502374763
SRX2723966,-0.38962968140000004,0.2030546736
SRX2723967,0.4491946311,-0.0387414767
SRX2723968,-0.0595649497,-0.1643131968
SRX6977206,-0.0727912158,-1.2326124077
SRX6977207,0.3344757394,-1.2490138968
SRX6977208,1.0691571478,0.1730747245
SRX6977209,1.3167713815,-0.0746963563
SRX6977210,1.4666973174,0.0034822253
SRX6977211,0.33016453830000003,0.22069315280000001
SRX6977212,0.027140122000000003,-0.0095419927
SRX6977213,-0.3573046603,-0.21115116020000002
SRX6977214,-0.36188611200000004,-1.9134049957
SRX1153733,0.0054035458,0.0335029809
SRX1153734,-0.0054035458,-0.0335029809
SRX1153735,0.23959621700000003,0.1049804198
SRX1153736,1.0584545751,0.2032124056
SRX5204053,-0.16672718590000002,-0.0080513688
SRX5204054,-0.7553603758,0.0644300731
SRX5204055,-0.3688759689,0.12088345860000001
SRX5204056,-0.91992742,-0.1062279879
SRX5204057,-1.1003915732,-0.2031058158
SRX5204058,-0.7812195046,-0.0709061641
SRX5204059,-0.4274594204,-0.0665457411
SRX5204060,-0.6010532772,-0.0007034072
SRX5204061,0.046355380700000004,0.0020996012
SRX5204062,-0.3018598198,-0.0155269367
SRX5204063,-0.0041792667,0.1128622521
SRX5204064,-0.38794985330000004,0.1665842813
SRX5204065,-0.7027504563,-0.2664017912
SRX5204066,-0.7991472937,-0.2109745208
SRX5204067,-0.6774972824000001,-0.22460965230000002
SRX5204068,-0.386944524,-0.0771626901
SRX5204069,-0.4935729723,0.08632951650000001
SRX5204070,-1.0061036728,-0.126444298
SRX5204071,-0.5149702077,-0.1158473165
SRX5204072,-0.37460402,0.0191352529
SRX5204073,-1.3339281282,-0.0371432234
SRX5204074,-1.6128840153000001,0.054675759500000004
SRX5204075,-0.5865370496,0.21173583640000002
SRX5204076,-0.7123329846,0.1110058579
SRX5204077,-0.5548671299,0.3109585009
SRX5204078,-0.7023415099,0.2506234194
SRX5204079,-0.5188843358,0.25477341870000003
SRX5204080,-1.0401301106,0.1531974452
SRX5204081,-0.8319131316,0.0392158831
SRX5204082,-0.9719323694,0.1005570553
SRX5204083,-0.20626725170000001,0.0151164533
SRX5204084,-0.41947394400000004,0.0040793871
SRX5204085,-0.3081893076,0.0883225602
SRX5204086,0.2447694456,-0.1386931696
SRX5204087,-0.4570801782,0.0675524992
SRX5204088,0.4004916597,-0.0020459505
SRX5204089,-0.3271158181,0.063821397
SRX5204090,0.09946830150000001,0.197685151
SRX5204091,-0.1169558096,0.1206699514
SRX5204092,-0.3559700994,-0.0333952922
SRX5204093,-0.789884522,-0.0209348601
SRX5204094,0.0154133588,-0.0716951635
SRX5204095,0.2158437007,0.0422292131
SRX5204096,-0.208266585,-0.11725373060000001
SRX5204097,-0.0075771157,0.0750245174
SRX683459,0.2272704073,0.0122314794
SRX683460,-0.4930556125,0.1736293333
SRX683461,0.0715042842,-0.15116447330000002
SRX683462,-1.2157823007,-0.1504876271
SRX683463,-0.2987746915,0.1389329939
SRX683464,-0.4443364884,0.12728579710000001
SRX683465,-0.8970673122,-0.5887436472
SRX683466,-3.7214591422,-1.0477778826
SRX683467,-1.0428219879,-0.2980172455
SRX683468,-2.1376574074,-0.7177195671000001
SRX683469,-0.7483632913,-0.3662768038
SRX683470,-2.0841980208,-0.8770339465
SRX322077,0.8124769067000001,0.2255761554
SRX322078,0.8242175242,0.042380336500000004
SRX322079,1.3710569022999999,0.1892495313
SRX322080,0.4286959086,-0.1261050642
SRX322081,0.9177056664000001,0.3192092715
SRX322082,-0.14979455360000002,0.2518692652
SRX322083,-0.1587298442,0.1797253976
SRX322084,-0.4522154058,-0.15986060600000002
SRX322085,0.61094525,-0.0198647915
SRX2708592,3.7544417096,-0.1935429712
SRX2708593,3.5530463675,-0.4326962656
SRX2708594,3.3012596136,-0.7887569105000001
SRX2708595,-0.0400677444,-0.1015623957
SRX2708596,0.4030437817,0.1474387901
SRX2708597,-0.3629760372,-0.0458763944
SRX2708598,0.8972630079,0.0803713733
SRX2708600,0.48182379540000003,-0.5119062306000001
SRX2708601,-0.36439681490000003,-0.27927356670000003
SRX2708602,0.787588959,0.5730225613000001
SRX2708603,-0.5391905307,-0.056026278500000005
SRX3073814,-0.27803231840000003,-0.2905834849
SRX3073815,0.0321811068,-0.6611264554
SRX3073816,2.1470158249,-0.2095237177
SRX3073817,3.7226327129,0.0465741016
SRX3073818,2.2094833005,-0.7236823919
SRX3073819,0.4948431961,0.1719548514
SRX3073820,0.5740738179,-0.23326898840000002
SRX3073821,3.2210576344,0.10945514790000001
SRX3073822,2.8258529249,-0.285329066
SRX3073823,0.8904187228,-1.1495040079
SRX3073824,0.27803231840000003,0.2905834849
SRX3073825,-0.6538107732,-0.1688397944
SRX3073826,1.6844489187,0.32704139520000003
SRX3073827,4.1093326302,0.6150573044000001
SRX3073828,1.7706811207,-0.1656765504
SRX3073829,0.1324419004,0.0341793597
SRX3073830,0.8512801465000001,-0.6421622917
SRX3073831,2.7539065335,-0.255628209
SRX3073832,3.5092522223,-0.2651201521
SRX3073833,1.662691329,-0.8207078284
SRX2391456,-0.8052705560000001,-0.3445434606
SRX2391457,-1.3764599747,-0.7996104551000001
SRX2391458,-0.2381984776,-0.3452099892
SRX2391459,-0.0108290412,-0.2855231078
SRX2391460,0.0512513171,-0.2563410183
SRX2391461,0.2668083317,-0.1994761578
SRX2391462,0.19844923150000002,-0.17609901020000002
SRX2391463,-0.3205698672,-0.21542465400000002
SRX2391464,-0.5743881518,-0.22634776210000002
SRX2391465,-0.0110577385,-0.2073601722
SRX2391466,-0.0678782138,-0.2382485523
SRX2391467,0.0872515677,0.0114144233
SRX2391468,-0.1162927289,0.1187371428
SRX2391469,0.0074137631,0.034663033100000004
SRX2391470,0.1029699142,0.0548031132
SRX2391471,-0.8623079189,-0.5935767820000001
SRX2391472,0.2020800399,-0.1909418746
SRX2391473,-0.0385557486,-0.2649798333
SRX2391474,0.017505794,-0.3598604976
SRX2391475,0.1642514035,-0.12564328630000002
SRX2391476,0.0625834282,0.024837331400000003
SRX2391477,0.163327202,-0.1600792677
SRX2391478,-0.8789484419,-0.2443708622
SRX2391479,-0.2882080695,-0.0354330566
SRX2391480,0.294846748,-0.0257498282
SRX2391481,0.4198282057,0.0226273508
SRX2391482,0.5760395166,-0.0055594918
SRX2391483,-0.10470571790000001,-0.1610405185
SRX2391484,-1.0402731049,-0.5409571444
SRX2391485,-1.1522797467,-0.8863760958
SRX2391486,-0.4376156471,-0.5739675721
SRX2391487,-0.2040033347,-0.35742637860000004
SRX2391488,-0.0976577788,-0.3441431397
SRX2391489,0.24116110240000002,-0.2065336064
SRX2391490,0.1155392,-0.21575722020000002
SRX2391491,-0.34188405510000003,-0.26116448070000003
SRX2391492,-0.0141245159,-0.0574362878
SRX2391493,-0.0031871795000000002,-0.1680130121
SRX2391494,-0.09141444180000001,-0.2236464386
SRX2391495,-0.0872515677,-0.0114144233
SRX2391496,0.056560460900000005,-0.0016717844
SRX2391497,0.1214592693,0.0220153869
SRX2391498,-0.5532640775000001,-0.26527329450000003
SRX2391499,-0.497881987,-0.5191797847
SRX2391500,0.0680484406,-0.2924074514
SRX2391501,-0.21989043020000001,-0.4826835404
SRX2391502,-0.3688175422,-0.5789143734000001
SRX2391503,0.41477209740000004,-0.4056403093
SRX2391505,0.3978640235,-0.0507749616
SRX2391506,0.4204047698,-0.1264807345
SRX2391507,-0.057128992100000005,-0.26857900160000003
SRX2391508,0.6810187322,0.20145378560000002
SRX2391510,0.4841243711,-0.0207410902
SRX2391512,0.3664687144,-0.13657868
SRX2391513,0.2122904422,-0.1272445382
SRX2391514,0.0264699099,-0.275260704
SRX5632598,-0.8654766478,1.0529664688
SRX5632599,-0.7460677056,0.5934989137000001
SRX5632600,-0.4416098822,1.6911946732
SRX5632601,0.3573214441,1.2926306545
SRX5632602,-0.5892915505,1.7992458798
SRX5632603,-0.9564889556,1.6317869199000001
SRX5632604,-0.5543141441,1.9179679401
SRX5632605,-1.1072791168,1.9506005048000001
SRX5632606,-1.0352001567,1.0429010839
SRX5632607,-0.731068911,0.20242967750000002
SRX5632608,0.277193505,-0.2145704015
SRX5632609,-0.7078159249,0.1365822075
SRX5632610,-0.3297664655,0.5004617771000001
SRX5632611,0.4306224199,0.0779881941
SRX5632612,-0.44771225940000003,0.2948986122
SRX5632613,0.3097980557,0.8446496959
SRX5632614,0.057819891400000004,0.0426769097
SRX5632615,-1.3545743733,-0.1246075155
ERX2874132,0.281284621,0.6757019487
ERX2874133,0.7514714369000001,0.9323828138
ERX2874134,4.1632224215,2.3501929199
ERX2874135,4.0110412937,2.100328289
ERX2874136,4.0641702867,1.9308596665
ERX2874137,3.2345127055,1.5144632754
ERX2874138,2.3617843026,1.4066131713
ERX2874139,2.2672635850000002,1.326672425
ERX2874140,-0.1449087584,-0.0295048368
ERX2874141,0.1449087584,0.0295048368
ERX2874142,2.8617222703,1.8077817754
ERX2874143,3.396613001,1.8459966822
ERX2874144,0.8956051902000001,0.9331261512000001
ERX2874145,0.7677880858,0.8973512676000001
ERX2874146,0.5451565789,0.3802912829
ERX2874147,0.9531819109,0.6705792629
SRX1300292,0.017952278000000002,-0.2334562051
SRX1300293,-0.017952278000000002,0.2334562051
SRX1300299,0.150674945,0.1000086642
SRX1300300,-0.7391612068000001,0.2055265863
SRX1300304,1.031941137,0.60750059
SRX1300305,-0.8342430372,0.29557788560000003
SRX1300306,0.7713166841,0.33007335660000003
SRX1300310,1.6843488112,0.5622904888
SRX1300311,0.6738236670000001,0.5628398447
SRX7291195,0.41380334630000004,0.6647280133
SRX7291196,0.3506979946,0.712135256
SRX7291197,0.2541695362,0.6685773982000001
SRX7291198,-0.1654036035,-0.11956988630000001
SRX7291199,0.3237867909,0.1826341877
SRX7291200,-0.1583831873,-0.06306430140000001
SRX7291201,0.7257898567000001,0.8489266886
SRX7291202,1.1651091231,1.0205093792
SRX7291203,0.5032967325000001,0.8326768395
SRX7291204,0.1931814554,0.0820648707
SRX7291205,0.11776054180000001,-0.0366604052
SRX7291206,0.0153267739,0.07738094720000001
SRX2436955,1.239462928,0.98174364
SRX2436956,1.1475166025,-0.0207328052
SRX2436957,1.1123836767,0.0260785233
SRX2436958,0.8483394186000001,0.101717161
SRX2436959,0.22921871700000002,0.2935515267
SRX2436960,0.2048511611,0.3025870001
SRX2436961,0.7751195435,0.5249678536
SRX2436962,0.6014581406,0.08087034130000001
SRX2436963,-0.3244708962,-0.4273930607
SRX2436964,0.6470665257,0.3959760323
SRX2436965,1.1252566326,-0.7719558461
SRX2436966,0.45123571770000004,0.4110651925
SRX2436967,0.5789555326,0.4524613831
SRX2436969,0.0893563168,-0.3402133586
SRX2436970,0.6768372693,0.3635407714
SRX2436971,0.8128863457000001,0.5364978286000001
SRX2437029,1.0283382711,0.06895210660000001
SRX2437030,1.1703799464,0.7655117353
SRX2437031,0.8487022343,0.7802801155
SRX2437032,1.0828281702,0.9563882946000001
SRX2437033,-0.6828359505,-0.7213502885
SRX2437034,0.6977492928,-0.9132371755
SRX2437035,1.6187410068,0.6874173466
SRX2437036,1.6226708976,0.43755669999999997
SRX2437037,0.406335361,-0.1640173815
SRX2437038,0.6293497307,0.4633929518
SRX2437039,-0.0070834547,0.2677716827
SRX2437040,1.3803848922,0.418327859
SRX2437041,1.2383479353,1.0090743947
SRX2437042,-0.8630594074,-0.4506276375
SRX2437043,0.46496639110000004,0.08505589720000001
SRX2437044,-0.37265572950000003,-0.3584072742
SRX4705203,-0.9577937161000001,0.5133438553
SRX4705204,1.8353825842,0.7046198992
SRX4705205,0.6951916253,0.5004833076
SRX4705206,0.4066791679,0.35441214860000003
SRX4705207,2.2915799904,1.6410904541
SRX4705208,1.1830497497999999,0.47678163370000004
SRX4705209,1.5038227137,1.1553954099000001
SRX4705210,2.702672156,1.2420197492
SRX4705211,2.5147084556,1.1230839757
SRX4705212,2.489737512,1.25345319
SRX4705213,-0.134586766,-0.2813310122
SRX4705214,-0.2285886085,0.22121202140000001
SRX4705215,0.0275582527,0.1647737698
SRX4705216,-0.2395448672,-0.2282206069
