,PA1555.1
Paeru_0270,-2.550725708
Paeru_0271,-6.999478271
Paeru_0282,-0.399421332
Paeru_0283,-3.406976173
Paeru_0284,-0.18727532900000002
Paeru_0285,0.570567412
Paeru_0286,-0.472162189
Paeru_0287,-0.408036797
SRX6923929,-2.043875664
SRX6923930,-2.27501878
SRX6923932,-2.633792091
SRX6923933,-0.093768642
SRX6923934,-0.223865273
SRX6923935,0.317633916
SRX7940213,0.25526466400000003
SRX7940214,0.015775485000000002
SRX7940215,-0.27104015
SRX7940216,-2.616136342
SRX7940217,-0.8068404210000001
SRX3169722,-0.764097366
SRX3169723,-0.177609692
SRX3169725,0.368220076
SRX3169726,-0.43378228900000004
SRX3169728,0.06556221300000001
SRX6853212,0.185093623
SRX6853213,-0.185093622
SRX6853214,0.316211232
SRX6853215,0.419526599
ERX541575,1.302863761
ERX541576,1.028569662
ERX541577,1.543028367
ERX541578,0.6340809460000001
ERX541585,-0.518146346
ERX541586,1.281263268
ERX541587,0.33439133800000004
ERX541588,-0.33439133800000004
ERX541593,0.96866926
ERX541594,2.012913714
ERX541595,0.5089011950000001
ERX541596,0.018719094000000002
SRX3324112,0.248171465
SRX3324113,-0.248171465
SRX3324116,0.618089675
SRX3324117,0.49054574500000003
SRX7058493,-0.037940643
SRX7058498,-1.473737316
SRX7058499,-1.5181653210000001
SRX7058500,-0.36406346300000003
SRX7058501,-0.34484602200000003
SRX7058502,0.36703457300000003
SRX7058503,0.39560696300000003
SRX7058504,0.184032152
SRX7058505,0.104719765
SRX7058506,0.10454445200000001
SRX7058508,0.32823285300000005
SRX7058510,-0.07065641
SRX7058511,-0.075435098
SRX7058512,0.15429958300000002
SRX7058513,0.138879476
SRX7058514,-0.005379521
SRX7058515,0.016830481
SRX6874325,-0.45311945400000003
SRX6874326,0.031728717000000004
SRX6874327,-0.130883162
SRX6874328,0.12484676300000001
SRX6874329,0.42742713800000004
SRX6874330,-1.132913277
SRX6874331,-0.10223942500000001
SRX6874332,0.22683915400000002
SRX6874333,0.199916483
SRX6874334,-0.361091667
SRX2255950,0.19414546900000001
SRX2255951,1.023020014
SRX2255954,0.21468941700000002
SRX2255955,-0.21468941700000002
