,A,NsrR,Fis,Fnr,NarP,flhD,NarL,ihfB
misc__nitr_031__1,-0.1935223840137757,0.7958288699999985,-0.3030652750000016,-0.4462157430000016,0.3854204370000005,-0.5800470750000004,0.3691834524999997,0.036167394999999665
omics__wt_glu__1,0.977875263352786,-0.3741063890000005,-0.2001802260000005,0.6836297179999988,-0.2721270659999986,-0.15312454399999975,0.4817487815000003,-0.13827825500000124
omics__wt_glu__2,0.8164171392386219,-0.5305232790000005,-0.18407190000000107,0.7885854679999991,-0.12186204799999968,-0.2816744260000004,0.3933811924999997,-0.2514746050000003
omics__wt_gly__1,1.4012611353561328,-0.5405871990000009,-0.31930202400000063,0.206760040999999,-0.3417045269999992,-0.2291335850000005,-0.050986039499999684,-0.872324217000001
omics__wt_gly__2,1.7386840585609613,-0.7345762330000003,-0.24256913600000016,0.1833143229999994,-0.29726122699999896,-0.049074383000000665,-0.023109983499999487,-0.8714248070000004
omics__wt_thr__1,9.379609337429455,-0.8970826360000004,-1.8024398060000009,-0.542585261000001,-0.7892132340000001,-0.06289704000000018,0.5990756294999997,-0.1857289950000016
omics__wt_thr__2,8.636278146493636,-0.6399405780000009,-1.6920839890000012,-0.6071561150000004,-0.6556876859999994,-0.023168447000000647,0.5218365345000002,-0.3407635650000014
omics__bw_ac__1,0.3405958441986562,0.5708816009999991,-0.13950114900000088,0.045715160999998616,0.15008310700000038,0.7029883919999982,-0.5340536034999994,0.6479085849999997
omics__bw_ac__2,0.7156059744347278,0.6523841449999992,-0.1516809170000002,0.09762738399999904,-0.2314886559999989,1.0874968019999995,-0.4149396495,0.6054734249999996
omics__bw_fum__1,1.5910434420957529,0.05078986199999935,0.4263702889999994,-0.1884815580000012,0.4219559370000008,0.920113316,-0.8381361135000001,0.018456404999998455
omics__bw_fum__2,1.403507062752189,0.4193140129999993,0.4691988149999986,-0.2422709619999992,0.2004347640000015,0.8875685149999999,-0.9121125334999984,-0.006356255000001809
omics__bw_glc__1,0.1587760131135894,0.3673096449999997,0.5650414029999986,-0.2345112470000004,0.4604660230000022,0.5099636140000001,-0.35132409249999963,0.16412660499999987
omics__bw_glc__2,0.4809163755799292,0.4482287490000001,0.5145823929999995,-0.2088260980000012,0.42824722000000026,0.1421970959999994,-0.4675586545000003,0.15512309499999866
omics__bw_pyr__1,1.2396482862928715,1.1053329009999997,-0.16732387900000134,0.08724294099999952,0.8415463890000012,0.7590180769999995,-1.2049065184999996,0.6449217049999998
omics__bw_pyr__2,1.5785367768087326,1.0749164799999995,-0.09265063800000027,0.02212409499999879,0.8119360960000009,0.8888197969999991,-0.5649073274999994,0.6594726449999992
ompr__wt_nacl__1,-0.0948446949499421,0.2813562049999989,-2.078280266000001,-0.7696515920000007,-1.2428197899999995,-1.3919260100000006,0.5331391284999993,0.27755200499999866
ompr__wt_nacl__2,-0.5541905031367151,0.2831858779999994,-2.249286269000001,-0.6463673310000004,-1.1940667829999994,-2.051410534,0.5641948175000007,0.08413458499999926
ompr__bw_delompr_nacl__1,0.362321058229644,0.5819860509999994,-1.7365473490000012,-1.035417797000001,-0.6121767619999998,-3.261516364,0.07354963949999949,0.00949221499999986
ompr__bw_delompr_nacl__2,-0.4693799996380152,0.3109488389999999,-1.7413529650000008,-0.9836439900000008,-0.890210345999999,-2.3032394070000004,0.05694921849999979,-0.1324689250000013
minspan__wt_ade__1,1.4779456249707823,0.9553744259999996,0.5392401229999989,-0.579642380000001,0.1527578270000003,1.4569161609999997,0.4253597615000002,0.32309054499999945
minspan__wt_glc__2,1.9455332906182767,0.5731445049999992,0.8971006629999998,-0.946672155,0.4503238430000005,2.057132309,-0.10022184849999947,-0.005051925000001845
minspan__wt_glc__3,1.987404592295067,0.4905827029999994,0.8460113129999982,-0.702451240000002,0.41549151300000103,2.2909420619999983,-0.03482806650000025,0.045105534999999364
minspan__wt_glc__4,1.5018762361426967,0.6365419259999987,0.7094246729999991,-0.6560544730000011,0.4164714280000021,2.1427750650000004,-0.12163705150000048,-0.07972467500000135
minspan__wt_glc_anaero__1,13.023186583790531,0.5712062569999992,0.5999504529999999,-1.3752412100000004,1.1335680620000008,2.16048183,-0.1538379884999994,-0.1724310150000008
minspan__wt_glc_anaero__2,15.00424375907706,1.2292187819999991,0.380987296999999,-1.5192858430000022,1.1649026860000005,1.96922437,-0.36792119249999894,-0.1700636650000007
minspan__wt_trp__1,12.96145055252207,1.240223179,-0.5448685820000012,-1.8579653490000012,0.7743005330000008,2.5137282579999995,0.4121324694999986,0.6313251449999981
minspan__bw_delcra_glc__2,4.95310897743054,1.136693300999999,-0.851576605,-1.774069647000001,0.6737008200000005,1.1110177019999998,0.3630780825000004,0.5065485749999983
minspan__bw_delcra_trp__1,10.665623112058196,1.5087092139999996,-0.23866376800000036,-1.6792622710000007,0.8547715780000011,1.534987427,0.6441685144999987,0.9061306849999989
minspan__bw_delmntr__1,9.525453499967677,1.0121574940000002,-0.9277642360000016,-1.529694333000002,0.9232690640000012,2.8154572019999997,-0.10895602949999984,0.004072414999999553
minspan__bw_delnac_ade__1,4.343887730367197,1.7110115519999995,-0.022203478000001556,-0.24103003300000125,-0.14293920399999924,1.1797326200000002,0.0731933895000001,0.07351886499999871
minspan__bw_delnac_glc__1,2.735082917186494,0.6794163439999998,0.6175381929999997,-0.7240322750000008,0.7217171080000009,1.8793220969999995,-0.18664946849999972,0.1234782249999995
cra_crp__wt_ac__1,1.0094416312985726,-0.449933628000001,-0.7998011500000004,0.5630292579999985,-0.3103754399999996,0.7815852650000004,0.10308692949999987,-0.30622956500000065
cra_crp__wt_ac__2,1.7623963670596827,-0.7300639840000009,-0.7521902180000009,0.5452901479999994,-0.6409685329999997,0.5945523029999995,0.18241066449999987,-0.35281656500000125
cra_crp__wt_fru__1,1.9514388391397184,-0.13179641600000025,-0.928774670000001,0.574998437999998,-0.20130981199999895,0.8088303149999998,0.2525159454999999,-0.2631118050000012
cra_crp__wt_fru__2,1.3265457913264975,-0.4265240830000003,-0.8183502740000019,0.5622400479999996,-0.3942405829999993,0.8181565150000001,0.17281035049999982,-0.08839022500000128
cra_crp__delcra_ac__1,0.7239177783362971,0.04454823999999924,-1.6911320540000023,-0.3505163840000005,-0.5372886059999997,0.2530906469999996,0.09591121550000016,0.0891974049999984
cra_crp__delcra_ac__2,0.9811899282480034,0.3628087889999998,-1.4973395620000003,-0.29769803800000183,-0.6994160290000001,0.21494110400000024,-0.051466273499999986,0.021087684999999468
cra_crp__delcra_fru__1,0.0519399890447579,0.2380474339999994,-0.3717229190000016,-0.4862878060000018,-0.41271399599999903,-0.9661380839999998,0.4381540525000007,0.27963663499999925
cra_crp__delcra_fru__2,-0.2096154176965164,0.19114756799999988,-0.3274177810000012,-0.5381468600000012,-0.4708747079999993,-1.0849328870000001,0.5490068335,0.3256943649999986
cra_crp__delcra_glc__1,-0.4206385141060652,0.0035918479999992314,0.12884690899999818,-0.5029783950000013,0.2887546330000008,-0.3550025440000004,0.2574579395000001,-0.027273645000001068
cra_crp__delcra_glc__2,-0.15679942169597,-0.07267866800000089,0.1125112399999999,-0.5727874140000004,0.13722761800000072,-0.3514966030000002,0.2698259865000017,-0.1367845850000009
rpoB__wt_031__1,1.4025738918555184,0.2837355749999997,-0.5041465600000006,-0.4392632620000008,-0.3965050959999985,0.5000578759999996,-0.3415813295000003,-0.01898600500000036
rpoB__wt_044__1,0.312625916598867,0.14852913799999978,-0.16569129400000016,-0.35546248300000194,0.02269771600000059,-0.02121068699999995,0.11219308750000057,-0.16863898500000118
rpoB__wt_lb__1,0.8965865915598684,-0.24054387700000035,-1.5945388620000012,-0.4312754440000006,0.3573705380000005,-0.6954500460000004,0.5881046484999999,0.3773911149999982
rpoB__wt_lb__2,0.735813250682684,-0.18441849500000096,-1.5149685740000018,-0.4756920160000018,0.14202806700000092,-0.7072591620000006,0.4456274494999999,0.2931017149999988
rpoB__rpoBE546V_031__1,0.3661553504403464,0.3769193389999996,-0.4355692470000001,-0.2190748840000012,-0.09645159000000003,-0.3267359839999999,-0.10447847550000056,0.3454237649999996
rpoB__rpoBE546V_044__1,-0.238147781067117,-0.1909251670000005,-0.5181131410000006,-0.29527451800000115,-0.20095585400000093,0.36384229,-0.08270643449999948,0.4336448049999984
rpoB__rpoBE546V_lb__1,-0.5712055494995268,0.4069097289999997,-1.1742256630000014,-0.1772575130000007,0.34079461600000105,-1.0431331530000003,0.3906797055000002,0.15481106499999875
rpoB__rpoBE546V_lb__2,-1.1338360480863938,0.09353381999999844,-1.334861689000002,-0.1896798920000009,0.3210304190000013,-0.7622330560000004,0.44091671450000014,0.1844319049999985
rpoB__rpoBE546V_glc__1,0.1383948729441968,0.5197042209999987,-0.018445820000000168,-0.13970386800000156,0.30600849800000063,-0.2693883370000005,-0.3587007084999998,-0.2513758650000017
rpoB__rpoBE672K_glc__1,1.1207649682049936,0.6174610139999999,0.2500893559999984,-0.2144874060000017,-0.6298494129999979,-0.9000763880000004,-0.8582225215000001,-0.8686284180000001
rpoB__rpoBE672K_glc__2,1.364273659088136,0.7298292459999978,0.33684567099999896,-0.2133236690000011,-0.29711597799999895,-0.8111437810000002,-0.6973849044999998,-0.8417491950000002
rpoB__rpoBE672K_lb__1,1.323267145976164,-0.025700230000000882,0.3932406629999985,-0.31724649200000066,0.3612460330000005,-0.7128539580000002,0.12599003650000018,-0.7302826730000014
rpoB__rpoBE672K_lb__2,0.026568038212573,0.2436778819999992,0.4312921239999987,-0.3099385020000014,0.3205323299999998,-0.532445375,0.15349259949999985,-0.7081113300000013
crp__wt_fru__1,0.6290006817159393,0.6194610899999997,-0.14729151400000084,-0.2229942960000013,0.5320481320000008,0.8643450150000005,-0.4725241865000003,-0.12088642500000013
crp__wt_glyc__1,0.2997978283318716,0.13711623699999895,-0.07463161400000118,-0.17428477600000036,0.18564382600000065,1.4569783640000002,-0.4338023084999998,-0.23519522500000176
crp__wt_glyc__2,0.4974728735654594,0.30496300799999965,-0.12495495400000145,-0.08995859500000059,0.3697497540000008,1.4156585440000002,-0.4517896045000001,-0.2269791750000003
crp__delar1_glyc__1,3.893550421952429,1.5093482130000009,-2.31144513,-1.2857264020000017,0.7823784220000007,-2.251953479,0.7869022914999997,0.8177116649999991
crp__delar1_glyc__2,8.249401700924576,1.7041188619999996,-2.0626468130000024,-1.5015297130000018,0.9681257690000012,-2.388129284,1.0605303565000002,0.8890342949999983
crp__delar1ar2_glyc__1,-0.1765442964129605,0.7504187839999998,-0.7898878120000017,-0.15562998200000067,0.4993884820000005,-1.5615016830000004,0.4460130265000002,0.4273910749999992
crp__delar1ar2_glyc__2,0.0611536830569033,0.6875133599999987,-0.7997238070000012,-0.11493448800000115,0.6153215140000015,-2.0316647820000004,0.4088875744999987,0.4929071349999994
crp__delar1ar2_glyc__3,-0.1453264508823307,0.6488196239999997,-0.7153701449999996,-0.1471097530000005,0.8167262870000007,-2.415498399,0.4974127275000004,0.4557914849999989
crp__delar2_glyc__1,12.19688050355872,0.7817205629999995,-1.3984592660000017,-1.2714837790000022,1.198058049000001,1.414329865,1.2369219454999998,1.0758542649999985
crp__delar2_glyc__2,11.624405594392645,0.5860885799999984,-1.0669157610000006,-1.1773514360000004,1.324648829000001,1.7348431619999998,0.8874602844999986,0.8624663449999996
crp__delar2_glyc__3,11.90703300531347,0.6112678629999992,-0.907967879000001,-1.1748534320000008,1.4299874170000004,1.4801202709999997,1.0767604395,0.7822983149999985
crp__delcrp_fru__1,-0.1041957569599671,0.957797299,-1.3935369910000013,-0.24670364600000205,0.34806596700000103,-3.297986385,0.5996688084999997,0.7741806249999996
crp__delcrp_fru__2,-0.7097868004489118,0.8996090189999997,-1.2891608100000005,-0.21771090100000198,0.24217671600000035,-3.916488529,0.5703166005,0.7805150249999997
crp__delcrp_fru__3,-0.3737499521347327,1.1577761279999992,-1.3024303570000004,-0.34636329800000176,0.4243764640000007,-2.528279265,0.5036175315000015,0.6682049649999993
crp__delcrp_glc__1,0.0995086386022707,0.7466293629999994,-1.361932554000001,-0.14795257000000106,0.7647967300000005,-3.493648318,0.2273135154999997,0.9036337949999992
crp__delcrp_glc__2,-0.1875277303287013,0.7202495159999991,-1.3003734910000002,-0.1338359880000013,0.7711156849999998,-2.4675263820000004,0.3345255854999998,0.8802052149999984
crp__delcrp_glc__3,-0.3384175434965842,1.060534864,-1.1124511130000003,-0.2458932260000015,0.6997878070000008,-2.7227548720000003,0.4058469044999997,0.9120195049999982
crp__delcrp_glyc__1,0.0896778911015523,0.7046161009999992,-1.1573392850000008,-0.17621799900000035,-0.23961477399999964,-2.899493084,0.4500058444999997,0.8951313249999995
crp__delcrp_glyc__2,-0.2699274661974545,1.0358913239999996,-1.1598483830000017,-0.25661334000000124,-0.3098474289999995,-2.6725856720000003,0.3381277484999998,0.8307353349999982
crp__delcrp_glyc__3,-0.1978612738648979,0.9368707079999998,-1.1433021230000016,-0.2795685010000017,-0.3121626159999993,-2.082546713,0.4754143025000008,0.8947548049999998
glu__glu_ale3__1,3.7131629494947527,1.0305824599999998,-2.4955190070000013,-1.5312083710000015,0.5157148040000008,-0.6529396830000005,-0.4428699924999995,0.6064907849999983
glu__glu_ale4__1,0.62759142575155,-0.3706548980000006,-0.4643393660000008,-0.3330961230000007,-0.38966496000000017,0.2479504629999996,-0.2461249024999992,-0.2619136350000009
glu__glu_ale5__1,1.410998886840648,-0.2904459080000006,-0.29722836100000016,-0.7786549400000009,-0.5599653759999992,1.4495445179999995,-0.6606236855000001,-0.8460246970000007
glu__glu_ale6__1,1.1676254657282474,-0.7427392040000003,0.5807855329999985,-0.12059369700000032,0.14118597900000118,0.6574183909999993,-0.7887084074999997,-0.7752423590000017
glu__glu_ale8__1,6.6173848269706586,1.4617559139999994,-2.4643653909999994,-1.378413375000001,1.0573599430000007,0.4605538059999992,0.2722742915000005,0.6607472949999984
glu__glu_ale9__1,3.2809634058064425,0.5659023029999997,-1.9674450509999997,-0.7807343670000009,-0.09002803000000004,-0.5133780369999998,-0.2739036004999997,-0.06697157500000017
glu__glu_ale10__1,1.8933412540747423,0.9057959549999984,-2.206022964000001,-1.3600023360000009,0.060623077000000684,-0.7770210650000005,-0.7454388865000006,0.21387256499999907
42c__wt_42c__1,1.1687337658133932,0.2378820279999996,-0.29624819500000044,-1.0145581910000008,1.1278154430000011,0.5328236779999997,-0.06704781849999986,-0.31461002500000035
42c__42c_ale1__1,8.406447053721338,0.5802507899999991,-1.8396286730000009,-1.8717782250000008,0.3267172499999997,1.7774252539999995,0.1811508085,0.11635354499999905
42c__42c_ale2__1,0.4073790802126885,0.8425240340000002,-0.5883783730000012,-0.4431280230000017,0.1740584640000007,1.753271314,-0.3306118815000003,-0.2542397450000013
42c__42c_ale3__1,-1.1332069918434668,0.6109513629999999,-0.5663624230000011,-0.1727305000000019,0.3805905240000014,2.489506627,-0.1838051574999993,-0.2953636450000001
42c__42c_ale4__1,1.539761096408699,1.6439763649999986,-3.1244803500000007,-0.3207554420000012,0.09251782800000097,0.4414677469999999,0.4484809985,-0.5980379260000017
42c__42c_ale5__1,-0.6933877271431308,0.4851205259999993,0.6678193929999985,-0.5273028440000012,0.2836592970000007,2.004502254,0.3130631115,-0.4206413750000007
42c__42c_ale6__1,3.854185210882973,1.4203295019999995,-1.4614581280000003,-1.720490645,0.18858029600000048,-0.4325775160000003,-0.049182822499999716,-0.051506065000001655
42c__42c_ale8__1,2.444822311156741,1.5267644459999987,-2.5209504390000017,-0.7990813750000001,-0.361422739,-1.080570669,-0.09290142249999978,0.06802815499999859
42c__42c_ale9__1,0.6829066733936673,0.39502018499999897,0.4329414269999994,-0.4473727390000004,0.16581330500000035,2.361864736,-0.05750777349999936,-0.2417516550000016
42c__42c_ale10__1,4.487386746444598,1.258907849,-2.646074774000001,-0.9696312210000002,0.4651881390000012,0.541456200999999,-0.008791543499998333,-0.1791272750000008
ssw__wt_ac__1,0.9029786749264695,0.7145953569999994,-0.6837130830000007,-0.8082528600000014,-0.06717262899999897,-0.0831227650000006,-0.8583090594999998,-0.34671080500000073
ssw__wt_glc__1,1.4991917149763658,-0.19109301500000075,0.16561754499999992,-0.2496041240000011,-0.4372235719999989,1.4437490029999998,0.0038348415000015726,-0.34210524500000083
ssw__wt_glyc__1,4.996951392176147,1.3295285879999996,-0.052110411000001015,-0.3966449650000019,1.1940910430000011,1.4585141009999996,-0.7905101045,-0.5893889490000017
ssw__wt_xyl__1,2.6102488352520337,1.673971611999999,-0.9775047200000008,0.2157472579999986,-0.923877469999999,0.2390870329999997,-0.6531480724999996,-0.05021167500000168
ssw__glc_ale1__1,1.9571803303467483,1.6167110309999997,0.10941778399999967,-0.4638172160000007,1.0839588059999998,0.18071463000000065,-0.5733266404999995,0.1123376849999982
ssw__glc_ale2__1,3.5320914021648724,1.7654006749999986,-0.6341459030000021,-1.507022258000001,1.4690497140000014,-0.8678545320000001,-0.3617682765000003,0.8555401049999993
ssw__glc_ale3__1,6.4505754679900615,2.109269136999999,-0.2543736050000014,-1.2375372210000002,0.8081679040000012,-0.43032905200000027,-0.38723354150000056,0.35300746499999924
ssw__glyc_ale1__1,2.624293654143815,1.3342329259999994,-0.023893105000000855,-0.391325409000002,1.1650763790000012,-0.2201762360000004,-0.0020606384999997123,0.5749310549999986
ssw__glyc_ale2__1,5.5628759648297255,2.155066257,-0.2522029460000006,-1.296498570000001,0.8773354910000002,-0.6450267859999999,-0.3970384554999997,0.2094873549999985
ssw__xyl_ale1__1,4.918726080437844,1.803736969,-0.057073938000000275,-0.9544926520000008,0.5440526030000008,1.1217052600000006,-0.6818209104999999,0.12516697499999907
ssw__xyl_ale2__1,2.731682512299314,1.8625834849999992,-0.11372753600000075,-0.6357546720000009,0.7964530500000002,1.807538405,-0.34240253650000074,-0.2252324650000013
ssw__xyl_ale3__1,4.237861320640341,1.4944261129999994,-0.03808591700000008,-0.9828595450000002,0.820898843000001,-0.8957368609999996,-0.08376697150000023,-0.5222997210000013
ssw__glc_ac_ac2__1,10.965394281888315,1.6568630209999995,-0.5954938130000009,-2.2943992480000013,0.3427690510000003,-1.2143572680000003,-0.4176094644999999,0.1714670449999982
ssw__glc_ac_glc1__1,2.305875531096274,2.066028364,-0.4388554940000001,-0.3561024360000005,0.6788782300000005,-1.0777653530000002,-0.8176861595,0.3364167649999992
ssw__glc_glyc_glc__1,1.5016977831426612,1.770613084999999,-1.5615152730000013,-1.4659991440000013,0.77225725,-2.098721109,-0.3219710434999996,0.5272570349999999
ssw__glc_glyc_glyc__1,2.4441137975321623,1.426342986999999,-1.4876865580000018,-0.5806601790000006,0.003150853000001064,-1.41856405,-0.38845042949999975,0.2746682449999991
