,A,NsrR,Fis,Fnr,NarP,flhD,NarL,ihfB
ytf2__yciT_glc__1,0.5078921634057566,1.4376469069999995,-0.17162984700000014,-0.5501008420000009,0.3746030410000003,0.34069664899999985,-0.6381665165000001,-0.04849385500000025
ytf2__yciT_glc__2,0.889655175251641,1.6274210149999986,-0.19259266100000086,-0.6373314050000012,0.3007953160000003,0.8379910009999989,-0.7197927745000001,-0.07781319500000095
ytf2__ydiZ_glc__1,0.7187128813983913,0.7287866149999997,0.0015244339999984644,-0.4731582590000016,0.5765885220000007,0.8294629909999989,-0.7677580274999993,-0.2587898850000005
ytf2__ydiZ_glc__2,1.0178134690480327,0.562347106999999,-0.012161117000001552,-0.4264544480000012,0.5126287300000003,0.7426658129999995,-0.7151323414999995,-0.3127929250000019
ytf2__ynfL_glc__1,0.6477202909089338,1.059081864999999,-0.32899444100000075,-0.41808168900000103,0.4996007499999999,0.4751325340000001,-0.5126629765000006,0.4299068449999997
ytf2__ynfL_glc__2,0.3672173429217216,1.1349105909999997,-0.5615072870000013,-0.3342424490000013,0.4527368320000002,0.5177432340000001,-0.3685312105000005,0.34708826499999823
ytf3__wt_glc2__1,1.308622251436403,1.0489003680000009,0.07296116299999866,-0.4855542560000004,0.9764359340000012,0.3714256950000001,-0.6001066655000002,-0.2153050750000016
ytf3__wt_glc2__2,0.9607329868061746,0.772974185999999,-0.10060843300000144,-0.360020973000001,0.8760226640000015,0.2778908049999993,-0.5297932524999993,-0.2192110050000018
ytf3__wt_pH7_lactate__1,0.93021117692738,0.6607912079999991,0.04207391399999949,-0.5143138700000005,1.2623551010000007,0.19173571000000056,-0.4450588374999995,-0.35766615500000043
ytf3__wt_pH7_lactate__2,0.8628289713686863,0.9367413199999984,-0.04634330400000053,-0.5936096370000019,1.2906638970000008,0.08212485399999991,-0.4530281224999992,-0.38658874500000096
ytf3__wt_pH55_lactate__1,2.279394627406237,1.0960142759999991,-0.025083225000001264,-0.6581930260000011,1.4340846970000003,0.4508201090000013,-0.5466195804999998,0.24783653499999936
ytf3__wt_pH55_lactate__2,1.666060776424667,0.8515932579999994,-0.07401990800000036,-0.449162096000002,1.2859527120000005,-0.060830299000000025,-0.38416190650000015,0.2368487649999995
ytf3__wt_pH55_HCl__1,1.3866510660891718,0.907385410999999,-0.3404632050000007,-0.5533519400000007,1.290932154000001,0.08233415499999985,-0.3298288515000003,0.0558934750000013
ytf3__wt_pH55_HCl__2,1.3940134056293112,1.2143092729999996,-0.20643124200000074,-0.6147100510000012,1.1961181410000004,0.2029055529999999,-0.3882837554999998,0.10318142499999894
ytf3__dyieP_pH7__1,1.1785165930904145,0.9575646879999996,0.007122353999999831,-0.4133001080000014,0.962471186000001,0.30987089,-0.6664045554999998,-0.05610661500000092
ytf3__dyieP_pH7__2,1.128718840944985,1.1015393279999994,0.050976958999999766,-0.4512855060000014,1.1665374790000014,0.3313708929999999,-0.6698855994999997,-0.0726562150000003
ytf3__dyieP_pH55__1,0.5923160645346603,0.8505712799999987,-0.1580192990000011,-0.3414837130000006,1.3198033660000004,0.18930131900000013,-0.7236744344999995,-0.2465831250000008
ytf3__dyieP_pH55__2,0.3814369127549944,0.4875195519999993,-0.3156996010000004,-0.3709732070000005,1.263588483000002,0.1519334919999995,-0.4768536134999994,-0.5650174650000004
minicoli__aldA_f1c2__1,6.077106506519961,2.030545686653837,-0.10036263275862113,-9.786193262000001,2.507085205257184,-5.415813057,-0.6646372784152028,0.28270766448018136
minicoli__aldA_minE__1,4.416961766900965,1.7188831255185786,0.24519755214291014,-9.786193262000001,2.5883679000534894,-5.415813057,-0.6510117320200841,-0.008784661921561465
minicoli__mg1655_glc__1,1.9408756427876752,3.126132897595781,0.5747797699687389,-0.4925999711224929,-0.4411569848513777,1.9138019387239824,-1.7863855440399634,-0.9619277142539032
minicoli__mg1655_glc__2,1.42451453035539,2.9890633953840595,0.3901291123126551,-0.4426965789630497,-0.5289564851005064,2.118429017838332,-1.7879486365451136,-0.9262398602577572
minicoli__minE_cyt__1,5.030616807310217,4.7363921189849405,-1.026402487621338,-9.786193262000001,1.8742523528313508,-4.938435214112396,-1.736789262142044,-0.8348764649604856
minicoli__minE_cyt__2,4.941440135225832,4.751460101179687,-0.3578246323277856,-9.786193262000001,1.9933244466292759,-5.415813057,-1.804702328034434,-0.5690441526455867
minicoli__minE_fruc__1,4.896122407299354,3.7518303929125767,-1.0864788900834714,-9.786193262000001,1.0174420051886128,-5.415813057,-1.6944704999917075,-0.9014069452294446
minicoli__minE_fruc__2,5.376302734759908,3.39052542971268,-0.6278376252186959,-9.786193262000001,0.9555852362731478,-5.415813057,-1.5995687582213511,-0.6340809109917522
minicoli__minE_glc__1,4.758259156689342,4.153951561085276,-0.6703105464585892,-9.582201996938288,1.241322284512421,-5.415813057,-1.7125992067469182,-1.3609775714955052
minicoli__minE_glc__2,4.939633830369821,4.252959741932217,-0.2390479083315373,-9.608680294899557,1.4152934815060725,-5.415813057,-2.009506038776748,-1.254657547912517
minicoli__minE_glyc__1,9.312551919892927,3.544563170490619,-1.6914089828071657,-9.786193262000001,0.886878603700116,-5.415813057,-0.8561682780608155,0.6219776582896834
minicoli__minE_glyc__2,10.226827914678015,3.166244951443032,-2.913283856554429,-9.786193262000001,0.8648910396533331,-5.415813057,-0.7197412222697857,1.1086080696881222
minicoli__minE_Fe_starve__1,6.011455621098315,4.4814620317815725,-0.7690504399429283,-9.786193262000001,1.4335971615567649,-5.415813057,-1.4257779559296235,-0.6132369015539592
minicoli__minE_Fe_starve__2,6.043072114473948,4.804450286167104,-0.7783971081050094,-9.786193262000001,1.192132980405353,-5.415813057,-1.6766659878815666,-0.8868519905749537
minicoli__minE_LB__1,3.5053192001746534,3.314314413464176,0.2275190064910735,-9.786193262000001,3.3566115678723563,-5.415813057,-0.5929297289387234,-0.7813128982775428
minicoli__minE_LB__2,3.24451298680869,3.2557380514193994,0.3301011153939424,-9.786193262000001,3.2544404901650883,-5.415813057,-0.3942607117869024,-0.9184217345720658
minicoli__minE_N_starve__1,6.938725571710935,2.7275060349287874,-0.5613686660016342,-9.786193262000001,0.8447841671168891,-5.415813057,-1.0940742887526698,-0.8020966808586749
minicoli__minE_N_starve__2,5.833618562155403,3.0694404757034466,-0.6871953638915436,-9.786193262000001,1.029184670581933,-5.415813057,-1.2890626028529866,-0.8117468867828155
minicoli__minE_osm__1,6.414206787893819,5.177592475983168,-0.8585529069602487,-9.21671098929786,0.6405327135687795,-4.388442883064133,-1.5791454665318412,-1.1461673975041418
minicoli__minE_osm__2,6.210377340324556,5.201007681827888,-0.991861862644873,-9.786193262000001,0.8392846333029738,-5.415813057,-1.4372746421796132,-1.1128756583828086
minicoli__minE_ph5__1,5.979148519537024,3.372638716651465,-0.9819828255987951,-9.786193262000001,0.9205198683210396,-5.415813057,-1.0608804908595904,-0.7895866085281948
minicoli__minE_ph5__2,6.0627626203157226,3.292186007903873,-1.0065166775004446,-9.786193262000001,1.1463367258710448,-5.415813057,-0.9169020491639728,-0.8929756734900813
minicoli__minE-pyr__1,6.531575993318589,2.9119930112160985,-2.1234921208338013,-9.242151312595263,0.5604319539893172,-5.196999227847362,-1.178043626699007,-0.1310536942801015
minicoli__minE-pyr__2,8.706559555019352,2.547266114345481,-2.6495973266464645,-9.786193262000001,0.6053356620349408,-5.415813057,-0.7641486321423931,0.7822558293564157
minicoli__minE_sorb__1,5.601179533382903,3.979184857882544,-0.6253424539949641,-9.786193262000001,0.8609699470702985,-5.415813057,-2.1452843843996465,-1.2061753638400765
minicoli__minE_sorb__2,5.657717825086535,4.104650469803259,-0.7457702041467069,-9.786193262000001,1.031891308709377,-5.415813057,-1.7708275542990188,-1.1577428459842365
minicoli__minE_urid__1,5.401677019513087,3.944889757976004,-0.4523083292069767,-9.786193262000001,1.7526567678648783,-5.415813057,-1.8467239861019635,-0.8441129461127481
minicoli__minE_urid__2,5.143606064212658,3.998852103755544,-0.16950635423209448,-9.604310226459667,1.7270946677624472,-5.415813057,-1.784257951654996,-0.7522654153567885
minicoli__W3110_cyt__1,2.038766976090262,3.4236781865437163,0.11260188984679688,-0.3790005245929926,-1.0513969434531043,4.7146776522827025,-2.6100153482331416,-1.015278390370714
minicoli__W3110_cyt__2,1.8378125521184727,3.925215057393704,0.17223368741191258,-0.33943318284476304,-0.4465809155627767,4.760193415353867,-2.7148827092043613,-0.909107817675249
minicoli__W3110_glc__1,1.94023709063728,3.0959331123230083,-0.3320302400027053,-0.6997565216016763,-0.7187032040107042,4.643475926239256,-3.1719145007067744,-1.7788439589977398
minicoli__W3110_glc__2,1.4912277297047822,3.3159131446725962,-0.04838154593470456,-0.4698300880805899,-0.7267679731895482,4.2062410366605985,-2.9126375683423653,-1.5532957022247889
minicoli__W3110_glyc__1,2.177115905543161,3.2034769135300465,-0.19910768531415532,-0.4903957849926606,-0.5414170952866826,4.665027766219011,-2.7164001056044214,-1.1881258435469348
minicoli__W3110_glyc__2,2.2277365978984047,3.2300886421762183,0.06363537828209864,-0.3548259909876563,-0.4981261840534526,4.2981934237500425,-2.6704172316077184,-0.9549192926912228
minicoli__W3110_Fe_starve__1,1.4855288869098966,4.132326812598191,-0.36328195655592666,-0.29311769374505303,-0.6683340375769076,1.3450880188829517,-1.7197103332867938,-1.018293050645175
minicoli__W3110_Fe_starve__2,1.4579082662112817,3.992834783428641,-0.6092957825208689,-0.4108350478991767,-0.7927291747426404,1.3674896191312866,-1.7946303593140245,-0.8084117025892805
minicoli__W3110_LB__1,1.6651536846018116,2.4780053357458542,0.1625920224127224,-1.2033078022406745,1.3570906912066292,3.3278534606548216,-1.6031581388446048,-1.397175263328622
minicoli__W3110_LB__2,1.99350780601978,2.369903952056097,0.17760114178065045,-1.1519650367707612,1.3459468088172315,3.2236354656230786,-1.3631601902325974,-1.3807607601221523
minicoli__W3110_N_starve__1,2.5717672093264103,3.4577581360149807,0.14464890381068862,-0.6890284809887444,-0.8192145802719509,2.4992275313707344,-2.471323865014164,-1.278023396695554
minicoli__W3110_N_starve__2,2.8527685039278854,3.3573811515270826,0.13066709951093536,-0.673008711639719,-0.8971672995132627,2.6951207884487767,-2.2767856018477515,-1.1301093306704164
minicoli__W3110_osm__1,1.3036891570901834,3.4212253215615696,-0.04829509257885256,-0.16357747403278464,0.16859331039241798,4.001709875565171,-1.6857337982612617,-0.9083155287438966
minicoli__W3110_osm__2,1.8025412780780656,3.2826381870045984,0.04909005869943961,-0.2170429222794379,0.1727030193904593,4.120808094850529,-2.080339584084336,-0.8072059360448574
minicoli__W3110_ph5__1,0.8039776470669531,3.027051544804392,0.3221053764746227,-0.4140827469116726,-0.0002403455071613436,3.3158679840837766,-1.4893757323792167,-0.8223204336513152
minicoli__W3110_ph5__2,0.6109530641935234,2.9478306058069705,0.16794466390682494,-0.32199725122365663,0.03196828718012501,3.2829640239598854,-1.3272432356717525,-0.9698354462931764
minicoli__W3110_pyr__1,2.569554622806151,2.6196011665855305,-0.8234732992256841,-0.6040596245724128,-0.5984042954581996,3.98521782838458,-2.1788036642197066,-1.0895345223732402
minicoli__W3110_pyr__2,2.2000051887574594,2.2618515594302275,-0.6708527546167904,-0.4630281738991684,-0.6317741638103334,3.8886243534364233,-2.1165415455787784,-0.9500493523620576
minicoli__W3110_sorb__1,2.185579223752685,3.1683548602267635,-0.5019773563403831,-0.8924312154468836,-0.6364558749969946,4.392841473637216,-3.3033145932322125,-1.8177527339802992
minicoli__W3110_sorb__2,2.3670811560471257,3.1129673388149715,-0.4964365469466134,-0.8744919306966636,-0.4969195007988008,4.556239799972503,-3.3278448574369563,-1.923440254837608
minicoli__W3110_urid__1,3.425543661067012,3.3252003506031773,-0.6048868303722283,-0.6351909018702973,-0.6740056717257454,4.048955504607167,-2.4496085736042157,-1.4523310384677988
minicoli__W3110_urid__2,3.6757029769299616,3.5301830756952115,-0.048807572845351636,-0.44679111562213336,-0.6006467586781605,3.8494643192439537,-2.344035220836057,-1.2823063915635249
minicoli__W3110_WT_glc__1,1.631910551450326,2.7366369480642927,0.31599828452225864,-0.3902145680260212,-0.3153966104126677,3.4747411777827724,-1.7847583968515464,-1.0582137052570122
minicoli__W3110_WT_glc__2,1.9081713579842128,3.0387437986395467,0.01073499690565427,-0.5788841977804111,-0.38933032083963504,3.684734122258868,-1.9430609716043552,-1.1937874045379484
minicoli__W3110_WT_osm__1,1.4217540509555349,3.5734350657734715,-0.15750727855735747,-0.5432586775407415,-0.7134814138372088,3.711401440268534,-1.8533155734278512,-1.1715619238634165
minicoli__W3110_WT_osm__2,0.8586366403908511,3.1187199374677625,0.20452022677075554,-0.4889106524898388,-0.9729864849815693,3.4819681476366715,-1.647776353121894,-1.0884327680568866
eep__BOP27__1,1.3224554052205195,1.0698169329648168,1.0080422300208711,-0.8089780310678396,1.4324948082546705,2.2446312369993513,-1.179261984454377,-0.4855698303518246
eep__BOP27__2,0.893635009279138,1.1093583996209642,0.8698581556293892,-0.687814014646035,1.6160196716936968,2.1735520012584546,-1.2122088050089834,-0.4629946758289218
eep__BOP1000__1,2.435958460535208,1.6650979105692318,0.4743439520476862,-0.4998186804343057,2.0720936405356305,0.9246019177937416,-0.4191883427353522,0.5308955705103298
eep__BOP1000__2,4.138993224508904,1.5328887983328112,0.7330823532305182,-1.053543247473005,1.8609936284100288,0.8930760884726512,-0.4418706257874021,0.2399631087707679
eep__BOP27_ndh-cydB-appC__1,1.869934812618488,1.6238725472818991,-1.3563649315961523,0.2557098619918552,-0.31182476052503993,-1.0511460001613866,-0.16836405125297293,0.7668592068424882
eep__BOP27_ndh-cydB-appC__2,2.3352418248689664,1.9081114966696775,-1.7484071026056185,0.3882705543893224,-0.5467030428248929,-1.6695877890832187,0.0023569459387946523,0.8362626103316586
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,2.8553498737630143,2.5362034930008233,-1.3827834233572904,-1.1342815106932242,1.4354566740567103,-0.017665962884566788,-1.3827629119328373,0.008977674154612814
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,2.184647329702931,2.7295611571950804,-2.3833718077496835,-1.0134002875068724,1.2515554185481212,-0.5831204769160747,-1.3796943681877227,0.3678086443212951
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,1.5697913771664105,2.543313844919464,-2.9268396942567136,-1.2731941670217388,0.7677957234723536,-0.7197623105704505,-0.5741088392469171,1.369564724942233
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,3.341956597473291,2.3478844846638705,-3.433637011276629,-2.1838044521226703,0.4041607458269861,-0.5784147979130667,-0.5355559927238316,1.5565114648951963
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,1.0551361232970171,2.0105941251221875,-2.3692479224561724,-0.6206397884414869,0.1771759360190055,-1.1284785992577016,-0.5489124311136697,0.3757118873628969
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,3.2109618499420107,2.8706861524671776,-3.4869032352861744,-1.1947115646517208,0.8363746741465095,-0.8427230060098791,-0.5440891369767531,0.991764205576798
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,-0.37645064925485,1.876834833380592,-0.9310749669832692,0.3114197801642451,0.3857827179770901,-0.3565602795629008,-1.3725831861132374,-0.09288607623148692
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,0.507394422039984,1.9529413345456372,-0.5228839438912676,0.21960832977562286,0.7062783193095559,-0.9323835074759153,-1.2866122052830713,-0.15917727227525624
eep__BOP27_nuoB-cydB-appC__1,3.211399213588419,2.6444216084033787,-3.548523917031652,0.4532670634177745,-0.541791564409551,-2.8483782585161457,0.06958455131745023,1.0123882048836492
eep__BOP27_nuoB-cydB-appC__2,1.9599017838243125,3.6578425819471514,-3.293979525166224,0.1846776779085708,-0.8014829032880897,-1.6906822487868594,-0.40104102141439213,1.2305292226965463
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,2.429328836903703,2.7488090172858666,-2.202028490860576,-0.7514879565010979,1.1492624597760406,-0.5015338257367059,0.08848864210359153,1.0924475487942915
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,1.4181996816964122,2.488556667955665,-2.5041552806529346,-0.4210774816088367,1.2195346169472912,-0.5151499726226918,-0.09016478177803933,0.8776706958845306
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,3.4567004851410297,2.1036387177934746,-2.585650025249377,-0.9713535850843638,0.8972300361752091,-1.6858875743443391,0.14746069861948286,0.7131489698564231
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,4.525045432118701,2.1289790051459194,-2.758493830291889,-0.9316889443800402,0.9864367617995063,-2.2332949005362557,0.09479276391145053,0.6039562211561318
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,3.229044839246293,3.867388381281183,-1.6134551752934485,-1.9299827648533172,0.9899766123094248,-0.30345628394251545,-0.6115111786839886,0.7188794966945355
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,4.375865525343637,3.78819976628928,-1.8805241967393127,-1.7547847104954537,0.9390178983963572,0.1312798665271364,-0.6073162797760983,0.7208563207542262
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,5.905022357302148,3.4406689566534436,-2.405161806451832,-2.370034697395769,0.8386415944884504,-0.7616976229435775,-0.5484497909321728,0.4787633633725133
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,4.173812426677928,3.634113619927545,-2.6083682202985603,-2.3719114646549477,0.9047425946223041,-0.5179805131493742,-0.6177698482243175,0.31002016076639016
eep__BOP27_ndh-cyoB__1,1.0147515424471842,0.5831537304149412,0.16237458083060652,-0.3316653974413377,0.32385266172333704,2.342306227208879,0.1307160101225513,0.04652207908748629
eep__BOP27_ndh-cyoB__2,0.7134128124872805,0.7854333827674278,0.3162533029061194,-0.26074012429431903,0.6905814665652006,2.380612703098401,0.030458082306021875,0.1525466758699423
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,2.935409295472721,3.058769008044377,-1.3078801158418187,-1.320199240703264,0.8086800642066967,2.2548988006460444,-0.7922840417529179,-0.6031043621320347
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,4.036787876006789,3.457207623293112,-1.6368926500828174,-1.6020705671641178,0.8520609818496672,1.4446972546073047,-0.7781367159555623,-0.2755688068719486
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,8.373706696078257,4.159137293338663,-2.6018264451220046,-2.5039574374577995,0.7253172401317016,2.4274590993357945,-0.9011586199250524,0.8613449595017233
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,10.546316623708066,3.8595810979424763,-2.8462237178472383,-2.3596979325745018,0.6629726493334749,2.2254649391241994,-0.4865615559473184,1.1339170154208436
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,6.800010811783908,3.7441384964806375,-3.235271090069673,-2.3343888429875554,0.9755117252965632,1.5112683316922508,-1.1371946041956216,0.38458114878599936
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,8.928655634906464,3.909172638613004,-3.3190560231677164,-2.6227314413222884,0.7851516015360334,1.710937229415106,-0.9134201433320436,1.19025642213405
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,5.953252424835476,3.9815029380599785,-2.9335014794425587,-2.3393310206016693,0.4817023809381426,1.9209191328918556,-1.8419937915708768,0.7002781761861172
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,6.1959948729636976,3.6024784247851236,-2.759738401478504,-2.3747539761447083,0.13027682725347312,1.982758228910157,-1.9039858805432999,0.8238460487210197
eep__BOP27_nuoB-cyoB__1,3.0126598757663454,0.5605352296399344,0.2689521204638794,-0.7554427222221687,0.7953748310869937,2.4580728860507826,0.1395504310070237,-0.0910620009191696
eep__BOP27_nuoB-cyoB__2,1.7865830488686083,0.6676066368028604,0.16172143607141545,-0.550605332615465,0.7460944815453887,2.530662774555794,-0.11088285471262972,0.10145108310278772
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,8.2281338067187,1.9862770701798471,-2.0803406732647245,-0.8067011488178153,1.0636818558944512,0.30400725525762073,0.3298155095413753,1.3943803075400432
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,7.641243280307869,2.0792363896525528,-2.362655329877458,-0.8034164812511904,1.060401591911222,-0.1272012247867922,0.05073721696692246,1.3257065983627356
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,9.645038769794814,1.7359123445243425,-2.4736501476306847,-1.2951941706647359,1.1197311731115818,0.3765587457156778,-0.13380660341976114,1.166680045786446
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,11.324128093547138,1.550655400514847,-1.9896561151027328,-1.4410874878968354,1.04829914669876,0.6790251909429532,0.21364499707495369,1.3378173801584443
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,9.677796867416015,2.00918030037556,-1.956946684313403,-1.2305446515527834,0.980260562382349,1.1468437491021684,0.01492615311600165,1.1687628629485527
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,10.313496017411635,1.9307093616886188,-1.5007001558927726,-1.2503553348944774,1.1225030750602452,1.4297217491932024,-0.16533714441089664,1.0998825909189929
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,13.364315177380442,1.8030138504925084,-2.0334712493783598,-1.6867628682828926,0.8364697234151279,0.5986123381531074,0.41302886912431536,1.2436140993913902
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,13.820690242837804,2.1105731786670017,-2.111830878842433,-1.528910987234941,0.7973251091793171,0.3002008898163169,0.3573486875059197,1.3095600995106091
eep__BOP27_ndh-cydB__1,6.882170452383153,0.8987036990442547,-0.2655029030812788,-0.19427216755860852,-0.14957941530304808,-0.21035010025670253,0.0962480096971765,0.3092778452526268
eep__BOP27_ndh-cydB__2,8.323020476480835,0.8005846154586038,-0.19904762501967527,-0.22270799028710364,0.0815386432535794,0.08810493231599104,0.16590706003790068,0.3388753467078942
eep__BOP27_nuoB-cydB__1,3.0154712586404067,1.0186925163702163,-0.2619104315176308,-0.18761476591788906,-0.1820195296523739,-0.274945952332307,0.5361369980660822,0.7592784478263291
eep__BOP27_nuoB-cydB__2,2.0523050878958498,0.8771133610044011,-0.4168042211399854,-0.0967738414621948,-0.15612847928336482,0.2014483276528134,0.4874765486348061,0.7204023475208725
DDB2__PD-005_BW25113_Batch_6h__1,2.502732412320212,1.0709224049739667,0.05113298890457152,-0.5001713878556657,-0.31990439038793994,0.940714826837418,0.3427381635785478,0.18155822321439172
DDB2__PD-005_BW25113_Batch_6h__2,2.222560041629716,0.6085834197255569,0.05572514057349842,-0.3947884766244645,-0.32899209904496285,1.1988577453758404,0.21524851583929472,0.2983264327595414
DDB2__PD-003_BW25113_Batch_9h__1,2.7774570575002167,0.7284119168511465,-0.18399122682448346,-0.3968705810005329,-0.7861304470756814,1.3677195749774338,0.35556106994622283,0.12410438571799708
DDB2__PD-003_BW25113_Batch_9h__2,2.461228856822637,0.4190188989403856,0.08924700010730646,-0.6483659994534339,-0.8846480959664431,0.892856283564539,0.08816072596166169,0.8117303995605933
DDB2__PD-003_BW25113_Fed-batch_6h__1,5.211104543347387,0.7369496738711678,-0.1195405009214845,-0.7850808665167595,-0.24419151709395506,2.5598098972673773,-0.8852145722821607,0.2640700302398784
DDB2__PD-003_BW25113_Fed-batch_6h__2,4.127206540618438,0.419971919745592,-0.5533410430648082,-0.6660578224841861,-0.2625872267210081,2.3906521123906828,-0.6381234390004558,0.1794903926417426
DDB2__PD-005_BW25113_Fed-batch_6h__1,4.002479395664097,1.5719095291711618,0.11353110030148628,-0.5402691410274976,0.31200465843746183,2.0151850607805155,-1.0531695102289502,0.5360570781308969
DDB2__PD-005_BW25113_Fed-batch_6h__2,2.7388595641358213,1.1104208057154654,-0.0014979441458713438,-0.496228152063713,0.2379607186514221,1.5435642969742975,-0.4762335669724465,0.3800561083253502
DDB2__PD-005_BW25113_Fed-batch_6h__3,4.694395750351371,1.0136813379035718,0.21339875212117046,-0.6012742004251326,0.00030224588540317404,2.1107301128466416,-0.6864655612775437,0.3992883680917228
DDB2__PD-005_BW25113_Fed-batch_15h__1,2.981482987423302,0.8562418716748628,-0.2244201545901081,-0.4449659826463748,0.4863063610821641,2.4867698865247863,-0.6004190099553792,-0.0608244512669458
DDB2__PD-005_BW25113_Fed-batch_15h__2,3.2191493871440997,0.8015541560454178,-0.22087850063167733,-0.3735908998823128,0.4210846815750138,2.227503806522352,-0.9724801100791424,-0.12214975488599222
DDB2__PD-003_BW25113_Fed-batch_21h__1,3.044499792298008,0.8849953372875667,-0.09359497091723767,-0.436274338909362,-0.6698880156596116,2.9300107985139268,-1.1119770399906337,0.21096539346346965
DDB2__PD-003_BW25113_Fed-batch_21h__2,2.8389159585456643,0.8968628744678746,-0.17505910024768312,-0.4779244922466148,-0.3107848714887629,2.76017237192418,-0.9717129848916964,-0.10655762219971264
DDB2__PD-004_del-basS_Batch_6h__1,1.8752580426739944,1.3432708471739598,0.2678161829218357,-0.4127902717882286,0.14615235636561774,1.0895667500773325,0.4458022000318307,0.3719063055734093
DDB2__PD-004_del-basS_Batch_6h__2,1.3667429193313825,1.3401661706574008,0.056951615198268975,-0.4074536307185568,0.08333044785605015,1.0600472632425442,0.2671291859845262,0.3277966279892546
DDB2__PD-004_del-basS_Fed-batch_6h__1,5.59461421632764,1.0517961636423436,0.10722056015163163,-0.5182908708356528,-0.3011712726061901,2.283812760838602,-0.4316983777434471,0.2084301936283328
DDB2__PD-004_del-basS_Fed-batch_6h__2,4.377514448010249,0.9247905984787907,0.17291797196278758,-0.7921424134886816,0.09063532809994346,1.9619009633558608,-0.3201910870759184,0.5928622902875063
DDB2__PD-004_del-basS_Fed-batch_15h__1,4.261490060513068,0.6058380117926552,-0.2516487525380349,-0.6278103505736965,-0.299996991089488,2.6862778792744466,-0.4119076080956239,0.12334801398207952
DDB2__PD-004_del-basS_Fed-batch_15h__2,3.508965148743602,0.5020144170689615,-0.5523959006179364,-0.5727898254035129,-0.19443740380327945,2.687812046622386,-0.3831216870291216,0.18752449644239452
DDB2__PD-004_del-kdpE_Batch_6h__1,1.5476316145651814,1.1911564787900435,0.03599874796255875,-0.2378739723905205,-0.1690223736228571,2.20945022692838,0.2592418318138794,0.4040466391694935
DDB2__PD-004_del-kdpE_Batch_6h__2,2.465072752426543,1.3931333944714774,0.10561993747623966,-0.18604719606259398,0.027439813320134118,2.2611343189291637,0.3587168868139701,0.4173407090126275
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,4.442925487197911,1.0159900407098208,-0.14110368953602934,-0.2952656133610123,-0.4665931774000578,3.1680380357085225,-1.2183099742800658,0.14497496952373012
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,4.212382869735601,1.3962155837869874,-0.18658333125689275,-0.3866463271839233,-0.08216372813024543,2.59266513415509,-1.0680805429527531,0.15183669538831698
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,4.006065477201668,0.6538983726375518,-0.4989039079114832,-0.21859716417840147,-0.06280544502553287,3.313903412799223,-1.160148109274977,-0.002677980394226509
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,2.9457568395694174,1.1517563884242348,-0.15446086636922018,-0.39923843734823095,-0.11630313446170693,3.349241560271732,-0.9023362325059194,0.2416916635200224
DDB2__PD-005_del-phoB_Batch_6h__1,0.128882169947942,1.7422313069497015,0.0022232472334984266,-0.2676979735206029,0.5850687514192234,0.1965285278641522,0.4498558393265135,0.09210867090775032
DDB2__PD-005_del-phoB_Batch_6h__2,1.6089258699305666,1.1797587180071307,0.08389972301507953,-0.475474041249111,0.348124727104719,0.2915042025542274,0.14596885118058278,0.0358173017019503
