,A,ihfB,IclR,Crp,ArcA,Cra
SRX1125297,0.6116385430000001,0.39341672120000004,-0.3080341882,0.3699621097,0.0006214416,-0.3037351676
SRX1125298,0.9672469263000001,0.2673414086,-0.37310243660000003,0.5483756585,0.6068628834,-0.012594644700000001
SRX1125299,1.3948589687,0.42329341260000003,-0.25080833210000003,0.50143841,0.5516321501,-0.2651798535
SRX5694250,0.9699483926,2.297485246,-0.1737206855,-0.4516798918,0.49107579710000004,0.7869246933
SRX5694251,-1.9953450533,-1.5657193052,-0.6906656402,-1.8893970692000002,-0.9538123343,-1.9643924144
SRX5694252,4.8785436652000005,1.171465281,0.7687225447,-0.1701238306,0.3631602573,0.2616035103
SRX5694253,-0.37985878510000004,0.294111116,-0.0643331563,0.1340371706,-0.17749356630000002,0.0813911834
SRX5694254,1.9291427062,0.9331627303000001,-0.9893711955000001,-0.8477189713000001,-0.2571254471,-1.1465008338
SRX5694255,0.7400574065000001,-1.5948301920999999,-3.1019087405,0.1307715067,-0.5795873771,-3.3721230493
SRX5694256,0.0543857104,-0.6969566792,-0.4403212963,-0.2340068764,-0.6394832572,0.11221218470000001
SRX5694257,-1.0223450411,-0.24371025970000001,-0.1774452875,-0.33700626310000004,-0.5994008193,-1.3980611692
SRX5694258,-0.6819721962,0.3294536628,-1.0105917059,-0.2857852433,-0.8093510237,0.2467512605
SRX5694259,-1.4347332538,-1.0253066066,-1.0695946281,-2.9247054987,-1.223874242,-2.6432952439
SRX5694260,0.7382800412,-1.1929652783,0.3128998478,0.0899715865,-0.20132201460000002,0.2581778823
SRX5694261,1.530418798,0.8805616572,0.7912719688000001,-1.6070723407,-0.38609345780000004,-0.0287932522
SRX5694262,-0.3652353931,1.9132335694,1.1628406465,-0.5390842036,1.2331627263,0.6316982481
SRX5694263,2.0506978976,-1.1279696429000001,0.6208236540000001,-0.0980165268,-0.4496263185,0.0781090031
SRX5694264,1.844631533,-0.9605612867000001,1.4208510267,0.2016373309,-0.5000365137,-0.4752620474
SRX5694265,-2.7158653117,-0.7856317823000001,0.3149333754,-0.2490351859,-0.9224545732,0.4332073776
SRX5694267,0.07482609230000001,0.10447339950000001,-0.541796111,0.0411821817,-0.31040230480000003,0.0325016821
SRX5694268,1.706873286,-1.1566112913,0.3018791145,0.0231238538,-0.1547312355,0.3834597617
SRX5694269,0.7476902763000001,-0.5151260577,0.5758677131000001,0.0476350313,-0.7734435138,0.5965422085000001
SRX5694271,-0.49222419850000004,-0.3442757495,0.8667199811,0.24713669740000002,-0.2452190206,0.1308253183
SRX5694273,-1.7655981311,-2.3813583609,-1.4570140250999999,-1.5465123927,-0.6604458461,-0.8388425719
SRX5694274,-0.8663804824,-1.0600417401,0.0644516893,0.2066153554,-0.36638296740000004,0.6751682776
SRX5694275,0.3754162377,-2.7828060503,0.11639330020000001,-0.5157335737000001,-0.6634625427,0.9108492799000001
SRX5694276,-1.2035429703,-0.938501404,-0.1839454854,-1.8223907651,-0.7503258015000001,-1.1208930686
SRX5694277,1.5096332132999999,-1.1086632386,0.7137888358000001,0.36042412560000003,-0.1047583445,0.21406610210000002
SRX5694278,-2.2452660475,-1.5186830960000002,-1.1196720233,-1.3002511837,-1.0523870943,-0.4068578344
SRX5694279,-2.994566988,-1.0835463994,0.4296316998,0.3379205155,-0.3908090648,0.44640647380000004
SRX5694280,1.01987277,-0.2108301915,-0.5585313139,-0.6834405493,-0.6588512144,0.045534809600000004
SRX5694281,-1.0051267905,-1.1932094615,0.1943774576,0.1656640608,-0.796986874,0.6982458443
SRX5694282,-3.4382600061,0.5828825608,1.8963120284000001,-0.9934080376000001,0.6215221205,-1.9874404964
SRX5694283,2.0662317916,-0.9701385051,0.3717149464,-0.3443110079,-0.7357496835,-0.38277561260000004
SRX5694284,1.7669103638,-0.8524414069,0.6065696316,-0.9407234058,-0.8809856715000001,-0.5035923001
SRX5694285,-0.4536922847,-1.405760481,-0.47800876400000003,-0.0040549861000000005,-0.332200824,1.0192005981
SRX5694286,0.0816852312,-2.0779262437,0.2001415806,-0.1478341465,-0.7032624132,0.7719019076
SRX5694287,1.2914879538,-0.1903310601,-0.3207178805,-0.1558928562,0.5471721956,-0.052083887700000005
SRX5694288,0.8656314343,-1.0812140072,1.0245563012,0.2764607147,-0.6750352942000001,-0.2371284206
SRX5694289,0.3674515904,-0.026524093000000002,-0.6866211837,-0.14661147630000002,-0.7443126348,-0.0507022806
SRX5694290,1.7578581963,-1.0022560843,1.4827836463000001,0.2201400917,-0.46151863260000003,-0.5041378015
SRX5694291,-0.0947004211,-1.7171008209,-2.6630390583,0.1874058842,-0.6557503914,-3.2518194953
SRX5694292,-0.1949228529,-0.8705550239000001,0.015581381100000001,0.0513472187,-0.6482476939,0.5148069151
SRX5694293,0.2164418922,-0.6341559143000001,1.0878404995,0.3866879371,-0.4793409832,0.2921819518
SRX5694294,-0.2714572642,0.5477587571,-1.1048234324,-0.0602559214,-0.5675396422,0.09906589140000001
SRX5694295,-0.048295956200000004,-1.3179166312000001,-0.7173108156,-1.4743546362,-0.034679769900000004,-0.9248653221
SRX5694296,-0.11812838540000001,-0.09633023900000001,-0.1307817077,-0.13444608700000002,-0.3525345714,0.0783119691
SRX5694297,0.38431105050000003,0.6487792296,0.32916525490000004,-1.621907484,-0.0338108436,-1.4474649046999999
SRX5694298,-1.3679651711,-1.398343179,-1.1176174522,-0.0376343135,-0.4064062229,0.24395055710000002
SRX5694299,-2.0452243898,-0.0548211138,-0.9400630424,-0.0810478849,-0.40150323260000004,-0.0396580453
SRX5694300,2.0644352799,-0.4764255264,0.0456558716,0.1296583874,-0.4034077274,-0.444195335
SRX5694301,-0.2712620825,-0.9915859493,-0.5255348953,0.2017965224,-0.7157018740000001,0.6848183492000001
SRX5694302,2.9665117448,-1.1529412139,0.8866700313,0.1490464558,-0.7166546285000001,-0.2074547953
SRX5694303,3.016331402,-1.0626874924,0.8168867079000001,0.2623448043,-0.5501377366,-0.3665347619
SRX5694304,1.5065364844,-0.9260874235000001,0.40864196690000004,-0.22631582460000002,-0.3916451892,-0.3004042504
SRX5694305,-2.3544587136,-1.3048554744,-0.3019523746,-1.9945889461,-0.7050130261,-1.956959367
SRX5694306,0.9285664609000001,2.186138402,0.4839863189,-0.303318389,0.5643015045,1.1549827568
SRX5694307,-2.5758873920000003,0.9100277827000001,2.0575101215,-0.9213934478,0.7962936861000001,-1.8424156250000001
SRX5694308,-0.0894985883,-0.8877531976,0.3648131126,-0.5542551321,-0.2826643938,-0.4115024249
SRX5694309,-2.8101262054,-1.5251338072,-0.6017872678,-2.4371824129,-0.9324801713,-2.491041828
SRX5694310,2.5448834849,-1.4504833334,0.2213044844,-0.6975730314,-0.7154435960000001,-0.21317231320000002
SRX5694311,-0.6737589883,-1.2200697843000001,-0.8956334601,-2.788252041,-1.0549187552000001,-2.3858561979
SRX5694312,1.7234010425,1.7775761065,1.3301085423,-0.46271994780000003,1.2063663425,0.5017693683000001
SRX5694313,-0.2656627172,-1.2855187251,-0.70995992,-1.0117169578,0.24705451250000002,-0.380546541
SRX5694315,1.9834329427,-0.8769879084000001,-0.1425694303,-0.1729404675,-0.8248140526000001,0.1581059554
SRX5694317,0.5270341311,-1.2793691829,-0.556920949,0.2138522692,0.0642004802,1.0830491121999999
SRX5694319,1.3156669602,-1.080054735,0.7672223861,0.22403181360000002,-0.6773202813,-0.282687005
SRX5694320,0.5881518947000001,-1.4207421173,-2.8710734326000003,-0.09237995040000001,-0.7345571464,-3.0070167331
SRX5694321,1.1295111351,-0.36320266970000004,-0.0920974189,-0.38942819040000004,-0.6457091890000001,-0.5811062264
SRX5694322,-2.6445667178,3.0734252999,2.3728851774,-1.1362642293,0.9416705114,-0.6505409267000001
SRX5694323,0.8064827683,-0.1474923579,-0.25813236640000004,-0.41342659340000004,-0.5853874625000001,-0.38795174190000004
SRX5694324,-2.2170615416,-0.8603384773,-1.4960634548,-1.6036324816,-0.9406118542,-0.8694942068
SRX5694325,1.5380028796,0.0810143052,0.14522866210000002,-0.5104274184,-0.28599873,-1.0863040595
SRX5694326,-0.3603973474,-0.8766338815,-0.1704803046,-0.1584196907,-0.6848857907,0.1716691594
SRX5694327,2.7523071417000002,-1.0401998064,0.056051503600000004,-0.6589226995,-0.619184327,-0.29180052300000003
SRX5694328,0.8791102642,-1.1131732022,0.9950006827000001,0.1764471632,-0.7077585323000001,-0.2578289723
SRX5694329,1.0045628262,1.1241333731,-0.43078344620000003,-0.5799739837,-0.3164502813,-1.1029578843
SRX5694330,4.8616411229,1.0533152899,2.1518759609,-0.6950204566,0.6378008244000001,0.5883921036
SRX5694331,0.5173024259,-0.2205498512,1.0432510665999999,0.245553549,-0.2497476536,-0.0315979718
SRX5694332,1.9177453372,-0.9253991697,1.1381256614,-0.24882076420000002,-0.3739455369,-0.3307579353
SRX5694334,0.9948264791,-0.6949207847000001,0.7678985083000001,-1.0972302127,-0.4412101766,-0.5558390831000001
SRX5694335,0.8095040858,0.3662144094,-0.3292078054,-2.0210704043,-0.5310190811000001,-1.7615590003000001
SRX5694336,-1.7520967786,-0.9221896544,-0.301512306,-1.6584843203,-0.45421179570000003,-1.7568379058999999
SRX5694337,-0.0200447866,-0.3053163494,0.45068404570000004,-0.2397944182,-0.305938729,0.1660500036
SRX5694338,1.7379735778,-1.4155199507,-0.11689712990000001,0.1989831632,-0.6137315737,0.48433845670000003
SRX5694339,1.4105886368,-1.0599211097,0.7405118802,0.10670366340000001,-0.7445127357,-0.3263923486
SRX5694340,2.5858520632,-1.4386345449,-0.7076200412,-0.1227589166,-0.440766099,0.46525192070000004
SRX5694341,-4.8825894302,-0.2803295697,-0.3338067516,-1.4531793695,-0.1313631139,-2.0357395307
SRX5694342,0.0644000863,0.6293734383,-0.3366080201,-1.642695013,0.2026076278,-1.6318591136
SRX5694343,1.3610976135000001,-0.2010869699,0.6290090054,-0.659556922,-0.7345121231,-0.4210968036
SRX5694344,-0.1534935113,1.2525770415,-0.4549684934,-0.5482364304,-0.33577681130000003,-0.8271836069
SRX5694345,-0.5364723577,-0.2896248806,0.277590903,-0.1455592358,-0.3764485198,-0.235260515
SRX5694346,2.3211968434,-0.5997892775,-0.1674306268,-0.6506498564000001,-0.9055701749,-0.5404264046
SRX5694347,-0.3363638988,0.1237988565,-0.2057397525,-0.0665078507,-0.7128745584,-0.1281517943
SRX5694348,2.0682042844,-1.5734086149,-0.2181727625,0.0163008612,-0.3365434024,0.8024695425
SRX5694349,1.6433991238,-1.8638919299,-0.2023496049,0.3281616036,-0.9118016409,0.6949377064000001
SRX5694350,1.6423172629,0.6829585180000001,-0.113329865,-1.3897674496999999,-0.2723243866,-1.794658864
SRX5694351,-3.0838273507,0.9236742301,0.6675720735,-0.94657928,0.7195692725,-1.8545558817
SRX5694352,3.3922186303,-1.7925095215,0.563156027,-0.11358356480000001,-0.7211493992,1.4236078071
SRX5694353,0.1503202599,-1.0856227286,1.1968619689,0.2090437913,-1.1035471096,-0.1422608386
SRX5694354,2.1258301923,-1.5969538419,-0.5405930800000001,0.156288703,-0.8090334449000001,0.8253414572000001
SRX5694356,0.15027419590000002,-1.1365814194000001,1.3401209294,0.1914919696,-1.0282208658,0.015944328900000002
SRX5694357,-1.8858813716,0.9335471945,-0.3119844155,-1.6521756011000002,0.1033229876,-1.6910187156
SRX5694358,2.1530507516,-0.9001345086,-1.6463741106,-0.2527058608,-0.989631354,-2.0946863412
SRX5694359,-1.01715962,-1.5787237146000002,0.0349300172,-0.30657057660000003,-0.6898793059,0.5257695536
SRX5694360,-1.6504647673,-1.5363409356000002,-0.1885727445,-0.2669976047,-0.9385224537,0.2565888257
SRX5694361,0.0458137536,3.3245249795,2.8919670605,-1.0307723459,1.0977147786,-0.5893973720000001
SRX5694362,2.9978642081,1.3672523569,1.3585436168,-0.0309958632,0.36099427310000004,0.9156420854
SRX5694363,-0.9363572825,-0.2511288672,0.0431992872,-0.3804310446,-0.600790616,-1.1846501745
SRX5694364,-0.7807010977000001,-1.2241393744,-0.6541331541000001,-2.3462003852,-0.5144488377,-2.2733299144
SRX5694365,-0.32685403300000004,2.2712715973,0.7154880708,-0.6041545277,1.4841765936,-0.3041345535
SRX5694366,2.0205918022,-1.1236160881,1.2234091143,-0.054980210200000004,-0.7392321765000001,-0.6094488481
SRX5694367,1.3364971837000001,0.16848949670000002,0.8089898400000001,-0.7076949831,-0.2944956992,-1.0523985637
SRX5694368,1.2898557232,-1.2601444012,1.2140366552,0.1102525246,-0.8669199153,-0.2124608039
SRX5694369,-1.8065283644,-1.4558741109,-0.45055020710000004,-0.0590977866,-0.5948867843,1.1846757806000001
SRX5694370,2.8772825380000002,-1.5760854295,0.6350416928,-0.22081801820000002,-0.5244472115000001,-0.1143937765
SRX5694371,-3.6496936141000003,-1.4715961776,-1.2804386938,-2.3057897995,-0.786795397,-2.2488264197
SRX5694372,-0.7880545717,-1.5589412839999999,-0.2728223567,-0.3165443482,-0.5681068862,0.5414791011
SRX5694373,1.6462382574999999,0.3994912939,-0.35187830810000004,-1.5399098517,-0.6737367768,-1.7994636388
SRX5694374,-1.1928699245,-0.9678017240000001,-3.2362180946,-0.3411830033,-0.9874018292000001,-2.8797694036
SRX5694375,-0.8669316883,-0.9608040567,-0.2737650746,-0.0340696975,-0.704628555,0.7292042436
SRX5694376,2.063769267,1.2447894583,1.4280827861,-0.31705369640000003,0.6390051229,0.1506402454
SRX5694377,0.6722152647,-1.191436742,-2.5553688755,-0.5697764494,-1.119492052,-2.2825630053
SRX5694378,-0.4824286674,-1.9337324817,-0.0665849104,-0.31765341210000003,-0.5892935844,0.5598154293000001
SRX5694379,2.5802290362,-1.1366547883,-0.8688176982,-0.25011430100000004,-0.7488069058,0.0412895322
SRX5694380,1.0906605247,-0.7399595053,-0.1218278305,-0.8373204843000001,-0.9849220242000001,-0.39142262170000003
SRX5694381,0.8067191203,0.923138631,-0.1274095991,-1.2728116676,0.0536946161,-1.5052256722
SRX5694382,-1.8690842348,-0.6534829936000001,-0.2166236393,-0.025511662,-0.4765596486,-0.4343343082
SRX5694383,-0.39639103270000003,-1.1495585992,-0.667061939,0.1480773849,-0.9315031237,0.9490607440000001
SRX5694384,-0.4383544203,-0.3206835072,0.7526532834,0.1439389809,-0.306814501,-0.13238774720000002
SRX5694385,0.1179287994,-0.8808770448000001,-0.3174559483,0.0779751018,-0.14971446900000002,-0.282860869
SRX5694386,-2.0238026316,-2.0232756272,-1.460920449,-2.8414442095,-1.7867935451,-1.5334891602
SRX5694387,1.8416130885,-1.1867332256,1.2732327569,0.0426535923,-0.5907873538,-0.5990392219
SRX5694388,-2.2075240266,-0.9006154946,-1.895374531,-1.6022828696,-0.8765617776,-0.9108944941
SRX5694389,2.5283898612,-1.631366638,-0.49209949960000005,-0.0800003088,-0.5076306448,0.6804196523
SRX5694390,-0.3684752155,-1.033868219,0.0037314199,0.0001683552,-0.9455588033000001,0.7349275142
SRX5694391,-0.3650363183,-0.7600665551,-0.5060810604,0.1315329539,-0.0546648603,0.6911968565000001
SRX5694392,-0.0328841987,-0.4911206664,-0.6722451825,-0.1486598298,-0.7995883998000001,0.6084073021
SRX5694393,0.06807862320000001,-0.30821672310000003,1.0525251475,0.232671539,-0.2305797444,0.0359138691
SRX5694394,-0.8232814048,-1.1953659872,0.5123877897,0.2168248136,-0.2681092712,0.5805534557
SRX5694395,-0.5381501256,-0.137280135,0.10494528060000001,-0.3791651303,-0.6702235864,-1.2865579975
SRX5694396,-2.6080364984,1.2171043994,0.9878129982,-0.8353134788000001,0.8816852332,-1.8854855527
SRX5694397,4.4582349373,-1.5275886062000001,-0.13646547380000001,-0.0202364792,-0.8235027764,-0.3937749486
SRX5694398,2.7479174164,-1.9308061206,-0.3186917475,-0.0607073754,-0.4419145841,0.0569337061
SRX5694399,-0.9852293705,0.33441959600000004,-1.0439051589,-0.2527744328,-0.7824784504000001,0.1522864267
SRX5694400,-0.6437646008,-1.6562199957,-0.3380704547,-0.1981004934,-0.8957583694000001,0.1717118156
SRX5694401,-0.6916216937,-0.9106399612,-0.1643779906,-0.021523506600000002,-0.46520850020000004,1.0669769225
SRX5694402,-1.4639068103000001,-1.9080504914,-1.5211261726,-2.6700349591,-1.9027115429,-1.5300362451
SRX5694403,-0.0723111178,-0.9515812199,-0.5644017313,-0.9103162108,-0.5633653791000001,-0.9539721666000001
SRX5694404,-0.9538776654000001,-1.2671154485,0.5537515892,0.0943710534,-0.4577927678,0.49571781130000003
SRX5694405,1.1585028193,-0.0163777134,0.2677678853,-0.1829334597,-0.5244412812,-0.3398812852
SRX5694406,-2.0504658957,-1.1819124107,-0.0605981104,-0.3972091841,-0.4069620828,-0.40342935360000004
SRX5694407,-0.007829052000000001,-0.8976499983,-0.1705025878,-0.2638287498,-0.6797229178,0.1689494005
SRX5694408,2.2060863791,-0.7905816784,0.1511598198,0.0417388443,-0.7931955938,0.0972084373
SRX5694409,-0.42253781160000004,-0.8527907562,-0.033766714100000005,-2.2693012292,-0.7313918552,-1.0433339282
SRX5694410,2.9411902068,1.3728449627,1.1575188486,-0.1972134109,0.5205305132,0.6151469783
SRX5694411,0.9231998315000001,0.5807675425000001,1.8130871474,-0.8663395759,1.2752649621,-0.8081406531
SRX5694412,3.9119873239,-1.8941859509,-0.6279305574,0.1259657223,-0.8681426453000001,0.249143368
SRX5694413,3.544469166,0.3180122541,1.0772551169,-0.6476176532,0.0039227364,0.4965244495
SRX5694414,0.7807784901,0.8686363537,-0.1526559728,-1.42088019,0.1272974469,-1.209235546
SRX5694415,-0.5040518797,-0.8441132099,-0.148172867,0.007690172800000001,-1.0048620916,0.6527414339000001
SRX5694416,0.5152866428,0.0625105212,0.0235920638,0.0575483496,-0.0255081624,0.075576312
SRX5694417,-1.5671280507,-0.8835196625,0.3882191981,0.2665585241,-0.37877042,-0.2659597963
SRX5694418,-2.5950261049,-1.2250992002,-0.5177719803,-1.9463157999,-0.8464666129,-1.8484214817
SRX5694419,-0.8212062503,-1.2535987095,-0.440213346,-1.5689931018,-0.3984785491,-1.436213482
SRX5694420,-2.0098627151,-0.15609256470000002,-0.5219897583,-0.0638843971,-0.302497715,0.292098705
SRX5694421,-1.409573391,-0.5219061525,-0.6512088887,-0.6176702001000001,-0.6099977714,-0.6780960715000001
SRX5694422,2.0624698805,-0.6248932219000001,-0.8947033424,-0.058214080700000004,-0.068855287,0.48036271620000004
SRX5694423,-0.7809050776,-0.8532571789000001,0.1057128604,-0.3208467193,-0.5813589195000001,-0.6009751059
SRX5694424,2.057589548,-0.8440673101,0.14679271600000002,-0.3043319677,-0.4586027053,-0.1478295309
SRX5694425,1.153566967,-1.6423178196000001,0.4803103892,0.2263080572,-0.8332605673,0.7750522138
SRX5694426,1.1270723471,-0.7419004346,1.031429462,-0.6604587882,-0.7600289733000001,-0.6969591940000001
SRX5694427,0.46831121750000004,-1.0228097095,-0.0753741055,0.1652363888,-0.3639876078,0.47815821950000004
SRX5694428,0.46204951660000004,-0.8209870645,-0.44408802900000005,0.073808526,-0.6349855048,0.9893608411
SRX5694429,0.2700062122,0.5544799185,2.4200331753,-1.4421129371,1.262363916,-1.2653026277000001
SRX5694430,0.2170981972,-0.6908904131,0.1910849682,0.0124821121,-0.5589086929,0.4184569051
SRX5694431,-0.7763957813,0.11122089040000001,-0.09976088300000001,-0.0624036472,-0.11194467350000001,-1.1638421847
SRX5694432,-0.7098166977,-2.1413952496,-0.2006572581,-0.3304413054,-0.576840738,0.5863456874
SRX5694433,3.8357380894,0.6797201304,1.3635887014999999,-0.8187488844,0.38963961950000003,0.5650166218
SRX5694434,2.184177803,-0.0813581815,0.3017235052,-0.6212632720000001,-0.3241111343,-1.0984562915
SRX5694435,-4.0903320009,-0.8155494813,-0.8953082412000001,-2.0377494386,-0.25701469,-2.0109253777
SRX5694436,-1.7535599044999999,-1.0687696929,-0.3679606326,-2.3919325405,-1.3601739322,-1.3485028145
SRX5694437,-0.5512143662,0.3147754193,-0.2925404444,-0.2507206522,-0.0437337862,-0.5280297472000001
SRX5694438,-0.2573157572,-0.7102352016,-0.3033376692,0.07346573220000001,-0.8291054388,0.6857065432
SRX5694439,-0.6480550561,-0.8855864517,-0.9371373905,0.3143882568,-0.51258285,-1.6318165128
SRX5694440,-1.1098100416,-0.3273901919,0.7239889525000001,0.1617989176,-0.37249924100000004,-0.06482303040000001
SRX5694441,0.3702766274,1.1375522752,-0.16298556,-0.4081937196,-0.230511501,-1.0195210225
SRX5694442,-2.2900510481,-0.8341317912,-1.0984478835,-1.7002395932,-0.8200548711000001,-0.9328703077
SRX5694443,-1.3671262819,-0.7477767726,0.4858669498,0.1538530863,-0.4406184697,0.4973491512
SRX5694444,-0.004690713,-1.2438504318999999,-0.4478023822,0.1414549701,-1.0535215027,0.8080966286
SRX5694445,-0.9092562582,-1.3600939619,-1.621713964,-1.7943494913,-0.6204594402,-1.5690303947
SRX5694446,0.6329818111000001,-1.2032978044,1.1322817705000001,0.2193526747,-1.0780453714,-0.193287018
SRX5694447,-0.0128614907,-1.5183364254,-0.49673447660000003,-0.3849941899,-0.2826101176,0.7843616708000001
SRX5694448,4.2196055721,0.8265102893,2.6246336151,-0.732440443,0.3674181562,0.2772773824
SRX5694449,0.4727944301,-0.8085937780000001,0.33570749450000004,0.1017285234,-0.5328863570000001,0.4312175016
SRX5694450,4.7742808405,0.6144673881,1.2662004455,-0.2163555027,-0.4055443481,0.1371330278
SRX5694451,1.3315228585,-0.7307318690000001,0.3251083994,-0.1832599433,-0.6397645289,0.0880159845
SRX5694452,-2.8069925692,1.0924749437,0.7558356779000001,-0.9702752261,0.7842886771,-2.0064355262
SRX5694453,3.4948231246,0.6265042858000001,1.5633139503,-0.7029806271,0.0852071991,0.7160194373000001
SRX5694454,-0.6762015488,-0.1930641951,0.514372183,0.2689052974,-0.18555417640000002,-0.0219061857
SRX5694455,-2.2196071069,-1.1221989695,-0.9386046593,-1.7485042558,-0.3648115819,-1.7401859745000001
SRX5694456,2.4046694833,-0.8893847205000001,1.0213600691,0.2638014382,-0.5856403514,-0.13764546290000002
SRX5694457,1.2149388175,-1.1343377475,1.3699375999,0.1813226141,-0.6155918729000001,-0.12439889450000001
SRX5694459,0.16084021,-1.2139028339,1.8383055384,-0.0659537084,-0.8278137878,-0.4953257364
SRX5694460,-2.6726438794,-0.8070874991,-0.9386624563,-2.6935232182,-0.346563681,-1.8144474763
SRX5694461,0.3329067597,-2.112586486,-0.1624276583,-0.24608755940000002,-0.6241635859,0.6515780167
SRX5694462,-2.6127500686,-1.1911668779,-1.4261766993,-1.4072956342,-0.7549218009,-0.6463130855
SRX5694463,-0.6229904158,-0.9323923927000001,0.2720674628,0.13500124700000002,-0.5317721226000001,0.5590132598
SRX5694464,0.25081576850000004,-1.3161077135,0.1996626702,-0.16266356510000002,-0.42569096170000004,0.7377327490000001
SRX5694465,-2.3565068006,-1.3777511591,-0.0134980554,-0.08100398930000001,-0.7787333394,0.3955473585
SRX5694466,1.4325651343,-0.1171657056,-0.34813094,-0.0203257193,0.2849311861,-0.5943358821
SRX5694467,1.8093087596,-0.49182771470000003,0.5849915582,-0.0864598209,-0.6791321378,-0.312031323
SRX5694468,0.7826399199,-1.4181288842,-2.8572583458,0.09512308080000001,-0.5489293682,-2.7418967045000002
SRX5694469,0.15031500620000002,-0.1270655376,0.1549689219,0.056592892000000006,-0.4651611836,0.0787107762
SRX5694470,-0.5854098758,0.019027187600000002,-0.364618657,-0.0203162279,-0.0026546786,-0.0775931141
SRX5694471,2.3645546849,-1.3556210419,0.555812105,0.08127249760000001,-0.4027529064,0.0086808589
SRX5694472,2.1086528145,-0.8715800265,1.3792660414,-0.42764759150000003,-0.2620807039,-0.5439747382
SRX5694474,1.8247580881,-1.0604877154,-0.12427454510000001,-0.3318785326,-0.1322773285,0.24816900530000002
SRX5694475,-2.1955215265,-1.21089239,0.25664738530000003,-0.1072682971,-0.24219310500000002,0.519782485
SRX5694476,1.2920653746,-1.8870095360999999,0.3386476196,0.2832759084,-0.8656861585000001,0.7406089015
SRX5694477,-3.0494348111,-1.3888387334,-1.683736046,-2.220698214,-0.0965249888,-1.6564637059
SRX5694478,0.0657069722,-0.8358051031,-0.5622243783,-0.324421403,-0.6125686037,0.9828303522
SRX5694479,1.2707191895,0.5651488816,-0.394653648,-2.078741852,-0.6780251964,-1.9493855193
SRX5694480,1.1108632344,0.2685785134,-0.34597013190000003,-0.8986833081000001,-0.3036139091,-0.7389979591
SRX5694481,0.3546225744,-1.6003623698,-0.8481596121,-0.39061972300000003,-0.32311821100000004,0.5831883902
SRX5694482,1.4213079482,-1.1976275807,0.5791332285,0.5302146851,-0.6472823522000001,-0.0400861278
SRX5694483,-0.9308983173,-0.7254365348,0.0507988122,-0.0648156579,-0.6886665677,0.38496605300000003
SRX5694484,0.2525995337,-1.5497718291,0.1512630985,-0.2015433442,-0.8571132198,0.3057779418
SRX5694485,1.4812694751,-1.4148320002,-0.5614498417,0.0561230447,0.1284023329,1.0814096019
SRX5694486,-0.7453067188,-0.5654554842,1.0216007801,0.1840419059,-0.4840414957,0.2956034265
SRX5694487,-0.9216722060000001,-0.9495107329,-0.3587199473,-0.0687134662,-0.5855811282,0.8273412322
SRX5694488,2.5482176188,-1.5245136858000001,-0.22382115360000002,-0.0029101905,-0.6483210227,-0.018987965000000002
SRX5694489,3.6691895017,-1.1641195583,0.4177726982,-0.2414092729,-0.7268829535,-0.2574594905
SRX5694491,-1.9448226388,-2.5741590835,-1.2455362441,-1.3992598427,-0.6520774905000001,-0.5142443918
