,A,FliA,ModE,Crp
nac_ntrc__wt_csn__2,-1.396995147524439,-0.9192883400000004,0.06612028000000159,-0.09324395099999984
nac_ntrc__wt_cytd__1,-2.2731569133520746,-1.7988632910000002,0.19263363500000172,-0.043119613
nac_ntrc__wt_cytd__2,-1.7354566221328311,-2.5776356700000003,0.16191768700000164,-0.07348926000000056
nac_ntrc__wt_gln__1,-2.0997703831016903,-1.6161610890000002,0.2299357190000011,0.16383650300000066
nac_ntrc__wt_gln__2,-2.260628299888729,-1.5275729500000004,0.056000068000001235,0.11651884599999995
nac_ntrc__bw_delnac_csn__1,-3.846533987417052,-0.2118332750000005,0.19834748200000085,0.16921202300000004
nac_ntrc__bw_delnac_csn__2,-4.169168655985554,-0.7336206390000002,0.13250912500000211,0.03216219000000109
nac_ntrc__bw_delnac_cytd__1,-2.4846941271882024,-1.0915757980000005,0.11993911200000085,0.2936758630000007
nac_ntrc__bw_delnac_cytd__2,-2.787458419632044,-1.3557235690000002,0.18387183200000126,0.2286386530000009
nac_ntrc__bw_delnac_gln__1,-2.3508780096568294,0.4832217599999997,-0.15673684399999832,0.5051051429999998
nac_ntrc__bw_delnac_gln__2,-2.594165470464574,-0.2762676810000002,0.07964574500000142,0.563775123000001
nac_ntrc__bw_delnac_nh4__1,-0.5540511670817064,5.506442908999999,-0.06341936199999854,0.3391651030000009
nac_ntrc__bw_delnac_nh4__2,-1.2004676301791688,5.482318495,-0.4877092139999988,0.3602350630000011
misc__wt_no_te__1,-3.012452423162161,-1.3315784590000004,-0.07985452399999904,0.3221691629999999
misc__wt_no_te__2,-2.530722769040397,-0.02471510100000041,-0.2845766259999989,0.3159875930000009
misc__bw_delcbl__1,-1.8806029626530203,0.3806137849999995,-0.27332959199999873,0.30577407300000026
misc__bw_delcbl__2,-1.261279854889216,0.1280255299999995,-0.5500988789999983,0.3225694130000001
misc__bw_delfabr__1,-0.3796371369840068,6.338852354,-0.5308892919999986,0.1944652930000004
misc__bw_delfabr__2,-0.8326077336552035,6.298473789999999,-0.3215384449999981,0.13385438500000113
misc__bw_delfadr__1,-2.57508556582687,3.701069099,-0.29171863399999953,0.325118883
misc__bw_delfadr__2,-1.939852665930478,3.779829139,-0.14798193399999882,0.3434663330000003
misc__nitr_031__1,-0.7898758820451945,-1.0190878590000003,-0.2793852019999985,0.2155988630000003
omics__wt_glu__1,-0.2627371149406015,-0.6270399790000001,-0.3875180949999981,0.3481259330000004
omics__wt_glu__2,-0.502529669256116,-0.726443417,-0.34426009199999896,0.31989882300000083
omics__wt_gly__1,-0.7751573275404425,0.03675342299999995,-0.5999359459999987,0.3121818130000005
omics__wt_gly__2,-0.8794989764427431,-0.03763578399999989,-0.9015534399999988,0.3489800729999999
omics__wt_thr__1,-1.1186014397196575,-0.03991852300000032,-0.2628233569999985,0.8835606830000007
omics__wt_thr__2,-0.391818955405292,-0.7932843780000005,-0.2031801619999989,1.127551423
omics__bw_ac__1,1.1271000058698528,2.6335967149999995,-0.2682750219999983,0.4643589929999994
omics__bw_ac__2,1.140875105180272,2.695164058,-0.09541382399999954,0.4618822229999999
omics__bw_fum__1,1.016912066443469,4.948801322,-0.4502536649999982,0.446647853
omics__bw_fum__2,-0.4767619720088747,4.818248385,-0.5355300509999985,0.4952586530000005
omics__bw_glc__1,-0.2410244130926496,1.1597025489999997,-0.04464789299999872,0.31995135300000044
omics__bw_glc__2,-0.2990099076250579,1.0304784399999996,-0.14801848999999834,0.3609335930000004
omics__bw_pyr__1,1.797139465596682,2.050716285,-0.6052820559999983,0.8061810030000007
omics__bw_pyr__2,-0.5750601554158757,0.8009622099999998,-0.31344387599999823,0.7644674929999997
ompr__wt_nacl__1,-2.1834093654876883,-1.489382901,-0.3053495689999988,-0.6865814769999989
ompr__wt_nacl__2,-2.851110688834434,-1.5867455530000003,-0.12464020299999935,-0.620927
ompr__bw_delompr_nacl__1,-2.8695793381188603,2.3793389959999995,-0.6917266549999983,-1.0462482019999992
ompr__bw_delompr_nacl__2,-2.8310003427652943,2.364150517999999,-0.7287698569999987,-1.071490686999999
minspan__wt_ade__1,3.704162543983504,0.7522021849999998,-0.1733531339999983,-0.09169608400000052
minspan__wt_glc__2,0.1328672329583545,4.68835246,-0.4831967329999989,-0.17147671399999884
minspan__wt_glc__3,0.6284533892664641,4.87069769,-0.433251229999998,-0.2165117989999992
minspan__wt_glc__4,-0.2798812420398467,5.1241176149999985,-0.15202462899999958,-0.23779414300000035
minspan__wt_glc_anaero__1,9.055833497097256,5.872928721999999,0.35208367400000284,0.09730802400000016
minspan__wt_glc_anaero__2,9.26403167580942,6.090076527999999,0.34779872300000125,0.0007891440000005191
minspan__wt_trp__1,4.72295075048647,4.9500853770000015,0.1380048020000011,0.379309933
minspan__bw_delcra_glc__2,-0.3157639054149296,1.152351727,0.03766807100000058,0.2077464830000011
minspan__bw_delcra_trp__1,6.752230154313313,1.71565951,0.009520435000001548,0.245706203000001
minspan__bw_delmntr__1,1.3568921290691622,7.062508919999999,0.35273223200000103,0.3950805430000006
minspan__bw_delnac_ade__1,1.68202525796147,1.2238034089999994,-0.07681856199999881,0.005806081999999435
minspan__bw_delnac_glc__1,3.588110375746384,4.5465801620000015,-0.06850540499999802,0.19238992300000035
cra_crp__wt_ac__1,0.7888331472613976,1.271620863999999,-0.5318485849999988,0.7848307329999997
cra_crp__wt_ac__2,0.906715795590043,1.3903305359999996,-0.5163338539999982,0.774460393
cra_crp__wt_fru__1,0.5342801379872992,2.401768644,-0.440990584999998,0.3134937529999995
cra_crp__wt_fru__2,0.32395103501718,2.559838626000001,-0.5300145319999992,0.3732440629999996
cra_crp__delcra_ac__1,-2.333665373001542,-0.5756946630000002,0.3903553570000007,0.20535391299999967
cra_crp__delcra_ac__2,-3.5267295337949363,-0.13178572600000038,0.225882395000002,0.15922527300000056
cra_crp__delcra_fru__1,-1.684892579411239,-0.898530332,-0.0942770039999994,0.12650519299999985
cra_crp__delcra_fru__2,-1.6954085641305494,-1.0180149370000002,-0.3127780449999982,0.1631474930000003
cra_crp__delcra_glc__1,-1.339281980902196,-0.04530308700000018,-0.4246955209999985,0.046791002000000866
cra_crp__delcra_glc__2,-0.7518289974358754,0.12406582599999982,-0.29497265199999845,-0.014761103999999747
rpoB__wt_031__1,7.413353383045639,-0.4923356370000001,-0.06287326399999937,0.271760703
rpoB__wt_044__1,4.204786939462181,-1.2291857410000002,-0.3247311849999983,0.2048586730000004
rpoB__wt_lb__1,0.0544326492567843,-1.0786013600000004,-0.5184392029999989,0.2472729529999995
rpoB__wt_lb__2,-1.070253685890915,-1.0184323200000005,-0.4110077249999984,0.2041545229999997
rpoB__rpoBE546V_031__1,8.12359718783009,-0.8037244020000003,-0.6770552569999984,0.4571714629999999
rpoB__rpoBE546V_044__1,10.388421902415669,-0.7359663310000002,-0.8303129989999984,0.37625628299999997
rpoB__rpoBE546V_lb__1,1.3030385719181552,-1.9109005940000003,0.1536161120000017,0.1174804819999995
rpoB__rpoBE546V_lb__2,-0.201571958192379,-2.7390527,-0.17484302899999893,0.1254229630000001
rpoB__rpoBE546V_glc__1,-0.6350494815435653,-2.4802707350000004,-0.005019654999998124,-0.004082425000000001
rpoB__rpoBE672K_glc__1,-0.4535412248747382,-1.6306222070000005,-0.4474294299999979,-0.6662891799999997
rpoB__rpoBE672K_glc__2,-1.4133005741061624,-1.7123377010000005,-0.6025728279999987,-0.5708984560000001
rpoB__rpoBE672K_lb__1,0.9963170430972594,-2.202199642,-0.3840616819999987,-0.2288451829999989
rpoB__rpoBE672K_lb__2,1.5819551849941431,-1.2392036490000002,-0.5279868769999991,-0.18410035800000024
crp__wt_fru__1,-0.1758668480029905,3.969220717,-0.37435514899999933,-0.13483747499999946
crp__wt_glyc__1,0.8190896450924693,5.135762767999999,-0.2801633129999983,-0.06971342199999953
crp__wt_glyc__2,0.2515739299709911,5.078594482,-0.2011624449999978,0.000271048000000107
crp__delar1_glyc__1,-3.020281387246876,-2.2348939600000004,0.5644143620000017,0.7684826630000003
crp__delar1_glyc__2,-2.510237741131806,-2.394157653,0.5433262710000006,0.9809746629999996
crp__delar1ar2_glyc__1,-2.0991261750712,-1.379098601,0.10304886500000164,0.2916550830000002
crp__delar1ar2_glyc__2,-2.6397512816471065,-1.5389293490000002,0.10948429600000063,0.2567226429999998
crp__delar1ar2_glyc__3,-1.4425396277372655,-1.2582254850000003,-0.011165707999998277,0.37124749300000026
crp__delar2_glyc__1,0.2470927308839075,5.831020688999999,-0.05206197899999943,1.4298253029999994
crp__delar2_glyc__2,0.2346742629749439,5.647752668,-0.18933305599999886,1.3004454830000007
crp__delar2_glyc__3,0.3775856155854611,5.868198063,0.025119796000001138,1.2369035230000005
crp__delcrp_fru__1,-1.9438219966076653,-1.7634558450000004,-0.2905692139999996,-9.852476477
crp__delcrp_fru__2,-2.4112417031078053,-1.1688732600000002,-0.16792400299999866,-9.107951936000001
crp__delcrp_fru__3,-2.005232999895868,-2.37525163,-0.3810931709999972,-9.852476477
crp__delcrp_glc__1,-3.130274320740164,-1.3529974720000002,-0.16930909199999888,-9.025871704
crp__delcrp_glc__2,-2.980396306868144,-1.8121195260000005,-0.2468454539999989,-9.566616581
crp__delcrp_glc__3,-3.284232251535568,-2.1108021300000006,-0.12428870499999788,-9.852476477
crp__delcrp_glyc__1,-3.999742151663314,-1.8716743260000004,-0.14632125799999862,-9.852476477
crp__delcrp_glyc__2,-2.8892961812905877,-1.3507327490000005,-0.12648695499999807,-9.852476477
crp__delcrp_glyc__3,-2.9449920308127657,-1.8003347640000005,-0.2451593309999982,-9.852476477
glu__glu_ale3__1,-0.1473886206486755,4.14662875,0.302572178000001,1.4385551630000002
glu__glu_ale4__1,-0.5725675134431369,5.548085236,-0.3678712449999981,0.1237046330000009
glu__glu_ale5__1,-0.4598107930303688,6.424271734,-0.6888037739999984,0.23737495299999975
glu__glu_ale6__1,-1.0297865827128725,3.3843595079999997,-0.9920692989999988,-0.2669721739999993
glu__glu_ale8__1,2.1791545339821177,6.244082696,0.4849159310000006,1.5517659029999995
glu__glu_ale9__1,0.2650047165692475,3.3382207760000004,-0.06040767799999891,0.736260553000001
glu__glu_ale10__1,0.4775413424878204,5.847738296999999,0.00815786700000132,1.2484999630000004
42c__wt_42c__1,-0.7013172564420213,-3.1576643200000003,-0.18600148499999847,-0.02289376299999901
42c__42c_ale1__1,1.4777164332728103,7.23669503,0.2603556160000009,0.578078713
42c__42c_ale2__1,1.7137115291848644,6.692891217000001,-0.28411993099999844,-0.001157444000000396
42c__42c_ale3__1,-1.3633284490082545,6.8930774800000005,0.15787168100000049,-0.16365086199999898
42c__42c_ale4__1,-0.6044598292757055,5.063162955999999,-0.12570680699999848,0.18829674300000046
42c__42c_ale5__1,-0.6945046569701535,5.664568501000001,-0.07931919299999901,-0.2550904079999992
42c__42c_ale6__1,-0.5168782914928688,1.6940136279999995,0.5177421860000004,0.5847098129999999
42c__42c_ale8__1,0.6416684390737185,0.7905620799999995,0.36993950100000106,0.898060053
42c__42c_ale9__1,-0.7584833234186737,6.675689296,-0.3415158019999991,0.2344509129999999
42c__42c_ale10__1,0.5186957149775555,5.82829991,0.4014412990000018,0.5824345429999997
ssw__wt_ac__1,-2.916341486027527,-1.2978540020000002,-0.5920230789999987,0.155824183
ssw__wt_glc__1,4.823106439203032,4.111584678999998,0.14891323900000142,0.08995910700000033
ssw__wt_glyc__1,-1.4004684572559347,1.1196820719999998,0.30288674200000104,0.2646295629999997
ssw__wt_xyl__1,-3.656395781420224,-2.656777754,0.19750844200000106,0.6151089029999994
ssw__glc_ale1__1,0.1817399805893701,-0.6917143400000003,-0.3298939199999982,0.31199771300000023
ssw__glc_ale2__1,-0.1998999924169954,-1.2382990850000004,0.20411124100000053,0.5353218630000001
ssw__glc_ale3__1,-1.8158783647282133,-1.967384088,0.23472874400000165,0.4454840030000007
ssw__glyc_ale1__1,-1.4916813040193877,-1.7630431100000004,0.12076677500000164,0.2988789030000003
ssw__glyc_ale2__1,-2.055547015300972,-0.3636475330000004,0.13935193300000126,0.3021156230000006
ssw__xyl_ale1__1,-1.1164350937040153,5.9932186289999985,-0.043928917999998866,-0.2147884219999998
ssw__xyl_ale2__1,-1.7786755544001829,6.497193833,0.027603568000000852,0.026451148999999674
ssw__xyl_ale3__1,-1.4230590788506288,-1.0561237070000002,-0.06390528899999914,-0.3138359289999997
ssw__glc_ac_ac2__1,-1.3374909896996603,-0.007823064000000102,-0.0032021619999991198,0.5069351229999999
ssw__glc_ac_glc1__1,-4.11995344719081,-0.18078074900000016,0.067728691000001,-0.42053636400000016
ssw__glc_glyc_glc__1,-1.242449612338545,-1.2740590050000002,-0.3018354299999979,0.565682133000001
ssw__glc_glyc_glyc__1,-2.268703757226033,0.32991169499999984,-0.0809615699999986,0.3070424930000009
ssw__glc_xyl_glc__1,-1.4529380813919903,-1.6212558420000005,-0.6295967329999987,0.029020071999999782
ssw__glc_xyl_xyl__1,-0.6624380157695606,-1.0198362340000005,-0.4495706309999985,-0.2438474470000003
ica__wt_glc__1,0.751807493297365,6.62322135,-0.640059202999999,-0.02120516499999958
ica__wt_glc__2,1.030966665377762,6.624409527999999,-0.6129910929999989,-0.013075077999999962
ica__wt_glc__3,1.557699802571158,6.9644511300000005,-0.3746186889999983,0.0930502690000008
ica__wt_glc__4,2.09953469969261,6.651581759999999,-0.3224988089999989,0.399858493
ica__arg_sbt__1,0.1055795172913166,6.770279722000001,-0.3600411409999982,0.17296083299999945
ica__arg_sbt__2,0.4390624315568788,6.7011244780000006,-0.23743898499999805,0.4931735029999995
ica__cytd_rib__1,2.674918597241269,7.53876095,-0.18883715099999865,0.5032386530000004
ica__cytd_rib__2,1.9116966129237332,7.356501229999999,-0.2539814209999989,0.4864851229999996
ica__gth__1,-2.216127570730912,0.2197956499999996,-0.4390348939999989,-0.3447319570000005
ica__gth__2,-2.1369587142481548,0.6258623429999997,-0.7479968059999988,-0.5509396859999995
ica__leu_glcr__1,1.41595575352616,6.784658361,0.011154384000002793,1.0260792930000004
ica__leu_glcr__2,1.5288757034091416,6.8225681730000005,-0.1548938249999985,0.964590953
ica__met_glc__1,1.2927212108252226,6.136552704,-0.8397926499999988,-0.0020434050000002198
ica__met_glc__2,1.3783769293845134,6.040903407,-0.7943230599999991,-0.06998528999999998
ica__no3_anaero__1,-1.2320440662530372,3.7333530379999984,0.030437906000000407,0.16601552300000044
ica__no3_anaero__2,-0.5706285692755793,3.2844551070000003,0.07175183500000147,0.1659366630000001
ica__phe_acgam__1,1.1486756466616084,6.256307989,-0.5216236559999983,0.08710832000000046
ica__phe_acgam__2,0.6412610212923786,6.270185221,-0.4636331839999989,0.07371453200000032
ica__thm_gal__1,-0.1966398727042636,6.8649795000000005,-0.29292105799999835,0.41909228299999945
ica__thm_gal__2,0.5381166307502896,6.88681169,-0.25137277399999913,0.4125785030000007
ica__tyr_glcn__1,1.9721648554001945,7.185318799999999,-0.5607014439999984,0.211699823
ica__tyr_glcn__2,1.964442791697895,7.101134289999999,-0.5697815129999988,0.2492893929999997
ica__ura_pyr__1,1.181721835042445,6.482547648,-0.1318155009999984,0.8236668229999999
ica__ura_pyr__2,-0.185306963478557,6.460906659999999,-0.09466276499999804,1.104333543000001
ica__wt_glc__5,2.464280746765426,6.781418733999999,-0.2510043169999987,0.3105034530000008
ica__wt_glc__6,2.0734277673262027,6.6719444150000005,-0.3746026889999996,0.3376528430000008
ica__bw_delpurR_cytd__1,2.429963263767759,6.810600571,-0.47794361299999893,-0.14178576699999998
ica__bw_delpurR_cytd__2,2.5216590296460453,6.665254404000001,-0.8014129799999985,0.2554834630000009
ica__ade_glc__1,2.6561968027721696,6.627615372999999,-0.6150164349999985,0.27079068299999953
ica__ade_glc__2,1.4645863961840473,6.736792808999999,-0.6315108529999991,-0.10748262699999957
ytf__wt_glc__1,-1.3129945199469382,0.2387689210000001,-0.4234362899999979,0.34000217300000024
ytf__wt_glc__2,-1.268467536907706,-0.4238451310000002,-0.332742054999998,0.487174103000001
ytf__delyafC__1,-2.1890906112996764,-0.7846885680000004,0.1470780360000017,0.518280163
ytf__delyafC__2,-2.0476012943741,-1.3035563450000005,0.09512296200000137,0.558626223000001
ytf__delyeiE__1,-1.8397984958064133,-1.085205439,0.13392574700000104,0.4528218430000006
ytf__delyeiE__2,-0.8794185425706316,-0.907305538,-0.2590635269999986,0.3693801830000005
ytf__delyiaJ__1,-1.5367451913345105,-0.8972829990000002,0.2259652560000012,0.4900788630000008
ytf__delyiaJ__2,-1.9106696020505871,-1.5574804360000003,0.06588034700000113,0.4743345229999996
ytf__delyieP__1,-2.198173284154844,-1.4875966730000003,0.21141509600000047,0.8306116230000011
ytf__delyieP__2,-2.510889675937062,-0.6331534840000002,0.27712957800000115,0.7498248230000009
ytf__wt_ph5__1,-1.5726319757430354,-1.9213206840000003,-0.3325854159999988,0.3985759630000008
ytf__wt_ph5__2,-1.9648270863877932,-1.2192502950000004,-0.1749667199999978,0.4747397030000009
ytf__wt_ph8__1,-1.3827859847878128,-1.7169652030000002,-0.34770857899999896,0.2756429229999995
ytf__wt_ph8__2,-0.9346915835102748,-1.8390025290000005,-0.4962854629999986,0.2681548629999995
ytf__delybaO__1,-1.8616675337456812,-0.8184252630000004,-0.04178561199999909,0.5823761830000009
ytf__delybaO__2,-1.498967730617037,-0.2726642560000001,0.1927134670000017,0.6367440230000003
ytf__delybaQ__1,-1.93414195402896,-0.5215888280000005,-0.4224019259999992,0.3329404930000006
ytf__delybaQ__2,-0.7651518737917518,0.4627962969999997,-0.3417259839999991,0.3236855130000009
ytf__delybiH__1,-0.7481449591328676,-0.6325427890000004,-0.35295081399999884,0.6363319829999998
ytf__delybiH__2,-1.4218674797411126,-0.3532800350000005,0.058348867000001185,0.5546718429999995
ytf__delydcI_ph5__1,-1.2547058076419164,-1.3590019450000004,-0.2854801289999989,0.36809995299999976
ytf__delydcI_ph5__2,-0.7990582664914094,-1.1785144420000002,-0.25641669899999897,0.4226014830000011
ytf__delydcI_ph8__1,-0.4190004670223577,-1.8666027970000003,-0.47647129799999893,0.3631957630000002
ytf__delydcI_ph8__2,-0.3499610682673637,-1.6366707810000003,-0.5419492599999991,0.3071113430000008
ytf__delyddM__1,-1.1036523625501022,-0.26327751899999985,-0.045628667999999095,0.8218948030000011
ytf__delyddM__2,-0.8273946082050614,-0.6447706900000001,0.029298273000001093,0.8320546029999996
ytf__delyheO__1,-1.5194734660051514,-0.9852070360000004,-0.008602803999998798,0.5961686430000004
ytf__delyheO__2,-1.1651780936052596,-0.256772582,0.10337607700000097,0.6336565129999999
fps__bw_glc__1,-0.6758130312692985,-0.22409237899999998,-0.6189149509999979,0.23073483299999964
fps__bw_glc__2,-0.7586511112779796,-0.3623692190000005,-0.7920561929999987,0.16040873300000058
fps__fps_thrA_ale1__1,-0.4848816276210308,2.9833314989999997,-0.6888673199999991,0.3327312029999998
fps__fps_thrA_ale1__2,-0.9750725005270406,2.7678785470000005,-0.4145245719999986,0.3516250830000001
fps__fps_thrA_ale2__1,-1.3758509591387584,2.812633631,-0.4732379289999989,0.22966762300000101
fps__fps_thrA_ale2__2,-1.0634027798060977,2.6233129129999995,-0.3746129249999983,0.28896753300000105
fps__fps_serB_ale1__1,-1.2480637675444028,4.599347637999999,-0.4872123129999988,0.2630278130000008
fps__fps_serB_ale1__2,-1.2412588461447531,4.5613338919999995,-0.3821588109999992,0.3896577630000007
fps__fps_serB_ale4__1,-1.357896694523693,-1.7263582410000002,-0.3954726579999983,0.20591431300000096
fps__fps_serB_ale4__2,-1.969096973914832,-1.6155821130000003,-0.2413530449999985,0.3602136930000004
fps__fps_ptsI_ale1__1,-0.0172671792264921,-0.11091122200000036,-0.7612810759999986,0.045779202000000296
fps__fps_ptsI_ale1__2,0.3984073666147263,0.4532910139999995,-0.6368236149999991,0.14486478300000094
fps__fps_ptsI_ale3__1,0.0438590442804061,1.783474815,-0.7307099219999991,0.2525903130000007
fps__fps_ptsI_ale3__2,0.0639769978592125,1.5577020430000001,-0.8108292979999989,0.22323634299999995
pal__lyx_ale2_f6__1,-0.4480114652339892,2.0941624239999994,-0.2884778329999991,0.3334221829999997
pal__lyx_ale2__1,0.0571919598501657,2.9198446289999986,-0.1621920649999984,0.2649081029999998
pal__lyx_ale2__2,0.4115696785208431,3.008118806,-0.3271906509999987,0.3071416530000004
pal__lyx_ale4__1,0.4234756473743488,3.1994749639999998,-0.501285005999998,-0.057655872999999865
pal__lyx_ale4__2,1.0316610594140634,3.284198533,-0.6080288069999984,-0.07060586499999921
pal__5drib_ale10_f18__1,-0.1424221699116589,1.007624291,-0.15521653399999913,-0.06913953699999986
pal__5drib_ale10_f18__2,0.7047056798648893,0.8199776089999995,-0.06207451299999889,-0.022394786999999642
pal__5drib_ale10__1,-0.2020133305096187,1.007045638,0.22017011600000114,0.4018362730000007
pal__arab_ale14_f9__1,-1.0541822398748348,-0.023997456000000472,-0.3919617499999983,0.24554710299999985
pal__arab_ale14_f9__2,-1.614777828262038,-0.18305227600000015,-0.26824074099999873,0.4127220729999994
pal__arab_ale14__1,-0.9165064760365796,1.465642205,-0.42070693999999786,0.3767839330000005
pal__arab_ale14__2,-0.9796319885713382,1.0568785429999998,-0.3920401999999985,0.3756092130000006
pal__arab_ale16__1,-1.730904601954147,-0.5299485220000002,0.2794897580000013,0.02985453700000029
pal__arab_ale16__2,-2.083520815038304,-1.0060283010000002,0.10600578200000133,0.10976642500000013
pal__tartr_ale26_f10__1,0.5771808583311526,-0.936030075,0.050943315000001384,0.3119472930000011
pal__tartr_ale26_f10__2,0.0513841173741466,-1.2753552300000004,0.10246811200000128,0.19927317299999991
pal__tartr_ale26__1,-1.3283271963162318,-0.8781347390000005,0.005439753000000991,0.3850793330000002
pal__tartr_ale26__2,-1.7240930696984913,-0.7880610210000003,-0.17414277799999933,0.334463263
pal__tartr_ale28_f10__1,-0.5798128313244271,-0.2785764300000002,0.01626646800000131,-0.003712276999999986
pal__tartr_ale28_f10__2,-0.4319985919080439,-0.39481881700000004,0.06067283900000131,-0.0986905509999989
pal__tartr_ale28__1,-1.2141637714713758,1.314278024,-0.10176211999999828,0.27296854300000106
pal__tartr_ale28__2,-1.1498569903832787,2.319517572999999,-0.35002623399999955,0.2684948929999997
efeU__delmenFentC_citr__1,-0.989738234584717,-0.5799280780000005,-0.5509177429999985,0.4221979430000005
efeU__delmenFentC_citr__2,-1.0230526875479848,-0.6574831500000005,-0.5989314259999983,0.5677252629999998
efeU__delmenFentC__1,-2.76143179632821,-1.4298031930000004,-0.19168760599999854,0.6961985229999996
efeU__delmenFentC__2,-2.5793458540272405,-1.3052532940000003,-0.04108277099999835,0.7362106530000005
efeU__menFentC_ale39__1,0.0858024198463436,-0.6870923050000002,-0.4022766899999981,0.5420487930000011
efeU__menFentC_ale39__2,-0.2184045757617216,-1.5918991950000003,-0.3707036939999995,0.5730386230000004
efeU__menFentC_ale29__1,-0.9386846367431656,-2.3760750520000005,0.253727190000002,0.9115027730000004
efeU__menFentC_ale29__2,-1.739685864418265,-2.106267883,0.18322966600000168,0.9432762930000004
efeU__menFentC_ale30__1,-0.3010311894507205,-0.5745415240000002,-0.5780173579999985,0.10668520800000003
efeU__menFentC_ale30__2,-0.6600143935352346,-1.6853002630000005,-0.4488004719999985,0.06397155600000026
efeU__menFentCubiC_ale36__1,-0.7539742056713399,-1.812640625,-0.14942153799999858,0.8218575829999999
efeU__menFentCubiC_ale36__2,-1.2933195565448548,-2.2455135790000003,-0.2625331049999984,0.6481697730000011
efeU__menFentCubiC_ale37__1,-1.2184706288060814,-1.8973078760000004,0.0025088780000013244,0.8430776529999999
efeU__menFentCubiC_ale37__2,-1.2931415174267815,-2.003124849,-0.04458066699999908,0.8884085729999995
efeU__menFentCubiC_ale38__1,-1.0637790628039312,-0.8763713980000003,-0.09451562199999852,0.3484389429999997
efeU__menFentCubiC_ale38__2,-1.6912568299318844,-2.048993928,-0.1889002049999986,0.30990829299999945
misc2__salc_glc__1,-3.535957384889103,-1.2267883310000005,-0.05076124599999865,-0.03094168600000025
misc2__salc_glc__2,-3.748180807149278,-1.9562095240000004,-0.167986932999999,-0.041858421999998896
misc2__dbcn_glc__1,0.228686448011482,6.186648306,-0.7923662029999994,-0.41418928399999894
misc2__dbcn_glc__2,0.3443300424545875,5.951804068,-0.8969475119999988,-0.32218037899999885
misc2__tyr_glc__1,1.224183731826621,6.707146461999999,-0.4611236359999982,0.4823384130000008
misc2__tyr_glc__2,1.2176613661490308,6.729822958,-0.2698142869999991,0.5197261330000007
misc2__arg_cytd__1,0.409660382380863,5.807550865,-0.2719027509999972,0.10509646700000096
