,A,FliA,ModE,Crp
ros_tale__1_3_750pq__2,-1.523538398821788,6.296797217000001,-0.5085652689999982,0.8300577430000011
ros_tale__1_4_0pq__1,-1.2298383259776322,5.400690758,-0.23483227999999826,0.9822872229999984
ros_tale__1_4_0pq__2,-1.2510997140352325,5.374223728999999,0.01306669000000138,0.8874455430000001
ros_tale__1_4_250pq__1,-1.814745992234505,4.624940652,0.07577622400000282,0.5704754429999994
ros_tale__1_4_250pq__2,-1.4161682499808077,4.685817305,0.06837672200000089,0.5921552030000008
ros_tale__1_4_750pq__1,-1.77510023802113,4.450786449,-0.118729414999998,0.3072018029999999
ros_tale__1_4_750pq__2,-1.9817430809180367,4.1334802549999985,0.1112806380000011,0.4223943630000005
ros_tale__1_4_750pq__3,-1.7300014077341712,4.1306757670000005,0.34361575600000105,0.6522730330000002
ros_tale__1_4_750pq__4,-0.7644069176999251,3.556238576,0.17268579500000136,0.2525884729999994
ros_tale__2_mid_250pq__1,-1.49281314289439,2.427755456,-0.2489649159999985,0.4665373430000006
ros_tale__2_mid_250pq__2,-1.7813637295215583,2.431250973,-0.2989384959999972,0.22496456300000034
ros_tale__2_0_0pq__1,-2.0684593001413694,3.184560276,-0.38221354399999896,1.323272493000001
ros_tale__2_0_0pq__2,-1.5076560911928285,2.9884485489999997,-0.5420833859999981,1.432955703000001
ros_tale__2_0_250pq__1,-0.9950130071330174,2.4809946589999994,-0.0053696429999989794,0.4367484630000007
ros_tale__2_0_250pq__2,-0.8833500733950647,2.207587327,-0.0641903329999991,0.4668021630000006
ros_tale__2_0_750pq__1,-1.5708011641044572,-0.31104008200000033,-0.30908811799999913,0.39065801299999947
ros_tale__2_0_750pq__2,-1.295914617514618,-0.2729919230000002,-0.3726223349999982,0.5452427929999999
ros_tale__2_1_0pq__1,-1.9197784199558616,1.2076336359999995,-1.1941982479999993,0.040594261000000735
ros_tale__2_1_0pq__2,-1.0922790024466058,1.7854578199999995,-1.1995774939999988,0.21928040300000085
ros_tale__2_1_250pq__1,-0.89036313934706,1.7151512119999994,-0.059713556999998474,1.1107003029999998
ros_tale__2_1_250pq__2,-0.6463769638514405,1.6632059329999995,-0.3185224329999983,0.8431179929999999
ros_tale__2_1_750pq__1,-2.2355868324682824,1.5240310569999993,-0.08094294999999807,0.9049245530000009
ros_tale__2_1_750pq__2,-2.2578502562641534,1.52993122,0.2881704790000015,1.0484879629999997
ros_tale__2_1_750pq__3,-2.149916752362896,1.28736986,0.11126262600000114,0.7018120830000001
ros_tale__2_2_0pq__1,-0.2658567582683089,3.14236291,-1.2111591199999987,0.07986402600000098
ros_tale__2_2_0pq__2,-0.583817507248242,3.112732743,-0.6412848149999988,0.7592634930000006
ros_tale__2_2_250pq__1,0.7044320421800427,0.9888243469999995,-0.7426078249999986,0.17330999300000016
ros_tale__2_2_250pq__2,-0.2002230743883096,0.4371056209999997,-0.6414135479999983,0.4292550130000006
ros_tale__2_2_750pq__1,0.9253404388465244,0.235396776,-0.4517803659999986,0.5576607930000002
ros_tale__2_2_750pq__2,0.9089695850452096,-0.4779232660000004,-0.3813745359999992,0.305956793
ros_tale__2_3_0pq__1,-0.3287003885475633,-0.19708520500000049,-0.4963530809999988,0.860010453000001
ros_tale__2_3_0pq__2,-0.5954587290439197,-0.8313557750000005,-0.4145405179999989,0.9657211629999995
ros_tale__2_3_250pq__1,0.1613013141552984,-1.4776404300000003,0.08799493900000144,0.8571940530000006
ros_tale__2_3_250pq__2,-0.4070609644191655,-0.5068901760000002,-0.1391747179999987,0.8164901330000003
ros_tale__2_3_750pq__1,0.1785207957154403,-0.7250147920000005,0.32652698100000066,1.0268770230000008
ros_tale__2_3_750pq__2,-0.1361013088485622,-0.8335430420000005,0.2450026430000012,0.8530044829999994
ros_tale__3_0_0pq__1,-1.239410873524428,5.730919983,-0.4232563629999984,-0.037079375999999435
ros_tale__3_0_0pq__2,-1.6116842770602915,5.700231063999999,-0.6945711019999985,-0.11367244899999918
ros_tale__3_0_250pq__1,-0.9935395902722488,4.763637219,0.33757281600000066,0.40781697300000097
ros_tale__3_0_250pq__2,-1.6636072843880354,4.952242944,0.5512133770000007,0.32149887299999946
ros_tale__3_0_750pq__1,-0.4283085694145551,3.882348157,0.9330008310000012,0.9638811429999999
ros_tale__3_0_750pq__2,0.3388601738062654,3.3932201479999997,0.8889209590000018,1.2263716430000002
ros_tale__3_1_0pq__1,-1.116418718423179,2.9357123849999995,-0.8899165449999984,-0.3878339709999992
ros_tale__3_1_0pq__2,-1.9332620884614944,3.0912537449999995,-0.9428691789999988,-0.1844513249999995
ros_tale__3_1_250pq__1,-0.7360904884329033,2.5250581579999998,-0.635104501999999,0.006036631000000625
ros_tale__3_1_250pq__2,-0.4902506276777744,2.48595681,-0.7994142689999988,0.018638845999999987
ros_tale__3_1_750pq__1,-0.7192502026361096,1.444784962,-0.07286755899999875,0.2312163030000001
ros_tale__3_1_750pq__2,0.1447314247406606,1.6309373249999997,-0.4817424009999982,-0.14456363200000055
ros_tale__3_2_0pq__1,-1.2560801433488056,2.359844847,-1.0219494749999989,0.4066879429999997
ros_tale__3_2_0pq__2,-1.0026570840148912,2.645669985,-0.8659000839999988,0.36532405300000015
ros_tale__3_2_0pq__3,-1.185493750527295,2.5353012879999994,-0.8653721279999989,0.38919050299999997
ros_tale__3_2_0pq__4,-1.126716754378026,2.417269181,-0.8226591179999989,0.4372882229999995
ros_tale__3_2_250pq__1,-0.7650550506196057,-1.4197336010000003,-0.7467026489999986,-0.6105627419999989
ros_tale__3_2_250pq__2,-1.3400468821233318,-1.2082317120000003,-1.0136042179999991,-0.7734190759999997
ros_tale__3_2_750pq__1,-1.8020719109713377,-0.8607697690000005,-0.9282869389999986,0.05165385599999972
ros_tale__3_2_750pq__2,-2.068520529001143,-1.2223658130000004,-1.353527956999999,-0.942500268
ros_tale__3_3_0pq__1,0.7686702639295789,6.614841105,-0.23824227799999864,0.7026568829999995
ros_tale__3_3_0pq__2,2.0610801963913703,6.699752461999999,-0.4524503659999972,0.9474771730000012
ros_tale__3_3_0pq__3,0.2420451122608301,6.761614817000001,-0.23101318199999896,0.7939082030000009
ros_tale__3_3_0pq__4,1.5566654905538,6.8439652,-0.12403207199999855,1.056964733000001
ros_tale__3_3_250pq__1,-1.4117424888592447,1.3322564899999998,-0.3590993869999988,-0.2424749009999996
ros_tale__3_3_250pq__2,-0.67994087767515,1.2953768969999997,-0.07605002399999883,-0.20438087800000027
ros_tale__3_3_750pq__1,-1.602570775282081,0.6484106249999999,-0.09901236499999833,0.08859772899999996
ros_tale__3_3_750pq__2,-1.440885881779112,1.0225278509999995,-0.15454761799999872,0.14973729299999938
ros_tale__3_4_0pq__1,-1.4418339702901732,-0.12423522600000016,-0.7464718409999982,-0.77576
ros_tale__3_4_0pq__2,-1.9772688842539448,-0.3677455430000003,-0.7565559399999984,-0.5738246280000006
ros_tale__3_4_250pq__1,-1.872396058814009,0.055158371000000095,-0.4982651439999986,-0.9101530370000006
ros_tale__3_4_250pq__2,-1.3115453755026771,0.6962530519999999,-0.6569439999999984,-0.9544832509999992
ros_tale__3_4_750pq__1,-0.817966854655789,0.6923574009999998,-0.8370652859999987,-0.5881765019999996
ros_tale__3_4_750pq__2,-1.1159636563122193,-0.2719258080000002,-0.7999498939999983,-0.8824148349999987
pcoli__atASMT_325G__1,-0.2835787238640383,-1.6039249310000003,-0.3287636479999989,0.39244801300000104
pcoli__atASMT_325G__2,-1.2686764418131486,-1.1556212960000003,-0.2258183599999981,0.3862526830000004
pcoli__bpTDC__1,0.4122559763220608,-1.6681484080000002,-0.3036272709999972,0.4069758429999997
pcoli__bpTDC__2,0.3034914382320449,-1.4489202610000005,-0.4662522719999984,0.4233997630000008
pcoli__BRCA__1,0.8859506906042323,-1.6839980530000005,-0.3483094669999991,0.1922484830000002
pcoli__BRCA__2,0.7787839524869721,-1.6147670480000005,-0.43931108599999824,0.13060547899999975
pcoli__BRCActrl__1,-0.3894623464392048,-2.0524328190000003,-0.09969885599999716,0.5297558630000001
pcoli__BRCActrl__2,-0.071284901722369,-2.0991374580000004,-0.018491554999997998,0.6039318930000004
pcoli__BRCAswap__1,-0.316186220438183,-1.496584671,-0.3181784269999985,0.5027589629999998
pcoli__BRCAswap__2,-0.5719099979324445,-1.3409440370000003,-0.0880869209999986,0.5975511529999995
pcoli__btAANAT__1,-1.0857298011245855,-0.960815047,-0.33514033799999865,0.4415692730000007
pcoli__btAANAT__2,-1.3030875270536544,-1.0252686630000003,-0.2511361229999993,0.5931168230000008
pcoli__btASMT__1,-0.8255618512855588,-0.9700264500000002,-0.4794733929999984,0.5267685130000004
pcoli__btASMT__2,-0.8792968572602556,-1.1887914140000002,-0.3999555409999989,0.4398579030000001
pcoli__CC1__1,-1.4903773990158813,-1.0267276680000004,-0.2369661439999984,0.5250160430000008
pcoli__CC1__2,-1.4773908149581103,-0.905514767,-0.2771438169999989,0.7535511330000002
pcoli__ccCOMT__1,-0.781476133216929,-1.4376885680000002,-0.3169259099999984,0.32429840300000023
pcoli__ccCOMT__2,-0.8528958088358543,-1.3390514180000004,-0.28475194999999864,0.3246729930000001
pcoli__ckDDC__1,-1.1761255644481514,-1.46801912,-0.1569802669999989,0.4412481530000001
pcoli__ckDDC__2,-0.9735512723040975,-1.9267684920000003,-0.2415329189999991,0.3277997730000006
pcoli__CNTF_belt__1,-1.2062371007795216,-0.9105821310000004,-0.292139944999998,0.4538994830000007
pcoli__CNTF_belt__2,-1.363612544379923,-1.5827902320000002,-0.3233528659999987,0.7698701030000006
pcoli__cobPNMT__1,-0.9352013367175128,-0.6383143330000003,-0.3320218829999986,0.31993813300000085
pcoli__cobPNMT__2,-1.1541762315120052,-0.4672652780000002,-0.24379054299999936,0.31512674300000043
pcoli__cvPhhB__1,-0.6998392030377205,-0.6653237250000004,-0.20065404299999834,0.3107973630000007
pcoli__cvPhhB__2,-0.5835659235339709,-0.2144640210000004,-0.00992188499999802,0.44784689299999947
pcoli__ggAANAT__1,-0.6439496984218549,-1.4252075390000003,-0.3798557099999984,0.30753451300000023
pcoli__ggAANAT__2,-0.4181987642108777,-1.2758730140000003,-0.3296727309999987,0.22264438300000045
pcoli__ggTPH__1,-0.6078449175950692,-1.3571385890000005,-0.3837409869999986,0.34126333300000056
pcoli__ggTPH__2,-1.029406407611975,-1.3115343660000005,-0.2943790679999987,0.2785746030000009
pcoli__hsAANAT__1,-2.3540119108363213,-1.4744276269999999,0.06550488400000276,0.7291858229999999
pcoli__hsAANAT__2,-2.1792726567914853,-1.073308802,-0.05685958999999841,0.8515544630000011
pcoli__hsASMT__1,0.346778776512133,-1.6818682050000002,-0.39484766599999865,0.3583849729999997
pcoli__hsASMT__2,0.156670245886411,-1.8123579180000005,-0.2917553119999985,0.4368300129999998
pcoli__hsPNMT_mb__1,-1.1041771812708188,-1.7235527410000002,-0.3158838289999988,0.30390439299999983
pcoli__hsPNMT_mb__2,-1.4393216526647432,-1.4284418510000003,-0.37457602799999895,0.3157969930000011
pcoli__hsTPH__1,-0.3995988580377128,-1.5596058630000005,-0.6710795509999983,0.05462641999999995
pcoli__hsTPH__2,-0.8068267040109651,-1.5405014710000002,-0.2347045879999987,0.23617991300000085
pcoli__hsTPH_E2K__1,-0.8605100022611734,-1.4013196200000002,-0.3219531759999983,0.7089765630000002
pcoli__hsTPH_E2K__2,-1.399931960890078,-1.6601756269999999,-0.2082453309999988,0.6612184729999999
pcoli__hsTPH_E2K_N91I_P99C__1,-0.2679818823049745,-1.5018235760000005,-0.8483595569999984,0.18841008300000084
pcoli__hsTPH_E2K_N91I_P99C__2,0.0167994768373907,-1.9670994080000004,-0.4572264889999991,0.04870661100000007
pcoli__hsTPH_N158trunc__1,-1.1020846189626938,-1.3120435590000004,-0.2877227909999984,0.4504965429999999
pcoli__hsTPH_N158trunc__2,-0.7981974653877641,-1.6765661550000004,-0.37016865499999785,0.3858976930000004
pcoli__hsTPH_N174trunc__1,-0.9426966680071636,-1.5499314650000002,-0.29333910799999874,0.3836390329999997
pcoli__hsTPH_N174trunc__2,-1.1616028657944062,-1.6340335420000005,-0.1569112199999978,0.6533793929999998
pcoli__hsTPH_Ntermtrunc__1,-1.0842767643442546,-1.4305272920000005,0.4047375140000016,0.5076168729999999
pcoli__hsTPH_Ntermtrunc__2,-0.909337460365606,-1.6097468250000002,0.14264385500000198,0.580596903
pcoli__hsTPH1__1,-1.0879443153262316,-1.1391277590000004,-0.3278849259999985,0.5255677930000004
pcoli__hsTPH1__2,-0.966409191043557,-0.9665376960000004,-0.2671251169999991,0.5415309229999998
pcoli__MBP__1,0.3033468657388132,-1.0470391920000002,-0.23850701999999835,-0.3459770999999989
pcoli__MBP__2,-0.2916897027695591,-1.6337422350000004,-0.2675639779999983,0.026489270000000783
pcoli__msCOMT__1,1.179794454679575,-1.9192923960000003,-0.381264449999998,-0.10757294999999978
pcoli__msCOMT__2,1.1224698418861203,-1.9409920890000003,-0.4888238839999994,-0.09238089099999948
pcoli__ocAANAT__1,-0.6529382475406357,-1.3326743290000005,-0.592812938999999,0.3196315130000009
pcoli__ocAANAT__2,-0.6999705201597242,-1.0578016800000003,-0.30929775099999723,0.2939196830000004
pcoli__osTDC_K374H__1,-1.5728165857283936,-0.7281538550000004,0.11189831900000158,0.6863196630000008
pcoli__osTDC_K374H__2,-0.9798209076434958,-1.0409308950000002,-0.06164252199999876,0.6933763230000007
pcoli__osTDC_K374L__1,0.7580734535479009,-1.7678009800000003,-0.34610836999999783,-0.030107002999999462
pcoli__osTDC_K374L__2,0.4479481604961324,-1.554097492,-0.15453107899999896,0.15281107300000052
pcoli__osTDC_K374Q__1,-0.5669425173261653,-1.121299091,-0.3600604539999983,0.4485571030000006
pcoli__osTDC_K374Q__2,-0.8801334029698018,-1.143761247,-0.3569368469999983,0.4643148630000002
pcoli__osTDC_L360V__1,0.0063837783926099,-1.3594614950000004,-0.4123202459999984,0.2966241729999997
pcoli__osTDC_L360V__2,0.0775175434272301,-1.7068772250000004,-0.12325080999999916,0.3820168630000005
pcoli__pmTPH__1,-0.2719852954316724,-1.987053894,-0.5005075459999988,-0.10026360400000024
pcoli__pmTPH__2,-0.1962185524421833,-2.6018290000000004,-0.4830045459999983,0.08226395500000018
pcoli__RFC__1,-0.3388758672108348,-0.6648172310000002,-0.5805857819999991,0.06813715200000026
pcoli__RFC__2,-0.6573649250368757,-0.6405274300000001,-0.4858995799999981,0.008882815999999849
pcoli__RFCctrl__1,-2.213049040208257,-0.9875805910000004,-0.06636140799999879,0.4522689930000006
pcoli__RFCctrl__2,-2.6766653013206643,-1.5211738560000003,-0.006194299999997988,0.5165584929999998
pcoli__RFCnopause__1,-1.834883402476725,-1.4250447430000004,0.2297446340000011,0.6708687229999999
pcoli__RFCnopause__2,-1.4805427613879911,-1.4923400780000005,0.0708182870000007,0.6748039729999995
pcoli__RFCpluspause__1,-2.2228638361659754,-1.5905592330000005,0.041044338000001616,0.7640610930000005
pcoli__RFCpluspause__2,-2.0227402975263047,-2.1229287190000004,-0.11575654699999838,0.5214214130000006
pcoli__rnCOMT_sol__1,-2.0996748629385307,-1.1194112230000002,0.18063276700000144,0.8270174130000001
pcoli__rnCOMT_sol__2,-1.7915435224801104,-1.3012593830000003,0.12542722200000167,0.6395325229999997
pcoli__rnPNMT__1,0.2464260651466996,-1.9592187780000003,-0.5844530219999989,0.1635869329999995
pcoli__rnPNMT__2,0.4793840629669584,-2.200331911,-0.4259517419999988,0.07451194300000097
pcoli__rnTDC__1,-0.0270624187093918,-1.8695929640000004,-0.26445898899999953,0.08798361800000087
pcoli__rnTDC__2,-0.1445123862840315,-2.0283190720000004,-0.5151405229999986,0.17114607300000095
pcoli__rnTDC_trunc__1,0.042042888413009,-2.0326981460000004,-0.04487491099999818,0.3075571430000004
pcoli__rnTDC_trunc__2,-0.6634833346222523,-1.7855578800000005,0.09402653600000123,0.43504015300000104
pcoli__saCOMT_T2A__1,-0.6607476102919297,-1.5874130430000004,-0.3593255149999983,0.3335838930000001
pcoli__saCOMT_T2A__2,-0.8583776722420449,-1.5168007950000002,-0.3096866049999987,0.4038707630000005
pcoli__sfCOMT__1,-0.6643917710310729,-1.0541905350000005,-0.7749173529999993,0.1572444130000008
pcoli__sfCOMT__2,-0.7681371024507244,-1.1083743660000005,-0.6774536509999987,0.06503750799999962
pcoli__sgAANAT_D63G__1,-1.4513916374613132,-0.6713683650000002,-0.3659153499999981,0.18900217300000044
pcoli__sgAANAT_D63G__2,-0.9964998373591726,-0.7695937960000001,-0.4934504379999991,0.43052260299999995
pcoli__ssDDC__1,-0.0305356815969357,-1.822185156,-0.4334072549999979,0.20759201300000107
pcoli__ssDDC__2,0.1878783567434052,-1.7733361390000002,-0.2266117879999987,0.3251403029999995
pcoli__TP53B__1,-0.7885580251381987,-1.3752927560000003,-0.3765214729999986,0.4237391030000008
pcoli__TP53B__2,-0.7922178661469832,-1.5610004270000004,-0.17163325199999854,0.4437453829999996
pcoli__WT__1,-1.8291053480108064,-1.3050589770000005,0.558683546000001,0.5471816730000008
pcoli__WT__2,-1.8211825933022676,-1.1987550250000003,0.5196512760000012,0.4334316830000001
cck__glu_ale4__1,0.5843802232266722,2.734665912999999,-0.24601502799999864,0.10431546100000057
cck__glu_ale4__2,-1.5279500548416405,0.9056108499999996,-0.6627325939999986,0.21222904300000067
cck__cck_ale1__1,-1.363085219366238,0.8168050469999999,-0.6895097549999987,0.14875797300000038
cck__cck_ale1__2,-1.8135795636087872,0.9344518539999996,-0.8489154349999986,0.21173196300000008
cck__cck_ale2__1,-0.8558251808969228,0.7165795499999996,-0.7269177759999987,0.24320085299999936
cck__cck_ale2__2,-1.7219989119475665,0.4395906279999995,-0.7082007519999989,0.2196628030000003
cck_pgi__gmos_delpgi__1,4.917586549696015,0.8586669110000011,-0.3020494419999986,0.6099491930000003
cck_pgi__gmos_delpgi__2,1.635663482708239,3.971959845,0.16490494500000175,0.5151660729999996
cck_pgi__pgi_ale1__1,-2.3676885771082765,0.7983439299999997,-0.15765975099999885,0.0871969090000011
cck_pgi__pgi_ale1__2,-2.2013432929251757,-1.1461793100000004,-0.4109252829999983,0.4703615729999999
cck_pgi__pgi_ale2__2,-2.5442365944588667,-0.4995762470000002,-0.30552040499999844,0.6450278430000012
cck_pgi__pgi_ale3__1,-3.321481249329599,1.950152789,-0.2568471909999985,0.2577020430000001
cck_pgi__pgi_ale3__2,-2.944564872088658,-0.109724924,-0.6352146139999988,0.527121343000001
cck_pgi__pgi_ale4__1,-2.4430787448218125,1.814199706,-0.8044698329999989,0.025670410000000032
cck_pgi__pgi_ale4__2,-1.907980028384788,0.5131386749999995,-1.2637134939999983,0.14926491299999967
cck_pgi__pgi_ale4__3,-1.6863843564805656,0.5151368279999997,-1.318819690999998,0.2310494330000008
cck_pgi__pgi_ale5__1,-2.6820499781946388,1.966690058,-0.3123789339999989,0.26444670300000084
cck_pgi__pgi_ale5__2,-1.6537190358523022,1.3527961299999998,-0.4979240989999987,0.4910110930000009
cck_pgi__pgi_ale6__1,0.303583398960942,2.822984828,-0.27819163199999863,0.40659345300000105
cck_pgi__pgi_ale6__2,-0.3171929150636107,0.8600707459999999,-0.4969403849999985,0.6293582329999996
cck_pgi__pgi_ale7__1,1.4608769466948528,3.561885611,-0.4566116399999984,0.4198053730000009
cck_pgi__pgi_ale7__2,3.65262122602352,2.081428316,-0.6636320429999989,0.7252530329999995
cck_pgi__pgi_ale8__1,-1.4120532362447151,1.8366701,-0.2139613659999986,0.2900276829999999
cck_pgi__pgi_ale8__2,0.1609712640809377,0.5075982809999995,-0.3792160419999986,0.6440838830000004
cck_sdh__gmos_delsdhCB__1,7.176104276477567,-0.19610472700000026,0.35085707200000105,0.8479485130000004
cck_sdh__gmos_delsdhCB__2,9.308698453641822,0.17975241499999986,0.4793570800000016,0.8298960530000006
cck_sdh__sdh_ale1__1,-1.1034982283970602,-0.618609057,-0.4924013969999983,0.5440714730000007
cck_sdh__sdh_ale1__2,-1.379303565382964,-1.0925616860000005,-0.44109420699999896,0.5592394929999998
cck_sdh__sdh_ale2__1,1.0731897053137989,-0.6442913630000002,-0.2734164349999979,0.4799116730000002
cck_sdh__sdh_ale3__2,1.435983041778952,-0.3081102050000002,-0.2243447759999988,0.5564179130000007
cck_sdh__sdh_ale3__1,0.1389171627759338,-0.6101827260000001,-0.5223422709999985,0.4938992930000001
cck_sdh__sdh_ale3__3,0.2482452003193571,0.20934025999999986,-0.6224363789999989,0.4853280929999997
cck_pts__gmos_delptsHIcrr__2,0.660072836539604,1.6609601809999999,-0.8855170149999987,0.4644968830000007
cck_pts__gmos_delptsHIcrr__1,3.261350268128937,0.8493654149999994,-0.8798624469999989,0.649161093
cck_pts__pts_ale1__2,-1.561474091537371,-1.6732369610000004,-0.5757005579999985,0.3294758729999998
cck_pts__pts_ale1__1,-0.9516826427304718,-2.1578715070000003,-0.6103001889999984,0.2967783530000005
cck_pts__pts_ale2__2,-0.621717086475286,-1.6126286890000003,-0.7199509379999993,0.20189095299999948
cck_pts__pts_ale2__1,-0.93430851917835,-2.438282736,-0.5793102739999982,0.2751297130000001
cck_pts__pts_ale3__2,-2.067381638490035,-2.114205855,-0.8241369459999985,-0.4453421809999991
cck_pts__pts_ale3__1,-2.087607976819968,-2.459819953,-0.7002036959999982,-0.1455219379999999
cck_pts__pts_ale4__2,-0.8028048727117717,3.162690596,-0.8561796349999993,0.4206787429999999
cck_pts__pts_ale4__1,-1.040010578696355,2.913863736,-0.7981522789999982,0.3875030329999998
cck_gnd__gmos_delgnd__1,7.984142774858233,-1.6397275790000003,0.1832350640000016,0.5155411030000003
cck_gnd__gmos_delgnd__2,7.9259006901309395,-1.7323332919999999,0.2985754810000012,0.4190796030000001
cck_gnd__gnd_ale1__1,-0.94934459763534,0.9495176980000002,-0.6453806959999984,0.11322853200000085
cck_gnd__gnd_ale1__2,-2.0800910280672884,0.5359411999999999,-0.5036410129999993,0.14549259800000058
cck_gnd__gnd_ale2__1,-0.9717761462120303,1.8359279030000002,-0.8133286479999988,0.057324061000000974
cck_gnd__gnd_ale2__2,-1.487532069312845,2.99864575,-0.7679961979999987,0.0516023170000004
cck_gnd__gnd_ale3__1,-1.9242575616314788,1.0149760360000002,-0.7303563869999987,0.04701789499999976
cck_gnd__gnd_ale3__2,-1.0785191503182718,0.15078445699999987,-0.6241314289999984,0.07806117700000037
cck_tpiA__gmos_deltpiA__1,9.414164173051624,3.678724518,0.005352419000001163,0.5549454330000003
cck_tpiA__gmos_deltpiA__2,6.379194740802799,3.54907311,-0.11501056799999887,0.6484744429999996
cck_tpiA__tpiA_ale1__1,-2.496346912260829,4.054133228,-0.10000070799999873,0.5753141230000001
cck_tpiA__tpiA_ale1__2,-2.743944243608198,4.5057050069999995,-0.20561483899999897,0.5862271529999994
cck_tpiA__tpiA_ale2__1,-2.122112863862517,4.267864391,-0.002453148999999044,0.6931617929999998
cck_tpiA__tpiA_ale2__2,-2.210113053925874,4.0112619910000005,-0.4317700029999987,0.4825762030000007
cck_tpiA__tpiA_ale3__1,-2.9491011296267837,4.342508873999998,-0.3183654099999984,0.44486670300000064
cck_tpiA__tpiA_ale3__2,-2.4736760551053227,3.707021637,-0.3599439029999987,0.42426745300000057
cck_tpiA__tpiA_ale4__1,-2.9671081230550085,3.590852547999998,-0.19077963699999856,0.2272038629999997
cck_tpiA__tpiA_ale4__2,-3.4147244565801422,3.3152198260000003,-0.2460232799999984,0.19612825299999948
acid_tale__acid_ale1_pH7__1,-0.7820835145339936,2.467444272,-0.8387656479999991,0.15268897300000006
acid_tale__acid_ale1_pH7__2,-0.8399137328919261,2.215096277999999,-0.8914398199999987,0.126066680000001
acid_tale__acid_ale1_pH5__1,-0.9990948250776324,4.237003862999998,-0.3714216329999989,0.7941495229999997
acid_tale__acid_ale1_pH5__2,-1.2210327806112875,3.9384327669999997,-0.2154360269999991,0.8152700330000009
acid_tale__acid_ale2_pH7__1,-0.3270444756658439,2.018568478,-0.5832192459999987,0.3388400730000001
acid_tale__acid_ale2_pH7__2,-0.5057121551271817,1.63977312,-0.7602460179999984,0.3230544630000001
acid_tale__acid_ale2_pH5__1,-1.8882318505341356,3.360282074,-0.5357956829999989,0.432644723000001
acid_tale__acid_ale2_pH5__2,-1.869643763271712,3.0341420029999995,-0.6865979169999985,0.4854809929999994
acid_tale__low_Mg_ale_pH7__1,-0.8511157153292159,0.8331609169999998,-1.0048670619999989,0.3007467029999997
acid_tale__low_Mg_ale_pH7__2,-0.5888594974289871,0.7263994719999998,-0.9849670739999984,0.3462454630000007
acid_tale__low_Mg_ale_pH5__1,-0.7324443490012407,1.926040156,-0.6064647519999989,0.6085887329999995
acid_tale__low_Mg_ale_pH5__2,-1.2838975000289927,0.4267871809999999,-0.6344059829999988,0.5572315630000002
acid_tale__MES_ale_pH7__1,-0.2930621061462555,4.635209683999999,-0.7922278959999982,0.4305318729999996
acid_tale__MES_ale_pH7__2,0.1456839604320083,4.603303777999999,-0.9314085809999986,0.4747332229999994
acid_tale__MES_ale_pH5__1,-0.8175834192103122,4.976980459,-0.3355503319999986,0.4750174830000002
acid_tale__MES_ale_pH5__2,-0.7162745795867639,4.693670182999998,-0.39103784299999855,0.709374983
acid_tale__gmos_pH7__1,0.0823831186083047,5.039081942999999,-1.016552364999999,0.4296040630000011
acid_tale__gmos_pH7__2,0.3029562232548612,5.022040107999999,-0.9492078189999988,0.4446293130000001
acid_tale__gmos_pH5__1,-0.4042626079594001,5.955648126,-0.5093734389999982,0.6502280230000004
acid_tale__gmos_pH5__2,-0.2350340453645932,6.145828078999998,-0.4386184189999991,0.7174304530000004
adnB__wt_adn__1,-3.4468755084734486,-0.9562110120000002,0.2873907460000007,-0.4159558469999993
adnB__wt_adn__2,-1.4337924203962271,-1.3980046060000002,-0.17148763899999953,0.22959581299999954
adnB__delydhB_adn__1,-2.463119656960198,-0.8373569120000002,-0.5199747279999993,-0.5303189100000001
adnB__delydhB_adn__2,-1.7476223600121454,-0.9334863920000004,-0.05641812499999865,-0.2645061010000003
ytf2__wt_glc__1,-0.488883205093756,-0.28103133100000033,-0.24569859399999935,0.2079942330000009
ytf2__wt_glc__2,-0.4631692983253322,-0.3218602289999999,-0.2951786419999989,0.2538454530000003
ytf2__ybcM_glc__1,-0.2729857275564198,-0.26238308800000043,-0.668412019999999,0.49687887299999994
ytf2__ybcM_glc__2,-0.7875355463674747,-0.4548782940000002,-0.3622692919999988,0.5496294230000007
ytf2__ydhB_glc__1,-0.3352200078065091,-0.8503075650000005,-0.7953870679999984,0.3261516029999996
ytf2__ydhB_glc__2,-0.4264736549583967,-0.2833959280000005,-0.4877352969999986,0.3955030429999997
ytf2__yfeC_glc__1,-1.2454782801701152,-0.2550551050000003,-0.3640628539999993,0.2082961430000001
ytf2__yfeC_glc__2,-0.0930861488943368,-0.4635683620000002,-0.7125318309999988,0.3760682129999999
ytf2__yciT_glc__1,-0.149122100301093,-0.7035463280000003,-0.2635535959999986,0.4599342330000002
ytf2__yciT_glc__2,0.0013754562871134,-0.3960197360000004,-0.5195613009999986,0.5174864029999995
ytf2__ydiZ_glc__1,0.3103610120087017,0.2895754439999996,-0.4480175469999983,0.2818442530000009
ytf2__ydiZ_glc__2,0.576962991521468,0.40355412899999976,-0.4763122069999986,0.28140171300000105
ytf2__ynfL_glc__1,-0.3518744615881168,-0.1249371410000002,-0.3362071469999988,0.5107562229999996
ytf2__ynfL_glc__2,-0.4853243612160501,-0.02893361500000013,-0.07700631299999827,0.523190413
ytf3__wt_glc2__1,-0.2013005210725616,0.04313666499999957,-0.5117592839999983,0.45626287299999996
ytf3__wt_glc2__2,0.2908240296952846,0.11125133899999984,-0.7147445449999985,0.5116651829999999
