,A,GcvA
SRX5694328,-0.08322983240000001,-0.2432081067
SRX5694329,-3.7632747278,0.3586606493
SRX5694330,-0.2771943081,0.9242340273
SRX5694331,1.0719780625,-0.6740678480000001
SRX5694332,-1.4183628683,0.5693179473000001
SRX5694334,0.7592313095000001,-0.1421643427
SRX5694335,-5.8064489541,0.7959721625
SRX5694336,-3.4223560844,0.0012533427
SRX5694337,1.9793835895,0.4209103652
SRX5694338,2.9334937487,-0.9077412880000001
SRX5694339,0.0405487499,-0.23353419090000002
SRX5694340,-0.3393906188,-1.2311103229
SRX5694341,-6.668157196,1.8077263454999999
SRX5694342,-7.3105980195,1.3894146581
SRX5694343,-2.2512726497,0.7747017157
SRX5694344,-2.2429623442,0.21150314750000002
SRX5694345,1.7240361977,-0.4270590637
SRX5694346,-3.2410001536,0.5427159458
SRX5694347,0.7016709759,-0.35066028990000003
SRX5694348,2.6607389309,-0.5572558806
SRX5694349,3.5009107247999998,-1.4360531095
SRX5694350,-2.2130266479,-0.41925665160000003
SRX5694351,-5.9122367591,0.7239410157
SRX5694352,2.6565236587000003,-1.1759771589
SRX5694353,-4.2653815443,-0.1195195669
SRX5694354,4.7394453952,-1.2307584448
SRX5694356,-4.8061156976,-0.1740369237
SRX5694357,-7.1270559667,0.4083510717
SRX5694358,-7.361517383,0.5520099397
SRX5694359,1.0299877707,-0.4434375445
SRX5694360,1.4010604321,-0.6463322736
SRX5694361,-10.4326330601,1.174478556
SRX5694362,1.4640952731999999,-0.058858444
SRX5694363,-2.7997726776,0.0607717969
SRX5694364,-4.059542154,1.6335324598
SRX5694365,-1.2383817763,1.3534735621
SRX5694366,-0.1627999433,-0.8713536496000001
SRX5694367,-2.595678602,0.049575915400000004
SRX5694368,-0.8407263634000001,-0.6612502215
SRX5694369,1.5003904967000001,-0.5925091221000001
SRX5694370,3.5680171497,-0.42963533470000004
SRX5694371,-5.6779435912,0.694904225
SRX5694372,1.4597193125,-0.4486385369
SRX5694373,-2.3272176576,0.0855123968
SRX5694374,-8.7866851607,-0.4353019274
SRX5694375,3.240173095,-0.7413994225
SRX5694376,0.0759906964,-0.2829892953
SRX5694377,-8.2470842591,-0.2900941153
SRX5694378,2.0830548887,-1.5376643497
SRX5694379,0.5739612114,-1.3968170914
SRX5694380,-4.6147814108,0.36744065870000003
SRX5694381,-8.1727838196,1.3727716772
SRX5694382,-1.5451261364,-0.0292575398
SRX5694383,3.4141530109,-1.0378497744
SRX5694384,1.0939378135,-0.3988103341
SRX5694385,-2.1441659485,1.7583571902
SRX5694386,-5.4120823134,1.0335658004
SRX5694387,0.0959815905,-0.5554560579
SRX5694388,-5.9232632293,0.6463552493
SRX5694389,0.9368753204,-1.0380778903
SRX5694390,3.093257058,-0.6933459171
SRX5694391,2.2545048709,0.46368564500000004
SRX5694392,0.4110287194,-0.4631685357
SRX5694393,0.7865302338,-0.4466255182
SRX5694394,2.0910641912,-0.3764427839
SRX5694395,-2.4420213808,0.0277794182
SRX5694396,-5.8165247714,0.3446037826
SRX5694397,4.4421757942,-0.8270819763
SRX5694398,3.4539279196,-1.0992274178
SRX5694399,-0.4311206977,-0.023775460300000002
SRX5694400,0.426509701,-0.9329741577
SRX5694401,2.2929410219,-0.4422035997
SRX5694402,-4.2876021374,1.1532473386
SRX5694403,-0.9847484781,0.0448963901
SRX5694404,1.6655487251,-0.5700771699
SRX5694405,-0.7867342028000001,-0.1297451114
SRX5694406,-0.8177122164,-0.039725146
SRX5694407,1.3581674648,-0.0170634833
SRX5694408,2.3688655685,-0.7659696607
SRX5694409,-5.0009990373,1.978934505
SRX5694410,0.8915038071,-0.40577717150000003
SRX5694411,-1.9092785712,0.4796178045
SRX5694412,3.9064991755,-0.8878815606
SRX5694413,-1.6682797887,0.45197506400000004
SRX5694414,-7.6735477925,1.5380173154999999
SRX5694415,2.0803853947,-0.6258893433
SRX5694416,-0.1369404437,0.0933822158
SRX5694417,-0.1176032815,-0.4643051064
SRX5694418,-2.6216472281,1.0500829562
SRX5694419,-2.2494512431,-0.0006613053
SRX5694420,-0.47817800730000004,-0.049219789300000004
SRX5694421,-1.0363424628,-0.3933504078
SRX5694422,1.3953129762,0.0279441944
SRX5694423,-0.6807533905,-0.046085698200000004
SRX5694424,2.1092210957,-0.5586704476000001
SRX5694425,3.3540700194,-1.0137643806
SRX5694426,-0.2733379027,0.7391375106
SRX5694427,2.8160878652,-0.23145300170000002
SRX5694428,2.9642807778,-0.39321040820000003
SRX5694429,-4.4116029669,0.4210214943
SRX5694430,2.3678090242,-0.0061795557000000004
SRX5694431,-3.5459423943,0.022460828500000002
SRX5694432,1.4159611107,-1.3738554278000001
SRX5694433,-2.2129809946,1.5137174984000001
SRX5694434,-3.8112330489,0.6987488385
SRX5694435,-2.9926534289,0.7239369577
SRX5694436,-6.4352805625,1.5695237732
SRX5694437,0.8528720704,1.4640393396
SRX5694438,2.8911376596,-0.49216650640000004
SRX5694439,-8.9599859464,-0.0113619328
SRX5694440,1.4436864563,-0.1609139027
SRX5694441,-3.1421919297,0.4511003957
SRX5694442,-6.2881855684,0.7235203760000001
SRX5694443,2.2323967286,-0.2595452286
SRX5694444,3.1183244001,-1.6121166185
SRX5694445,-3.0896920963,-0.1980062752
SRX5694446,-4.3206208504,-0.7352099756
SRX5694447,-0.7126552643,-0.8717663268
SRX5694448,-0.4932474337,0.7050131162000001
SRX5694449,2.610026749,-0.052926506500000005
SRX5694450,1.1613854158,-0.5900100389
SRX5694451,2.1294700725,0.14869197850000002
SRX5694452,-5.4197201437,0.1756732744
SRX5694453,-1.6549720951,0.8552265728
SRX5694454,0.6259945371,-0.3776872089
SRX5694455,-4.408145663,0.15198238890000001
SRX5694456,2.4417384641,-0.40773522440000004
SRX5694457,-1.0159118557,-0.5848920619
SRX5694459,-5.1037575498,-0.1602752024
SRX5694460,-5.6723493471,1.0042348964
SRX5694461,1.9891714868,-1.147791246
SRX5694462,-1.0254188257,-0.3419659402
SRX5694463,-1.1768095685,-0.42376017190000004
SRX5694464,0.7695246455,-0.6334105526
SRX5694465,-2.1544148617,-0.7269410873000001
SRX5694466,2.4359278221,0.5653098595
SRX5694467,1.2581301502,-0.14174498
SRX5694468,-9.505994068,0.1896396696
SRX5694469,2.3848754975,-0.0141999672
SRX5694470,-0.13265489830000002,-0.0364365232
SRX5694471,2.9062093432,-0.4399069719
SRX5694472,-0.8960924162,0.6455246083
SRX5694474,2.4506477764,-0.4394088245
SRX5694475,1.185982762,0.49771874450000003
SRX5694476,2.3114492791,-1.6107297046
SRX5694477,-4.9156434479,0.0651746374
SRX5694478,1.3244194668,-0.49797815030000003
SRX5694479,-6.3903033434,0.5284525153
SRX5694480,-2.7138325334999998,0.7755035759000001
SRX5694481,-0.5963320567,-0.7819805704
SRX5694482,0.9994115960000001,-0.6658456111000001
SRX5694483,1.7829510530000001,-0.295748041
SRX5694484,0.7079160418,-0.2727578218
SRX5694485,0.9579316071,0.1061141275
SRX5694486,0.6368962016,-0.6639195237000001
SRX5694487,1.4206495361,-0.403484267
SRX5694488,2.7777430126000002,-1.1101795439
SRX5694489,3.9742768962,-0.4601199131
SRX5694491,-2.6556372003,0.0373972218
SRX5694492,-4.9830767917,0.3854677199
SRX5694493,-5.6561584349,0.3264449427
SRX5694494,1.7845105081,0.0801871867
SRX5694495,0.8123929400000001,-0.27515261890000003
SRX5694496,1.2524435372,-0.6315853122
SRX5694497,2.5628756591,-0.7921144728
SRX5694498,1.3985804474,-0.1246317876
SRX5694499,0.8994025468,-0.1490332576
SRX5694500,2.3751455905,-0.283890505
SRX5694501,0.6192283727,-0.7114761867
SRX5694502,-2.5740613429,0.3038896765
SRX5694503,-0.6941683114,0.22682782110000002
SRX5694504,0.0535147309,-0.5085299542
SRX5694505,-8.9755577846,1.9261010705000001
SRX5694506,0.4191535792,0.3337519239
SRX5694507,0.9219849073,-0.3690955642
SRX5694508,-1.2395374517,0.6456603741
SRX5694509,2.1382926912,0.1093207885
SRX5694510,1.3917986623,0.2011474289
SRX5694511,3.4614600430999998,-0.536076404
SRX5694512,-3.2734708143,0.031773630000000004
SRX5694513,-3.1622313996,0.5415571809
SRX5694514,-4.8433439152,0.5599056316000001
SRX5694515,-1.2840289139,1.9205025382
SRX5694516,-8.528944364000001,-0.2917570362
SRX5694517,2.8092442527,-0.21093145970000002
SRX5694518,1.182791323,0.054670358100000004
SRX5694519,-1.6056013663000002,-0.7096726251000001
SRX5694520,0.688883644,0.5201983249000001
SRX5694521,3.3603207122,-0.5606793813000001
SRX5694522,2.234208975,-0.7099187587
SRX5694523,2.5505166232,-0.9240774423
SRX5694524,4.5536015669,-0.9654929987
SRX5694525,0.8076062401,-0.4583327011
SRX5694526,2.6189829075,-1.7999930665
SRX5694527,2.1025039286,-0.6141916043
SRX5694528,-7.0493419824,0.7112653932
SRX5694529,3.1369045177,-0.7549693924
SRX5694530,1.1707278392,-0.0599579155
SRX5694532,-1.4076104286,0.3067883563
SRX5694533,-1.2157614831,1.2303447645
SRX5694534,-3.6344813455000002,0.2698584056
SRX5694535,0.38101229410000004,-0.1175395369
SRX5694536,4.1405032663,-1.1502687848
SRX5694537,1.121271164,-0.47585520670000003
SRX5694538,2.1127098802,-0.0782715804
SRX5694539,1.3313709777,-0.7001085256
SRX5694540,-2.0548014683,0.0231993607
SRX5694541,0.6909841927,-0.3799246229
SRX5694543,-9.7262545691,-0.3380129152
SRX5694544,1.1222812396,-0.021128651800000002
SRX5694545,3.1197067089,-0.6094440567
SRX5694546,1.5674237434,-1.5146029877
SRX5694547,1.9386849394999999,0.45589267650000004
SRX5694548,0.269595342,-0.0569456925
SRX5694550,-1.6019663016,0.36099088830000003
SRX5694551,-1.1583003229,0.5071869779
SRX5694552,1.1230790972,-0.320567537
SRX5694553,0.8049314595,-0.64172998
SRX5694554,1.9081431084,-0.0340519613
SRX5694555,-1.9576177101,-0.1845059208
SRX6072760,1.9437061746,-0.39957098690000004
SRX6072761,2.012122849,-0.5476982831
SRX6072762,3.8445040264,0.030305433000000003
SRX6072763,3.9962317189,0.1254957874
SRX6072764,-0.0155731671,-0.2408870907
SRX6072765,3.2694500252,0.0553686361
SRX6376491,-2.4116861654,0.6748063137
SRX6376492,-7.8188597977,1.3570849002
SRX6376493,-8.508810671700001,1.3543329629
SRX6376494,-9.2928847926,1.7494121711
SRX6376495,-2.1788674425,1.1322537818
SRX6376496,-2.0030039639,0.5861731559000001
SRX2723951,2.2084714594,-0.198462615
SRX2723952,4.3290456314,0.044366344200000005
SRX2723953,2.9374408166,-0.380515588
SRX2723954,5.2957010245,0.0673770842
SRX2723955,2.1600755137,-0.5799998692
SRX2723956,1.7043110901,0.2322410588
SRX2723957,0.15703173650000002,-0.1530431638
SRX2723958,0.9994077920000001,-0.6247511942
SRX2723959,0.17193831610000002,-0.0867296625
SRX2723960,2.7297882767,-0.194523638
SRX2723961,5.551231239,0.0908311895
SRX2723962,1.9484402295,-0.1403016255
SRX2723963,0.40205119780000004,-0.47291226410000003
SRX2723964,4.3028215241,-0.2155841791
SRX2723965,1.3935652532,-0.0339299207
SRX2723966,0.7908628258,0.032099877
SRX2723967,-0.7091664804000001,-0.0338791475
SRX2723968,-0.08169634540000001,0.0017792705
SRX6977206,-4.3042934436,-0.39835194970000004
SRX6977207,-4.2447786035,-0.2905512329
SRX6977208,-0.6005639756000001,0.5245966206
SRX6977209,-0.6677960375,0.4869151463
SRX6977210,-0.5310037756,0.6039448046
SRX6977211,-0.5785225868,-0.3215359497
SRX6977212,-0.1191880753,0.15658960330000002
SRX6977213,0.6977106621,0.1649463464
SRX6977214,-3.977413971,-0.24816504560000002
SRX1153733,0.3428029919,0.0330201423
SRX1153734,-0.3428029919,-0.0330201423
SRX1153735,0.512370438,-0.1293753768
SRX1153736,1.1296635261,-0.147234581
SRX5204053,2.7510947722,0.0778316765
SRX5204054,-0.7700765565000001,0.1037849294
SRX5204055,1.9012930126,-0.049867262200000005
SRX5204056,0.24922006500000002,0.2047068965
SRX5204057,0.4135242853,0.20828980660000002
SRX5204058,0.5338208347,0.3545312813
SRX5204059,-1.1993470563,0.34927900230000003
SRX5204060,-1.0907745114,0.33607261600000005
SRX5204061,-0.9852347529000001,0.3119370482
SRX5204062,-0.058679118200000005,0.0895496635
SRX5204063,-0.219719658,0.0177689627
SRX5204064,-2.3319806585,0.4926952201
SRX5204065,-0.4251245602,0.2475318074
SRX5204066,-0.6198358489,0.3640374981
SRX5204067,-0.18914260360000001,0.1398489753
SRX5204068,-1.658889478,0.13421884920000002
SRX5204069,-1.9043623944,-0.0229934244
SRX5204070,-2.1527725931,0.2064706697
SRX5204071,-2.2376466352,0.2285737848
SRX5204072,-1.6916288832,0.37183089890000004
SRX5204073,-2.7351108936,0.3143871132
SRX5204074,-2.5241101769,0.34478739150000004
SRX5204075,-1.4879472648,0.1682402896
SRX5204076,-1.8086736554,-0.0850731654
SRX5204077,-2.1390742021,0.5606308648
SRX5204078,-2.210965874,0.5136884867
SRX5204079,-2.1049988849,0.2657839771
SRX5204080,-2.2962102792,0.4728527155
SRX5204081,-2.3562206212,0.3233774513
SRX5204082,-2.0089481017,0.2253285663
SRX5204083,1.9413786298,0.1663195738
SRX5204084,2.1526986021,0.030292873100000003
SRX5204085,1.6193738880000002,0.2021114037
SRX5204086,2.0169141262,-0.2819366718
SRX5204087,1.6421682755,0.2305781543
SRX5204088,1.7716242269,-0.2435636757
SRX5204089,0.772755214,0.10305985690000001
SRX5204090,0.6848509773,0.1054560128
SRX5204091,0.7832511901,-0.1802129735
SRX5204092,0.0247561645,0.0904063975
SRX5204093,0.8755856442000001,0.2431447727
SRX5204094,0.5562363745000001,-0.2641878412
SRX5204095,-0.7793819912000001,0.1229904187
SRX5204096,1.2353162453,-0.1289112322
SRX5204097,-0.4559342541,0.0059208136
SRX683459,-0.3693151913,-0.11925402930000001
SRX683460,-5.8991973713,1.0616837167
SRX683461,0.20452874880000002,-0.12193838400000001
SRX683462,-5.126498067,0.9803611510000001
SRX683463,0.1647864426,0.24119241330000002
SRX683464,-5.683762049,1.2100575461
SRX683465,-0.5025796554,0.1127370184
SRX683466,-4.7363772812,1.1251650314
SRX683467,-0.0314588025,-0.0211388619
SRX683468,-3.6759181042,0.8151956434000001
SRX683469,-0.8113068003,0.36862336290000003
SRX683470,-4.4070871657,1.3694143412
SRX322077,0.2358190008,-0.3885515718
SRX322078,-0.8853789725000001,0.18477677
SRX322079,0.030796231900000002,0.3258093078
SRX322080,-1.9307952343,-0.0923223063
SRX322081,-1.0592583932,-0.0523509388
SRX322082,-0.6050828204,0.48540580860000004
SRX322083,-1.1907027293,0.3022228567
SRX322084,1.9350265166,-0.3389795043
SRX322085,-0.7443237873,0.036756647600000004
SRX2708592,6.5958712635,-0.6663795577
SRX2708593,6.7137277565,-0.6014226496
SRX2708594,5.7158515553,-0.0466793983
SRX2708595,-0.5662398801,-0.0930237361
SRX2708596,0.4039753816,-0.014173037000000001
SRX2708597,0.1622644985,0.1071967731
SRX2708598,1.9602552210000002,-0.6981294992
SRX2708600,0.36944489999999996,0.0496243457
SRX2708601,-1.3512824567,0.5536743765000001
SRX2708602,-1.7960726917,0.7458714944
SRX2708603,-0.7313966639,0.3640329907
SRX3073814,-0.47094675950000003,0.1288498841
SRX3073815,1.8145569556,-2.6831000766
SRX3073816,3.9527735352,-3.5529399785
SRX3073817,1.5125490035,-2.8133594405
SRX3073818,-3.299792516,-1.7648617057
SRX3073819,-0.7985289657,0.374154243
SRX3073820,2.7048549158,-2.925121334
SRX3073821,5.4112886996,-2.9892641081
SRX3073822,1.4435660099,-2.9883361206
SRX3073823,-0.6120174145,-1.7379548591
SRX3073824,0.47094675950000003,-0.1288498841
SRX3073825,4.7783426506,-2.4743185417
SRX3073826,6.8190093560000005,-3.6794065693
SRX3073827,2.7437021865,-3.2216086623
SRX3073828,-0.7169748768,-2.0863781591
SRX3073829,-1.1446777911,-0.0224611283
SRX3073830,3.6807553232,-2.7661083516
SRX3073831,3.3477902736000003,-3.4366458324
SRX3073832,1.1532165526,-2.8514847562
SRX3073833,-2.5787096189,-0.9617542735000001
SRX2391456,-0.2600431823,0.1608900003
SRX2391457,0.0560819851,-0.0287962602
SRX2391458,0.10616269610000001,0.2004892438
SRX2391459,0.282477154,0.2993514051
SRX2391460,0.1419625078,0.07801290500000001
SRX2391461,0.4316484813,0.141584186
SRX2391462,0.2911643186,0.1198229501
SRX2391463,-0.2871062947,0.1691007145
SRX2391464,-0.6730519871,0.189596875
SRX2391465,-0.4269233208,0.1998132511
SRX2391466,-0.1482298,0.1043740655
SRX2391467,-0.1421186777,0.025080848500000003
SRX2391468,0.0407263608,0.0003776666
SRX2391469,0.24672395190000002,0.12309739930000001
SRX2391470,0.046981495500000005,0.16417987850000001
SRX2391471,0.6612077479,-0.0038486704000000004
SRX2391472,0.8380413243,0.2602327289
SRX2391473,0.5182169440000001,0.1702560435
SRX2391474,0.2320006414,0.267707862
SRX2391475,0.6970847516,0.1927562818
SRX2391476,0.6431900215,0.14927052470000002
SRX2391477,0.6363883592,0.059052056500000005
SRX2391478,0.2769776385,-0.031105163300000002
SRX2391479,0.0057337575000000005,0.2675570379
SRX2391480,0.0569732123,0.18608436450000002
SRX2391481,-0.0403820696,0.1381789473
SRX2391482,0.0882140345,0.24100562490000002
SRX2391483,-0.0673976398,0.0941386407
SRX2391484,-0.272414753,0.0488343973
SRX2391485,0.2091950599,0.1554715049
SRX2391486,0.2373513768,0.12055067850000001
SRX2391487,0.019963962300000002,0.0234416762
SRX2391488,0.145786397,0.0887547965
SRX2391489,0.3328739163,0.043563664
SRX2391490,-0.018126695800000002,-0.0088985816
SRX2391491,0.0427522896,-0.0147690592
SRX2391492,-0.026640645100000002,0.1928654051
SRX2391493,0.0896361766,-0.0236209811
SRX2391494,-0.2986354342,0.0007981114
SRX2391495,0.1421186777,-0.025080848500000003
SRX2391496,0.4648538788,-0.0377833604
SRX2391497,0.3502697994,-0.0512624655
SRX2391498,-0.3078123862,0.1641432663
SRX2391499,0.20791049860000002,0.2897973182
SRX2391500,0.49246682810000003,0.2294389023
SRX2391501,0.26302655950000003,0.22550692960000002
SRX2391502,0.07405936860000001,0.17570436080000001
SRX2391503,0.5309939868,0.3500156012
SRX2391505,0.5898614908,0.2068653912
SRX2391506,0.35701320070000003,0.1054223422
SRX2391507,0.37913636240000004,-0.0121651728
SRX2391508,0.0867865708,0.1401755218
SRX2391510,0.1991141072,0.1825426788
SRX2391512,0.2146212525,0.1369879641
SRX2391513,0.0026339518,0.0987198831
SRX2391514,-0.0946377178,0.0371920164
SRX5632598,0.0435918647,-0.5861432333000001
SRX5632599,-0.0007203186,0.029769717100000002
SRX5632600,0.148454667,-0.5611389226
SRX5632601,-0.3393227607,-0.0593804641
SRX5632602,-2.2549997836999998,0.7487252830000001
SRX5632603,0.547156959,-0.5464260188
SRX5632604,-0.8292758678000001,0.6019502117000001
SRX5632605,-1.6642321913,0.9026603331
SRX5632606,0.35190115800000005,0.0856750595
SRX5632607,-0.5543988750000001,0.35303386340000004
SRX5632608,-0.3235958196,0.29928812400000004
SRX5632609,0.13168464200000002,0.069619654
SRX5632610,0.6604080071,-1.1689929312
SRX5632611,0.19191117770000002,-0.368907778
SRX5632612,0.6236341117,-0.44367957480000003
SRX5632613,0.5429961408,0.5502668217000001
SRX5632614,-0.6425065706,-0.43807292800000003
SRX5632615,-0.9959974624000001,0.2915912114
ERX2874132,-0.5639196382,0.6959409364
ERX2874133,-0.8837902964000001,0.2624748027
ERX2874134,4.8341069185,0.4762373991
ERX2874135,5.7807723468,0.07042543750000001
ERX2874136,3.3329730569000002,0.7613029682
ERX2874137,3.516512723,0.7488802502
ERX2874138,0.2785812119,0.1147500186
ERX2874139,-0.1022015607,-0.1287010275
ERX2874140,-0.0176180586,0.35866356800000004
ERX2874141,0.0176180586,-0.35866356800000004
ERX2874142,2.2100810035,0.7790036809
ERX2874143,2.3057569223,0.7241939770000001
ERX2874144,-1.015282707,0.0442440229
ERX2874145,-0.43079974530000004,-0.5151043569
ERX2874146,-0.3733660709,-0.0019264408
ERX2874147,-0.5033682543,-0.2334736886
SRX1300292,-0.2518030391,0.15599288420000001
SRX1300293,0.2518030391,-0.15599288420000001
SRX1300299,0.2017607001,0.0368742873
SRX1300300,1.1215459761,-0.2621372113
SRX1300304,1.9809673736,0.27105618200000003
SRX1300305,1.9256662996,0.0102038357
SRX1300306,1.4365640574,-0.087915807
SRX1300310,0.06456657340000001,0.2841334229
SRX1300311,0.9749657150000001,-0.0428763692
SRX7291195,1.0869883536,-0.11535929680000001
SRX7291196,1.145056812,-0.28596961200000004
SRX7291197,0.6090054611,-0.0348600971
SRX7291198,-0.33465308920000003,-0.0905637952
SRX7291199,0.4713153275,-0.0277933552
SRX7291200,-0.1366622384,0.1183571504
SRX7291201,0.8029589548,-0.050427807500000005
SRX7291202,1.7848023939000002,-0.0267222644
SRX7291203,1.1596398265,-0.1738513617
SRX7291204,0.571283365,-0.1052054942
SRX7291205,-0.18489469930000002,0.0767741857
SRX7291206,0.2540548456,-0.0114472636
SRX2436955,1.7415033584000001,0.17684010320000002
SRX2436956,1.4267102312,-0.06488208250000001
SRX2436957,0.9598564775,0.12560480870000001
SRX2436958,-0.0590791834,0.218610768
SRX2436959,-0.4101525969,0.7336899686
SRX2436960,-0.2260007493,0.249998181
SRX2436961,1.4185098395,0.4820914026
SRX2436962,-2.0664306299,0.094111002
SRX2436963,1.3450824855,0.2541313717
SRX2436964,0.0941294999,-0.0484606796
SRX2436965,-9.0075248521,1.1036086392
SRX2436966,-0.1468659038,0.0645764407
SRX2436967,1.4577358280000001,0.362188133
SRX2436969,1.7588588014000002,0.43143493990000004
SRX2436970,-0.2485118848,0.1588849649
SRX2436971,1.5792746432,0.4091847168
SRX2437029,-2.0256960027,0.2679312453
SRX2437030,1.8889516336,0.4515292765
SRX2437031,-1.5662282276,0.17622491610000002
SRX2437032,-1.6305886258,0.1915868976
SRX2437033,0.216113349,-0.619011956
SRX2437034,-8.7589727718,1.0213388258
SRX2437035,1.7787749658,0.6653426384000001
SRX2437036,1.6920585976,0.6116922344
SRX2437037,0.2378558346,0.0633188136
SRX2437038,-0.2763551113,0.19554598080000002
SRX2437039,-0.5800064233000001,0.0738255667
SRX2437040,1.5661600345000002,0.8373678634
SRX2437041,1.976070172,0.1046957968
SRX2437042,0.8722916604000001,-0.7031151771
SRX2437043,1.1107075446,-0.2533122214
SRX2437044,-0.0053704226,-0.5387665275
SRX4705203,-5.2058168715,1.3180303567
SRX4705204,-0.9901159554000001,-0.364054616
SRX4705205,-0.5521377348000001,-0.1902412115
SRX4705206,-0.8405780722,-0.0249735947
SRX4705207,-1.9436272762,1.574344313
SRX4705208,-3.4199268753,0.6930157480000001
SRX4705209,-1.0143342178,1.1456336659
SRX4705210,1.1911484488,-0.040179150600000005
SRX4705211,1.1450250745,-0.1552802584
SRX4705212,1.1873269754,0.0943620356
SRX4705213,-0.1935490014,0.1306878632
SRX4705214,-0.0876121982,0.051604506700000004
SRX4705215,0.0826171111,-0.0051225693
SRX4705216,-0.29484170800000004,0.14376768010000002
SRX4705217,0.2079202099,-0.2512401622
SRX4705218,0.2854655866,-0.06969731850000001
SRX4705219,-3.1008038704,1.0707946927
SRX4705220,-3.7126761298,1.3314760664
SRX4705221,-0.8254559334,-0.1854477444
SRX4705222,-2.9112654129,0.9357993537
SRX4705223,-4.7262154605,1.4130457797
SRX4705224,-5.5532319553,1.5144507286
SRX4705225,-0.8325462632,-0.0491198435
