,A,Fnr,DpiA,ArcA,NarL,Crp
SRX2606339,-0.7856970081,-0.9106348201000001,-0.7179958694,0.4382787508,0.5646768631,0.7006973645
SRX2606340,-1.2706331572,-0.7654763169000001,0.1586642787,0.8004866388,1.0481098526000001,0.8951937533000001
SRX2606341,-1.4610059095,0.10413819610000001,1.0035198519,1.9152520917,-0.2324561156,1.5099593280999999
SRX2606342,-2.9416070965000003,0.1963005887,1.1348546276,1.1996490032,0.0907580217,1.6124665533
SRX2606343,-3.3343434496,0.5268947778,0.9943581324,1.8380215310999999,1.6165050362,1.3859830142
SRX2606344,0.0593992803,-0.0169749804,1.1082067416,2.6258083189,-0.716489989,0.8754740065000001
SRX2606345,-1.3352084633,0.1514677783,1.5018886835,3.0698813737,-0.4734153022,0.7672332111
SRX2606346,-0.6129528162,0.0907918983,-0.1137561973,0.1445234506,0.9099142447,0.2108640436
SRX2606347,-0.1484620205,-0.0046689013,0.0528784209,-0.054104921800000004,-0.035873579,0.0010693687
SRX2606348,-0.2114943283,-0.426649692,-0.4197918283,0.2699377164,0.1110320399,0.25878484220000003
SRX2606349,-0.8634562112,-1.0217004236,-0.22237685610000002,0.555827049,0.6949480938,0.7206174857000001
SRX2606350,-0.7728774328,-0.7745977194,0.1006078088,0.6926915157,1.0423263303,0.9635479732000001
SRX2606351,-1.2235319118,0.1257959895,0.8921073749,1.4906963293,0.0440971979,1.4192736061
SRX2606352,-2.7281259438000003,0.1732554926,0.9845637252,1.3683929035,0.1794544521,1.4553969738
SRX2606353,-1.0194569188,0.4697261488,0.2729213124,0.494319569,0.8616533338,-0.0283162313
SRX2606354,0.0214734359,-0.11645100400000001,1.3988852076,2.6405668813,-0.8006492843,0.8151339384
SRX2606355,-0.9811873216,0.1571979088,1.5721399754,3.0132033942,0.207714641,0.8881257601
SRX2606356,-1.2490151104,-0.6415963887,-0.11894984200000001,0.6155141427,0.7792094978,0.41748972510000004
SRX2606357,-0.0018187349000000001,-0.0096544831,0.0179796553,0.0650682839,-0.009101925700000001,-0.0303467213
SRX2606358,-0.26506015380000003,-0.3169365246,-0.3704474213,0.131948695,0.0297155485,0.12400269800000001
SRX2606359,-0.6639236540000001,-0.748058828,0.1722665462,0.718830944,0.9421323020000001,0.7564198440000001
SRX2606360,-0.6519805749,-0.642971501,0.1778835815,0.5866470260000001,1.0018642376,0.803622138
SRX2606361,-1.0722032738,0.1558185043,1.2719101066,2.694957389,-1.1827283539,1.7832128196
SRX2606362,-2.1762846871,0.1043121531,1.1527126939,0.9684479897,0.1868455151,1.5344472761999999
SRX2606363,-2.3142555706,0.6420763381,0.6317829631,1.3434742516,1.4647137819,0.7437536825000001
SRX2606364,0.17500745310000002,-0.1316689648,1.1436531186,2.7551351866,-0.7801921039,1.0075067504
SRX2606365,-1.6108320604,0.09705247630000001,1.6723999178,3.1088214481,0.005003820500000001,0.9965341975
SRX2606366,-0.9447309148,-0.6977402275,-0.20199738620000002,0.6884983213,1.1691502198000001,0.6395112446
SRX3648427,-1.2069223204,-0.7516619417,-0.12702586800000001,-0.20198363290000002,0.5219592883,0.3949028114
SRX3648428,-0.5635551919,-1.1496425843,-0.002186466,-0.3189827836,0.1476989733,0.0860060487
SRX3648429,-1.2265232547,-0.9921913121,-0.174397395,-0.12733909570000002,-0.1640617939,0.3337373743
SRX3648430,1.0116295358,0.006689497000000001,0.2229003387,-0.0382179776,0.3242742006,0.5086181453
SRX3648431,0.48217526800000005,0.078838191,0.1255481181,-0.0983834053,0.3638314532,0.4866754022
SRX3648432,0.2370166431,0.0518871206,-0.2290986082,-0.5537662898,-0.0790272035,0.48643220260000003
SRX3648433,-0.8291415359000001,-0.1923720784,0.0598701107,0.3127793779,0.3222878997,0.3779114022
SRX3648434,0.6201436170000001,-0.0085819389,0.1592753381,-0.1031121172,0.10925400710000001,-0.0306841953
SRX3648435,-0.6851960880000001,-0.0053562109,-0.3215353863,-0.2769198177,-0.7184818104,-0.2753034439
SRX3648436,-0.8988061522,-0.6587832035,-0.21433526100000003,-0.7942616282,-1.8842522649000002,-1.7807047438999999
SRX3648437,-0.4578145818,-0.9242868331,-0.0383594988,-0.4111183861,-1.6301626145,-1.6147351356000001
SRX3648438,-0.7832926037,-0.7405011435000001,-0.12430100790000001,-0.6512181101,-1.9436156288,-1.7049606803000001
SRX3648439,0.0211908957,-0.1190072798,-0.31715266000000003,-0.2328406334,0.44070444140000004,0.468238231
SRX3648440,0.7875798299000001,-0.0044759721,-0.21266735790000002,-0.4891983387,0.0165354,0.26436147200000004
SRX3648441,0.7383033587000001,-0.06839568160000001,-0.7382603427000001,-0.9858200194000001,-1.2321601906,-0.3907059673
SRX3648442,-2.8059551487,-0.49915717730000003,-0.23891740860000002,-1.1611403616,-1.9270394445,-2.0145250609
SRX3648443,-2.1925920839,-0.9562176016,-0.311231397,-0.4653461236,-1.8220703881,-1.8700479492
SRX3648444,-2.0004716262,-0.8397931040000001,-0.3929050197,-0.8506758078000001,-2.0141383928,-1.9839799046
SRX3648445,-1.5464119841000001,-0.6163406841,-0.2732848839,0.028131279000000002,0.1347020481,0.4841423467
SRX3648446,0.41480797220000004,-0.6206016748000001,0.0040308721,-0.1056551542,0.13541031,0.1252630897
SRX3648447,-1.4076182236,-0.5586389879,-0.2086618697,-0.37157694010000003,-0.2213388594,0.2504433165
SRX3648448,-1.2365959625,-0.1166496013,0.1337990092,0.15086632020000001,0.31016244130000004,0.3181897135
SRX3648449,-1.5744020653000002,-0.051026380600000004,0.1365367119,0.222737346,0.20727662,0.33640730560000004
SRX3648450,0.8366527935,-0.1833504845,0.0495396024,0.110231593,0.3105311283,0.1284474774
SRX3648451,0.9323237236,0.0806954445,0.1450745621,0.1137296101,0.3304123874,0.0423286529
SRX3648452,0.1690930726,0.0191679243,-0.2063110485,-0.2725888385,-0.607020917,-0.3692971329
SRX3648453,0.8729284381,0.2511630976,-0.25863883730000004,-0.3249760309,-0.5513616599,-0.4560760166
SRX3648454,-1.6296432618,-0.7860369249,-0.32185504260000003,-1.0704172995,-2.123486846,-2.1031438757
SRX3648455,-0.4592132815,-1.2163194972,-0.3376740997,-0.7081142331,-1.9741431864,-1.9587539556
SRX3648456,-1.2088027483000001,-0.8969322540000001,-0.31805111550000004,-0.6930128134,-1.9122287610000002,-2.0893289722
SRX3648457,-1.5767168335,-1.3651194326,-0.4448659185,-0.0883783216,0.3908335277,0.40077032360000003
SRX3648458,-0.1987759768,-1.2914137657,-0.1088827688,-0.099391956,0.2676428987,0.19451078430000002
SRX3648459,-1.1662918377,-1.0983352413,-0.29127543580000004,-0.6044773846,-0.8435504156,-0.3027589365
SRX3648460,-0.10892555450000001,-0.0289735559,-0.34415195800000004,0.1316656856,0.4723209412,0.8486849750000001
SRX3648461,2.1150276987,0.18845651800000002,-0.4542902458,-0.3193606792,0.4053283754,0.3938793786
SRX3648462,1.0216506525,0.053335694100000004,-0.5876253770000001,-0.6585030624,-0.4314810383,0.148786522
SRX3648463,-0.8130303444,-0.2293278892,-0.050644712,0.1392440415,0.3491968233,0.3369699572
SRX3648464,1.1414684946,-0.0863974743,0.3695285803,-0.0994532634,-0.020479620400000002,0.013751511800000001
SRX3648465,0.6479851581,-0.10364660020000001,-0.0198230902,-0.480013075,-0.3568322578,-0.22974107400000002
SRX3648466,-1.8208809471,-0.1980404688,0.0496326485,0.1603490528,0.0682774199,0.35225783860000004
SRX3648467,1.0991450651,0.19654594220000002,0.49117960460000004,0.1481114442,0.4010702123,-0.0962918605
SRX3648468,0.5503800718,0.39531110950000004,0.1802719452,-0.2173357595,-0.449334724,-0.4193098364
SRX3648469,-0.9426812247,1.1258775551,-0.6642721753,-1.7811438781,-1.8529983361,-0.4561378538
SRX3648470,-1.0370651668,1.354755592,-0.9973426103,-2.1307990097,-2.2415804042,-0.3239561219
SRX3648471,-0.8829735692,1.3452369068,-0.5813373,-2.1228927186,-2.5730471248,-0.5009096485
SRX3648472,0.029171949000000003,-0.5519501863,-1.3002327676,-2.2152411398,-1.241304038,-1.0066348399
SRX3648473,-0.4146976443,-0.7382328027,-1.7407146571,-1.7852927123,-0.8102307222,-0.9472326698
SRX3648475,0.352722078,0.3269633085,-0.264129484,0.0597515543,0.6147763583,0.8071856029000001
SRX3648476,0.7015629771,0.189146892,-0.4315181873,-0.43789696110000004,0.1958367194,0.4894051802
SRX3648477,0.3549414806,0.257646025,-0.7556758016,-0.8230746571,-0.625870343,0.12325169
SRX3648478,-2.6677202677,-0.7179253264000001,-0.49306479940000003,-0.12524527800000002,-0.045681297,0.5965313259
SRX3648479,-0.6859793897,-0.5924204416000001,-0.2244339482,0.0012504047000000001,0.2548067368,0.4467565101
SRX3648480,-1.9722394028,-0.8001687414,-0.4566918505,-0.38562192500000003,-0.0161794091,0.5066551433
SRX3648481,-1.4153947971,-0.2532161449,-0.3379770634,-0.30334683100000004,0.5816347862,-0.4180190307
SRX3648482,-0.0468971675,-0.6214561914,0.033271042300000005,-0.3516716362,0.37890662480000004,-1.1217666797
SRX3648483,-1.8185201443999999,-0.6251811719,-0.46071109200000004,-0.6353873038,-0.5855826522,-1.5654300289
SRX1429221,-1.4300386723,0.0970123236,-0.6470248959,-0.0732650834,-0.1165982831,-0.10736737830000001
SRX1429222,0.7477756662,-0.2186048391,-0.0623386857,0.1451301475,-0.060550110500000004,-0.0089077731
SRX1429223,0.6822630061,0.1215925154,0.7093635816,-0.0718650641,0.1771483936,0.1162751514
SRX1429224,-1.2519780265,-0.0278850961,-0.33286339200000004,0.1429632599,-0.0388743695,0.16900614320000001
SRX1429225,-1.3979635248,0.0976449876,-0.5650290815,-0.0811107971,-0.2188822302,0.0010292434000000001
SRX1429226,-2.340591171,0.24585199270000002,-0.9292819273,-0.0296220658,-0.1752381318,-0.1128774423
SRX1429227,-2.8941916979,-0.012723672200000001,-0.6707235977,0.0344344757,-0.0691234574,-0.0133986869
SRX1429228,-0.5317537604,-0.1427372924,-0.1134850592,0.11639725370000001,-0.1674326576,0.1636110552
SRX1429229,-2.7872723500000003,0.1642186103,-1.0682548532,-0.0099816008,-0.2946422331,-0.331696997
SRX1429230,-4.0555239007,0.304930242,-0.0834701555,0.027381407000000003,-0.0329850276,-0.038234619500000004
SRX1429231,-1.9427333161,0.47015486110000004,-0.13476075240000002,-0.0021052977,0.139685675,0.0085680138
SRX1429232,-4.3336571665,0.3298855515,-0.1472131706,0.007675045100000001,-0.21150780830000002,0.11367215480000001
SRX1429233,-4.8805801283,0.3784304416,0.0067852386,-0.0219615704,-0.20451142630000002,0.3878004733
SRX1429234,-5.2953040361,0.4791398864,-0.0330500834,-0.0384265959,-0.1582637064,0.3784077044
SRX1429235,-4.660257359,0.023032378500000002,-0.0268410288,0.0027122553,0.1369965031,0.6438706029
SRX1429236,-2.1808159359,-0.6495468024000001,0.5258746193,0.0488622045,0.0787838832,1.4015203867000001
SRX1429237,-5.074045438,0.1293026924,-0.0478446296,-0.0521707852,0.0128665328,0.8077489953
SRX1429238,-6.1177638309,0.43389779580000004,0.5077518353,0.0536458234,0.0378020203,0.7167135879000001
SRX1429239,-5.2279244841,0.4700040541,0.0034596597,0.2102355732,-0.1668619379,0.8733453174
SRX1429240,-6.0189303631,0.5893872825,0.0988077443,0.0696474088,0.174108656,0.7318804379
SRX1429241,-5.2968466255,0.3831052922,-0.1164470492,0.27220808020000004,-0.2890885717,0.7265351033
SRX1429242,-6.025921354,0.3295755399,0.2775329937,-0.0391154083,0.2486454287,0.5601250011000001
SRX1429243,-5.7349263747,0.6226805845,-0.1999385158,0.1597704819,0.0736348976,1.1423196373
SRX1429244,-6.0871310304,0.2557763552,0.3440509044,0.0795000183,0.2495487052,0.8770837162
ERX2339161,0.0833273025,0.4613139096,-0.2215645438,-0.1884936433,-0.0288652676,-0.4060248421
ERX2339162,-0.0833273025,-0.4613139096,0.2215645438,0.1884936433,0.0288652676,0.4060248421
ERX2339163,1.9391869994,-2.2304418322,-0.9464244055000001,-1.7190140109,0.4067190148,-1.860802321
ERX2339164,1.6572582993,-1.6713529146,-0.6807637101,-1.2072022831,0.0607627829,-1.9932080196
ERX2339165,4.6938840117,-2.237945271,-0.3818288499,-0.6177819627000001,-0.1404901613,-3.95744986
ERX2339166,0.3496223471,-1.4605007973,-0.1326685413,0.26971364000000003,-0.2947967347,-2.376849187
ERX2339167,0.4093411253,0.2189535879,-0.5180515556,-0.22090745590000002,-0.9135410872,-2.4414347629
ERX2339168,-0.36873762200000004,-0.0005819889000000001,0.0060414038,0.3425865314,0.4186990196,-0.11143317250000001
ERX2339169,0.1814267441,-0.5928889711,0.2029617729,0.5901344861,0.2213446734,0.4939784118
ERX2339170,2.1116304778,-2.2505650014,-0.7493079432,-1.6983132169,0.5989168105,-1.9613924773
ERX2339171,1.7676270174000002,-1.8635784236,-1.4203725818000001,-1.3588102909,-0.2549977214,-2.2687520043
SRX7656012,1.6649461669,-0.1487251704,0.4969546796,0.23653916330000002,-0.0864157517,-0.0257376573
SRX7656013,-0.1814335255,-0.0909383045,-0.0694472852,0.085487013,-0.0603332762,0.0299666606
SRX7656014,-0.2463071393,-0.2760567605,0.3846533391,0.41686511940000004,-0.25348378120000004,-0.11910927560000001
SRX7656015,-0.0807739802,-0.1280048182,0.1828863232,1.0194685422,-0.3832216896,-0.14152359080000002
SRX7656016,-1.1230694543,-0.1696651311,0.4126518994,0.4204358036,-0.5446892557,-0.0528646626
SRX7656017,-1.5289285477,-0.0297308013,0.33410328100000003,0.4085579958,-0.36593527140000004,0.0466087293
SRX7656018,-0.8101803373,-0.053151654300000004,0.023504471000000002,0.27011051210000003,-0.2700927933,0.0888972367
SRX7656019,0.6662094562,-0.0899749167,0.333622552,0.8941414236,-0.43721417360000003,-0.1208458188
SRX7656020,-1.228551812,-0.0735199011,0.0734056706,0.0156877098,-0.4186497434,-0.1901082408
SRX7656021,-1.1140163586,-0.2236606787,-0.322295084,0.5051920776000001,-0.3884149382,0.4066410972
SRX7656022,-0.7492913967,-0.1867183711,-0.2132555588,0.5877604111,-0.0208064567,0.3008384148
SRX7656023,-1.1473445336,-0.14437137800000002,-0.2636657977,0.30915803750000004,-0.4762932782,0.1735871826
SRX7656024,-1.2920887625,-0.6167399560000001,0.6975604009,0.9327927276,-0.0349944577,-0.21953675190000002
SRX7656025,-1.3836567586,-1.1151788445,1.2467100359,0.4536204331,0.3150591238,-0.3706386875
SRX7656026,0.0019408092,-0.9311711183,0.7003110329000001,0.5602036195,0.28804722520000003,-0.46689314190000003
SRX7656027,-1.1843570984,-0.0517356156,0.2906687233,0.0909256163,-0.2351001158,-0.0494673563
SRX7656028,0.9177717241000001,-0.0990943314,0.6656711057,0.0884640688,-0.023597271000000003,0.0487355099
SRX7656029,-0.7892027802,-0.1046609936,-0.0578756863,0.1923271449,-0.158722563,0.0882736573
SRX7656030,-0.8090638676,-0.09648473540000001,0.5198875809,0.48588744580000004,-0.20662541310000002,-0.125182064
SRX7656031,-0.7732862568000001,0.0077388532000000005,-0.2099883415,0.27600203360000003,-0.1011346608,0.010558977
SRX7656032,-1.1348762058,0.1446998301,0.0721599252,0.21350687470000002,-0.1894652872,0.0951398358
SRX7656033,-1.4388077117,-0.0676566085,0.0609869984,0.1951776101,-0.1024029838,0.1194905215
SRX7656034,-1.1362493969,-0.0947589315,-0.1878716952,0.199062456,-0.1148143098,0.2237150322
SRX7656035,-0.8025646022,-0.17706263290000002,0.3718959297,0.4182409442,-0.3999209607,-0.1184232803
SRX7656036,-1.0420697061,-0.0700382621,0.2594574317,0.22426504860000002,-0.2458381117,-0.0704396684
SRX7656037,-0.380651091,-0.0337101482,0.2398787638,0.1504918488,-0.175150397,-0.0825438107
SRX7656038,-0.5590710062,-0.022135684500000002,0.3068960293,0.2183913043,-0.0548052926,0.0036720471
SRX7656039,-0.623670908,-0.025180377900000002,0.09119546740000001,-0.0092459692,0.0354809081,0.0579740377
SRX7656040,0.4911842039,0.0196182562,-0.2892087772,0.116360898,-0.0293820135,-0.0560469805
SRX7656041,0.1324867041,0.0055621217,0.1980133098,-0.1071149289,-0.0060988946,-0.0019270572
SRX7656042,0.6714870153,0.2377297239,0.6619809027,-0.039059609200000005,-0.3003950277,0.0772652949
SRX7656043,2.5836807117,0.1053728839,1.0093801541,-0.054930333500000005,-0.23004453430000002,-0.0181962037
SRX7656044,0.034546328700000004,0.13610910980000002,0.7159461892,0.21852969390000002,-0.2368358255,0.29333133570000003
SRX7656045,1.5963186133,0.025329637500000002,0.8992908428,-0.1943326615,-0.3882078796,0.038003208600000005
SRX7656046,0.9780074835,0.0844512438,0.7141119361,-0.0943830518,-0.2317105489,0.055199946900000005
SRX7656047,-0.9525850901,0.2984237408,0.9883999363,-0.2434598614,-0.3165273121,0.0970352661
SRX7656048,0.3247329745,0.2674526115,0.6835080060000001,-0.2931934637,-0.31811287320000003,0.14530002960000002
SRX7656049,1.1592517927000001,0.1119558293,0.5827166461000001,-0.212712759,-0.24846069070000001,0.1482510961
SRX7656050,2.1120194301,0.188759698,1.0118331928,0.1472130576,-0.0914119335,0.22872318360000002
SRX7656051,-0.029598633500000002,-0.2067728977,0.8632752625000001,-0.23707851400000002,-0.5913329005,-0.1834415272
SRX7656052,0.6189046451,-0.3449538552,1.1596650349,-0.2859039242,-0.5633607716,-0.291745723
SRX7656053,2.5283675069,-0.3120295367,1.4252437136,-0.337610083,-0.5637322966,-0.2070583333
SRX7656054,-0.41373292770000003,-0.027405716700000003,0.1536978649,0.4890997312,-0.3321683864,-0.28640995810000003
SRX7656055,1.4898781066,-0.0465774128,0.6509132724000001,0.5009889858000001,-0.479006666,-0.2561673142
SRX7656056,-0.983211013,-0.011465278800000001,0.5014526628,0.5543321488,-0.5529740383,-0.2033869971
SRX7656057,-1.031629669,0.1627377317,0.084712362,0.6101591093000001,-0.5991697919,-0.191489569
SRX7656058,-1.2528524363,0.1185396816,0.5058716574000001,0.4789740021,-0.6886654583,-0.29996488930000004
SRX7656059,-0.2947153087,0.0651542921,0.2452015779,0.5165466381,-0.3433006764,-0.2739975689
SRX7656060,-1.2866710052,-0.0607674478,0.2618291276,0.4417161377,-0.5569898378,-0.2739867065
SRX7656061,-1.4704108117999999,0.057061250800000005,0.36787551960000003,0.4526815122,-0.4961166716,-0.1411955001
SRX7656062,-0.0981161213,-0.0643940694,0.10997012340000001,0.5544041639,-0.7667841115,-0.3968922552
SRX7656063,-0.1958613432,-1.1116646146,1.1257950717,-0.0884834688,-0.22339244860000002,-0.7714632805
SRX7656064,-1.6726563422,-1.0265227505,0.9237745925,-0.0741714435,-0.082095817,-0.9445177907000001
SRX7656065,0.6106631908,-1.3311193672,1.3748934498,0.0417403135,-0.07060104860000001,-0.6936953239
SRX7656066,1.0524211876,-0.4733856206,0.3536393433,1.2348558833,-0.43136021480000003,-0.2741151042
SRX7656067,0.7949925523,-0.24088744950000002,0.167631985,1.1375740396,-0.4597404939,-0.2107467671
SRX7656068,-0.4012766003,-0.28051081510000003,0.12171245030000001,1.0816160664,-0.6375277116,-0.2945587492
SRX7656069,1.8259544554,-0.1835021285,0.2070544142,1.0179338555,-0.27392223400000004,-0.14377662900000002
SRX7656070,1.6389374322,-0.28643549630000004,0.2725731773,0.9822375756,-0.24382352440000002,-0.1917551074
SRX7656071,3.5380160934,-0.4216527009,0.7690420734000001,0.8685840559,-0.3608988779,-0.31899979570000003
SRX7656072,-0.044205147300000004,-0.35515227,-0.1500811236,1.0186291381,-0.4832248092,-0.1429422108
SRX7656073,-0.3695857614,-0.32033416400000003,-0.1468893588,0.9619419754,-0.4071164309,-0.1039371872
SRX7656074,3.19423507,-0.415150338,-0.1050568266,0.9689489259,-0.48881997050000003,-0.2057577352
SRX7656075,0.7224017705,-1.4756556003,0.9101567967,-0.5507169554,0.273133711,-1.6721229036
SRX7656076,3.5003164379,-1.6500959378000002,1.2260057868,-0.5128883775,0.3163287655,-1.4822713578
SRX7656077,2.086993186,-1.8451218536,0.7151371636,-0.5507199287,0.2121246705,-1.6233641556
SRX7656078,-1.3587580721,0.3719460074,0.48937375390000004,-0.0017372771,-0.15079287830000002,0.34011186720000003
SRX7656079,-0.13805387530000002,0.3110652578,0.5738367192,-0.2253891458,-0.2159464812,0.31661900600000004
SRX7656080,0.7784980719,0.3040292092,0.8176062271000001,-0.2253094873,-0.2478346515,0.2924930122
SRX7656081,-0.8964380604000001,0.2289533107,0.6864196056,-0.1950844514,-0.20643693370000002,0.20629760900000002
SRX7656082,3.3085440227,0.2478528718,0.792803916,-0.38321609770000004,-0.5127423538,0.1434163886
SRX7656083,-0.46296566720000004,0.0858824131,0.8235064911000001,-0.3281746144,-0.4970976533,0.1449923987
