,A,CueR
SRX5694286,-0.6944494786000001,-1.1843741967
SRX5694287,1.8733116582,0.7186582028
SRX5694288,0.8604301807,0.3602796574
SRX5694289,0.7014329706,0.3500900121
SRX5694290,1.6160821369,0.0545365655
SRX5694291,-1.3215329085,-1.0789819415
SRX5694292,1.9009387341,-0.22707496940000002
SRX5694293,1.7128156951,0.594097848
SRX5694294,1.5699968596,0.2204657093
SRX5694295,-0.1082239245,-1.0293184745
SRX5694296,1.3809794747,0.5354892605
SRX5694297,-0.6996994161,0.1128592083
SRX5694298,0.8072802291000001,-0.694824753
SRX5694299,0.6273838187,-0.2682304372
SRX5694300,0.6331330685000001,-0.6650912235
SRX5694301,2.1574009695,-0.645292976
SRX5694302,1.7874618357,0.041183296200000004
SRX5694303,2.4656973683,-0.1139209874
SRX5694304,1.0758284085,-0.5862660704
SRX5694305,-2.5560004134,0.0680126875
SRX5694306,-1.1487752137,1.0015689698
SRX5694307,1.1832447938,1.4784257522
SRX5694308,2.2799094663,0.10974032680000001
SRX5694309,-4.7208629777,-1.2866568362
SRX5694310,1.8505080286000002,-1.030399663
SRX5694311,-3.6005676322999998,-0.7632550819
SRX5694312,1.2667346525,0.9393490162
SRX5694313,0.6152153165,-0.8721896075000001
SRX5694315,1.8175305093,-0.2425595473
SRX5694317,0.3567943416,0.0643552309
SRX5694319,0.2850402926,0.1332291866
SRX5694320,-0.4962291875,-0.8320650070000001
SRX5694321,-0.2375739672,0.5400967052
SRX5694322,-0.7315082708,2.5557516151
SRX5694323,0.3069638294,0.6337412087000001
SRX5694324,-1.6074548186,0.426541859
SRX5694325,1.0768606008,0.3441676356
SRX5694326,1.2616976353,-0.2256405052
SRX5694327,0.7601963639,-1.0155002969
SRX5694328,0.6420053632,0.6631368164
SRX5694329,2.3262148157,0.66506104
SRX5694330,-0.0813902618,1.1553385883
SRX5694331,3.1358755086,0.44728476110000004
SRX5694332,-0.9779765791,-0.0374479277
SRX5694334,2.092590713,0.41329879080000004
SRX5694335,-1.8438857048,0.369075107
SRX5694336,-1.2538117489,-1.0090553936
SRX5694337,1.6800191523999999,-0.5678397465
SRX5694338,2.6491278174,-0.6584655666
SRX5694339,0.5635469064,0.17116936060000001
SRX5694340,1.2731693264000001,-1.0229064592
SRX5694341,-2.2936796407,0.2201622014
SRX5694342,-1.915921042,-0.2076080038
SRX5694343,-0.5946229679,0.7751449759
SRX5694344,3.4559408871,0.5174260641
SRX5694345,2.5255530352,0.19530236
SRX5694346,0.5572733614000001,-0.12348959150000001
SRX5694347,0.7963340962000001,0.1486815554
SRX5694348,0.4125685153,-0.8388136151000001
SRX5694349,3.4371593292,-1.3783237371000001
SRX5694350,-0.1807793848,-0.8674009614
SRX5694351,-0.5277508192,0.719117432
SRX5694352,0.2527567291,-1.3729209945
SRX5694353,0.2021415755,0.35056633600000003
SRX5694354,0.2972738037,-1.2110073237
SRX5694356,0.14554085460000002,0.3462409732
SRX5694357,-1.5922588502,0.5196615576
SRX5694358,0.7076970076,-1.4774137233
SRX5694359,0.4675436981,-0.8522829318
SRX5694360,0.0186984754,-0.3583210129
SRX5694361,-0.6724826261,2.7130340168
SRX5694362,0.7164677742000001,0.644757766
SRX5694363,1.7603837663,0.5437306986
SRX5694364,-5.3252030608,-1.7388443376
SRX5694365,-2.5486718264,0.8857336674
SRX5694366,1.2286170634,-0.005861268
SRX5694367,0.9956148368000001,0.4408906488
SRX5694368,2.0392403408,-0.0007054199000000001
SRX5694369,1.1225979314,-0.31016926380000004
SRX5694370,0.8432526480000001,-0.2626369485
SRX5694371,-3.9113064354000002,-0.7674292433000001
SRX5694372,0.5338029272,-0.8683917005
SRX5694373,-0.5239674303,-0.2975747589
SRX5694374,-0.4675505473,-1.3725314422000001
SRX5694375,3.6610840692,-0.49812614990000004
SRX5694376,2.6027103581,0.3653911193
SRX5694377,0.3118287171,-1.8225263067
SRX5694378,1.0725238371,-0.6266936784
SRX5694379,2.7364257853,-0.881672196
SRX5694380,-0.41875344880000004,0.030763407700000002
SRX5694381,-1.3329327327,0.2475360168
SRX5694382,0.0320728436,0.48566100640000004
SRX5694383,1.2795457942000001,-1.1916796337
SRX5694384,2.2019451937,0.4971228755
SRX5694385,1.3051376384,1.7578098793999999
SRX5694386,-2.05684374,-1.92955827
SRX5694387,1.0822397648,0.0408826719
SRX5694388,-1.4074807782,0.2636030885
SRX5694389,2.457653078,-0.6905326075
SRX5694390,0.9827008834000001,-0.8155118925
SRX5694391,2.8688018855,-0.3228382296
SRX5694392,0.5308647928,-0.5594196312
SRX5694393,2.5982211595,0.4057825981
SRX5694394,3.1580328381,-0.5412688663
SRX5694395,2.2706589402,0.4605028043
SRX5694396,-0.6409203208,0.6587495318000001
SRX5694397,0.833201516,-1.5373690118
SRX5694398,0.2779498597,-1.3367725877
SRX5694399,2.3409199671,0.8889808191
SRX5694400,-0.4938626131,-1.2399372107
SRX5694401,2.6082128651,0.802671369
SRX5694402,-1.9661878263,-2.0278761643
SRX5694403,1.3649223466,-0.5327700465
SRX5694404,0.6840809502,-1.2523872472
SRX5694405,0.5413868479,0.6826001126
SRX5694406,0.5716329119,-0.155296091
SRX5694407,0.2392505372,-0.08740493910000001
SRX5694408,1.4059759057,-0.39337206100000005
SRX5694409,-3.1696976087,-0.6734394771000001
SRX5694410,0.6749425023000001,0.8768391665
SRX5694411,1.1398908468,0.6548373469000001
SRX5694412,0.2280341452,-1.5206618138999999
SRX5694413,-0.3424521685,1.6505237117
SRX5694414,-1.0408716024,0.6534124158
SRX5694415,2.6045290434,-0.6582297495
SRX5694416,0.18441969160000002,0.101154481
SRX5694417,0.44872804400000005,0.8261136722
SRX5694418,-0.969314761,-0.5979459997000001
SRX5694419,-1.2330709933,-1.1863662801000001
SRX5694420,-0.5484121156,-0.3020102088
SRX5694421,-0.3676747822,-0.1953779967
SRX5694422,1.3053263487,0.40285321560000004
SRX5694423,-1.4496495245,-0.9474213314000001
SRX5694424,1.1555255717,-1.2859716363
SRX5694425,1.3918122705,-1.1461262327
SRX5694426,-0.7374280328,-0.2587005748
SRX5694427,3.011586422,-0.0602354405
SRX5694428,1.5529514635,0.3358685259
SRX5694429,-0.19103321480000002,0.7839778030000001
SRX5694430,2.1631189218,-0.2043299248
SRX5694431,1.7115410072000001,0.2367887477
SRX5694432,0.0978784627,-1.156875303
SRX5694433,0.1944279219,1.3356772607
SRX5694434,-0.0722950014,0.4719564701
SRX5694435,-2.6772698693,-0.5171168034
SRX5694436,-4.2207470854,-1.4548574495
SRX5694437,3.7284504706,1.1033804072
SRX5694438,1.8806423958,-0.2776440663
SRX5694439,-2.8017072399,-0.5315615528000001
SRX5694440,1.9662686419000002,0.3051509696
SRX5694441,2.3420246455,1.0080807709
SRX5694442,-1.7785668878,0.3489422475
SRX5694443,1.7546692512000002,-0.2471695462
SRX5694444,2.2733221905,-1.6150755141
SRX5694445,-0.7034503794,0.5639781764
SRX5694446,-0.0770067348,0.4034062081
SRX5694447,-0.3790118188,-1.0851648698
SRX5694448,-0.7337748972,0.4218257594
SRX5694449,2.7467379494,-0.1274348999
SRX5694450,3.2383366537000002,0.26355322470000003
SRX5694451,4.0155511871,-0.1868931076
SRX5694452,-1.1595216258,0.7114636464
SRX5694453,-0.5258527636,0.7371242041
SRX5694454,1.5615028362999999,0.07098362200000001
SRX5694455,-0.9094955911,-0.7081021040000001
SRX5694456,1.9903927007000002,0.0821890509
SRX5694457,-0.1032075498,0.4604648583
SRX5694459,-0.5493737286,0.4378610972
SRX5694460,-4.1316478085,0.0892896494
SRX5694461,1.461669142,-1.5885571159
SRX5694462,0.29995408020000003,-1.5146062
SRX5694463,2.082230466,0.20485021690000002
SRX5694464,-0.5641239179,-1.1147052891
SRX5694465,0.6940339005,-0.5108299552
SRX5694466,6.829751668,0.6349663929
SRX5694467,-0.2586476488,-0.2758470839
SRX5694468,-0.7629137362,-0.8823182358
SRX5694469,3.1833578429,-0.0399447068
SRX5694470,-0.6364109878,0.07727364860000001
SRX5694471,0.025536503000000002,-0.3293250129
SRX5694472,-0.8515899916,-0.2718955755
SRX5694474,3.9321362837000002,-0.10290891690000001
SRX5694475,3.21635841,-0.3539264482
SRX5694476,0.9528794197,-0.558348661
SRX5694477,-3.4356114554,-1.1166007396
SRX5694478,0.884013232,-0.6039965432000001
SRX5694479,-2.3496820392,0.2808487503
SRX5694480,-0.37548967040000003,0.6245201865000001
SRX5694481,0.8208427016000001,-1.1600540168
SRX5694482,0.6541520831000001,0.3211444337
SRX5694483,1.6987822076999999,-0.0711783426
SRX5694484,-0.2652525669,-0.6834650741
SRX5694485,0.503663447,-0.0544627015
SRX5694486,1.6198560670000002,0.2368375039
SRX5694487,1.4073509407,-0.7554910396000001
SRX5694488,-0.0904208413,-1.740912236
SRX5694489,0.4779196566,-0.13137537700000002
SRX5694491,-1.7422338402,-1.6639338917000002
SRX5694492,-1.3938518433,-0.5311987168
SRX5694493,0.2324853154,1.1486196127000001
SRX5694494,3.0851538311,-0.3915579729
SRX5694495,2.4065978134,0.4569097187
SRX5694496,2.7288173049,0.4093852411
SRX5694497,5.6158596333,-0.3326300117
SRX5694498,0.7587488029,-0.36112808820000003
SRX5694499,-0.35638194360000003,0.8735853562
SRX5694500,1.0848449941,-0.7678796426000001
SRX5694501,0.0029616433,-1.0576632663
SRX5694502,0.6957080748000001,0.9951345732
SRX5694503,-0.6206211189,-0.0337329159
SRX5694504,1.297245135,0.33056897350000003
SRX5694505,-4.6645566461,-1.1143088124
SRX5694506,-0.7434012210000001,1.554280668
SRX5694507,2.4527270832,0.1817136127
SRX5694508,-0.3050377805,0.8319927121
SRX5694509,1.582368285,-0.1841795835
SRX5694510,2.8710988205,0.0630187586
SRX5694511,2.0409428675,-0.5371789708
SRX5694512,-2.5062798086,-1.7994408756
SRX5694513,-0.49151133100000005,0.2553634098
SRX5694514,-3.1550841855,-0.5834567055000001
SRX5694515,2.6677975692,0.24193434800000002
SRX5694516,-2.4350027234000002,-0.7309775070000001
SRX5694517,-0.2059907654,-0.9391277130000001
SRX5694518,0.8209098167000001,0.17653931790000002
SRX5694519,1.2708005916,-0.5366305226
SRX5694520,0.6752341814,0.6155904293000001
SRX5694521,0.46369606490000004,0.3926989595
SRX5694522,2.6630178638,-1.7407989433000002
SRX5694523,1.8718304373999999,-1.8675228693
SRX5694524,0.6052054056,-0.302853615
SRX5694525,1.0086831044,0.6783405295
SRX5694526,0.5906376318000001,-1.6043140409
SRX5694527,1.6827235402,-0.8208541971000001
SRX5694528,-2.8785204233,0.0044031716
SRX5694529,-0.43790423,-0.708491312
SRX5694530,2.0595425053,1.0604700706
SRX5694532,1.6511270348,-0.5247432644
SRX5694533,-0.0183538805,1.6699153333
SRX5694534,0.8553997043,0.8569160352
SRX5694535,0.33055587480000004,1.0910924328
SRX5694536,1.440672106,-1.6626798345
SRX5694537,1.8067617762000001,-0.1702275916
SRX5694538,2.3165786011,0.1986594941
SRX5694539,1.5526298631,-0.2024520423
SRX5694540,1.4639247209000001,-0.607792136
SRX5694541,0.3015465097,-1.2642175468999999
SRX5694543,-2.2429079804,-0.9161082261
SRX5694544,0.9660805,-0.1921480597
SRX5694545,2.1016676077,-0.9164457485
SRX5694546,-0.47280729130000004,-1.7173867533
SRX5694547,1.3366228877,0.3407775712
SRX5694548,0.4519912961,-0.1784281296
SRX5694550,-0.44656173060000004,0.4184670473
SRX5694551,-0.0837404701,0.9942723713
SRX5694552,0.8761670532,0.30259544180000003
SRX5694553,2.4670412191,0.4753006742
SRX5694554,1.2129457415,-0.5867509912000001
SRX5694555,-0.07348616300000001,-0.2570352174
SRX6072760,-0.7216573107,-2.011916374
SRX6072761,-0.8385358404000001,-2.6037749268
SRX6072762,0.29399099100000003,-1.6823678217
SRX6072763,1.2411322043,-1.3487175412
SRX6072764,-2.0556479453,-2.6943445361
SRX6072765,0.4250787776,-1.3441247219
SRX6376491,-0.4902841403,0.3884875823
SRX6376492,-2.5992210384,-0.5969596336
SRX6376493,-2.5566776246,-0.5659004567
SRX6376494,-2.872024849,-0.0935854512
SRX6376495,0.2081662473,0.5881320571
SRX6376496,0.1777774533,0.0062546259000000005
SRX2723951,0.9613702131,0.8005440749
SRX2723952,1.9835222831000001,1.5400928165
SRX2723953,3.5378103521,1.165165846
SRX2723954,2.3108074142,1.6569642902
SRX2723955,0.32697479830000004,0.42661530950000004
SRX2723956,0.6992155159,0.5043910180000001
SRX2723957,-0.027161664300000003,0.1344209102
SRX2723958,3.0747317847,0.5914964751
SRX2723959,-0.3232619258,-0.1552655211
SRX2723960,1.1132144504,0.9219215527
SRX2723961,3.5438236123999998,2.6036278718
SRX2723962,1.4998664521,0.5684209828
SRX2723963,1.5991912649,-0.0487794438
SRX2723964,1.6014583252999999,1.0069706613
SRX2723965,1.1832580811,0.3844056348
SRX2723966,0.1431527772,0.3210158628
SRX2723967,-0.0967250851,-0.1575378957
SRX2723968,-0.0464276921,-0.1634779671
SRX6977206,0.5097839184,-0.0695481159
SRX6977207,0.557037408,-0.6199963682
SRX6977208,2.8816705970000003,0.8252360328
SRX6977209,2.7807230157,0.6550968657
SRX6977210,2.483591227,0.7470021076000001
SRX6977211,-0.3519089937,0.0099263738
SRX6977212,-0.31981127470000004,-0.0489268008
SRX6977213,0.6717202683,0.039000427000000004
SRX6977214,1.1987666448,-0.2918315227
SRX1153733,0.1104864889,-0.0049263427
SRX1153734,-0.1104864889,0.0049263427
SRX1153735,-0.8938704249,-0.3177916183
SRX1153736,-0.9410362733000001,-0.24866018880000001
SRX5204053,-2.1629511205,-0.3847065957
SRX5204054,-1.7290698682999999,0.6528346928000001
SRX5204055,-2.0682548782,-0.0647158974
SRX5204056,-3.875411251,0.5589055688
SRX5204057,-3.624510475,0.34582320240000003
SRX5204058,-2.7859502963000002,0.3740429637
SRX5204059,-1.4518898871,0.4898936152
SRX5204060,-0.1067672649,0.6199450584
SRX5204061,0.4030266215,0.3507761909
SRX5204062,-0.4817483065,0.2441209754
SRX5204063,-0.1269534879,0.2921859576
SRX5204064,-2.2248597517,0.48175294700000004
SRX5204065,-2.7296402489,0.5929995606
SRX5204066,-2.7079355108,0.6688257230000001
SRX5204067,-2.5990730028,0.9121892104
SRX5204068,-1.7204954729000002,0.5789444691
SRX5204069,-1.6674364625,0.5210806304
SRX5204070,-1.9408443058,0.6551194854
SRX5204071,-2.3088439299,0.9000344503000001
SRX5204072,-1.953583751,0.6328400686
SRX5204073,-1.9320674644,0.7176868807
SRX5204074,-1.0104180208,1.008900549
SRX5204075,-1.6990496075000001,-0.009944982100000001
SRX5204076,-0.8049875449,0.7889425627000001
SRX5204077,-0.19061613800000002,0.1342108688
SRX5204078,-0.6176716715,0.4857229011
SRX5204079,-0.2305753287,0.45837530320000003
SRX5204080,-1.3201043871,0.8718233768
SRX5204081,-1.9987891072,0.7339987276000001
SRX5204082,-1.7375414809,0.6260348875
SRX5204083,0.6268107463,-0.15934560420000002
SRX5204084,0.9494173724,-0.0531654062
SRX5204085,1.0495381934,0.34141534020000003
SRX5204086,-1.9150716703000001,-0.45624476700000005
SRX5204087,-2.9985959092,-0.5933036582
SRX5204088,-2.2987750328,-0.8090694704
SRX5204089,1.0903819561,-0.1909723481
SRX5204090,1.423828444,0.0100359507
SRX5204091,1.4774368437,-0.0969271829
SRX5204092,-2.8133036445,-0.1910374588
SRX5204093,-2.77331722,0.0061402085
SRX5204094,-2.0393320348,0.1027321977
SRX5204095,0.4468931713,0.2102644573
SRX5204096,-1.5587888728000001,-0.1413494031
SRX5204097,1.1118957015,-0.0689150543
SRX683459,0.8626266321,0.13510539
SRX683460,7.2809349018,1.8539974413
SRX683461,-0.5047509643,0.031061001300000002
SRX683462,7.0248473229,1.528258482
SRX683463,-0.3578756678,-0.1661663914
SRX683464,6.1577374978,1.9346543559
SRX683465,1.9295748456,-0.0102145581
SRX683466,6.1729668644,1.8136809228000002
SRX683467,0.960795601,-0.3489089918
SRX683468,6.3191457109,1.5371884658
SRX683469,-0.8708139419,-0.431786159
SRX683470,4.2423403364,1.6723156711
SRX322077,2.0749513297,0.1128068291
SRX322078,1.6078259511000002,0.5645468053
SRX322079,2.0422746257,0.30637019600000004
SRX322080,3.1680425428,-0.282842088
SRX322081,0.0653834273,-0.45240133120000003
SRX322082,-0.7094846867,0.18126291390000002
SRX322083,-0.2082334374,-0.316106388
SRX322084,1.0129141323,0.2183504124
SRX322085,-0.8046806949,0.0977559756
SRX2708592,0.4740749992,-0.1904711938
SRX2708593,1.3814085041,-0.0186148451
SRX2708594,0.8129221487,-0.04064927
SRX2708595,0.6165583570000001,0.1188488476
SRX2708596,-0.5470236482,-0.2075632041
SRX2708597,-0.0695347089,0.08871435650000001
SRX2708598,2.9219193185,0.2522708957
SRX2708600,0.2968457433,0.6619952039
SRX2708601,1.5643971344,-0.1313890393
SRX2708602,3.9277372980000003,0.1002740055
SRX2708603,0.9009846776,-0.3203530619
SRX3073814,0.008742694,-0.26807465350000004
SRX3073815,2.6336499155,-2.5557874595
SRX3073816,5.1328565116,-3.1413136121
SRX3073817,4.1230394355,-1.450277783
SRX3073818,2.6240192266999998,-0.22613352320000002
SRX3073819,0.3846571827,0.5178852133
SRX3073820,3.5289798482,-2.6861223082
SRX3073821,4.7712752924,-2.3568882222
SRX3073822,4.587836775,-1.448351436
SRX3073823,2.6179272833000002,-0.3160745324
SRX3073824,-0.008742694,0.26807465350000004
SRX3073825,2.7260354092,-1.754388578
SRX3073826,5.0854937908,-2.526236977
SRX3073827,4.4765620534,-1.2798061961
SRX3073828,2.4198214274,-0.4391428456
SRX3073829,0.658674675,-0.013765154600000001
SRX3073830,4.1200779227,-2.7203332977
SRX3073831,4.699644591,-2.7104350822
SRX3073832,4.6800257427,-1.5716034747
SRX3073833,3.3987561796,-0.2642367521
SRX2391456,0.1668913849,0.12151119590000001
SRX2391457,-1.0080236186,-0.014537552200000001
SRX2391458,-1.099582145,0.0164493597
SRX2391459,-0.8402424513000001,-0.0466040749
SRX2391460,-0.5463445325,-0.17156278500000002
SRX2391461,-0.1525056074,-0.2635518879
SRX2391462,0.1431406097,-0.200340062
SRX2391463,0.2950530383,-0.0834976595
SRX2391464,-0.2387694099,-0.1088886753
SRX2391465,-0.19634350050000002,0.08722302080000001
SRX2391466,-0.019977438400000002,-0.1935844337
SRX2391467,-0.0392799634,0.0180954833
SRX2391468,-0.0133054699,-0.0668131983
SRX2391469,-0.0940819895,-0.0402858542
SRX2391470,0.8773677103,0.2182007826
SRX2391471,0.0291110171,0.1082770217
SRX2391472,-0.36308787810000004,0.1576549247
SRX2391473,-0.6715083612,-0.0308290966
SRX2391474,-1.4209585904,-0.1706567342
SRX2391475,-0.1695845282,-0.1300136372
SRX2391476,0.7116180746,-0.11321691290000001
SRX2391477,0.3517676611,-0.281078047
SRX2391478,2.8068044996,-0.1532304831
SRX2391479,0.9366404804,-0.019699232900000002
SRX2391480,0.2459630525,0.024554426400000003
SRX2391481,0.2561168311,-0.0675618814
SRX2391482,0.3942362209,0.022437111000000003
SRX2391483,-0.0308642722,-0.0445018217
SRX2391484,-0.3620500681,-0.1253411391
SRX2391485,-1.1068095464,-0.189800838
SRX2391486,-1.1986739295,-0.3121032374
SRX2391487,-0.9625641865000001,-0.1721982294
SRX2391488,-0.13099332930000002,-0.3444182921
SRX2391489,5.8473e-06,-0.3832474272
SRX2391490,0.2319781021,-0.3936665237
SRX2391491,0.2967928797,-0.2729822883
SRX2391492,-0.1536228502,-0.1135885306
SRX2391493,-0.2194308953,-0.0483824277
SRX2391494,-0.0913974325,-0.1822246388
SRX2391495,0.0392799634,-0.0180954833
SRX2391496,0.0769030948,-0.10556876350000001
SRX2391497,-0.33519762210000004,0.09624872970000001
SRX2391498,0.4634966139,-0.0825308218
SRX2391499,-0.09483645090000001,-0.2950275542
SRX2391500,-0.8401070834000001,-0.1860413418
SRX2391501,-1.3786600559,-0.49122191070000004
SRX2391502,-1.3993391411,-0.6307280547
SRX2391503,0.4584417237,0.09132955
SRX2391505,0.3545155184,-0.4633839286
SRX2391506,-0.14751295050000002,-0.6314642907
SRX2391507,0.9932736772,-0.4287138078
SRX2391508,0.6361565611000001,-0.0273402274
SRX2391510,0.3964628783,-0.2718662994
SRX2391512,0.6394072424,-0.17755849
SRX2391513,0.1396162478,-0.2950274648
SRX2391514,-0.0424617946,-0.3400182585
SRX5632598,1.4289478736,0.6827265873
SRX5632599,0.6484110053000001,0.3620013113
SRX5632600,1.9908005329,1.5885850607
SRX5632601,2.5357546319,1.3862900527
SRX5632602,3.6709245619,1.8827429603999999
SRX5632603,2.7959717568,2.1977867019
SRX5632604,3.6599458966,1.5745338989
SRX5632605,4.2794558852,1.9863259103000002
SRX5632606,0.6615513515,0.2889707338
SRX5632607,-0.1441791963,0.140365882
SRX5632608,-0.6370311476,-0.0433320753
SRX5632609,0.6309939209000001,0.5877754173
SRX5632610,2.0815504149,0.2865214173
SRX5632611,0.0060372267,-0.544443342
SRX5632612,0.08560454440000001,-0.7171680415
SRX5632613,1.2917419042,1.1445786226
SRX5632614,-0.38697671980000004,-0.3905663478
SRX5632615,0.9328790633,-0.1470235523
ERX2874132,0.2621813336,0.4454202132
ERX2874133,0.5970755482,0.0694019262
ERX2874134,-1.0353157632,0.2614328147
ERX2874135,0.3378131052,0.4115089324
ERX2874136,-3.0394288729,0.2778374632
ERX2874137,-2.016866141,0.48399944640000003
ERX2874138,-0.0927197965,-0.2012372219
ERX2874139,0.2055282766,-0.45693396740000003
ERX2874140,-0.4869249262,0.1496907788
ERX2874141,0.4869249262,-0.1496907788
ERX2874142,2.1487269198,0.3306656349
ERX2874143,3.9838264566,0.3891825391
ERX2874144,0.9567307338000001,-0.2397830685
ERX2874145,1.2644445513,-0.5312826907
ERX2874146,0.48836833970000004,0.0688433781
ERX2874147,1.0539140358,-0.42380603050000004
SRX1300292,-0.137219586,0.0216425831
SRX1300293,0.137219586,-0.0216425831
SRX1300299,0.9645589560000001,0.2176099782
SRX1300300,1.0888802618,0.22494833700000003
SRX1300304,-0.5416266666,-1.2907069324
SRX1300305,1.3589450439,0.1798880049
SRX1300306,1.4992385534000001,-0.2839977376
SRX1300310,-0.4916937227,-0.9938407952
SRX1300311,-0.6782986569,-0.7422817709
SRX7291195,-0.1493776714,0.12395454480000001
SRX7291196,-0.4770459231,-0.0338394761
SRX7291197,-0.4798642367,0.1261352037
SRX7291198,0.1583839595,-0.1015697685
SRX7291199,-0.0924762742,0.0755921365
SRX7291200,-0.0659076853,0.025977632
SRX7291201,-0.22986501280000002,0.1416094948
SRX7291202,-0.39117665360000003,0.21047999
SRX7291203,-0.6899230573,0.11770712380000001
SRX7291204,0.3899923414,-0.0021499972
SRX7291205,0.2946655266,0.0125323957
SRX7291206,0.1412917587,0.0222543728
SRX2436955,-0.1571677646,-0.7040779273000001
SRX2436956,-1.9147308436000001,-1.2373065929
SRX2436957,-2.9892963664,-1.4101767716
SRX2436958,-1.9066619879000002,-1.0562754594000001
SRX2436959,-0.9861786164,-0.1278296237
SRX2436960,0.2718916371,-0.5475944223
SRX2436961,0.4417729066,-0.3958495541
SRX2436962,0.5347230169,0.0509973782
SRX2436963,-0.8410844526,-0.6917057520000001
SRX2436964,0.3277021504,-0.2700028459
SRX2436965,-7.1474786056,-1.7968408557000002
SRX2436966,-0.4534532999,-0.8964717133000001
SRX2436967,0.31976901080000003,-0.45737102
SRX2436969,-0.7078568686000001,-0.7265341784
SRX2436970,-0.5217155595,-1.1063804461
SRX2436971,0.2745696161,-0.4067131772
SRX2437029,0.3940054962,0.2066053334
SRX2437030,-0.0158600521,-0.8396081684000001
SRX2437031,-0.4877084538,0.4038893931
SRX2437032,-0.6583232358000001,0.3224065022
SRX2437033,1.4972964928,0.308154452
SRX2437034,-6.9949621812,-2.0426245043
SRX2437035,-1.0347733397,-1.1319867887
SRX2437036,-1.0638739165,-1.0346867827
SRX2437037,1.1508417022,-0.4663372167
SRX2437038,-0.5878778968,-0.9399676477000001
SRX2437039,-0.1538285441,0.1802830271
SRX2437040,-1.3250762206,-1.0690436325000001
SRX2437041,-0.014110253100000001,-0.760409293
SRX2437042,1.0537334409,0.22863083420000002
SRX2437043,0.6949142923,-0.26296945320000004
SRX2437044,1.2839502375,0.1027053455
SRX4705203,-1.5918088243000001,1.1160862698
SRX4705204,-0.5337784425000001,0.0024963475
SRX4705205,0.22850732410000002,0.3960569149
SRX4705206,0.0586506802,0.543089252
SRX4705207,-1.8186589291000002,0.5606271161
SRX4705208,-1.4152259878,0.453343947
SRX4705209,-1.4609956105,0.38189849270000004
SRX4705210,-0.0171214944,0.2688982854
SRX4705211,0.3320327362,0.44262802970000004
SRX4705212,0.14918276190000002,0.20908051330000002
SRX4705213,0.47092524010000003,-0.0035629984
SRX4705214,-0.2983423725,0.2865579856
SRX4705215,-0.2778002398,-0.1642495649
SRX4705216,0.5588239704,-0.1553620226
SRX4705217,-0.42723257880000004,0.0445807955
SRX4705218,-0.026374019500000002,-0.0079641952
SRX4705219,0.5074475143,2.1358897649
SRX4705220,-0.3478449893,1.9832901806
SRX4705221,0.7558889955,0.832243908
SRX4705222,0.3759297869,2.1038475748
SRX4705223,-1.5962383286000001,1.1592163354
SRX4705224,-2.1317086394,1.2205055402
SRX4705225,-0.7715032431000001,-0.3061378275
